这时长，我愿称你为最强
卡卡西此时会不会有那么一瞬间想到琳的  
男的女的已经不重要
白确实是男的
离谱
白，你做的很好了
白 是男的又怎样，原本设定就是男的，我是同性恋我骄傲了吗
白是男孩子
我爱罗~
导入多少GB 两小时我天
时长牛逼
青春啊，回忆啊
白的战力约等于大筒木
看时长
卧槽两个小时
币比赞多
太长了，懒得看
血继限界
白，永远活在弹幕里的人
牙痛呀
先收藏晚上一次看完
爷青回
良心up，已三连
这是一整部火影吧
是男的？打死都不信
是女的 说是男的是怕以后对战时鸣人会怜香惜玉
只要不提博人转我们就是好朋友
牛
卧槽两小时
爷的青春又回来了
卡殿！！
2小时太魔鬼了吧
不如把背景音乐去掉
就凭2小时市场我也给你2个币
看完了！！！牛逼！
三连了
我还以为琳没了
BGM太大了
卡卡西巅峰（dogo
前期是真的棒
没有这一段可能很多人根本不会入坑
进度条离谱
两个挂逼打白，白还放水了…所以
离谱
只是打不过九尾，正常
看电影的时长
卧槽
两个小时吗
呜呜呜我的卡殿
白和再不斩这一段看多少次都不会腻啊
二倍速都要一个小时多
好是好，有点拖
泪目
这不是爱情？？？
鸣人转(滑稽)
看到我的青春了
致死量
火影动漫浓缩？
全剧的主题
2.5万收藏 4万点赞 怎么做到的
这进度条就尼玛离谱
佩恩 大筒木：不好意思我也打不过
白面具，，，，，
要拼血统吗，血继界限算什么
就冲这个时长三连了
兄弟，白是男的啊
白是男孩子哟
当有一天你发现喜欢上自己讨厌的人，这段感情才是最要命的！
太长了吧
这么长666
看了
不是博人燃是川木燃博人永远燃不了
看到时长直接怂了
这时长，，，
投币支持一下！
白姐好人
这时长，人麻了
这时长，，震惊了
用心是用心了，质量还是不行
比博燃
告诉你们，白是男的（微笑）
鬼人再不斩
隔这看剧场版呢
开场BGM很久没听了
我答应你！抽时间，一定会回来看完！先三联了！
结婚
比博燃
不错
中忍考试
我先三连为敬
白是男的
三连了
白是男的
催泪弹 建议备好纸巾
绝了绝了，加油加油，难忘的回忆，火影
时长害怕
这个看着像是按照顺序来的，好评走起，你币有了
好家伙。我直接好家伙。这就离谱
恐怖如斯的进度条
白和鸣人说过自己是男的
要命了，这个bgm
？？？？？两个小时？？？。
白是 男的。。。。。。
在桌子上的是史莱姆吗
为什么退不出去了
听到这BGM瞬间回到过去
看这时长直接三连
看你这么辛苦的份上 三连再看
确实 现在再看感觉就是想到琳了
衔接美好
没衔接好
唯有热爱
鸭子坐
这时长..
开挂怎么打
比博燃不是废话吗
那时候还是初中啊
三连三连
支持支持
致死量
最初的火影
这时长有点吓人啊
鸭子坐鸣人
一勾玉开玩笑的吗？佐助一开始就二勾玉
进度条一动不动
就是这里了
音量给爷调到最大！！！
这不比博人傳燃嘛
是你在哭泣吗
那时候我读初中吧
木叶飞舞的地方，火之意志生生不息
火影的道路没有捷径可走，成为火影的人也无路可退
占仆球
一直不能接受白是男人的设定
燃起来了！
这是从开始剪辑到结束咯嘛
小学时看的这段
鬼人·再不斩
此时应该有BGM《爱河》
两小时
宇智波一族被屠 ，二柱子怒开一勾玉，中忍考试跟小李打架才是二勾玉。
再来一遍
火影到第一季为止都非常好看  如果那时候完结就好了
n'b
这个配乐不可
画女偏说男
龙珠的到这里来
2005年开始看
这时长真的用心了
三连起步
给老子火
三连了
白好像是男的吧？
一直都棒不只是前期
旗木55开
白是男的？？？？？？？？？？？？
白是男的！
看不完，三连吧
720集剪完了吧
啊！白啊啊啊啊啊啊啊啊啊啊
少年好颜艺
七小鬼
爷的青春啊
爷青回
把你的脏脚拿开！！
白不死的话可以达到影级别
bgm！
不比博燃
bgm不好听？真的有看火影嘛？
up牛逼！
开具王炸的BGM
我要看博人传降降温
这是个电影
这个时常 ，千余个小时 我信了
因为版权只能剪外国啦
5千多人正在看？？
5000人再看，，离谱
八尺一响全都白给
冲你这个BGM投币了
马利克：2分
这进度条致死量了啊
一边看一边食饭一边哭
蚌埠住了
两小时？
你以为鸣人为什么追你七百集
666
我觉得没有bgm会更好点
曾经的青葱岁月，现在静下来刷两个小时都做不到，哎
愿我的发量一如这进度条
....
女的
小樱：我是谁？
我DNA动了
牛逼啊
画女偏说男
哈库
culie
爷青回
火影真正开始的地方~
看这量给了
白可是个小哥哥哦
woc
好肝
666666
身体就是控制不了
让人愣神的时长
两小时
青春啊！！！！！！
经典一战
好活，当赏
看到了吗，白有胸，有胸！有胸！
这就是我小时候看火影最感动的地方
这音乐??????
交了交了
卡卡西心态崩了
牛了
泪目
6276再看
2个钟头，我出息了
挺用心没错啦，但是这音乐真的不行
背景音乐声音太大了
这时候二柱子才真正打开写轮眼，一单一双
6265人就离谱
泪目
有话直说，说到做到
白很善良
英雄救美，然后以身相许。
跟这比，博仁转就是儿子！
白是男的，不是女的
不得不说 这种男男当时真前卫 
2个小时 真短 不 真长
白确实是个男的
1号考试，3号是宁次的生日啊
你会的
男的
火影的音乐，太经典了
这是回顾了整部火影动画吗
进度条撑不住了
火影真的是青春啊！！！！
高举鸣佐大旗
破防了!
不行不行，要了我的老命
男的女的已经无所谓了，活在我们心里就够了！
这都能速看火影了
比博然
看着视频，哭着吃下了碗里的面
这时长就离谱
开挂
鸣人到死都是下忍吧。只不过升职当的火影
币比赞多系列
爱了爱了
经典
卡卡西
岸本说白是男的，但又没说再不斩是男的......
投币成功
你想觉得她是什么性别就是什么性别，只要能帮助你代入角色
火影全程都很精彩！
似曾相识
爷青回
白其实也很厉害，可惜遇到主角
我当时还特意学了这首bgm，回忆啊
我咋看得完哈哈哈哈哈哈哈
小时候就一直很喜欢这片尾曲
BGM   ：wind
看了看时长 三连了
看着进度条，给你三连是应该的。
讲故事又不是爽剪
看完就下机
这个bgm很好阿不好吗
6000多人正在看
燃起来了
大佬
如果岸本在这给佐助在开个眼后面就不显得突兀了
庆祝建党
就离谱
九尾
如果不是鸣人身上的封印术质量好估计就会变成我爱罗那样动不动就暴走觉都睡不了
红，与众不同
谁能想到现在两分钟不到
首次看到币比赞多
币比赞多系列
白是男是女（dog）
白剃哎木的是男的啊！擦
官方说了白是男的，不懂那些硬说是女的是什么意思，yy不要误导别人
这不比博人传燃
这不比博人传燃
整部火影的最精华部分。
燃起来了
我想和你去同一个地方
改变B站的视频
回忆
众所周知 博人传是不可燃物
全剧终
这bgm就是青春了~
是男的，白和再不斩之间不是男女之间的爱情，而是羁绊
666
牛逼
大佬
白！
眼里进沙子了
白嫖失败
可能就是这一刻 让后来的鸣人追了一生
白是男的
他是男的
虽然很基，但再不斩和白应该是恩如父子，义犹兄弟那种感情
原来是这首BGM
你币有了没有下次一定
再不斩真男人
爷青回
这段剧情很感人
这op吹爆
2个小时？？？
再不斩真男人
这都是青春啊
进度条动了
2小时？？？？
回忆满满
最喜欢的BGM
佐助
燃起来
字母怎么是反的
66666
三连了。 晚上睡前看
完了，我都不记得这段了
时长爱了
我人傻了
卡卡西你好帅
当时看到这 好沸腾的感觉
好长 这次真的到底了
青回
鸡皮疙瘩
进度条感人
再不斩这对太虐了，值得尊重的对手
BGM为火影忍者1～30集片尾曲
配乐真的是。。。。。。。。
鬼人再不斩
你要放这bgm我可就哭了
第二遍
 ， ❾
可惜白是个男孩（滑稽）
6059正在观看
谁会不爱宇智波佐助
当你看火影第一次哭就是这一集了
bgm起
很感人，老板现在跟我一起在看
打不过就开挂
前方高能
战歌起
去游船上开会
冻猪耳~~
三连支持！！！
6073人就离谱
清晰度完美
离谱
白：是不是玩不起，挂b
这里推荐一个歌:《细雪》
泪目了
大跌把哟
青春
博裤袜 是男性自称用的吧
离谱
暑假结束
1.5可以
名场面要来了吗
确实是男的，看的时候脑袋嗡嗡的
燃起来了尼玛
要燃了
两小时可还行
别啊，你会死的。
Bgm
火影第一个ed不好听？你在逗我。
收藏多可能是暂时看不完
扎心了
老婆唯一一次撒娇的时候
不当人
这个bgm真的致命
白是男的
火钳刘明
有毒吧
战歌气
着进度条
起
这里泪目了
突然发现没有小樱完全不影响剧情
看电影呢？
这是我在b站看到的最长的一个视频。
你币有了
这BGM犯规了！
博人传就是个弟弟
二刷
费心了
进度条动了！
太牛逼了我淦
扎不死
牛逼
看弹幕，我也觉得bgm应该换成对应篇的片头片尾曲更好
一上来看这个时长吓着我了
白的忍道跟卡卡西一样。但是身为忍者，呵呵
白动漫里说过是男的
这简直就是剧场版的时长了
看了一下时长，原来只有120多分钟，等等……什么？120多分钟！
二倍新世界
也只有腐烂的人才会想到白和再不斩基了
以为只是片段，结果一口气2小时看完了，俺的青春啊，都是回忆！
移动手机，看一会儿就卡屏。。
把整部火影剪了一遍
前面的 不是白姐是白哥好吧
唉 还是看哭了
前面的是尺八不是八尺
电影吗这是
在绝对的实力面前，任何的技巧就都变成了摆设。
爱了
没有卡卡西和再不斩对水龙那段嘛？
"woc,俩小时"
鸭子坐可还行
白送男的女的?
再不斩是女的
不给币 说不过去 我的青春回来了
都是名场面啊，我的青春
bgm我起来，我心脏在鼓点上
6300人正在看
秒掉了。。
你是真的NB
还没看，现在是25秒，结果我发现了两个小时直接投币这么多人逃避，我相信不会差的，就这个时长又批准，真的用心了两小时直接投币
我的整个青春
差不多就是卡卡西太轻视对面了，确实有问题
画质感人
爱就是爱
嘴遁
白肯定是轩墨宝宝
比博燃
泪目
青春
nbnbnbnbnbnbnbnbnb
nbnbnbnbnbnbnbnbnbnbnbnbnbnbnbnbnb
木叶飞舞之处火亦生生不息
nbnbnbnbnb
牛逼牛逼牛逼牛逼牛逼
太长了吧
这不比博人传燃
姨妈，阔阔达
历历在目
爷青回
比博燃
蜜汁bgm
记得7岁时候看的点播台，唉
牛皮
别的不说，这种认真劲就值得所有爱火影的人三连。
时常感人
我还以为是2分钟。。。
再来亿遍
这不顶上榜一吗
我去，好长啊
好厉害呀
比博燃
卧槽2小时才注意到
时长离谱
年纪大了，看不了这些东西了
这。。。好家伙 可以当电影看了
看不完先收藏以后看哈哈哈
6554人
我看完了！火钳刘明~~
bgm都是ed或者op，没什么不好的
这首叫什么来着？
两口子，你打人家媳妇干嘛呢
2小时 ？？？三连给你了
6644人观看
鬼切
我打不过这个挂逼
泪目
牛啊牛啊
这音乐一起就比200集博人转燃
中忍考试，火影的巅峰
标题让我激动，老火影人了，
卧槽2小时？？？？？
该让博人来看看
太长了，不看。手动滑稽
神他妈没说再不斩是男的哈哈哈草
这歌是前边的ed，还不配
投币为敬
一看进度条     这不简单啊
卡卡西这里...
总集篇
离谱
哇
收藏起来慢慢看吧qaq
画女硬说男
嘴遁的开始
我直接三连！！！
再来亿遍！
中忍考试前，真正的火影！！！
这个时间线不对啊，这里说中忍考试，之后却减的下忍考试的
白，你很好了
冲着你这时长投币了
早期火影
Bgm声音有点大
我的青春没有后悔
昼夜温差大
刚看火影还是初中，现在已经而立了
好！
可男可女 
66666
7048正在观看
雏田
按理来说尾兽查克拉外衣加持，一拳就能吹死个人，这个白是何方神圣
我生日！
白是男的？
白和再不斩是主角成长路上第一个撂倒的对手~
希望用火影原来的配乐
这波是三个能量按jk了
三倍速走起
我靠两个多小时
没错 你们都中了幻术
二倍速好评
2倍速好评
爱上了
2倍速好评
芜湖 起飞
bgm是火影第一季的片尾曲：）爷青回
没说再不斩是男的，太草了~我不行了
以前放学冲回家看火影的你
DNA动了
这比你儿子燃多了
我擦，两小时
看不完，快速
时长太牛批
有一种忍者叫木叶村的下忍
青春啊
木叶飞舞之处火亦生生不息
木叶飞舞之处火亦生生不息
好好回忆吧
打开，点赞，退出。。。
哒嘚吧哟
嘤哥全程ob
挨你吗
时常感人 辛苦
其实再不斩是女的
牛逼
身上的针扎手不
白雪飘落之时
720集浓缩成两小时很不错了已经
啧啧，电影啊
诶嘿
爷青回
？？祭天，法力无边
白是女的
我为什么还在看啊 这时长不是应该早点推出了吗
真爱
再不斩这一幕是当年哭的第一幕
马丹  想起了 曾经追寻的梦想 现在我。。咸鱼
白是男的?
雏田？？？
7509在看
这时长爱了
白是男的?
我要看博人传降温
什么都好就是bgm太大了
shi
那可是鬼人在不斩
这是电影？
这是我玩忍村大战的背景音乐
哭了
燃起来了
就凭这两小时必须逼有了
琳啊
这就是全世界都放弃二柱子鸣人也不会的原因
这里是鸣人倒下就开眼了
建议跳转1:47:37
三连，走人
你好长啊doge
不会有人不知道BGM是片尾曲吧
nb
建议跳转1:47：37，你会谢谢我的
今天就是岸本来了，白也是女的
白，是男是女
青春的开始。
比博燃
我直接三连
垂死病中惊坐起
突然发现是俩小时，今晚就看这个电影吧
这句话让我追你700集
可真能剪
白，我的女神，上帝来了他也是女的。
恐怖死去
俩小时
白到底是男娃女娃
投币了
太燃了
2个钟
8000人正在看！！！！！！！！！！！
辛苦了
白根本没用全力
三连
党的生日
绝了啊太牛了。。
基情满满
8000人同时在看  好牛逼
帅了
还是剪太急了哈哈哈
自暴自弃 只是自以为  存在本身就是爱啊
失去的青春回来了
卧槽两个多小时就很离谱
看完这个火影就不用看了
时长就币有了
120分钟什么鬼！
821
8215
哦时长两小时，哦剧场版！
挂来
2个小时离谱
回忆一下还是不错的
离谱
少玩点烂梗
在这个视频下不要刷其他的
8258人？
这时长我先收藏吧！！
火影大电影
还是男的
琳也是这么突然冲过来死的，卡卡西会不会想起琳。
风魔手里剑 影风车
白流泪了！
有挂还怎么打？
给了
再看亿遍
两个小时啊
这里确实感人
发个弹幕
ZSS
冲你这时间长数，我币交了
背景音乐太吵了
白毕竟是血迹结界 年纪比鸣佐大肯定强的
岸本说白是男的你们就信啊（doge）
当时点播台翻译是我要宰了你，感觉更有气势
你币有了
当年每天晚上必看的
没有对错，只是立场不同
弹幕呢？
这进度条认真的吗？？
白，如果可以真想和你去同一个地方啊
对
白：锰男探头
看时长也知道是用心了
都是男的又能怎么样~这才是真爱！
佐助好帅啊
真爱
说音乐不行的，你都没看过火影，你bb啥呢
啊我的白哭了
看 电 影
冲这时长三连了
120分钟也太牛逼了吧
一尾
火影op. ed都好听。都下载了
木叶飞舞之处，火亦生生不息！
1.火影开篇，从鸣人童年开始
两小时就离谱
2.鸣人偷走禁术卷轴，学会多重影分身
3.鸣人为伊鲁卡挺身而出，得到伊鲁卡认可，成为下忍
5.卡卡西专属测试，第七班重视同伴通过测试
男的女的有影响嘛？
6.波之国护送任务，遭遇再不斩和白
在看的8374人你们好
抄袭就别看，火影yyds不接受反驳
7.鸣人第一次觉醒九尾打败白
进度条感人
高举卡卡西卡卡西卡卡西卡卡西卡卡西卡卡西大旗
8.白被侮辱，再不斩意识到白的重要性，大开杀戒
打不过就开挂。
卡卡西是缺蓝，血轮眼本来就需要查克拉，说他菜的，有没有看完
10.再不斩和白的死，让鸣人有了自己的忍道，成为一名真正的忍者
不爱看就别看，里面虽然剧情慢但是真的很经典
11.中忍考试
惊人的时长
火影一直到佩恩为止都非常精彩，后期有点崩了。
我愿称哪路多开挂王（狗头）
wind !!!!
白其实是男生哦
梦开始的地方
三连了
此生无悔入火影
旮旯旮旯旮旯旮旯
九尾：开始交房了，租漫长的房租之路（狗头）
九尾：拿了点房租就在那得瑟！
BGM好评
时长牛逼
爷青回
九尾：呵呵，你的忍道我来买单！
青春开始的地方
nb
没有人能在我的BGM下打败我
下雪了，爷也哭了
比博燃
回忆杀
火影曾是多么优秀的番可惜被博人传作者毁了
这不开个眼？？？
这算柱子最可爱的时候了
贪图美貌，谁管白是男是女？
战歌起
爱了
.
建党
wind
时长感人
黄字是科代表吗
画女硬说男
10分钟后见
强
?????
我以为4分钟，原来是两小时
白是女的！！！！
惊了 三连支持
最强！！
666
这一拳没死？
撑不住了
再不斩太拉了 被泼皮无赖弄死了
8407人正在看。。
天呐必须三连
帅
再不斩君，我打不过九尾
ilildilild
致死量，给进度条投币
大电影
现在优酷看火影要会员没想到今天在B站重温了一遍火影
辛苦了两个多小时
燃起来了！！！！
居然是这个曲子，太好了
Bgm爷青回
libilibi
中忍考试啦！
从这集开始看火影，也从这开始爱上火影，16年了
看到再不斩和白，我就哭的死去活来！！！真的！
时长惊人
好活当赏
火 影 全 集
..
比博燃
时长NB
不装了~我摊牌了~我要开挂了
离谱  2小时
好家伙，挺长的
我没有看完，但是我给你三连！
收藏当电影看！
爷青回
下雪了，白，是你在哭泣吗
up用心了
辛苦了辛苦了
两天14万投币，卧槽
带制作
进度条感人
认真一拳
青春啊！燃烧吧！
火影的ed都很近喜欢
白是男的，再不斩是女的
进度条吓人
白是男的。。。。。。
《火影青春大电影》
弹幕能坚持多久
对于生在暗黑的小鸣人，哪怕一丝丝的光明都弥足珍贵
青春阿
up为什么不分个p啊
 j
6666
爷青回
来了
不管怎样 这个时长就值得鼓励了
一次看个爽系列
这真比博人转燃
木叶飞舞之处，火亦生生不熄
......
火影第一部，才是真正的火影
你币有了
两个小时？
720集直接压缩为剧场版
这市场就TM离谱
破防了。。。
许久未成三连  给你了
燃了
这时长离谱
哭了T﹏T
鸣人在战争后是上忍，后来才当的火影
冲这时长投币了
这歌我觉得比青鸟更能代表火影
恭喜第一
I coming
鸣人跳级当了上忍，不过也补习了，然后当了火影。
卡卡西会不会想到误杀琳的一幕
雾影的鬼人
白这个面具我刚拿到
这里看哭了
个人觉得火影里最好听的BGM。WIND。
这句歌词应该翻译成：自作聪明，不知悔改。
上面的，一生过分了，追完才17.8岁吧
6322在看
这进度条就离谱
你币有了
媳妇儿祭天，法力无边
桌子上的是水晶球。 
居然没有复制忍术那段
鬼人
开写轮眼了
别说了，比博燃
我以为看的是青春，其实看的是自己
BGM好吵啊
神TM5438个人一起看
感谢up主
你币有了
尊重！
校长
好帅的卡殿
三连了，以后吃饭有下饭视频了
黄毛小子玩不起了，挂逼
神父，换碟
白是你在哭泣吗
第一首歌直接爷青回
一键三连了
嗯
燃起来了
卡卡西掏心
这首歌真的很前卫，是5/8拍的
好家伙，这么长寿的吗
厉害了
这时长？
再来一遍
这时长，我去
海贼王拜托了！
这进度条，
白为什么，为什么！是个男生！！！！！！
先收藏以后慢慢看
好家伙两个小时
火影剧场版
这段高燃
看完就睡
李洛克开挂名场面即将来袭
第二遍
鸣人是从下忍直接当的火影，前面的别乱科普
强
牛逼啊
恭喜你发现宝藏！
牛逼
就离谱
九尾：开始了漫长的交房租之路
九尾：听说有人想看穿我的查克拉？？？
拼血统拼血统了，一个宇智波一个漩涡人柱力
再不斩和白指导了鸣人追了700+集的佐助
原来真的是两个小时，还以为看错了
这么长！！！！！
白是男的，鸣人后来有提过白哥哥
击剑
我特么看半天发现进度条才刚开始~~~~~~！！！！！！！！
我直接 点赞 关注  投币 收藏 转发 弹幕 六连击
不给你三连都对不起影迷的名号
漫画里是再不斩把boss的头砍掉了
鬼人再不斩
就离谱
五村械斗之我要当村长
欢迎回来！
曾经，这一幕，圈粉了火影
太狠了
记录人生第一次开挂成功
岸本就是一画漫画的，懂个锤子火影
燃起来了
比博人传燃
步库瓦日语里是男性自称，别争了
木叶飞舞之处，火亦生生不息
起来了
niub
niub
666
？？？
我坚信白是女人
白是基佬
他有挂 别打了
BGM爷青回必须三连
二刷了
进度条……
三代要领盒饭了
还没看，我直接两个圆圆的东西没了
木叶飞舞之处，火亦生生不息
泪目
就凭这进度条我认可你了
火影是真的好看
帅
白
桃地再不斩
伊鲁卡老师
旗木卡卡西
我爱罗VS二柱子
红豆
时长牛逼
124牛皮
made……感动到了
比博燃
暑假开始［doge］
木叶飞舞之处，火亦生生不息！！！
木叶飞舞之处，火亦生生不息！！！
这时常正常吗
牛逼
不可原谅
这时长。。。。。
哈 小学五年级 放学打开星空卫视 刚好看到 
妖狐查克拉侧漏
BGM泪目了
梦开始的地方
燃起来了！
白是女的！
卧槽，我是看电影吗？
就算岸本来了，白也是女的！岸本不过就是一个画漫画的，根本不懂火影
谁知道两个都是怪物
九尾：你的忍道我来买单？
可惜人头被卡卡西K了
大招宇智波抱摔
官方确实说白是男的，但官方可没说再不斩是男的
没有经典千年杀
！！！！发现进度条不对
这段都是十多年了，哎，老了
这进度条真可以
火影巅峰战！
战歌起
这时长 就特么离谱 当电影了
牛牛牛
波之国任务的战斗是十分精彩的，后面的只是场面大了表现力更强而已
DNA动了
nb
看了眼时长，我傻了
白雪飘落之时
两小时，这时长看个爽
看的我想回去再去刷一遍火影
慢剪？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
哭了
佐助祭天，法力无边
真比博燃
白之前和鸣人见过面采过花
旗木五五开
nb
我记得我当时哭的稀里哗啦
燃起来了
回忆杀
我怕了
我衣服都燃起来了
好耶
开始二刷
二刷开始
这是剪辑？
时长感人
真该让博人看看
这剪辑有点内容
我的第一个泪点
还好没有博人
如果可以的话 好想和你去同一个地方
早期挂
nb
再来一遍
我打不过这个挂逼
知世郎
比博燃系列
嫌视频长的别看，up猪辛辛苦苦剪的
再不斩？
青春就是你奶奶来敲门
火影没有疾风传就不会晚节不保，但是也不会有如今的声名
说鸣人下忍的，你TM看完720集了吗
真就比博燃。。。。。。。
当年的感觉回来了
又来看一遍
爱就是爱，跟男女无关
这时长，强的一批，投个币就当我看过了哈哈哈
白是男的，官方都有说明
童年阴影，白是男的
写轮眼呢
吓人
送你上第一
卡通，锅盖no
泪目
泪目了
说这bgm不行的看过火影吗在这叫？
你做到了鸣人
17岁真好
牛壁
6
到死都是下忍的给我看笑了 建议好好看鸣佐大战之后的集数
燃起来了
47分钟飞段
nb
两小时……搁这看电影呢
还没看就三连了
BGM-青回
投币比点赞多
有挂
币给你了我走
男砼竟在我身边
棒
当年很担心鸣人接的时候把针给推进去
先三连了
一拳干碎血继限界
