中国boy菜！
男朋友的秘密？？？？？？？
我也双子
哈哈哈哈
笑笑！！！
我的童年
陈子豪？？
哈哈哈哈哈哈哈哈
菠萝吹雪
龙虾拉里，虾霸
擎天柱
3gs确实是第三代
哈哈哈哈哈
龙虾拉里
上微机课偷偷看
刚好卡这，一直呕呕的这
呱呱蛙
呱呱泡蛙
噗哈哈哈哈哈哈哈哈哈哈哈泥奏凯
孤寡蛙
哈哈哈哈哈哈哈
我吹的不是雪
！！！！？？？再说一遍？
老E(滑稽)
闪客快打
我也是老师用过
草莓
《已将时间设为 1000》
鱼腥草？
手残联萌领域服！！爷青回
绿箭打钱
闪客快打
him
虾霸王
好帅
这张图是出现在我初中的历史书里的
哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
绿色健康小清新
菠萝吹雪
哈哈哈哈哈哈
屁股见光外星人！！
iPhone 3GS 确实是第三代iPhone
hom
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
iphone3gs就是第三代iphone，上一代叫iphone3g，不存在iphone3
潮笑
him
哈哈哈哈
钢达姆哈哈哈哈哈哈
菠萝吹雪！！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
折耳根
哈哈哈哈哈哈哈哈哈
梦幻联动
哈哈哈哈哈哈哈
哈哈哈哈哈哈
我用过
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
菠萝吹雪
鱼腥草啊
哈哈哈哈哈哈哈哈哈哈哈哈
oiliver queen？？？？？？？？？？
有钱啊
笑笑做视频好多年了吧，游戏区应该大多都知道他
问第几部
???
哈哈哈哈哈哈哈哈哈哈哈
拉里
我菠萝吹雪，吹的不是雪，是剑上的血
菠萝赛东
龙虾拉力！
正常的，高三就是复习啊
闪客快打
哈哈哈哈哈
重要
好有道理
豪哥！！！
哈哈哈哈哈哈哈哈
梦幻联动
鱼腥草
菠萝吹雪啊！！！！
这画质这感觉，这人物。青春啊！
康达姆机器人
condom
herobrine
boy！！！！！！
雷霆嘎巴
苏教版表示没见过这玩意
第几页
徐大虾：？
哈哈哈哈哈哈哈哈哈哈哈
笑笑长得和力元君一样的
闪客快打1
哈哈哈哈哈哈哈哈
闪客快打
石楠花在树上大哥萌
？
我吹的不是雪是血
拦精灵机器人？
战地？
2142？
石楠花？
人教版语文书必修四
杜甫！
威震天
猝不及防（doge）
woxic
不要往DNA里刻奇怪的东西啊
豪哥排面
野草莓
双子狂喜
笑笑排面
钢达姆机器人
高中必须里面的 风急天高猿啸哀
节儿根
蟹老板
蜡笔小新直长倒模
我真不知道草
闪客快打！
糖哥：wdnmd
虾b
刀锋 雷神
我以为是李白
小学课本里也有杜甫
康达姆机器人
前面那个 小潮不是被开除的啊哈哈哈
措不及防
波士顿大龙虾（狗头
cpu
来了
小新很喜欢的
弹幕呢
我以为是力元君
雷霆嘎吧
我还以为是莉莉哈哈哈哈哈哈哈哈
hhhhhhhhhhhhhhhhhh
力元君（肯定）
嗨我是10年的双子座
梦幻联动
高一？
高人竟在我身边
折耳根
呕呕呕呕呕呕欧
莉莉
哈哈哈哈哈哈哈哈哈
回来看屁股
折耳根我可太爱了
翻白眼的史蒂夫
康达姆机器人！
芝麻！
3gs
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这不是杜甫啊
仌
菠萝吹雪
海诺布朗恩
虾爸
徐大虾
巜人上人》doge
开玩笑，起家绝活来的
拉里
菠萝吹雪
白内障，看不清～猩猩摸摸小眼睛～
魁拔史蒂夫！
哈哈哈哈哈哈哈哈哈
草
祖传开头
鱼腥草
囍
《没有意思》
石楠花(doge)
双子座排面！
闪客快打1
刀锋
擎天柱
菠萝赛东
河豚！！！
?
菠萝吹雪！
哈哈哈哈啊哈哈啊哈哈哈哈哈
我菠萝吹雪吹的不是雪，是血
him！！！！
梦幻联动
him
草
Him 
嗨我是10年的双子座
哈哈哈哈哈哈哈哈哈哈哈哈
康达姆机器人
him
擎天柱！！！！！
哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈
巧了，我也没上过
康达姆
woc  童年
哈哈哈
菠萝春雪
哈哈哈哈哈哈哈
节目效果
梦幻联动
him是herobrine in minecraft的简称啊！
菠萝吹雪！
这也行？
Herobrine
菠萝吹雪这个名字是真的难猜哈哈哈哈哈哈哈哈哈哈
徐大虾
菠萝吹雪！
当前评论弹幕已关闭
关闭评论弹幕系列
看来中国boy这期拍摄要比跟十二礼早啊
康达姆机器人
小潮初中录过玩CF的视频
登高
him
笑笑永远的神
him
？？？？？
爱拍原创排面
迪亚波罗
，，，，，，
贵阳特产
徐大虾（doge）
潮流逼子我的世界元老级
哈哈哈哈哈哈哈哈哈
tiger
中国boy超级大口糊
、？？
HIM！永远滴神！
杜甫哈哈哈哈哈哈
我第一台苹果手机就是这个
没有意思哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我菠萝吹雪吹的不是雪是血
草
哈哈哈哈哈哈哈
错了，him是简写
博爱！！！！！！！！
博爱太帅了
第三季主角啊
hin排面！！！
ham
草哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
子美我爱你呜呜呜呜
3gs就是iPhone3，2叫3G
擎天柱
菠萝吹雪
折耳根
汝听人言否
哈哈哈哈哈哈哈哈哈草了
吾皇!
哈哈哈哈哈哈哈哈
其实是高一学的
哈哈哈哈哈哈哈哈哈
用来加血的，治疗药水(doge)
拉力
所以老婆＝boy（doge）
shouca
蹲坑的豆腐(doge)
这个拿药水照片boy就猜不出来了
菠萝吹雪
哈哈哈哈哈哈
him！
热乎
不是开除，是自愿退学
我们这的语文书都是小书
菠萝吹雪！!!
hhhhhhhhhhhh
日向史蒂夫
拉力
哈哈哈穿个锤子
哈哈哈笑吐
小新叫他光屁股怪兽
这不就是第三代吗 二代是3g
当时小潮家里出了些情况，小潮被迫退学
康达姆机器人
？？？
哈哈哈哈哈哈哈哈哈哈
梦幻联动
菠萝吹雪！
哈哈哈
俺也一样
折耳根
im living like larry！！
双子座
全名:herobrine in minecraft
仌
鬼子进村
闪客快打！
梦幻联动
豪哥nb
鱼腥草
小潮以前也是爱拍的当然熟悉豪哥
我菠萝吹雪吹的是血，不是雪
啊哈哈哈
小潮以前爱拍的当然知道豪哥
鱼腥草
小潮以前也爱拍的
手残联萌呜呜呜呜呜
哎——呀——
。我还改过这个画哈哈哈哈哈哈哈哈改成了机车杜子美
折耳根
哈哈哈
擎天柱
哈哈哈哈哈...做个人......
啥玩意哈哈哈哈
居然跟小潮撞衫了！？！？
Herobrine
小王：我独自开朗
哈哈哈哈哈哈哈哈哈
？？？？？？
哈哈哈哈哈哈哈哈哈
康达姆机器人！
鱼腥草
龙葵？
双子座的+1
研二的人傻了…早忘完了
闪客快打嘛
仌
菠萝吹雪呀
河豚
本局战神：不穿内裤          
HIM
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
帅哥你谁
菠萝吹雪啊
感觉要猝不及防
哈哈哈哈哈哈
跟kb一块玩的那几期mc录屏我能看一万次
哈哈哈哈哈哈哈哈哈哈哈
我老公啊啊啊啊啊
双子狂喜
你看过的一本书 《语文》
08双子
哈哈哈
哈哈哈
那叫him
哈哈哈哈哈
日向史蒂夫
刚大木是高达哈哈哈哈哈哈哈
？？？
豪哥：你知道左手狙神是啥吗，我不知道（doge）
杜甫
人教版06
使命召唤即视感
黑木
him
擎天柱那个要笑死我呀
木果子花
我是期期都看
闪客快打！！！！！！！！！！！
哪里是广告了，什么都说广告
小潮的小辫子好可爱
力元君？
三厨狂喜
水肺药水不起眼！！！
博爱可爱担当
确实旧版本就有了
哈哈哈哈哈哈哈哈哈哈哈哈
手残联盟领域服！
李白（doge）
？？10年这么小
日向史蒂夫
语文 然后不知道
刚达姆机器人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
bi
哈哈哈哈哈哈哈
笑飞了
鱼腥草！
动感超人呢
折耳根
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
覆盆子
菠 萝 吹 雪 ！！！
都说必修几了，肯定是高中鸭
只记得三个
哈哈哈哈哈哈哈哈哈哈哈哈
草（一种植物）
陈 子 豪
拉里
哈哈哈哈哈哈哈哈哈哈哈哈
我第一个手机就是这个
杜甫
哈哈哈哈哈哈哈哈哈哈哈哈
大连的吃过鱼腥草的孩子瞬间懵掉
选修四
男朋友的秘密
Steve！（doge）
鱼腥草
拍了亿期
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
康达姆
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈
呱呱泡蛙是口袋妖怪的
哈哈哈哈哈哈哈
哈哈哈哈哈哈
梦幻联动
得白内障的史蒂夫
礼礼上次猜过hhhh
建议把河豚换成拼图方块
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
折耳根
越南人
战地2142！！！
得了白内障的史蒂夫
莉莉
杜甫草
草
战地2142！！！
科普一下 杜甫样貌是无记载的，这幅照片是画的画家自己
我也用过诶
你真幽默
《奶奶的胎教》
！！！梦幻联动
康达姆
翻白眼的史蒂夫（错乱）
菠萝吹水吧
光环！！！
菠萝赛东！
白内障史蒂夫
好像王老菊，草
白内障的史蒂夫
菠萝吹雪！
笑笑瘦的时候好帅我的妈
男朋友的秘密?（doge
Him!
哈哈哈哈
我学的就是这版，可我没有印象了
菠萝吹雪
耶斯莫拉（doge）
菠萝吹雪！
herobrine
菠萝吹雪
呱呱太！！
最后一期
哈哈哈哈哈
菠萝吹雪
不熟~
然后你反手就给自己搞了个节目效果？
哈哈哈哈哈哈哈哈
哈哈哈哈靠哈哈哈哈哈哈哈哈哈哈
康达母机器人！
。。。初中的
白内障的史蒂夫(doge)
哈哈哈哈哈哈哈哈哈哈
him
后浪
辐射?
我见过
双子狂喜
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
HHHHHHHHHHH
巧了
HIM
妹听过
力元君
菠萝吹雪
康打姆机器人！！！
杜甫诗两首
第三部主角
也叫刚打姆
改过图标
菠萝吹雪
康达姆机器人！擎天柱！！！
盲猜石楠花
周冬雨？？！
覆盆子
擎天柱！
哈哈哈哈哈哈哈哈
蟹老板
哈哈哈哈哈哈哈哈哈哈哈
绿色健康小清新
菠萝吹雪！！！
菠萝吹雪！！！！
三叶鬼针草
菠萝吹雪
哈哈哈哈哈哈哈哈哈哈哈哈c
安迪洛
草
同双子
啥问题啊这是。。。
耍 猴儿
iPhone2g?hhhhhhhh
你们觉得好笑？
哈哈哈哈哈哈哈哈哈哈哈
nim
爱莲说
梦幻联动
腐肉
哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
仌
哈哈哈
《菠萝宝宝》
陈子豪：？
康达姆机器人
闪客快打！！！最爱的小游戏！
草
康达姆机器人！
态度不端正，下放吧
结合上下文
好像莉莉
草啊（doge）
him
哈哈哈哈哈哈哈哈哈
水葫芦
重要！！！
突然高产
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
创世神
菠萝吹雪！
满天星
梦幻联动
折耳根
菠萝吹雪
海皇（
哈哈哈哈哈哈hh
野花
.
草
哈哈哈哈哈哈哈哈哈哈
我也双子
哈哈哈哈哈哈哈哈哈
康达姆机器人！！
他还不重要？
him，我的世界
好像是茉莉花真的有点像
看出来太远了
herobrine！！！
哈哈哈哈哈哈哈哈哈哈哈
康达姆机器人
哈哈哈哈哈哈哈哈哈哈
你真幽默
哈哈哈哈哈哈哈
参     见     吾     王
不知道我一直叫八条来着
《登高》
参见吾王
哈哈哈哈哈哈哈哈哈哈哈哈哈噶哈哈哈哈哈哈
好突然
别什么东西都往DNA里面刻啊喂
哈哈哈哈哈哈哈哈哈哈
笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑
笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑笑
不是威整天吗
王不留行？
多少页
哈哈哈哈哈哈哈哈哈哈哈哈
好像我拍过的
哈哈哈哈哈哈哈哈哈哈哈哈
@无穷小亮的科普日常
“手残联盟都有谁？”
龙虾霸霸
徐大虾哈哈哈哈哈
鱼腥草
徐大虾
哈哈哈哈哈哈哈哈哈哈
折耳根 超级好吃 别的名字叫鱼腥草
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
boy老粉爆哭，我记得当时还看过boy我的世界的视频
herobrine
草
菠萝赛东
你也是被mouz下放的？
哈哈哈哈哈
汤达人
哈哈哈哈哈哈哈哈哈哈
蜻蜓队长！
？？
 哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
拉里
哈哈哈哈哈哈哈哈
拜！！！！
hhhhhhhhhhhhhhhhhhh
闪客快打2
哈哈哈哈哈哈哈哈哈哈哈哈
呵呵呵呵呵呵呵呵哈哈哈哈哈哈哈哈哈哈或哈哈哈哈哈哈哈哈哈哈hhhhhh哈哈哈哈哈哈哈哈哈哈或哈哈哈哈哈或或或或或或或或或或或或或
太～多～了
太～多～了
哈哈哈哈哈哈
重要！！，
呱呱蛙
哈哈哈哈哈哈哈
我还以为是莉莉笑死我
野草莓花
野草莓花
再骂
杜甫哈哈哈哈哈哈
蜀 道 难 后 遗 症
越共？
小清新
him
woxic？
威震天机器人
哈哈哈哈哈哈哈
河豚
@陈子豪
哈哈哈哈哈哈哈
你的虾王，无限猖狂！！
河豚
Larry
狙神佩恩？
光屁屁怪兽！
菠萝吹雪
蜡笔小新
我记得是苏教版啊？
雷霆嘎巴
啊你拼错了
中国猩猩超级大boy
草莓
菠萝吹雪
梦幻联动
him！
情侣小游戏
哈哈哈哈哈哈哈哈哈草了
陈子豪:有事？
草和花！（确信）
手残联萌！
梦幻联动
高二？？？
登高 
him
拉力
菠萝吹雪
看过看过
HIM
哈哈哈哈哈哈哈哈哈哈哈哈
3s
钢达姆机器人
爆更！
康达姆机器
肉蛋葱鸡
康达姆机器人
仌
哈哈哈哈哈哈哈
钢达姆机器人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
今天发的必修三。。
十二礼给你的灵感么
吾王！
him！
钢达姆机器人
哈哈哈哈哈哈哈哈哈哈哈哈
康达姆机器人
力元君啊
梦幻联动!!
钢达姆机器人
康达姆机器人
HIM
河豚
康萨姆机器人
正在学着一课
ji
我的个妈
菠萝吹雪！
徐大虾
登高里面的，必修几我也忘了哈哈
豪哥呀
选修
双子双子
草莓
四川人告诉你，这叫折耳根
吾王hom
还有橙留香哈哈哈
早期人类驯化世界珍贵视频
哈哈哈哈哈哈哈哈哈
我也玩过，我也双子巧了
Him
夏佐：？？？
鱼腥草
3GS就是iPhone3
ㅁ슴ㅁ슴ㅁ슴ㅁ슴ㅁ슴ㅁ슴
哈哈哈哈哈哈哈哈哈
\\鱼腥草鱼腥草//
啊哈哈哈哈哈
还有一张西装
呱呱
哇哇哇哇哇
折耳根的根真的香
还直播过呢
我吹的是血，不是雪。
哈哈哈哈哈哈哈哈
菠萝吹雪
你放屁
阴间特效重现人间
梦幻联动
？？？
力 元 君 
him！
菠萝吹雪
哈哈哈哈哈‘’
擎天柱啊
你再说一遍！！！
加一
boy你有本事就在录一期我的世界！不要让我跪下来求你
him！！！！
菠萝吹雪
语文书
本人高二确实是高二的
很有精神！
双子座排面
手残联盟排面
哈哈哈哈哈哈哈哈哈
折耳根
小潮很久以前玩过
幽默：你是不是觉得你很徐大虾
？
菠萝吹雪！
哈哈哈哈哈哈哈哈哈哈哈哈
