啦啦
黑屏BUG沉浸感真的强（手动去掉狗头）
让我想起了那个玩了好几个十个小时的工作人员，他说怎么玩下去的
是个品牌。。
剑盾也没有这么多BUG啊
1977
不说设置不说分辨率只说50多帧 你可以去搜一搜优化教程 2070 2K都不只50帧
育碧直呼内行
宣传说的5成内容游戏里压根没有
太暴力了
什么交？
这里其实我这边显示的是非常暗
哈哈哈哈
真实
好家伙，这么迎合
富婆养我
富婆
半成品
太暴力了
期待过高也是他们宣传导致的～
就是盲人我了
好严肃呀
hhhh
先点个三连
跟朱迪游泳的时候穿泳服也会变成光头
所以我决定明年再玩
这个时长爱了
花了298我还要硬着头皮玩bug? 这还有洗cdpr的也是牛逼
3080全开画质稳定45帧的路过
一般用复现这个词
半成品
内容好和它是残次品不冲突
那是波兰小聪明不优化，强上本世代主机诈骗的问题
育碧：比我还能玩
草
你不糊就行了
冲这观点三连了
把钱都砸在宣传营销上了
确实不是同一个游戏，我玩的pc感觉还行，朋友的PS4就骂疯了
拔出芯片直接消失
主机版测试外包
是
老婆今天很好看
遇到
主要还等这么久
我以为主角暂时性失明，就这么玩了快半个小时
作为一款合格的软件产品的资格都没有！还上架！
爱了 爱了
而且cdpr也不是当年的cdpr了
警惕，画重点
真.富婆
富婆
期待过高是其中一点但是CDPR这会是真的有点过分
对对对
真漂亮
你需要高性能PC
不合格
炫富
这视频不上热门不合适
给爷把观看量冲上去！
股东套现
有的时候我会认为cdpr和英伟达合作壁着玩家升级显卡  同时让玩家冲动消费
戴帽子照镜子变秃头
以上bug我全遇到了
我也买了三份
商品学学得不错呀
严肃的小宁子也好美啊
那是因为巫师3玩家基数比较小
任天堂资深玩家对画面糊的容忍度都很高，育碧和B社玩家对bug的容忍度都很高
确实不同电脑BUG不同
测试品
玩家经不住更多跳票，基本只能靠后续补丁解决了
确实
看了三次嘴型，原来是dio
这英语口音 哈哈有点好玩
真实
要不然还要跳票
说明开发赶工了
钞能力
预期目标达到了跌股价是正常的
什么交
蠢驴之前还说，你发现不了bug
到目前为止我纯粹是在炫富
我没出现
做不到对不起做不到
通过了就离谱
已经退款了，啥时候质量过关啥时候买（说不定修复了还能便宜不少）
黑暗之魂？
驴老师，发生甚么事了？
很惭愧
我喜欢这个眼影
五年啦同志们，没点进步的吗？
一两个小时闪退那个不应该叫bug，应该叫防沉迷（手动滑稽）
黑的地方还得调伽马值，有地方还要调低，就不能给个手电啥的
with good accent
老婆少花点钱
为什么不在PC玩呢
这里我还以为就是黑的
我觉得还行啊，没问题啊
bug多，黑梦尽人皆知，但我还是觉得好玩……
我也没生气，跳就跳，不过跳完这个样子我还是觉得他不如继续跳
老凡尔赛了
我就说，我也是这么认为的残次品
2077主要是出圈了 出圈会导致什么不用多说
不行
巫师3不影响游玩还行 就那个画面PS4都卡爆了
黑梦bug
？？？？
豪
行行行你来做
游戏很好
所以完了几个小时就决定玩英灵殿等他以后优化更新了
玩不了的是电脑不行
我也以为在地下就这样呢
你有ps5还在xbox上买？
主线短的惊人
你这是骗人
PC玩的不错
剧情确实好玩
低俗营销
黑梦直呼内行
当初ps4的巫师3画面就不好
老婆，我来了
英灵殿修复女武神开门bug了，可恶！！
刺客信条直呼内行
主机版受害者之一的我 买来只能吃灰
小宁子好亏
为啥我在pc上玩这么久都没碰到bug呢？
有内鬼，取消交易
所以还是用pc玩吧
还少内容啊
我一直在等gta6
开局是故意糊的，剧情会给你换义眼，剩下就看配置了
我真的以为 哪个场景是黑色的····
巫师3刚发布也是BUG多
无人深空
花式炫富
switch 玩家 暴风哭泣
黑梦集体BUG
对对对，我一开始还以为好真实
剧情太短了，结局了居然让我回去重新玩支线？
3090
退款了
可是我玩GB ds，或PS2时候从来就不会有啥补丁，买来就是合格品
专业发音
bug是真的多，拿不起东西是最常见的
？~~我还没遇到过bug
本雅明
对不起不行
果然
我们不卖游戏卖bug
啦啦啦
....我遇到过，我以为剧情需要，原来是bug啊
主机是很糊的 pc好像还好
巫师3没有跟风的啊
反正我退了
我就是摸黑打过的
没错，我愿意等十年gta6，也不愿粗制滥造一个
除了筷子那个我都经历了哈哈哈哈哈
说的好！
真的不好玩啊
要怎么样才能娶了这个女人，在线等，替急的
我觉的还行啊
纠正一下，测试不是保证质量，而是在规定的时间内找出软件缺陷
请一定看到最后，这个视频真的非常用心
神作
说得好
不出圈差评更多，现在舔的都是出圈的
眼睛的淡妆真不错
终于还是买了3080
]
老光头了
摸黑是我了
富婆
未完成品
他们没有质量保障部门
为什么我的视线被小宁子的眨眼睛吸引了
黑梦——史诗级的bug
黑梦任务黑屏bug
这么直接吗
今年疫情国外只能线上办公，效率低的很
现在STEAM在本日线人数40多W  最高在线60W
woc，错过了。。。
优化是真的不行
我玩的时候没有这个bug
但帧数不变啊，感觉像加了个黑暗滤镜
富婆我可以
这是什么游戏
就在我们  我干这个的  苦逼
富婆
还好啊，我玩的没闪退，画面没啥问题，除了bug有点多
我没碰到
疼并羡慕着
?????????
请一定要上热门
受害人角度
半成品
我的ps3已经到货了。
内容可以
bug多 优化差
？我还以为就是这样的，跟着小地图走
有有有！
品质不比别的游戏突出，配置甩锅娇贵的一比
连2077标题都没看到。
什么交？
20万的电脑都炸了
老婆好专业
标准化数字商品？
50包邮
什么妹？
评分真的很重要吗？以别人的视角来评判，针不戳
这个游戏穿模已经不算是BUG了，，，太多了
富婆求包养
如果没有别的bug 只有这个的话 真的可以算是良性bug了 当时我都惊了
太有钱了
这段bug还有人洗表现好，我在朋友面前这段颜面尽失
‘》
到后面我还纳闷怎么要盲人开枪射击
聪明的网友已经发现，小宁子是在炫富呢
好直接
深谙凡尔赛精髓
确实看着小宁子的脸不能分神听内容了
不行，得上3090
已退款
老凡尔赛了
炫富啊
好美
每次都是光头
富婆
这是期待值高的问题？虚假宣传，极力掩盖，只为捞预购还怪期待值过高？
草
照镜子秃头到现在还没修……
。。。。。。
戴帽子就不能照镜子，不然会变秃子
真香啊？
真要冲这些还不如下个片或者玩个黄油来的实际，我本以为能超越GTA5，然而就这？
沉浸感
糊
没错！我当时心想，这游戏真你牛逼，这代入感！
还行啊
剧情阉割不提吗
小宁子怎么这么帅~
其实还好
为什么不玩PC？
是心动的感觉
无人深空点了个赞
老婆钱不是这么花的，哎
玩得了，但是bug确实多
这个部门由玩家做
因为这是2020年，游戏不该是这样的
PC版不糊但是配置要求极高
可以买个专门玩游戏外星人
我以为剧情就是黑的
育碧直呼内行
别拿巫师3洗
1066都能玩 感觉没什么
好家伙 上来就是给我劝退警告
自信点半成品
我帕南一个支线举手之劳，卡住了。。就很烦
育碧：你说这个谁懂噢
小宁子眼睛一直眨啊眨啊眨~
对主机玩家恶意慢慢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
满满
@星际公民 @逃离塔科夫
哪里能截宁子
玩家玩到优质游戏的数量变多了，从而对游戏的要求也越来越高了
终于看到一个说到点子上了
芯片的bug我也遇到了
我没碰到……
毕竟设备不同啊
就是残次品
"看来我运气好,没遇到这个黑屏bug."
育碧直呼外行
真的就只有pc好一点
转转转
+1
全中
请再跳票一年谢谢
bug比游戏的代入感还更强
今年最佳
PC版体验不错啊 主机不行是主机的事情
py交易
当事人：现在就是后悔，非常后悔.jpg
引起了你作为up主的警觉
阿育：我两者bug兼备
22分钟
又一个被折磨疯的
可以退啊
感覺這些光看著就已經非常糟心了
保护保护保护保护保护保护保护保护
微软：什么是QA？
枪毙
股价下跌和游戏质量没关系
预售？我只买皇牌空战
天蝎座更新之后都能正常游玩
富婆求包养
三个字：没做完
富婆
声音也太好听了，真清澈
小哑巴
不管发售符不符合预期，股票都会下跌的，因为已经发售了。不能看股价辨游戏
我就是帽子变秃头了，草，我还以为是变强尼后头发秃了
任何游戏发售股价都会跌好吗
真的还以为是刻意做成这样的，淦
gta也是
确实
啊这 完成品？现在是个游戏都出的时候都做不到
6666666++
虚空显卡
别碰瓷刺客信条了
好家伙买了三份才开始警惕吗
普通玩家会交三分钱？会做节目？
问一下哈   巫师三当年发售的时候玩家有2077多吗？有2077的期待值吗
无人深空哪里是补丁，简直是重做了
我不想努力了
赛博朋克1077
惭愧
对本人来说有bug就已经很low很不合格，况且还这么多？呵呵
比如说把芯片变成枪插头上
bug真的多，但是游戏也真的好玩
扶她警告！
233333
像极了前几年的电影市场
老婆
全遇到了
我是忍不了的
玩不了+1
好了 不说了 我去买巫师3
这不就是前几年小鲜肉电影那套吗
作为商品显然是不合格的
2077又又又又崩溃了
其实我遇到的bug根本不影响游戏，但是我显卡太差了
我就碰到过你说的这个，不过读档可以解决
ps4 pro表示玩没问题，不糊
bug2077
还不是催促导致的
？？？？？？？？
游戏是不错，但tm优化太差了
我给九分 我很喜欢 也能理解别人为什么不喜欢
我是感觉和宣传片不一样
现在的赛博朋克是玩家付费帮忙测试，蠢驴6啊
我遇到了，也以为是刻意为之，后来我读档重来，场景就渲染正常了，才反应过来是BUG
我寻思念的也没毛病啊你应该去查查，有病
两千块的廉价游戏机玩不舒服不是很正常(
杰克脑袋插枪好多人都遇到了
说实话，我一直为了没遇到这个史诗级的黑屏BUG而感到惋惜，其他都遇到过
缩水
为啥一直切换镜头？
惭愧
和gta不好比
确实，很多bug太明显了
优化细碎，明显赶工
你是掉地里 我是掉水窪里起不來
配置
富婆饿饿饭饭
重启后就好了
这个游戏显卡不好就完全是另一个游戏
花式炫富
哈哈哈哈哈我也有光头
2077是我玩过ps4的游戏报错最多的游戏
老凡尔赛了
三观正，三连了
我也是交了三份钱
给它三年时间，我们玩家愿意等！
害 我建的就是秃头
有钱
富婆
原来黑梦是bug...我还真以为是义眼瞎了……
育碧表示，我们没有这个部门
哈哈哈哈哈哈哈哈哈
配置不同而已
黄暴这种过犹不及
保护
这个我遇到了
育碧：咱们商量下，别老用我的图行不
2077对10系负优化
玩家期待高加上游戏质量没及格
好玩
PC版1.03其实也糊，糊的不能看，1.04更新加了滤镜
哈哈哈
我当时是真的以为，那段就是黑的，要考莫过去通关
屠龙少年变恶龙
美美美
我tm以为本来就是这样的...
不能退钱吗
}|}
玩了其中一个结局，总感觉少了点什么
卧槽我真的以为是艺术手法
育碧松了一口气
3090
已经发现看似抨击游戏，实则销售产品
为啥不上pc
过多期待效应
等吧
宣发太强了
对对对
阿三写的程序公认bug多
富婆
糊更糊
666
这个bug完全以为是正常演出
赛博朋克不该骂？
来早了
要把色差这一选项关闭哦
什么交？
凡学家
老婆
视角切换的节奏怪怪的
这个bug我玩第二个号开的垂直同步玩的就没遇到
我以为就是这样的
前面的小学生
不好意思，我在GTA5等GTA6
又不是不能玩，李姐万岁~~~
游戏厂商被惯坏了
可能switch玩多了 我标准也没这么高了 还行吧
弹幕一堆拿育碧说的老转移目标了
说巫师三刚发售一堆bug的真是没玩过，刚发售的时候bug多但都是小bug
但这两点在现实中可以不必须
求这里的BGM
幸亏没买
搏眼，球项目
育碧
主机人上人这次不bb了
对呀对呀！
微软这次又被坑了
玩游戏还不让人沉浸了 那你在这看手机干嘛 赶紧去996啊 去体验你的人生
都中了
期待过高？那还不是他自己营销的。
3090也不行啊
保护
没错很烦呀我全遇到了
呜呜呜呜我就是
当时蠢驴的影响力和受众也没这么离谱，期望值被拉太高了
我之前也是变光头了
残次品
显卡驱动很重要
额。只是利好出尽的话股价能跌50%？
没错，棒球帽好像是
我也以为是什么艺术加工
正常玩家谁会交三份钱
战地5出来挨打
还行吧凑乎
搞不懂一个很多射击元素的游戏为啥要在主机上玩……
黑梦，把游戏设置为英文就正常了，很TM神奇。、。。。
退款也是假的 一点诚意没有 就为了转移注意力
富婆看看我
比滚5的bug还多
能抢到也是6
2077比育碧的可离谱多了
3090全开最高还是不错的
防 沉 迷 系 统
遇到了
我就是
支持
就是来看妹子的....好看就行了
黑梦模式
眼疖子？
花式炫富
我还以为是场景效果
无人深空体验就很不错啦
富婆，带带我
出现这种情况，简单来说就是时间不够，赶。。。。
全中
内容好？就一个玩法缝合的游戏内容好？
90好不好
我还以为是进入了赛博空间
我觉得这个视角不如不闪 侧面不看机.
玩过巫师3？一开始不也是这样补丁出来等着它成神作打你脸
他们对完成和合格的标准定义不一样吧
巫师3我也是打折到50块钱左右才玩的，不然2077我是不可能买的
求BGM
育碧bug给2077提鞋都不配，英灵殿看门狗玩家如是说
富婆。。。。。。。。。。。。。。。。
沉浸感比巫师3要强，就是对低配不友好
你币没了！
16G1070只能低配
主机21号前都可以退款
bug的话还得等
要不然就会喷逃票，必须先发布，后面再优化，玩家能玩上就OK，反正是单机有戏。
ass
草
本身bug多，外加软件环境各不相同，所以问题会更多
PC版没事哈哈哈哈哈
挺好玩的~我序章还没过~哈哈哈
没有呀 我玩的没问题
这个我遇到过撞进墙了。。
巧了我也是
手游全都不是完成品
确实
再别搬GTA了行不，两个都不是一个类型游戏
二级市场不讲道理，不能合在一起
说明你还不了解股票，股票主要看的就是讲故事。故事讲完了，股票自然跌了
目前来看，没有过闪退，感觉这玩意儿看脸
3080还是可以的
这是什么情况？？我玩了五十小时 沉浸感很高 树的bug比较恶心其他都没问题
个人觉得就很好玩，最近今天每天玩到凌晨2点多。
暴力
pc游戏你非上主机  也没什么办法吧  
都被红字懂完了
跳票那么多次肯定有问题
说句老实话，ps4还行，糊确实是糊，闪退还没遇到。能玩能接受
突然这么严肃
半年后再打开
半成品
当时互联网也没现在这么发达
富婆
说实话，我怀疑这是故意的
又不是《幻》
这其实就是流量明星的变现，只不过主角变成了游戏
那育碧是没有这个部门？
只要不是《幻》，我可以等
为了赚钱脸都不要了
已经发现你是小富婆~
1070ti没压力
没什么好争议的，不好玩一小时就马上退款，谁会觉得不好还在那玩了几天几夜
完成品这一点我反对，现在基本没有一个游戏能做到这一点
这里是我强尼被荒坂抓住后，才黑屏的……
任务太拖沓了
老婆，说的真好
期待过高嘛，这游戏明显都没完成就上架卖，也就cdpr粉丝能接受吧
是的，半成品
老婆真美
80小时，还行吧
我觉得有些偏激，看后续吧
哈哈，还真是，抹黑玩了半小时
哈哈哈哈哈
老老婆带带我
生交
营销手段，故意给你们慢慢打补丁
ASS！
Pc上也有bug
原X
问题时有点多，但是我选择留下
那不还是完成
我的ps4版只闪退了一次
哈哈哈 芯片变成枪那会儿太出戏了
游戏本身动机就不纯，不为了做好，只想着捞钱
我觉得挺好玩的
共识无法达成
我除了黑梦，其他没有遇到bug呀
CDPR高管承认QA受疫情影响了，转成线上，早干嘛不说
滑铲下楼
2060S还是可以的
前几天说可以退款，可是真要退就不给你回复了
现在玩的可以说是EA版本
可好多人都不愿意等，一直在骂
好家伙，小宁子太美了，都没听到她在说什么
变秃头是彩蛋
ass
还得跳票
那种部分一点意思都没有，都不能自己点的
对
催促？发售时间是厂商自己定的而不是玩家哦？
第一次投币失败，显示已经超过上限。
音画不同步啊
主機不行跟我Pc啥事，射擊遊戲硬要在主機上玩
为什么一直切没看着镜头的机位啊？
对，我居然瞎着玩完了
异度装甲
配置高玩的很爽，配置低玩的蛋疼。
期待过高？没有恶性bug和对市场存量最多的显卡进行优化也是过高期待？
《半成品》
休息看公告！更新显卡驱动再玩！！！
还好吧。不影响我游玩
完成度不够
黑屏了解一下
富婆 饿饿 饭饭
搁着炫富！
富婆我可以哦
万一重启才是bug那
学习版真香
你可以退款啊
哈哈哈哈哈快把枪插脑袋里
股价跌那不是废话吗，因为上涨了持有股票的人都抛售了
完成度50%不到
感觉200多很值了  比你在腾讯游戏里充值好很多
PC非常合格
啊这
老婆
富婆求包养
2077还是吹太狠了巫师3就没这么多事
看到xbox就知道结局了...
原来如此
上当了
微软飞行模拟2020似乎也是这个样子，做一个完整起落都是一堆bug
富婆
警惕新型网络诈骗
把优化做好
"我玩了两小时,右下角Steam好友反复""正在游玩CyberPunk2077"""
对对对
我当时也以为是故意的.....
草
富婆！
开放世界必然带来很多很多bug，育碧已经在力所能及的范围内做到最好了
把我的电脑烧了
不一定赖qa，bug查出来修不完，或者定位不到原因怎么办
叫了一份而且1050ti再战5年
游戏刚到玩了不到半天咸鱼出了 真的不爱
我勒个去，真有钱
老凡尔赛人了
不至于，基本玩主线的时候都忘记bug了
币比赞多
rnm 退钱！
好有气质啊小姐姐
上热门
上热门
惭愧
不能沉了
3080表示没出现过
凡尔赛？
烟也会变成枪
焦双喜
果然人类还是无法相互理解啊！
真·黑梦
人家小宁子引用一下知名校友的名言怎么了
哪怕某些人嫉妒你收硬币嫉妒的牙痒，我也不会给那些要饭的。再也不会了。
无脑吹太多了，还有茫茫多的跟风者
量变引起质变
论做人基本的尊严
不是BUG、
这特么是凡尔赛小宁子
优化确实不在卡的有的任务卡在地底下
富婆求包养
玩过隔壁昆特牌的话就知道，CDPR根本就没有QA部门，每个版本都有严重到游戏不能玩的BUG
不是BUG多，是逻辑就不合理。
好玩的不得聊
老凡尔赛了
富婆
其实游戏真的不错
富婆
扑街了
重启德拉曼核心的任务，过程中好几个门打不开，靠读档，最终到了核心门前，读档都打不开我吐了
退钱
营销用力过猛，优化也确实拉胯。
光遇
保护我方刘毅宁
都2077了空中轨道交通都没有
超越GTA5？第一人称的受众就注定他不可能超越GTA5
我的魔兽~~
Pc也是
育碧直呼内行
我也光头，电话背景有小德
我说一句实话我就遇到了一个bug
英语念得标准
正当防卫2077
必须赞啊
1066还能再战
穩定兩小時閃退
育碧说我们一直都是这么干的……
希望R星的GTA6 不会这样
PC才是王道
Ps版本已经130G了
你需要3090
这游戏的抗锯齿不开锐化就是糊
+1
因为被鸽习惯了哈哈哈哈
谁闲着没事去惯一个游戏厂商——怎么起来的，就离谱。
好玩
草，我以为就我一个是光头
赛博bug2077
PC非常合格的那个过来给我演示下你的游戏是怎么没有bug？
这个我也遇到了
说不在PC的，主机比配电脑便宜
???????
可能是买不到PS5
有nm
不是一个显卡，我的2060s和朋友的1060完全两个游戏
土味儿朋克1977
预购 赶上了最后一波跳票 不亏
我甚至希望它跳到明年底，带来一个更成熟的游戏
我很喜欢up说话有理有据。但作为几十年的老玩家。画面对我们只是蛮小的一个方面
自己玩过才知道
是，卧槽，我一直黑
还是不行，可能缺个3090hhh
你自己等去 不要把全体玩家带上
幸亏没买
卡bug多好玩（）
3070已经安排了。。。
洗脑营销的经典案例
等bug修复完就得再跳票，你们愿意等？
精神病啊，自己定了那么多次发售日，怪到玩家催促可还行
感觉cdpr就是bug修不过来了，又一再跳票，只好先发售了，后面再持续修bug
霍，完蛋
波兰蠢驴：居然还有这种部门？
我也是
卧槽 我以为就是黑的
难道这些不是巫师3传下来的吗 没有这些我都不信这是波兰蠢驴做的
我以为是意识流
对对对我重启才过的
对
...../.
年底抢着上名单
遇到了
这都偏激，你是真的能洗
他已经拖了很久 再不发岂不是翻车那么多预售。是个人都想挣钱
.............................
这个我也有
其实玩昆特牌的都知道cdpr的真面目
啊？这段不就是这样嘛？
圣哥：我不是 我没有
ass we can
我以为这段是演出效果，还在说什么破酒吧灯都不开哈哈哈（
我以为是我显卡不行
QC
bug朋克2077
哈哈哈最好的bug
行了吧，一边说bug多一边在那疯狂玩
树一直穿模
"意思是我先去玩巫师,然后再回来玩2077"
RNM 退钱
cdpr：你可以找索尼微软退款（奸笑）
沉 浸 感 非 常 强
最后一期
说出了我的心声   UP牛壁
因为用的配置不同啊
主机和PC确实不一个游戏
？我好像没碰到
这个bug真好听
原来是上市了啊，那没事了
凡学家，溜了溜了。
+1
谁叫你花那么多钱？
无人深空
都这样只能继续跳票，但是很多狗玩家不会让蠢驴继续跳票
？？？
他们也不敢再跳票了
因为期待太高
有人吗
没玩的去看《极乐空间》感受一下
富婆娶了我吧
BU~~G
闪退是真的炸人心态！
复活黑屏bug
其实这就赛博朋克doge
好直接啊
富婆
壕无人性
听到这个犹如晴天霹雳，取关永别
"口齒清晰,聽的人舒服"
摸黑玩的，我以为是设定里我眼睛坏了
炫富
哈哈哈哈哈哈哈哈哈不愧是宁
是的，是的
+1
很惭愧
英語舒服
这个bug的发音 爱了爱了
富婆
啊 我以为就是自己瞎了
不是期不期待的问题，如果你是PS5玩家你就不会给他们找借口，频繁闪退真是想砸机器
游戏被砍掉的内容太多了，很多细节上也不行
哈哈哈
原神公测时就是半成品
半成品
果然，是育碧做的
都遇到了哈哈哈
STEAM有90%的游戏都是测试版本。更有50%的游戏是半成品，30%的游戏，只有个建模和设想。
我特么全遇到了，惊了
黑屏红光还以为老子显示屏坏了
rnm，退钱~
不好玩就退好了
我玩这么久就没闪退过 最多是bug和优化问题
ps4啥时候的配置了
早说了这游戏是缺陷品你们还会买吗？笑
跌了股票就对了
无bug不朋克
我按下ESC就加载出来了
保护
经典理论来了
如果你被绑架了就眨眨眼
霍 格 沃 兹 2 0 7 7
无人深空
原来是bug啊卧槽 我还以为是本来就这样设计的
不上3090
股价下跌跟这有啥关系？？？？
因为显卡不相通所以觉得所以玩的不相通
封神个p，游戏可玩性本来就相当一般，跟神作比？
我
BUG是游戏的一部分［狗头］
除了BUG 不失为一个好游戏 剧情跟配音
跌这么多是股东套现了吧 好手段啊 
升级自己的配置就行了
两点反驳：疫情影响进度，管理宣发不代表一线程序员及主创
拿着说话不是为黑而黑？吐了，游戏任务设计还是依旧流弊。我pc60个小时了还没通关
PC的表现说实话还算能接受，一路玩下来也就只遇到了黑梦一个恶性bug（甚至没发现是bug）
1070ti都行啊
日常光头
完整品？b社的辐射不都是缺斤少两的吗
好家伙，这起码还有枪。杰克直接给了我空气。
2077发售前我把英灵殿也通关了，说句公道话，ubi的bug没那么多而且没那么影响游戏体验
还是我聪明先让你们试试水
没有3090也配评价2077？！？！/狗头狗头
四个字 未来可期
这是BUG？
air2pro
保护
2070表示挺好玩
不好玩谁买
我也以为是
早就商业化的没灵魂的公司
P社给你点了赞
一样的bug
杰克脑袋里伸出一支枪管，感动荡然无存
我也是
比起bug，我最不满的是剧情
没bug就还得跳票
聪明的网友已经发现这是个炫富的视频
育碧点赞
魔兽世界排面
草
我以为义眼损坏了，想着还挺真实，直到枪战开始…
那请问做的对需要鼓励还光荣得很业界榜样是吗？？？
好美啊
有bug很正常，我主要是觉得优化真的不行，经常掉帧
懂了，这就买巫师三，过五年再赛博朋克2077
我以为黑梦那里就是黑的。。。。。
但是咱们花的钱可是完成品对吧兄弟们
BUGPUNK
抛开光影，我觉得整体环境的画质还不如巫师3
点名无人深空
股价下跌是正常的
育碧：我又来了
哦，这个是次世代补丁还没发出来呢
半成品
啥？游戏的主流就是主机，pc的你知道销量和基数差多少
我有，强尼银手这个bug我遇到了，我还以为是官方预先就要求这种效果呢
有时候 有bug的游戏比没有bug的游戏更好玩
拍视频  你不用这么正经吧？
bug这里不加s表示多的不可数
你不知道bug多难修复，站着说话不腰疼
利好兑现就是利空了，没想象空间了
我以为这是游戏特效
蠢驴去学学腾讯吧，别发售了，搞内购得了
我只遇到BUG而已 其他还行
内容砍太多了
老婆
自己玩过才知道呀
现在pc 87 好像
"绝对是质量有问题的,内部不可能不知道."
巫师3刚出来也是bug满天飞，优化吊差
配置上不去就别玩了，配置低就是1977
按这完成度最起码做到22年
波兰奸户，真有你的！
富婆，饿饿
2万多就可以了 在买个5000左右的屏幕
哦哦，有道理。细思恐极
富婆！
我开始以为是BUG 我退退进进10多次 我以为是显卡问题，没渲染好，入了3080，结果告诉我是这个玩意儿？？？
对！！！！！！！
霸哥霸哥霸哥霸哥霸哥
泰坦陨落1！！！！！！
黑梦模式我以为就是这样的，淦！
我就做过游戏测试，哎
有钱人
我960低特效，感觉还行。剧情很棒
聪明户
我也是
富婆
消费主义
1.04后就没闪退过
gta永远的神
评价人数人群都不一样
低俗营销
不是优化吧，是画的饼都没实现
这个重新进就行了
玩switch吧
配置不同的了
都特么在玩，谁有空去论坛。。。。
凡尔赛教学现场
ps4玩家表示20+小时只闪退一次
我说，我没买
有一说一原神bug没2077多。
远处场景地面单位透视  这个没有提到  烟雾变成方片贴图  这都很明显的场景错误
恭喜，喜提热门
PS性能差点，只会更糊
保护
30904k60多帧路过
除了bug用9系10系的显卡跑游戏这是玩家自己的问题
但是是发售之后。好玩?它好个锤子
这游戏18就有宣传视频2年还那么多bug你说有多难才能两年修不了
做出来完成品帮盗版商挣钱么
？
佛说 我说
想起了骑砍2
主要是出圈了
富婆
我就没遇到
得了，直接不达标
富婆行为
我也在pc遇到遁地术了
但是你不能把bug当传统啊
半成品
pc也是半成品啊
2077皇帝的新衣，有信徒吹
你需要3090
残次品
真美
刚发的时候讨厌吹的，现在讨厌黑的，二极管不可取
黑梦BUG我第一时间居然觉得不是BUG
我主线到虎口拔牙玩不了了，吐了
沉浸感确实强啊
没看的可以不看了，国内游戏厂商派来抹黑的
3070路过，4k全高55还是可以接受
赶工
销量多但不如WOW好玩
巫师3刚出来的时候不也是bug多如麻？
那你别玩了，关了
奥里给
有一说一，跳票的时候你们都没有准备么
画面无敌的游戏！！！！！！！！！！！！！！！
？？？？？
我还真以为就是看不到
pc高配置是合格的
赛博朋克2077yyds
可别，没正常人花这么多钱
我觉得很好玩，不过画面稍微有点失望，还有优化确实比较差
我也遇到了
UP睁眼说瞎话
哈哈哈哈哈哈.一路黑过关的.我还纳闷呢.....................
主机版pv欺诈
你做这个视频也是挺会找角度的，腹黑满分啊~
不要挑拨矛盾，你配是个玩家吗？
老婆你怎么这样？！
难不成我玩游戏还要考虑别人机器玩的感受？
这英语很6
玩的人多了 毛病也就多了
