肖恩翻译得好好！
填词也超棒！翻译的真好！
噢我的鸡皮疙瘩掉一地
太好听了吧
鸡皮疙瘩加一
B站跨年希望有你
好好听啊
sou good！very good！
再来一遍
一般
太好听了！
妈妈问我为什么跪着听歌
放开了
woc！！！鸡皮疙瘩
绝了
downdowndown很灵性啊
！！
这鸡皮疙瘩起的，一阵一阵的
鸡皮疙瘩➕2
才发现没带耳机
好棒
nice！
宝贝我来啦
乌拉   乌拉
啊啊好好听！！好牛！！
好棒啊
我再次感叹中英翻译的真的好棒啊
Excellent！
好听
这也太好听了吧（惊讶）
unbelievable
Brilliant!
ohhhhhhhh
so great
nicr
Ohhhhhhhhh
好听
词真的不错
完了 忘了中文词怎么唱的了
nice
Then u are beautiful
好美妙的声音
超级棒啊啊啊啊啊啊
哈哈哈哈哈哈哈
55555鸡皮疙瘩起来了
是被天使吻过的声带啊
歌词真的翻译的好好啊
好听真的
Oh.That' good !
真的好听，和原唱不一样的味道
That's good 
好听
再来一遍
amazing！
鸡皮疙瘩起来了
nice！SAN LIAN LE
angel！
amazing
amazing
enjoy
Jasmine’s voice is so gentle
好听
歌真的不限语言
这个动圈头收音威
You so gorgeous
茉莉的眼里有光
好听
pog
ohhhh
amazing！awesome !
amazing！
天籁
不同的感觉
1111
The voice is super nice！
ohhhhhh
I LOVE U VOICE!!!!PLEASE SING MORE
烫嘴
我想多点几个赞，奈何只给一次机会
so great
好好听！
没有转音，但是不一样的感觉
好听
可以
坠落凡间的天使
splendid
开口跪
nice
I think this so good
Bravo 
邓紫棋唱功好，但不能引起共鸣
nice
Beautiful！
挺好听的，就是副歌差点内味
有原唱才有改编翻唱，先吹一波邓紫棋神曲，再给写词的肖恩和翻唱的茉莉一个赞
第五遍
super lyrics and amazing performance
your are angle
66666
love this phrase!
go ahead
sound so good
好听死了肖恩太有才了
最开始有点放不开？还是本来就是那种唱法？
这个词填的有水平
音乐没有界限，但是人有
nice voice
love it
Ohhhhhhhhhh
这英文翻译中文有水平
填词太厉害来
好听
真的好听
ohhhhh
伴奏的歌声还是中文的，好像经过了降调处理
好听
ohhhhhhhhhhh
一个币听八遍不算白嫖
EXCELLENT!!!
ohhhhhhhhhhhhhhhh
brovo
bravo
I love it
第八遍我终于哭了
英语不错
好听
怎么才能录成音频
心宽体胖
治愈
音乐不分国界，歌词很棒！！！
好听
求发，希望可以在酷狗看到你
那个业务水平的笑死我了
amazing!
放开了加油
你的声音很美
一般般吧！！让艾薇儿来唱差不多。
每次的填词都是一个故事呢
"up is very good,very nice,this song is good"
币！币！币！
so beautiful！！
赞！赞！赞！
cooool！
fantastic！
brilliant!!
好好听！！！！excellent！
居然还押韵
你要相信你的音色真的好听
ohhhhhhh
填词又进步不少了呢
ohhhhhhhh
The voice of universe...
666，little sister know？
和中文版的意境有点差异 boys and girls…sounds like puppy's love
i love you!!!!!!!
I didn't expect
im sick
好好听！！！！
Fate let us meet
Very melodious
可以的
love it so much！！！
果然音乐不分国界
真的唱得好，译过去音节变多不少，但是靠表演hold住了
好听
我300个币都投了
ohhhhhhhhhhhhhhh
OHHHH
Shaun的翻译一如既往的强
听到这里就忘了弹幕
这币不要也罢，这次一定！！！
我的，妈呀
ohhhhhh
好听！！！
英式口音听着怪怪
great!!!
lt's a great song.Thank you for singing
好厉害！好好听啊
ohhhhhhhhhhhhhh
管人家瘦不瘦，这样就很美
Wonderful lyrics and vocal performance!!! You guys are always so looooooveeellyyyyy!!
wonderful
Love your voice and I like the lyrics!!!
down down down is very nice listened good
好听
like a dream
"Nice, but maybe adjust the lyrics a little? it seems slightly dodgey..."
ohhhhhhhhhhhhhhhh
pretty beautiful lyrics
天哪
有点烫
绝了
好好听的韵
加一，希望b站跨年有你
nice
好听
ohhhhhhhhhhhh
66666666
哇
假装三连
see you next song
really nice
茉莉花妹妹很棒
I really like the lyrics 
ohhhhh
填词不错！brilliant！
nice voice
听得出神，差点忘记投币
Gorgeous!
Beautiful
ohhhhhhhhhhhhhhhhhh
这歌声太软了
还是原唱好听
excellent
ohhh&hhhhh
ohhhhhhhhh
好听
鸡皮疙瘩起来了……
woc，这TM唱的是个啥？真TM好听！
@丁克森
不应该
nice vocal
you get my coin
突然让我想起翻译版的难念的经
这几句英文很出彩
lyric is great
love it
太棒了！！！
ohhhhhh
ohhhhhhhhhhhh！！
pog
音再高点 就完美了
好听 还有意境！！！！
Lyrics are awesome
Jasmine my gal!!!
Jasmine i love ya
中文的美妙
中文的词汇，优美，深奥
wow
绝了woc
Ohhhhh
太厉害啦
fantastic
爱了爱了爱了爱了
再来一遍
没想到
Ohhhhhhhhhhhhhh
啊啊啊啊啊啊啊啊啊啊啊爱了爱了
可以可以
5555555太好听了
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
开口跪
爱了爱了
有中文打底的英文歌词真的很棒
太好听了吧！！歌词也好用心！！
翻译牛逼了
❤️❤️❤️❤️❤️❤️❤️❤️❤️
Excellent！！！
开口跪
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
爆发感差点
我的眼睛耳朵不够用了  填词也太厉害了
太好听了吧
中文和声也好棒！
"唱的好,,,但还是比紫琪差点,情绪没起来"
amazing
太棒了！好好听啊！！！！
太好听了吧
绝了
so beautiful!!!!
beautiful voice!!!
ohhhhhhhhhhhhhh
音色真棒。
再加上动作就绝了
ohhhhhhhhhh
niceeeeeeeeeeee
o h h h h h h h
oh my god！nice
To my  surprise
牛的
三联
ohhhhhh！
OMG
好听！邓紫棋的曲NB
好听好听邓紫棋的曲NB
ohhhhhhhhhhhhhh
vision
自带一对大音响
丁克森！！？
一看就是实力派
amazing
1
down down down
nice
厉害
exquisite singing sound
好好听
好强这人
和声牛逼！！
翻译可以
wowwowow
填词厉害
开口跪
nice
这个小姐姐翻唱的空空如也也好听❤️
头皮发麻！！！！！！！！！
这词真不怎么样。。真难为翻译。。英语还是太单调
太好听了
原词要押韵，英文也是，没有谁好
另外，英文直译不会有这个效果，翻译牛
不就是硬币吗 我给你
good
上首页了
爱啦 爱啦
ohhhhhhhhhhhh
niceeeeeeeeee
好棒
ohhhhhhhhhhhhhhhhhh
wow
这体型是我喜欢的类型
牛逼
很好听
第二次听
Your singing seems to be heavenly
好汀
感觉高潮部分失踪了
ohhhhh
so beautiful
hhhhhhhh
perfect
I think angle kissed your throat when you born 
marvelous
I love it
ohhhhh，amazing
有点儿违和
好好听这段
Not bad
我的天哪
so good
niceeeeeeeeeee！
好听！！！！！！！！！
❤️❤️❤️❤️❤️❤️❤️
好棒！
太棒了
great lyrics
amazing
好棒！！！！好听啊啊！！！
背景是中文
这才是翻译
Excellent
beautiful voice，beautiful girl
what a wonderful
excellent
丁克森出来上课
肖恩的妹妹
Love it!
So great!
Splendid voice!
Ohhhhhhhhhhhh
Ohhhhhhh
ohhhhhhhhhhhhhh
真好听
just cool
ohhhhhhhhhh
nice!!!!!!!!!!
英语不错的你笑死我了
中文歌词好赞
白嫖失败‘
介老外阔以啊
ohhhhhhhhhhhhhhhhhh
nice！
amazing
Brilliant 
妈呀，爱我死了，阿伟死了
kai kou gui！
阿伟死了
原来这首歌不用那么用力
起鸡皮疙瘩了
好美
so beautiful
ohhhhhhhhh
goosebumps jeez
ohhhhhhhh！！
amazing
so niceeeeee!!!!!
amazing！
nice
跪了
ohhhh
太好听了
to my surprise
真好听！！！！！！！！！！！！！！1
好稳啊
副歌缺点爆发，不过这种呈现会抒情点
说实话，这个小姐姐如果减肥瘦下来的话是真的好看QAQ
this song heals my ears! AMAZING!
！！！！！！！！！！！！
ohhhhhhhhhhhhhhhhhhhh
amazing！
我感觉主要是这首歌的背景音乐太棒了
太棒了！！
太好听了
nice
ohhhhhhhhhhhhhhh！！！
每次都好震惊！！！！！！！爱你！！！！
ohhhhhh
！！！
我先收藏为敬
ohhhhhhhhhhhhhhhhhhhhh
"Ohhhhhh I gonna cry, so great"
8错翻唱，爽
good
这真好听
好听就vans了！！
超棒！！！！
beautiful lyrics
ohhhh
ohhhhhhhhhhhhhhhhhhhhhhhhh
Ohhhhhhhhhhhhh
ohhhhhhhh
看完英雄联盟百万调音我害怕了
好听
nice
cute
ohhhhhhhhhhhhhhhhhh
this is very beautiful sing
good
、
这里的填词有感觉了！
鸡皮疙瘩
绝了
中文还是最有内涵
好好听呀
66666
nice
绝了！
歌词太棒了！
我这小米手机10青春版音质差到爆，但是阻挡不了小姐姐的天籁之音
excellent！！！
！！！！！
我喜欢
yes！！！！！！！
Amazing
ohhhhhhhhhhhhhhhh
哥哥和妹妹的梦幻联动
666
pretty good~l like your voice!
！！！
好听
ohhhhhhhhhhh
nice
ohhhhh
ohhhhhhhhhhhhhhhhhhhhhhhhhh
你币有了
歌词填的好阿
丁克生出来挨打
歌词写得太好了
妆好好看！
音乐真的是无国界
入坑，双双关注起来
love your voice！！
good
nice
amazing!!!!
super cool!
总感觉差了那么一点
haoting
就是比紫棋差了那么一点，应该是情绪不那么到位吧
好好听
肖恩翻译的词呀
准确的说是翻译绝了
翻译绝了
Beautiful
想哭
wonderful！
Amazing 
不瘦也好看。美有万样
ohhhhhhhh
beautiful
越听越上瘾
超棒的！希望这首歌也能给你更多自信和勇气！
开头见
开口跪系列
you are beautiful！❤
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
这段好听
amazing
还是中文歌曲更好，有星空感觉
好好听啊
差点味
光年之外比千里之外远好多啊
挺不错的
是真的很不错，要是能唱的时候再投入点感情就perfect了。
棒棒棒！！
ohhhhhhhhhhh
开口跪
填词是真的很棒
好听
太爱了
！！！！！
词和歌声都很绝！
原地升仙
有些弹幕有事吗？非拿专业的跟人爱好者比？原唱是牛逼，行了吗？满意了吗？
好听啊啊啊啊！！！！！！！
好听！！！
ht
不错的
you are awsome
太好好听了吧
amazing！！！
An angel-kissed throat!
英文确实差点意思
一般
这个妹妹很棒的，可以听一下她别的翻唱，相当享受
忘记原唱系列
这段副歌好听
肖恩的填词太棒了
好听
再来亿遍
Waaa
真美好
百万填词
啊啊啊啊啊啊！喜欢
3333
她大概有多重？
nice
没那种爆发的感觉
翻译才是厉害
好听好听
搞笑，欧美以瘦为美？
i like your smooth voice
赛高
听完了，好听的~一打开视频就觉得面熟，刚才看了一下UP的动态，以前还听过up唱过空空如也，超好听。UP超棒！
好叮
棒棒棒
词好好哟
soooooo great !!!!
眼睛有泪光
太好听了
比原唱好听多了
男生是普通話
刘桂香
听了一遍又一遍
Nice
词写的很棒！！
beautiful voice
底气十足
1030人
拉踩原唱的有病？
nice
哇，好听
love it
音画不同步啊
太好听了
信达雅
啦啦啦啦厉害了
想象群星好棒
这个妆好好看
只有在卡的时候才想起看弹幕的视频
硬币都给你
好听
我的妈呀
妈呀
太强了
绝了
看着就稳
彩
厉害厉害
填词牛逼哦
好绝！
这中文翻译得好诗意
这个填词绝了
不错不错
好好听！
voice sounds good
唱的很好听
good voice
bravo！
翻译真的太棒了
so touching！
that’s great，just the same as initial
I love you!
❥(^_-)
好棒！！！！超nice！！！！
ohhhhhhhhhh
Nice to hear
Nice to hear
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
好好听！
好听
fabulous！！！！！！
好棒
好听
我想下载。
好轻盈 好喜欢
extremely  great
Angel's  voice
WONDERFUL
这唱功不行？你在搞笑吧？没出唱片时唱这样很强了。比你看的直播不知道强多少。现在确实有很多地方唱的不好。那你知道一个唱片要录多少次吗
好听
Amazing!!!!
再来一遍
Incredible 
all I can say is wow
Nice to hear.
The lyrics are translated very well.
Please accept my coin.
好美
好美
跪了！！Jasmine唱歌太棒了！！
ohhhhhhhhhhhhhhhhhhhhhh
好听是好听但是歌名与歌词不合适
ohhhhhhhhhhhhhhhhhhh
ohhhhhh
amazing!
这嗓音
绝了
给她录音棚！！！！！！！！
good 好听
头皮发麻
高音部分加点爆发力更好
非常好！
nice
I really really really really like your voice!!!
简直是比原版还好听，一样的感情，不一样的表达
好听
cou ku
so beautiful
牛逼
哇！！！！！！！
旋律绝佳的歌曲啊
1
啊？就这？？？？
Nice
My heart
Soul sounds
已三连
太好听了吧！！！！
You very NB
肖恩好有才
词好棒！
以前都是日翻中，英翻中，终于有一首是中翻英了。
ohhhhhhhhhhh
鸡皮疙瘩起来了
宝藏女孩！！！
这词不太行
I love you！！
好好听！！！
good！！！
Incredible Lyrics！
好听
subscribe
cool cool cool
好棒
ヾ(❀╹◡╹)ﾉﾞ❀~
好听好听
一看就知道唱歌好听
Bravo！
我喜欢你的演唱，继续！
真的好听
ohhhh
great！
what a soothing sounds
忘记原唱系列！
your voice is sooooo beautiful!
ohhhhh
ohhhhhh
太好听了
所以还是作曲作得好 填什么词都好听
翻译真的超级绝
i can not tell you how surprised i feel
w
有什么好起鸡皮疙瘩的 属鸡的？
amazing!
I love you so much!
amazing!!!
beautiful!
ahhhhh
这英语很标准呢
明人不说暗话 我三连了
！！！！绝了
ohhhh
Love it！！！
Beautiful
Bravo！
没中文的好听
牛
fighting！！！！
the vocals are so pretty
6666+
ohhhhhhhhhhhhhhhhhhh
我是来听歌的，不是来看人的
ohhhhhhhhhhhhhhhhhhhhhhhhh
Amz
好听啊啊啊啊啊
这嗓子好放松啊
小姐姐唱的真好听！
好听
歌好听，词也太牛逼了
光年之外词曲都是原唱写的不要拉踩噢
very nice！
ohhhhhhhh
太厉害了
梅梅鼻子好挺
词太棒了，鸡皮疙瘩起一身
ohhhhhhhh
nice
"Good to hear,"
OHHHHHHHHHHHHHHHHHHHH
great!
好听
又见肖恩
I love it
降调了
这里好听
ou  ou  ou  hhh
So  good!
amazing
这声音我i爱了
alliteration
这是up的妹妹其实一度很自卑不敢唱歌的大家多用英文鼓励一下哦！
难听
有点好听
邓紫棋你胖了
说美妆博主那个 你出来 获奖了
绝了
好听
差点看成邓紫棋了……
ohhhhhhhhh  It sounds so great！！！！ 
amazing
VERY  GOOD
这翻译的太牛了
Nice ！！！
肖恩厉害
i love your voice
漂亮姐姐
ohhhhhhhh
卧槽，起鸡皮疙瘩了
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
百万填词
ohhhhhhh
起鸡皮疙瘩了
cool!!!
建议押韵
歌词好美
又在热门看到辽，直接关注了！！
There are light in your eyes!♡
感觉高音不够，声音不够穿透
起鸡皮疙瘩
ohhhhh，nice！！！！
spectacular
太棒了
ohhhhhhhhhhhhhh
ohhhhhhhhhhhhhh
nice
thanks for ur song
"I hope you can attend the new year's Party of BiliBili, come on!!!!"
哇！！！好好听！！！
love it！！！！！！！！
这什么神仙翻译啊！绝美啊
This gives me goosebump 
NICE
cool
you  is very beautiful！！！！I like you song！！
害怕
ohhhhhhhhhhhh
Such a fantastic song! Thanks!!!
好听
excellent!!!
针不戳
ohhhhhhh
神仙姐姐！！
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhh
好听！！！
忘记了汉语版歌词
英文发音太苏了
最喜欢的一句
nice 
perfect
ohhhhhh
woooo very good！！！
amazing
太棒了
Wonderful
Angel's vioce
well 
邓紫棋PUSS
好听啊啊啊
So good.
ohhhhhhhhhh
The lyrics translation was great
Cattle B
ohhhhhhh
so  nice
好听！！love your voice!!!
丁克森出来挨打
好好好听
quite impressive
完美
完美
That's  very very nice
perfect
这体量，一看肺活量就好
fantastic
好听好听
太好听了吧！！！
Wowww
ohhhhh
66666
ohhhhhh
好听
这个歌词绝了
好听！
词写的太好了吧
哇起鸡皮疙瘩了，唱的也太好了吧
perfect!
ohhhhhhhhhhhhhhhhhhhhhhh
好听
NB!
降调了诶
歌词好拗口啊hhhh
你币有了
good
Good
ohhhhhhhhhhhh
like
确实缺gem的底气
不瞒各位，我又跑回去回忆了原版...
完全忘了原版歌词，特意跑回去回忆了一下，各有特色！
ohhhhhhhhhhhhhh
Nice
好家伙，直接鸡皮疙瘩掉一地
想听邓紫棋唱这首
niceeeeeeeeeeeeeeeee
awesome
好听好听好听！重要的事情说三遍！
填词好评
不是我说，中译英就像个残疾人，而英译中却是完整的
卧槽
Old Iron，Liu Liu Liu！
Excellent！！！
What a lovely angle!
好像杨幂
Ohhhhhhhh
ohhhhhhhhhhhhhhhhhhhhhh
绝了绝了绝了！！！
气有点弱，不如原版，甚至不如空空如也
 呜呜呜呜太好听了
好听
强
66666
有点押韵啊
填词可以，但是我还是喜欢邓紫棋嗓音的味道
Great！
good
好叮
Ohhhhhhhhhhhhhh
ohhhhhh
i like
excellent
ohhhhhhhhhjj
Ohhhhhhhhhhhhhhhhhhhhhh 
ohhhhhhhhh
绝了
好爱这歌词啊！太美了，唱得也很动听
loveeeeeeeeeeeeeeeeee
我愿称之为天使的歌声
omg
ohhhhhhh
空灵如天籁
吐字好厉害
Ohhhhhhhhhh
OMG
6666
ohhhhhhhhhhh
666+
ohhhhhhhhhhhhh
so good
ohhhhhh
up现在就很好看
So amazing 
gorgeous
真的绝
so beautiful!
ohhhhhhhh
ohhhhhhhh
ohhhhhhhhhhhhhhhhhh
流批
OHHHH
ohhhhhh
OHHHHOHHHH
Fun!
没有原唱的爆发力，太甜了
ohhhhhhhhhhhh
amazing!!!!
awesome！！！
ohhhhhhhhh
great！
爱了爱了
好舒服
鸡皮疙瘩起来了
你是天使
翻译也太绝了吧
牛逼
amazing
GOOD!!!
ohhhhhhhhhhhhhhhhhh
感觉还是没有邓紫棋气足
牛
爱了爱了
桂香的腿不是腿
再来一亿遍
不如说是中文翻译很强
Legend
仙女唱歌
和中文版以及电影都很契合
我DNA动了
没那味儿
???????说实话感觉挺一般的啊。。。
老实说这个比原唱还舒服
So cool！
鼓掌！！！
歌词写得真不错
宝藏女孩
牛
起鸡皮了
还好吧
炸裂
这发量真多，这声音真好
Unbearable 
NB 
好强
这声音
听着有点奇怪啊
竟然押韵
这词可以
爱了爱了
好听！！
鸡皮疙瘩起来了
甜甜圈的诱惑
2.0倍好评！！！
没有光年之外的磅礴感，但是更朴素
求你发布吧
太好听了
听哭了 太好了
鸡皮疙瘩掉一地
邓紫棋这么胖了呀
词是真的好
Excellent！
好听好听
哇哇哇
针不戳
好听！
撤掉背景音乐啊
这个词好厉害
好听
翻译好棒！
爆炸
NB
好听
真棒
弹幕为啥在人后面
词押韵了
和中文契合的严丝合缝。
太赞了
beautiful！
ohhhhhhhh wonderful
wo
Amazing！！
一开口就像吃了酥饼一样，干净酥脆，回味呀
没有高潮
对不起
nice voice！
ohhhhhhhhhhhhhhhh
卧槽
fantastic voice
还是中文吊
好好听
ohhhhhh
ohhhhhhhhhhhhhhh
ohhhhhhh
ohhhhhh good!
感觉光年之外本来就是英文歌呢
闭眼听效果更好
compositor
BRAVO!
好温柔啊
缘分让我们相遇，乱世以外~
Ohhhhhhhhhhhh
one more time
amazing！
prefect voice！
great!!!!!
ohhhhhhhhhhhhhhhhh
不错
鸡皮疙瘩出来了
unbelievable
I just want to hear it over and over again
好听
歌词真的美
best
优秀的人
brilliant
奈斯
lts very beautiful
Great.
开口跪
卧槽！！！
nice
上头
这次一定！
Good   
sounds great！
ohhhhhhhhhh
卧槽好听
ohhhhhhhhhhhhhhhhhh
amazing！！！
ohhhhhhh
awesome!You guys are too talented!
You are so talented!we want to hear more!
Love it 
I’m dying!!!!!beautiful 
I’m crying hhhh
the voice is good
也太好听了吧
超好听
Ohhhhhhhhhhh！
Ohhhhhhhhhh
翻译真好，唱得也真好
爱了
ohhhh
ohhhhhhhhhhh
ohhhhhhh
。。
！！！
听着起鸡皮疙瘩
ohhhhhh
ohhhhhhhhh hhh
ohhhhhhh
ohhhhhhhhhhhhhhhh
bravo!
ohhhhhhhhh
pretty good!
感觉好像少了点什么
great
hey girl i want to mnarry you
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
nice！
prefect
good
姐姐唱歌真的好好听
What a beautiful voice!!!
YOU HAVE A beautiful voice!
作词爱了爱了
唱的好好听
啊啊啊啊啊啊啊啊啊啊啊啊啊
爱了爱了
哇
nice
nice!
吾币不保
爱了爱了
好听
Amazing！the lyrics are really good！nice translation.
hhhhhhhhhhhhh
填词太牛了
good!
ohhhhhhhhhhhh
果然还是中文歌是最吊的
小姐姐好稳！
l～ove
nice!
ohhhhhh
作词好绝
救命 开口跪
翻译真的好棒啊 跟原唱截然不同的韵味
o h h h h h h h h
稳如老狗
为王的诞生献上礼炮
翻译不得了
treature girl
It's very nice
6666
OMG
填词好绝
ohhh
泪目
good
ohhhhhhhhhhhhh
I like 
that is so beautiful
amazing
邓黄旗
ohhhhhhhhhhh！
ohhhhhhhh
绝了
音乐很棒
中英文都厉害
ohhhhhhhhhh
good
ohhhhhhhhhh
ohhhhhhhhhhh
太好听了呜呜呜兄妹俩从来没让人失望过
ohhhhhh
VERY  GOOD
wonderful!!!
bravo！！！！
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
ohhhhhhhhhh
这词编的牛逼
ohhhhhh!!
翻译绝了
好好听
白嫖失败
好听
good！！
卧槽
好听
ohhhh!
nice
bravo
好好听啊
好听
ohhhh
beautiful ！！！！ very very nice！！！！！
好听
Beautiful accent!
美队
好听
克森表示要来吼两嗓子
excellent
ohhhhh
ohhhhhhhhh
1.25新世界
！！！！！
awesome!!!so brilliant!
啦啦啦
so cool
看着歌词瞬间相信这歌是中文的了
!!!nice
Thank you for all your beauty
不错啊
ohhhhhhhhhhhh
不错不错
好空灵啊
还是没中文有感觉
卧槽
I like it
我靠~
Bravo!
good
ohhhhhh
6666
you have bi 了(doge)
ohhhhhh~~
ohhhhhhh
这发量羡慕啊
厉害厉害
wonderful
和中文押韵音一样啊
一键三连再听
you sing so pretty
fantastic voice and hope you can relieve more video
三刷
o h h h h h h h h h h
awesome
Perfect
上头！！
录音棚加一！！！！！
good
ohhhhhhhhhhhhhhhh
666
great！ 
amazing!
ohhhhhhhhhhhhhhhhhh
提问，这种翻唱不需要买版权嘛
格瑞特
古德
奈斯
beautiful voice
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhh
hope can see u two on the bilibili countdown party stage next year！！
good
So  good
omgomgomgomg
wow，it's pretty good
surprised me
beautiful song
ohhhhhhhhh
beautiful
2020/12/19
Love your voice! so beautiful
"Oh,my God！！！！"
ohhhhhhhhhhhhh！！！
白嫖失败
ohhhhhhhhhhhhh
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
ohhhhhhhhhhhh
好美的歌词
ohhhhhhhhhh
ohhhhhhhhhhhhhhhhhhhhhh
6666666
翻译的很好
very nb
love love love
good
开口跪
ohhhhhhhhh
so beautiful
down down down 惊艳到了
I seem to see the light
Love is the prize~
nice voice and lyric。。thank you
ohhhhhhhhhhhhhhhhhh
ohhhhhhhhhh
Excellent!
ohhhhhhhhhhhh
好听！！
✨✨✨✨✨✨✨
✨✨✨✨✨
好听啊
ohhhhhhhhhhh
ohhhhh
姐姐眼里有光
你英语真好
GREAT
大佬！
ohhhhhhhhhhhhhhhhhhh
open mouth kneel
amazing
