一播放四十赞哔站特色
不知道为什么我总在他身上看到了小哥的影子
真棒
范十三nb！！！
唐刀！
加油
油菜花:你不要过来啊！！！！！
无上大快刀
周平
这种感觉太棒了! 
助力每一个梦想
范十三加油！！！！！
花生十三
加油
加油！！！
吉尼斯还不错
加油！
魔刀千刃
橘右京？
助力梦想
助力梦想
加油，十三！
雪中慢刀行进来跪着看
就不能用点旧报纸吗？
加油
帅！
加油你小子
恭喜
卧槽？
这个画面让我鼻子酸了。
正能量
太刀也是中国刀
建议用高中试卷，反正用不完
助力梦想
不用多久日本老头就来挑战…我感觉还可以更快…
感觉速度慢了
为儿时的梦想三连了
加油
13教育
13加油
无论你会不会被超越，你也让历史记住了你
天津电视台！
加油 
加油
助理每一个梦想
加油
加油
燕十三
真是个说话算话的男人
好酷呜呜呜
谁说站在光里的才算英雄?
加油
帅！
忍者吗
恭喜十三！
犯13
支持！
恭喜
恭喜
我的梦想！！！谢谢你呜呜呜
励志视频就一定要用这首歌做BGM么？？？？？？？
恭喜
武侠缘起处
这个肯定是艺名嘛
这收鞘得练多久啊
加油！
五个小时用参宿四热热还能吃
恭喜
加油加油加油加油加油加油加油加油加油加油帅气
这些废纸可以用来折纸，只要裁一下
这纸…看着肘子疼
恭喜
B站热搜第一牛蛙!
加油
只要练得深，为什么不被认可
十三好帅
加油
无师传承，自学成才，败世界，你已经可以自称宗师！
恭喜恭喜
有些紧张啊，加油！
大毅力之人
支持支持 必须支持
现实中的剑神
牛逼牛逼
油菜花:危
恭喜恭喜
加油
看到这条补充说明，开始心疼范十三
也开始感叹喷子的力量
成功破了？！
好帅
终于成功了！
牛牛牛
刀回鞘才是最难的
哈哈哈，回收好评。其实可以把别人废旧的纸用来砍，反正都要销毁
恭迎剑圣
恭喜恭喜
三连
全体起立
NB
助力每一个梦想
十三牛逼
助力每一个梦想
不论如何，现在的你站在世界的巅峰。
卧槽
好家伙
恭喜啊！
牛啊
范B
拔刀斩
泪目
优雅永不过时
nb
为梦想坚持真好
帅的
帅
特效吗
哈哈人才
破空拔刀斩
唐刀是有的啊
帅啊
助力剑客
景天
你值得！！！！
中国唐刀牛批
厉害
秒了日本忍者
致敬
拔刀式
看得出有点紧张了 没发挥出训练时的流畅收刀
好帅
受死吧，西斯武士
你很棒！超级厉害，鼓励了我们无数的普通人！
三连
加油！！！
纳刀3
好
NB
梦幻联动
璟天
帅啊
吉尼斯娱乐的
助力每一个梦想
是你！油菜花战神
太牛了！
恭喜
帅
厉害厉害厉害
透支了健康
nb
对称双刃
强
《酒店员工》
助力每一个梦想
帅死了
有梦就去追
真牛，勇敢的追梦人
牛
我于杀戮之中盛放，亦如黎明中的花朵。
上热门了！
我要这币有何用
BGM败笔
算是验算纸啊
牛逼
NB啊！
感觉他紧张了
你币有了
这最多算个迎风一刀斩吧，还能叫拔刀术吗？
唐刀和太刀差距不大，因为太刀仿的唐刀。
成就达成
对称长枪
之前就刷到过up的视频，很牛
帅
你是强者 但这个记录是个笑话
+--
帅
天津人骄傲了
十三！最棒！
帅
拔刀容易入鞘难，每回入鞘抖半天
天下武功，唯快不破
帅
有梦想的人永远最美丽！
这不捅手吗？
拔刀斩
两袖青蛇
帅
拔刀斋
纸可以回收哦
中华侠客
每个勇敢追梦的人，都值得被尊重。
你真棒！
有这份坚持 就很了不起
拔刀斩！
加速了？！
略帅
白老板
燕十三
这切口像啃的
加油！！！
难度似乎是入鞘
说名字里也透着13的笑死了
三连，三连
真刀？
剑客不分好坏，做剑侠!
勇敢追梦，投币了
日本不这样收刀
我去
你好帅呀！！(精神层面)
我不理解
我要成为世界第一大剑豪
加油
加油加油加油
三连
加油
无极剑圣
好家伙，唐刀
我住在这里的理由有一集里面有个日本人拔刀接子弹的，贼强
傅红雪：这个我熟
find13？（
这是中国刀法不是日本刀法你没错
心中无女人，拔刀自然神。
心中无女人，拔刀自然神。
这动作好牛逼
挺好
太牛逼了
卧槽卧槽卧槽我好久以前关注的！
现实版的周平
范B
毕竟浪费了多少A4纸，总是要有点回报的
帅啊
太厉害了
一直能坚持下来，真的很不容易啊~
好帅
唐刀就是武士刀，一模一样
星游记
感觉紧张了，不止这个水平的
有没有懂行的说一下这是什么记录
堂吉诃德
助力每一个梦想，顺便涨点经验
没错
看手势是发盘子练出来的
加油
好帅气
为什么有一种交接梦想的感觉
帅
去尼玛的，你不是真正的英雄
我以为是抽鞭子
看出来了。
…
. .
m
帅的
上电视，紧张了
纳刀3都没你快
功夫就是磨练的，强
好帅
周平
泪目
挺废纸的
无纸化办公
舞台属于拥有梦想的人
武士刀原型就是唐刀
助力每一个梦想
助力每一个梦想
哦
他的记录是什么
助力每一个梦想
？
对 一定要用这个bgm 就是为了气死一些杠精
这音乐是自己给自己配的吗
鬼灭之刃
《范马勇次郎》
恭喜恭喜
热搜来的啊！！！
帅啊，哥哥
牛蛙
确实帅
吉尼斯就是搞这些无聊且没有意义的东西
那就是国人自创
吉斯你世界记录（doge）
加油，
好帅
勇于实现梦想又坚持不懈的 值得尊敬
我要这三连有何用！
酷
拔刀斩
牛的
大张伟帮不鉴定吉尼斯，好有排面
这不是璟天吗？十三能和真正的高手对招了，nb
加油   以后大家叫你剑十三
加油助力每一个梦想
1000+！
出现了！意义怪！
好帅啊呜呜呜
那些纸可以送我画画吗
无纸不行
太刀仿的蕨手刀
太酷了
草稿纸
李白啊
有梦想，谁都了不起
助力每个梦想
恭喜恭喜！
李白的刀剑教练就有一手把刀剑抛到空中然后用鞘接住的技术
汉代环首刀好看
现实中的武侠
斩钢闪
热门第二！
好啊，练习这些传统刀剑武术总也是一种体育运动
唐刀好看
面对疾风吧
加油
傅红雪，天下只为这一刀
排面
全是龙泉货啊
九头龙闪
慕了，慕了。
动作专业
扫地僧
强啊
刀客啊喂
油菜花危
加油
恭喜
魔刀千刃？
如果是卷子的话，加仇恨buff
集中一点登峰造极
你是梅花十三她哥么？
看过他的视频
热搜通知书
做你自己即可 条条框框是给庸人设定的
加油
这真是我有一刀可斩天人
帅！
和你一样
这是刀神不是剑神别刀剑不分
唐刀！
能让世界再次认识中华文化
牛逼兄弟
可以系统的去学一下，出鞘入鞘这么快，未来可期，其实中国武术也是一种文化，希望更多人了解传承下去
助力每一个梦想
经典糖刀
每个勇敢追梦的人，都值得被尊重。
范大侠受鄙人一拜！！
这盲收刀都不知道要练多久
硬币送你了！助力每一个梦想
这一幕好像香克斯跟路飞的那个画面。加油啊
剑侠情缘～
这一幕好像香克斯跟路飞的那个画面
《村》
鹰眼
剑圣拓跋思南
卧槽好tm帅啊感觉
做自己喜欢的就是最好的
成绩会被替代，但是你！剑客范十三！已经是我们心里不可替代的了！
终于露脸啦？
无名大侠
神tm哪怕已经改过
给爷进收藏夹吃灰。
壮我中华之威
助力一下
加油
众所周知   吉尼斯多数是搞笑的
吉尼斯世界纪录是一个娱乐公司
梅花十三
苇名剑法
泪目
太棒了！
一夜十三郎。
加油！
帅
你就是鬼杀队的队长
加油！！
你币有了
太帅了吧
超棒的
报纸是软的啊
木质的
加油
你就是最专业的专业人士
真的超酷，超棒的
范十三！！！！！
助力每一个梦想，顺便涨点经验
wocao
6666
leimu \
泪目
帅啊
一分钟1000赞？！
怎么收刀变这么慢了？
恭喜
牛啊
好棒！
恭喜恭喜！！！！
加油
天津受宠若惊
雪中 进来挨打
加油
6666666
橘右京
助力每一个梦想
帅哥加油
日本刀为什么说是唐刀
专业人士？有这专业吗？
bgm声音大了点
帅啊！
哈哈魔刀千刃
哈撒给
这个收刀和流畅不搭边
景天？
对称长枪
原来是收鞘的时候加速了，视觉效果更好。不过也很厉害了（说实话勿喷
三连
有梦想谁都了不起
十三最棒！！！
加油！
拍武打戏的看过来！这不燃吗！
好帅
恭喜恭喜
范个牛逼！！
我的剑就是你的剑
好久之前在QQ看点关注的
没想到在这里又遇见你，直接秒关注。
帅啊
燕十三？夺命十三剑
助力每一个梦想！
加油加油
13加油(ง ˙o˙)ว
贡献你完成了自己的梦想
毕十三。
恶心的人
好酷啊，有梦想的人都很酷
支持梦想
woc可以啊
毕十三？
那你肯定记得刺客伍六七
一般…
好帅！
好帅
拔刀斩
适合自己的才是最好的
好帅
帅的
油菜花_危！！
宝剑锋从磨砺出！
这就是尚武精神啊，绝不屈服
助力每一个梦想
辛苦了
助力每一个梦想
加油范十三
助力每一个梦想
心中无女人，拔刀自然神。
牛逼牛逼！
向来如此 便对么？
橘右京？
帅！
光剑？
大叔功夫梦联动
好帅
拔刀斩
机油！
真的就是什么人都有  我上我也行
帅爆了！！！
助力每一个梦想
超越自己！
好帅啊！
我去，上次看你你还在踟蹰，这就成了。恭喜
加油
建议切叶子或者旧报纸 我公司每年多少废纸白白一个字没写浪费了啊心疼稍微有点折痕就扔了
挺你
集中一点 登峰造极
十三加油！
你管人家啥动作，我们点了赞就是对你的认可
BV1244y1p7LZ
《梅花十三》
泪目
这就是散修吗
吉尼斯世界纪录，可以叫世界最奇葩记录
强！
友善的弹幕
好家伙
你不是写小说的吗？
2000+
酒店员工就是那个纸片的吧
十三是我知道的第一个剑客，你绝对是这个领域的开拓者
不攻下盘是要挨罚的
这个是居合斩么
十三加油！！
酷
助力每一个梦想
做回自己
我想到了刺客伍六七
好多草稿纸
大唐陌刀
牛啤！！！~~~很厉害了！！！~~~
给老铁点点关注
助力每一个梦想
加油！
恭喜恭喜
你币有了
太帅了
助力每一个梦想
我看你的视频已经快一年了，加油
受过伤不
感觉最开始应该被划伤过吧
这节目的奖假的吧？好像不是官方的
一键三连
典
油菜花哈哈哈哈
谁还没有一个梦想
6
好帅！
好厉害啊，加油啊
哇
好帅
收刀牛逼
各位注意，此处使用的均为过期A4纸
肉见可见的紧张
火钳刘明
很棒，加油
傅红雪
助理每一个梦想
帅
说速度慢的你来试试？
好酷
意义真的超越了记录本身
天津人支棱了
这收刀方式就离谱
up流弊
助力每一个梦想
加油！
十里菜花皆无首
加油！！！
李小龙:我不怕练一万种拳发的人，但我怕一种拳发练一万次的人
牛蛙！
牛蛙！
刀气
帅啊！！
加油范十三
侠
剑气纵横三万里，一剑光寒十九洲。
追逐梦想的你在发光
加油
完结撒花
吉尼斯纪录，当笑话就行
加油
追梦的男生最帅了
这不是环首？
助理每一个梦想
！！！
助力每一个梦想
加油
助力每一个梦想
6
加油！
冲
回收利用好评
牛批
加油！
神tm过期纸
助力每一个梦想
加油
雾草！十三NB！！！
加油
牛
看了评论还是真想说句，
前面的我记得十三这些纸没有浪费，之前说要寄给粉丝打草稿
看了评论还是想说句，刀斩肉身心斩灵魂
加油
唐刀不适合拔刀，还是建议用武士
过期A4纸是把我看傻了
这片油菜田，将再无花朵！
助力每一个梦想
有梦想谁都了不起！加油
第一次投币啊，给十三了
恭喜
十三加油
加油
《您》
恭喜恭喜
曹颖女神老了
温华
源氏！
助理每一个梦想
2000+
《酒店员工》
天津人来啦
《唐刀》
加油十三兄弟，你最帅
牛的
终于还是来了
恭喜恭喜
强
加油啊
加油，爷们儿
有梦想就去拼一把
三连了
牛哇
助理每一个梦想
《从来如此 便对么》
加油
加油
好牛！
我超好帅
加油
这里哪个是环首刀？不懂别瞎说
环保
泪目
努力可以有，文化不能乱
真棒！
剑圣
很容易受伤吧
你确定你是酒店员工(′～`；）
唐刀牛逼！
好像周平！
换成我的卷子吧
出现了，拔刀怪
牛逼
范人十三，，，
范持，，，
范人十三练习苗寨剑法
很棒
走我想走的路（指大脑升级）
独Bvs杰子
跟着music把头甩起来，，，
好酷
太棒了！！！
恭喜
斩神周平原型
收刀灵魂
范人13，，，
帅！！！
飞天御剑流拔刀术！
一个吉尼斯水了多少期？
BGM 真的有给人力量
范十三真的有一点像小哥
十三nb
棒棒哒
天津！
《酒店保安》
@!!!!!!
范持，，，
收刀牛逼阿
加油十三
景天？
类似居合？
回收好评
说刚是九头龙闪的一定没看过剑心
只要心中有梦想，就永远年轻
哇哦好感动
是你，傅红雪！
当代傅红雪
李逍遥:你的那把木剑呢？
虎年在看到1000多人还好吗？
很燃
紧张了
过期a4纸
横刀
霍水仙
唐刀更重吧
挺帅的
国王之手（doge）
居合
这样收刀速度绝对受限，但他成功了
这是个啥
a4纸还能过期？
助力每一个梦想
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
没有叫唐刀刀这种刀，麻烦不要造假了，只有横刀仪刀障刀陌刀，你耍的唐刀是把四种刀用一只手拔刀吗？
糖刀
坚持得到了回报
我也喜欢唐刀，很好看，很精致
太帅了！！！
十三，我的寒假作业你要吗
小说主角了
酒 店 特 工
加油
BGM大的离谱
铁刀是不是更费劲一些
帅啊
恭喜
牛逼
范持，，，
这么慢
加油
助力每一个梦想
典
13加油
助力每一个梦想
帅
他真的非常棒
帅啊啊啊啊啊啊啊啊啊
周平
这白纸不当演算纸可惜了
了不起，致敬
在现场，当时无意间看到了
凎他丫的
木剑温华
提示：你可以呼吸
助力每一个梦想
加油
让我想起了周平
挺浪费纸啊
这不是CF的唐刀吗
这是大陆酒店的员工吧
天津很好的
网不是很好
就不能用废纸练嘛 )别打我
难道这就是真实世界里的周平吗？
bgm：《和你一样》—李宇春
助力每一个梦想
好帅啊！
加油，带着我们的梦想一起
BV1244y1p7LZ
暗剑都出来了
酒店特工
加油啊
吉格斯世界纪录
助力
好帅！
助力每一个努力拼搏的梦想
帅
！那天我生日！恭喜恭喜！
天津人来了
加油！
恭喜
恭喜
这可能就是刀客吧
已三连加关注
你很棒，加油，陌生人
助力每一个梦想
本视频没有一张纸受伤
加油
唐刀好帅啊唐刀
呼吸法会透支剑士的身体，
使用纸张可以换成寒假作业吗
大叔！
哇塞，涨粉狂人啊
要是穿越就好了
从2万粉开始关注的
加油
1000十
超能力者隐藏民间（
助力每一个梦想!
还能过期（
啥也不是
助力每一个梦想
加油
武士刀厉害的
侠
恭喜
助力每一个梦想
这不比那个特效哥墨隐星落真实
c曹颖。儿时的女神
加油！！！
好家伙，小看了
这个是唐刀，不是武士刀
不死斩
这是挑战的什么
魔刀千刃
这一幕让我想起了当年我单刷油菜田的日子
剑客
大侠
大侠
这边看的，感觉很紧张，可能没发挥好
太帅了
成绩可能被超越，精神却能永存
好快！
《关于刺客以前为什么当服务员这件事》
助力每一个梦想
用报纸嘛 别浪费
恭喜
哇我算是看着up主成长成这样的
这个吉尼斯只有你自己挑战吗
牛哇
历史上的唐刀没出土，现在的都是想象
坚持，最帅了
助力每一个梦想
助力每一个梦想
新年好
展昭直呼内行
a4纸还有过期？
很厉害，视觉体验！
上了啊，恭喜，看你好久了
可以去拍电影啊
斩钢闪
A4纸还有过期的。
助力
好帅
这个镜头莫名想到张起灵
就冲这句中国剑客使劲赞你！
帅
666
很帅的
唐刀！
好帅
牛逼啊
恭喜十三
为什么地里的油菜花还有头？？？？？
百裂斩?
加油
我也能挥出去，插回去就不可能了
希望下一个被记录的会是屏幕前的你。
烈害了 可以转行去切墩啊
加油
南无宝生如来
谁不想啊
助力每一个梦想
新年快乐
我叫阿良，善良的良
新年快乐
助力每一个梦想
牛皮
这里是和两个大叔的武侠梦合作来着，挺有趣的
一片油菜花地，遭到两个大小魔王的毒手
首页通知书
就是有点废纸
帅炸了，加油
太慢了
为了梦想前进吧！很棒！
浪费纸
卧槽好帅啊
《生 化 酒 店》
激光雨
哈哈哈哈好中二啊
牛
《御名方守矢》
爱
艾 伦？
谁的作业本
连续拔砍回很累的
帅！
浪费纸怎么说？？？
加油
天津人骄傲！
哇靠   好帅
真的可以这样收刀？？！！！
你的事鼓励了我
加油！
助力每个梦想
加油！！
帅啊
看到菜地明白了你是怎么这么厉害的
拿唐刀用日本招数
大侠。在下佩服
拔刀斩
没人敢吃霸王餐
bgm《和你一样》!!!我们合唱团唱过诶
这收刀我只在动漫里见过
剑心！
加油。
泪目
恭喜！
shaui
助力每一个梦想
对称长枪三连有了
加油我支持你
这里是派出所抓紧时间来报备一下
居合？？？
助力每一个梦想
前排提醒：唐横刀是现代商品！！！
帅气
为梦努力
助力每一个梦
猫和老鼠-剑舞华尔兹
牛逼毁了
吉尼斯现在不就是个有钱就可以上的？？
助力每一个梦想
玩这个费手
加油加油
恭喜！！！！
nbnb6666
助力每一个梦想
助力每一个侠客？
虽然经历诸多磨难，但你已成为我们的高手
虽然经历诸多磨难，但你已成为我们的高手
唐刀九连啊
一点看点都没有
典中典唐刀
浪费纸
.....
呐 你看！和平时视频完全不一样 哈哈哈哈哈
这个哪里有专业.....
哈哈哈哈哈自己砍完自己收
为每一个梦想点赞
666
666
曹颖女神
名场面打卡
助力每一个梦想
这要生在日本不得是个剑豪？
我小时候外号就是油菜花杀手
没开刃吗？
？？？突然惊现认识的up主，大师兄！
大师兄？景天？
武侠梦，中国人在不支持，谁会看呢
我王多鱼投了
帅
加油
酒店特种兵 
好帅
加油
你好，加油。
助力每一个梦想
厉害
第1300条弹幕！！
我生日a
说浪费的你什么毛病
好！
斩天拔剑术
浪费纸张都有人说得出的
武器强化＋13啊！
加油加油加油
建议那些说浪费纸的去看看往期视频，纸张都回收了，没有浪费
干嘛拔出来又要放回去一点点再砍
帅
说浪费的捏马都说了回收了你还隔着浪费？？
加油
助力每一个梦想
再快一点就切不到纸了（doge）
洞爷湖
恭喜恭喜
你是真正的剑客
今天教大家打王手范十三(doge
手抖得很厉害啊
但丁，你哥在这里
Holter
助力每一个梦想
我上次拿真刀，手已经没了
助力每一个梦想
加油
无他奶熟儿
助力每一个梦想
没白费啊
耍棍也好快，闪现的特别快速！
加油
恭喜恭喜恭喜(*^_^*)
好好休息十三
厉害
唐刀永远的神
神他妈过期A4纸
天津人狂喜
拔刀津门第一～
厉害厉害
压缩
助理每一个梦想
助力一个梦想
真，拔刀术
天津电视台牛逼
加油！冲鸭冲鸭
助力每一个梦想
说慢的我估计你连那把刀都拿不稳吧？
助力每一个梦想
雾草厉害了
好帅！
油菜花杀手
助力每一个梦想
你已经很棒了，光亮了自己，这很棒，加油
深深！！
相信你，范剑客！
感谢天津电视台!
助力每一个梦想
至少超越自己了
Q
范13NB
强者专属bgm
助力每一个梦想
前面说模仿日本的你认真的？
对不起，我好像点错了
币保不住了
剑圣周平！
这收刀如果没收好会把手捅伤的
执念
《并不好》
很帅哦
动作片  导演  可以请一下
唐刀啊！！
太帅了吧
厉害到我都怀疑是假的哈哈哈
帅
你像一个故事里，那个喜欢带木剑的游侠儿
加油
唐刀是内弧刀顺着拔出刀刃有点难
说一般的在家里试试才会知道难不难了
加油，陌生人
哇
bgm:和你一样
助力一个梦想
长得就像武侠
哇 也太酷了
你太酷了
傅红雪！
仗剑天涯
我也希望能像你一样
大师兄？？？
加油！！！
恭喜
为环保点赞
助理每一个梦想
你们不知道太刀 唐刀都是中国刀？ 日本学样子做的叫打刀更合适。
@北凉世子
轻策庄既视感
助理每一个梦想
助力每一个梦想
卧槽好帅
愿原力和侠客精神与你同在
可恶！没有币了。
牛逼
说浪费纸的，是前面没看吗？已经全部回收了
助力每一个梦想
建议嫌废纸的人上去替代纸
加油
助力每一个梦想
日本
为什么收刀要被规定啊
你真的太帅了！！！
UP牛逼
好耶！
“要跟我走吗 饥饿之狼啊？”
“要跟我走吗 饥饿之狼啊？”
加油
你太帅了！
太酷了！
集中一点，登峰造极！
我要当专属饭十三的垃圾回收员
开始觉得挺无聊，但是，坚持到如此，就是英雄了！
助力每一个梦想
好帅
加油！助力每一个梦想
范十三牛批
帅啊
好帅啊
卧槽
助力每一个梦想
助力每一个梦想
小说照进现实，大夏剑圣周平
帅！
这是一个装高手装久了，真成了高手的故事
支持你再超越回去的
助力每一个梦想
我挺你
这个不是假的么
助力每一个梦想
我关注的阿婆主已经到如此境界了吗？
助力你的梦，三连奉上
加油
刚好三万个收藏
唐刀汉剑大赞
手刀秘术
唐刀可太帅了
唐刀好帅
唐刀！！！汉剑！！！
啊这
助力每一个梦想
优雅
问一个很现实的问题，这个梦想能月入过万吗
助力每一个梦想
助力每一个梦想
助力每一个梦想​
助力每一个梦想
上面夹着的应该是我的试卷，无需白纸
徐凤年好好学学
你好帅，你好帅，你好帅呀。
居合道武士刀 ？？？？？？
助力每一个梦想
你不做有的是人做
你就是专业
12月17日我生日！
唐刀笑话
酷。。。
他好帅
但从不放弃从不悔
好帅
天津我超
恭喜
唐刀是武士刀它爷爷
太刀是不该出现的东西
不想挑战吉尼斯世界纪录的人不是一个好员工
好帅
电影走一波!
助力每一个梦想
本视频中没有任何一张A4纸收到伤害
帅气！
日本那套都是从中国偷的，谁是祖宗自己心里没点数?
男人小时候都有这中二的梦，UP把中二发挥到极致
助力每一个梦想
开刃割手
加油！！！
拔刀斋
助力每一个梦想
唐刀…
我天我老家
助力每个梦想
恭喜ヾ ^_^♪
好帅！
景天游
助力每一个梦想
助力每一个梦想
助力每一个梦想
助力每一个梦想
有人看斩神？
助力每一个梦想！！！！！加油！！！！！！！！！！
露脸了！
好
00000
草稿纸啊啊啊啊想要
如果你穿越回古代的武侠世界就是当世剑豪
助力每一个梦想
蛋疼
我是玩弓的，我也想学唐剑
唐刀？白月魁？
为什么是以前？因为UP主太危险了？（doge）
bgm:和你一样
听到bgm，DNA动了
不过我觉得。努力，确实努力，但天赋也功不可没。许多人练了一辈子都没有他牛逼
助力每一个梦想
加油
有梦想谁都了不起
猛地以为是一起同过窗的毕十三
牛批
科技忍者
6的
助力每一个梦想
这不比那个墨瘾好多了
助力每一个梦想
助理每一个梦想
天津人发来祝福
加油
很酷
很酷
牛逼！
保重身体要紧，加油！
加油！
牛逼
那不就相当于放水比赛了？
助力每一个梦想
我感觉你就是和我一起小时候砍油菜花、血当归、苍耳的那个小伙伴，把它们当作日本人然后被妈打
助力每一个梦想
他就是那个为求速度练消耗气血的刀法的人
我靠
露脸了
助力每一个梦想！
你这不是唐刀
唐横刀哪有你这样子的
好帅啊啊啊
助力每一个梦想
吉尼斯算个屁
要上了，只狼
求生欲拉满
！！！天津人狂喜！！！
助力每一个梦想
我关注的时候只有800人
唐刀没有拔刀斩
助力每一个梦想
怎么不用你的快速收刀了，不是很强吗
此生仅有的机会
助力每一个梦想
？？？啥人能破啊？？？
油菜花田遭殃，所过之处，寸头不生
助力每一个梦想
回收利用好评
助力每一个梦想
居合
好厉害
牛哇
助力每一个梦想
我带过那玩意，是真的不好受，行动能力也有影响
加油，范十三
助力每一个梦想
助力每一个梦想
周平是你吗
牛逼
去高中收点草稿纸
太牛了
很多人心里都有一个武侠梦，你的实现了
助力每一个梦想
我币没了
帅啊
卧槽
拔刀术
助力每一个梦想
十三yyds
老粉丝看了直接泪目，十三的努力有了结果，他是我们心中真正的武侠
加油
恭喜
好厉害
加油
加油，从一千粉丝开始关注你
我是女生，我喜欢武侠
这块油菜花地，我和表弟霍霍后，赔了500
助力每一个梦想
太帅了！
阿宅：这不比俺废纸？
这段好帅啊
肌肉记忆强者
帅气
助力每一个梦想
哈萨给
曹颖胖这样了
助力每一个梦想
助力每一个梦想
努力加油
你就是练了一辈子的屠龙术的勇士？
吉尼斯还有这种标准
红尘剑仙！
有请大夏剑圣斩神！！！
看来酒店工作还是太闲了，老板这就给你加工作量，每天23小时高强度工作
方圆百里油菜花无一幸免
助力每一个梦想
助力每一个梦想
我叫阿良  善良的良
我叫阿良   善良的良   我是一个剑客
老铁，成了哈哈哈，看你这么久终于看到你成功了
火钳刘明
太帅了吧！
助力每一个梦想
右上角可以投币
没想到这里也能遇到斩神粉↓
好棒啊
666
起立
拔刀斩  两无色
太帅了！！
不针对任何人，但想问问吉尼斯有什么鸟用
好厉害
助力每一个梦想
脸崩了
加油
好帅
油菜花
帅
助力每一个梦想
这币不要也罢
景天?
唐刀yyds 
本想说橘右京的，还是傅红雪吧
坚持！
助力每一个梦想
wow，好帅
帅了
助力每一个梦想
助力每一个梦想
油菜花危
油菜花危
油菜花危
油菜花危
油菜花危
加油！
加油
你是一位中国剑客！！！
剑刃·利銷
恭喜
太棒啦
助力每一个梦想
热爱永远闪闪发光
热爱永远闪闪发光
十三，牛逼！
加油
你的努力，我们都在见证，愿13新年快乐越来越好
默默打断一下，中国境内目前没有完整的唐刀……
只有刀柄，没有刀身
这他妈不是唐刀
助力每一个梦想
助力每一个梦想
助力每一个梦想！
唐刀最强，倭刀算个球
剑心
拔刀力，100暴击
好帅呜呜呜
好帅!
索隆
加油
帅
火钳刘明
我好担心后面的大屏幕。
nb！！
女朋友只会影响我的拔刀速度
加油
雷之呼吸一之型
