看到我 你就不是第一课
哈哈哈哈哈哈哈哈
仁川人集合
我超，鸡
哈哈哈哈哈哈哈哈啸不活了
三打一还被反杀你们会不会玩
拉扯吐了
kda 建议放右下角，上面会被弹幕遮掉
哈哈哈
关了吧，没意思
推啊rookie要死辣！
绝逼是挂
你怎么没有撞墙
这距离把永恩晃的
好像瘦了
宋圣！
哈哈哈哈哈哈哈哈哈
好拉扯，三连已交
我焯
shy啥时候入住
帅剪
kid葛炎还没来吗
沙弥拉：我的银行卡密码是…
《赐死剑气》
永恩永远的背景版
这是不是rookie不玩飞机的原因啊？哈哈哈哈
期待期待
ekko!
？？？？？？？？？？
把把c
站在墙边的肉鸡不撞墙我很难接受
ID 병장 이호성 指的是duke
这个人中文怎么这么好
这中文已经跟国人没什么区别了
这转场太帅了
？？？？我特么笑喷
bgm：Warriors
出门装买了没？
bgm；Warriors
宋圣！
拉扯
？？？？？
爹！
爹！
卧槽！一斤！
尽力了
手法
卧槽，永恩一个Q都没中
宝儿！！！！！
草
这怎么剪的？？？
撸狗剪辑？
小老虎来喽
一机关～（狗头）
日女也是职业，Olleh
这是准备退役了吗
你好宋义
肉鸡尽力了
传宋门
？？？
永霜妖姬三重束缚
369来学拉扯
哈哈哈哈哈哈
欢迎欢迎
躲了一个大，一个斩风q，还有六个普通的q。。。。好离谱的走位啊。。。
肉鸡！
空了三个E用6个平A补足
rookie你要进草丛啊
名场面看太多了
宋志龙
猜错主角系列
@kod
裙子？
欢迎
卧槽，鸡！
葛炎孝麻了
你好
好活！
感觉比赛里都比这些秀
10年老粉不请自来！！！！！！！！
哈哈哈哈哈哈哈
这什么身法
KOD呢
一个链子没中还给秀麻了
是我学不会的拉扯
哈哈哈哈
@369
不懂就问 哪个是宋义进
rookie好可爱
哈哈哈哈
这什么走位啊
脚法
？
饿
《AD》
很快但很有节奏也很清楚
拉扯死了
betty
确实帅
应该是很胖
来吧
维克托把把c
好活
Bgm 是什么
尬住了
宋圣！
拿捏
哈哈哈哈哈好活
孝孩游神：爹我们团聚了
betty
手法！
啊？哈哈哈哈哈哈
2球1鸡
发条的神
玩球的神
手法
手法！
球神
有问题 我根本不知道哪个是rookie
卧槽 球神
推啊
kid的大爹()
永恩老背景板了
酱紫走位？
你可以永远相信宋义进
笑死，长舒一口气
手法!
两球一鸡
带你上分儿
Ig祖传剑魔
有手法的啊
尽力了
我记得S8有中单剑魔
rookie是有手法的，怪输出
？
终于等到你
手法
宋义
传宋门
不对啊，你闪现咋没撞墙
肉鸡千分王者
这走位太猛了
两球一姬
招牌维克托 把把c
大家好我是宋义进(胡噶胡噶)
我的鸡哥！
耳环看起来盖盖的
哈哈哈哈哈可爱死啦阿鸡
墙边的rookie！！！
辛德拉代言人来了
欢迎肉鸡
你闪现距离这么长啊
拉扯
秀麻了
哈哈哈哈
你永远可以相信宋义进！欢迎roooooookie!
这左右摆动跟脚本似的
ad
被绑架了，就眨眨眼
猜错主角了
全杀了
这不科学为什么他能闪现过墙
肖央！妈妈爱你
左边和右边哪个是rookie呀？（我是真的不知道）
酱紫剪？
拉扯麻了，
你说是shy我都信
宋圣
痛苦
4/11好好好
rookie哥
莎弥拉：我A不出来啊
爆爆
尽力了
不如唱首歌吧
369进来学拉扯
我超，鸡
剪辑好丝滑
韩国人
我超这走位
怕什么！老子是暗裔剑魔
卧槽，一斤我的一斤！
走位躲一万个技能
你永远可以相信宋义进
拉扯！
鸡尊者-宋老
啥时候把rookie买了啊BLG
yzlg
rookie尽力了！
百万剪辑师
别站在墙边！
维克托人柱力
fofo进来学暗夜波比！
这走位就尼玛离谱
我与罪恶不共戴天
我在等我队友，你在等什么？
一模一样
手法!
宋义进！！
两球一姬
这普通话说的不比我好？？？？？？？？？？
bgm好评
空投2：30
酱紫剪辑？
打两个耳环是几个意思
和小钰联动吗？
绝活
你可以永远相信宋义进
66666
把theshy拉进来
好活
啊哈哈哈哈哈哈哈哈哈哈哈哈
肉鸡~！！！！
提词器放太高了
一斤锅，开直播啊
Rookie正式入驻BLG
带你上分儿
估计是外包给一只撸狗做的
jinx和艾克的bgm！
手法
手法
艺术！
剪辑不错
这是韩国人？
发条不得放上路单杀最经典那波
rookie！！！！！！！！！！！！！！！！！！！！！！！
扭麻了
神级走位
这个转场来一集教学
穿裙子带耳环可还行
什么时候中一次q
好家伙，今天入住直接拿银牌子了！！！
拉扯
活活a死
双城的歌
是你！肖央！
为什么没有闪现撞墙
发条走位一看就不简单
拉扯
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
手法！
手法！
大哥你放左边也行啊，你放上面看不太清
A女
宋义进！！！
空降2：20
厉害
说实话你这标注就是不想让我们认出谁是肉鸡
wc
原来戴耳环的啊
这拉扯麻了
6
什么时候跟秃子他们互动一下！啊，毕竟这么多笑子
牛啊牛啊
怎么报名？
墙边的宋义进？
好帅
怕什么，老子是暗影剑魔
家被偷了，现在才知道回来守家
？鸡腿瘦的太离谱了
帅帅帅
我喜欢的音乐：全是权志龙doge
这个剪辑可以的
吓得我以为我开了
这不剪点世界赛夺冠的操作内容?
我的宋圣
认错主角的是看不见上面kda下有英雄照片吗
峡谷一下子热闹起来
永恩被拉扯麻了哈哈哈哈
bibi加油
宋志龙
双城之战爆爆和艾克打架的bgm！
现在压力来到了晒老师身上（doge
带带乌兹吧！
鬼鬼，手法来了
rookie撞墙了啊
ts和老宋都是距离把控顶尖
看提词器呢，哈哈哈
@义进帅哥
让子弹飞一会
我的鸡！
帅啊
哈哈哈哈
被拉扯拿捏的死死的
老实憨厚的笑笑什么时候来评论
距离感！！
手法
仁川人集合了
1
两球一级
手法
4分43秒 有我 DYS-KID 宋炎 占领
3
rk玩的飞机
快推呀，r要死了(破音了)
ps：显示KDA的地方有当前用的英雄的头像和皮肤~
这也太冷静了吧。。
别来害年轻人
电竞肖央
hahaha
酱紫剪辑?
送一斤
嘿嘿嘿
哈哈哈
这波太吊了
熬夜波比
维克托
冕指导在吗，冕指导
熬夜波比
不应该撞墙吗？
韩服王者操作就这？
离谱
上方KDA背景是英雄
小鈺  呢
《拉扯》
发条
拉扯！
？？？
这距离感未免也太好了吧
滋
好家伙
酱紫转场
哈哈哈哈哈哈
？？
三个打一个被反杀会不会玩？
这个剪辑可以啊
看不懂哪个是肉鸡
老公
yizhilugou！
666
宋志龙
分儿
居然没撞墙
熬夜波比玩明白了属于是
肉鸡牛逼！
rookie 爱你！撒浪嘿！
好帅的血红，比源计划皮肤开大还帅
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
不，你是肖央
想起了金灿毅诺手那波拉扯
好拉扯
哈哈哈哈哈哈哈哈哈哈哈
你明显是看小鱼和宝蓝视频，你怕被偷家了
宝贝！！！
这个转场真牛
是
s9八强赛暴打grf的剑魔
义进哥！
三只手怒压飞机
距离感
最喜欢看rk玩妖姬
眼睛别往别处看
@kid
顶上出KDA的时候有显示英雄
肖央
逼走位懂不懂（狗头）
戏耍
肉鸡！！！
熬夜波比！
rookie帅哥
求带
这不摆烂波比嘛
这剪辑好帅
尽力了
？
这不撞墙我不能接受
能带我走出白银吗阿鸡
哈哈哈哈哈哈哈哈哈哈哈
这人能处
rookie我爱你
好活
酱紫拉扯？
哈哈哈哈哈哈哈
帅啊
给店打广告是吧
肖央是你吗肖央？
爹！
卧槽，鸡
上来就玩尬的
原来关注过
爹
？？？？？
无缝衔接
爹！！！
开幕雷击
粑粑C
欢迎陆地神仙归位
这不带kid上分?
拉扯烂了
熬夜波比这R好准
哈哈哈
Rookie不试试玩玩飞机吗？？？
老宋的招牌发条啊
三个打一个被反杀会不会玩
顶级剪辑
经典两球一姬
鸡哥
？？？？？这什么神仙拉扯啊
转场好帅啊剪辑师牛逼
哈哈哈哈
我以为永恩是rookie。。。
你说的啊？我今天就让你知道青铜一的恐惧
这永恩梦里都是发条在拉扯
平A型妖姬
居然没撞墙，你不是rookie，你到底是谁!
确定不撞墙？
哇哦
高质量对局
弹幕这么少？都在看操作？
2球一鸡
两球一姬！
拉扯
送一斤
中文也太好了吧
69哥，进来学拉扯
送一斤
大帅哥是吧
哈哈哈哈
送一斤!
彦祖，别翻了，下面全是小闪电
上号，下分
我也是链不到人，但我杀不死这个永恩。
不撞墙这波我并不是很认可
up rookie
三连欢迎
冠军皮肤拥有者
分享分享老婆，啊，不是，合照
曼？
才看到KDA背景板是选用英雄
肉鸡展示你的妖姬
义进哥
6个小时
没撞墙啊
你说他秀吧。。。三条链子全空了。。。你说他笨吧。把永恩拉扯没了
这就是带kid进世界赛的维克多吗？
竟然不撞墙，假的
好的，肖央
100块的永恩？？
BGM:Warriors
为什么老有人说猜错主角呢？每波操作之前正上方都有显示英雄和kda啊
哈哈哈哈哈
距离感第一人！
这里永恩为啥不e接q啊
肖央牛逼啊
手法！
九伯！
请问这个峡谷里有多少人打架？
竟然闪过了墙？这不科学
两球一姬！
好帅
哈哈哈哈哈哈哈
欢迎欢迎3.3
在哪直播呀？
Rookie竟然会闪现过墙了hhhhh！！
有大全杀了
nb的
呵呵哈哈哈
《拉扯》
黄四郎
不是滋啦我不是很赞同
义进，我的超人！！！！
可能是提词器放高了?
rookie来全尽力了
哈哈哈哈哈哈哈哈
别扭脖子了哥哈哈哈哈哈哈
传宋门
笑
逆天
找了一个和rookie 一样水平的剪辑
这走位
这剪辑流畅的不像样子
哈哈哈哈哈哈哈哈哈哈哈
没撞墙？
宋老
这波操作真的秀翻了
我告你hui（诽）谤
哈哈哈哈哈哈哈哈
真的有那么丝滑吗？
闪现居然不撞墙了
宋力尽
手法维克托！
带我！
中单没闪
厉害呀宋义进
推啊 rookie要死啦
手法
下路维克托逆天
姿态:老子的炼金弔不弔
好的 进
3000+！
我靠
好活
笑死
66666
分儿
rookie被定住了，那想要追击有点难
卧槽，神
阴险的穿兵R
强的呀
两球一姬，无所匹敌
看镜头啊
老年人摸眼
笑
手法
这个闪用得好啊
卧槽，这拉扯
不懂就问:所以发条双buff？
记得西卡说ROOKIE这个人拥有最强的距离感！
两球一鸡
中路距离感最好的选手
Bgm：我到老旮，就住在那个屯
没人关心BGM别发了
帅帅帅
是不是lugou剪的啊
所以rookie是被杀的那边 对吧 【gun
手法!
戏耍了属于是
哈哈哈哈哈哈哈哈
传送
墙边闪现不撞墙，爷青结
哈哈哈哈哈哈哈哈哈哈
这确定是宋义进嘛
穿墙
肉鸡啥时候和狗子组队打比赛
手法！
躲了无数个技能
哈哈哈哈哈哈哈
我早就关注你了
KOD笑了
一击股
老宋终于来了
一斤哥好帅
帅
rookie帅哥
还很油腻
分儿
酱紫走位？
两球一鸡
要死了～
发条king
哈哈哈哈哈哈
手法维克托
好活
义进你酱紫扭？
看不懂哪个是肉鸡的，上面kda背景不看的？
什么叫双向奔赴啊
两球一姬，沙皇佐伊
整活区Up：开始捉妖！
飞机人麻了
闪现没撞墙，我不是很认可
IG正统在哔站
他竟然还能发儿化音
@kid
肉鸡能在逼站直播不
你永远可以相信宋义进
首页看到以为我穿越了，原来我已经关注一个月了，那没事了
二话不说，一键三连。
哈哈哈哈哈哈哈哈
快推呀 rookie要死了
老宋
快推啊，ROOKIE要死啦！！
普通话新疆口音有点重昂
3000+小伙伴和我一起看rookie啊
这是啥啊
好的肖央
天 神 下 凡
闪现过墙了！这是假的rookie（doge
我是kid，这是看的第十遍
看镜头啊哥
笑死我了宋义进
这个韩语id是什么意思？
力尽哥
你永远可以相信宋义进，除非有闪还在墙边
太折磨人了
369好好看好好学
耍猴
英雄恋萌
肉鸡大帅比
手法
尽力了
一滋光激死
维克托把把C
建议369来学拉扯
顶级拉扯
卧槽，蓝
手法
蚌埠住了
一死一送
底裤看穿
转场好丝滑
妖姬，你无尽呢
手法
被迫营业？
传宋门
不唱歌没有三连
剪辑风格好熟悉
永远相信宋义进
别再猜主角了 KAD后的背景不就是吗？？
推呀！rookie要死啦！
哈哈哈好活
你可以永远相信宋宝
rookie！！！
？？？
义进哥这把能赢不.jpg
这拉扯
好快的蒜
尽力了
经典五级新人
快进到不要笑挑战
就差躲平A了
dys放假了不然叫kid来看
官方吐槽？
手法！
他的E是真的准
以后在b站直播吗？
太丝滑了叭！
哈哈哈哈哈哈
手法！
哈哈这走位，法师被贴脸反而把战士秀傻了
饱蓝？保烂！
哈哈哈好难受
宋义剑魔、
？
有挂
酱紫帅？
尽力了！！！
这还猜？上面不是标了？
玩尬的是吧
哇
主角在kda的背景板里
4/11/3
这么多血被塔打死
温馨提示：这个说中文如此流畅的是个韩国人
？
Up主10万粉，该整活了
这个帅哥是谁！
秀啊
13/3/9
你在看提词版吗
这要能跑了就太牛了
过年了鸡崽快出来直播！！！！
过年了鸡崽快出来直播！！！！
过年了鸡崽快出来直播！！！！
过年了鸡崽快出来直播！！！！
过年了鸡崽快出来直播！！！！
尽力哥
过年了鸡崽快出来直播！！！！
rookie在练薇古丝啊
哈哈哈哈
肉鸡加油
转场确实牛逼啊
yizhilugou
《国 产 剧 情》
墙  宋义进  闪现  懂？
熬夜波比玩的好呀
百万切屏
没有小钰差评
神
红红火火恍恍惚惚
带我一个
宋义进，是吧
走位骗麻了
洗澡
扭了三发导弹！我的义进！
rk的发条我是认的
？
逐渐忘记标题
居然是个5级号
上面不是有rookie的英雄吗，被弹幕盖住了
好拉扯
（）示意敌人已不见踪影
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈   开幕雷击
玩球达人
我懂韩文 飞机是肉鸡
好走位
知道选谁了吧
转场这么丝滑？像是一局游戏
被兰林汉单杀的男人
一体感太强了
拉扯！
这就不是你
哈哈哈哈哈
滋拉
？
尽力了
kid每天看这个睡觉的
养活了多少up主
中单没闪
rookie的发条有手法的
九伯！
距离感
圣！
距离感
哈哈哈哈哈哈
为什么没撞墙！
赞 rookie来了
帅啊，鸡宝
熬夜波比走路好呆
谁剪的视频站出来
锁头激光
百万剪辑
6球R？
热知识：这个是土生土长的韩国人
？？？？？？？？？？？？？？？？？？？？
什么？红色的血？我不能接受！
王者的剪辑视觉
哈哈哈
你永远可以相信他
你永远可以相信宋义进！
你可以永远相信宋义进
哈哈哈哈哈哈
分寸感
Bgm 是啥
哈哈哈哈哈
手法
酱紫走位
操 控 惹 shy ！
哇 没有口音啊
开了？
酱紫走位？
熬夜波比好可爱呀
这走位离谱
帅啊
拉扯
红温
为什么要小看ig任何一个人的剑魔
这中文说的比我都流
这兄弟普通话说得比我好
我组成头部
快推啊，rookie要死了（破音）！！！
有点子敷衍啊老宋
你永远可以相信
。
啊，这
肉鸡这个维克托真是绝了
这刮3个也太帅了
这kid一天不看十遍 我是不信的
看孤勇者
义进！
抱歉，来晚了
6666
你永远可以相信宋义进！
这飞机tm在逗我
你咋穿个裙子
拉扯烂了
永恩这么自信，一看就没被秀过
手法
表演一下剑魔q空两端半，哈哈哈哈哈哈
脚本
这货普通话比我标准。。
第二首BGM是啥啊
打比赛好像没戴耳环吧
对手的肯定
你好拽哦
距离感
宋圣
你可以永远相信宋义进，除非他贴在墙边的时候
blg
相位移动
加入BLG吧
哈哈哈哈哈哈哈哈哈哈哈哈
距离感
哈哈哈哈哈
两球一姬
百万剪辑
哈哈哈哈哈哈哈哈哈哈哈哈哈
越来越帅啦~
双城之战的BGM
每次切镜头顶部KDA后面就是英雄的背景板啊
所以说赶快更新啊
手法
Rookie ！
666
熬夜波比！
义金给我当波狗
快拆啊，rk 要死了！
哈哈哈，挺会整活
说   说词，别晃悠
爹
kid来了
哈哈哈哈，还是你会整
酱紫肘味？
肖央！
如释重负
瘦了很多
看到没有，妖姬要这样才能杀永恩
现在我就三连！
挨揍的总是永恩
哈哈哈哈哈哈哈哈哈哈
手法！
？
up中单
带我带我doge
4级 220块的厄加特
妈妈！这有个人用鼻孔瞪我！
弹幕味太冲
bgm好听
rookie帅哥
我真的有在拉扯了
尬
哥！！！！！！
拉扯麻了
我维克托把把c
来solo吧！害怕
两球一姬
正上方会显示谁是主角
？
日女好歹是个职业哥
100块的永恩
宋义进站在了墙边
说实话有的英雄只看头像认不出来哈哈哈
上面kda的背景是rookie的英雄
至圣是孔子，抱歉
