在公屏打上，上热门
超赛一番，小贝酸死，哈哈。
应该先画那帕
贝吉塔巨猿
老龟在盯着看呢
多多利亚先生
 这是用了多大一张纸画的
超级赛亚人，卡卡罗特！
异形的感觉
蝙蝠人
鸟山本鸣
为啥狗空最不像
tql
那个叫路飞海贼王
这个主持人最爱
桃白白，当年听无敌的哈哈哈
牛了
人狼笑死我哈哈哈哈
鸟山明小号
 太厉害了
一听到这音乐，想起了当年界王神的旁白
少了阿拉蕾
影响悟饭一生的五个男人
真强
哇！光头！
请问有几个人是真正看完的
太全员了
没有地上的雅木茶吗
没有地上的雅木茶吗
少了八爪鱼啊
有那味了
亚奇洛贝居然记得
姚明
所以纠正叫短笛的优越感出现了吗
Z
波波好黑
这差了一个被冻住打死的怪
时间线画的
萨博我喜欢
Ｚ
萨博身材有点不对
大王
蓝将军？
这个忍者是六胞胎来着
人造人
悟饭
娜美克星即将到来
来 前面的 笔给你 你来画
王子
辛巴路 丹巴林
少了阿拉蕾
逐渐上头
我记得百分之99的人物。。，
nb
66666666
比例掌握的真好啊
一亿战斗力
画的太像了，你就是作者吧
速趴赛牙龈
铁扇公主呢
粗，粗线了，巨大的海龟的头
鸟叔来小破站了吗
牛逼
我正好是4000
太上老君
这基纽画的太像了
画得太好了
不要发全王了，GT之后无龙珠
人叫克林
蛙蛙细节
？？？打印机成精
首页通知书
休：给你一个机会重画我的脸
大肥龙呢？？？
龙珠 永远滴神
肉装亚索！
肉装亚索！
nb
6666
鬼看条
强
我记得是不是还有阿拉蕾？
是个狠人
那我还说龙珠z后 无龙珠呢  尽说p话
费伊萨
少了那个粉色大肥猪怪
满满的回忆
卧槽，我都认识
贝吉塔
马克笔上个色?
来了
啊八
爷青回
鹤仙人
大佬
我直接投币点赞
庄子
界王那不还有个人物的么
兰琪前面剧情描述这么多 后面直接被忘记了。。。
ZZZZZZZ
这不是异形？？？？初稿？？？
成龙腿长了
人设真的6666
都在按着出场顺序来的
魔人布欧！！
逗比战队
金角银角？
怎么还没有比克大魔王
这里有个隐形人，只是我们看不见
战五渣去哪了
孙悟空好像垮了
到龙珠z了！
龙珠Z
bgm跟内容匹配 赞了
天天
那个记不得名字的娜美克星人把自己注入给了比克
z
龙珠迷三连走起
肝帝
拿给鸟山明看 估计他都很多不认识的人物23333
贝吉塔星的终结者来了！！
终结者
第一次变超级赛亚人 可是憋了好久的呢
给琪琪增加排面
翻译都不一样  纠结名字几岁啊？小孩子别评论好么
这个时期的悟饭超级帅
进度条不简单
我亚索去哪里了？
不瞒你说，我还没点进来都猜到了BGM是哪首
换ED
牛逼
好家伙，你手上长了n个肝
第一部的龙珠
强
兰琪，好评
BGM都燃起来
进度条告诉你们不简单
果然最强人类都是光头
比克
满满的回忆
太全了吧！！！！！！！鸡皮疙瘩都起来了
牛逼
初代傲娇登场
悟空的龟字？？。
卧槽
满满的回忆
最好看的就是这里
不是连续200小时差评2333（手动狗头）
都记得剧情对应，但是名字记不全了
斗鸡眼贝吉塔
z战士
这里少了被悟空吃的了的大章鱼
点开直接投币
坐等沙鲁身上的斑点....
刚刚好bgm是龙珠z
到这为止还见过
比克是音译 短笛是意译
午饭小时候和他一起玩的那条龙呢
牛逼牛逼
明明感觉没怎么看过 为什么人物全都见过
能记住那么多角色就很厉害了
少了个界王的虫子
鸟山明真的无敌！！！！
桃白白
Bgm有点东西
人造人？才到桃伯伯哪里来的人造人？
拿帝兹
谁敢摸我蛋，我就摸回去
18号快来
巴达克啊
贝吉塔那巴
哇，大长老
萨博矮了点
基纽队长……
有内味了
这个龟仙人也太帅了吧
巴爹啊
神塔里边那猫没画
童年
人造人啊八
应该有老比克
人狼变成人
老比克到比克1世
应该话那6个人才好看
少了世界第一
还有他哥哥呢
币比赞多
我好爱啊啊
请叫他拉蒂兹
确实萨博的身高矮了
巴达克！
牛逼
拉蒂兹
先投币再看系列
下一部七龙珠  UP主来画吧
胖子
我能画一个我都到处吹
66666666！
鸡柳特战队、。。哈哈
大王万岁
卧槽牛逼啊
强啊
太强了
就叫比克
关键画风还跟时间线一样变化，太牛了
投币比点赞都多
这个全员真夸张
萨博原型态比例有点怪
"""?;.,m,./"
画得好精致
画的好像鸟山明本鸟吧
6666666
免
特战队少了侏儒阿
悟空悟空
神龙呢
桃白白机械版？
好爱龙珠啊！！
我擦，才三分钟
该来的还是来了
画风渐变
好强
从这里开始人物的身体比例照之前就有点改变了  比之前顺眼了
强
亚目查呢
红缎带
阿八呢
战斗力5去那里了
萨博这身材
加油
发额为
特兰克斯呢？？？
短笛 好评
斗鸡眼悲剧塔？
人造人篇
这是什么纸？想买
蓝将军穿的是靴子
前边那个五星兔老大的站住，龙珠激斗无敌
安出场顺序 克林当然不在前面啊
蓝琪和小舞中间是天下第一武道会报名的大叔
先画拿帕的打脸不
先画拿帕的打脸不
先画拿帕的打脸不
这个悲剧塔有点丑
直接三连，
种仙豆那个猫猫呢
贝吉塔父亲 要求登场
币比攒高
神龙呢
细，真细节
投完币就走了
阿巴阿巴阿巴
爷青回
完蛋，鸡皮疙瘩起来了
我最喜欢特兰克斯
等17。18
饺子。天津饭
比克比克
如果排版到一个圆形或者扇面上就完美了
小悟饭。
这也太棒了！
叫悟空
战五渣你没画
我希望来个爆炸的场景。
克林没了。
乌巴和波拉
基纽战队必须排面
三连再看
岳父岳母
克林祭天，法力无边
按照龙珠时间线画的
大王排面
我初中还画过克林
z
这是老比克和回复年轻的老比克
这里还没到z，是孙悟空和琪琪定亲的那次武道会，悟空第一次拿冠军
战五渣的来源
肉装亚索
又来？？？？？大神
超梦~
卡点真准，刚好画完第一季人物
界王的那只蝗虫呢
少个牛魔王吧
悟饭超级赛亚超人动作灵感来源
岳父
兔仙人
波波呢
大王头画的太长了
你瞎呀，腿画得不行，你腿上有犄角？
桃白白
所以阿拉蕾在哪
基纽特战队
桃白白
满满的回忆啊
双管齐下，要你性命
没有孙悟饭
左拥右抱
没有战五渣
牛逼
基纽队形
腿不行的你来，你上
大龙珠！！！！！！！！！！！！！
这还是按顺序来的  币了币了
大王是个场面人
这就是漫画家的功底吗
我尽然全认识
影响了整个日漫的团队
比克大魔王要来了
杂鱼也画？
bobo印象深刻
火钳刘明
哼 真是肮脏的烟花
强强强强强
丰太郎出来挨打
那美克星篇
大王
基纽特站队
中二病小队
好怀念
可以看出龙珠前期就是个冒险番
龙套全画出来了，太强了
老贝是很后面了
占卜婆婆左边有个透明人，我们看不见
开始不认识了
居然没蹭脏纸，怎么做到的
桃白白
蒙古多呢
就冲这这么多人物，给你一键三连了
前面的，你才是没有童年，官方都说了叫贝吉塔！
千兵卫
饺子
桃白白
柳生十兵卫么
天津饭饺子
炒饭团
直接三连
神
好强！
到现在还是觉得纳美克星的超一悟空最帅了
哈哈哈，超赛不用涂头发
大长老
这两个是前期红缎带的，悟空创塔遇到的，还有8号
基纽特战队
哎哟妈耶，这龟的眼神不错，画的真细
父子同框？
悟空超级赛亚人来吧
爷青回
牛逼
肉装亚索
大佬
琪琪！！！！！！！
界王我记得还有一只螳螂
应该有被吃的恐龙和鱼
牛壁
为基纽特战队打call
比克大魔王YYDS
吹爆
第一部可是童年啊
饺子
6666
都是回忆小学天天晚上拿个手电筒看漫画
火了踹我
雅木茶已经过去了
翻译而已，叫什么还要你管
悟空哥哥画的神态好像
我感觉那巴比贝吉塔画的像
红衫军
悟饭也像
布玛爸妈
现在是龙珠里的
高人竟在我身边
616你们好
现在到龙珠z了
直接三连！
梦开始的地方
所以音译 孙狗哭 ？
小林
大王
那木
黑绸军
占卜婆婆哈哈哈哈
八号
巨佬
乌普
桃白白
悟饭啊
来了来了fly away！
男狼，哈哈
克林呢？
老短笛啊
贝吉塔贝吉塔
克林
铃鼓
恶魔人无敌
马吉尼亚
拉蒂兹
那美克星篇
乐平不配拥有下半身
那巴
那美克星卷了
猫仙人
大长老
库林高了
哇啊啊啊啊
全是回忆
克林！
3
人造人七号
我猜UP主没把武道会的观众画进去~
神
贝吉塔！
拉蒂兹
孙悟饭
大长老
巴达克、
厉害
厉害
基纽
龙珠Z
悟饭
原子武士
全图鉴
ilibilb
人生导师
厉害啊！
Z
基纽特战队
弥次郎兵卫 一刀流
乌龟的眼神讲究
厉害厉害
有点泪目
牛B
长大了
达尔好矮
短笛大魔王
要去那美克星了！！！！！
他是有自己画风的，了不起
卖吗
赛亚人王子
打印机成精了
基纽
秃林
大王
悟空
卡卡罗特
第二张纸
我的童年啊
饺子
马上，现在，一定三连
战5渣呢？？这么关键的人物没有？？？
雅木茶必须死
武天老師
一家人整整齐齐，亚奇洛贝都馋哭了
那美克星剧情巅峰
基纽好评
還在第一部
谁敢摸我蛋，我要摸过去
说不像的请宁自己画个谢谢
3W我买了
期待沙鲁
BGM内容匹配 绝赞
下雨啦 稀里哗啦
ohhh
那美克星人
你行你画
我想要
水晶婆婆，
回忆杀
Jo太狼
牛啊
解卡
色龟
我战五渣大叔呢
兔老大。。。
欢迎收看 七龙珠全体演职人员表
你咋不去当漫画家
牛逼牛逼牛逼牛逼
这恐怖的进度条
牛皮
这是拉蒂兹
波波，想你了
波波
超梦
基纽特战队
大章鱼呢
爱了爱了
七龙珠
大王
阿拉蕾没有哈哈哈哈哈
bgm走起
基纽特工队
你币有了
神龙呢？
呜呼呼
透明人没有姓名
那只被悟空带回来的美人鱼呢
肉装压缩呢
泪目
十八号
太秀了
太强了
眼泪不自觉流出
孤寡孤寡孤寡
会画画真的太酷了
热乎的
七龙珠！！！
布玛！
神魔一念间
太强了
NB
过年好！
有自己的画风？
饺子
直接跪下
流弊流弊
鹤仙人
这不投币就太过分了
首页通知书
直接给币
龙珠战士 初成
天天
比克
亚奇洛贝
基纽特战队啊
up手绘水平真的高
牛皮牛皮
龙珠z！
我去
参见大王
参见大王
神龙？？？
ohhh
漫长的14分钟，牛批
兔子
啊叭叭叭叭叭叭叭叭
wq
真就全员啊
摸二蛋
龙珠永远的神！
万年老二登场
最帅的 未来悟饭 特兰克斯 o
梦开始的地方！
所以这个浮夸的肩点到底有啥用啊……
zzzz
跟着人物一起回忆剧情
按照故事登场啊
龙珠Z
基纽舞团
进度条不简单啊
乌龟看哪呢？
哈买哈买哈！
用的樱花
全体起立！敬礼！
菠萝将军
他用橡皮了
兰琪
大王
打印机成精了吧
看标题三连系列
画风还能变化牛逼
能不能做成产品，我要买。
鸡酱
太强了！
坐等比克
鬼进条
青回
人狼
z
拉蒂兹
把布鲁斯？
阿狸哇速趴悲剧塔
看进度条
琪琪~
NB
童年
忍不住了！！！ 太帅了！ 膜拜啊，真的膜拜！！！！！！
忍不住再评论一下！ 我的青春啊，85后致敬！！！
ohhhhhhh
最经典的Z来了
成龙哈哈哈哈哈
大王！
真的是全员
贝吉塔永远滴神！
太强了
岳父
nb
nb
牛逼牛逼牛逼
爷爷出来了
鸟叔本人
泪目
佩佩脚儿都不放过
哭了
他哥天生超级赛亚人lll
成长期悟饭
回忆满满
zzzzzzzzzz
比克死傲娇
呗爷
贝吉塔排面
币给你交了
界王神
完美还原
没有客串的阿拉蕾吗
pose五人组
不能少了波嘉伦
基纽特战队
那个压死萝北
饺子
比克大魔王呢
小时候的龙珠好看，后面的味道变了。
基纽特战队
卖不卖，多少钱，怎么交易！！！ 赶紧的
真秀啊
真·全员
首页通知书
骑在神龙上的是谁
你币有了
一句卧槽行天下
狗空
全体起立！
最爱的Z
大王！
抽了吧
boss没有吗？桃白白也算小BOSS吧
太强了
登登登登登
兔老大
tql
武道会
没画阿拉蕾
牛逼
这是老比克
红绸军
卡林仙人
悟饭爷爷
强
主持人前面有。倒回去看
亚奇洛贝
比克大魔王
天神
太细节了吧
悟饭
巴布鲁斯
贝吉塔
现  代  张  择  端
没有桃白白过分
那美克星
大长老
以为坚持，所以热血。
萨波
基纽
国王
古鲁多
大王
新悟空登场！
龙珠Z我都记得
大王出现啦！
漏了布尔玛颜值巅峰
少年比克 好帅
小杂鱼都有戏份啊
爷青回
王子排面
大长老
有内味了
鸟山明本鸟？
真爱啊
鸡牛特战队
看龙珠的我们都老了，龙珠已经过气了
是鸟叔来了吗？
参见大王
质量真高
超级赛亚人登场
赞，看到这果断一键三连
按出场顺序画的？
成龙的身材不对，没那么修长！他是个矮墩墩的老头
狠劲
布玛的父母？
原著作者挂了你完全能顶上
经典造型
卡琳大人
基纽特战队
nb
有些人物我都忘了
各阶段
龙珠迷表示很赞
第二次武道大会
Z出厂
鬼见条
孙悟空哥哥
悟空左边那是谁
这都不赞还是人么
Z了
战5渣呢
GT音乐起？
那巴强
纳美克星
达尔那个你别走哈哈哈
等个战队~
比达！谁懂
全体起立
名BOSS·
龙珠直接三连
问特兰克斯那个，你没看过还能跟着看这么久，棒
超级赛亚人一
阿八
红缎带军团
回忆
杀马特篇开始
年轻的主持人
雅木茶
泪目
龙珠一的这些配角真的都特有意思，
直接三连
秀儿
厉害了
垫板讲究
up是哪里来的神仙？
阿拉蕾要来了
男二
这个是漫画出场人物里的我有这本书 布尔玛太还原了 
炒饭
基纽特战队
感动啊啊啊啊啊
两倍速
兰琪
悟饭主题曲
悟饭！
进度条惊人
说我傻
参加大王
想看灌篮高手全角色
居然还有群演
告诉我，你怎么这么牛皮
占卜婆婆
他哥又不是主线的，剧情版不分吗
悟饭
牛逼牛逼
能卖我吗
Z
拉蒂兹
叫啥都是童年别争了
布玛
那美克星了
基纽
你币有了
基纽特战队
可比克大魔王
超级赛亚人
大王
基纽特战队
66666
超梦
巴达克
厉害
你币有了
快闪开 那把
拉蒂兹
小五是未来的那个小五？
会有神龙吗（滑稽）
丝袜萨
手还好吗?
大王
最爱的那美克星篇
人造人8号的身高好像夸张了一些些
啊这
小兵：“我有份吗？我想上去！”
出来吧神龙
参见大王
阿这……
我要是有这项技能就好啦
哈哈哈，才发现这些应该都是每卷登场人物介绍的造型
是神吗
经典还原
拉蒂茨
贝吉塔
王子出场了！
好心动啊！up主牛逼！
布尔玛
看到这我就知道你币有了
乌龟看哪呢！！！
牛批
这种还不给币？
波波，哈哈
身高标准
好好看不行吗，哪来那么多杠精，你行你来画我给你投币
太强了
什么团队，忘了
爷青回！
三连了
参见大王
高人竟在我身边
无悟空
讲究
你币有了
克林
紫色忍者
大长老
大王
婆婆
画的真好
爱上
有一二、、
绯绯
超级赛亚
红缎带
先投后看
比克
有些居然连名字都叫不上来了···
桃白白
那美克星篇
z了
基纽特战队
首页通知书
大王
午饭老师
以假乱真。。。
礼貌王
这个不投币还是人吗？心不疼吗？
我能发置顶弹幕啦？
占卜婆婆的球有点崩了
泪目啊  太强了
两倍速走起
贝殿
说猫仙没画的看前面
z战士！
nbnbnb
这叫z说gt的，是不是傻？
悟饭猩猩呢
直接三连
alal
速趴悲剧塔
武道大会
给我复活！
为什么不上色啊。。。黑白差一点点感觉
..
长大了
饺子
战斗力逐渐变态
兹毛乍鬼
紫曹长，哈哈哈
发现了吗？龙珠里所有人都是斗鸡眼（doge）
高手
直接三连
布欧
比克来了！
只能用，挖槽。。。。来
厉害
为啥就悟空不像呢，小悟空也是
爷青回
逗比战队
现在开始！龙珠更名赛亚人传！
6666666
拉蒂兹
榻榻米
经典op
老猫
贝吉塔是真的帅
他爷爷
比克
来了
大王来了
短笛
不管看多少次，还是大王最帅呀
鸟山鸣不画吗
视屏14分钟线下200小时
我投了，你呢？
为什么？为什么把阿修画成了这个憨批样子。。。。
爷青回
这么长的纸哪买的？
这里有点强
配一首好汉歌吧
亚齐罗贝
大王
三连了
全体起立！
基纽特战队！！！！！！！！！！！！！！！！
1885人正在看
贝吉塔
基纽特战队。哈哈哈哈
大王
狗不大像
肯定有进度才这么点啊怎么会没有呢？
对不起黄发蓝琪我笑了。哈哈哈
up注意身体啊  熬夜就要熬通宵
你上来就把他爷爷忘了孙悟饭呢
不打草稿？
纸在哪里买的1  多少钱啊
无敌就
无敌就
无敌就
桃白白呢？
给个链接
飛力撒
首页通知书
拉蒂兹
桃白白
万年老二
tql
巴达克
大王牛逼
bilibili
龙珠终于上热门了
666
哈哈哈
三连
影响悟饭一生的五个男人
啥也不说了 直接投币
透明人呢
剧情大改
这太强了吧，简直离谱
舞
比克脸都吓绿了
超级赛亚人
大魔王的手下呢？
ililbililb
豆豆波
克林出场有这么晚吗？你币没了警告
啥也不说了 直接投币看哭了
强
看哭了
小悟空
金发兰琪 看着有胡子 哈啊哈哈
change！
统帅 画高了 哈啊哈哈哈哈哈
我币没了
猪鹿蝶呢
头反光
z战士！
还会有太阳
斗鸡眼，哈哈哈哈哈
桃白白！
桃白白呢？
哥们你真的强，更强的是我居然都有印象。
好了 悟饭原来是 鹤仙派的
比克大魔王全家桶
桃白白万岁
阿姨压一压
奶爸 好可爱 啊哈哈
魔二代
大神
悲剧塔！
婴儿车大王
天津卫？
纳美克星你得画到啥时候。。。高矮胖瘦
变身后不花一下吗
小林
好怀恋的角色啊
大王：巴特你挡着我了，给我司
笔有了手在哪领
髭毛乍鬼
高人竟在我身边
才发现库林这么晚才出场
皮拉夫大王
这位大神可以自己出漫画了
看标题就直接三连了
才发现库林出场这么晚
牛逼
忍者和小悟空的对决精彩好玩
√√√√√√√√√
全体起立
卡林仙人
桃白白
悲剧塔竟然那么高 错了
大王
牛逼
他不用橡皮擦吗？
天津饭啊
兰奇！
太牛逼啦
阿拉蕾呢（doge）
悟空结婚
悟空大哥好帅
哈哈哈哈哈
隐形人就在那，画得好好
龙珠巅峰
武太斗师傅，魔封波封印大魔王的人
波波
老比克和被神龙变年轻后的比克
liblib
那美克星篇
波波
哈哈哈龙珠激斗
布玛是喜欢悟空的，可惜琪琪抢先一步
红带军团
大佬
老板，换碟！
大人
比武时叫“魔少年”
Z还是经典，吹爆
蔬菜人
蛙神！
丹迪
大王排面
火钳刘明
阿拉蕾和则卷博士呢？
战斗型纳美克星人
基纽
参见大王
卡卡罗特
下次手绘 清明上河图
我他喵直接全部币给你
画风在转变注意
Z战士们！
钠美克星
太像了啊
巴达克！
这是按出场顺序画的
点赞的我们都是老家伙了
悟空的表情没有灵魂
雅木茶
最强斗鸡眼
亚奇洛贝那个逗比，哈哈哈哈哈哈哈哈哈哈哈哈哈哈
这谁啊
我的童年全部出来了
最强地球人
期待战斗力5
基纽特战队
看你画的又想回去刷一遍剧了 满满的都是童年的回忆
太强了！！
自带超三头发的男人
我所有版本全看了好几遍，真的好看
战斗力5的男子有吗
桃白白！！！
魔族肥龙被亚奇洛贝和悟空吃掉了
战5
一家人整整齐齐
超梦
阿拉蕾
战力只有5的渣渣
爷爷！泪目了
进度条告诉我事情不简单……
武天老师腿好长啊
这不是旭旭宝宝吗
牛逼
老比克
神
天津饭长个了
成功带歪悟饭审美的男人
ohhhhhhhhhh
我愿称你为最强
好感动啊
那吧出镜率不低
龙珠Z
肮脏的烟火
为什么变成星星后 盔甲不被撑破？
大佬来了
这个致敬异性
七龙珠全体演员几年合影
库林？？？
画风好评
砬玩家
贝吉塔要出场了吧
绝了
按出场顺序阿拉蕾肯定在后面啊
满满的童年情怀。
少了电饭锅
谁不投币对不起童年感激漫画天才up呕血之作大恩
ohhhhhhhhhhh
龙珠永远滴神
Up去当漫画家吧不然白瞎了你这了不起的才能啊
直接三连
主持人
红缎带军团
界王神呢？
才看完一遍漫画
太厉害了
牛逼
坐等魔人布欧
强啊
卧槽
真是个大佬
红缎带军团
厉害
牛逼！
突然想哭。
先三连再看系列
cha la
爷青结
666
弹幕大多数八零后吧
老比克大魔王
这太牛逼
基兰
老童年了
悟空的第二届武道大会
这里少个鼻涕龙，被冻死的那个
来了
看一个新人物脑海里一个场景片段
悟饭！！
界王
牛逼
画的也太好了吧，和看的动漫一模一样
太像了！帅
拉蒂兹
原作啊！！！
贝吉塔，贝殿
娜美克星篇
武天老师
超赛，来啦来啦
大长老
基纽战队
猫仙人
怎么感觉是印画？
水晶婆婆
大王
洋葱人
短笛
那美克星
超级赛亚人卡卡罗特
鹤仙人
6666
贝吉塔
短笛
悲剧塔
卡卡罗特
原作者太厉害了，想出那么多人物
进度条很长
没有战五渣差评
牛逼
我记得，这个胖子很怕死。
666
爷青回
火钳刘明
蓝琪！我想哭啊，岁月不饶人啊
龙珠永不过气
还是我最喜欢的龙珠
来了来了，拉蒂兹
拉蒂兹画的太好了吧
大佬
贝厨狂喜
路人角色都画出来了
大佬
好活儿当赏
饺子
黑绸军忍者那一段满满的笑点
肉装亚索
卧槽 琪琪小时候真的可爱
影响悟饭一生的五个男人
秃林
大王这么高
可怕的进度条
皮拉夫大人
桃白白呢！！
直接三连
好多都忘记了
短笛大魔王
梦开始
牛逼！！！
哈哈哈哈哈
等一个芳酱
NB
zzzzzzzzz
这个歌是热血高校背景音乐里面那个歌手妈
宇宙帝王！
贝殿贝殿贝殿贝殿！！！！
好活，币给了！
牛
咋这牛呢啊
牛逼！！！！币有了！
悟饭出生了
你别咬了
那巴
你币有了！
饺子不放边上么
太强了
龙珠完，接下来是Z
这么看还有还多哦
看见猫仙人了
布隆
基纽特战队
孙悟天
琪琪颜值巅峰！
赛亚人传说篇 开章
牛逼！
我的库林
程龙
nb
带恶人
蓝筹军
四形态
人造人八号
澜将军
战五渣
短笛，短笛！！！
战损悟空也太帅了吧
火钳刘明
短笛才是正解啊！！
这些是占卜婆婆过关的BOSS，啥名字忘了
三连 我的童年
强强强强强强强强强强强强强强强强强强
父子大练武
弥次郎兵卫，有谁记得以前版本的这个名字
杂鱼也画了
没看到那木
空    知     英    秋
短笛大魔王，海南出版社
大王
战5渣！！
龙珠也出现阿拉蕾的，确实忘了画了
青红光球
蛋呢？
已三连
这里开始就是龙珠Z了，悟空长大了
我的青春回来了？
有些配角都不记得了
内露帅气
战五渣呢？？？？？？？？？
爷爷
太强了一模一样
爷爷
我要这币有何用？
漠
超级赛亚人！！！！！
0.5倍速，爱了
天津饭
大王
这是按照时间线画的啊
梦开始的地方
战五渣呢
阿笠博士
太喜欢第一季了
好像没看到阿拉蕾啊
肝硬化警告
这身高比例，掌握的厉害
三连了
NB
这个战队地被贝吉塔干掉的吧
cha-la
币比赞多的视频
Z战士
蔬菜人
那是悟空的老子吗
武泰斗师父
绝活
大王不是斗鸡眼
基纽战队
一看就是按照时间线来画的
龙珠牌面
萨波
哇
古鲁特
原版小悟空
原版小布尔玛
巴达克真男人
战斗力只有5的渣子
牛逼牛逼
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
我就问一句就画出来了，能卖多少钱？
太牛了
梦开始的地方
基扭特战队
tbb永远滴神
少了个界王的蚂蚱
悟饭！
太强了吧
太强了
苏怕赛亚人
孙一峰，你又放太阳拳！
贝吉塔脸崩了呀。哈哈哈
Z
悟空爷爷
最近补番就看到这了，悟空和克林第一次参加武道会
赛亚人，龙珠的巅峰开始
可以
欣赏你
基纽特战队
猩猩
大驾光临
对头
沙鲁是不是最难话的
有人吗
雅木茶
克林！！
沙雕战队参见
最强地球人！
ohhhhhhhhhhh
日本动漫反派人气第一
悟天克斯
牛逼啊
少了界王拳悟空
2倍打印！
超赛1变身真的是龙珠最热血的时候
太传神了
进度条
太強了  好比清明上河圖  可以掛在牆上~~
大王有个长高的梦～
币比赞多
天津饭
千年老二来了呀哈哈哈
流啤
是天津饭吧，不是天津卫
说丑的这就是原版画风
武泰斗
大王！
梅花橡皮
你币有了
兔子团 皮拉夫
依柯
UP 牛逼
你币有了
依柯，多多利亚，萨波，古鲁多 基纽，吉斯，巴达，利库姆
同款自动笔
爷青回
卡了
亚奇洛贝
太厉害了
是鸟山明本人无疑
武泰斗老师是真正的地球武术宗师，自创魔封波，真的牛
爷童回
原版 龟仙人
泪目
原版 雅木茶
顶顶顶！！！！！！
进度条感人
原版 普尔
克林祭天
原版 牛魔王
卖吗
0.5倍速播放有奇效
原版 兔老大
战五渣这个梗就出自这里
原版 皮拉夫一伙
原版 孙悟空（巨猿化）
牌牌占婆婆！
牛壁，三连啦，再看一遍
原版 小克林
西游记读者来点了个踩233
原版 兰琪（双重人格）
黑恰啦，黑恰啦
原版 天下第一武道会主持人（无敌的男人）
