是魔法，ta加了魔法在里面
不对劲，不对劲
都是三维的啊
为什么画出了用完擦笔的光滑感，我慕了
？：？？？
直接好家伙
亿点点细节
哇塞
教练，我想学
？？？？？？？
我靠了
光线追踪
6666
有病吧这么厉害
他不是在画画他是在炫技
？？？错过整个世界
发生肾么事了
是细节…他加入了一些细节
这排线，无敌
太强了
直接震惊！
woc
水浒为什么浮起来了
我是来看画画的不是来看打印机的
?????????????????????????????????
！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！？
哈？
握草
霍格沃兹魔法
卧槽，这是实体的吧
超写实素描
手超级美手超级美
大佬
刚刚发生了什么
关谷神奇大师兄
卧槽
发生甚么事了
白金打印机
我大意了
您是ai吧
发生了什么
啥也不说了，我三连你随意
卧槽……
能否求福画
卧槽
牛哇
拉丝都画出来了
发生神墨事了
！？！？
…………
靠几支笔 就能活的人
厉害竟然看不出来笔触
What the f**k?
名为：壶中的世界
打印机
年轻人不讲唔得
卧槽
好怕笔尖断掉
iphone打钱
卧槽
我人傻了
一眨眼我就看不懂了
大师兄
？？？
牛批
666
我果然是来地球充数的
不可思议
我寻思着我也没眨眼啊
人形打印机
我大意了啊
卧槽
我就去上了个厕所，刚刚发生甚么事了？
发生甚么事了
至少画四天
我靠
这真实感，哪家美院毕业
卧槽
狗咬巴黎
？？？！！！
???????????
真·亿点细节
拿照片骗我69岁的残疾人
啊这
？？？？？
不对劲
太特么可怕了
好厉害
太哈人了
打印机转世
我学废了
UP主，发生甚么事了？
你币有了
你用橡皮擦一下，我不信是铅笔画的
？？？？？。
放个水壶在这骗硬币呢
？？？？？？？？？？？？？？
高光边界要是清晰会更好的
卧槽
就这啊就这啊？……您看我配吗？
好家伙
很快啊
卧槽
这排线细……
卧槽
卧槽
打印机
铅笔不是只有2b的吗
好家伙，我直接好家伙
散了散了，这是生物智能打印机
不对劲
卧槽
牛逼
卧槽
卧槽
把里面那家伙放出来
画中画
RTX ON
666
这是亮面？？
离谱
握草
iPhone xr
卧槽
这是魔法
打印机
？？？？？？？
？
iPhone XR
要是我画笔早断了
真 艺术
我没了呀
打印机内部工作原理视频
厉害
看到这铅笔我就觉得事情不是那么简单了
RTX ON
握草
以假乱真
？！？！？！？！？？？？
抓住人民币
离谱
关谷他大师兄
诺 这就叫做专业
人体打印机
？？？？？
你就是渲染器？
抠神
真的其实还好
卧槽
这高光，nice
这波啊，这波虚实结合
？？？？？？
啊这
少拿真壶骗我
不对劲
？？？？？？
白金之星
关谷神奇的大师兄
这是什么铅笔？
人形显卡
砍刀削的眉笔不错
这反光很牛逼
打了个哈欠，世界变了
为什么只能投一个币
画照片，厉害
woc
牛逼
离谱
倒影出来了
？？？？？
临摹自己？
卧槽卧槽卧槽卧槽卧槽卧槽
卧槽了
发生甚么事了
卧槽，大意了
？？？？？？？？？？？？？？？？
十秒了
离谱
二向箔技术
卧槽
牛
神笔马良
卧槽
大家学废了么
卧槽
卧槽
水壶透视是不是有点问题
？！？
好家伙？
阿拉灯神丁？
真打印机
不能容忍
？
/
RTX ON
白纸准备好了，开头见。
已跪
不锈钢
我直接好家伙
不锈钢水壶
????????????//
啊啊啊
擦擦擦
吧唧吧唧的话个人感觉吧唧
这是人干的？
这个铅笔不会断嘛
强
同样都是手
每台相机里都住了一位up主
妈妈问我为什么跪着看手机
这是人画的?
发生了什么事
这是大触啊，感觉我素描白学了
太强了吧 高手 这是高手
卧槽
这壶是316L
离谱
牛批啊！
拿个真水壶搁这儿以真乱假呢。
不对劲哈
真。照相机
一句卧槽走天下
wc
人肉照相机
牛逼
好家伙，还是不锈钢的
影子方向不对啊
？？？？？？？？？？？？？
? ? ?卧槽???
打印机转世
左手是卡住了么
牛逼
卧槽
全世界都在努力阻止你学画画
发生肾磨石了
不对劲不对劲
卧槽
神笔马良
就这
卧槽
是光追，他用了光追
卧槽
？？？？？？
牛
太强了
握草
握草
卧槽槽槽
握草
？？？？？？
厉害
我大意了啊
卧槽 我分辨不出来了
给我画点钱
卧槽
最后一个币给你了
我天 真的平涂素描
您就是白金之星么
我大意了啊
卧槽
好家伙
原来是用手机拍的啊。你看湖上还有个手机
哪个学校毕业的？
卧槽
发生肾么事了
6
??
还能在离谱一点吗
这上辈子肯定是个打印机
就离谱
卧槽，，，太强了
自带光追
发生甚么事了
这币你有了
事先卧槽
卧槽
铅笔色号？
Up该洗手了
画成这样需要练多久？
我说婷婷
666666
好家伙
很快啊
有没有人看到换了几个笔
这不科学
已三连
亿点细节
卧槽！！
握草
？？？？？？？？？
RTX ON
不用10秒
已经卧槽了
这是人干得出来的？
卧槽
牛   B
卧槽
这不锈钢能用试剂测测啊？
，，我擦
卧槽？？？？！！！！
卧槽，真香，
好家伙，还带光影追踪
看看你这是人做的是吗
加亿点细节
卧槽
卧槽
就这？
真比葫芦画瓢
卧槽
卧槽！
卧槽
刚好十秒，我怀疑人生了
铅笔用的跟马克笔似的
卧槽
发生了甚么事
卧槽
这手好看
嘶～～～～～～
怎么可以这么吊
？？？？？？？？？
我直接握草
索尼手机？
卧槽
nb
？
发生了肾沫事
一切都是幻觉
？
？
人型打印机
卧槽
专业
开挂举报了
妙手
卧槽
卧槽？？？？
手有了，笔在哪买
我的眼珠子配不上看这样的手艺
卧槽
卧槽
美术生常规操作
卧槽
ohhhhhhh
挖槽
这得画多久啊卧槽
卧槽，这年轻人，卧槽，卧槽这年轻人卧槽
我直接好家伙
卧～～～槽
什么
笔有了，手要去哪里领取？
？？？？
???????????
卧槽
瑞兹的能量在涌动！
233333
手好看
虽然我不懂，但是看到大家卧槽，先投为敬
傻孩子，快跑。
原来不锈钢水壶是这么做出来的
woc
卧槽
惊了
妈耶
发生肾么事了
卧槽
发生甚么事了
巨卜米曹!
据说这一套完整的铅笔价值一块2070。。
？？？
打印机
好家伙
卧槽，不锈钢都能画出来了
？
直接无敌
快跑！
？？？？？这十秒发生了啥
我的天
他说他是乱画的，他可不是乱画的啊！
这比起来我就跟个残疾似的！
光线追踪
卧槽
我了个大草
？？？？？
卧槽
！禁止在麻瓜面前使用魔法！
卧槽我不画素描了不活了
太强了
我没有手
?
？？？
太可怕了
NB!
我生出来就是为了凑数
加亿点点细节
？？？？？
臣卜 木曹
离谱
不锈钢水壶的生产过程
你这不锈钢水壶挺好，我朋友也想买
好家伙
白嫖失败，一键三连
不对
卧槽
三连%
显卡成精了！！！
我举报啦！！
这套铅笔不便宜吧
不要那个不锈钢的壶来骗我
卧槽
大神跪了
？？？
所以石墨有金属光泽是这样啊
厉害了
卧槽
不就是个茶壶吗
发生甚么事了
震惊
我懂了，吧白色刮刮乐
卧槽
溜了溜了
离谱
很快啊
好家伙
卧槽
卧槽
明知道是画出来的，但就是感觉像照片
我总觉得要断了
我需要一双手！
66666
“up主”对:水壶，使用了二向箔
用的NB铅笔吗
?
耗只尾指
我不信
求bgm
我的天哪
人肉三维打印
？？？？？
卧槽 
这细节 完美
RTX on
你把你hdr贴图给我交咯
我去
卧槽
无情
卧槽
手好好看啊 
卧槽，，，，，，
我人傻了
3090TI吗？带光追？
卧槽
？？？？
这是魔法
？？？？发生什么了？？？？
卧槽
这是甚么魔法？
我只想知道他一次性削了多少只铅笔，画完还剩多少只
卧槽
握草
这光影太牛批了
握草
只能是句np
Rtx on
离谱
卧槽
？？？
卧槽
手是哪买的
？？？
非战斗人员请撤离
???
跪
ohhhhhhhhhhhhhhhhh
你说他是照片我都信
听说打败一个美术师只需要一片镜子，然后狠狠的摔在地上。
卧槽卧槽
？？？？？
握草
《早期不锈钢水盆生产过程》
woc
我慌了
见证二维变三维
666
二维的真实茶壶
卧槽
细节到位
我一看，哦，原来是个壶
就，离谱
牛逼牛逼
卧槽
情何以堪
RTX ON!!!
笔不错
？？？
神迹
精微素描
我怎么看不懂了
6666
像这种情况我一般只能用“卧槽”来表达
6秒就开始高能…简直不讲武德
这是人的手？
啊这
卧槽，是个狼人啊
wdnmd
发生甚么事了？
高高手啊
卧槽
woc
卧槽
打印机？
真就10秒呗
妈问跪
发生肾魔事了
卧槽！
我愿称之为绝活
牛逼牛逼
魔法？
手动光追
手动光追
？？？？？？？？？？？？
好丝滑
术高莫用
？？？？？
卧槽
666666
笑容逐渐凝固
人肉光追
点赞走人
？
？？？？？
卧槽
发生肾么事了
66666
再一次证明，我只是凑数的
卧槽
卧槽 还有镜面
对着照片画的
我也可以(指点赞)
五彩斑斓的黑
影竟然也画出来了
卧槽。。。。。。
比我家的炊壶亮程多了
卧槽
这也太强大了吧
我的大脑对手说：咱也可以（狗头）
这壶擦这么亮干嘛？
卧槽
手动光追
三连了
没文化，一句牛逼走天下
三连击了
哇塞
woc
卧槽
卧槽
？？
佩服佩服
“这不科学…”，“去他麻辣隔壁的科学”
RTX ON
脑袋和眼睛说学会了
什么情况
婷婷，发生肾么事了
rtx on
可能这就是五彩斑斓的黑吧…
卧槽
卧槽！
发生甚么事了？
美术生淡定的看着满屏问好，这是常规操作
RTX ON
卧槽
卧槽！
就尼玛离谱
拒绝开外挂
就，，，，这是什么神仙铅笔？
发生肾莫事了
天才
光追
牛批
茶壶的生产过程大揭秘
就离谱
nb
卧槽怎么活啊
泡泡茶壶？
真干净啊
RTX ON
这光泽
厉害厉害
厉害
人才
画得太顺利了，我甚至产生了我也可以的念头……
离谱
卧槽
好家伙，我特么直接好家伙
发生慎莫事了
要我去 我也不行
IPhone xr 呀
搁这给我变魔术呢？
说它是真的我都信
我整个人都不好了
好家伙
亿点点细节
卧槽
细节拉满
牛逼
仙术啊
谁让你在麻瓜面前使用魔法的？
sia好评
2233
2233
卧槽
你们没看到他手上的画画之星替身吗？
别拿黑白照片骗我
不讲武德
真就是十秒
RTX ON 
  买了两个  儿子很喜欢
卧槽
这是什么手机?
我勒个去
up只是一个没有感情的打印机
握草
牛牛
全程几乎没用橡皮。。
卧槽
自带光追？
？？？
十秒过去了
？？？？？？？怎么到这一步的？？？？？
我直接一个好家伙
卧槽
这不是有手就。。。有手也不行了
男生的手可以这么好看？
禁止在麻瓜面前使用魔法，宁已被警告（doge
666666
这什么天赋加点啊
卧槽
阿拉灯 神丁？
照相机成精啦？
???
一键三连了，握草
不对劲啊
卧槽
什么笔，我也去买只画
卧槽
左手是假肢吗
这个透视不错挺好。真的可以说是大师了
BGM MOVE YOUR BODY
打印机本人吧
直接好家伙
66666
铅笔是橡皮，视频为倒放～
卧槽，厉害
就离谱
我也有手，为什么只能拿来干饭
五彩缤纷的黑
功底厚啊
这反光和变形
卧槽
卧槽
？？？？
卧槽发生肾么事了
NB
学废了
你币有了
卧槽！！！
卧槽
。？？？？？？？
超现实主义嘛
经常吃打印机渡身体不好吧？
有手就行 我的不算
Wtf
卧槽
他可不是乱画的啊
牛
就就离谱
我知乎内行
太牛了
我瞎了？
卧槽
我的手只会擦屁股
这就离谱
我的手只会擦屁股
卧槽
人体照相机
好帅啊
照片打印机？
握草
立起来了
？？？？？？？
长得像我家水壶
这铅笔看的我起鸡皮疙瘩
这么丝滑吗
好家伙
卧槽
卧槽
卧槽
夜壶不错
卧槽
害怕
这？？？？？？？？发生甚么事了？
人体打印机
RTX on
好手
牛逼
我上我也（狗头）
这真的不是印刷！
这个笔在后面显得更立体了！
？？？？？
？？？？？？？
卧槽
发生甚么事了？？
为什么只能投一个币子
现在不会画照片都不算人了
秃了？
就这？
漂亮
666666
握草！这光追！
开挂 举报了
牛蛙
亿点细节
我滴天呀。名字起的太贴切了！！！
卧槽
卧槽
？
？？？
我的人生这么容易怀疑？
有手就行.............WC，我手呢
？？？
牛逼啊啊
BGM：move your body
发生甚么事了
3d打印？
怎么突然就升维了呢？？？
卧槽
这是铅笔？卧槽
卧槽
10秒了
三维的啊，都是三维的啊
rtx启动
背景音乐是什么
发声肾摸时了
人才
???
我这特么直接下跪
好家伙
这是魔法这是魔法
光追
卧槽
懂了吧？找个美术生让你想享受艺术美
发生什么事了
卧槽
啊这！！！牛逼格拉斯
卧槽卧槽
RTX ON
有、手。就行
这壶是个新的doge
神人啊 是你啊
？？？？？
啪的一下很快啊
必须三连
人性打印机
卧槽？头发这么多？！
卧槽
太酷了吧
卧槽
10秒了
比打印的还真
我愿称你为最强
这笔在哪里买
分辨率超高
！！！
nbnbnbnbnb
牛逼牛逼
？原来是打印机
盖亚！！！
RTX on ！！！！
马良神笔
牛逼
当然不一样啊
这强大的压迫感
这个时候就怕老师来一句：画的好，重新画
卧槽
 是304不锈钢吗
打印机
这哥们长了俩右脑
离谱
我就眨了下眼
卧槽卧槽
三 维 立 体 混 元 劲
这是妖术
卧槽
？？？
卧槽
我擦
很贵，我买过，现在家里还有两盒
我直接好家伙
？？？我就眨个眼的功夫
多说无益，三连吧
10秒过了
有手有铅笔就行（）
nb
RTX ON
最佩服这种手艺人
离谱？
这绝对有替身
卧槽
手动打印机
快告诉我，这不是真的
rtx 3090    8k
素描的最高境界
惊
奈何本人没文化 一句卧槽走天下
白色刮刮乐
建国之后不许成精，这只摄影精怎么回事
学废了
？？？
您就说传说中的打印机吗？
?
三连预警
发生肾么事了
woc
这只是铅笔啊，如果漆面还好说，大佬啊！
这河里吗
不带这么玩的
主要是手怎么卖！
教练，我也想学
你确定这是十秒吗，，，，，，
神笔马良，
牛逼
卧槽
卧槽
卧槽
挖槽？？？
画中画！NB
人体打印机
卧槽
可能这就是素描吧
就这就这就这
卧槽
卧槽
？？？我擦
OMG
我靠
就这?就这?就这我几辈子都做不到?
我是来看画画的，不是来学法术的
光线追踪
?
光追
nb
发生肾磨石了
发生肾磨事了
我现在的心理情况就是…脑子:我懂了，我也要画一个！手，胳膊，眼睛:你懂个屁！你不用画画，画画的是偶们！！内心:画什么画这么懒，想要我的手作废吗！？行动:趴在床上已作废…
卧槽
卧槽
??????
额   溜了
关谷他哥阿
绵羊
过分了
来自单细胞的仰视
牛逼
卧槽
只会说卧槽了。。。
他说他是乱画的
就离谱
他说他是瞎话的，他可不是瞎话的啊，高光阴影暗部，训练有素
牛批
这个是真的牛逼
卧槽
卧槽
我的手呢
RTX ON
懵逼
？？？？？？？？
？？？？？？
为什么要跑呀
卧槽
卧槽
卧槽
离谱
这种画技我不配
我就随便画画，别大惊小怪的
WCC
卧槽卧槽卧槽
卧槽还有反光
握草
这影子好离谱
却为整个人怀疑人生 
好家伙
你在拿水壶糊弄我们
卧…卧槽
好家伙！我直接好家伙
卧槽
woc
这排线看得我太爽了！
卧槽
我画画很喜欢一点点的去扣，然鹅被老师骂了大半学期不得不改
美术生，看了视频决定放弃
就很离谱我靠
发生甚么事了
这歌太健身feel了
"wc,流批啊"
确定了，我活着真就是凑人数的
666
好特么抽象啊
卧槽？！
卧槽
这是真的铅笔吗？？？？？
？？？
？？？
卧槽
左下不知火好评
来自水壶的肯定
别看了你们都是fw
卧槽
百草园
？？？
？？？？
加亿点点细节
？
卧槽
我靠
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
绝了绝了。
好家伙
这构思，这步局。。
说实话。。。。其实我也可以（默默的一个美术生）
？？？？？
牛逼牛逼
手是什么？
卧槽
好家伙
这对色彩多敏感
卧槽卧槽
嘶。。。
？？？？
禁止在麻瓜面前使用魔法
RTX ON
卧槽
要用魔法对抗魔法，
握草
卧槽
脑子我学会了，手你在放屁
好家伙
卧槽
牛批～～～～～～～～～～～～
他，好猛。这么久，铅笔还是尖的
卧槽
这透视牛壁
卧槽
????????
卧槽
？？错过了什么
我可能要学十年
卧槽卧槽卧槽
我没手
卧槽卧槽卧槽卧槽，，开挂NB。
真·打印机
？
卧槽
我是开光影了吗
我要这币有何用
传说中的超写实
我整个人 完了完了 废了废了 我不配了
也就只有那么亿点难吧
卧槽
厉害真厉害，真厉害！
卧槽
这就不是人能画出来的东西。
有亿点点跟不上
Xr
！！！！！！
发生肾么事了
握草
我以为夜壶呢
我嘴巴没有合上过
？？？？
眼睛：爷瞎了
把这手借我40分钟行吗
个草
就把手最简单了
光追！
握草？？？？？
立体画
三维立体混元劲
卧槽
是打印机！她是打印机！
我擦
流弊
大佬
这是人？
卧槽
手说：我会画，脑子说：我还没想明白
卧槽
2D建模。。
up主是转载的
马良与神灯
卧槽
学会了，请问手在哪领？
把我的下巴找回来！！！
禁止在麻瓜面前使用魔法
3 D 打 印 机
三维立体浑元劲儿
他没用橡皮？，！！！
加亿点细节
这得多细节啊
厉害了
RTX ON
我人傻了
不过如此（狗头）
卧槽
阿帕茶壶
握草
好家伙
卧槽
这得吃多少打印机啊
卧槽
说画RMB的那个，不行，这个up画RMB犯法
UP:基操勿六
说真的这真的耗时间
卧槽
我居然渴了
光的反射
好家伙
只需要亿点点的时间跟手法你也行
发生神魔事了
发生肾么事了
厉害
美术老师看到这样画画当场给你擦掉
???
？？？？
好家伙
卧槽
我想问有几样不是画的
我的颠倒怪，快看！是朋友
牛逼
发生肾麽事了
好家伙
卧槽
卧槽
我的眼睛是哪一步出了问题？
百草园
RTX：ON
白嫖失败
有的人总是借画画儿施展魔法。
牛批牛批
真的是卧槽了
卧槽
牛逼
卧槽
。
不讲武德
卧槽
别以为你拿个真瓶子就能迷惑我的眼睛！
直呼好家伙
快点拿起来！
？？？？？
这手怕是开光过了
这是什么吖！
亿点细节
此时的我裂开了
卧槽
不当人系列
亿点点细节
卧槽
？？？
生怕等下可以拿下来。
6
我手呢
卧槽
人眼打印机
9卧槽！！
离谱
哇塞卧槽
卧槽
我果然是凑数的
美术生表示诶什么
卧槽
卧槽
别施展魔术
前
卧槽
卧槽
我的天啊！！！！
爱死了这个壶
拍照不好吗
卧槽
我丢
卧槽
卧槽
3D人肉打印机
卧槽？
人体打印机…
好的卧槽
说实话其实一般
很快啊
纳尼
這筆尖看得我害怕
这是人手？
卧槽
这就起飞了
卧槽
好家伙，一上来就甩我们个宇宙
卧槽
不 锈 钢 笔
卧槽
？
显卡成精
兄弟们，把巨卜木曹打出来
一步到位
啊啊啊卧槽
卧槽
6666
？？什么！？？
rtx on
前面说画人民币的，应该是最基础的了吧
卧槽
??
我快进了一下发生了什么
卧槽
？？？？？
人体打印机
牛蛙
钛合金的家伙，利害！
卧槽
卧槽
错过了亿点点细节
卧槽
帮主，快出来看打印机成精了
手动光追
王德发
人生啊
加亿点细节
卧槽！
百草园
牛逼牛逼
就tm离谱
草
我还是努力专升本吧
这双手好值钱呀
卧槽
卧槽
安静，我先说一句，首先，这铅笔我就不会削
啊这？？？？？？？？
绝活
握草握草握草
？
左手挂机中
您这铅笔是用奥氏体不锈钢制作的吧
厉害啊
这年轻人卧槽
卧槽
不遭人妒是庸才
牛笔
默默打开了我iPhone的照相机
这手多钱？
铅笔:你不说，我TM都不知道我怎么厉害呢
卧槽
牛批
好家伙
卧槽
握草
臥槽
？？？
技术活当赏
看一堆装备就知道不简单
大师兄是你吗??
卧槽
发生肾魔是了
？？？
要用魔法打败魔法
卧——槽
卧槽
卧槽
卧槽
卧槽
喝口水而已，不至于不至于
卧槽
嗯?????
??????????????????????????????
好家伙
也就有那么亿点难
卧槽
我靠！
发生了什么？？？
奈何老夫没文化，一句握草走天下
人肉打印机
我大意了哈，没有闪
卧槽
我感觉我好像看到了颜色？
这视频好长啊
卧槽
卧槽
卧槽
666666
中国神手
这金属的质感，卧槽
好神奇啊
草
卧槽
手也好看
卧槽
人做事？
这张纸在哪买
我以阿兹卡班的名誉告诉你，你被捕了
一万个卧槽
跪了
上辈子是个照相机
这铅笔多少钱
卧槽
不对劲
卧槽
woc
这对色彩把握真好
无奈本人没文化，一句卧槽走天下
我要这橡皮有何用
为什么这个水壶这么明亮啊……
我是说，您家的水壶拍出来也太干净了
一块橡皮全没了
卧槽
建国之后不许成精的啊
复印件的眼睛么。。。
一定是我的笔不对，不然我为啥画不出来
我不知道我能干什么我买点铅笔送你吧
你为什么要打着壶自拍？
卧槽
《打印机的工作原理》
卧槽
握草
我去。
满级大佬屠杀新手村！
卧槽
牛逼牛逼
卧槽
卧槽
我靠
卧槽卧槽卧槽卧槽卧槽卧槽卧槽
牛逼
卧槽
NB
卧槽
这难道是卢本伟开过光的手？
卧槽
卧了个大槽
卧槽
卧槽
这
卧槽
卧槽
？？
卧槽
马良
WOCO
少拿照片唬我
卧槽
？？？？
一定是笔好
光影魔术手
卧槽
请不要打印照片
卧槽
卧槽
卧槽
喂饭喂饭
woc
我去
卧槽
卧槽
卧槽
卧槽
卧槽！
卧槽
卧槽
卧槽
这壶哪买的呀？
牛逼
卧槽
发生肾么事了
怎么这么快
卧槽
卧槽
我刚刚喝了口水，发生肾么事啦
卧槽，大佬牛逼
RTX ON
看到这个排线就知道事情不对
过于真实
如果我有这支笔
哇塞
超写实而已
奈何生来没文化，一句卧槽行天下
这手多少钱→_→
这是神马魔法
卧槽
我直接好家伙
卧槽
是女生
卧槽
光线追踪技术
我要这手何用
卧槽
笑死我了弹幕
提前卧槽
卧槽
大神好
老爹说过要用魔法打败魔法
握草
又一个橡皮失去了梦想
降维打击
妈妈我怕
？？？
握草
你在拿照片骗我
三连了
食堂泼辣酱
食堂泼辣酱承太郎是你吗
卧槽，绘彩就变真的了
卧槽
好真实阿！！！！
？？？？？？
是我跟不上时代潮流了吗？
卧槽
ohhhh。已经惊艳我了！
ohhhhhhh
哇
亿点细节
卧槽
这有10秒
没几十年功底画不出来
联考考了佛陀。。。。
流弊
卧槽
卧槽
卧槽卧槽
等一下。美术课上课了？
年轻人不讲武德
卧槽？？？？？？？
卧槽
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
卧槽
卧槽
卧槽
得赏
真他喵的厉害
流批是咋写的来着
卧槽
卧槽
卧槽
臣卜    木曹
卧槽
没有感情的打印机
这还是纸吗？
请问一下，您为什么要把水壶上面的白漆刮掉
牛逼
？？
牛逼
卧槽
？？？？？？
我怀疑你上辈子是个打印机
wcwc
喵喵喵喵（大意：是人都能画出来）
好家伙？
眼睛其实是会的。
牛掰
卧槽
卧槽
人类进化为什么不带我？
卧槽
卧槽
卧槽
哇塞
用的是铅笔没有擦
卧槽
???????我勒个 ？？
一句卧槽行天下
这是人画的？
发生甚么事了？(゜ロ゜)？？
卧槽
这世界多我一个会画画的人能怎么样
我擦
卧槽
卧槽
卧槽
？？？卧槽
卧槽？
???
卧槽
神来之手吧
卧槽卧槽
卧槽
卧槽
卧槽
卧槽，金属感这么强
卧槽
卧槽
嗯嗯嗯？？
卧槽
缓缓打出一个？
这就是铅笔吗
卧槽卧槽卧槽
老蝶说要用魔法打败魔法
卧槽
卧槽
果然是有才华的人就能得到我的一键三连
卧槽
卧槽
这布盒里
教练，我要学这个
原谅我只会卧槽
66
卧槽
不对劲
这我也行
wocnb
多喝热水
看着装备就不简单
是我们的笔不一样对吧
卧槽
？？？？？？？？？？？？？？？？
我不信
照相机？
卧槽
卧槽
就很秃然
好家伙好没怎么擦过
在这1分30秒里我经历了什么
卧槽
不是说了吗？在麻瓜的世界不能使用魔法
卧槽
天 埃舍尔转世
打印机
卧槽
卧槽
不对劲
？？？？卧槽
卧槽
？？？
好家伙，照相机转世？
臣卜木曹
臣卜木曹
牛逼二字你值得拥有
卧槽
牛逼坏了
严禁在麻瓜前用魔法
卧槽
关键是，这还是只用一支笔画出来的
我要学这个魔法
请问这双手在哪儿买的啊？
这个铅笔我有一支12H的，用了五六年哈哈哈磨不没
上辈子是打印机
我擦嘞
？？？？？
我是如何练废的
槽，感觉自己活的像个草履虫
卧槽，这金属的光泽是怎么画出来的？
都不用橡皮的吗
据我多年的审美标准，这幅画最少值十万
假的…绝逼假的……
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
这是人的手嘛？？？
警告:禁止使用魔法！
超写实素描
牛皮
你好可怕怕
卧槽
卧槽，大佬，太有钱了，两大盒的三菱红杆
发生了什么？
？？？？？
？
卧槽
卧槽！
卧槽卧槽
发生甚么事了
卧槽
卧槽
这么吊
把握草打在握草上，握草们
卧槽直接升华到三次元
握草
太牛
原来水壶是这么生产出来的
传说中的精微素描
