之之好棒！！
毕竟是按照英文谱的曲还是英文最有感觉
中文和英文差太多其实需要花心思填词
！！！！！
jio～
闹太套，，，
！！！！！！！！！
火钳刘明
起   床    啦
啊~~~
母语羞涩
hhhhhhhh
一言不合就唱歌
哈哈哈哈哈，今天刚看完
这个声音好像啊
太强了
啊啊啊啊啊啊啊啊太棒了
awsl
哇
鸡皮疙瘩
大半夜唱歌，扰民吗？
好棒啊
好棒啊
硬币不足，气死我了
我也是
爱死了
喜欢之之的声音！
#4 4 #4 #3
【邪神的低语】
？？？这不是原唱？
妈耶
我爱英语！
我觉得就是原版
空虚了
在影院看这段3d效果炸裂
九宝好强！
太好听了吧
好听的
在日本看完真的满脑子道の旅へ～～～～～～
一直起鸡皮疙瘩
握草，不是英文版吗
寒影决
麻麻我跪了
你有币了
牛逼
火钳刘明
卧槽
来个泰语或越南语就666了
NB
九宝声音好像原声
...
我没什么文化  卧槽
我觉得汉语和英语好听
日语好听
太好听了。。。
！！！
！！！
up主的英语发英最好
火钳刘明
好像原唱啊
火钳刘明
先点个赞
开头见
这个地方在电影院看真的是效果炸裂！！
只要不作为商业用途就不算侵权
呵呵
给大佬低下头颅
两位姐姐都太棒了吧！太好听了！吹爆！
九宝是爱莎本人吧
妹妹：姐，大晚上的
丝滑，切换毫无违和感
好棒
太牛了
我举报。每个夜晚那个人就是我舍友 葛二蛋
我丢 牛逼 无缝切换这么多语言
音准可以
你有币了
在看的300个人宁们猴啊
你币有了
啊啊啊啊啊啊啊
好听诶
高跟鞋踩在冰上
看电影时这个声音太吓人了
？？？？
一身鸡皮疙瘩。
真的太好听了把，www
一身鸡皮疙瘩
???这就开唱了?！我以为是原唱！
66666
说扰民的你是要笑死我吗
太强了
这次一定
这次一定
太好听了 全部中文更喜欢
完了想二刷
好棒
都给老娘醒真是笑死我了
拔刀吧 我老婆
我靠啊啊啊啊这也太好听了吧！！！！！！！！啊啊啊我死了
握草鸡皮疙瘩
啊啊   啊啊
歌词打错了吧，唱的好像是here
+
爱了哇啊啊
我跪了
66666666
666
突然韩文？
哇噻
阿伟死了
一言不合就唱歌系列
只是好棒
中文很好听！！！
加速了吧？
你币有了！
啊啊啊啊啊
哇靠有些咬字也太像羊崽了
我才发现不是一个人唱的
寒   影     绝！
美
爱莎太美了
？？这特么不是原唱？
皇室睡姿
我也
鸡皮疙瘩都起来了
说实话 我是听过各种翻唱才觉得这歌很可的
？？？？？？？？？？？？？？？？？？？？？？？？？
4语言  你真的牛逼
脑子还是去啊啊啊啊
啊啊啊啊啊艾莎太美了！！！！！
开头见
好像啊
火钳刘明
泰妍！
很强
火钳刘明
九宝
起鸡皮疙瘩了
为什么突然日文？
哇哇哇
卧槽！！！！！
upNB
太好听了！
我觉得这就是原唱
你们抢up我只要艾莎
发型有点危险啊
B站人均大佬
 日语好听
卧槽
鸡皮疙瘩起来了啊啊啊啊啊
同事问我为什么跪着听
太好听
awsl
好听啊！
这是我亲故！！！
小姐姐爆发力太强了   鸡皮疙瘩啊啊啊
这不是原版吗
对不起，我错了，老婆
你们睡觉不盖被子？
卧槽？！！！
咋回事突然感觉好冷
寒影决的那个放学别走！
歌唱的是俩仙女吗
棒棒哒
神啊！崇拜你之之
英语的好听
我妈问我为什么跪着
牛批
我缠着你
啊啊啊啊啊啊啊啊
哈哈哈好听
好好听我的天
跪着打字太辛苦了
演着演着就开始唱大戏了
火钳留名
韩语唱的好好听
我靠！绝了！！
睡觉不卸妆吗
你币有了 太牛了
声音爱了
起鸡皮疙瘩了
冰雪1:来里狗来里狗 冰雪2:噢噢噢噢
有点炸麦。。不然更舒服
听几遍也是鸡皮疙瘩！！！
啊啊啊啊啊啊啊啊
哇
多语言还能对口型，赛高!
寒影决我头没
。。。？？？
九宝好强啊靠路转粉了我！！
哇啊啊啊啊啊啊啊啊啊
Good！
英文好好听！！
鸡皮疙瘩啊啊啊啊啊
还是英文好听!!
开头见
高跟鞋踩冰上不会滑倒吗？
taiqka
好棒！！！
日语突然中二
吓我一跳，，，
开口跪啊
歌名別睡那個你要笑死我嗎哈哈哈哈
哇哦
这是翻唱嘛？怀疑了哈哈哈哈哈哈
！！！
我天，这不是原唱吗！！！给跪了
哇 韩语好听啊！
韩语好听！
woc
好好听！
寒影决的别走啊啊啊啊啊啊
好厉害
66666
awsl
太强了
这个声音真是绝了
原版大佬给跪
为什么是韩语
好听好听
鸡皮疙瘩
女王：老娘的天下不存在扰民一说
我起鸡皮疙瘩了。
真的厉害
有点中二
Wc
同起鸡皮疙瘩
卧槽
九宝好听
只能说外国人的音乐制作比较成熟
鸡皮疙瘩起来了
哇
卧槽鸡皮疙瘩
后脑发麻
鸡皮疙瘩
币给你，我不想跪(不，已经跪下了)
像P吃
想P吃
真的好听
可爱
要是离天花板再远一点就更好了
恐怖如斯
韩语无感
寒影诀的hhhhhhhhhhhhh
口型对上了
四种语言了
imax爽炸
脸上都起鸡皮了
有内味了
好听!
？？
太好听了
雪灵
求俄语版的是认真的吗 词频超密超长啊
www
大佬卧槽
太像了这个声线
好好听
牛了
妈呀呀呀
艾莎好可爱啊
感觉是英文跟日文唱得最有feeling了
 太绝了
天哪
都好听啊啊啊啊啊
好听啊啊啊啊啊啊啊
有点东西
哇好听啊阿啊阿啊阿啊，之前不知道在哪里看的好像是原唱都没有这版本的好听
还是英语好听
张靓颖？
看完电影我只记住了艾莎的美貌和这句啊~~的调调
太厉害了
我觉得国语比较有感觉。。。。
哇和kty声音好像
ohhhhhhhhhhhhhh
666
好喜欢那个啊～
鸡叫了鸡叫了
英语的好听
我要哭了
卧槽
啥时候听周深九国语言来唱
鸡皮啊啊啊啊
哇之之开头也太好听了吧
哇哦 之之这音色
啊啊啊啊啊啊
声音好像啊哇哦
日语一出立刻中二
开口跪
之之的和声很空灵哇
牛逼啊啊啊啊啊
牛逼啊啊啊啊啊
火钳刘明
我去的那个电影院太好了 买错成国语 他还让我看了后面的英语版  开心
艾莎我老婆  都给我让开
这个韩语牛b了
我觉得还挺有原唱feel的！赞！
不贴角色
wocwoc卧槽卧了个大槽绝了
妈呀！好听炸裂！
神仙吗？？？！！！
简直原唱
泰妍？？？？？
啊啊啊啊啊
爱了
想到了那只喊啊哦的土拨鼠
好好听
awsl！！！
好像就两个人？
牛逼
英文歌当然英文顺耳了，还需要讨论吗？
音色真棒
为什么要用原唱骗我
之之，太棒啦
太强了
？？？？
九宝太厉害了啊啊啊
卧槽太厉害了
卧槽！好好听我死了
事实证明中文也可以唱得不尴尬，只要你声音足够好听惹
起鸡皮疙瘩了，好好听啊啊啊
我以为是原唱
寒影决
韩语有点奇怪
闹太套~
鸡皮疙瘩！
awsl
我都听不出来是好几个人，感觉就一个人！！！
好听！！！
一giao 我的guao  giao
英语毕竟原版
牛壁
火钳刘明
牛逼
英语好听
法师控制强，冰霜秒全场，
英文的节奏好，日语汉庭
还是英文好听
太棒了吧！！！
寒影诀等等我
啊啊啊啊我爱
哇，一开口鸡皮疙瘩都起来了
中文最好听
这么唱都吵不醒她妹妹
起鸡皮疙瘩
寒影绝的，我打飞你头hhhhhhh
woc太强了英语冲！
太好听了啊啊啊
厉害！
人才！
大制作！
开头见！
白色相簿无声哭泣！
我天太强了，这气息也太稳了
好喜欢中文版噢
三连
棒棒哒
日语?
我的妈耶 都给我拿硬币砸up
嗯？我哭啦
鸡皮疙瘩！
鸡皮疙瘩掉一地，牛批
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
棒
想去QQ音乐听听原唱！！
太强了！
今晚别睡系列
好听
艾希我爱你
寒影决的哈哈哈哈
我这只有国语版哭唧唧
想下一个之之的全英文版
寒影决xswl
英文中文最好听！最有气势！
我c槽
女人唱歌男人死
邓紫棋？
牛批！！！！！
比起那四个男的唱中文版我还是喜欢这个那四个男的我感觉有种说不出的奇怪的感觉
我去，我去，神仙下凡，辛苦了
迪士尼警告
穿这么少 不冷吗？
每个语言的还学了声线！
喜欢日语和韩语！！！
好像泰妍
我还以为我在听原版……？！好听啊啊啊啊
这里3d效果真的超棒（然后就是好好听啊啊啊啊啊）
好强！！
九宝好听
好大气啊啊啊啊啊啊
wc
神仙
nb！
太棒了吧！！！啊啊啊啊啊啊啊啊啊啊啊
好听！
没听够啊
这个英语不是原唱
这里的英语不是原版，没有原版的英语有感觉
好好听！！
老婆，你怎么可以这么漂亮？
陪小朋友看的中文觉得挺好的
开口跪
九宝声音好棒啊！！！
膜拜大佬
泰妍吗
咬字好听
亡月劫！
全身鸡皮疙瘩了
九宝好好听
之之复之之
日语的气势没表达出来
来来来啊
最后这个和声加高音我的妈真的震撼我全家
日语好听啊！！！！！！！
好好听啊啊啊！！！！！
太好听了
因为馋你的身子
哇塞，好厉害
配上let it go也是没有违和感的
哦哦哦哦哦哦哦~
泰妍？
卧槽
泰妍？
火钳刘明
太厉害了！
太好听了！！！（哭泣
谁！到底谁半夜唱歌
牛逼
好听啊啊啊啊
四个神仙
为什么怎么做到弹幕在人物后边的？？？？
确定不是原版?
951人
太厉害了
三连安排！！！
之之好听
670个在看的 人们啊
逛了一圈我又回来了
果然这歌还是英语好点。不过其他三种各有各的优势好评
泰妍！！
我又来了，我爱之之！
鸡皮疙瘩
希望能在网易云听到
好棒
4d更炸裂
厉害啊
跪了
感觉没有胡的女王气质。。。
我的鸡皮疙瘩
+0000
听醉了
醉了醉了
我以为是原版
日语出来 鸡皮疙瘩一地 oh'~~
英文英文行么
毫无违和感
好听！！！
开口跪
我觉得中文词不好
陛下的歌声天下第一！！！
鸡皮疙瘩起来了
卧槽我好想看电影啊！！！！！
真的像泰妍
太牛逼了
当是看的国配版，迪士尼电影国配都没什么违和感
还是英语最好听
英语好棒
我鸡皮疙瘩了
？？？？？？？//
？？？？
神仙！！！
韩语好听
+
----*/
寒影决！！！！1
寒影决~~~~
~~~~
喜欢日语
联合国版。。。。
像泰古
爆发力超强
我跪了我跪了
卧槽！
开头见
英文赛高啊
天呐
还是中文和英文好听。。日语发音的确差了点。。
不像邓紫棋，别带我姐姐
鸡皮疙瘩
首页通知书来了
好羡慕
耳朵怀孕了
太好听了
都好棒啊
说汉语那个 虽然是很棒不过真的有点牵强了吧。。
跪了跪了
这歌太好听了趴
xhe
好吧妈妈问我为什么跪着看了
看电影放的中文版的歌我真的……哎不去英文版有感觉
日语好听哎
卧槽好听
666666
太好听
傻了
扰民了您！
666666
woc啊啊啊啊啊啊啊啊
靠 太好听了
啊啊啊啊
日语好棒
好棒
发生了什么，这么动听的歌声，怎么才发现！
楼上神父加把劲
原来唱的是中文
比原唱好听
好
好
有一说一英语最自然
之之是谁？
这么美可惜了，不是我能接受的类型
太好听了
刘辟
啊啊啊啊喜欢日语
听的我鸡皮疙瘩出来了，好听
太好听了叭！
马上三连
我只想感慨一句，头发真的好多啊
卧槽牛逼
你币有了
这真的不是原唱？
鸡皮疙瘩都起来了
简直好听的不要不要的！
这里的特效电影院看的起鸡皮疙瘩
中文比较好听啊，其他也不错，韩语有点听不出调
底气好足啊！
！！
好听，加油
我爱上九宝了
缠着你
汪汪汪
太强了
中文最好听，不接受反驳
大晚上不睡觉
之之何其多
挖槽牛逼
不服就开腔
口型真的对上了
棒棒
日本人说：对不起，日语才是最美丽的语言（每个国家的人都会对自己的语言感到自豪吧）
有内味了
歌詞怪怪的hhh
真的觉得英语和韩语最好听
说口音的我托福110都没感觉这发音有啥问题
英文好听呀
英语好听
上多了phub 无法直视公主了
鸡皮疙瘩
厉害厉害
神仙
阿伟死了
东边唱来，西边和
我觉得不行
玛雅!太好听了!!吧!!!
？？？
想起姚贝娜了。。。
日文刚好唱到副歌当然显得好听些
碧水中流至此回？
爱了爱了
吹爆
我差点就以为这个是yuqan
我差点就以为这个是原声了
呵呵噢噢呵哦
四剪一？
66666
太厉害了吧
没段谁唱的字幕不都标了吗？这年头瞎子这么多？
还是英语好听
英语太好听了吧
天哪！
太好听了吧！！！
个人感觉中文和英文最好听
啊啊啊，好好看，少女心爆棚
想看电影的不要犹豫！！！绝对值！！我先五刷为敬！
牛逼。。。
；         ； ；；。
开口跪
吹爆九宝！
哈哈
太棒了
爱了爱了！
哈哈哈唱不上去降调了
这里还是韩国的爆发力强
很厉害了
好像泰妍
???????????????????????
啊啊啊啊啊啊啊啊啊啊啊啊啊牛逼啊啊啊啊啊啊啊啊啊啊啊啊啊
连看三遍！不管什么语言我都喜欢！两位都唱的好好！弹幕不要争了！
英语好好听卧槽
⊙▽⊙
好厉害
我天好像抽抽
韩语好好听啊
没有人说他这个发型很危险吗？
美国留学生表示这发音已经很好了。。。
！！！！！！！！！
英语好听
韩语好好听
woc
哈哈哈哈哈哈哈哈哈可你就是杠精无误啊
我又来了
nb
有一说一这首歌还是英文好听
！卧槽！
英文感觉最好啊
这有啥
很好听，但还不至于鸡皮疙瘩
你币有了
谁说唱韩语就是韩国人的？？？而且中文发音还行吧，有口音普通话不标准很正常，是中国小姐姐好吧
英语最好听
没必要你觉得
啊啊啊
就这样吧？？？？
?
太好听了
啊啊啊响！
能不能中韩日语一起唱呢？？？
amazing 
再来一遍
我爱死了！！！！
卧槽，我都错过了什么？
英文好听
我老婆拔刀吧，我开跑了
哭出来
好听
除了韩语其他的都可以
好听
其它听不懂还是觉得中文好听
好厉害！神仙唱歌！
这个吟唱！惊艳！
卧槽卧槽牛逼
全是女王声线
 e
好好听啊
韩语
还以为原唱！
ohhhhhhhhhh
我跪了
中文好听
mei de mao pao
你币有了
午夜狼嚎
竟然还有人说英语不标准，我笑了
啊啊啊啊啊啊
哇哇哇还有转身的效果音
大佬！
看过了～
太好听
什么
喜欢中文和英文
我去，这里太像原唱了
好听
牛B
这个声音真的一瞬间好像泰妍！！
别人的剑还没有出鞘，你就举起盾牌下了跪
这里特效都炸开花了
好听！
我有点担心她因为缺氧晕过去
我现在还在纠结是不是原版
真的不要再拿原版骗我了哼唧唧
我觉得吧中文有点违和啊
已经退了色的相册
卧槽牛逼
日语好好听www
666666+
太好听了
真的可以出道了
大半夜嗷嗷叫不好
你币有了！
卧槽
厉害了
好牛掰
再来亿遍
还是个学霸
英语的好听诶
英语可以
B站是个需要跪着看视频的地方吗？算了太卑微了，一天就看一个吧……
爱了爱了，拔剑吧诸君，这是我老婆
英語好聽。
+
哇
哇哦
在这撕壁有意思吗，b站的糟粕就是那些撕壁引战的人
666
没听过原版来听
那些杠的人你来试试？
还是原声最合适
有人觉得恐怖没
啊啊啊啊啊之之
好好听
卧槽！
好好听
我也叫之之
我靠好像泰妍的声音!!!
牛逼!!!!!
好好听！
太牛逼了 前两句就跪下了
牛壁牛壁
我的天哪！！！！！这个me到啊啊啊的过程我啊啊啊啊
神仙
啊啊啊啊啊啊啊
卧槽~~~~~~~
？？？？？？？
牛笔
强
只是来看媳妇
日语赛高！
我爱了
好好听哇
你要怎样
跪了跪了OMG
原本那就是英语啊
好a！
卧槽
啦啦啦
和原版太像了吧！
好牛批啊
好听
还是英文最自然好听
之之时谁
好棒
唱的好听，但我觉得比不过原唱
原唱这个地方感觉比这个翻唱的音色更差沉下去点？但这个也很好听啊啊！
好棒
声音有点像tyjj
艾莎女王！！！！！
汉语最棒最好听。
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！
卧槽
卧槽
，666
今天我买了冰雪奇缘的指甲油!!!很兴奋
nb!!!!!
卧槽
声音都很像啊！！
英语最好听
一日亿刷，开始
母语羞耻哈哈哈哈哈海星
有点头皮发麻
牛皮！！！
⊙∀⊙！
OMGD！！这翻唱太专业了吧！
大佬NB
太好听了
太强了啊啊！脆！
NB！
之之下凡辛苦了
学韩语的我惊呆了
i了i\
爱了爱了
爱辽
4种语言!
还是英语好听
好听
哇
又拿原唱骗我
无限循环
女王大人好
6666
太强了
66666666
投币了
我的逼早就装好了
这不是原版
阿蕾蕾
太棒啦！
我自从听了这歌天天在学校和姐妹吼
之之NB
鸡皮疙瘩
太强了
好好听！
会英文对目前的我来说是挺厉害一件事的
只有中国人才会把每个单词唱得这么清晰，而且每个国家的音乐语调是不一样的，日本不适合唱高音
爱了爱了
起鸡皮疙了的好听
卧槽……
啊啊啊啊啊啊太强了
太好听了吧
之之音色和原唱几乎要iy
果然不能站着听
颅内高潮
2倍来一波
起鸡皮疙瘩了
我敲这个噢真的太像了吧
NB
我天灵盖飞了
寒影决别走
卧槽
都会好多种语言！！
流弊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
好好听啊啊啊啊
日语太好听了
啊啊啊啊啊啊啊啊
牛逼！！！！！！！
呸，在这撕逼的你行你来唱啊！
握草真的好听我哭了
我回来了
韩语！！！！
好好听啊
去电影院看真的这里有点害怕
大晚上不睡觉出来唱歌？？！？哈哈哈
好棒啊！！！
中文好听
英语最经典了
好听
口型对上了？？？？？
再来亿遍
太好听了吧
这是原版吧
好牛逼啊
这是神仙唱歌吧
哇哦哦哦这块太好听了
牛逼
英语 和日语
哇塞！！！！
寒影诀的哈哈哈哈
nb
nbnbnb
表白泰妍
这里太像了！！！
老婆！
啊啊啊啊啊啊
哇噻
韩语好好听卧槽。！！
好听
中文好好听，没有违合感
好厉害啊
老婆你好~
第二遍
船袜好看
看我发现了什么！！！！！！！！
我看这个完全没看懂
国语听第一句就跪了
好听
oh
我天灵盖要翻了！爱了！！
鸡皮疙瘩
nbnbnb
九宝也太棒了吧！！！
...
十万根头发
？？中文？
二刷
敲好听啊！
确实有点像泰妍。哈哈
我去 太像了吧！
超大制作
啊啊啊！你币有了！！！
英文真的好好听
哪里有炸麦！是你手机不好
啊啊啊啊
真的好看
不惧弹幕？？
花腔嘛？
喜欢这个
你币有了
耳机党炸裂
我要币干啥
谁告诉你日语不能唱高音的
厉害了
有没有资源让我下载下来
英文比较不唬人
什么来自天朝
韩语英语好听
韩语英语好听
韩语英语好听啊啊啊啊
好腻害
好腻害
皇室睡姿
歌挺好听 电影一言难尽....
生命的真香~
雅思7就有发言权了笑死我 评判别人口音的和这种都是憨批
哇
卧槽
6666666
好好听！
卧槽卧槽卧槽卧槽
结束的好快
头皮发麻
三连了
棒啊
要出新歌了吗？
好期待
粤语版好听
爱了爱了
天呐这么好听
好好听啊啊啊啊
太好哭了
这英语发音真的很棒了
少女杀手-elsa
我就是馋你的身子
美！
都跪下了吗
ohoh
再来一遍
无视你的低语，对我无形的支配
我又回来了
我又回来了
好棒！
再说一遍，不是一个人唱的
欢迎回来
欢迎回来
欢迎回来欢迎回来欢迎回来
这日语风格居然不是卡哇伊的
神仙姐姐
牛逼
哇绝了
绝了
这句a little bit like me好好听
神仙大大
太洗脑了
好听
鸡皮疙瘩掉一地！！！
寒  影  决
好听
好好听
电影名称是？
鸡皮疙瘩一身
太厉害了
炸了炸了，太好听了叭！
开头见
对口型了！
啊啊啊啊鸡皮疙瘩
突然发现是中文
去电影院看3d的时候真的震惊到我了
啊啊啊啊啊啊啊啊鸡皮疙瘩都起来了
太强了
一般般啊，也就看了亿遍
这是什么歌呀
这是什么歌呀
天
啊啊啊啊啊
英文好听
woc好好听！！！
好听哭了！！
我靠我靠我靠
啊啊啊啊啊啊我爱
超好听！！！
太厉害了吧，本人啊这
好听
卧槽韩语
QQ
666
牛逼
太强了
我爱了
是谁在唱歌
太好听了吧！
我靠好绝！！！
你币有了，第一次投币拿走拿走
中国金泰妍吧我靠！！！！！
靠啊啊啊啊啊啊啊啊中国金泰妍吧！！！
卧槽
之之太棒了吧
tt
爱辽啊啊啊啊啊啊啊
好好听
好腚
我中毒了
优秀啊
阿伟乱葬岗
再来亿遍
太好听了两个神仙下凡辛苦了
我要这币有什么用
哦哦哦哦哦哦哦哦哦哦哦哦哦
神仙和音
这里连接的太棒了 好几个翻唱都没有九宝衔接的好！
强，流批流批
-
寒影决hhhhh
白嫖失败
好厉害卧槽我枯了啊啊啊啊啊
我的天太好听了
绝了绝了！！！！
啊啊啊啊啊啊太好听了啊啊啊啊
跪了，神仙太太
主要是旋律就是配合英语来的，天朝的发音不一样所以听着羞耻哈哈哈哈什么鬼/////
原版英语不好吗
我猜之后还有西班牙文
哇，太爱之之了
好像啊！！
！！哈哈哈哈哈哈寒影决的
hhhhh寒影决的给我站住
我太喜欢之之了 我又来了不知道多少遍了
真的起鸡皮疙瘩了，毛孔都竖起来了
韩文好听！
好听
来了
！
在看亿遍
哈哈↓
sorry！挡字幕了
卧槽九宝吹爆！
韩版的很好听，但是哪里像泰妍了?
牛逼
Kpool
特别像原唱！
给我醒
高音真的绝了
超羡慕这种唱歌好听的
wanlifengqiu
英汉真的好听，两个神仙！
太强了吧
这歌，唱的妹妹都快要醒了吧
明显不是原唱
炸裂
真的起鸡皮疙瘩了！小姐姐唱的太好了(▼皿▼#)！
我的妈呀，看我跪的标准嘛
因为馋你身子
一般般，也就看了亿遍
前方高能！！
太好听了吧！！！
之前没发现是中文。。。
白嫖失败
太好听了！
冲压
现在不想做一个男人了C
你币有了
太牛逼了！
卧槽
这个不是英文嘛
开头见
歌名是什么？
我靠
失误了 降调？
今晚爸妈都不在系列
这俩神仙！
完美
中文真的好听
寒影决的笑死我了
听了想变性
这不是韩语？
雅思7并不难前面那位，难的是口语高分，相信我，我身边每个人雅思都是打底7，但口语怎不怎么样
英文好听
啊啊啊啊
开头好像女王555
开头见
九宝，九宝
这神仙嗓子
这个中文版好听
一键三连啊啊啊！！！！
释放能量
？？？
我哭了 
niubi
ahhahhah
太棒了
比电影院国语唱的好听
开口跪
太厉害了
太强了
太强了
牛批
厉害
我也感觉很像原声
确实还是英语最好听哈哈哈
NB
大佬
Awsl
卧槽nbnbnbnb
太好听了
妈呀
这歌适合英文
爱了！
还是英语最好听啊!虽然都很不错
tqltql
厉害呀
妈妈问我为什么跪着看电脑
英语好听啊
再来一遍
我想丢小包！！太好听了鸡皮疙瘩掉一地
每日一刷
等等，这是翻唱？！
感觉怎么这么像泰妍
太好听了吧
666
妈问跪
卧槽
ohhhhhhhhhh
这次一定
太像了
有点东西
九宝和之之都好厉害
再来亿遍
都好听！！！
鸡皮疙瘩起来了
)^o^(
还是英语部分好听
你币有了
三连！
我的鸡皮疙瘩啊啊啊，什么神仙
真的不是原唱嘛我的妈呀
还是英语好听
awsl！
啊
啊啊啊啊啊
太好听了
英文就是原版吧 我跪了
一模一样啊啊啊啊
！！！
我要这硬币有何用
日语赛高
太强大了
！！！！！！！！！惊了
不能再白嫖了
声音好像爱莎
韩文和日文的好听
英语和日语最好听
语言不分好坏我都喜欢。
日语好听哈哈哈哈哈哈
就这?
牛逼！
好好听
冰二的歌不好听？？你耳朵有问题吧
6666
闹太套
两岸猿声啼不住
都喜欢
啊啊啊啊啊好好听
？
卧槽
天
泰妍！
太原版了！！！
太好听了！！！
爱了
中文最好听啦
Elsa：into the unknown！（我在夜里唱高音不会扰民吧）into the unknown！（不对啊，劳资是女王）into the unknownnnnn！！！（饶就饶吧！让我
爱死了
神仙爱了啊
这不是原版吗？
韩语好好听！！最喜欢韩语！
我
火钳刘明
因为跪久了站不起来
666
我又来了
牛批！！
一部电影里至少播半小时的歌
神仙姐姐
牛啊我还以为是原唱
神仙WC
还是英语好点
卧槽这不是原唱吗？！！
太好听了
老厉害了
好棒啊！
怎么保证声线一样的
寒影诀哈哈哈哈
币给你，我不要了，跪，真的好听极了
好厉害
NB
好听死了
这是我第n遍回来了
一天亿遍
之之
怎么做到对上嘴型的？？
深深赶紧也来一个
因为汉语有固定的声调，不方便唱歌，而英语只有重音轻音，声调可以根据韵律改
英文好听
我又来了
赞赞赞
哪剪辑的原声，骗我说是翻唱
韩文英文中文我爱
阿伟死了！
我又回来了太好听了我要听一百遍
发音好棒
空耳君在么
没听过原版
欢迎回来
太好听了吧！
危险的发型
日语好棒啊
阿伟乱葬岗再现
每次听都不自觉的深呼吸
天
卧槽
再来亿遍
表白九宝之之啊啊啊啊啊
我靠。太好听了
我的天哪我的鸡皮疙瘩都能煮一锅粥了……
日语没感觉，不适合这首歌
....
我戳爆
韩语哪难听了？？我很喜欢啊
神仙
超好听啊
太好听了8
牛批
声音太棒了
鸡皮疙瘩起来了
我擦 这吐字服了！
厉害
nb
之之是哪个神仙天奥
吹爆之之
我爱之之
好像鬼片开头
好听啊！！
什么神仙小姐姐
66666
6666
十刷
爱死艾莎
太美了
突然听懂！！
个人好喜欢韩语和英语啊啊啊
欢迎回来
艾莎我女神
回来了hhhhh
看电影的时候也是起鸡皮疙瘩，看视频还是会起疙瘩
天哪神仙吧好好听
鸡皮疙瘩啊
