李锦记瞩目
除了一些专业领域需要替身，玩命的还不是都要成龙来
致敬龙叔
“从不用替身”这句话吹得太过了，龙叔不能说不是个成功的动作演员。可以有些操作太过了
《不 会  功  夫》
帅，永远的龙
演艺界拼命第一人
他很拼命演戏
精彩
武打明星对替身很好的
龙
说用替身的，我笑了
成聾
这个跨楼跳是真的没有安全措施啊！
long
就想跟他说一句  你行你上
龙叔很多镜头是真的自己打的
给成龙一个家具城，他能单挑灭霸
NB
致敬
龙叔跟星爷在我心中就是永远滴神
奥斯卡终身成就奖，实至名归
永远滴神!
瑞思拜
家具城一哥
yes
不会功夫成龙叔。
我爱龙叔！！！
我爱龙叔！！！
这个太经典了！
太拼了
龍
要是我，别说一百次了，一亿次我都放弃。
只用过一回，还是不会开车用的
龙叔拍片基本都是自己上的
现在那些用命拍电影的都是替身
BGM：新警察故事（顺便说一句网易没有老版的警察故事）
龍龍龍龍龍龍
成龙不是英雄，但他是我的偶像，从认识他开始到现在
小时候最喜欢的就是他的电影  长大了只要一听他演了什么电影立马去看  觉得很好看
龙叔永远是龙叔
想起他演过的一部电影角色就叫玩儿命 真的是玩儿命啊
永远的神
帽子戏法
致敬，从小到大的偶像，成龙
12生肖
“对不起我会还给你的！“
说陈龙那个给我拖出去斩了
成功不是终点，失败也非末日，重要的是我们要拥有继续不断前进的勇气！
龙叔好牛啊啊啊
不是用不用替身，是不放心替身，这都是拼命的，但凡是个人都会怕，别说替身了
他是因为做不好动作才会用替身
宝贝计划很喜欢
石晟源，该上了
想想现在的流量小鲜肉
宜家战神
永远的龙叔
跑酷第一人
龙叔！
可以这么说，成龙的地位是真的“打拼”回来的，实至名归
现在的流量明星错太远了
有些人就会抓着一点事情不放 放眼望去有几个比龙叔更拼的
这就是前辈现在有多少明星都用的替身
龙哥有了跑酷？
全看过
龙叔龙叔！
致敬
永远的龙叔
龙叔，一辈子都是我心中的龙叔
好好珍惜他吧
2021第一次币就给你了❤️
替身可能就死了
居然没有醉拳2的镜头
为了替身人身安全，龙叔能不用替身就不用替身
致敬
龙叔！！！！！永远的神！！！！！
致敬龙哥！
龙叔前期用替身没进过双数，后期年龄大了打不动了才彻底用替身
龙哥永远滴神
致敬
用过，但不是因为危险，还有太危险不让替身上
敬业
大哥，我永远的神
龙叔！
2021第一次的币就给你了
香港保险公司黑名单的常驻人物
感觉粤语版更配
龙哥永远的神！
我都想揍房祖名
致敬
我想起了一句话，龙，在家具城吊打灭霸
成龙，out.
龙叔一身都是胆也
成龙永远滴神！致敬！
成龙其实有替身，因为成龙不会开车
2021第一次币
致敬
有的动作替身演员也不敢做的
成龙用替身更多是因为一些技术动作需要专业的来 而不是怕危险
加油！
致敬
应该的
BGM好评！
有一种经典叫成龙
替身是有的，但不是危险动作，而是高难度，龙叔做不出的动作
成龙确实用了很多替身  很多人就是不信
成龙演过双胞胎肯定要替身对戏啊
龙叔就是龙！
真的很讨厌家具城 宜家这种梗
龙叔只有不是自己擅长的领域才用替身，危险动作都是自己做
真正有本事的人说话就是不一样…
致敬龙叔
辛苦了
致敬
致敬洗发水用霸王
从不用替身的龙叔
现在下楼不用跳了，有电梯了
小时候觉得成龙是铁打的
致敬
永远让人敬佩的成龙大哥！
成龙也有替身，不过只有他自己做不来的动作才会上替身
拍这个容易过世
成龙之所以为世界影坛奥斯卡终身成就奖:拼命！
那个演员这么玩命
经常有人说陈家班怎么样，我觉得这是两个不同的团队，不要过分要求，成龙绝对对得起他的荣誉
这才叫演员，这才叫明星
龙哥真的神了
阿祖
可惜儿子不争气T^T
刻在DNA里的BGM
收手吧阿祖 外面全是成龙
不敢看
以前特别喜欢成龙大哥
真拼啊
以后估计看不到这种电影了
拿命演戏
替身是千禧年后才用的，九几年的时候都是亲力亲为
致敬
致敬
收手啦阿祖
我龙叔  
龙众所周知叔在百货商场是无敌的
阿祖，收手吧
全看过不止一遍
相比之下现在的某些演员都是什么玩意啊
Yes
nb
脑门还有一个洞呢
家具城杀手
我希望龙叔接着拍电影 用特效也好
致敬
阿祖收手把
成龙的电影我还是挺爱看的
一生都在受伤
超级爱龙叔的啊啊啊啊啊
太危险了，我的天啊
世界名画
龙叔nb！
成龙只会在特别专业的特技上用替身镜头，因为自己学成本太高，单纯因为危险的镜头都是亲自上的
致敬
此后再无成龙，都是一些所谓的小鲜牛
致敬
致敬
阿巴阿巴阿巴
成龙 唯一一个无需看人品都值得尊敬的演员
跑酷鼻祖
龙叔用替身，比如说一些要技术的动作，而龙叔又不会时
粤语的好听
你有你有币啦啦啦
神！
龙
yes
有借无还系列
大哥，比那些明星好多了
全是名场面
替身也是要命的，这稍微失误一下替身就很久没有收入了
ye s
看龙叔第一部是醉拳
哥 辛苦你了...
揪心
龙叔还给龙套当过替身你怎么说
龙叔
龙叔，唯一一个用命来玩爆影视圈的人。
成龙以被阎罗王踢出生死簿……
成龙自己都估计佩服自己……
成龙已被阎罗王踢出生死簿。
不愧是自己都佩服自己的狠人……
累了伤了不叫事，误解才是
龙哥威武
致敬
大哥永远是大哥！
66666
很感动
三连走起
泪目
用替身的，但是大多都是自己完成的
龍
火山滚下去的时候是真滚！
致敬
致敬
神曲一响，龙神附体
感觉成龙大哥的演员生涯是一场一场的与死神打招呼
2021第一个视频
一般人拍成龙这个戏，直接把自己拍死了。
666老铁
龙叔永久不会变老！！！！
这种高空坠落才是真实的
泪目
泪目
火山这里右小腿都断了，眼睛充血
敬致
成龙
致敬
家驹处刑曲
所以说嘛！人家演员都是用生命在拍戏！
致敬龙叔！！！！！！！！
龙叔是真拼
您已是国际巨星
像龙叔致敬
致敬
致敬我永远的偶像
致敬
这才是真正的演员！
精神不老
龙叔没死真实奇迹
一个时代落幕了
致敬
超越所有好莱坞男星
致敬
致敬
致敬
英雄本色
房祖名已经痛改前非了，你现在再提那些事已经没有必要了
致敬
向成龙大哥致敬
泪目
电影：真正的演员
这个是什么电影，在车上这个
致敬
致敬
不会功夫 
灭霸，吞叔只是个战力单位而已
敬业的演员值得尊重
币我给了
致敬
你币有了
中国队长
《不会功夫》
给龙叔投币了
燃起来了
平凡铸就伟大
致敬
致敬
龙叔最棒！希望龙叔永远年轻！
还好你没放弃
致敬
道具赛之王
人都会老的，就难受了
成龙快乐屋
yes
今年第一个币，给了给了
yes，sir!
龙哥，你看腾讯的绝地求生需要你代言一下
致敬
接受变老，就像接受成长一样，变老没什么可怕的
真搞不懂用替身怎么了，现在用用怎么了，人家年轻的时候拿命拍戏，你酸什么呢
致敬
龙叔辛苦了！
致敬！！！！
致敬！！
致敬
致敬
没想到评论区杠精如此之多，溜了
阿祖我的男神
龙叔谢谢你的好电影，你也该好好休息一下了
致敬
给成龙一个杂物间，单挑灭霸都不成问题
成龙+家具城=无敌
不敢想这一幕重拍了几次
很深!拜师骂死!
Duang~
龙叔永远是我心中的的英雄
致敬
致敬
三连有了
致敬龙叔
你还说你不会功夫
哈哈哈，我一直以为这个是p的
致敬
可能作为丈夫或者父亲来说并不完美，但是他对的起演员两个字，其他方面也没得黑
好
哈哈
致敬成龙先生
致敬龙叔
男儿本色啊，兄弟
笑死，谁不色？
龙，永远不会老
三连了!!!
私人生活不好，工作态度确实绝色
谁说世界上没有龙！
致敬
男人不好色，好什么？
我的武器可以是雨刷，也可以是扫把
致敬致敬
致敬
致敬
致敬
芜湖起飞
起飞
龙叔
泪目
跑酷成龙是鼻祖吧
致敬
加油！龙叔
加油
致敬
我就是看的这个片子，缠着我妈给我买了一双旱冰鞋，结果吊了三个月胳膊
超帅
加油！
致敬
封面看着就好痛
流水的演员 铁打的龙叔！
龙叔，永远滴神！
哪个男的不色……
2021的第一次币就给龙哥了
拼吧！
你币有了
安琪拉终身成就奖，含金量还是高
龙叔最棒的，加油
哎呀
天灵灵地灵灵，龙叔龙叔快显灵
致敬
危险动作都是自己完成的替身不敢
致敬
什么是演员啊，这就是啊！
龙叔老腊鸡话选手了，人狠话更多
《成龙历险记》里也有这句，成梗了么。
致敬
致敬
致敬
致敬
必须投币！
致敬
这里龙哥差点没了
致敬
致敬经典
+
上方红字别跟这ky
龙叔
在平凡的世界做自己的英雄，加油！
bgm：硬汉子 （警察故事2）
这个三连是给成龙的
永远的龙叔
飞飞飞飞飞飞飞飞
新年快
致敬
疼啊
致敬
NB
打毛线的泪目
2021年第一个币！
致敬
世界上很难在出现一个像成龙这样的电影天才了
龙哥牛逼
致敬
算是亚洲地位最高的明星了，中国人在国际上最牛的人了
向龙叔致敬
致敬
冲
十二生肖
加油
这一段是真跳，没用替身
好可怕
致敬
加油
致敬
致敬龙叔
就是用替身，也是自己做的最多的
2021第一个币拿走！
感恩龙叔
我宁愿她用替身
龙叔不是不用替身  但那些精彩镜头都是龙叔自己
男人不好色，好什么
替身：不接成龙的活，我是挣钱又不是找死
看着龙叔电影长大的
致敬
致敬
泪目
致敬
猛男
用过技术类的替身，有些武术动作因为旧伤做不了
致敬
致敬 永远的成龙
致敬
致敬
致敬
真的太厉害了
第一个
国语好评
十二生肖大概是龙叔最后一部还有年轻样子的电影了
2021第一个币给龙叔
龙叔
龙叔cos春丽，史上最完美cos哈哈哈哈哈哈哈哈哈哈哈
致敬
真的最爱龙哥！
我爸爸63岁。龙叔的超级粉丝
加油！
粤语版虽然好听，但是国语版情感更浓
中国动作片代名词
致敬
致敬
1
有种跑酷叫成龙
致敬
致敬
致敬龙叔
致敬
龙哥永不老！！！
龙叔永远不老！！！！！！！！！！！！！
龙叔
真龙
等你到他的高度，看见成群投怀送抱的女的你能挺住我算你牛
中国的超级英雄
致敬
yes!
那个年代的动作片真的是拿命拍的啊
《不会功夫》
yes
好帅
龙叔！！
致敬
致敬
真的，小时候就喜欢看龙叔电影。以前觉得龙叔是超人，飞檐走壁，超厉害的！长大了知道了龙叔不是超人，但也超厉害！
俺也一样
没替身是真的顶
致敬
致敬
致敬！！！！！
致敬
这一跳，差点要了龙的命
致敬
一起来攻沙
真厉害
致敬
龙叔真的敬业
龙叔真男人
永远的龙
没有演员不用替身的
致敬龙叔
致敬
1
2
7
龙会老去，但龙魂永远不会灭！
外国人：中国人是不是都会功夫
龍
国际巨星杰克陈
不会功夫龙叔
还好没放弃
宝贝计划
卧槽，刚才脑袋着地
替身是后来身体不行了不得不用的
致敬
致敬
致敬
为成龙点赞
他是最棒的
致敬
不色，那就是太监了。
龙叔新年快乐
看得人害怕
致敬
龙是不会老的！！！
跑步都用替身的那位可不可以不要说自己敬业了
致敬
加油 朋友
致敬
龙，永远不会老
致敬
致敬
哭了！2021第一个评论收藏给我成龙大哥
致敬
致敬
致敬成龙
大哥，我永远的神
他才是死神之子
啊啊啊啊太强了
致敬！
致敬
老外看到都惊了
致敬！！！
永远致敬成龙大哥
致敬
这个音乐一响起来鸡皮疙瘩就起来了
龙会变老，但永远不会消失
致敬
龙叔永远滴神！
致敬
致敬
致敬成龙先生
很赞
tm你们这个致敬我以为阿龙走了，吓得我赶紧去看看
他是真的龙！！！
我不允许00后15后甚至以后的小伙子们不知道不认识龙叔
致敬
致敬
警察故事
龙叔
龙叔经典
致敬
龙叔yyds
小时候看真的太震撼了
致敬
致敬
成龙＋家具＝宇宙霸主
都是成龙唱的就行了，大家非要分个什么粤语国语吗？
致敬
宝贝计划！
致敬
龍
致敬
龙叔永远都是神
2021看的第一个视频
原来有人是不会老的？
致敬
致敬
就算给我防护措施我也不敢玩...
致敬
致敬
致敬
大哥加油
2020第一个必看视频
实至名归
2021年的第一个三连
致敬
YES！
致敬
致敬
几乎不请替身
龙叔，新年快乐
2021快乐
致敬
致敬
致敬
老牌巨星哪个不是拼命拼出来的成绩
都是玩命玩出来的经典镜头啊，成功不是那么轻易的。
致敬
致敬
致敬
致敬
致敬
00后表示这辈子都会记得！！
2021年第一个视频就白嫖失败了
龙叔新年快乐
唯一的
龙叔平安喜乐！
致敬
真演员
不会功（））
成龙很多都是自己上的，太厉害了真的很功夫
致敬
致敬
致敬！，，！
致敬
致敬
有替身的，你可以去搜搜
致敬
致敬
加油！
致敬！
致敬
成龙哥永远的神！！
致敬
致敬
致敬
龙叔永远是龙叔！
yes I’m ready 
致敬！
致敬
龍
致敬
用命拍戏
成龙新年快乐
在平凡的世界做自己的英雄
致敬
龙叔，新年快乐！
片主牛壁
在平凡的世界做自己的英雄
在平凡的世界做自己的英雄
一个演员的最大价值
致敬
战胜死神的男人
致敬
加油 龙叔
龙叔新年快乐
地府说：滚
很小时候就看成龙电影 一直以为他很年轻 
致敬
永远的龙，致敬
用替身，不过大多数是他自己完成
很赞
致敬
你币有了
致敬
我爱龙叔
致敬
致敬
龙叔在我们心里永远都是那个英雄
致敬
致敬
致敬
我从小就喜欢龙哥了，00后噢
替身都不一定能做到他的程度，还替身，搞笑吗
真的超级喜欢成龙大哥
没有几个人能和他相提并论
致敬
致敬龙叔
龙哥新年快乐
新年快乐
真是很配这首歌呢
芜湖，起飞
00后不会忘
致敬
致敬
致敬
致敬！！
致敬
致敬
致敬
00后也是看成龙电影长大的啊！！！！！
死神本神
大哥加油
致敬
致敬
致敬
致敬
致敬
永远的男神
致敬
泪目啊
哥哈哈哈哈
致敬
龙叔真的帅
龙叔牛！
致敬英雄
成龙是中国人吧！谁说美籍华人的？
致敬
致敬！
致敬
你是中国影视的英雄
阎王爷：泥奏凯
致敬龙叔
致敬
会成神！！！！！
致敬
致敬
致敬
我不管有多少人黑龙哥，他都是神。
致敬
一辈子的中国武打演员偶像
致敬
致敬
首先你得有人家百分之一的毅力，再来bb人家
致敬
致敬
用命在美国给华人留下了中国武术！
nb 
致敬
duang~
永远的龙叔永远的龙叔
龙叔永远的神！
2021第一次币就投给龙哥了
致敬
功夫之王
龙叔
致敬
致敬！
致敬！！
泪目
致敬
致敬
致敬
咳咳
致敬
会出人命到都是亲自上，没替身敢上
致敬
加油
致敬龙叔！最喜欢的电影演员之一。另一个是星爷
致敬
开玩笑！不好女色难道好男色？
年轻敢玩命，不然外国那有那么好混
致敬
奥斯卡终身成就奖
哭了
永远的龙
我国现在还有动作片吗？
看着疼
你们对人品的定义是什么？别太狭隘了
致敬
致敬
永远的龙叔
致敬
加油
致敬
哭了
致敬
致敬
致敬
致敬
致敬
2021第一个币给龙叔！！加油朋友！！
致敬
啊啊啊啊啊啊啊好帅
致敬
想哭了
致敬
龙叔
致敬！
致敬
致敬
龙叔是我永远的偶像
致敬
龙叔，向您致敬！
致敬
致敬
致敬
说美籍华人可以去查他国籍
致敬
来了
致敬
致敬
拿成龙的私生活说事？你的那些哥哥们可不一定比他干净​
加油，龙叔
致敬龙叔
致敬
致敬
龙叔欢乐伞
成龙大哥实力演绎男儿本色的好吧
致敬
致敬
致敬
再也没有鲜肉可以像他那样了
现在的鲜肉敢这样整动作片么
龙叔牛逼
2021永远向龙哥致敬
致敬
神话
致敬
成龙牛逼!
我投了两个币
龙叔我爱你(ღ♡‿♡ღ)
那个年代的特技演员都是用命在演戏，值得尊敬
别黑00ok？我也是看着龙叔电影长大的
厉害
敬龙叔
我准备好了
我准备好了
我准备好了
致敬
替身都不敢像他一样拼命，不是开玩笑的
致敬
致敬
做着动画片里的那些危险动作
永远的龙叔
？
致敬
龙叔
致敬
最爱的龙叔！致敬
龙叔！谢谢！
向龙叔致敬！
麻烦女生想想什么王一博 王俊凯每天围着你转 你忍得住？
龙叔，永远的龙叔
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
致敬
这才是青春
我也喜欢成龙 但是他确实不是一个好丈夫 别洗
yes，sir！
致敬
致敬
加油！
致敬！
尊敬
龙叔是个人都知道
酸什么酸，等你真的也有这实力再来说他也不迟
记住他，别让后来人以为中国明星就是一群娘炮
拼命的一代
成龙私生活有问题，但是他这还是有
没有人可以用私生活的污点否定他在电影上的高度
龙叔是唯一
美国，你们靠特效有什么用，看看我们的“龙”
龙哥，保重身体
致敬龙叔
是真正的中国男人
从小到大永远的龙叔 永远的英雄！
致敬
龙叔！
中国的骄傲
致敬
致敬
致敬
活着的传奇
新年快乐龙叔
致敬
致敬
对，十二生肖也是真的，最危险的之一
致敬
好心疼啊
致敬
保重身体
致敬 敬礼
俺不会功夫
致敬经典
00后眼里的武打英雄
Jackie
imready
他得演个缉毒警察
致敬
00后表示看龙叔电影长大的
《我是谁》
致敬，功夫之王
致敬
致敬
别的不说，龙哥拍戏真的很认真，非常敬业
龙叔
淦，2021年连看三个视频都白嫖失败。
致敬
邓丽君……
成龙真的是我最敬佩的演员
致敬
实至名归
讲真的，人家实力放在那里，有一两个瓜怎么了，根本不影响他的地位
致敬
真的帅气
龙哥的电影就是经典
致敬
永远的龙叔！
致敬双骨龙
致敬双骨龙
致敬双骨龙－
致敬双骨龙
致敬
致敬
你值得
致敬
致敬
龙永久不会老
致敬
至敬龙叔
致敬
致敬
永远的神
加油
致敬
龙叔永远支持你
龙叔永远滴神
我希望他平安，我喜欢他。
致敬
致敬
太心疼龙叔了
龙之魂是不会消失的！
致敬
致敬
战歌起！！！
致敬
加油，朋友！
早就准备好了
致敬
致敬
00后 龙叔真的是我最爱的演员/公众人物
致敬
实体二段跳
致敬
致敬
致敬
致敬
致敬
龙叔永远的男神
阿祖收手吧
还是打不着啊！！！
！
致敬
龙哥nb
致敬
致敬
龙叔永远滴神
永远的男神
看着都疼，注意身体啊
致敬！
致敬
致敬
我觉得成龙可以拍一个类似于金刚狼3一样的，暮年的那种不认命步低头
这才是亡命之徒吧！
致敬
致敬
致敬
龍
我都不好意思下次一定了
致敬
致敬
看看我们现在的国产电影。。。。。
常威:这话我熟。
龙叔，新年快乐！
致敬
致敬
新年快乐龙叔
这才是敬业，手指脱皮算什么
致敬
致敬
致敬
我准备好了
太难受了看着
致敬
respect
致敬
龙叔不去拿个世界冠军
致敬
致敬
致敬
拼了
阎王：你不要过来啊！！！
致敬
致敬
致敬
致敬
直接三连
致敬
真老了
中国龙，棒！
致敬
刀尖舞者
致敬
致敬
00后表示永远记得
龙叔没拿奥斯卡可惜了
致敬
致敬
加油加油
致敬
致敬
致敬
对得起你自己！！！
龙叔在我心里永远不老！！！！
致敬
致敬
致敬
霸王防脱呢？？
致敬
致敬
致敬
龙叔永远的神
致敬
致敬
致敬
加油
致敬
在平凡的世界做自己的英雄
致敬
龙爷拼出来的，很厉害
拿生命在演呗
...........................
永远的硬汉
致敬
成龙的替身只做一些远景镜头或者成龙康复期做不了的打斗戏
果然还是理智的声音更多。私生活我们没权利评价，就大哥的成就和贡献来说，值得我们每一个中国人敬佩！
致敬
致敬
致敬
致敬
谢谢
成龙大哥
太阳啊
致敬
致敬
致敬
致敬
respect
致敬
致敬！！
致敬
收手吧阿祖，外面全是成龙
respect 
唯一不用替身
致敬
致敬！
龙叔，你要好好的！
致敬
拼命三郎
你永远无法在家具城打败成龙
看不厌
致敬大哥
致敬
龙叔  可以走楼梯啊
龙哥用过一次替身，之后给了替身一辆法拉利
致敬
致敬
致敬
致敬！
致敬！
牛B了
致敬
致敬成龙
致敬
热血龙哥
龙叔永远的神
致敬
致敬
致敬
致敬
获得物理学圣剑
致敬
龙叔永远的神
致敬龙叔
致敬
《不    会》
因为赚钱
致敬
我准备好了
不 会 功 夫
致敬
龙叔
瞧，这才是真正的中国龙
致敬
致敬
致敬
从小看着他的电影长大的
致敬
再也没有动作片了
致敬
太强了！！！致敬！
致敬
致敬
龙的传奇
致敬！
寒心（变身）
霸王防脱的那个有意思吗你
致敬
心疼啊成龙大哥
致敬
哭真怀念
致敬
加油
致敬
致敬
致敬
致敬
致敬
致敬
谢谢龙叔
瑞思拜
我第一个偶像
从左到右，从未失手
致敬
致敬
致敬
致敬
一直很喜欢的电影，从来没失望过，致敬
龙神！
致敬
瑞思拜
我准备好了
你币有了
致敬
致敬
辛苦了龙 叔
致敬
致敬
从小就是心中的英雄
致敬
拍戏这么拼的也就龙叔了
变身
变身
致敬
致敬
燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃燃
致敬
致敬
    盖亚
主要是导演信成龙，现在那些小鲜肉没功夫底子导演不敢
表白龙叔
致敬
致敬
中国的刺客信条
致敬
色点怎么了
优秀的人被女人喜欢怎么了
致敬
致敬
致敬
就这一段怎么看都难受想哭
致敬
致敬
中国男人本色
成   龙
致敬
对得起自己
向我大哥致敬
致敬
致敬龙叔！
致敬！
致敬
新年快乐，龙叔
龙叔！永远滴神！！！
致敬！！！！！
他是真龙
可能这个一生有污点，但闪光点更多。
加油
致敬
致敬
致敬
致敬
致敬
致敬
中原第一
致敬
致敬
致敬
致敬
legend
致敬
龙叔是传奇
很小很小的时候只认识成龙刘德华周润发这三个演员
龙叔，永远不老！
致敬
龙叔不老
向龙叔致敬
致敬
致敬！
致敬
发斯蒂芬斯蒂芬
我准备好了
这才是真的演员
龙叔新年快乐
致敬
我已经决定了不要把他所有电影再看亿遍，虽然有些看过了
小黄人
致敬
致敬
用生命在演戏
别乱说，成龙还活着呢
致敬
I'm ready for this.
经典
致敬
致敬
双手敬礼
会还吗
让祖明看看他爸多努力
致敬
龙的精神
致敬
我准备好了！
致敬
第2021条弹幕龙叔新年快乐
龙叔nb
成          龙
这歌粤语就好了
。
敬龙叔
龍
成龙的成功是真的拿命拼出来的，这没啥说的！！
致敬
龙叔辛苦了
i'm born ready
龙叔新年快乐！
致敬
成功骗走了我的币
成龙的时代！永远的经典！
这就是龙的精神！
致敬
致敬
龙叔真的很拼命。
A计划，警察计划，亚洲飞鹰，宝贝计划
致敬
敬业
致敬
致敬
致敬
致敬
加油龙叔
致敬
致敬
真英雄
龙叔新年快乐
致敬
对，00后表示看龙叔电影长大
龙叔辛苦了
致敬
币给你我先走了
卧槽这个是我看的第一部龙叔的电影
奥斯卡终身成就奖
原谅我不知道龙叔已经70了，在我记忆里他永远年轻
现在是小鲜肉的天下
没得奥斯卡那个，龙叔有奥斯卡终生成就奖
新年快乐
致敬
致敬
这才是真正的演员
你的一生是辉煌的
致敬
致敬
致敬
致敬
这个镜头真的狠
我觉得不行，吴京军片可以，但警匪和武打却不行
致敬
人无完人
一个好人
致敬
平安喜乐~长安宁
致敬
龙颜虽老，余威仍在！
时代的泪 以后的演员可能都不会像老一辈这么拼了。就像现在的年轻人一样，没有吃过苦
致敬
我永远的成龙大哥
致敬
致敬龙叔
致敬
猛男
动作设计真的好看！
致敬
龙哥还是龙哥但是真的老了
致敬
成龙以后，再无成龙
致敬
致敬
我的天哪，都好危险
霸王防脱的先去了解一下~别人云亦云
]
致敬
致敬！
致敬
致敬
致敬！！！
致敬
致敬
致敬
大哥辛苦您了
致敬
龙哥新年快乐！
致敬
《借用一下》
致敬
致敬
不要再打了，再打你会死的
致敬
致敬
致敬
他是个很好的演员…
在我看动画片之前就已经看过很多成龙动作片了
致敬
成龙我一生都不会忘了你
致敬
致敬
致敬！
致敬
敬业
致敬！
致敬
龙叔永远的神
致敬
致敬
致敬
致敬
龙叔算是最初的极限爱好者吗？致敬！
致敬
致敬！
致敬
成龙永远的传奇，拿命换来的地位，佩服
致敬
致敬
致敬
致敬
致敬
致敬致敬致敬致敬致敬致敬致敬致敬致敬
致敬
致敬
长头发的成龙跟马拉多纳长得略像
加个周星驰
致敬
龙叔的电影都看过，一幕幕都好熟悉
龙叔带给我们的不是电影，而是生活态度
以前拿命做特效，现在特效全特效，
致敬
在等春丽造型！
致敬
致敬
致敬
致敬
致敬
龙叔元旦快乐
致敬
龙叔 新年快乐！
致敬
在平凡的世界 做自己的英雄！
致敬
致敬
你帀有了
致敬
致敬
致敬
致敬！
致敬
致敬
当代最有国际影响力的中国巨星
90后也是看着长大的
致敬
加油龙
致敬
岁月呀
实至名归
致敬
龙叔，星爷
龙叔54年的
致敬
我从不用替身
龙叔新年好！
致敬
 I'm ready now.
这个片段被评为吉尼斯世界最危险镜头
是真的敬业
年轻时是真的拼
致敬
致敬
龙叔是一个时代的回忆，童年的回忆
我永远爱成龙大哥！！！！
yyds
致敬
致敬
老外只认成龙，别跟我说什么这个那个
致敬
致敬经典
致敬
致敬
活该成龙不老
致敬
龙叔yyds
致敬
人家还活着呢，走好个毛线
元旦快乐龙叔
致敬
致敬
致敬龙叔
致敬
他儿子不争气啊
拿命搏
致敬
致敬
真正的国际巨星！成龙！
致敬
霸王胜诉了
致敬
加油  龙叔  
致敬
华人之光
致敬
确实敬业
真正的演员
所以成龙的电影我都会去看
吹爆龙叔
致敬
在任何～～领域，老一辈的人都老了
正因为如此，才一直支持，一场龙叔电影也不缺
致敬
致敬
泪目
龙在哪？龙在江湖
现在都没打星了。。。
所以龙叔电影必看，支持，是流量们望尘莫及的
哪个男的敢说自己不好色
致敬
成龙就是武打界的王
前面的周星驰呢？
致敬
为了大哥三连
致敬大哥
致敬
