肝神，我佛了
好奇怪真的會想哭 為什麼
影响深刻
正好来补番2以后的
1
爱心一击
！！！！！！
啥也不说，先给你来个三连
最强完全体
三连为敬
终于出合集了，有段时间可惜吃饭不用愁看啥了
斯派克
武之内 空
都给我哭
全体起立
这是台配吧
成熟期被一群成长期吊打
泪目
强人锁男
好家伙，我直接好家伙
骗我三连
国语好评！
哥玛萌
哭吧
泪目
最近在重温，还是觉得很好看
为什么进化了还能退化
肝帝
bgm是真的好
送你个肝
二哈兽
爷青回，浑身颤抖，满身鸡皮疙瘩。
童年的配音
领悟奥义
先投币再观看内容
被选中的孩子，我们是被选剩的孩子
这是夏令营 天气怪异下起了雪
爷青回
泪目
暴龙兽
暴龙兽
这么看来，剧情是真的蠢呢。。。
台配国语
头皮发麻
哇
DNA动了
全体起立
第一部才是巅峰
配音差评
泪目
决心
瞬间泪目，童年啊
我是陕西二套
爷青回
这个比比卡丘好看呢
勇气徽章
这古加兽还有个名字叫一打七
经验兽
三连再看
满门忠烈
内涵泪目
怎么有点想哭..
现在觉得这个发量不太对
想喝冰镇可乐
爷的青春回来了
大刀穿美美
太一先手
大和战士
当年觉得无比神秘
点赞收藏
为什么要踩一捧一?你喜欢看这个没问题?干嘛非要和神奇宝贝比?
啥？？数码宝贝有九部？？
又想哭了
弹幕呢
先收藏
都是肝
勇气开路
勇气
你好大口气
入坑的一集！
这才是刻入DNA的身影
好家伙，我直接好家伙
BGM响起就泪目了
哭了T﹏T
不是吧 国语才是童年啊 尬？
泪目
泪目
因为我们童年就是素娜，问为什么强行叫空的你可能不会懂
剧情。。。。。
高石武不配露正脸
不过这个国语配音，和我看的那个版本不一样
泪目
皮卡丘呢
泪目
17分钟进化论
我也是东南卫视五点半
我滴妈，这进度条就尼玛离谱
你要单挑还说群殴
童年
经典中的经典
.9+6
3.+6
泪目
勇气开路
喜欢喜欢
泪目
类目
东南卫视牛皮
前段时间刚重温完
独角兽本来多可爱啊进化成这个样子
我就不相信你是只用一口气看完的
爷青回！！！
现在看它们进化的时候，看的老脸一红
爷童回
想起碗没洗，我先暂停去洗碗了
这BGM一响，鸡皮疙瘩就起来了
活不多说直接三联
泪目
天使之下最强完全体吧
直接烧香给up
莱恩哈特，最后究极体了
上热门啦
先肝为敬
文件岛
法易路=file
喜欢丢美美的大便
中文好评！
这是你的勇气啊，太一
起立致敬
人类的赞歌就是勇气的赞歌
泪目
厉害厉害
国语是我的童年了
类目
一天播放量就二十几万！！！
复仇焰魂——火男登场
海——龙——兽
泪目
鸡皮疙瘩一身
爷青回
泪目
台语配音才是童年
鸡皮疙瘩起来了
泪目
萌萌哒
机械暴龙兽
这个配音根本不是小时候那一版的配音 太出戏了
国语才是童年
爷青回
7个宝贝两个声音
好家伙，我直接好家伙
鸣人受
天津台也有
？在数码宝贝里找皮卡丘是否搞错了什么
机械战警
2001太空漫游
勇气总是最先站出来
真勇气
6XFX1FX
我愿意称你为肝王
泪目
好家伙
哭啦
每次进化都伴随着浑身鸡皮疙瘩
勇气
好大的口气
当时这个火焰兽是真的帅我一脸
11
55开兽
泪目
哥马萌
火焰兽印象深刻
泪目
翡翠台；路过
真爷青回
爷清灰
爷童回
泪目
我来看看你这一口气怎么这么的
爷青回
勇气!
泪目
泪目
那个经典的配音是辽艺的
粤语版的完全对不上人物
最爱
勇气啊
勇气！
爷青回
起鸡皮疙瘩了
爷青回
泪目
类目，感动
都给我哭
全体起立！
都给我哭
干他！
梦开始的地方
泪目
我怎么记得是文件岛还是啥来着
全文背诵
90后的童年回忆
暴龙拳
第一部就是巅峰
牛的
这个bgm
中文确实是童年
古加兽：目瞪口呆
最后大boss正看着他们呢
加布一系列的最帅
童年记忆
好萌呀
硬币给了
无人不晓。。。。。？
我还是喜欢这个配音
福建东南台+1
二十年了
争议的群殴
勇气先行
星空卫视
兄弟们 燃起来了
东南台同龄人啊
钢铁加鲁鲁
肝
太一勇气徽章
我记得狮子兽为了保护孩子们好像死了
起立
姐青回
哥们兽
法路易岛
是法路易岛吧
头皮发麻
泪目
我看的就是这个版本
因为他们是借助神圣计划（外挂）进化的，跟野生的比不了
肝帝啊
前期天使兽无敌
江西6套
要先有勇气
brave heart
南方卫视
爷青回
现在看看，这一段一段进化，分明是在水时间
突然感觉数码宝贝这游戏设计的还挺合适 新手村遇到的也不厉害
爷青回
爷青回
法路易岛等于file岛等于档案岛
给跪了
爷青回
勇气
最后的进化，武之空最后也没去
有人在看吗
勇气
为什么要把空读成素娜
非法雇佣未成年数码宝贝
原来数码宝贝也是异世界番
我记得其实是8个人
类目
东南台好评
手机铃声响了
童年
鸡皮疙瘩掉一地
中文啊
我愿称之为肝帝
天才少年 一成四贤
每一次都是先让勇气进化，之后才是友情。
泪目
勇气打头
开始开始
三连了已经
说出东南台的都是家人
正男兽进化
sora音译素娜
有看翡翠台的吗？
以前看的好像都是中文吗
泪目！
正义的多打一
安徽经济电视台放的数码宝贝
便当兽
DNA动了
空 发音是soura
这个进化最厉害
当时的柯南火影还有神奇数码都是台湾配音的，都是童年回忆
爷青回
好想哭啊 。。。。。
中文名念空总觉得怪怪的，还是习惯音译的素娜
勇气永远冲第一
泪目
这货硬刚究极体
狮子兽在另一部贼帅
翡翠台路过
没错，文件岛
童年回忆
我的DNA也动了
全体起立
每次看亚古兽进化就好有安全感
加鲁鲁兽好帅
台湾配音
钢铁海龙兽
当场进化
我看的是粤语版
我DNA动了
一直没明白，为啥年糕兽进化是甲虫兽……
勇气勋章
泪目QAQ
海龙兽也是完全体哦
鸡皮疙瘩起来了
梦开始的地方
小时候看的中配不是这个版本的中配
爷青回
好大的口气
最强完全体是看不起吸血魔兽？
广东星空
海狮进化海龟我也挺无奈的
我还是喜欢国配 这才是我的童年
纯真
太强了
快一点反派都快睡着了
这味儿对了兄弟
巴达兽！
泪目
没有吟诗一首？差评
哈哈哈哈尖尖喷喷拳
有没有 翡翠台 的
爷童回
我基因动了
新手村
好家伙
热门
爷青回，你币有了
小时候福建东南电视台真是回忆，足球小子、美少女战士都是在那个台看的。
泪目
原来宠物小精灵和数码宝贝是两个动画片啊？那我小的时候看的是宠物小精灵。
泪目
怎么都是火系的
爷青回
爷青回
从小就觉得亚古兽长得像麦乐鸡块
爷青回！！！！！！！
喵喵？小夫？
因为神圣进化注入的是临时的数据，是吸收孩子感情产生的数据。所以会消耗掉。野生数码宝贝是互相略夺数据。是永久的数据。
不是中配版不好，是这个中配和以前看的中配不是一版
究极安杜鲁兽也是强的一匹
小时候最喜欢的安杜路兽
好尴尬
因为童年时候就是音译素娜
星空卫视
四川卫视也有还有卡布达
我是看TVB
以前看的有些是台配的
轮流进化
燃起来了！
鸡皮疙瘩出来了
无限大的梦
人多搞人少
这句印象最为深刻
想起了小时候买的熊仔兽的玩偶
好大的口气！！！
泪目
勇气
爷青回
卧槽，这时长
这口气太长
尖尖碰碰拳
我的DNA也动了。
配音nb啊！！！！！！
火系人上人啊
说剧情蠢，其实是因为踩海龙兽尾巴才被攻击
来了
靠
牛批
wdnmd我哭了
wdnmd我又哭了
泪目
小时候玩的电子宠物
口水呢
好家伙
没看过第七部也没听过
我特么直接三连
光子郎是友情的话 和太一两个就能通关
二哈兽
卧槽牛皮
以前这个排队升级的套路还是很流行的
dna动了
青回
泪目
我是看江西五台
我竟是四大天王之首
神奇宝贝，可以安排吗
泪目
东南卫视永远滴神
现在一听这热血沸腾的声音，居然起了一身鸡皮疙瘩
啊啊啊啊啊，爷青回
嘉儿
00后爷青回
泪目
少年程序员就尼玛离谱
黑暗暴龙兽最nb
每个周末早上的青白江电视台
好像上网课一样，这么多视频，人们想起了被网课支配的恐惧
哭了。。
不愧是东南台
黄皮子兽
国内翻译就是素娜，小光叫嘉儿
爷青回
泪目
必须中文
头皮发麻
旋转能量剑
满门忠烈说的是海龙兽！
感动啊
同学们学费交一下
永远的勇气
啊这 搞得我又想重温一遍了
第一部就是最吊的！！泪目
每周日上午  忘了哪个电视台
洗碗君nb
旋转能量剑我也还记得
爷青回
已投币
米加巨炮谢谢。不是光
大哥你是真的肝...
全体起立
老八兽
一节课。。
看的四川卫视
类目
还是看不了，会哭
巴达兽还没进化
勇气！
我们看Tvb的
爷青回
我现在才知道素娜是音译
看好了，巨人之力是这么用的
四个半小时，我裂开了
翡翠台等等我
泪目
重锤火花
.........0.0
..
肝帝你不休息吗
！！！！
直接三连
台配的感觉
9口大气准备好了没
哈哈哈大家都是玄学进化，光子郎直接改程序
东南卫视有味道了
先赞再看
满门忠烈
泪目
dna动了
勇气
爷青回
帅
^_^TVB粤语版的路过
这一口气挺大吖
卡酷
i了i了
爷青回
又哭了
满门忠烈
鸡皮疙瘩
瞬间起鸡皮
宁就是四大天王之首么
真不错
为什么我的童年看的是空和小光
第一部我都数不清我看了多少遍了，每次都泪目
就是法易路，file的音译
东南台！
还有宁夏台也牛逼
星空台！
空=sora
勇气
烫烫烫烫烫烫
这是台配，口音怪里怪气的
首页啦，确定还不做完吗？
66666666
其实八个徽章，正是人一生需要拥有的❤
18年了
泪目
狮子兽老惨了
爷青回
爷青回~
肝爆
憋死的UP猪
首页通知书
郑伊健
.......................
其实只有七部，后面的已经不是了，甚至第七部都是个垃圾
硬钢小丑皇
闽南
宁王
希望人没事
DNA动了
牛批牛批
爷青又回
看简介
这个是台配吧。。。
肝帝 不 肝肝果实
数码宝贝有九部？
广东小孩是看翡翠台的
当年的辽艺配音 经典
这就是我儿时版本呀
泪目了，泪目
泪目
爷青回
同龄人
燃起来了，爷青回
啊啊啊啊什么宝贝
数码宝贝
重锤火花
强
满门英烈海龙兽
好多警笛头
警笛头兽
爷青回
额，日本不就是个岛吗
*最后一口气？
泪目
leimu
卧槽
牛逼牛逼牛逼
肝上长了个人
字体好不习惯啊 哭
因为年糕放久了，会生蛘子，蛘子是一种甲虫
泪目
年糕甲虫就离谱
泪目
兄弟们，把泪目打在公屏上！
一直想不明白，为什么年糕进化成了甲虫？
哈士奇
至此巴达兽形态固定。。。。
类目
泪目
泪目加鸡皮疙瘩
翡翠台
窝窝头两块钱三个嘿嘿！
亚古兽好像土豆
啊啊啊啊啊
啊啊啊啊啊啊
年糕兽这个进化真的是毫无逻辑
好大口气
就冲这个长度 三联了
肝帝
...........................++。~都·1谢谢の
雷姆
爷青回
爷青回
蕾姆
爷青回
翡翠台真·童年
梦开始的地方
勇气
四川卫视加1
三连支持
好家伙
泪目了
泪目
小型火焰
河南不投币
我有钢铁加鲁鲁
aka数码键盘侠
勇气
尖尖碰碰拳
国语版。。。
爷童回
爷青回
亚古兽永远的先锋
哈士奇
爷青回
爷请回
钢铁加鲁鲁
泪目
黄金狮子兽
确实泪目
泪目
仙人掌兽，最喜欢的一张牌
泪目
火系打水系？
最后的进化空的比丘兽已经消失了
全体起立！！！
先肝为敬
这个是台配的，声音更好
解说只是说的剧情大概，细节还得自己去看动漫才能发现
BRAVE HEART
我一直听成小心火焰
火男
我鸡皮疙瘩都起来了
第一步真的超赞！！
哈哈哈哈
有点萌
看来看的是同一个东南
声音好萌
一直不理解为啥年糕进化是甲虫
哭了
谁还不是个独角兽
我憋住这口了 快
我在洛阳台看的
狮子兽童年阴影
来了
还是大陆国配的好
不是这么在意，就一直走，一直打 
加鲁鲁兽不是爆炎火焰弹吗
年糕变甲虫？
我哭了，我居然哭了……
不是比加巨炮吗
考研时的铃声
bgm响起来的时候你币有了
我是在翡翠台看的
我起鸡皮噶的了
爷青回，顺带说一句，甲虫兽真的丑
全体起立
泪目
童年
算了算了，关注加三连了，上次火影就心动了
有亿点想哭
同东南台
刻在dna
dddd
好看
1
？？？？？？？？
？？？？
泪目QAQ
我胡子都等出来了，怎么还没召唤我
勇气！
别放了别放了，要哭了
我已经不记得这个开头了
年糕兽可真是长瞎了。。
这是台配
配音太好了
35岁了
满门忠烈狮子兽
泪目
好了，我要看动画片了
国语配音配的太好了
DNA动了
不愧是你
小时候有玩过数码宝贝的卡片吗？
我就喜欢看第一部和第二部
河南卫视中文12点
童年
长得像反派
對 五點半
粵語很棒啊
爷青回
推进之王 暴龙兽
o[]9
爷青回
中文配音好评
哈士奇
满门忠烈
满门忠烈狮子兽
绿叶
鸡皮疙瘩瞬间起来，就是这个味
素娜是sora音译，还是叫空合适
这个音乐太燃了
还有人解说数码宝贝，泪目！
我没有看过
好看吗
？
20秒我憋不住了
你好强啊
爷青回
泪目
年糕兽实际上是甲虫的幼虫，类似各种“毛毛虫”一样的软体生物
关子蓝
关蛮
dna动了！！
巴达兽好可爱
泪目
正男你怎么了
YEQINGHUI
泪目
爷青回
素娜是音译吧 就像平次叫黑鸡一样
年糕兽变态发育
数码宝贝原来有9部？？
四川卫视
泪目
哈士奇兽
难怪时长这么长
钢铁海龙兽
5551个人和我一起看？！
火男被点燃烧死233
兄弟 我称你为肝帝
牛皮
想哭
这不是我起床闹铃吗
梦开始的地方
我记得有刀
法易路岛，我天使兽无敌！！
泪目
DNA又动了兄弟们
bgm响起的那一刻，我哭了
爷青回
哇，口吻发音和原版都一样
泪目
没有比卡丘吗
辛苦了
可爱
金卡
DNA里的橘蓝条纹
牛逼
米田共
真泪目了
以前觉得巴鲁兽好丑
东南台？！！！！！
？？？
啊啊啊啊啊啊啊啊天呐这bgm一出简直了
童年阴影
小时候不知道光子郎才是未来的的大佬
泪目
音乐一响，鸡皮疙瘩
我DNA动了
卡酷动画看的前三部
卡酷动画等等我
翡翠台
回来了，都回来了
来了来了，是那个音乐
法路易岛
来了来了，满门忠烈
爷青回
小孩子就是为了看进化啊，你还是小孩子吗
BGM泪目
类目
眼睛进了火车
法易路岛  恶魔兽   黑色齿轮
热血
听得我马上把牛打了一顿
爷青回
安杜路兽可好了
超喜欢狮子兽
狮子兽满门忠烈
从来不知道人物名字
先赞在看
lsp本p
童年
这就是网文里的临阵突破的桥段
翡翠台路过
童年的回忆
爷青回
肝
南方TVS6，现在6改五了
一集就过去了
月白正遍知
月光正遍知
翡翠台的路过
药师琉璃光如来
宝生如来火光如来
我全身鸡皮疙瘩
以前我们在门缝里看动漫如视珍宝，现在你们却用听得
流水账式的普通发姐说
泪目
TVB天下第一！
有那味了
永远的童年
普通话真难受
越来越不可爱
爷青回
翡翠台
99年翡翠台
泪目
泪目
泪目
大门大
不叫大门大吗
加鲁鲁
郑伊健！！
因为素娜是同年回忆
爷青回
每次一听都好热血
爷青回
鸡皮疙瘩起来了
这都是青春的美味啊
这是狠人啊  厉害厉害
你三连有了
好肝啊
我DNA动了
因为空就是sona=素娜
????????????
宁夏卫视
梦开始的地方
有印象了
啥都不说 你币有了
币有了
亚古兽，小心火焰
NB
泪目
比多巨炮吧
退化机制就是数玛宝贝干不过口袋妖怪的主要原因（
来了，第一个进化的
太刀流美美
知识就是力量，我在这学到的
我是被选剩下的孩子
66666
数码宝贝根本没有属性的影响，有的是数据量的差距
假粉
现在都痴迷宠物养成，回忆啊
辛苦了！！！！！！！！
泪目
突然哭泣
dna动了
终结者
四川卫视
吧，少时诵诗书所所所所所所所所所所所1@
我要进化了！！！
大佬你这一口气真长啊……
DNA动了！！！
前面说神奇宝贝那个笑死我了，不知道数码宝贝吗
DNA动了
真是爷青回啊，90年那时天天守着电视看
.
听到这个音乐我就感觉双眼湿润
卧槽我差点哭出来
大便兽
我还是觉得那个配音太沙雕了
我愿称你为肝皇
一看时长直接三连了
不亏是你
不说别的~进来第一件事先确认一下UP主的肝是否有爆~爆了三连~没爆！下次一定
不是应该火系免疫吗？
】
善良的大便兽
求粤语
一个花为什么能进化成鸟
我的童年东南台！！！
我真的是一点都记不得了233
最早的异世界？
海龙兽丢脸
92年的我
我看的不是这个版本的配音
有种熟悉又陌生的感觉
哭了
泪目
来了来了
报道
泪目
你说泪目就泪目，我岂不是很没面子。。。
泪目
泪目
啥也不说了三联了
爷青回
怎么片头还是这个 ，我还以为是数码宝贝的呢
看了好久了，终于上热门了
爷青回爷青回
进化成熟期和进化完全体的顺序都一样
泪目
回忆杀
我在黑龙江台看的
爷青回
法路易岛  就是file的日语发音  文件岛
上班看  能看到下班
这是我小时候最喜欢的完全体
和田光司
我等了30年了，还没等到召唤
强啊
安杜鲁=安卓=机器人
天使兽要来了
爷青回
我都能全文背诵了QAQ
爷青回
暴哭
哭了哭了
呜呜呜又要哭一次
天使兽我超爱！！！！！永远滴神
lz的童年就让你4个小时总结完了？
第三部，真的是童年回忆。
这个是中配 我小时候看的台配
哥玛萌
头皮发麻
其实最早是台配的，，，后来才是电视上播的配音
这是最早的版本台配的，，，年纪大点的就是这个，年纪小点的才是引进版，，
剧情我都记得！！
星空卫视
就是这个台配
第三部那个狮子兽才真是我童年阴影
画龙点睛！！！！！！
沃妮马  这音乐
❤️
斯派克 你怎么跑这来了
爷青回
爱心一击
日本的动画片都带点恐怖色彩
有谁小时候看电视是日语？
金鹰卡通
配音好棒
上首页了 排面
完全体之神
你币有了，这次一定
小时候看的好像是粵语的
泪目
爷青回
开头BGM致敬光叔！
粤语的好听
17分钟进化论
黔南卫视
3+6
我也是
与其约会，使其娇羞
黑龙江加一
爷青回
满门忠烈
DNA动了
爷青回
我的一千多张数码宝贝卡小时候搬家全被我爸丢了，现在想都❤️痛
我不行了，听这个音乐我就想哭
好大一口气
我的男神，安杜路兽
满门忠烈狮子兽
我小时候每周日才播放2集
爷青回！！
没人吗
全剧最惨：狮子兽。。
MD一键三连了
不单单收藏了，你币都有了
便当受快跑
挖槽为什么会泪目
数码宝贝全系列，一口气看完！400集！爆肝40天
BGM：哥斯拉
一口
电视上看的，特意上来评论一下
\bvf
erfpoklkl;jlkklj
历历在目
泪目
小夫
苏喂苏喂！！！
国语可以的
喜欢
我的DNA也动了。
进化！炎龙侠！！！
美了一
安杜鲁有可能进化成颅骨兽的
所以
年糕和甲虫有什么关系？！
狮子兽也是满门忠烈（除了第二部）
小时候的碟片！！！！
勇气徽章！！！！！
唯一的国语不尴尬的了吧
然后他们
爷青回
正义的七打一
三连再看
活的最久的完全体
熊仔兽是完全体吗？我一直以为是成熟期
666
这不比博人传燃？
真肝帝
多模阿里嘎多
DNA动了！
爷青回
草，真的是完全体
我一直以为是法路易岛
勇气
file岛和server大陆，现在才懂了
鸡皮疙瘩
是我胡建人
就是这个
泪目
ohhhhhhh
泪目
狗子你快给我进化啊
泪目
没想到还有这么多
翡翠台！！！
狠呐
这是台配版吧？
骗人，我用了不止一口气，举报
爷青回
好家伙
大娃二娃三娃四娃五娃六娃七娃
我DNA动了
草都变丑了
我小时候看的是粤语的...
我觉得粤语版毫无违和感
 为什么这么高清
泪目
厉害厉害
爷青回
直接哭还是走程序
牛逼这么肝
翡翠台
乐目
TVB
泪目
LSP了
嗯
爷青回
童年阴影
小时候的中配感觉不是这个版本哎
兄弟们，第一步的这个配音资源哪里找？
爷青回
鸡皮疙瘩起来了
爷青回
爷青回
爷青回
这口气有点长呀
鸡皮疙瘩都起来了
1.5开始抖腿
这么良心的up，你们不关注？？？
左下角的翔太显眼了
泪目
这集我看过
夹乳乳受
35岁前来报道！
北京-8看的 后来动画频道变成了北京-10，又变成了卡酷
好家伙
好大的口气
泪目
勇气
38岁老人在此
注意身体
黑色齿轮不是第二部吗 我记错了咩
绽放关蛮
我当时看的的河南卫视
起鸡皮疙瘩了，哭
3
泪目
便当兽
翡翠台才是我的童年
重新定义独角兽
当年的画片是真的多，每天把早餐钱拿去买卡片
数码宝贝就是万代为了对抗宝可梦做出的作品吧  哈哈哈哈
好经典的台湾配音
亚加C位
进化吧 暴龙兽
暂停看火柴人版太一
爷青回
我的回忆在第一部
满门忠烈
名字是音译和意译的区别，别纠结了
这个国配才是最早的国配啊
这素材是台版吗？小时候看的大陆版声音好听的多
是不是有点猛了兄弟
数码宝贝战斗激烈
草。。回想起来小时候了。。
这这这时常
巴达兽是柯基吧
小型火焰
我爱海狮兽和哥玛兽
哥玛兽好可爱我好喜欢哦
正南诶
我的DNA有反应
？？？
然后就肝完了。。。
卡酷动画
32岁了。泪
爷青回
爷青回
我总觉得海龙兽 超海龙兽 钢铁海龙兽是同一只= =、、、、、、
所以为什么一身火的火焰兽会被陨石巨翼这个火属性技能打败= =、
中文配音好评
卧槽，我DNA动了
爷青回
这个印象深刻
满门忠烈
25:00
卧槽！
应该把创作背景简介的
当年就是狮子兽让我变弯了
所以黑色齿轮是什么
刻入DNA的BGM
南方TVS6
我哭了
这是我的童年
爷哭了
这不比博人转热血
眼眶热了
东南台！！！
花仙炮
bgm一起来鸡皮也起来了
我一个暑假看完的
当蓝
丧尸暴龙兽
点赞准备白嫖
这里印象深刻
翡翠台
泪目
童年啊
庸俗进化论
爷青回
勇气先行，智慧紧随
东南卫视
~爱心一击~
泪目
Tvb
爷幼回！！！！！！！！！！！！！！！！！！
味太对了
阿古萌新嘎！古瑞萌！
不发点弹幕吗
青白江Q1
还是最喜欢这一部
泪目
太一！！！
爷青回
进化神曲
经典火克水
爷青回
是sora
肺活量真大
爷青回
瞬间泪崩
wdnmd我dna动了
少年比尔盖茨
国语好评
三色台
啊 这个配音 是童年的味道 爷哭了
泪目了
勇气总是最先站出来
蕾姆
这不比博人转热血？
好机车诶
真是我大学那会也一口气看民工漫哈哈哈哈
勇气当先
爷青回
泪目
亚古兽YYDS
便当兽
哭了
经典bgm
ame是滚球兽 - -
直接起飞
爷青回
台配确实是很多动画的童年
好家伙
法路易岛
爷青回
盖亚能量炮
丧尸暴龙兽
来了
翡翠台路过
好家伙
上面这位让练普通话的麻烦你去看新闻联播吧
爷童回
素娜不好吗？
小时候就是从这里开始看的
我一直以为我会是那第八个孩子
我怀疑你自己发的
只有奥特曼和数码宝贝觉得国语配音好
霓虹音译真的蛋疼，叫“文件岛”或者“档案岛”，多简洁明了
七个成熟期中最强的物理攻击，椰子冲拳
暴龙兽太大了不方便携带，所以退化成亚古兽
哈喽
这该死的过往，我泪目了...
现在有数码宝贝2020了，也是第一部的人啊，剧情不一样了
没看过
+
来了！
爷青回
勇气开路
满门忠烈海龙兽
爷青回
勇气先行
早期lsp
翡翠台五点
1
啊这
国配更好听一些。。。
我有暴龙兽的玩具。
配音太出戏了
广西卫视
初版就是这个配音，后面引进版又换了配音
那时候第一次知道“米田共”是什么意思
爷青回
东南台yyds
泪目
这味儿对了
配音差评
兄弟一二三四五啊
国语
火克火
尖尖碰碰拳
安杜拉兽好像死了
爱心一击
海盗
黑色齿轮伏笔
这特么一口气有点长啊？！
这特么的光听你在这比比了
安徽卫视七彩路看的
我发现了什么
看了up的列表直接关注了还没看内容
爷青回
勇气开道！
不配音好
爷青回
现在的台配已经不是以前那个台配了
童年的开始
TVB
大幕
勇气，是第一个站出来的
素娜更合适，毕竟素娜这个名字才是童年
我曹，我看过你做的火影
这个配音才是小时候的味道
哈哈哈哈哈
别，粤语版还是算了
我记得是米加巨炮
数码世界最惨—狮子兽
小时候的配音就是这样
勇气
这口气真长
三连三连了
滚进我的收藏吃灰
泪目
好酷
DNA躁动起来了
爷青回
不是皮卡丘吗？
狼人啊！
同女生
泪目
真的热血
是勇气啊
水浒传？？？
兄弟情呀…
tvb
泪目
28岁
这个配音就是我童年
东南卫视！
头皮发麻了
勇气先行
泪目，27了
牛啊
天哪，要哭了
泪目
哭了哭了
基因动了
啥时候能进化出兽人加鲁鲁啊
bgm是什么
我愿称你为肝帝
好多人在看啊。。。
我dna动了
我是鸡皮疙瘩
泪目
弹幕
嗷嗷嗷
爷青回
爷青回
泪目( Ĭ ^ Ĭ )
这个超帅。。。的人形
ohhhhhhhhhhhhhh
我就喜欢国配版，台配版那个腔调受不了
法易路的意思是ファイル（file），文件，对应数码世界的设定
哥斯拉
DNAの躁动
我去，我不玩了，我DNA动了
第一部歌最好听
going
最喜欢第三部第四部
是陨石巨翼把黑色齿轮打掉了 不是打败了火焰兽
狮子首总被刀
辣么大一个空字还要强行素娜吗？
又会有谁不喜欢数码宝贝呢
陪伴者我
南方少儿频道和翡翠台路过
等三十年那个你已经超龄了
泪目 回不去的童年
还是喜欢辽配
牛哇
勇气！！！
泪目
欠你一个币
关注了，以后慢慢看
喜欢辽艺配音
空也行素娜也行，人家UP想怎么说就怎么说，在这逼逼赖赖的能滚嘛
我也是福建东南卫视
爷青回
我也是东南台！
Flie岛
东南电视台，你是我们大胡建的楞
file，日式英文发一路没问题嗷
厉害厉害厉害
要七个成长期才能放倒一个成熟期
满门忠烈是海龙兽。。。从成长期到究极体都挨打。狮子兽每部都是完全体gg。。。
一切的故事，都要从哪年夏天开始
111
发光体动了
又是你
哇！这个进化我真的每次听到都会激动起来
鱼群大暴走
能跟究极体打几个回合的兄弟
傲娇受
我直接好家伙
就一集进化一个呗？
就是各种进化。。
恶魔兽
类目
我好后悔大一的时候把这段音乐当起床铃声了
这不比博人转燃？
四川卫视
好家伙
泪目
致敬光叔
都给我哭
泪目
起反应了
这配音好机车哦
爷青回
小时候很羡慕他们男女能住在一个寝室（？）
这么多 我好想逮一只比高兽
牛逼
国语 泪目
勇气！
安杜路兽真是最爱最爱的安杜路兽
爷青回
金鹰卡通！
万事勇气先行
说配音出戏的，麻烦你别看，因为这不是你的童年
yeqinghui
爷青回
对对
哇！真是童年的记忆
柯南台配也好
这一口气要憋死
泪目
就是这个味儿
狮子兽也是满门忠烈了
永远都是勇气先行
b站有买这部么
DNA动了
满门英烈海龙兽
星空卫视
科技宅
程序员
python是世界上最优秀的语言
点播台
爷青回
永远的回忆大古亚古兽
感动
这版配音就是最初版的配音吧  我看的是这版
我看的是普通话
我还买过亚古兽的玩具
这个配音似乎不是一个版本的
台配怪怪的
旋转能量剑~~
DNA动了
先点赞再看
爷青回
黑色齿轮
哥们兽
中配好可爱
哭了
