没有弹幕？？
来了来了
来了来了来了
热乎！
先赞后看
哈哈哈哈哈，我来了
好烫，五分钟
热乎的
啊
救命第一次来这么早
我感觉刚刚后面那辆白车有问题 莫名其妙停顿了一下
变态杀人犯最讨厌别人模仿自己
还是养会儿弹幕再来看吧
热乎
噢，热乎热乎
快递实名制
8分钟 热乎
发弹幕啊，兄弟萌
来了来了
救命 想看又不敢
普通人的直觉也是这么猜的
热乎的
热乎的
六分钟！！！！
早。。。。。
7777
热乎的
来了来了
冲冲冲
新鲜的，新鲜的
哦了
熬夜的阿拉斯加有三连吃
熬夜居然等到了
厉害了
晚了七分钟
耶
终于
热乎的
六分钟第一次
出息了
热乎的
6分钟！最早的一次！
热乎的
片片肝
六分钟
6分钟！
我出息了！
看完就睡觉
头一次这么早
啦啦啦啦啦啦啦啦来了来了来了！！
11111111
ohohohohoh
好家伙，热乎的
来了
来了来了
关上五分钟的大门
早起的鸟儿
和怪物看串了。正好来回顾一下剧情
六分钟！！
吼吼吼
四分钟难得
来啦
果然
养肥再看
热乎的
4分钟
四分钟四分钟四分钟！
来了
热乎的四分钟！！！
四分钟，热乎
终于
wuhu
四分钟真烫
来早了
4分钟啊啊啊啊啊第一次
两分钟！
热乎的！
五分钟内出息了！！
热乎的！！！
来了来了
当你看到我的时候你已经不是第一名了
终于来了，我要留着吃饭再看
啊啊啊啊啊啊
4分钟！！！
冲冲冲
热乎的
来了来了
烫手
三分钟，还热乎着
来了
我好早
这集真的是又臭又长
熬夜的孩子有糖吃
热乎
两分钟！
真的烫
烫手的！！
2分钟难得
热乎
第7.8集都快出了
两分钟！
来啦来啦
来了来了。
一分钟
两分钟  热乎
终于来啦
还以为片片凉了
第一来了
两分钟
两分钟
热的
烫手
来了来了
两分钟
rehu
太秃然了，正准备睡觉，随手点开，眼睛瞪得像铜铃
前3000欧耶！
舒服
一分钟！
烫手
刚刚！！
第一条第一
真快
！！！
哦豁，起飞
一分钟。难得了。
45秒
1分钟，出息了
哇哦
一分钟，芜湖
别问了，8万一平
23:28
第一第一
第一名
热乎的
哇
刚刚
刚刚！
来了
不容易啊
第一次那么早
第一次这么早
三十秒不到
这个点发你什么意思
1
刷出了啥
片片现在都好长。。。。。
耶
热乎的！！
热的
热乎
刚刚！
沙发
太前了
DIYI
热乎！
逮到
1
出息了
1111
啊啊啊啊
2
嘻嘻
旁边那辆车有镜头，感觉凶手在里面
主要是编剧（狗头）
有内鬼
高级弹幕吗？i了（doge）
你绝了，又是这个点，我又要噩梦了
神父死了
别他哥行不行啊，完全不过脑的吗，他都离残疾只差一步了还怎么连环杀人啊？
看片片讲解本身就是一种剧透吧
扎西德勒
上次把人家气的睡不着，这次还凌晨发，你好坏哦
吃播网红好漂亮，理想型
实名认证的重要性
時長感人
终于等到你
这个刘教授是不是顶楼里面那个卖房的
来了
刘教授会不会没死啊
这直接就可以确定是小白了，别人没有第二次拍这个视频的时间
果然是这样啊
来了来了
一小时，热热还能吃！
片片太神了，上次预测对了
车停了一下
好家伙
果然，也被凶手猜到了
长得好像苑琼丹
我直接一个好家伙
1111111
中国键盘侠最猛的是没见过韩国键盘侠
凶手真的是小白吗？
七宗罪 ？
To my star 
啊？！
来了
shake it
这通电话听语气什么的像小白打的
牛B2341正在观看
建议屏蔽七宗罪和哥两个关键词
他哥都是了
"警局,带黑色头盔的快递进去送包裹不摘头盔扫脸 真有你的."
都是好人
韩国警察就这么点吗
？？？？这给你送的？
来了来了
小白声音真好听
馆男风评被害（滑稽）
我知道了，凶手就是高刑警
终于来了，片片，这期我等好久啦
七美德？
骑士五德
你这语气…是在撒娇吗？还是韩国人都这么说话…
庆收真
好家伙这时长
想过怎么了 不能做还不能寻思一下 谁能完全控制大脑 让它停就睡了
来了来了
国外也有阴阳人？
这大半夜吓人
凶手肯定不是小白啊
反七宗罪
就是小白吧！说话的语气，和停顿
44
来了
刚刷完六集，看到更新，恕我直言，这部剧前边博士说过，精神变态会因为某件事情觉醒，虽然医生被男主枪了（应该不会死）但是接下来的杀人犯很有可能是善良小哥，毕竟从杀小鸟开始了
刚刚好赶上啦！刚好啊！！
可是这样做的目的是什么呢？
等等，这个是李昇基吗？
考研学子必备
？你来了
画面卡了？
哦吼~
小白是凶手吗
空降兵？
小狱警不只是重伤吗
后面车
没看到第二个快递员之前，我还在想为啥不控制住第一个快递员，按理说这个快递员或多或少知道些什么
这男主和LGD的辅助皮野绫是不是有点像啊…
卡了
预判了你的预判
姜书俊！！你老公在等你啊！
赘婿杨妈妈？？
都穷………
上班路上看！
片片我爱你！
城市之光
他不能演坏人
人设
片片！！超棒 
没有命运
第一个是凶手送的
好家伙
空屏了
？？？
这儿是凶手打来的吗
来了来了
今晚更新
这小男孩是幼年王宝强？
都很穷
市场感人
被我猜到了
。
这咖啡吃得也太豪爽了……
所以前面的快递小哥是凶手派来的
来了
来了来了
边走路边看
有美剧内味了
我分不清人了
热乎热乎
玩狼人杀的都知道，狼说什么都别信……
来了
第一眼以为是刘晓艳老师
"墙壁上的图,一个女孩有四张一样的照片"
小片片牛啤……
暴怒？
建议看原片！！！原片真的精彩
双胞胎吗
终于来啦！
快递你跑得这么积极
神父马上下线 神父：我tm谢谢你啊 hhhhhhl
这绝对是故意的
冲
这明显有内鬼啊 要不然怎么会知道
果然小白是烟雾弹
为啥用越狱的bgm
昨晚刷没刷到今天刷出来啦好耶
国外的阴阳人和键盘侠可比中国狠多了。寄刀片，各种人生威胁
小白还真是
对的姐妹！李昇基
瓶中小人的声音
？？？？
Yi...Yikes!
来了来了
我预判了你的预判
来了来了
怪物也很好看，希望能看到片片解说
终于来了
为啥一直猜他哥 他哥不是死了吗
？卡了吗？
原来大家都卡？
来了来了  第一第一
就是小白 可能性极大
工人都这么帅？
1.25倍速找回感觉
wc片片牛逼！！
来了来了
鄙神者~
热乎的
专杀好人？？？
肝肝来了
昨晚睡早了。。。
有内应
这不怼回去 
小白可能捏造了一个另外的凶手
小钱钱挣大钱
热乎
来啦来啦
剧透狗必死
内鬼
都没父亲把
来了
旁边有辆减速的白色轿车？
有内鬼
好久不见，片片
果然
到这里很明显凶手在他们团队中了。什么都能预判，什么能都能接触到
来了来了
热乎的啊
片片辛苦啦
绑架这边是个局但小白就是凶手！我赌一盒小熊饼干
晚上太可怕，白天再看
拍美剧……
会不会是双胞胎啊各位
来了来了
神父 危
杀好人？过分了
终于
韩国的快递员都包这么严实吗？根本看不到脸
来了来来来来了来了
热乎
穷穷穷穷穷穷穷穷穷
原片感觉有点吓人，所以来看解说
如果不结束节目是不是就不会死了
终于来了
来了
不是辞职了么
热乎！！！
这怎么可能给直播呢
快更  快更
不用写
←还没有好吗，到目前为止表面都还是巴凛不是凶手，他说的是医生凶手巴黎不是
来了来了
高武治刑警是凶手
来啦来啦来啦来啦来啦
还以为把弹幕关了呢、
方木的做法
三联我只给片片
剧透死m
来了！！！
猜到了
键来
小黄人
来了
一群没看过原片的瞎猜呢。。。
终于来啦！
哦农村妇女可太好看了
LAILA
LAILA
马小跳nb!
小白出的主意
终于来了等了一个星期啊啊啊啊
啊啊啊
是你 宋义进！
中国不一样？最近的金咕咕事件？
白来
最搞不懂是就是刘教授秒送人头
都是啊 哎
我觉得有内鬼
剧透者死
狗贼终于更新了
QAQ画质感人
越狱！
那辆出租车？
快递员为啥那么穿！？
小白！！！
湖里的尸体不是刘教授啊
小白声音好好听
来了
催更
来
没控制快递员是因为，节目里安排的快递员是自己人假冒的
突然想到不会是哥哥吧
11323人正在看
不是他哥！！！
伪善
来了来了
片片nb！
来了
11795人一起
每个国家都这样好吧
“他是刑警啊，粗暴点正常，你不骂人吗”好真实哈哈哈哈哈哈哈
全世界键盘侠都一样
越狱背景
小白是凶手
不管怎么说，高都是为了惩罚坏人吧，韩国人就因为他说脏话就网暴？
我来啦
爱你！
预言家刀了刀了
准备好纸了阿巴
终于
都很穷
花之杀人魔
woc
13857人QAQ
韩国键盘侠可不是盖的
他们都穷 要去教堂寻找救赎？
我看到吃播网红的时候就觉得是七宗罪 竟然猜对了 
不 我们都觉得安医生不是凶手
韩圈跟饭圈都是出了名的乱，不会没有人知道吧？
我猜凶手女性
哈哈哈我在赶作业时也这么吃过速溶咖啡
正能量
我猜测高刑警才是真凶吧！！！因为他的哥哥所他才是最恨十字架的人吧！！！或者他哥哥正是凶手！！！这两个人之一，我应该猜对了！！
快递应该穿颜色鲜艳的制服啊
韩国文化哈哈哈哈
猜到了，韩剧的尿性不可能男主是罪犯的
14676一起在看
谁还没睡邪恶得想法啊  没做火就是好人
片片我爱你
你是京东还是顺丰跑什么跑
三连
流浪汉因为家庭变故捐出全部家产才成为流浪汉的
七宗罪暴怒
蹲个咖啡牌子 打工人感觉很需要
钳形运动
谁还没能想过啊
好耶
他哥是神父啊。。还鄙视十字架？
14559在一起看
先投个币给片片护肝
.............
13648人正在看！
啊啊啊啊！！！
努力的人吗？
刚刚过去的白色轿车停了下，是不是有问题
能不能不要剧透！！
你跑啥
热乎
终于等到了
花之杀人魔，噗
看完原片再来看片片
笑死，键盘侠真无语
？！
ohnonononono
知道教授出现的意义？
要你三更死
“那你跑啥呢”“那你追我就跑啊”
这个快递踢了小白的伤腿
终于更新了！！！！
热乎的
还温热
她是pd不是记者
这性质算是跑腿送单，不是快递员
喝咖啡指导：刀客塔
反正我选择一直相信小白
我有点怀疑都是自杀了。。然后凶手帮她们自杀？？
没有爸爸？
前面他哥死了的你好好看了吗
先3连再看
安医生  记者有问题
任何电视剧或电影小说，都不存在反转
辛苦啦！！！！
任何所谓的反转都是合理的，甚至不需要任何铺垫
反转即合理，不反转也即合理
先赞后看
这计划很容易啊
先到的 是凶手的包裹，小白朋友的包裹是小白让他送来的，应该
打
你讲话的气声不盯着屏幕有些话都听不清
果然是钓鱼，没想到被凶手猜到了
内鬼
啥意思
盲猜女记者
键盘侠不分国籍谢谢
来催更了
李昇基！
来看80
808080
李昇基太帅了
韩国的暴力机关这么低声下气的吗
打工人做错了什么
好人一点错就无限放大
有内鬼啊
必须三连
看完了 推荐培根悖论的解析
！
在哪都一样那些弹幕
小白出的主意
片片牛逼
打工人实惨
真牛逼 你们看个剧能推断出国外键盘侠比中国多 戏真多
这是直播啊！！弹幕前面那大哥看啥呢？！
来了
。。。。，
牛蛙？？？
哪用假扮，都摆明了小白自导自演
woc怕不是耳朵
先点赞再看
来了来了
我爱片片！
来了来了
我居然猜到了是这样
钓鱼 结果被钓了
6017个人一起看
城市之光
普天同庆
黑咖啡这么吃感觉真的比喝更提神 就是不太好吃
热乎
来了
双胞胎
釜山行bgm
阴阳怪气
才？
来了来了
哪国键盘侠都一样
别说刑警了 被这么说 有点脾气的都会生气的
中国键盘侠也这样 哪国的键盘侠都这样 
？nb
我预判了你的预判
hhhhh其实被追谁都会跑来的
好家伙
我就知道是七宗罪
来晚了
小白又出现在现场了
我预判了你的预判
芜湖起飞
来了来了
博士感觉没死
播放延时呢？
九万了！
出租车！
钳形运动那个哈哈哈
感觉有轮到你了那味了
这里80拄拐变成了左边，假的
感谢片片
小白
传统艺能
啊～网友说的话真让人难受。。。
趁机轻视别的国家？
七宗罪？？
我生日
woc
热乎乎的
来了来了
呜呜呜来晚了
中国键盘侠已经开始输出了哈哈哈哈
内鬼是记者吧
热乎
老越狱了
来了
小白是烟雾弹和小白是凶手也不矛盾吧
而且凶手预判了他们的表演 怎么预判的？完全可以怀疑是提出这个想法的小白啊
哦豁
第二天过来来补三连
好弱鸡的快递啊没p用
啊啊啊啊啊啊超赞的速度
那要真是小白演戏就无语，绑架人家小孩几天了，就为了演戏，韩国警察什么货色
芜湖
还记得上一期一堆人说小白就是凶手的，显然是没脑子了
小白提出的
来了来了
难道小白不是？
我跳神父
这个拐杖带来的感觉太恐怖了
终于等到你
小白自导自演
来了
第一集，被话疗气得跳楼了ww
都是韩国人
韩国键盘侠很恐怖，看过英雄联盟比赛都知道
七美德？
上周就猜到了
凶手难道是片片
都在看啊
杀人回忆
我觉得是两个人，有一个是一代猎头者的追随者或者信徒，他的目标是猎头者受害者的家属。
你们接着看，小白最后说的话
预判了预判
下次一定
。。。。。。。。。。。。。。。
每周都蹲着你更新窥探，先赞后看
0  +.
6666666
牛壁
追更了
汤达人
来了
wuli书俊！！！！
热乎
我靠
有问题，为什么奶奶如果知道小白就是凶手的话，为什么还会发消息给小白
我赌小白一定
我靠
我还是觉得是小白
23小时
\]][\\]\\
一群剧透的还一副很拽的样子 搞笑
经典韩剧套路
进度条惊人
培根已经做过了
时长感人
羡慕007
果然城市之光啊？
这踏马是谁老子不认得
我若要你三更死，谁敢留你到五更！
内鬼
太蠢了 电话不通过延迟波的 实时就发？
记者是不是连环杀人犯？凶手不一定是男的吧
来了来了
牛批.！
片片NB
小黄人
来了来了
网络警察出警了
暗夜心慌慌的配乐，童年阴影
芜湖！
我是杀人犯？
会不会是小白是凶手，他录了两期视频，一期是真正的小孩，一期是给他们看的
热乎的
嗯嗯嗯？？你们现在这样子跟韩国的键盘侠有啥区别？？
看过请不要剧透，看过没什么了不起的
凶手怒了。小孩不就危险了？？
专杀好人 太惨了...
三连啦～
小白嫌疑大增
\
不到半小时 我出息了
不会吧，要是是哥哥真的细思极恐
晓航你在看吗
片片辛苦哈哈哈哈
40分钟我的妈
+++++++++++++++++++
七宗罪？
小白不会是同时发两份吧
共同点就是mouse吗
来了
城市之光？
熏悟空啊
第七集更新啦~~~~~~~~~
哈哈哈刑警是凶手
有内鬼？
你们这些人就会讽刺别国吗
说明有内鬼
我猜小白可能是本色出演
又反转了 快跟上啊啊啊啊啊 韩剧经典套路又来了
来啦
这帮
原来咖啡是这样吃的？
我猜到了
有内鬼
来了来了
还有趁机批判中国的呢，键盘侠们谁也别说谁
开饭开饭
下次一定
沃手
沃手
沃手
牛逼
按照七宗罪杀人？
全程高能
期待期待，精彩精彩
1
刘晓燕老师的那个笑死了
有可能想引医生出手  凶手最讨厌模仿自己
韩国没有监控？
凶手不会觉得自己杀了他们，相当于拯救他们的人生？比等待上帝的救助更直接？
我为什么觉得不会是小白
打工人
？？警局内部的人？
有点像蒙太奇
果然想复制蒙太奇
好心疼奶奶啊
E shake it
看完解说都不想看正片了哈哈
医生死了
来了来了
可是是谁透露的呀？小白嫌疑很大
快递小哥为啥要带头盔？
中国人难道不会被人带节奏？
我找到共同点了 都是韩国人
标准就是颜值高
来了来了！
007靠
键盘侠真实了
预判了你的预判
大胆猜测一下，安医生是原生变态，小白是隐藏期变态，被环境因素影响由善良人变成变态。安医生是暴露在明面上的蛇，而小白是隐藏在善良表面后的老鼠。
来了来了来了
他应该是要引出真凶
感觉旁边的白色车上是凶手
两个都是狼   你杀我一个  我杀你一个
剧透没点那啥
解说说话太难听啦
这不是内鬼
007？？？？
切
都信教？
片片我好爱你
有内鬼
哈哈哈宋义进
害怕
勤快被杀?。。。。额么么
来了来了！
我就说小白不是凶手嘛
小白这么可爱怎么会有坏心思呢
都在仔细看，别问为什么没有弹幕了！！
我来啦
刚看完6 给我气死了
为什么剧透？觉得有意思？
网络留言现状
说有内鬼的继续往后看！
好像依然范特西封面
终于来了
00
+-
那你跑什么？
别忘了奶奶那个小女孩
人性吧 哪里没有站在道德制高点上攻击他人的人呢
是他哥吧
安医生是想破案 我懂了
来了来了
三连三连
闪送
先赞为敬
我突然灵光一闪杀人凶手可能是警察弟弟，或是警察哥哥神父
现场直播就离谱
打工人
笑死了。小白马上黑了
这个预判nb
积极追求更好生活的人？
0
最后结果爆炸
建议看原片
】
刺激
可爱的奶奶
开心
这女的是内鬼吧
我始终觉得是小白
哈哈哈哈哈哈哈哈哈
盲猜神父
来了
小白就是凶手
弹幕呢
A
窥探催更
凶手绝b是内鬼，时间方式也太接近了
小白可能是在配合安刑警演戏
庆收真是不是照着孙艺珍微调了。。 以前没这么像的啊。。
来来来
-
偷国键盘侠
震撼我妈一整年
有内鬼
guyus
都有基督教？
先赞在看
越狱！！
？/?
？？
钳形攻势
第三个带有犯罪基因的什么伞那个
钓鱼的是！wn
刑警代表愤怒
辛苦了
辛苦了
这算好人？这不过是普通人而已
催催催更
我突然觉得是高神父
？？？
凶手大概就是小白的编剧朋友吧
逮住这个快递小哥啊
宝！来啦！
我。靠。
键盘侠不都是这样么
？？？？？？？？？？？？？？
小白刚好到电视台?所以也有可能就是小白伪装的快递，赶紧换了衣服装才来的。
预判个鬼，不就是把正反逻辑都说了，总有个对的
有本事去杀财阀
不是哥哥！！
好好看
=`12]
空降兵真的怎么看都不像啊
laile
我也卡啊啊啊啊
？？？
555
知道剧情的能别剧透吗！？
猜到了hh
都是打工人，因为杀不到资本
28号了
来了
致敬信条？
有内鬼
以为送来的是自己人伪造的结果是真的
神父是不是变态
好长
奶奶发现小白可能是凶手的证据去找小白对峙
果然悬疑剧里的凶手都是万能的，警察都是菜鸡。
催更催更
七宗罪啊
这肯定是高刑警和小白演的戏为了引出凶手
难道受害者他们都有变态基因？
共同点是变态基因？
是降落伞吧
广受流浪汉好评哈哈哈
一般被凶手谋害没死的都是狼
怎么连送快递的头套都一样
感恩徐先生推荐
哈哈哈哈哈哈哈哈哈
不会是神父吧
\
面膜n b b b b b b b b
小白和安医生不会是一伙的吧
崔pd就是记着是内鬼 小白是好人
幼儿园杀手
先赞后看
模仿作案吧引出
来了～
有细作！
为什么老是揪着小白不放，如果反转真的是小白是凶手，那这个反转也太没悬念了
.‘’lgfdsa、；
哪个国家的键盘侠不都一样
催更！
.0+
看完六集，感觉是巡警
来了
打工人就是惨
唐探直呼内行
握草握草
虽然但是哪国不都有站在道德最高点指责他人的人吗……
这你都能知道
韩国老传统了
悬疑剧里竟然会有猜，不可能
都长得一样
广受流浪汉好评，对不起我笑了
刚刚有辆出租车过去了啊啊啊啊！！！
不对劲，如果是这样的话，很有可能是小白自导自演的一场骗局，骗真正的兄手！
我们国家也一样好吧
猜到了
人家说的冥福  啥眼神，冥婚个屁啊
我觉得凶手就是高刑警，和惊天魔盗团剧情差不多
两个恶魔联手了？
这人肯定安医生！！！
贫寒 吃播的成本高还是赚得多啊？
这不是越狱的bgm吗
坏了，我成替身了
   图。是的一年。  
感觉是高神父
高神父自带猎头者基因
好家伙
忽然害怕
卧槽卧槽卧槽 复活卡
快递小哥就是凶手
有内鬼！终止交易
厂工有点像白敬亭和范丞丞的结合
片片真厉害
刺激
这个罪犯真的过分杀害这些普通人
难道警察帮你们骂罪犯，你们不应该感到痛快吗？果然是键盘侠
打工人
有内鬼
我就说怎么找不到5/6
23333333
流浪汉没照片 很细节
有内鬼？
没有规则约束跑腿快递是犯罪的温床
牛战士从不摘下面具
《鼠 标》
车！！！！！
没人？
小狱警好帅我可以
记住本片的唯一宗旨：99%的变态 or 1% 天才
张嘴就“坏人”？
不愧是一丘之貉，跟这边也差不多么。
那啥驱魔师不是被喷停播了都
所以我们不学好的真就向韩呗
实名的重要性
有最近那味了
？？？？？
wewe
但是这个快递员送的地方他自己不知道是什么情况和事情的严重性吗
有内鬼
看到吃播就知道 肯定是暴食七宗罪
那就只有两个可能一个是小白自导自演一个就是崔记者是细作
只能是内鬼
好人
这杀人魔真的罪该万死
007
其他流浪汉的好评？？？
为了为奶奶报仇吗？
杀信奉上帝的人？
凶手应该是这个高刑警
不用想啦 铁死啦小白
来了来了
NPC???
空降兵是不是第三个变态基因
安医生好睡
666
那节目不结束不就行了（dog）
究极反转
不会是监狱里那个吧
最近才知道片片是青农校友呀！！
崔记者？
有内鬼
剪得好棒
喵喵喵害怕
对！顶楼卖房的
来了
中国的也一样
工人这么年轻帅气么
弹幕呢
弹幕呢
剧透的有病吧
有点晚
以前我也经常这么吃，黑咖啡干粉。。
握草
小片片足手
受不了了，都是我干的行了吧
安医生估计是好人
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
片片预言家，刀了
瓶中小人+1
有内鬼
有内鬼，终止交易
片片厉害，来支持了
我感觉这是小白和医生演戏的
我靠！果然是你花之杀人魔
好家伙不会是你阿拉斯加全给你猜到了
好耶！
瓶中的小人哈哈哈哈哈哈
投神父，神父左手的手势是撒谎的意思，而且可能为了转移注意故意装的
.
不愧是你！花之杀人魔！！我还以为第二季结束你变好人了呢！
？？。？
特征会不会是信教
标准是信教？
？？？
国外也这样啊
cgnb！
虾仁猪心
韩国键盘侠骂不得？非得膈应一下中国
韩国快递小哥也统一服饰？
他们当中是有内鬼的，团伙作案？记者在队伍中是被安先生看到的！
是不是因为之前少杀了一个人 为了完成他爸爸的愿望
尴了个大尬
牛批
cgnb
007工作制……想想就可怕
不到80斤？确定是做吃播的？这都不是正常人了吧……
快递小哥应该只是个工具人而已
?\
都选择了原谅了某人
好人
咖啡还能这么吃。。。长见识
靠就是都是努力生活的人啊
片片牛逼
七宗罪
卧槽？
我预判了你的预判
你不追我能跑吗？
死者基本上都属于好人类型
那奶奶是怎么死的？又是怎么被凶手找到的，如果医生不是凶手的话。
你跑什么？你追什么？你跑我就追啊，你追我就跑啊
哈哈，和我猜的一样，嘚瑟下
阴阳怪气
预判了你的预判
旁边那个计程车是不是停了一下
预判了你的预判
单亲家庭？
两个女孩都好漂亮
我蒙了
322
咖啡好像是麦馨的
七美德、
cgnb
电话号码不是实名制的吗
小白和降落伞
先赞催更再看
真的凶手急了，出动了
真的凶手急了
小白会不会是在装安医生的朋友说话
会不会是安医生和小白一起在抓一个凶手
把键盘侠杀了吧，我支持
越狱！！！！
奶奶好漂亮的
这能预判到就太离谱了吧，应该是被监视或者有间谍
这个先一步很灵性
话说这是越狱的bgm吗！
该不会是记者捅出去的吧
七宗罪？
窥探
上期不是说高刑警辞职了吗
小白和警察双簧引凶手？
cg？
又突然感觉不是了……
盲猜是小白跟高刑警演技激怒凶手
这种连环杀人案不应该一开始就想死者之间的联系吗
瓶中小人
《广受其他流浪汉好评》
相由心生岂不是说韩国没几个好人？
所以把基督教直接排除到偷国外就不会发生命案了吧？
七宗罪？
边上的出租车？？？
安医生没给小白下药被打断了
来搞来了
打工人
拳击馆馆长在姐姐出事的时候明明那么帅
就是这个记者，内鬼
不会是哥哥吧
不会的
感觉这才第5集
刘教授和安医生朋友
有着闪光点的普通人
也许真的是神父
去教堂忏悔
天哪
天啊
天哪凶手就是小编剧
没找到标准
太精彩了
搞不好就是高神父
呢我危险了
农村妇女好好看
？？？？？？？？？
操
网红好像女版李钟硕
来了来了
不要剧透 不要剧透，我TM屏蔽开八级了还有人剧透呐？要脸不要
实名寄件的必要性体现出来了
来了来了，一口气看了三期
鞠躬了 ，你还要我怎样？
。。。
