草，马戏
诶诶诶姐你带个钟离，不然大风车有你受得（狗头）
观海啊帅啊
材料
牛批66666
现在压力来到了米哈游这边
走官方的路让官方无路可走
牛啊牛啊
这小宝确定不是泰坦改模么…
神之呼吸，一之型，雷电九连
快住手啊这根本不是二创
卧槽全是遗迹重机
农 耕 机
卧槽！
原神的二创是真的强
@原神
可是影不是神啊
狂风，臣服于我
快收刀，捡材料啊
影：就应该速战速决的
范式.jpg
阿尔法突袭
大佬
牙医切泰坦
谁还记得。。雷神的武器其实是长枪啊！！！！
雷电真
牛，但快点捡材料呀
这特么是二创?
记得设定里，小宝是种地的机器来着？
卷！继续卷！
看得我头皮发麻
我是雷神，七星的玉衡呜呜呜……
逼死策划系列！
哇哇哇真的好像兵长啊
西风枪突破材料有了
果宝机甲归位！
停住手啊这已经不是二创了
太帅了！
创死官方系列
剑仙了感觉…
二创之路就此开 创死他二创人
此时压力来到官方这边
此刻，寂灭之时
神本来就会飞的吧
你对我的小宝做了什么
真就是在这没的？
卧槽
同人逼死官方
现在压力给到官方这边
公子：你抢我活是吧
阿尔法突击
以头抢地
真好看 要是原神也是3D游戏就好了
帅
璃月雷神就会飞
真飞雷神
打了几百年  因为雷电将军也很强啊
你们管这叫二创？
磁悬浮是吧
小————————宝————————
哪有神（兽）不会飞的啊？你说是吗□□□
雷之呼吸 壹之型  十连！
凯瑞亚局部战争
我先在这里放一个范式（doge）
阿影！
是飞雷神！
芽衣是你吗芽衣（doge）
现在压力来到了官方这边
飞雷神
你家抽的是雷电将军 不是雷神（影），雷神进本了
巨人既视感
我糙刘哔
逆熵大战雷之律者
阿尔法突袭
火钳刘明
我的雷神不会飞
快住手！这根本不是二创
创死官方Orz
火钳刘明
坎瑞亚大战
开卷
雷之神神乐•碧罗天
这tm告诉我是二创？
这居然不是官方作品？？？？
高达（bushi）
千鸟——拔刀！
快住手啊这根本不是二创
这镜头 真的有内味儿
这才是真正的雷神吧
疑似坎瑞亚覆灭珍贵影响流出
泰坦军队大战雷之律者（）
超级头槌
太短了！不够看
作为神会飞很奇怪吗？
火钳刘明
公子狂喜（bushi）
《无想一刀》
一刀全没了岂不是更帅
老婆好帅！
"懂了,有一个雷系阿姨演我!!"
你需要一只会飞的雷军
大众
动作有点僵硬
奶香一刀
弱小无助可怜但能打
宇智波鼬(幻视)
敌人虽众，一击皆斩
我以为是官方
看着有种东方的感觉
需要冲击波啦
F快按F！
阿尔法突袭
只是代号是耕地机而已 还是武器来的
达达利亚：原来还可以这样
此时压力来到了官方这边
影儿!别躲着我了快出来吧!老婆!!!
托克再给我几秒好吗
飞雷神会飞有问题吗没有问题
巨人!
进击的雷电
一刀两断！
水滴即视感
超级头槌
我一直在想要是原路收刀是个什么画面
《二创》
这同人，是越来越卷了
和分身打了几百年，赢了几百年但是分身不认输
小宝~！
众所周知原神二创要么极度牛逼，要么极度生草
鸡皮疙瘩起来了
住手啊，这已经超越二创的范畴啦
牛逼，三连
坎瑞亚战场是吧
现在的二创，一个比一个卷
人家能做，不行的是你的手机内存和芯片
滚筒机动
《关于创死官方这件事》
关于二创如此卷的问题我觉得在座的各位都有责任
早期雷神巴尔征讨坎瑞亚的珍贵录像
nb
现在二创都这么卷了吗
利威尔
火钳刘明
敌人虽众，一击皆斩
敌人虽众，一击皆斩
雷之阿尔法突袭
看一名我方铁御
五不五费不重要，这才是神的强度
我的雷神咋不会飞
怕啥 她是雷电将军
比官方还官方
稻妻魔神战争珍贵录像
火钳刘明
头部着地直接去世
材料不要可以给我吗
好的，现在压力来到官方这边
《二创》
这是二创？！
现在压力来到了官方这边
现在压力来到了米哈游这边（doge）
太好看了
那叫耕地机，但取这个名字并不是指种地的意思，一开始就是战斗机器
三连奉上
板野马戏
果然最卷的二创还得看“原神”
原神二创 创死官方
拔刀时全体都愣住了
阿尔法突袭？
剑光如我！
屑小宝！
飞雷神
老婆
神仙打架系列
奈克斯特
好，这边压力来到了官方
托克的梦想被毁灭了
飞雷神
开大收刀加上更好康
剑圣:这个我熟！
有这技术力就给兄弟们看这个？（doge
探头
剑光如影，斩尽芜杂
没有眼睛差评
好多小宝，不少q吧
鸣神之眼去哪了？
把官方创死两次是吧？
牛啊
二创？？！
皆若空有游无所依
我都没玩过这个呢
飞雷神
早期风神辅助雷神打深渊
真的有那么丝滑吗
斩尽牛杂
女王降临！
疑似雷神讨伐坎瑞亚视频流出
雷之呼吸   一之型     霹雳一闪！
别人家的雷神
无想的亿的一刀
火钳刘明
皇牌空战
压力给到了官方
她为什么不把刀插回去？
火雷神
狂风！臣服于我！
为什么我的雷神不会飞
影没去坎瑞亚哦
在？
会飞，这是芽衣（
这是二命雷神
非要说雷神武器是长枪的是不是没有雷神（）
是信仰之跃
芽衣！！！
飞，雷神
雷之呼吸 霹雳一闪 六连
雷之呼吸 霹雳一闪 六连
雷之呼吸 霹雳一闪 六连
原神二创这都卷成啥了？1
能量已满，是时候开大了
压力给到官方
超过十秒了，没公子快（狗头
什么板野马戏
封见主义
【达达利亚退出直播间】
前方飞雷神
重复n遍
火影忍者改的吧
飞雷神
没有打击感
卷，卷死官方！
论原神二创有多卷
雷神已歪，前来ma街
快住手啊，这根本不是二创！！！
突破材料交出来吧你，小宝
《飞雷神？》
雷神高达
你们管这叫二创？
异能打机械就是快
反重力裙子
这已经不是二创了 
米哈游把我的雷神改到这么强，快去
没开bloom
我虽无意逐鹿，却知苍生苦楚
好家伙 压力给到官方
奶香一刀
我的雷神为什么不会飞
太刁了趴
雷神真飒
6666
“二创”
你管这叫二创？！
影：早知道这么弱，秒了算了
火钳刘明
六命雷神
众所周知异能克机械
以前的影用的可是薙刀
创死他！影！
有点眼熟
天下人之章第三章的过场么
飙龙妙影？
压力来到了原创这边
雷之呼吸一之型八连
这up指定有点副业
雷史莱姆：喵喵喵？什么飞雷神？
现在ya
小宝好腰
《二创》
决战坎瑞亚
火钳刘明
立体机动装置
——显赫刀剑，来世再见！！！
其实用脚点地来达成冲刺效果会不会更好
卧槽，二创这么凶残？
牛
动作指导：灶门炭治郎
太强了
刀光，亦是永恒
有星际战甲cg那味儿
不不，雷神应该一刀解决才对
家妻给大家献丑了
可以看到压力来到了官方这边
众所周知，机器人元素抗性低
卷，都可以卷
改个红月
我雷神歪了。啊哈。
剑意是连续的/doge
剑光如我，斩尽无杂。（bushi）
达达利亚以前才砍三个都要虚脱
这是影
恁帅啊我超
信仰之跃
官方cg?
牛蛙
雷之呼吸
火钳刘明
璃月雷神？
快住手啊，这根本就不是二创。。。
有这技术给xdm看这个 
菠萝蜜多斩
这尼玛二创？
巴尔：我拔刀只有7秒，得快点！
二创要干掉官方了吗
稻妻机动队
头锤！
怎么都是耕地机
火钳刘明
发现没发现没，她嘴角少了个痣！
头比较铁！！！
众所周知：雷神头最铁！
信仰之跃
为什么有点像进击的巨人
百鬼夜行雷将军
雷神武装
好帅啊将军大人
我爱你影小姐
爱了爱了爱了
你这up我要了
好帅气
我什么都做不到
这玩意是二创？
我去 我TM直接三连 给官方一点点压力
雷律？
没有画星星
现在压力来到了官方这边
现在压力来到了米哈游官方这边
动作指导：空之律者
决战坎瑞亚的辣哈哈哈
呱！！！
官方惨剧
过分了吧，我一个大招再加两刀才灭三个独眼小宝
显赫刀剑来世再见
神会飞，嗯，没问题
阿尔法雷袭！！
这踏马的真是二创？？？？
剑光无影，斩尽牛杂
都给我转起来，神都打不过
怒吼吧俱利伽罗
火钳刘明
礼貌托克、提米:你吗
立体动装置
阿尔法突袭是吧
压力给到
死二：这个我也会
刻晴
雷之呼吸，壹之型。
有这技术就让我们看这个？
比公子变身还强
000
雷之呼吸，壹之型
万叶：你们没有自己的bgm的吗
现在压力给到了风神这边
雷之呼吸
压力直接给到原创
这tm是二创？？
嗯……压力果然一直在官方这
下面压力给到官方
好帅啊！
进击的猎者
火钳刘明
立体机动装置
坎瑞亚没落了
跟我玩的不一样
飞雷神
真:飞雷神……
雷神会飞倒也正常
您
雷之呼吸  一之型  霹雳一闪  神速
不加个斗气羽翼？
《坎瑞亚战争意外流出视频》
这tm是二创？？？
好多小宝
雷之呼吸
兵长既视感
雷之呼吸一之型，霹雳一闪
火钳刘明
刻晴别看，他们都是骗你的
这居然不是官方？（doge）
这个剑为什么不回插回去
公子？？？？
这个横劈很像优菈传说任务动画里……
压力不一直在官方那边吗（）
住手啊，这已经不是二创了
就差个温迪了！
这个帅呀，WR能忍得住吗
芽衣，别耍帅了，这个世界泡没有虫虫，待个1千年就回去吧
一个核心都没掉？
挺尬的，作为个“神”靠连击打个兵就不合理
乃香一刀啊
现在压力来到了mhy这边
卧槽
压力就没从官方那儿移开过
有这技术你就给兄弟们看这个。
我的肯定是个假雷神
雷之呼吸-七之型
雷之呼吸，霹雳一闪
莫名有一种水滴的歧视感
现在压力来到了米哈游这边
一点五和两杯速度看真是无敌
住手，这已经不是二创了！
范式.jpg
异能克机械!
公子哥哥
为什么你不插回去
此刻寂灭之时！
好，现在压力来到了官方
达达鸭:玩具的帐结一下
好身手
这下压力来到了官方这边
大哥，考不考虑整个副业（doge）
神灵种天克机凯种
有这条件给咱看这个？
雷之呼吸·一之型 霹雳一闪！
雷之呼吸·壹之型 霹雳一闪
动作指导，善逸
火钳刘明
现在压力来到了官方这边
有李逍遥那味儿了
就离谱
影流之主
头铁将军？？？
靖妖魔舞
霹雳一闪·神...对不起走错片场了
好了，现在压力来到官方这边
无想的亿刀
现在压力来到官方这边
好的现在压力给到官方这边
压力来到了官方
雷之呼吸！
公子：你这样显得我魔王武装很菜欸
好帅！
NB
霹雳一闪，六连
异能打机械
啊啊啊啊老婆
压力现在来到啦官方
公子弟弟兴奋中
利威是你吗
近战对我们有利！
住手啊！这已经不是二创了喂！
三 千 雷 动
这根本不是二创！！
这就是飞
我也想拥有这个雷神
女王降临？泰坦？？
火钳刘明
他为什么不把刀插回去 
快出手就根本不是二创
琪亚娜？你再刀？
某某玩具销售员
公子:你TM拆我玩具
有崩坏3那味了
要是是我直接开锚点跑好吧
回头捡素材啊
反重力裙摆
芽衣
这是高达吧
快捡材料啊
雷之呼吸，一闪，六连！
飞雷神
要是整个boss就好了
住手啊，这根本不是二创啊
火钳刘明
卷 狠劲 卷
无想一刀斩不更香
为什么我的雷神不会飞天！
辫子没亮
太牛了
雷神我老婆！！！
此刻，寂灭之时
火钳刘明
雷神找刻晴学技能了
如意神剑
琪亚娜，你，一定也看见了吧
好耶！混沌回路！
卧槽恐高恐高
什么人形高达
想到雷神3D，我就来劲 
挖槽！nb！
一刀双小宝
火钳刘明
战锤40k?
老婆~
妙影？
这不VR
怎么都是第一台耕地机
？
雷之呼吸
厨力爆表
老婆啊啊啊啊啊啊啊啊啊
千鸟拔刀
超级头锤
考不考虑做个副业
果宝机甲，归位！
雷之呼吸（doge）
为什么我的雷神不会飞着打架?
钢铁侠？
泛式.jpg
你那个叫雷电将军，这个叫雷神。
火钳刘明
雷之呼吸
家妻献丑了
？？？？
歪了淦
二创二创创si原创
好的，压力现在给到了官方。
现在压力给到了官方
火钳刘明
章鱼哥
现在压力来到了官方这一边
好的现在是我老婆登场
反重力刘海
歪比歪比
我在想TV之类的明明都是刀，怎么自己玩就成枪了
弹幕游戏开始了吗
亚历山大
异能打机械正常
独～眼～小～宝～
压力给到官方
雷神:什么才叫天街巡游啊！战术后仰
压力给到官方。
住手啊，这根本不是二创！
剑光如我  斩尽牛杂
创死他创死他哈哈哈哈哈哈
弹群核心就绪
好多材料
现在压力来到官方这边
这确定是二创。
雷霆半月斩
歪比巴卜
剧情中的雷神vs我抽到的雷神
强烈要米哈游出一个
高达大战小宝
肝还在吗
无想一刀
机凯种那个真有你的
压力给到官方
快住手这不是二创
真害怕 。雷电将军掉下去散架了 
一群铁甲小宝也妄想弑神？烬灭吧！
芽衣！（幻视）
卧槽
我的雷神怎么不会飞
钢铁侠4：不会做饭
有这技术就给兄弟们看这？
坎瑞亚灭国战
成东方了-0-
火钳刘明
让你二创，没让你创死
火钳刘明
米哈游压力巨大……
雷神老婆啊啊啊啊！我爱你
@原神
比博燃。。。。。。
打个耕地机打了这么久，不如达达鸭  狗头
超级头锤
压力给到了官方
这tm是二创？
看是琪亚娜
雷电少佐是吧
显赫刀剑，来世再见
有点像塞尔号电影
坎瑞亚战场现状
不够强这刀一拔不得出现个蘑菇云
假的都是假的我的雷电将军就不会飞！！！
飙龙
卷死官方系列
现在压力来到了官方
米哈游：你正式来我们公司上班
太好看了 就是感觉脚有点使不出力 轻飘飘的
这tm叫雷神
这tm才是雷神
压力给到官方
火钳刘明
压力来到官方这边
现在压力来到了官方这边
凭实力二刷
火钳刘明
赛罗？
琪亚娜呢
显卡在燃烧
此刻正是，逆熵破产之时（不是）
奶！香！一！刀！
火钳刘明
现在压力来到了原神官方这边
？
混沌回路？回路呢？
官方开始有了压力
压力来到米哈游这边
歪 比 巴 卜
这边压力给到官方
公子:草
快手针对原神石锤了
跟刻晴学的吧
小宝：你别过来啊！
这是雷律吧。
逆熵破产之时
火钳刘名
渊下宫雷神
假的，我的雷电将军只能打两个
火钳刘明
642764
为什么我的雷神没这么强
好细节细腻啊
创 死 官 方
我永远喜欢小影！！！如果爱有形状，那么一定是永恒的形状
影：看好了，玉衡星，这才是斩尽芜杂的奥义
礼貌跟地基你吗？
一路火花带闪电
七命雷神
铁头功?
神子，再给我十秒吧（
大战坎瑞亚
好的现在压力给到官方这边
这不是二创
雷之呼吸 一之型 霹雳一闪 八连
马戏可以的
雷神演示pv里其实有飞，就是飞起来劈三小怪那里
“敌人虽众，一击皆斩”
影：Trans-Am
好耶
快住手啊已经不是二创了！
压力来到官方
乃我没文化，一句卧槽行天下
这招是暗示阿婆主会歪到刻晴
这才叫雷神
我的雷神不会飞
雷电将军：再给我十秒吧
以头抢地尔
这不是偷袭珍珠港吗？
快点按F！
阿影
雷之呼吸
内卷，起来了
超级飞侠
好帅！
刻晴大招加强版
动作指导：我妻善逸
显赫刀刃
米哈游：你被录取了
阿尔法突刺
敌人虽众，一击即斩
我的宝～
《一刀》
雷电影我好爱
我的雷神不会飞
公子就是逊啦
让我想起了公子
题瓦特大陆没翅膀是不能得飞
这个是二创？！！
梦想一心
无想亿刀
无念，断绝！
哈哈，让我试试刀吧，给我倒下！
hh
公子：怎么我剧情也有人要阿
我怎么感觉这个可以作为原神抽卡中的cg呢[doge]
这TM是二创？
坎瑞亚之战
六 命 专 武 满 精
睁眼没效果我不是很认可
光bgm就给三连
一刀秒了，有什么好说的
雷系极致高机动
666
雷の呼吸、一の方、霹靂一閃、八連！
以头抢地尔
此刻，寂灭之时！
哈哈！让我试试刀吧！给我倒下！
倍速有惊喜哦
满级宝类
雷之律者
你这个雷神为什么用的是万叶的bgm呀
剑光如我，占尽芜杂（doge）
原神之彩虹桥
敌人虽众，一击皆斩
好耶！
万叶：你没有自己的bgm吗
影宝好帅！！！
第一第一
无极之道，在我内心延续
八嘎呀路！
《坎瑞亚灭亡实况》
《F400》
万叶的bgm
感觉不如芽衣
《魔神战争》
神子，再给我十秒钟吧
荒波椛叶
所以，将军为什么会飞
看看月球上的琪亚娜
电光耗子
鎏金哇咔呀酷烈！
适应性回路已启动-影
太强了
呼你妈
我的宝！
今天我又来啦~
觉得不要做飞行做瞬移会更加酷炫
影宝好可爱
哈哈，让我试试刀吧！给我倒下！
老婆！！！
狂风，臣服于我
爱发电链接在哪里
影宝好可爱
万叶:没自己的BGM是吧？
万叶:这是我的BGM!
裁决之时
坎瑞亚是如何灭亡的
这叫二创？
此刻即是逆熵破产之时！（错乱）
刷材料现场
？？？
很流畅啊
影宝我爱你
让我们看看远处的琪亚娜吧
叫耕地机的战争机器，不是真的种地的
古时明月无人夜，独向蛟潭制恶龙
醒醒雷军，你没长翅膀，呃…也有一种可能我玩的是假雷军
该角色无法烹饪
影宝我爱你
用万叶Bgm的屑雷神
飞雷神！
""
