足够的知识，让我们变得自信、从容
航拍中国 河西走廊呢
啊这，这要用了恐怕只能用一次吧
这个蒙娜丽莎有点像无耻之徒里的黛比哦
bbc只有自然纪录片能看，其他全是造假、偏见
比如你需要反侦查
《张三指南》
这气息声也太重了
柴静：你说啥？
@半佛
物理课看过
00
喜欢 我贼爱看
我看了柯南全集我骄傲了吗？
来收藏夹吃灰吧
纪录片bbc顶级水准
大猫
百家讲坛！
侧写太强了
有多少人只做到了大胆假设，却忽视了小心求证
糖，就是这样。
vip我也会看的
看过哎
P5
矮大紧，不仅喜欢谈不懂的领域还喜欢一边扇着扇子一副很懂的样子谈
必看啊！
把我《航拍中国》置于何处？
不要光看观点，也要思考观点背后的逻辑
我就知道这是第一  超级好看
盲猜一个航拍中国
是药三分毒，何况天天涂脸上的化学合成物
看过
想起来了，看过
立本那边就是这种思想
航拍中国第一部不错
完美星球！！！好看
中国通史
太老了
大国崛起也不错的
这喷麦真的难受
点错啦
客观，三连了
bbc只适合看动物记录
啊啊啊啊
@半佛
bgm是什么？
谢谢各位，给我提供BGM
BBC哈哈哈哈哈哈哈
以前的香烟
BBC纪录片造假也不是一天两天了
是的
开幕超级仿生
推荐   舌尖上的中国
柯南doge
，所以哪里可以看
我看过不太懂
1871人
看过了
故乡的原风景！！！
你可能一无所知
我只知道人与自然
7万收藏合影
消费主义植入的思想
+
下次一定
"eyeopener,两面针退出了直播间"
批判思考，BBC以前的一些自然纪录片还是可以的
关注了
关注了
好！
散吧散吧
护肤最好，化妆就免了
去看书不比看纪录片强
这个好~
什么是睿智
古代兵器大揭秘
我怀疑你在暗示谁
bbc纪录片也作假，别全当真
up的普通话还需要多练
半佛
top0舌尖的笑死
两面针
@两面针
这收藏量
手把手叫你犯罪
1
机智如我
这话没毛病啊，你可以喜欢化妆但不是别人不化妆就是没教养
p5bgm哈哈哈哈
p5世界第一！
入狱小技巧
这个看过，有一集是“竹”，竹子:终年长绿象征清廉，竹杆通直富有韧性象征守正不阿，空心象征虚怀若谷，竹节象征坚贞有节。
我
透9
半佛仙人出来挨打
这部巨吊
辨识针味的过程
666
哇哦
唉
这句说的太好了
批判性地看
点错了
p5
Oh
bbc的纪录片现在也就自然类的能看了，其他的就算拍了，我们能信么
这个好像是爱奇艺现在找不到了
P5天下第一
两面针
b战历史那些事也不错
有没有 走进科学
就是封建毒瘤
好美啊
bbc纪录片太美了
回形針:被你识破了
蚊香针出来挨打！
特么，你们天天点错，烦不烦啊！
少说话多做事
点错了
这个强推
航拍中国呢！
bbc纪律片不错的
1
贻笑就是让人笑话的意思 前面不要加让人了
地球脉动:???
这个超好看！！！
这个前奏，故乡的原风景
这个配音...
这个up主是不是也带了10%的私货
我选择蛇油膏
国产纪录片本来就很强
半佛
比如你是张三
bgm不是缺氧里的吗
这时肯定有人不愿意了，哈哈哈哈哈。看看前面说的就是你
你的普通话太不普通了
动物世界有吗
呼呼呼
BBC。。
航拍中国永远的神!
干货
消费主义思想
地球脉动呢？
好家伙我不禁怀疑你有没有看过纪录片，国产纪录片大多都由cctv牵头，一直制作精良好吧
收藏了
国产纪录片怎么了？
开龙脊
top1  舌尖上的中国！
bbc动物纪录片也没少摆拍造假啊............
去哪看，不会搜吗。
比如你正在谋划一场犯罪（手动滑稽）
张三狂喜
矮大紧
男女全民整容化妆现在是，体现了虚荣心达到前所未有的地步
我看过！！！！超好看
居然没有《行星》？
居然没有《宇宙时空之旅》？
重点是在哪里看
平时只爱看纪录片的路过
点错了
我怕.
我想到了寡姐Car lights
因为艺术家没了
BBC.纪录片没问题。就是新闻已经有BBC就是新闻垃
能不能不要一棒子把人全打死？
BBC蓝色星球2各种造假。
半佛就是个半瓶水
群处守住嘴
批判啊批判啊
你的梦想是？
太萌翔了
66666
？
滚去收藏吃灰把
直男千万别看
挺喜欢BBC的啊
准备犯罪
去寻找三体文明
罪犯看了就学会反侦察了
.
哈哈哈
@半佛仙人
监控法
宏观角度上无限大，微观角度上无限小。
说话声音怎么老是喷麦？
大国崛起超级好看
早起美国的烟草公司就资助科学家写吸烟无害的论文
居然心动了 ！我一会就去看
《手把手教你如何快速入狱》
三连走起
这个我喜欢
b站上有吗
三连留下
居然没有地球之盐
终于看过这个
@五和麒麟
从入狱到出狱
看过耶
这话说的很真实
推荐《法医宋慈》
这个可以的！
这个纪录片好精致
这个真的太好看了！！！！！
收藏
这种在评论区整理并附连接的必须三联
两面针 绝命老铁 半佛
众所周知中文科普基本没法看
p5
不好意思点错了，我想重来！
生命的奇迹，蓝色星球，一个世界七个星球
.
BBC自然纪录片挺好的
好！
好
但是你并不知道你是否有足够知识，自信就变成自负了
 真相只有一个
声音好听
比如说杠精
i
某晓松
无耻之徒里的黛比吗
好像蓝猫淘气3000问
BBC拍自然还可以的
越来越有判头了
确实，抛开剂量讲都是耍流氓
看过了，对高中生物的理解有很大的帮助
人类还有未来吗？
贻笑大方前面不用加“让人”。这么说就挺贻笑大方的
"qyu一✿✿ヽ(°▽°)月牙湾 222小贺最喜欢动漫里,y✿2222永野芽郁咿呀咿呀哟"
╭☞( ￣ ▽￣)╭☞
xujuuu7xrxxr)xd
我选了2，抬杠！不。洽洽是因为我赞成了up的说法。
我币没了
什么林超~~一个大忽悠！
自然风光类的纪录片确实一定要在4K以上分辨率下和HDR下观看
默读yyds！！
嗯
还刺激
无知不仅无畏而且还愚昧
但是需要提醒 不化妆≠不打理自己
双面针:你直接报我身份证呗
哈哈哈
点错了
什么垃圾逻辑
哪里看
BBC就是靠纪录片招粉 然后吧黑中国的内容灌输给粉丝
主要是我遇到了缺乏常识的人还解释不清楚这个（事物的道理）
这跟封建思想有啥关系？
……点错了
张三
前面的弹幕，乌合麒麟怎么你了？
这日子是越来越远判头了
看过这个，有点好笑
超有意思
影响世界的中国植物！！好看好看！！
尽信书，不如无书
这个真不错
这个蒙娜丽莎的微笑笑死我了
知识并不等于智慧。
我就是要一边骂bbc一边白嫖他
有一个说法是这样的：知道的越多就越无知
国内有同款
未来将是赤旗的世界！
看过
所以我看央视爸爸的纪录片
收藏在看
嗯 嗯嗯 自主化思考..
比如 你在犯罪
听话的收藏了
取之精华，弃其糟粕 
bbc?
要是还有观看平台就完美了
planet也值得一看
比如你已经犯罪还以为自己天衣无缝
看这个容易不还花呗
好了。快发种子
卡尔萨根的宇宙
基本演绎法 片头！
看了再说吧，弹幕不要没有看就一昧的否定，都2021了怎么还抱有这种心态呢
P5R的bgm！！！
说永恒的，呵呵了
"知道了, 这就去杀人"
打脸高晓松 罗振宇
bbc，哦，那算了
国内国外啊
懂了
听这个声音总感觉是在讲悬疑
当你用私货这个词时就表明了你对异见的态度
对国产就这么不被看好么！什么叫也能？
这个bgm出来我要去试药了脑子里都是凹p的画面
不行 UP主一直喷麦我好出戏
我曹，4这个我看过
歧义
我很不喜欢就靠掉图和段子的半佛 我认为他拉低了科普的门槛
柴静：你报我身份证？
背后的曲子是什么
所以在公共场合说话小点声
哈哈哈哈哈哈哈哈哈
病句啊，“让人”删了
、老婆【】、4急哦【】、
看好多遍了
杠精出现
5分钟、
封建？什么鬼
是药三分毒。除了以前的部分工作，我不化妆。别人化不化关我P事
你的发音很奇怪
看过
yyds
1
这个超好看！
看过看过！
双面针
农夫山泉
我做了一个违背祖宗的决定
启门。。
进球了兄弟们
到我的收藏夹里吃灰吧
糟糕的历史也好看
监控
“被铅毁掉的一个国家”
笑死了
BGM：宗次郎-故乡的风景
你得先了解BBC是怎么运营的然后你就知道他的纪录片多好
两面针表示：这锅我不背！！！
我好像看过？
懂王表示呵呵哒
紧跟时事
两面针出来挨打
两面针
蓝色星球
蓝色星球，也是我喜欢的
那看柯南吧
top-1
z换个看完了
这个看完了
只要你不觉得尴尬..
那你是不是给这几个纪录片做推广的 哈哈
张三人傻了
航拍中国
大胆一点，比如我在犯罪
鸟飞派
!又找回紀錄片的感覺了
有时候你并不知道你不知道
各种类型的美剧快看全了。。
投币投币
万物皆化学原料 怎么可能无化学原料
这个我看过
但实际上 很多所谓的名画 都是资本的力量
这个看过，有点像上课
嘻嘻
观察者网
选错了
233333这个很沙雕的
人真脆弱
啊啊啊啊我家乡的海菜花！！这个照片是和我同个地方拍摄的吗一模一样！！！！
无论怎么样，猜疑和思考就对了！
好
名侦探柯南
九年义务教育内容
CCTV 就拉倒把  自己不拍 全是 盗别人的 翻译一下   懒得要死
《 常 识 》
台笑大方
张三入门指南?
法国
0.0.
完美星球
未知世界
宇宙世界
天然气爆炸极限是多少？这不是常识吗？
化妆品公司花钱让这么说的呗
这个央视播过
这个大姐太酷了
啊啊啊啊啊
可以看老高
盲猜地球脉动
论文也是一样的
害怕
光看纪录片是不能正确地弥补自己的认知
所以多听少说
说白点 阴暗点 没错的
心医林霖：你直接曝我身份证得了
心医林霖：你暗示谁呢？
bbc牛逼
人类对这个星球而言是什么不知道。人类对这个星球得其他生物而言、不是巧合、是灾难。
超级仿生
刚看完无影灯下
我看了
很好
唯一缺点，画质不好
@半佛
你的ANG AN根本读不清楚啊……江西人么？
天然就不毒么
BBC关于自然的纪录片都挺好的
我质疑我自己
航拍中国也很美呀，超级震撼
这个特别像科幻大片
这一部一般
BBC也就纪录片能看看了
推荐水果传
两面针，矮大紧
知识是有阈值的，为什么之上会有更多的为什么。
地理老师：这些都是常识，要背下来
我2k显示器是不是不配看这部
那应该在哪个国家
我看过就忘了。不记得纪录片说的什么
看过
手把手教你进入监狱
化妆还封建了？？？
这叫常识？？？
有些人以前一个劲说外国好现在又一个劲说外国不好
冲这段话三连了
比如你准备犯罪
BBC记录还是可以的
个人觉得干净就好
一切都是阴谋论
画质不好
地理启蒙吧
两面针出来挨打
这视频开头就已经社死了
矮大紧
让他去我的收藏里吃灰去吧[doge][doge][doge]​
这是资本毒瘤啦
蓝色星球？
化妆绝不是唯一
这个超级有意思！
卑鄙c
社死不要紧
日子越来越有判头了
不懂科学这句可能不够严谨，毕竟我们只是渺小的一部分
BBC的自然纪录片还可以
哈哈哈哈哈哈
水猴子
矮大紧
日子越来越有判头了！
航拍
柯南就很不错
有一个BBC的纪录片也挺好的，关于八大行星的
国内类似的有《此画怎讲》
宇宙时空之旅yyds
非常赞同！
宇宙时空之旅 yyds
没有什么能成为永恒！
这个是真好看
？
bbc牛逼
并不是巧合 是必然
只要画个眉毛我觉得就很好看了
就能解决
立个flag！ 第一一定是宇宙时空之旅！！！
擦，大哥
那不如看看历史书
BBC新闻和BBC自然是两个项目组，拍纪录片的项目组巴不得新闻组死
队友团战失利
什么叫足够那，，比别人懂的多？
点赞收藏都给了，币我也不留了
生物人狂喜
不会拍的地狱吧
我c这个我感兴趣
还有夹带思想私货之类的
我小时候有看过，有模糊印象
太美了
这是不可能的，鲁迅哥批判这些封建迷信思想多少年过去了，无知在今天依然横行，，
总之保持合理 怀疑 批判精神理性看待任何事物
BBC直呼内行
历史课看过！！！
但是日本要倒核废水了
这算常识吗
up声音好好听啊
现在不知道看不了了，中午还在看的
上班 不听歌 喜欢听纪录片
名侦探柯南
看过这个
来了
哈哈哈哈哈
up和这些片都很不错很用心的
化妆不代表精致和改变有些许代表自卑
每个毛孔都看的清清楚楚
央视当初汉化过 贼棒
BBC：百分之10干货，百分之80私货，还有百分之十水分
你正准备犯罪
台笑大方
比如你准备入狱
高晓松老是喜欢夸夸其谈
这个我们地理老师给我们看过
张哲瀚
哈哈哈
我也怕
B占
好怕
启蒙大作啊
推荐同类型《此画怎讲》，讲中国名画的
bbc纪录片质量还是高的
来了
1
让人贻笑大方？ 语法听着这么别扭
收藏量离谱
地球不需要你拯救
有点意思，我要看
DUI
1
竟然有这个！
我靠，我刚刚才看到这个！
哈哈哈哈哈这个好有趣的样子
镭
有的因为缺乏常识命都丢了
@张三
哈哈，有可能哦
52集啊
哈哈哈
麻烦问一下这个叫什么美术馆来着
纪录片还是很不错的
这个爱了
高晓松表示很淦
开龙脊
地球脉动，蜥蜴逃生那里绝了
应该想想是谁，为了什么目的，让你对BBC有了偏见
我觉得太阳算个微尘，地球只能是个夸克。。
看过！！！
BBC被央视给禁了
擦，大哥
大国崛起也挺好看
BBC会拍动物不会拍人b阴c
好耶
cctv纪录片明码标价 给钱就冠名拍成广告片
比如你在犯罪
爹有
知识的确不等于智慧，但是像你这样的人连知识都没有，
拍的超美
BBChina
柴静出来挨打
人类是病毒
湖心亭
攫取
喜欢这种
恐惧个屁他们越傻他们越是叼，搞得什么都要让着他他犯什么错都是情有可原
宇宙时空之旅
bbc只要不涉及现代人文就值得看
哈哈哈哈
1111111学到了
说的太好了 必须点赞
这个超级推荐！！家人们都去看！
柴静，
高晓松经典
无知还没有求知心王炸
这句话帅飞
皮一下嘿嘿
这些纪录片在哪能看到？
这个超级好看有趣！！！！
知识确实并不等于智慧 但知识的提升空间是智慧所不能达到的
大胆假设，小心求证
说的好
我来了
谢谢UP主
tup1？
航拍中国yyds
摄（she）取，来跟我读
不好意思这个思想已经在社会种下了
点错了
这恐怖的收藏量
是不是vip内容？？
这个中央9好像放过
强推祖国通史
祖国通史
韩国
@半佛
绿色星球也很好看
14亿中国人只有不高人的推论被证实
点错了
我害怕
这次真的贻笑大方了。。。。
最好的谎言就是讲真话，但是往里面掺假，真真假假，假假真真
先看看
天才北极星
是我了。脑子里满是用不到的冷知识，常识缺乏
知识不等于智慧
是樂三分毒，人吃五谷杂粮总有三病二痛
富人越来越多，穷人越来越穷
无添加成分就可以了 任何东西都是化学成分组成的
p5好家伙
台笑大方（）
仿生头发么
BBC的地球脉动值得推荐，，非常不错
BBC的画面真的美
建议大家多看看，防止以后被弄进去
这部片滤镜不合格，推荐观看
超级喜欢看
比如。。。
哈哈哈
钝角
笑死，秘书礼仪课老师都说女性不化妆是对对方的不尊重，那男咋不图个粉苗描个眉穿个小高跟
哈哈哈哈哈
柯南不好吗？
比如说，你准备犯罪。。。。等等！建议观看！！哈哈
我靠刚看完
？？？？？？
墙内人天天喊假就很逗乐
人类是地球的癌细胞
要不他改名叫黑客丽莎。
然而真相是周围人都没啥冷知识，只有愚蠢常识，你知识更多，想法就不一样就成了异类。我的童年就是这样。。我就是那个被歧视的人
斩杀线到了
并不觉得有多可怕
低情商
..
贻笑大方里面就包含了让人
BGM故乡的原风景
在学完生物第一册后，终于能看懂不少了
《影响世界的中国植物》
大卫爱登堡
这个真好看
高中老师给看过
这么牛逼
工作细胞
完美星球
呜呜视频没了
我的心到底有多浮躁，连这漫长的五分四十九秒都坚持不了
超级喜欢！！！看了好几遍
推荐《tiny world》非常不错的自然科普纪录片
啥都怪封建
擦大哥
能拍出这个视频是有多无知无脑啊
8k也没什么用手机屏幕最多只支持2k
真刑啊
无化学成分！！！！
这部看过
还有一部《行星》也不错
看过这部
这个真的很好看
说得好
日本才有吧，中国街上不化妆的很多
看过
比如说杠精
特效厉害
看着就很好笑
为什么要骂BBC
这个头部好像一个外星人的头
B站要会员！！孩子们快跑！！！
值得观看
弹幕护体
所以有人上传到B站吗
美釹
top0：《中国通史》
在学校随便放一个都看得入迷，在家一分钟都看不下去。
新的枷锁
哈哈哈哈哈哈哈哈
这这这不是自然地理的一部分?
老虎进野区要注意什么，我来告诉你
直接2.1A瞬秒这就是街头旋风
我害怕不敢看
《常识》
～我能说我在大学里面碰到那些连某个省份的省会都不知道的人嘛呜呜呜
作案手法的成熟运用，一半可怕一半搞笑
法国大牌香水里面的油可能是肥胖者的尸油
我上过一个网课《世界著名博物馆艺术经典》我觉得这个很干货 还有大人讲解
行星 也很好看
这个好看！
要不用AI配音吧，普通话不标准真的很难受
关注一波先，谢谢分享
赞了
柴静没错，支持柴静
看惯了高清纪录片，回头看以前的有点难受
柴静出来挨打
柴静出来挨打
这个好
全是黑科技与狠活儿
第一是河西走廊吗？
bbc私活多
很早以前看过一部电视剧叫大宋提刑官感觉很好看
这个确实好看
，
""
