我的天太神了我的妈咪
首页通知书
首页通知书
首页通知书
太帅了
首页通知书
首页通知书
首页通知书
首页通知书
首页通知书
首页通知书
首页通知书
人类补完计划（雾）
kksk
这段是真的牛
.+
我以为在看MKBHD
.
币到用时方很少
我要这币有何用！
火钳刘明
外公好帅
哇
封面好帅！！！
'
我发现宝藏的能力一直可以的(
神！！！
瑞城就是个笑话
女孩们，谁想吃冰淇淋？
帧数好高
Rick and Morty永远的神啊啊啊
好棒
这个好牛
太太！！！是你！
我爱瑞克和莫蒂
没错！我是瑞克
帅
？
歌跟剧都是我的爱！啊啊啊
好帅！
在怀里融化这里做的好棒
天啊 GA！！！！
请勿在原曲下ky！这样是没素质的行为！请各位b友不要做没素质的人！
什么，还是实验性质吗
跟着唱的绝对不止我一个
那时候，我的头发还很浓密
morty长大了
姥爷变年轻了
这个瑞克因为失去过莫蒂，才更加珍惜
姥爷流口水时才正经
十二岁啊
这个真的好牛啊
好喜欢 ，再来一遍
EVAbgm???
别代入自己感情
这段应该是讲邪恶莫蒂试图让c137小莫看清姥爷并带他离开有限平行宇宙
圈外人已经想去看了...好强...
设定里姥爷活得很痛苦吧
每日一遍
没有口水，没有灵魂(doge)
耶耶耶耶耶耶
看得我浑身鸡皮疙瘩！！！！！！！！！
不是还在连载吗？怎么就看完了
？。？这。。
要这币有何用
感谢蓝色翻译君
牛啊
自由的爷俩（doge）
痛，太痛了
？这是手书？？！
不投币，你也必须点赞
三连啦
好耶
给我加速看！！！
这个衔接真的挺流畅的值得三连
这里莫蒂和外公一起变成黑白好绝啊
刚才是不是团长出现了？
up主真牛逼
第一次看见瑞克和莫蒂这么高质量的手书了
你发现宝藏的能力一直可以的
邪恶莫蒂
邪恶莫蒂失去了他的姥爷
火！！
番名：瑞克和莫蒂
首页
在没有姥姥的世界
777
火钳刘明
邪恶目的像正义一样。
这说明姥爷的娱乐心情是假的。
你发现宝藏的能力一直可以的
哇啊啊啊啊———-（兴奋
我没币了
三联走起
Wubba lubba dub dub
像是邪恶莫蒂失去了最初的他自己…换来了自由
姥姥！我的姥姥，我要创造一个有你的世界！踏踏开！
追番键呢！
好帅
前方核能，无关人员马上撤场！
每周必看了！！！
给我上首页啊！
帅哥你谁
强!!!
ga！！！！！！
589人
580人那么多
他奶奶滴，为什么不火？
真的牛批
Rick穿过薄膜后，从衣着和手中的酒瓶可以看出年龄的变化
好牛
好牛哇哇哇！！！
表情包or头像系列手书
宝藏发现你的能力一直可以的
OHhhhhhhhhhhhh
双厨
神!
必须三连！
孤独的
剩下的600人！出来吧
人比弹幕多
首页通知书
首页通知书
首页通知书
双厨狂喜啊啊啊啊啊啊！
708
火钳刘明刷起来
恭喜宝藏发现了你
人人能看！全集
恭喜宝藏发现了你
好爱
火钳刘明
这里的外婆和贝丝其实都死了，动画主角姥爷的家人都不是他自己的
姥爷放弃了自己原本白色的内心，选择黑色只为找到凶手
莫蒂好经典的嘴型
高技术力啊
和我一起看到最后的258人发个弹幕吧 
瑞克停留在三百多个维度里，只是为了找到杀害自己妻子的仇人。
再来亿遍
那时候我还穿着蓝色的裤子
来做我儿子吧（狗头）
点了关注，劝你识相点下次更新自动推送（doge.）
神
痛！太痛了！
姥爷抬头纹无了
神！
请接受我的膜拜
444人米斯达。。。。
注意，原作画风与此手书不同
Morty一发疯就帅，像他姥爷一样邪恶无情
草这个em绝了绝了绝了
em啊啊好帅好帅
肝帝啊 膜拜之
好耶！2022年还能看到瑞克和莫蒂上热门我爆哭
C173的瑞克是绝对自私的，但也是最强的​
我要这币有何用！！！(传下去)
有最笨的小黄，就有最聪明的小黄 
就是这个要死的表情
come，morty.
come on，Morty.
瑞克桑切斯
电报
电报1
电报2
不说了，抠图了[doge]
md那个说第五人格的kynm
真的爱了
我只想说太牛了！！！！！！快画！
summer的特点更像桑切斯，但莫蒂同样继承了史密斯和桑切斯的优点，只不过在rick身边不受发掘
建议先去正片，不然容易看不懂
再见了我那有着婴儿般蓝色眼睛的爱人
再见了我那有着婴儿般蓝色眼睛的爱人
姥爷怎么可能这么帅 我不相信
崩溃
失落的老瑞
不火踢我
“那时候我还是穿着蓝色的裤子”
第一次觉得莫蒂帅的人想必都没看过原作吧？（笑
em真的好帅啊呜呜
又是刀！
发明毁了他
姥爷比任何人都爱他的家人只是不愿表达而已
快要成为上帝却打不过內心的自己
好绝
人家是c137前面说错了
好牛逼啊 老师
玻璃动物，好耶!
好厉害
\----Rapeet tik sao T----/
_))Mtd late kpet((_
------------------------$--------------------
---------&---------
每周必看
BGM:The Other Side Of Paradise (Explicit)
记忆图钉
Dad.
lk
rfyu
好强
神之 跪之
这里很像迪奥
真的循环一下午了！！
火钳刘民
rick逐渐由“人”变“神”
应该说是穿越到一个平行宇宙去融入一个不属于他的家庭
宝藏发现我的能力一直都可以的
姥爷可以画老一些吗
天橙老师！！！！（激动）
姥姥好美
！有生之年
路转粉了呀！!!!!!!!!!!!!!!!!!!!!!!!!
。
火钳刘明
快给老子火
这个视频不简单
有大佬解读一下内容吗，看了没看明白
还是喜欢姥爷疯疯癫癫的样子
不白嫖了今天
就是那三行公式分隔了我的人生
姥爷失去了太多
BGM是啥?（有人发请给我点个赞谢谢）
up币有了
恭喜你发现宝藏
我去我去我去我去我去好绝！！！！！！！！！
求歌名！！！！
前方高能预警
谢谢好人！！！
最喜欢em桑
最喜欢em了
最喜欢em了
天橙妈咪!
神仙真人辨不清(♡⌂♡)
这是最瑞克的瑞克
最天才的瑞克已经自我放逐了
淦！是俺最爱的bgm！
啊啊啊啊天橙老师我的神！你值得大家都喜爱！
压迫
bgm吹爆
come on，Morty.
历史的见证者。
那时永远跨不过去的隔阂
如此突兀，他融入不进去的，所以没有笑容……
卧槽这个表现力太牛逼了
草 开屏雷击
tql
牛逼
刀死我了
GA狂喜！！
爱了
千万不要划走
做的太好了
这里怎么这么像阿格尼hhhh
宝藏
教父
2022年还能看到
神迹啊呜呜呜
强行的把rick拼接到这个家庭了，深深哭了
RM手书？！我不信 再来亿遍
圈外人都知道被帅一脸的程度
恭喜你 发现了宝藏
火钳刘明
GA！！！！！
太帅了
又一个宝藏的真不错
绝了
投俩币
nb
nice
i can hear your heart
太帅了啊啊啊啊
这个是从帝国大厦跳下去的死法
双厨狂喜。
神！
死神少爷
神不缺任何东西，唯独缺少感情
拜拜宝宝蓝
每周必看
那现在的女儿是真是克隆呢
come on morty
 再见了我那有着婴儿般蓝色眼睛的爱人
我要看黄瓜
姥爷的口水呢
h精彩
再来亿遍！
407个人？
是**眼诶
居然现在才火
woc双厨狂喜！！
刀死了
好牛
诸位，今夕是何年？
我趣呜呜呜呜呜呜有生之年能看见瑞莫进每周必看，太太牛逼！
哈哦
凭实力三刷
wow
王云青歌姬吧
66666
rm迷来了！！！！
啊啊啊啊啊啊太神了太强了
666
我去！！神！！好会画！
这个合照真的绝了！！
好帅！！！
神中神！！
求bgm
求bgn
欢迎回来
这算不算不同的平行宇宙？
“我从发明它的时候我就是去她们了”
ga的歌！！！！！
这首歌！
( ᗜ ˰ ᗜ )
弱弱问翻译
刀子
初代传送枪
这个被抹掉的姥爷是不是傀儡
蓝色的牛仔裤
下半身的神
火钳刘明
下次一定
信我发现宝藏的能力一直都是很强的
邪恶小莫！！！！！
+++++++++++++++++++
好帅啊
宝藏发现你的能力一直可以的
我是圈内人，快忘记原来长啥样了
2币奉上！
纬度有无数个，但合适的灵魂只有一个。
莫蒂姥爷之前说漏过，莫蒂也克隆过很多次，但还是那个莫蒂
我巨喜欢这首歌
【每周必看】
这眼睛太棒了
火钳刘明
哈喇子呢？
？？？？？
他不一定长这样，长这样没那味
吃灰去吧！
姥爷要是在老些就更棒了！
凭实力二刷
每一帧都是壁纸
起鸡皮疙瘩 woohoo！
画风逐渐离谱
恭喜你发现了宝藏。
我又来看啦
《融入一个不存在的家是一件容易的事》
女儿都是薛定谔的猫
为什么最温馨的画面却是最刀的！！
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷
火钳刘明
确定这是手书
n刷了 太牛了 我为此流下动感的泪水
这个怨恨的眼神！
每天一遍
这将是这车库里诞生的最后一个好点子了
拼拼图有绣湖内味了
老子听了一千多遍的宝藏歌啊啊啊啊啊
再见了我那有着婴儿般蓝色眼睛的爱人
你三连有啦
有剧情！
为什么没有一个瑞克，复活，姥姥
我我我···我的币···
这个莫蒂的眼睛是不是正好在看拼起来的姥爷
太帅了
刚开始就刀人
我要这币有何用？
这还能叫手书？？B
听曲进
124人
？？？
火了记得给我个赞
生 活 必 需 品
"""骨头扔上天空，还未落地就变成了宇宙飞船"""
"""骨头扔上天空，还未落地就变成了宇宙飞船"""
爱了
能者先赏
歪比歪比大不大
唯一一个能战胜瑞克的莫蒂
GA！
NB跪了
谢谢蓝色
火钳刘明
牛牛牛
太刀了
瑞克和莫蒂冒险到永远
曲对币有
《     实     验     性     质     》
真的超喜欢第一版莫蒂！！
大大我爰你！！
牛太了
可是 我拒绝 什么？
给爷火
《说真的看了不下亿遍》
姥爷有点(  )(幻视
其实是因为创造宝藏的人太多了
曲对币有
即便是克隆那也是另一个世界的女儿了，那又怎么样呢
神
刀死我了
只要他想，整个瑞克联盟都可以毁灭。
火钳刘明
什么顶级神仙
大哥开挂曲
姥爷好帅
粉丝滤镜
每天必看
原曲是 the other side of paradise
太良心了 
圈外人都觉得很神仙的地步！
C137不是最强的，只是在他的墙里面是最强的
姥爷！我滴神！
老瑞有点年轻
嗷嗷嗷嗷嗷~
C137
恭喜你发现了宝藏
高能预警
恭喜你发现了宝藏。
我要币何用？
啊啊啊啊啊啊ga的歌
恭喜宝藏发现你
卡点
放屁自我放逐，前边那个闭嘴
放屁姥爷自我放逐，闭嘴弱智
放屁姥爷自我放逐，闭嘴弱智
爆炸是假的，别二逼你们
说姥爷不可能这么帅？你二逼吧
kami！
有外婆的可能都排除在外，传送门的那边永远不会有外婆
俺滴宝藏bgm都开始藏不住了
哇哦
为什么只能投两个币呀
永远的神
刀
宝藏发现了我
瑞克笑了，姥爷却始终笑不了。
GA的歌！
GA好评
爷不白嫖了！
好强
如果火了，点我一下
恭喜你发现宝藏
再见了我那有着婴儿般蓝色眼睛的爱人
恭喜宝藏发现了你
恭喜宝藏发现了你
恭喜你发现宝藏
这里的morty有点像怪诞里的bill
一听这歌DNA就动了
再来亿遍
再来亿遍
再来亿遍
越看越像胸针
有没有大佬解释一下，没看懂这一帧
我真的很孤独
每周必看
谁又能拒绝当初他伸出的手呢？
入坑作
歌名：The Other Side of Paradise 我是雷锋
( ᗜ ˰ ᗜ )​
注意：这里姥爷的拼图是和莫蒂连在一起的（无cp向
我去我以为结束了，居然才刚刚开始！
再来亿遍
绝绝子
姥姥一出来我都被刀哭了呜呜呜呜
姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
圈外人两天补完5季，快夸我
超喜欢这段！
歌名：The Other Side of Paradise 我是雷锋
自己弄的错误什么时候弄掉
？
？？
凭实力二刷
也就亿点点帅
在主角老累的平行宇宙下这个有新的平行宇宙他是最强的但不能保证
再见了我那有着婴儿般蓝色眼睛的爱人
这三连我要有何用！
你好棒棒
 走，跟我去二次元吧
nb
巨！！！！！！！！！
wc！这段真的绝了 
挑一帧做壁纸，UP主有意见吗
太强了吧！
没看过，但觉得很帅
恭喜宝藏发现你
劳资的追番键呢？
其实所谓的邪恶莫迪，不过是循环世界里边最聪明的想摆脱这个无限循环而已
太牛了
眼睛细节
evil组！！
我要这币有何用啊？！
高能预警
可怜的瑞克从那一天后就笑不起来了。
ben10
火钳刘明
Where they make it                                       他们在哪里制造
He is got a gold camaeo                    他有一件金色的迷彩服
Where they make it     他们在哪制造
就是两个字牛B
画风爱了
太强了
独眼莫蒂就是最帅的！！！！
宝藏发现你的能力一直很可以
我滴姥爷呜呜呜
呜呜呜呜呜呜姥爷带我走吧
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
“现在我只需一根电缆和五个莫迪就可以了”
现在需要一场演讲。
“就是地上的三行公式，让我从一个活生生的人变成了一个空虚的灵魂。”
相信我真的最后一遍了
up好厉害
c173，不过是一定的范围内最瑞克的瑞克但问题是最瑞克的瑞克和最没蝶的没的多的是在最新的那季中强已经被他们打破了，不再是独特不再是唯一
那三行算术分割了我的人生，一边是生活中的人，一边是无知无觉的鬼魂。
Gubba nub nub doo rahkah
这处有个细节。家人都哪有东西瑞克一个都没有。
C137是主宇宙的瑞克就是最强的，瑞城的建立有一部分原因就是要对抗C137的姥爷，因为他太变态了，在设定里他是知道自己在动漫里的
帅死了
瑞克和莫蒂
bad莫提！
rick最讨厌的东西：未知和他自己
艺术万岁！！
好心疼姥爷啊
他都已经这么强了为什么不穿越时空拯救家人
呜呜呜这首歌叫什么！！！
因为这个手术入坑啦！！
！
《一眉道长》
最强的莫蒂
那天我创造出改变全宇宙的东西，但是我也失去了一切
homo
你管这叫手书？
666666
一
一
真的神了
笑容细节
！！！！！
每周必看
发现宝藏
刀子
这是手书！！！
双厨狂喜！！！！！！！！！！！！！！！！！！！！！！
还愣着干嘛快去追呀！！！！！！
神作神作神作神作！！！！！！！！！！！！！！！！！快去追！！！！
看的时候以为制作组没活了结果蹦的一下地起飞。
为什么当初瑞克选了一个只有贝丝的世界？
贴贴老师
Danny狂喜
我没有上过一天军校，我却占领了整个欧洲
！！！！
眼罩莫迪巨帅
牛哇(￣∀￣)
绝绝子
宝藏up
太细了
1000-7=?
以我的观点，我只能，说不出话，因为表达不出……………………
为瑞莫献上三连
“我很痛苦，谁能帮帮”
我既是神，又超越神，但是，总会失去的对吗，不可能完美，我也懂得？
疯子和天才只有一线之隔
每天一遍
每周必看
姥爷复活姥姥的话，会不会变成《蜘蛛侠平行宇宙》里的金并
？实 实验性质？
make it翻译是成功，红色翻译菌译错了
姥爷永远的神
BGM:The Other Side of Paradise(不用屑)
对于Rick来说知道的太多不是件好事
画风太美，以至于想不起来原作啥样
小时候的贝丝好可爱
白白宝宝蓝
好绝...这里第一帧是莫蒂对姥爷的挽留，第二帧背景神情一变就成了莫蒂憎恶的推开姥爷然后从帝国大厦上坠落
给我三连
给我三连
我的天...
太会画了我的天
谁能想到全宇宙最聪明的人竟然是个秃头的倔老头
‘
刀
没有人可以改变过去如果有的话必须以改变现在为基础
恭喜宝藏发现你
求BGM
《Wudda ludda dub dub》
我靠我听曲以为是比利兹
帅炸
年轻犯浑时
我的爱人离开了我去实现他的摇滚梦
皎洁的微笑让我很安心
他买了一张单程的车票
西部就是他旅程的终点
六个孩子挤在一间卧室
泳池边的有钱人晒着日光浴
他遇见一个女孩
穿着一件范思哲粉色羽绒衣，浑身珠光宝气
他自诩篮球天才
他就像奥拉朱旺
大黄蜂就是他的囊中之物
他在公共电话里对我说到
我努力保持冷静，但是
我的生活仿佛变成慢镜头
再见了，蓝色眼睛的爱人
希望你能看清这邪恶的真相
卷入其中会要了你的命
不劳而获你终会付出代价
当我们还在一起的时候，你将真实的自己隐藏
紧紧握住拳头，好像随时准备逃走
我爱上一个我完全不了解的幽灵
邪恶莫蒂好像是C137原装的，记不太清了，他真的很强
我以为牢牢抓住的是天堂
传送枪-噩梦的开始
但我其实上是一个幽灵
这是我看过最惊艳的瑞克与莫蒂的手书
看到爷孙俩，不管啥先点赞！
-当我尚还年轻又愚蠢-
-爱人离开我去当摇滚明星-
-他告诉我 请别担心-
-狡黠的微笑令人安心-
-他订了张单程票-
-西边的好莱坞是他的目的地-
-六个孩子挤在一间卧室-
-有机会成为泳池边晒日光浴的富翁-
-他遇到了一个穿范思哲的女孩-
-粉羽外套 大颗珠宝-
-他要成为篮球巨星了-
-他将成为奥拉朱旺-
-他在公用电话里对我说道-
-我竭力保持冷静-
-但我的生活以慢镜头进行-
-我希望你能看清邪恶的真相-
-被冲动裹挟将会致命-
-朝着你闯入的艳阳尖叫吧-
-蜷缩紧拥 趁我们还未分离-
-握紧拳头 就像你会逃跑似的-
-我倾心于一个我从未了解过的幽灵-
-曾紧握着最美好的天堂-
-但我恋上了一个幽灵-
姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷姥爷
好像诺曼
—我的爱人离去我，去实现他的摇滚 梦—
—狡黠的微笑让我很安心—
—他买了一张单程车票—
收下吧up这是我最后的币了
Bye bye baby blue
双厨狂喜！！！
注意，这里的姥爷和莫蒂连在一起了
姥爷太帅了
传说之下有这个的代入au。
是这首歌！！
建议直接寄到瑞克和莫蒂的剧组里， up冲冲冲
建议直接寄到瑞克和莫蒂的剧组里， up冲冲冲
建议直接寄到瑞克和莫蒂的剧组里， up冲冲冲
我真的只看亿遍！
再见蓝精灵
火钳刘明
我要这币有何用
Up主牛逼
每一帧都是热爱
口水呢
神だ
凤凰计划
哭了哭了
 但凡犹豫一秒三连都是我的不尊重
