2000配置这么牛
可以非常良心的一套
突然笑到我了，菜哈哈哈哈哈
绝了，牛逼。
奥利给
这2000的电脑打不死人(滑稽)
早就关注了
感谢up主！
为什么cpu温度这么低啊
两条弹幕护体
火的不是逃离塔克夫吗
这是哪个电台啊
虽然打不死人233
哈哈哈哈6666
嫌卡的掏钱买高端显卡啊
像我这种近视几百度的来说画质不成问题，能流畅60以上的都是好电脑
只玩lol是足够了。还要啥自行车。
奥利给，
两条弹幕！
我来了，我玩英雄联盟
。。。
吃鸡就吃内存 8g肯定不够的
哦
为什么追我？
现在还火吗？
8gb....建议选购的小伙伴上16g
良心营销
Koringlove6
粉了两年了，太赞了
你为什要追我     因为你有急支糖浆
打不死人
2000元，足够了。。。。
2条弹幕
三连奉上
两条弹幕
哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈
发个弹幕证明我来过
后街男孩真是我的青春
6的真实性
Md我的电脑十几帧就离谱
捏捏捏捏
6666
作为一个臭打cs的想说144帧可能有点不够...
是我羡慕的帧数
挺流畅的了
g
中
加内存就稳了
来了来了
热乎
。。。。。
哇隐忍
我来了
不稳定
。。。。
两条弹幕
自闭城？
突然看到内存满了
我i3 9100f玩吃鸡也是容易满载。就刚落地的时候卡
打不死人笑死我
卡不行
良心up
开门见山
他来了他来了
这个配置能玩我的世界加光影吗？
666比我厉害多了
哇噻
喵喵折牛啊
妈耶，居然这么流畅
两条弹幕
dayze
DNF党来围观了，满意就投币
抗锯齿有啥用啊小白表示不懂
hhhhhh
组成分母
真是让人羡慕的帧数
。
这画质。。。是我羡慕不来的
主要是不知道用一段时间之后会怎么样
然而csgo玩家很少用这么高的画质，所以fps可更高，哈哈哈哈哈哈哈哈哈
使用寿命不会很长吧
我轻薄本没这个画质都只有30～40
急支糖浆可还行哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2g显存爆了瞩目
32g
我电脑20帧就nm离谱
抗锯齿是钝化了模型边缘使模型看起来柔和
真的良心，建议看到最后
两条弹幕
怎么这么香
老硬币
DAYZ好评
盲猜580
如果配件有升级空间的话我就去买配件了
请问这是个赛车游戏吗
对于我来说不卡就行
喵喵选我
喵喵选我
你瞧瞧我发现了什么大宝贝!
csgo并不是画质越高越好，好吧这只是个测试
抽我
哈哈哈，这个急停。喵喵折本人无误了
良心up
两条弹幕
许愿
这性价比绝了
厉害啊
我的我的我的
我家电脑打lol只有30帧
我家电脑打lol只有30帧
良心
1111
不愧是我
两条弹幕一
冲冲冲
你有急支糖浆
炸了
不升级 双4G行了
CPU上限，所以进UI会卡一下
白给
想要
我来当分子
2000连一张2060都买不到还想怎么样，这样很不错了
唉，感觉我的老笔记本更不值钱了
救救孩子这无聊的假期QAQ
可怕
看来三极致还是不太行啊
我的我的
N
打不死真的优秀
就是吃鸡优化太垃圾了
我惊了
电脑呢
正有一个需求
我的开个浏览器就爆了，实体店的奸商
正想要这样的机子
一定是我呢？
冲冲冲冲冲冲冲冲冲冲冲冲冲鸭
分母来了
刚刚那个小走啊，爱了
我来
好香呀
牛逼
你什么时候宣传一下喵喵折
2333
然而我csgo还是喜欢4:3分辨率hhhh
翻我的牌吧
后街男孩的  爱了爱了
csgo玩家表示根本不开高画质
厉害厉害
哈哈哈哈哈哈
白给
只要 能LOL就够了，两个月没玩我感觉我峡谷号没了
不错
想玩塔科夫
我我我
就绪提示
腊鸡佬，瑟瑟发抖
这游戏本来优化就不太好
陪跑陪跑
2000只是主机吧，不含显示器
我来
和我的差不多
我想要
似曾相识的一幕，闪现暗示乌兹不行(ಡωಡ) 
我我我我一
可以哦哈哈哈隔
不好意思
吓我一跳
hhhh
来了来了
为什么大家都在发弹幕
csgo不用高画质
冲冲冲
厉害了\(^o^)/~
一
woc？
前方高能
nbnbnb
谢谢 是我的了
炫目哈哈哈哈哈哈
两条弹幕
那你能帮帮我嘛
来了来了
线上直接炸了
hhh
这个可以有
爱了爱了
不可能是580
我要急支糖浆
冲
我的我的
为什么那你能帮帮我吗
历害
哈哈哈惨
哦豁
ow不来个？
hhhhhh
来啦来啦
哈哈哈哈哈哈哈哈哈哈哈哈
失踪人口回归
666
我也想要啊
wow
有脚步声
这是开了录屏的
两条弹幕
能玩gta5就够了
dnf马上开100级了，冲
绝缘体
唉
本人学生党  我好想要这一台主机啊
NB
奥利给
GoGo
up666666
牛皮
参与一下
怎么换头像了，我以为我关注了的UP换人了
马泽法克儿
喵喵，永远滴神！
来了来了擦擦擦
给力哦
哈哈
6666666666
up牛逼
bgm起！！！
画质什么的无所谓，分辨率能开高就行
分母在此
哈哈哈哈哈哈哈
大佬牛皮大佬牛
比ps4流畅多了
先码后看
ohhhhhhhhhhhhhh
我要当老六
略略略略略略
真实
爱了爱了
中
不可能是你
要啥自行车？？
爱了爱了
斯巴夫
给他爱5
老六
花里胡哨
前面开浏览器就卡爆了的我也一样！！同为实体店受害者诶..怪自己不懂吧..
1111
厉害啊
我的天，两千能跑这么高？
盲猜锐龙+580
666666666
我缺电脑玩
在家里
啊啊啊啊啊啊啊啊啊啊
内容精美 做的真不错
。。。
牛批
想要
哈哈哈
不都是720p
我我我我
良心视频
我家电脑玩LOL都只有五十多帧，还是在最低画质下
牛逼
经济实惠好吃不贵
6
up真的很良心
我想3500
这游戏优化不行
GTA5，用手柄玩的话，60HZ就算可以了
我的我的我的我的
看吧
牛逼！
反正不要钱，多少信一信
两条弹幕
都说2000块钱了，要啥自行车
喵喵喵喵喵喵我是可爱滴小猫咪
哈哈哈哈
十秒后核能
xswl
救救孩子吧 救救孩子吧
想知道能不能玩彩六啊？
可以
中
喵喵折好帅（滑稽）
泪目
高显卡低CPU啊
666
吃鸡不愧为恐怖游戏
分母集合了
up主厉害了
？
还可以了
草，我的两千多的60多帧
哈哈哈哈，暴毙
开门暴毙
用来上网课再合适不过了对吧
三连了
暴毙了
UP真厉害
我也想要 么么哒
我我我
小公司shi一样的优化
才两千。这么强。
给他爱5来了
救救孩子吧，英雄联盟没打过完整的一局，所以抽我吧
11
我去这么叼
为什么你们都在发弹幕
？
GTA5下限很低 上限却很高
六六六落地m4干干干
我要急汁糖浆
up真的牛批
哈哈哈哈
这车陆上彗星
gpu没有跑满
牛批
两条弹幕！！
这证明什么，证明买了这台电脑玩游戏就打不到人了，
爱了爱了
666
求求
求求求
厉害厉害
我一点都不懂电脑但是我借鉴的多(*σ´∀`)σ
厉害啊
CPU烧起来了
太久未更了你
我也来hhhh
这套配置还是可以的
7355608
什么叫cpu满载所以卡 cpu满载不是更好吗？
哈哈哈哈哈哈啊哈哈哈
帧数的位置很细节
我靠100多fps
我的
就是我
害
66
100多很强了这价位
6666
嘻嘻嘻
来啦
比我五千的电脑还要好？
e咩咩咩咩咩咩咩咩咩咩咩咩咩咩
两条弹幕
2000偏高贫苦家庭（滑稽）
哈哈哈
追到我就让你嘿嘿嘿
爱了爱了，我也想要
来了。
伍兹，游泳滴神
脱非入欧
说开录屏那个，我觉得是采集卡，做视频用录屏的太低端了了
E
我我我
愿天堂与你相见
这个帧率简直不敢奢侈
gg
我这台电脑是我舅送的，都是20几几年产的
讲道理很想要
哈哈哈
象牙
这才是，，，嗯？
挺好的
盲猜一代锐龙
我想换台电脑
你能都在说啥
求求累哇哇哇要哭了
3000多能配歌啥样的主机  能畅玩3a大作的
欧气满满
啊啊啊啊啊啊啊啊
恐怖游戏
这个视频真的很细！
试试吧
快跑啊啊啊啊啊
哈哈哈哈
两条弹幕
？？？
荒野大镖客2能运行吗？
喵喵折真帅
就这2000块钱的配置，如果一直不更新能用多久？
你们发什么？
真实
加油
跪了跪了跪了
666
想玩GTA5...7年了都没玩上。
up开的n卡的录制
你要当老六
多加几百个十六
你也可以用50年
我我我我哟哟哟
wyn
来了来了
突然卡顿掉帧应该是网络问题，注意左边的红色标志，一般在开背包的时候比较明显
爱了爱了，提前恭喜那位幸运儿
可见绝地求生的优化有多差
真实
救救孩子吧 没有电脑上网课
万二呢
锤子你们
酸了，也爱了
厉害
厉害
厉害
也许是我呢
抗锯齿是让游戏更丝滑
roll我啊 f
来了
嘿嘿
我刀呢？
有游戏没好电脑的我哭了
我四五千的电脑还不如两千多的
啊啊啊啊
up也用手柄诶
不打人都很流畅了
热成壮阔胸膛，别离没有对错。
一定
感觉严重跳帧啊
喵喵折
掘地求升
好画面
这是人机啊
BGM爱了啊
试没试过在烟雾弹旁边
抽到我吧，拜托了WWWWWW
哈哈哈哈哈哈哈哈哈哈
厉害了
救救孩子吧！！
？
冲冲冲
i了i了
我好想要啊。。
？
我980都没这么稳
2000估计大部分都是二手吧，不过真的很香
66666
卧槽。牛皮啊这
7355608
抽了吗抽了吗
人机？？
啊啊啊
？
gta5优化挺好
？？？
什么什么？。
...
嚯嚯
给我也整一个
过来学习
绝缘体来发一个
2000价位可以说很强了
弹幕？
想要
看cpu占用率
我也想
？
和我一样2333
试试
可以
。
已经是我的了
中
gpu占用是越高越好，充分渲染
当时就是看你3A那期，一入装机无法自拔
真实
不可能的不可能的
爱了爱了
尝试
良心营销号又发视频了。简直完美
卡了
走a还不错啊
中
秋梨膏
莫名搞笑
抽我  抽我  抽我
66666
我
再发几个
这配置可以啊
哈哈
可怜可怜孩子吧٩(๑^o^๑)۶
什么玩意
。
....
这两千块怎么比我电脑还厉害的
弹幕都闭嘴吧，你发一百条弹幕也不可能百分百抽你
。
救救我，求求了
csgo优化是真的好
都是我的
这真的好
1111111
是我了！
我刚刚装机完毕
人机不准啊
我要！
中
确实
中
已收藏
下饭
来来来
111
枯了
蓝洞出来挨打
哈哈哈哈
你还是当老八吧
我觉得是我了
给我
救救孩子吧
？？？
gpu不行
。。。。
666
这就是技术流吗，i了i了
我我我。。。
就是我就是我
我拉
死亡补兵，细节
真帅
我我我
瓦特，我8000的笔记本比不上2000的台式
给俺也整一个
8G都不够这游戏优化真好
赌一毛出不来
中
这不是我？
两条弹幕
牛逼
给他爱
舒服啊
冲冲冲
这个可以有，2000元左右的话
太棒了
来辣
可以
来一次吧~
吖
捶死网络乞丐
刷！
帅！
还需要144hz显示器
？！？！
德玛西亚，冲散他们的阵型
德玛西亚，冲散他们的阵型
wangyi
开始卡了，左上双破90占用，顶到极限了
这个就厉害了
哇
哈哈哈哈
卡是因为内存问题，8g还是不行
可以
LadyGaga-Applause
抽我抽我
两条弹幕
dasgasgga
喵喵折np！
大佬厉害啊，这么低的成本做出来这么牛逼的电脑
6啊
我也来凑一凑抽
鱼鱼鱼鱼
我的
语音
我可以
给我吧
希望抽到
救救孩子吧
3
ohhhhhhhh良心up，喵喵折大法好
这是越高越好吗？
诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗诗（doge）
我是锦鲤
芜湖
有本事看城市
2000要啥自行车
1
中
来
冲冲冲
中
2000这么牛逼？？？
打不死人可还行
我我我我我！！！
我好想要……
冲冲冲
来吧来吧
线上估计60帧
可以可以
wdnmd
这是测试游戏性能！ 不要评论游戏水平
良心良心
厉害了
买了游戏电脑带不动qwq
来了
我朋友说他想要个电脑学习
我的我的
虽然你打不死人
没有撤退可言
菜得真实
gpu占用率到90多
中
可以的
牛皮
给俺来一个
哈哈哈
可以的
经典曲目
感觉显卡是960或者1050
bnbhh
吃鸡反向优化了 四核cpu不行了
写诗
两条弹幕
太下饭了
两条弹幕
还是16好些吧8+4可能会翻车，保险起见8+8稍稳些
强
太牛皮了
两条弹幕
爆显存了好像
显卡 gtx960吗
中
我的，别抢了
中
我想要电脑啊啊啊啊啊啊
直接白给了
做个分母
。。。
好惨一up
两条弹幕
求求啦
良心
有点东西
我的，都是我的，包括UP在内
我四GB可以畅玩你敢信？
这次一定
580吃鸡没那么菜应该是1050ti
太强了
。。。
两条弹幕 支持一下
虽然我打不死人这可真是悲伤啊哈哈哈哈哈哈哈哈
很实用
哇，我愿用3000天没有女朋友来换这台电脑
呜呜呜呜
你进城瞧瞧
哈哈哈
没能吃鸡
牛逼啊
惨了
中
可怜踏青伴，否极生大贤。送客入幽尘，主人常独闲，机心忘未得。
我需要这台电脑看钉钉
光膀大汉
两条弹幕 支持！
给台电脑吧折子哥哥
哎
冲冲冲
为什么DNF放最后，是因为10w都带不动吗
我要了！！！
我想要23333
等着来一个！
nb
选肉渲染90 注意了
发现宝藏up主，少年
牛逼了
110
没必要极致
握草这一波！有操作！怎么说！
良心
感谢喵喵折，我的两台电脑都是看你的教程自己组装的。
我感觉就是我了
你不要过来啊
抽什么？
秋梨膏 让我置换我家06年的祖传电脑吧
哈哈哈就这就这就这就这就这
冲冲冲！
万里曾翻筋斗云，一年花事彩缤纷。春风座上神奇笔，都是闻鸡舞剑人
我要急支糖浆
我觉得我能行
冲冲冲
我愿用十年的头发换取这台电脑
我愿用十年的头发换取这台电脑
弹幕
本姑娘缺一个男朋友，就你了
啦啦啦啦啊啦
90渲染。。。这根本没有1080P
万里曾翻筋斗云，一年花事彩缤纷。春风座上神奇笔，都是闻鸡舞剑人
确定两千组出来的？这么强？
别人家的两千元。。。。说多了都是泪
哎呀不错啊
......
厉害
可以可还行╮(￣▽￣)╭
为什么你们都可以跑一百帧，而我的锁60帧，游戏和显卡设置的垂直同步都关了
想搞一个了
我来了
给我吧
自定义跟5v5也不一个情况啊
哈哈哈
低一点
加油哇哇哇
wyelai1
..
？
nb
可以啊
救救
有本事测测全站
救救孩子吧
nb
牛批
6666
中
来了来了
我有点晕
111
这可还行
中
饿     狼     扑     食
饿狼扑食
两条弹幕
惨
可流批了
来一份，秋梨膏？
我来
当分母
66666
see as go
Bgm i了
能玩就十分不错了
大佬，厉害厉害
up在评论区说了，是用录屏录制的，如果自己玩，帧数能更高一些
羡慕
两条弹幕
LYB
我想要来上网课呜呜呜
两条弹幕
来啦
抽我
两条弹幕
把电脑给我，我来帮你打
啊
...我来也
虽然我打不死人可还行……
我
良心
我也想要 在冲啊
中
nuke可以测试
。。。。
?吾乃天选之子?
神作
这游戏不是吃显存吗
WO
？？？？
6666
爆显存了
ヾ(●´∇｀●)ﾉ哇～
cpu直接拉满
吃鸡现状  哈哈哈哈哈
凑人数
我想要
这走位可以
没发出去
666
Zzz
欧豪再其次
两条弹幕
真实
我来组成分母
打不死可还行
ghs
我家电脑5千lol只有54左右
中
655
欧气欧气吸吸欧气
啊啊啊啊
我我我
哇，
家境频道亟待拯救
哇，爱了
请收下我的膝盖
打不死人太真实了
我的
666
求了
绝缘体
可以的
很强
qiu
万年分母选手前来报到
冲压
啊啊啊啊啊啊啊
天降正义
拉低
是我
gta5我主板自带的集成显卡都能运行
wow
来来来
可怜可怜我吧
Gaga
久等了
可以的
自闭城可还行
良心阿婆
居然还能看到dnf
中
我玩人机也不卡，一玩匹配就掉帧
555555
羡慕
稳住
有机会吗
外一呢
菜
整挺好
哈哈哈哈哈哈哈
你瞧谁不起呢!我买电脑，攒了20几年钱了，给我来个2500的(狗头)
真给啊！？
永远爱你
这么少？
第一条
三杀66666
。。。
太赞(≧▽≦)
终结者
看看
啥啊
可以良心
网吧再不开门，人都要凉了
？
可以啊，酸
诗
牛逼
好像要
我可以
我愿用十年戒色换这台电脑
yao z lo e
123
我是学生寄给我吧，顺便放两百块钱
强的啊
你们别抽啦！！！！！
随缘
想要这个配置啊，我就玩个csgo，这配置太香了
抽我，抽我，抽我啊啊啊啊啊
6666
我先想要啊
飞飞低调低调
让我来
！？？？
运行流畅
中
芜湖
爱了
我！
我我我，梦寐以求电脑
我觉得我可以
看戏
淦
我电脑帧率都保持在10fps左右  想要
我好想要
120hz？？？？？？？？
强
为什么玩的不是亚索
没错就是我
tell me why～
冲冲冲
一帧能玩，两真流畅，三帧电竞
随缘吧
我的我的
不要讲了，我的（狗头）
我下好喵喵折了   ！！！！
爱了爱了
是个大佬
我非洲来的
卡了一下？
Wdnmd
我我我
中
 想要个电脑噻
给我给我
冲冲冲。我需要一台主机。
先三连后看
我要我要我要
没电脑直播
支持一下
录屏会卡
中
...
来了
感觉配置的特别好
有点卡
i了i了
！
ohhh
la来啦，来啦
我连个电脑都没有 
中
我来吸一波欧气兄弟萌
吸一波欧气
求我真的是求你了
哈哈哈哈哈
2G显存？
好喜欢这台电脑，你能帮帮我吗
.
流行乐电台
？？？？？
纵享丝滑
我的电脑
中
woc！
哈哈哈
犀利
gta5啊啊啊啊啊啊
2GB显存。。。。
来了来了
屋子里
卧槽两千块？
我觉得你们都白给
欧
。。。。
哈哈哈哈哈哈
火化
呵呵
我想要
我没有电脑，这台非我莫属
好划算
啊啊啊啊
2000的设备不错了
哦豁
心动的感觉
抽我
6666
一直在用APP
牛逼
所以配置是啥？
GTA5随便跑
在这里听到老鳖的歌！！！！！！
cpu太难了
不可能抽到我的，一辈子都不可能
支持
这熟悉又想不起名字的bgm 
两条弹幕
画质真好看
mini dayz玩家报到
但是这个锯齿有点辣眼睛
冲冲冲
csgo玩家狂喜
熊联盟就不要说了，什么配置都能跑，HD630j就能跑到刚才的水平
面前的拯救者突然不香了
卡了一下
快递了
真实
我的
救救孩子吧
是真的吗
拉倒吧，人家都是用的采集卡，一点也不影响性能
中
hahahahah
可以的
捡枪不专业
来吧
有个女仔令我思想变得大个
当初我幼稚不成熟，对她犯下大错
你已经死了
你慢慢心凉，觉得我对感情不认真
中
CPU瓶颈了
我也可以
哈哈哈哈哈哈哈
中
6666666666666666
NB
嘻嘻嘻
两条弹幕
那你能帮帮我吗
吃了两碗
这个玩具真不错啊
上配置啊
毕竟2000
哈哈哈哈哈哈哈哈
天堂度假村人才多
00
给我我在老八同一个cheshuo吃奥里给
nb
欧一次吧
gta优化是真的流批
我要了
感觉蛮不错的
哇
哈哈哈哈哈
我要当老六瞩目
。。。
？？？
这游戏还不是随便玩
可以啊
去吧皮卡丘
雷迪嘎嘎
今天刚刚超频完成
画面有点糊
加钱
这次一定了!
宝藏来了
这可太香了，2000块这样的帧数
可以呀
两千块很牛逼了
抽一下抽一下
请救救我
三连了
欧耶~
帧数没用啊  我收跟不上啊 狗头
我想要电脑(づ ●─● )づ
这电脑不行，打不死人（狗头）
i了i了
啊，想要个电脑
想要。。。。。
急急急
哒哒哒哒哒哒哒哒
我擦乐死我了，
严重呢
我的？
还有机会吗？
580两g显存？
这音效突然想起玩求生之路的时候按f触发警报
哈哈哈哈
可以
我我我
可以
你得测线上的帧数，线上帧数会低一些
白给
白给
我只想看GTA
牛逼啊
白给
笑了
1
我觉得我可以
我也想呜呜呜
我想要呀
我可以
内格夫牛逼
我能要配置吗，答应老爹给他配一个能玩主流游戏的主机，
发热不会掉帧？
那么链接呢
超想要耶
我也想要…
额哈哈哈哈哈
给我吧
冲！冲！冲！
重在参与
66666666666666666
up说的电脑应该只是指主机吧
比我五千的破电脑好啊
我
妙啊，大佬牛逼
前方高能！
牛逼
23333
.....
操作NB
woc
想要就只想打打LOL
良心
好想要一台！
菜的真实啊哈哈哈哈
gta5好评
想要
冲冲冲
。。。。
我来了
白给
没得
这么猛
66
来写诗
虽然我打不死人
爱了
我好想要，什么配置
绝地
会不会寿命很短啊？
混一下
给我个机会
全特效呢
这个可以哇
两千块做得到这样……
中
哈哈哈
两条弹幕
一条弹幕
大爱GTA5
啊啊啊
抽我
66666
话说都在刷什么啊，能不能安安静静看会视频啊兄弟萌
这不真实，不应该都是零帧吗
来嘛来嘛
啊啊啊啊啊我想要
哇哦
lol 就是个小游戏 ...
你不要过来啊
我最喜欢的车
我5千多的电脑和你这差不多…心塞
冲冲冲c
哈哈哈哈哈
感觉我被宰了
我快瞎了，希望有机会见到一个电脑
两条弹幕
。
666666666666
真是
这电脑归我了
qwq
？？？？
我我我
我想要！！！！up主康康我。一个半月没玩盟盟了啊呜呜呜
我一般玩个大型3d游戏
良心up
真心赞啊，太棒了
哈哈哈
可以可以，爱上这位up
菜
我的主板H61 谁有我老 救救孩子吧 喵哥
我也来
显卡快爆炸了、、
可以啊
666666
666666
太细了，一条龙。
真弱渲染比例才90你这帧率才这么点
我猜这个u是9100f
我在做梦
牛
我要我要我还要
线上能60帧吗
我投币了快给我（狗头保命）
22222
两个弹幕
你这水平真够呛啊
三连走起抽一波
三千预算进卡吧  两路泰坦抱回家
冲冲冲
嗯嗯嗯额呃呃呃呃呃呃额额呃呃呃
←他俩，懒得动
不是凉凉了很久了吗
啊 好恐怖的声音
我也想要
受不了了
欧皇
我的
能玩mc吗？
谢谢有被笑到
现在抽还来得及吗
拜托了 肯定我 没错了
有点好玩的亚子
想要
NPC一多帧数就不够了
我的梦想 gta5
不开录制能加几帧
ilil
啊啊啊我要！！！
爱爱爱爱爱啊
加油加油
牛皮
路上彗星
这里肯定是采集卡录的 为了接近真实的帧数
cao
来了来了
吃鸡太吃内存了
预定RX580
我的好像是假的
来了来了
那就不客气了
拉低
…
哦？！！
已关注
我也想要啊
？
想要
喵啊
扫雷卡
拉低一波
。。。。。
我可以！
需要
人机演示啦
别忘了开了录屏
马路杀手
棒棒的
也许呢
怎么nb的吗
中
给我也整一个
试试吧
2333333
我朋友家里电脑不行了
显卡占用波动很大
支持
来来来
变成分子吧
8+4就行
虽然我人不行，但我电脑行
wow
2333333
很莫名奇妙，我16G也卡
你去玩cf啊，莫名其妙掉帧
看的我比赛都错过去了
6666
ZHONG JIANG A
吓我一跳
我的我的
千树王树梨花开
喵喵牛逼(≧3≦)
厉害
2222
拒绝难免是一种伤害，但不能因此而犹豫不决，所以，我想要！
拒绝难免是一种伤害，但不能因此而犹豫不决，所以，我想要
2000是真的难
我想配一个，就是没2000块钱
这里cpu占用慢 cpu瓶颈了
两千的就能这样好厉害
拉低
哦吼肯定不是我和我弹幕旁边的兄弟
？
我来
要
无敌！
人机本来就不用太高配置
啊啊啊啊啊啊啊
哈哈哈哈哈哈哈
爱了爱了
我好想要
我爱了啊
我也想要
666
中
两条弹幕
前方暴毙高能
ha
哈哈哈哈哈哈
哇，有点厉害啊
我的电脑快炸了，拉低一下！
给俺也整一个
俺也想要
妈蛋，我20帧
我1660ti的笔记本咋才100多帧
6
中
哇
蔡
两条弹幕
山山水水
谢谢参与
一键三连
哈哈哈哈还哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
试试
中
尴尬
给我好哥哥
万树花前一老翁一条星宿五门西呢呢絮絮不休貌￼ 复制  ￼换诗
不要啊
求求你了
我要
渲染才90？？？
我要入手一台了
这个我觉得
中
我来
快递猫哥
中
哈哈哈哈
我我我
屏幕右上角的那个怎么弄的？
想白嫖
ziizquzjzn
我要了
哇⊙∀⊙！
武汉加油加油加油
来了来了来了来了来了来了来了来了
中
23333
我就随便发个弹幕
中
中
能玩辐射4和巫师三全特效么
试试就试试
857
是我就用来上网课了。
热乎的
我去，这是真大神
可以
建议多出这种视频
啊啊啊啊啊啊啊啊啊啊
这个玩扫雷会卡吗？
配置呢？
我想要啊
或者64GB
比我电脑好多了
。。。
666
来试试
我的我的我的
。。。
?
ok的
极限一换一
看我id哈哈哈
？
投出傻瓜蛋
60多可以了
，
呵呵哈哈哈
随随便便欧皇一下
这里太真实了
nb
这是人机 防御塔有范围的
一样样
2020真好
哈哈
我我我
非酋
lx
中
6啊！
可以的
没错，就是我了
哈哈哈哈哈哈交
你可以进城试试看能玩不
不错啊
nb
nb
牛牛牛
？？看我的了
嗯哼
up加油！
没有抗锯齿很难受的
6p
卧槽牛逼这是2000？
可以了
救救孩子
我配的是假电脑吗
说不定是我
这nb呀
良心up
np
我我我
寻寻觅觅冷冷清清凄凄惨惨戚戚
太厉害了
这咋还是个搞笑视频呢
我i了
？
2G，估计是760或者770
我的
抽我吧
一点钟
看内存频率
钉钉我来了
友好
再上个相同规格的内存条，开双通道会很好
我的我的我的
想屁吃不吃
额⊙∀⊙！
可以看出来了。吃鸡的优化劣质到爆炸
我遇见这个人
啊啊啊
蔡
好强阿想要
？
这个确实不错
给个机会！！！
太真实了哈哈哈哈哈哈哈哈
哟吼，看起来不错欸
nb
救救孩子吧 孩子家上大学一直没电脑
中
我也想要
哈哈
拉倒吧这游戏显卡都不用
别说了 就是我了
非酋请求出站
有点东西
怎样开左上角的东西
不玩吃鸡
我给你个赞赞
1
万shenme
救救大四孩子吧，没有网课，也没有实习
(>﹏<)
建议以后加上r6
我也想要
..0
呜呜呜
4399可以吗
牛啊
俺也想要
这是仅仅开了英雄联盟吧？
自闭。。。
这可是两千预算的电脑！！！
CPU占用70多
中
cpu瓶颈了
cf引擎老？老得过cs？不是csgo现在还是起源引擎吗不过一直在优化
显卡拉满了
666666
中
我我我
对于不懂硬件的小白（比如我）看这个还是不错的
中
真实
良心up住!!!!!!爱了爱了
内存不够
中
...一
6666666666666
自闭
？
如此详细，真是操碎了心
哈哈
我可以
开一下背包就知道卡不
可以啊
说出来你可能不信，然而我早已看穿了一切
可以的
nb
