芜湖，更新了！
肝上长人
好厉害啊啊啊啊啊
天！好丝滑
圣雄肝帝
退货! 我的乐高不会拼乐高
《以德芙人》
这就是60的结果吗？666
剪辑剪了60天一两个月了吧
《欢迎收看币比赞多系列》
前面乐高不会自己拼搭的的确买到假货了
真的太强了吧！
大佬你的手扔不疼啊！需要我给你揉揉吗？太厉害了
up你肝没了
嗯~~没绷住hhhhh
不就是三连吗，给你！
有乐高电影那味儿，真的超顺滑
这工人力气挺大哈
好可爱的厨房
定格动画一天只能出小几分钟吧？
刚自己拼完就出视频了！！
好卷好喜欢啊啊啊
牙开始疼了救命
啥都不说了 就冲着丝滑度冲吧
现在关注，以后粉丝多的时候和别把我忘了（）
讲白一点，这个工程我想要，谁赞成，谁反对？
UP太强大了
牛
天哪人才好厉害
肝疼的音乐
再来一遍
妈妈这人肝上长了个人！
德芙上长了个人
无声3倍速打开新世界
再看亿点
前方高能预警
太治愈了
乐高真是能给大家带来快乐
太棒了吧我的天
舒适程度太棒了！！！
不懂就问作者吃了多少德芙（doge）
肝帝啊
那么一开始就用响指形态作战不就行了吗
这这这 太肝了 三连！
火后刘明
进度条竟然才到一半
乐高居然会自己拼乐高
嘿！
主体结构和内装修同时干，甚至蛋糕同时进场
[每周必看]
大爱up主
4002片
没有bgm就好了
说个价钱让我死心
好厉害啊！
妈呀音效还是卡点的，有心了
开始摆烂的屑up
牛了啊我去⊙∀⊙！
土木工程万岁
猫毛qwq
谁家建筑工人上来就是铺地板的哈哈哈
太强了
196个靓仔靓女们好
太厉害了
没币了（恼）
太卷啦！！！！！！！
细节啊
大制作
这个一秒几帧？
投币给up补补肝
竟然如此丝滑
这么牛的博主我怎么才刷到
乐高有了，人仔哪里领
不三连都对不起我自己
德芙新广告（bushi
德芙吃多了去看牙医很正常（doge
这六十天可能都少了
129个靓仔正在观看
大制作啊，惊得下巴掉了
的    
行了吧，别装了up ，这有啥难的啊，你到底是这几个小人儿里的哪个
退！
这样做能把细节很好地展现出来了
[每周必看]
爱了爱了
厉害了，肝还好吗....
太棒啦太棒啦！太棒啦！！！！
我的天哪定格动画不是要一帧一帧拍吗，这得多久啊
1.25
抽帧的那个傻子吧
太tm丝滑了
我天太震撼了，必须三连
niu bi niu bi san lian l
bgm好评
这要肝多久啊
作者说吧你到底有几个肝
做定格的全是神！！！！
快点赞
不得不说，我以为那个保罗已经够厉害了，没想到这是个狠人
投币给up补补肝
这得多少帧？
快收下我的膝盖 我留着没什么用
为什么没有弹幕了
哇哇哇
感觉就像真的一样
做得好牛
太细节了，腿d
好流畅
我爱这个音效！！！
十个肝也做不完
这一年能做完一个视频吗
同款乐高，没有20年的突然假期我拼不好它
助力每一个不知好歹的梦想
建筑工人有社保吗？
666
哇，好厉害
还带着耳机听歌，哈哈哈哈哈绝了
我的天，人才啊
好厉害，这么小的模型都有
他真的，我哭死
爆肝114514小时
太酷了！
、
大制作！先投为敬！
Up的手X 起重机✓
不够就加上我的
三连再看
为什么不说中文
细节爆炸
欢迎收看币比赞多系列
爆肝吧 ，作者
怎么做到的
哇这制作的好好啊
不要在意我这条言论只是刷积分的
这个我看别的阿婆主好像也苹果
可恶我居然没币了
包工头表示这种工程量一天一万
@雨哥到处水
说！喝了几瓶飘柔！！
太强了吧
这个视频看的我肝疼
太厉害了
up好厉害
好可爱！
绝了
同款乐高
原力拼接
总感觉乐高卖亏了
俗话说：你已经是一个成熟的乐高了，要学会自己拼自己
太用心了 币我投了
很难不投币了
整完这个头发都得掉光了吧
呜呜我也想要会自己拼的乐高（？
太丝滑了
这个效果到底是什么原理！
太牛了吧
那个不是耳机，那是放噪音的耳罩
一键三连了
厉害，10分钟视频至少花了10天时间拍摄
台上10分钟，台下十年功
妈妈快看，肝上长了个人！
爱的魔力转圈圈
这进度条……
这花了多少时间啊……
全球德福消失事件
太卷了
太丝滑了
真厉害
卧槽原来是这样的卧槽
拔的智齿还没恢复呢，害怕了
绝了绝了
大力姐！
 《币比赞多》
蛋糕和面包开业再放嘛
哦bro，这两个币给你的肝
优雅，太优雅了
很难不投币！！！！！
在抖音也有号家人们 视频流量不太好
kkk
我从dy追来的
牛啊！！！！
我不允许有人只投一个币
嘿！
嘿！
豆瓣评分9.5
乐高不难拼，难的是做定格动画，真的太牛批了！
看了眼进度条，发现事情并不简单
必火啊
硬币忍不住自己给你了
牛逼了
嗯哼～
工人的辛苦
好可爱
三连了
三连了
直接复制粘贴一个门！coooool
拼好已经不容易了，还做成那么丝滑的定格视频，太牛壁了，币不给up天理难容！
我天！好治愈
我家小人看完说，得加钱
《论up是怎么让乐高小人学会量子搬运的》
定格都是大佬
来了来了
投币数量比点赞数量还多
肝帝
这是吃了多少德芙呀？
牛啊！！！！！！！！！！！！1
这个多少钱
太牛了！！
卧槽！！！
这拍摄工程量有点大
哇塞！！！！
明明一个人能拿那么多，却让两个人来搬一个沙发的屑（doge）
真的如此丝滑
禁止在麻瓜面前使用魔法
66666666
不错不错
每周必看
用砌块砖铺十几块砖的屑工程师
哇，好治愈的动画
拍定格动画很累的
真的有这么丝滑吗？
肝帝！
这个必须火（生气）
监理不用来做坍落度吗
我已经跪下并掏出了硬币
每周必看
学会了，请问肝在哪里领
为什么只能投两个币
英语不带感
好厉害
肝上长了肝的人就是不一样
353人！
极少数币比赞还多的视频啊
我缺的是乐高吗？（buahi）缺的是能帮我拼乐高的小银！
居命！希望出一款类似的游戏！
恭喜宝藏发现了你
前方高能！
嗨，其他的365个人
各位观众，我们终于破解了德芙失窃案
丝滑
《up主开始偷懒》（不是）
[每周必看]
不投币我良心过不去啊
这个进度条不简单
加油加油
可以可以
救命，这太杀我了
太肝了
从小红书追到b站哈哈哈哈
天啊！真的太强了！
太不容易了
做得太好了，必须支持！已投
甚至定格动画
高层应该上个塔吊
呜呜呜呜
丝滑
该说我买到假货了，为什么不会自动
天那，都厉害了
好喜欢这个拼接的声音，上头
好丝滑
这个不三连天理不容
第六袋来了
太厉害了
太强了
妈妈，为什么他家的乐高小人会自己搭房子，这不公平！
← 不 是狼灭
自己拼应该也要一个晚上你还做定格 wc！！！b
你币有了
肝上长了个人啊这是
说实话有的花里胡哨哈哈哈
专业
你们已经是成熟的乐高了要学会自己拼了
做的很好以至于忘了下次一定。
每周必看
三连了
太帅了
就是不知道照了多少照片。。。。。
一个月过去了
通辽小曲
up用了10万甚至9万张照片！（大嘘）
ctrl c加ctrl v是吧
牛掰
牛掰
我能做3000分之一都不行
佩服
太太太太太强了!
我们在肝上发现了一个up主
太可爱了
""
好棒！
看的都忘记发弹幕了，只能说一句:叹为观止！
太棒啦，越做越好了
好可爱！！！！！
牛牛牛！
23333336
嗯♂～啊♂～
太牛了
好家伙，产业链啊，楼下买甜点，楼上治牙
太棒了
期待下一部
全是猫毛哈哈哈哈
这个喷泉太可爱了
仲有小剧情
哈哈哈哈哈哈哈太臭了
哇哦
哈哈哈哈还有手铐
终于有大结局啦！！！！！
太可爱啦
可太优秀了
哈哈哈哈哈哈
太厉害了
太棒了
哈哈哈哈哈哈哈哈照妖镜现世
！
今天刚好拔了智齿
太棒了
辛苦了
太可爱了
等会儿，这个男人
全在Madam掌控之中
哇哇哇好棒
哈哈哈哈哈哈哈哈哈哈哈
辛苦了
太牛了
Bravo
掌声，掌声，掌声
太牛了
很好已经开始牙疼了
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈
真好
震撼
哇哦
太棒了
太爽了
看呆了
连续剧！！
辛苦啦！！up！！和各位出演嘉宾！
太牛了
辛苦了～看得超开心～
必须投币，太细心了
叹为观止
太秀了!!!
哈哈哈哈哈哈哈
好家伙
好厉害
辛苦
太棒了
奇怪的后座增加了
哈哈哈哈哈哈
不点赞，天理难容
三联了
呜呼
登场！
比头大的放大镜，哈哈哈哈
好棒好棒
这个喷泉是不是有点离谱了
哈哈是dva的嗨！
辛苦啦
好活打赏！
辛苦了～
优雅！太优雅了！
哈哈哈哈哈哈哈哈哈哈哈我明天要去补牙
太牛了
太可爱啦！
太强了
暂停数钱
真的可以这么丝滑吗
哇偶！！厉害
哈哈哈哈哈哈哈笑死
辛苦啦
时长感人
哇衔接上了
哈哈哈
谢幕
阅读不够的我实在不知道咋夸了
喷泉大工程！！
给up鞠躬
哈哈哈哈哈哈
这个叫声很真实！up主的吧
主角登场
梅开二度
掌声雷动！谢谢导演和各位演员～
好帅
一键三连让他火起来吧
辛苦了太厉害了！
哇哦
这是吃了多少德芙
众所周知，乐高世界里面的人每次给钱最少都给100美元
哈哈哈哈哈
好活当赏
翻译：92（号）加100（升）
居然还有谢幕，哈哈哈
用一整个手机的内存做的吗
为什么不火！！！
富人区日常
火钳刘明
好厉害!
多么丝滑的匪徒啊！
应该说:连匪徒都这么丝滑！
火!
哈哈哈哈哈哈哈哈哈哈哈哈
撒花
up主应该去乐观影视公司上班
辛苦了～
牙已经开始酸了
一把木吉他一把電吉他
万丈高楼平地起
这确定是一个人能完成的工作量？
太牛了
厉害
太厉害了
才注意到，背景音乐是We no speak america
宜家唔系事必要你讲，你可以唔讲。但系你所讲嘅说话将会变成呈堂证供
太厉害了！
好厉害啊啊
哈哈哈哈哈哈哈
丝滑谢幕
啊~
啊啊啊啊啊啊啊啊我的牙
竟然还有剧情！！！
麦克，富兰克林，崔弗
肖申克的救赎哈哈哈哈哈哈哈哈
条过半
救命，刚才那个泉水在动！
92加满
如此优雅
哼哼哼啊♂
哈哈哈哈哈
哈哈哈
不换发型？
三连了
up创意与耐心兼具啊
英语听力，哈哈哈。
24岁，是乐高
辛苦啦！
还卡点上了
噗叽噗  -噗叽噗
掌声
太牛了
无敌无敌
温馨提示：以下部分应“拌”着“中文翻译”食用
太细致了！
1
还有谢幕！太厉害了！
离谱，还有剧场！怎么才能多投两币买票？
牛逼
为什么不是威廉尖叫（doge
辛苦了
质量真的高
歪比歪比，疯狂的戴夫？
妮雅同款发型
辛苦啦
哈哈哈哈哈好有趣辛苦up啦
牛啊
太牛了！！！！！哈哈哈
哈哈哈
太棒了
すごすぎる!
乐高大电影！（确信）
丝滑的要命，真的看着很舒服
已经开始牙酸了
哈哈哈哈哈哈哈哈哈哈棒棒
曾小贤的笑声？？
谢谢，牙已经开始疼了。
牛逼
95加满哈哈！！
郎中  mua  mua
太牛了呀！！
不投个币都不好意思了
好厉害
这项目大啊
辛苦了
3D环绕？耳机党狂喜
须得三连呢
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈真的忍不住了这里
必须要投币呀这次竟然白嫖不了
好厉害啊
要是在做的过程中，少了一块怎么办呢？
我的天啊
来人 把我杀了给up主助助兴
小人为什么都一个表情？
真细啊
妈妈，快看！这个肝上长了个人
辛苦各位了
我怀疑他买到真的了
太厉害了！
还有表情的啊，
这个座椅不个屁股吗
把积木拍活了
辛苦啦～好棒的
大佬NB!
前面的乐高里面有硬币所以最少给五美元
还有演员谢幕
太有创意了，已投两个币
真牛逼啊
太厉害拉
UP主厉害了
哇太厉害了太厉害了太厉害了
拔智齿啦
实现了我小时候的梦想
大家好这我家
哈哈哈哈哈哈哈哈 好可爱
准确来说是妮雅老发型
太强了
哈哈哈哈
太赞啦！
乐高公司受到挑战
elegant！
well 他藏起来了  我们很难去发现他（大致意思）
我能处理它
我们很感谢你的帮忙   没关系这是我的荣幸
喷泉这个怎么做到的
