诡计多端
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
《gala》
抖音现状
我为2号男嘉宾亮灯
二号好可爱哦！
四号四号！
上头，5刷了
好怪哦，再看一遍
好可爱啊
3号3号
就我喜欢2号哈哈哈哈
1
刮一下夜毛吧 
2号太可爱了
零溢事件
好像张一山
44444
来来来
哈哈哈哈哈哈
4号
卧槽
好鲜活的男大，是男大吗
曾小贤?
3号抱走了啊，有点帅哦
糖果超甜
【反复观看】
家人们看了100遍够吗？
舞蹈学院应届生
抱走三号
3号3号!
一号是真像我物理老师
2号！
2222
4号邹兆龙
李云龙:我的意大利炮呢！
你们宿舍里是不是只有床板是直的
一号一号
性感
3号黄轩好像
比花果山那只猴跳的好
这何止文艺复兴，简直是秽土转生啊！！！
4号好娇哦
1号来与我撅斗罢！（喜）
1号
2号2号2号!!!!
诡计多端的0
1111
七夕求偶视频
哟，这不李荣浩吗
三号好像叶浏我喜欢！！！！
张培萌？（bushi）
喜欢四号！！！
这个 那个
三号好帅
少年版陈赫
《暗黑腋魔》
优雅
四号那最后一下！！
homo无处不在(悲)
我是lan的怎么辣
哈哈哈我喜欢那个小绿！
1
好可爱哦哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
张一山
糖果齁咸
全 明 星 寝 室
这个世界真的没有你们留念的了吗
擦边是吧
我要会铁山靠的
我要三号！
我选钝角
诡计多端的（   ）
三号！！！！
[ohh]
四号好有那个气质
《陈赫》
黄轩呜呜呜呜呜
呀呀呀！！
难绷
绝对0度
4号4号
英语老师（
三号！！！
四号哈哈哈哈哈
狼行是你吗狼行
四号摇的是最好的
BGM！！
糖果超甜（幻视
3号
2号！！大声
为什么这种丝滑
真的有这么丝滑吗
他甚至卡点了
牛牛牛
可爱可爱
换一批
内娱之光
1号好到位啊还有表情管理
刚吃太饱，现在舒服多了
张一山
绝区零
hhhhh
摄像师是机械手臂（
活灵活现
1号！
我要11111！！！
好可爱啊
女团级表情管理
马龙
《甩大狙》
我要三号
一号好会啊
你一票我一票，明天四号就出道（doge）
1号！！
4号帅啊哈哈哈哈
这表情管理 我哭死
今屿是你吧今屿
地狱绘图
《舞   0   大   会》
都很好，悦
4个0
我爱二号 ！！
这个好像黄轩啊
张 一 山
3号！
优雅
好丝滑
我选3号
怎么没有人喜欢二号小张一山啊？
我选1号男嘉宾
二号好疯！拍拍二号！！
《撅区0》
我选拍视频的
哈哈哈哈哈哈哈
一号！！！！！！好丝滑啊啊
真的没有喜欢的人吗
就要1号就要1号！
二号好可爱
臣卜木曹
二号我的!
《易烊千玺》
三号
三号三号
给4号打call！！
二号，小陈总
我的错觉吗，怎么感觉1号像李荣浩
3号
绝0区
1号表情太搞笑了哈哈哈哈
刘星，我想把头发染成绿的
三号选手是不是练国标的啊，好直
安徽师范大学排面
1号
绝对0域
四大天王早期选秀视频
姐们去战斗了
看得我头皮发麻
易烊千玺
我可以全都要吗
刘昊然
2号2号2号
《换一批？？》
四个人凑不出一个肾
4号真的0是吧？
二号好喜欢
二号很乖巧的样子 
二三我都要！一起上吧
上头了
上头  卧槽
绝对0域
我打了一个寒颤
2号
2号2号
【绝对0度】
钱德勒？？
救命，哈哈哈哈
0异事件
火了海星
333
我喜欢二号！！！！
牛哇牛哇
2号！！
又是你们哈哈哈哈哈
第二个好像刘星啊哈哈哈哈哈哈哈哈
虽然不想说，但1号他的腋毛真的好吸引人（doge）
emm
四号!
不懂就问，现在男生也要刮腿毛吗？
好怪，再来一遍
好可爱诶
《灵域展开》
你们班女生……
第四个好像马龙
出道吧！兄弟们
小孩子才做选择，大人我都不要
4号4号！
我王澜带头冲锋
1111
这个好像学拉丁的
活了撅我（迫不及待）
老公老公老公老公
？
2号
逆天
我都要
必须是一号啊
22222号
3号！
三号王一博？
可以
三木（幻视）
2号好疯啊hhhhh，我喜欢
2号！！
哈哈哈哈哈哈哈
我要2号！
3333333
都好会阿 比我扭得好
二号好可爱可恶
rap天才sway满分
队内忙内 主唱yyds
4号
那个鸭子吸引了我
WC龙吸水
绿色的那个草归我了 其他你们随意
舞蹈接力
3号
1表情好到位
我刁刁首当其冲
好丝滑
3号
二号二号
看上了蓝色衣服小哥哥的T恤，喜欢那个大鹅，求链接
助力每一个梦想
三号给我冲
11111
还是接力舞蹈
三号!
老师，您知道迪斯科么
迪西
绝对0域
《师范大学》
蚌埠住了
哈哈哈哈哈哈哈哈哈哈
这遍一号跳得更好了
三号收一下你的jio
了解你的捍卫者（doge）
比我跳的好多了
我选你
张一山
我怎么感觉这四个人长得一样
第2个
火钳刘明
截屏选老婆
你在这个地球上真的没有想念的人了吗 
1号yyds
众 神 归 位
妖娆
三号王一博
四号
出不去了怎么办
帅
第二个好可爱！
我要二号的张一山
三号好像黄轩呀
三号！！！
一号好像张典
嘴已经裂到耳根了，谢谢
新新宝岛
3号。。吧（长的不错［手动狗头jpg.］
一号
牛啊
都好瘦
居然没有戴口罩，看来世界上已经没有你们留恋的人了（doge
我要三号！！
狼行
中国noy
这才是大学
这次我居然想选男英雄
一号好翘
算了，还是我自己上吧
3号
三号看起来不大聪明
二号好可爱
……
曾小贤
？
选择你得捍卫者
四号也可以哈哈哈
关注了
曾小贤，张一山，刘昊然，张亮
太可爱啦这个哈哈哈
按冰箱嘞个按冰箱
曾小贤
二号
荣浩
3号门面
我选2号
第一次追这个团，3号是门面吗？
火钳刘明
卧槽！！四号甜到我了！！！四号四号四号！！！
2号张一山
为什么男的比女的还会
他们真的 我哭死
别说，扭的比我好doge
众神归位！！
笑死我了第三个好像我朋友哈哈哈哈哈哈哈哈哈
二号！
哇偶，太美了
一号！！
nb
有点可爱
一号！！！
如果1号穿着汗衫效果好一点。
还念了口诀
2哈哈哈哈
好会啊
汗毛
一号
请选择你的英雄
一号！！！
2号五官好看！
为什么我会觉得第一个和张典有点像？？？？
1号好可爱
哪个都行！！！
4号男嘉宾冲冲冲！
2号甚至对口型了哈哈
再来亿遍
二号想起来好好看！啊啊啊
1，2，3，4！都很棒！
2号
0域展开
小揪揪哎
张译
牛的
张典（幻视）
这不比某五虎上将好看？
？
男人大可不必如此完美
一号出台吗
怎么没有老六
说实话我是有点害怕的
张典长大了应该就是第一个吧哈哈哈哈
3号绿衣服好可爱
哇，同款大白鹅衣服
2号2号
这才是男孩子该看的东西 ！
哈哈哈哈哈哈哈哈哈
好丝滑
看得我眼前一黑
一号！！
这么丝滑的吗前面。
我选叮叮叮当当当～
何凯学着点
姜安阳彻底疯狂
曾小贤
主力每一个梦想
1号选手，注意下腋下管理袄
我tm原地紫袍了
新0
好可爱
张 张一山？
最后一个跳的好好
啊，啊我的眼睛啊啊
我要4号，我要4号，我要4号，我要4号
后撤步，偷袭
众神归位
四号可爱 喜欢
集体社死
《男生宿舍的“0”异事件》
一家子老嫂子
优雅！实在是太优雅了！！！
1号先出场不是没有原因的
hope哥，是你么
四号好甜！！！
好丝滑
0 溢 事 件
中国拜
昨天看才四十多万播放今天怎么就成了三百多万
《张  若  昀》
我选4号
截图选老婆
好丝滑
0101
好家伙优衣库同款衣服
李荣浩（啊不是）
可怕
精神污染。
好像白敬亭
我赵于权彻底
！！！
中国boy（幻视）
我更家会
快把我从这个视频放出去！！！！
哇，有空调诶
该说不说，4号好像狼行啊
留牌子赐香囊
2
《超级战队》
三号的衣服我有件同款哈哈哈哈哈
给1号投票
好腋
3好好白
三号男嘉宾！！
2号2号我爱你
二号哥哥杀我
好可爱啊哈哈哈哈哈哈哈哈哈
潇洒不是摆烂
我选空调
啥玩意儿曾小贤，不咋像啊
看完这个视频去自首，不逃了，累了​
你们吵到我的眼睛了 
女明腥注意腋下管理
java
梅  开  二  度
0溢事件
再0再力
这个灵敏度怎么调的舞教我
我喜欢绿色衣服
谁先来（来来来重新一边）
3号然后一号
这个世界上真的没有他们在意的人了吗哈哈哈哈哈
我全都要
langx
优雅！太优雅了！！
3
这是我冲的最难受的一次
这个世界是没有你们在乎的人了吗
太可爱啦！
我全选
每日十遍
未来的人民教师
4
助力每一个梦想
什么都可爱？？？
为一号亮灯！！！
救命啊！！！已经第七遍了
这么优雅？
四号最后一下，哇
二号像窦骁..
妩媚起来！女人们，没你们啥事了
满地飘0
转发了，好东西不能一个人看
救救我
逆天
这是我唐洪光冲的最难受的一次
我喜欢四号！！太可爱了！！
郑智
喜欢三号
二号二号
选择你的英雄
第一个好像陈赫
三号！！！！
每日一遍
我投1号！
助力
好0动
冲了
怎么有点像星野源
整活了，卧槽
优雅
救救我的眼睛啊
抢摄影一定抢了很久吧
活0活显
我要一号
1号跳的好棒啊
0号
冲！
有请三号黄轩
能不能搞你们妈妈搞错了重来
张译！！
1号曾小贤是你吗
真的有这么丝滑吗
笑死了
迅速注销游戏账号
无限卡点？？？
舞蹈接力part是吧
你们在学校没有喜欢的人了吗？(充满疑惑)
第一位曾小贤，第二位塞皮
救命第八遍了
救命啊第一个是徐佳琪啊哈哈哈哈
我要2号
好怪，再看一遍
中国boy哈哈哈哈
请选择你的捍卫者
看了好几遍救命啊
二号哈哈哈哈可爱死了
我把英雄禁了
上头！
《接力舞台》
草，太搞笑了
绿色防晒衣我爱了
0溢事件
4号真的可爱又特别！
第一个太爱了哈哈哈哈哈哈哈哈哈
张一山
省流：拖鞋战神
镝木配色
4号好可爱哈哈哈
生动形象！！！
333333
糖果齁咸
发现第一个男孩子摇得最起劲
草
1号的表情管理太棒了，助力每一个梦想
。
我喜欢2号。
典典
哈哈哈哈哈哈哈哈哈哈
徐佳琪痛失网名哈哈哈哈哈哈哈
鼻涕超黏
助力每一个梦想
扭得不错
太可爱了哈哈哈
好妖娆啊
3333
我都喜欢 怎么办
表情都很到位
这个运镜有点牛逼啊
4号像陈楚生
他们都好棒，好可爱……我全都要
我全都要
每天一遍，理智再见
腋   太   美
四号是我的！！！
曾小贤
我选一号一号我为你打call，赛高赛高
一号一号一号一号抱走
上头
不行了，不知道已经多少遍了！
3号！
好棒啊
脚丫齁咸
已经没有择偶权了
可爱捏
爱了爱了
老婆
怎么办，都好喜欢！！！
老公
《乐在其中》
一号！！
表情管理满分
我好喜欢
糖果超甜
1号跳的有劲 我好爱
三号处对象！！！！
三木是你吗
这个绿衣服怎么这么像小厦子
鬼知道我看了多少遍
小孩子才做选择，我全都要。
文艺又开始了复苏
我全都要
三号！三号！
哈哈哈哈寝室卧府藏龙
三号好帅啊
暂停学表情（）
tmd第二个长得像我前前男友不敢看了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我是老六（幻视）
窦 骁
笑疯了我
三号嘉宾我可以哈哈哈哈
三号我可以
iwandy
四号冲冲冲啊
4
yee太美
33333
沈凌！沈凌！
男寝现状
哈哈哈
好辣好辣好辣
哈哈哈好可爱啊
姐没有三百万也想选的程度！
哈哈哈哈哈永琪
腋毛差评
兄弟，别这么妩媚，我气短。
好哈哈哈哈哈哈哈哈哈哈
我居然看了五六遍
绿衣服那个
眼前一黑
3号像王一博
你们竟然真的在选
哈哈哈哈哈哈哈哈哈哈哈
1号
2号
2号王瀚哲
2号好像张一山
4号太丝滑
3号3号3号
果然只有床板是直的
哈哈哈哈
曾小贤？
33333
第三个像学拉丁的
腋下管理
好会啊
哈哈哈哈哈
听曲识库失败（悲
谢谢你们，让刚看完恶魔人CB的我受到了进一步的心理创伤
妈呀一号好像李荣浩老师啊
为什么你们可以这么妖娆
好怪，再来一遍
裂开了。
助力每一个梦想
卧槽，好像旺仔 doge
陈赫（幻视ing
助力每一个梦想
全场最佳哈哈哈
2号2号
zhuo哥？
跳的好！！！
哈哈哈
男团出道
好看，爱看，hhhhh
很帅啊
三号
3号3号！！
三号
哈哈哈哈好可爱
喜欢3号
2号我爱
3333好帅
三号三号三号
我选二号!!
1号！
0号
同款防晒衣
哈哈哈哈哈哈哈哈哈哈
你食不食油饼
丝滑
这个世界没有留恋了吗
三号！
小千
2号好可爱
我都喜欢！！！哈哈哈哈
第一个跳的好
节奏感好强哈哈哈
零号宿舍
曾小贤？？？
跳的很好，下次别跳了
三号好像在适应刚按上的手脚，笑死
最后一个跳完我还以位窗户会突然冒出个人来
4号！！
截图这个逃跑笑
22222
0 饥 1 动
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
可爱捏
可爱捏
曾小贤，张一山，刘昊然，张亮（doge）
欢迎回来！！！
梅开二度
陈赫（幻视）
我选绿衣服
优雅，太优雅了
三号好可爱救命
爱了爱了
你怎么穿着品如的衣服
陈赫、张一山、黄轩、不认识…
张一山
张亮
《糖果超甜》
陈赫（幻视）
助力每一个梦想
0号宿舍  笑死我了
漫长的33秒
三号三号
@鸭皮
都太会了吧！
可爱小鸭鸭
就是这里！！！我暂停了！太刺激了
三木？
笑死我了
我靠快憋出内伤了
好自信
好丝滑
我的腋下管理呢？！
这个我要！！！！
3号3号
鼻嘎齁咸
《全员恶人》
《当代女团现状》
优雅
李荣浩李荣浩 咬嘴唇 
第一个李荣浩版曾小贤吧
二号!
《整个宿舍床板最直》
哈哈哈哈哈
快跑!
第二个好像一个明星
糖果超黏
三号好像谢兴阳
《鼻噶齁咸》
？
一号
一号
3号来跟姐姐谈恋爱吧
矮油
狼行
我是卡莎！
陈赫
太好听了吧？
支持
零溢事件
糖果帮臭
《接力舞蹈》
牛的一批
淦，我怎么流鼻血了
味太对了
抓机的是怎么忍住不笑的哈哈哈
一号封神辣
很难想象他们看了多少
陈赫？
梦开始的地方
冲了（
舞蹈学院的吧
优雅实在是太优雅了
我还是喜欢黑衣服的同学，他摇进了我的心
画面太美
小孩子才做选择
二号太好笑了
谢谢已猝死
？
助力每一个梦想
拽毛
李荣浩进男团了？
第一人像陈赫
让社会感到恐惧！
好可爱
出道吧出道吧
每周必看 
诡计多端
真的不敢点赞，怕阿B误会
好怪哟，我要再看一遍
深山老0
《糖果超甜》？
中国boy
可爱捏
张译
第三个好像黄轩
助力每一个梦想
3号很可爱
（窦骁）
二号太帅了
自信点四号
富婆视角已开启
四号抬头那一下好帅
第一个长的挺像张译
yee～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～
美女注意腋下管理（doge）
请选择你的角色
助力每一个梦想！
王汉桑（幻视）
助力每一个梦想
这一个寝室也就床板子是直的
刘   星
都格劳资点赞，让他们校友看到，我觉得他们在地球上已经没有在乎的人了
哈哈哈哈哈哈哈棒
《张一山》
曾小贤
怎么做到全员明星脸的 分宿舍的好强
陈赫老师早期作品
一 镜 到 底（doge
《了解你的捍卫者》
助力每一个梦想
嗨起来了
如果男生扭起来，就没有女生什么事了。
就我觉得一号帅？
3号
1号小伙的律动挺强的
喜欢一号！！
出道吧
感觉四号好老实
我要二号
谁不想要一个可以绊倒人的男朋友呢
都经历过军训洗礼
3333333
三号，就你了
哈哈哈
四面0容
救命，我有四号同款衣服哈哈哈哈哈
全老嫂子
2号
3号留下
我选择自刎
王甜心
我真对会谢
典典长大后该不会就是1号了吧
给劲
了解你的捍卫者
3号3号
笑死
温馨提示：你不用跟着摇
《0溢事件》
优雅实在是太优雅了
我全都要！！！
没有猛男做不来的
魏查德
3号
我选择沉默（确信）
第3个小哥哥有点像黄轩
糖果齁甜
我全都要
助力每一个梦想
李霄鹏是你
【每周必看】
哈哈哈哈哈
想你的掖
太甜美了家人们
哈哈哈哈哈哈哈哈哈哈哈哈
4号跳的很有感觉
2号长的真的有点王志文
接着奏乐接着舞哈哈哈哈哈哈
宝娟！我的眼睛！
这拉丁破碎步哈哈哈哈
三号是黄轩吗？我抱走了
杨旭
梦开始的地方
这小孩这一身的搭配，咋这喜欢绿色儿呢
超级完美
""
