我知道了，这就是用长齿去勾的吧！
俄罗斯轮盘赌青少年益智款
秒懂
秒啊
胜利冲锋!!!
經典款不是鱷魚嗎？
靠构造一个随机系统是这么简单，因为人会随机
秒啊
纯随机
颚之巨人
机械结构设计
是结构设计哦
没听明白
凸轮就天才了。。。那机械类学生岂不是个个天才。。。
艾玛，这个我压根不敢玩啊
郭艾伦最爱
这么多颗牙还没被咬，欧皇啊
投币投币！
点赞点赞！
按动圆珠笔
这建模牛啊
此bug实现主要功能
妙啊
经典不是鲨鱼吗
吓到我了。。
秒啊
机械生狂喜。
鳄鱼是经典
划粉脑子有泡吗刷什么呢
服了
疼~
这次一定
混沌系统
你真牛逼
这个解释真的很详细了，关注了
这一套建模加动画模拟太牛了
建模好好
妙
危
你怎么那么多头发？
有点意思，给我儿子买一个
宝宝巴士
妙啊
不是随机的那个真尴尬
小时候玩的是鲨鱼
鲨鱼经典款
好看
《 鄂  之  巨  人 》
良心
鲨鱼
厉害了
我居然听懂了！
"还有一种低配版,每次都是一个牙齿的?"
《很简单》
牛啊
裂开！
熊猫pro
66666
前面玩剩的真的会抖机灵
对我而言鳄鱼才是经典款
鄂之巨人
但本来也不一定是在理想状态下转360的整数倍啊
你继续按啊！
部件A，部件B
妙啊
换成刀片
只要不是整数圈，顶多有规律，不会固定位置
EyeOpener！
所以按慢一点看看哪一颗牙齿有支持力就可以知道哪一颗会咬人
听不懂了
直接三连
三维建模是扫描的吧
老公好帅啊啊啊啊啊啊啊啊啊！
@董思成
彭昱畅
遇事不决，量子力学
关节头   关节凹
这玩意我小时候就有了，我今年41岁
ohhhhhhh
好想这会买个来玩
妙啊
困了
此功能利用地球bug实现
666
太强了
是不是跟磁带录音机按键一样？
卧槽？
原来是这样啊
妙啊！卧槽！
冥墨
所以说居然是靠卡bug来进行
巧妙
双人马桶圈
就叫它
憨厚的UP主，我可以，集美
up挺帅的 头发也多（doge
草 大制作
好～你是我关注的第一个up
你才25万粉丝，这不科学～
方凹共
牛逼
懂了，张嘴要使劲张嘴
开始走神了
这有巨人版的吗！
我就想说发明这些的都是天才吧
动画很棒啊
我不信真能随机
里面是个转盘
妙啊
嫂嫂，俺老孙要出来了
妙啊，因为弹簧刚度不可持久就能变成随机了
关键是怎么做到随机的，还是有一定规律
谁会啃马桶吖......
到这里还不是惊艳的地方
靠惯性
bkpp也是这个
厉害了
玩过鳄鱼的
赌博默示录可以用
牛逼
额～
为什么你头发这么多？
鲨鱼才是经典
v字没有平衡态
人类真是聪明！（不包括我）
妙啊
其实是有顺序的。
奇奇
不 是鲨鱼最经典
666
我的是鳄鱼
厉害了
玩具设计师不容易啊
突然感觉这玩具好值
沙宝亮
空降1:27
为什么看到这种结构 我脑子里第一反应是编程。。
妙啊
好疼的
坂本大佬专用
这已经很“随机”咯
dsc
鲨鱼最经典
妙哉！
好家伙厉害
吓我一跳
"闭嘴的那一颗牙齿,不太容易按下去,其他比较轻松"
吓我一跳
10来块的东西这么复杂的啊
妙啊
厉害厉害
牛批牛批
我家的是鳄鱼
x
发量很羡慕
这个机关玩久了就那几个位置
鲨鱼才是最经典的
这次一定！
妙啊~关注了
突然不好玩了
这个叫“拉桥”
真随机数……
你学肥了么
大家好我是汪汪汪
有头发？？
这应该是基于老式按键风扇升级的吧
建模狂人
厉害
冲这个boom，反手一个赞
ohhhhhhhhhhhh
那随机呢
憨厚的笑容
这个币你跑不了了
竟然看懂了
感觉这个随机可以赌博了
三连了
外地人发明的
电池吵得很，笑声慎人
这不就是踏板式的老鼠夹子原理？
不是吧
鲨鱼才是经典款  20多年了
看了也看不懂系列
卧槽
零几年的就有鲨鱼款
教我们建模吧
奥 苏 安
好帅啊淦
3090
眼前一亮。
鲨鱼最经典，我姐86年生人，我玩的就是她留下的
卧槽，up和那只熊猫长得好像
设计好巧妙
这设计的不错
法 尔 科
真是个天才
鳄鱼吓人
算是随机，回弹的时候会类似随机的旋转
这是掏嗓子眼了？
这不是伊奇还能是谁
和我给各种零部件起名一样，讲究的就是一个随心所欲
今天晚上刚玩过
一个个听的比网课还认真
我决定买个玩玩
诶嘿，你也喜欢河马吗
卧槽
！
突然出现好像彭昱畅哈哈哈哈哈
前面的你狗蛋
懂了，这就去拆v字键
摸的时候能感觉出来
就喜欢这种立体图
妙啊！
我的天，佩服
妙啊
我开始相信建模师养活自己的广告。
我玩过不是随机的
听着听着就困了
鳄鱼路过lllll
卧槽
e 
我有鳄鱼
河马好看
我们也刚入手了一个咬人玩具
经典款不是狮子吗
机械原理，我裂开了
妙啊
我有个猫型的，我很喜欢我的咬人猫
我有史迪奇的
我喜欢河马的，熊猫的不够萌
你继续按啊
艾伦直呼内行
小时候我就听声音推测是一个旋转结构，果真如此
我的是鳄鱼
鲨鱼。。。。
没有刀刃
盖亚变身器?
高级！
这次一定
卧槽，我还是听不懂了
开始升华
想不到这么复杂
我去 彭翌畅
哦发明者真是个天才
伪随机
帅啊
设计这个的人是真的聪明
帅！
天才
董思成哈哈哈哈哈哈指纹识别
虽然简单明了，但我还是想睡觉
该理发了！
厉害
鳄之巨人
会出现循环状态
感觉不是绝对随机
所以发明者是谁？太厉害了
如果按键是刀啊，已经切断了，不是这么玩的
nbnbnbnb
nbnbnb
boom
写日记吗
好可爱的拉簧
大佬大佬
我裂开了
妙啊
阿这个我有
行，终于看懂了，一键三连加关注是躲不了了，加油！！
小时候玩的鲨鱼，还在儿童牙膏电视广告上看过x
长板牙的大熊猫
徐子为加油
沙宝亮？
这才叫广告
核桃夹子
我擦
虽然我没看懂，但是币给你了
爆炸图
感兴趣的除外
专业
？彭昱畅
老王行动仪
李光洙快来
牛啊牛啊
经典不是鲨鱼吗？记得小时候有个广告
想想你能不能控制自己骰出的骰子落在想要的面上就可以解释这种随机了
没有绝对随机的随机数
啊哈哈哈 要有音效的
鲨鱼
再也不会快乐！
三连
三角裤
《以  下  为  程  序  依  赖  B  U  G  运  行  经  典  案  例》
他以为他能教会我们
白嫖失败
他慌了
他慌了
我也觉得这个玩具好神奇的
妙啊
妙啊
懂了，说的很清楚，原来是这样的，不过没玩过
天才
猝不及防
学机械的自叹不如啊
秦弩扳机
俄罗斯转盘改版
秒啊
(⊙o⊙)哇
宝宝巴士
妙啊！
牛皮啊
我来看看我闺蜜的弟弟
已经给我推送4遍了
草
这东西设计如此优秀，然后各环节都要挣钱。居然只卖20块
太厉害了
我的是鲨鱼耶
喵啊~
经典款不是鲨鱼吗
我放弃。。。。。我选择单片机控制。。。。
阿巴阿巴阿巴
大白鲨才是经典款
百大up预定
鄂巨
白嫖失败
毒狗了解一下哈哈
666
我以前买的是鲨鱼
卧槽发明这个的人才绝了
天才设计
妙啊
慢慢的就听不懂了
秒啊
和那个大叔罐子差不多
秒啊！
上个世纪是鲨鱼
是的废品，赶紧自裁吧
投了！
解说也是真的巧妙
nb
鲨鱼鳄鱼
我有一个史努比的哈还哈
好帅我可以
这才是真随机
用啥建模渲染的？
奇才
鳄鱼才是最经典的
妙啊，玩具设计的都这么巧妙
吓我一跳
大佬的简单
这熊猫有毒
爆炸图
这就去买一个
我上次好像看了...咋又给我推了...
危
服了
妙啊！
最经典的不是鳄鱼吗？
宝藏up ！！白嫖失败
经典款是鳄鱼，我买的是鲨鱼
妙蛙
我有河马的那个
鳄鱼不是鲨鱼啊
太棒了
宝 宝 巴 适
听天书！天才设计的！
差点把手机丢了出去
管你听没听懂，看就完了
牛皮啊
你长得像我们教科院的老师
我不配玩这个玩具
我直接老公！
鲨鱼才是经典款
用什么软件建模的
沃日感觉这个劲很大
这么诡异的设计竟然是在玩具里
非常棒
建模太牛了 投币了
一气呵成乃是玩具界的豪杰
可是它拉一次转动的圈数不一样啊
女少
女少
卧槽
机械专业的表示太赞
ohhhhhhh
这玩意有技巧，会触动的牙齿下按阻力比不触发的大，而且大很多。
这玩意其实能作弊。
太好玩了
666
同款键盘哈哈哈
我现在关注是老粉了
彭昱畅
   补补。好吧。。。。。。。。。和。。。。。。。。。
就我觉得神似王迅吗
你头发没了
哪吒是你吗？？
牛逼啊
我玩过不随机的咬人玩具
老公
哇，这个是真的妙
整个一个高科技产品呢？
感觉可以开厂了
666
可能有两个答案，那就会可能有一个答案都没有的情况
这谁设计的
666
原来最决定随机的就是这么个玩意
妙啊
想买
海盗桶做一期视频，看结构如何？嘻嘻
轻轻按可以感觉得到哪科
已经懂了
妙啊
我看成龙骨炮了
8块买了个
好家伙。蒙蔽了
玩具发明这个岗位的钱一直都是非常高的
毒狗才是经典
你这建模打的也太好了～
不是理想模型，所以肯定是随机的
打扰了
鲨鱼经典
妙啊。
手指报废
秒啊
这就是机械的美
玩的鳄鱼
双人马桶圈的笑死我了
后悬挂
魅族款
学完了回去开工厂
牛！
厉害
真·随机。
年老的彭昱畅doge
曝炸视图很专业啊
@董四层
太强了
66666
颚之巨人
鳄鱼经典以前小时候玩过
最早不是鳄鱼么2333
再按啊
我拆过这个
妙啊
Eyeopener
听不懂了，放弃
学霸的脸
数学物理大神如果知道这些部件的尺寸和弹簧弹力系数，那不是无敌了
random集合
第一句就不懂了第一句就不懂了
看了之后感觉39.9元是真的值了
你是在做bom表吗？
满脸数学
佬
咬人玩具、咬手玩具，也是个存在了很多很多年的玩具了，一直好奇它是如何实现随机牙齿的。 果然非常的巧妙
这里开始看不懂
机械联动的魅力啊 - -
鳄鱼经典，不接受反驳
经典款不是鳄鱼吗？
电击版的才好玩
硬核
牛批
白嫖失败
邢捕头好！
ouh
河马好看
这是真随机
看到的时候觉得不是很复杂，但是要想象出来真的很强
woc真是个鬼才
听睡着了快
妙啊
这个结构是谁发明的
这是建模？我以为是拆开的实体
有毒的狗
不是随机的，玩的久了就能算出来
原来如此
@董思成
妙啊
这熊有毒
艺术是八个鸭子大！
好的我困了
妙啊
好牛啊
为什么不是鲨鱼？
太妙了啊厉害啊
发明的人真牛
！woc人类智慧结晶真的nb
设计真的很巧妙
早知道当时就就在机电学院继续学我的机械设计了
超纲了
鲨鱼才是
悄咪咪说一句，这东西其实有点问题，会使牙齿合拢的那颗牙按下去比较难按，不是轻轻按就下去了，我玩这个漏洞别人都说我是扫雷专家（doge）
去吧熊猫号
上吧布谷鸟号
上吧布谷鸟号
去吧熊猫号
困了
那这个是有规律的吗？比如跳一个牙齿触发，但是凸轮都转空的话怎么触发机关？
{}—
鲨鱼经典
牛啊牛啊
妙啊
妙啊
你好，我是咬人猫
零件爆炸图？
一喂
这设计真的绝了
动画做的真好
太6666666了
为这个建模点赞
硬核拆解，厉害了
哦，懂了（点头）
厉害
妙妙妙
玩具熊
我觉得河马更好看
妙啊
鲨鱼辣椒
鲨鱼才是经典
老鼠夹
这个建模值得三连
俄罗斯轮盘？
妙啊
这个没有专利吗？
三连三连
秒啊
熊猫前辈？
妙啊
童年阴影
鲨鱼才是童年阴影
好像lpl选手
这……为什么不出个透明模型，还是有点看懂哎
大哥  模型贴图动画你都花了不少时间吧
小小的一个玩具却暗藏那么多玄机
鲁班再世
懂了！（真）
太秀了吧
建模硬核
真正精巧的玩具
鲨鱼才经典
妙啊
量子力学玩具
妙啊
这个熊猫长得好黑暗童话啊
我已经在发呆
发明这个玩具的人是天才吧
鄂之巨人
鲨鱼经典款
妙啊
up最后在边解说边摁牙齿时，表面上稳如老狗，实则内心慌得一匹[doge]​
up最后在边解说边摁牙齿时，表面上稳如老狗，实则内心慌得一匹[doge]​
按个牙齿也要吃保底[大哭]​
小时候我爸给我买了一个金属齿的[笑哭]​
卧槽，这建模，这动画，这转场。坚持下去今年粉丝必过百万。记得回来刀我[doge]​
按个牙齿也要吃保底[大哭]​
按个牙齿也要吃保底[大哭]​
up最后在边解说边摁牙齿时，表面上稳如老狗，实则内心慌得一匹[doge]​
卧槽，这建模，这动画，这转场。坚持下去今年粉丝必过百万。记得回来刀我[doge]​
小时候我爸给我买了一个金属齿的[笑哭]​
小时候我爸给我买了一个金属齿的[笑哭]​
还好按了，不按就逼死强迫症了。
经典不是鲨鱼么？
跟我们老师好像
我比上网课还认真
什么软件建的模
了不起的人类智慧
了不起的人类智慧
宝 宝 巴 逝 快 勒 启 蒙
牛啊
涨见识了
同款加热垫
妙啊
好帅啊up
厉害了
哇哦～～
妙啊！
妙啊
呦吼，爆炸图
经典是鲨鱼吧
接着按啊，不按完好难受
好吓人
好家伙 爆炸视图
鳄鱼
你币有了
设计者真的是人才啊
还有鲨鱼的
鲨鱼最经典
妙啊
谢谢
遭了遭了，白嫖失败
我已经开始困了
错，是每次转过相同的角度
秒啊
秒啊（假装看懂）
鲨鱼的好看
这个是真随机不是伪随机
咬人玩具、咬手玩具，也是个存在了很多很多年的玩具了，一直好奇它是如何实现随机牙齿的。果然非常的巧妙
建模不错
牛批。。。我居然看懂了
设计者真是鬼才
我有一只鳄鱼
牛批
哇啊太妙了
妙啊
妙啊
pdd 1块钱买的
妙啊
这东西可以改成炸弹引信啊
nb
请问穿越的话能不能带着你的视频呢
是工业设计吗
我也是鲨鱼 被咬到起水泡
童年的回忆
@魅族科技
高级
起名鬼才
her马啊her马/doge
妙啊
董思成赶紧来看
经典是哆啦a梦
白嫖失败
马桶圈永远的神
牛逼
鲨鱼才是经典的
动力小子的跳板
这里是一个棘轮
这很好看嘛？？！
喵喵喵啊~~~
夭寿辣！国宝咬人啦！（滑稽）
随机变换是怎么做到的
妙啊
不懂就赞
秒啊
马桶圈藏在嘴里
五夜后宫带我一个
嘴巴给我合上
裤衩键笑死我了
无动力火车
马上下单买一个
我准备买一个回来拆
不说我还以为是狗
鲨鱼玩具
我懂了
双人马桶圈
经典款是鲨鱼
初代设计者真的牛
6666
我有鲨鱼
我的是鳄鱼
帅哥出镜
秃驴被卡住
小时候是鲨鱼哈哈哈哈
96年这玩意就有了
根据它的形状和作用，就叫它狗蛋好了
半个字听不懂但是这建模就离谱
ilblib
妙啊
@dsc的那个笑死了
别学 你会疯的
这些结构是几个模型穿插的还是一体的，一体的话卡线卡的太棒了这模型得好多钱噢还有动画
好看？
这模型卡线卡的太好了吧！！！
绝了
妙啊
鲨鱼才是经典
原来里面这么好构造
感觉好像递归…
不刺激。应该用刀做牙齿才刺激
建模太硬核了吧
午时已到
那就不是真随机了，每次转动的力都是差不多的
谢谢，成功睡着了
非酋，第一发就中了（doge）
视频看完了，我只记得了马桶圈
混沌
666
妙啊
大佬三连了
懂了懂了
妙啊
np呀
穿甲 爆破 燃烧 瞬间完成
妙啊
不应该是鲨鱼经典款吗
这建模不错
这个建模很棒
它是鲨鱼。不不不，他是鳄鱼
审美看又有
我要去买一个
为什么会被挡住>o<
那个白字居然被挡住了，弹幕之耻
三连有了
BOM图
为建模点赞，巧夺天工
不太明白，但是觉得up好厉害
这个世界不存在严格意义上的真随机。只是你掌握的信息或者知识不够强大到预测罢了。
所以这个玩具打开嘴巴需要静止一小会儿玩。。。
原来是用这种方式做到的么，太厉害了！（风压剑！bushi）
被吓到了
这是cad做的吗
啊～～
老邢
妙啊
鸟人？哈哈哈
擦，原来这么个小玩意儿这么多设计，牛皮
真随机
扳机结构
niu B
我有史迪仔的，好看
好看
懂了，牛逼
牛批！
表示听不懂。。
牛逼的建模和原理
牛逼人物
《 好 看 》
太棒了，已关注
6666
哦！
妙啊
苗啊
“这狗有毒”
妙啊！！！
妙蛙
我有鳄鱼的，好像是乡村基送的
我还就那个动力火车
女少口
没有买卖就没有杀害
吓我一跳
俄罗斯轮盘
'[
啊这！
真·我裂开了
牛逼
牛B
秒啊
我裂开！
发明这种玩具的人脑子也太强了吧
】/【‘/
《     地     道     》
吓老子一跳
经典款不是鳄鱼的吗？
这个应该卖1W快
厉害了这个CG解构
这里错了，应该说因为v字键具有惯性
咬人猫
河马可爱
直接爆炸图
看不明白了已经
哇你一点都不怕呢
建模真厉害
我已经开始瞌睡了
我要这币有何用
那阻挡键不是一直在那两个吗
秒啊
妙啊
河马说，行吧，提前下班了
魅族小熊猫
我以前看见的都是鲨鱼
白嫖失败。。
是你！邢育森
马化腾：感觉有被冒犯到
胖达~~~
sudo random罢了
思路清晰，佩服
所以我每次开嘴同一角度就是同一个颗牙吗
这就是真随机嘛。。。
我直呼老公
我直呼老公
伪随机
鳄鱼是经典！
哇
鲨鱼是经典款
牛批！！！
完全没懂哈哈哈
有点混乱不过谢谢视频解释
这个被咬到声音确实挺吓人的，还有点疼
这是建模?还以为是真的
这个挺好玩的，在别人店前台玩过，然后店员就给收起来了……
Up有才又比较帅
发明这个的真他娘的是个人才
哎嘿，你也喜欢河马
还有还有，那个黑海盗的，up也解剖一下啊
墨家巨子后代
原理很简单，量子力学
看了下推荐列表 还有海关锁 关注了
视频质量好高
白嫖失败
牛批！
最强大脑
牛批
我可以
咬人熊猫
秒啊
我鲨鱼经典款，玩的都褪色了
我在干嘛？好像我能看懂似的
妙啊
大佬！
马桶垫
鲨鱼鲨鱼
哇偶，设计出来也是很棒了
厉害
牛啊
Up你这是拿什么做的动画
妙啊
妙啊
现在我想买一个了
机关术
妙啊
？？？
我裂开了
设计者真有才
想买一个
我学这干啥？
靓仔登场
666啊
双人马桶圈
看不懂了
熊猫：我裂开来
起名奇才
200万突破
按压中性笔？
买个玩玩
这东西卖你几十块真的亏了
牛皮啊
这个动画真的牛皮
这狗有毒
我TM在网上买了个只有唯一一个牙齿才能触发机关的，山寨品，草
鲨鱼！
这个拆解咋做到的
牛
《很简单》
妙啊
听不懂啊
噢好奇妙
秒呀
没用的知识又增加了
中华人民的智慧
太厉害了
修啊
秒啊
太妙了
硬核
66666
恰恰是这种不理想！！
厉害
真实 我朋友也是 被夹就抓住身边的人暴打
卧槽，必须关注
嗯 很简单
你带的是假发吗
建模师
好酷
硬核
自从被咬太疼了就不玩了
这个是动物还是哪吒？
妙啊
草
哈哈哈童年阴影
继续按阿，哈哈哈
牛逼
邢捕头青春版
秒啊！
好家伙
眼部看到了 HDRI
玩具熊的五夜后宫
NB
牛
盖   亚
66666
这个玩具设计的秒啊
这个设计绝了
我还以为是狗…
这个玩具让我想起了李光洙
这不是随机，是混沌吧
牛壁
食铁兽
这建模服了
吓我一跳。
吓我一跳。
猜到是这样但就是不知道结构是怎么样的
厉害呀
还有一种带电的整蛊口香糖
卧槽，我说我懂了，我竟然看懂了
妙啊
这不是魅族？
这狗有毒
不是相同的位置，而是相同的角度
妙
牛逼
在这停顿！
这建模太神仙了
这设计确实绝了
换个劲儿大的
古古
连一个玩具我都玩不明白
无摩擦不是应该永远转动吗
6666
厉害啊
利用了不理想
大佬！三连走起
抽掉这层让别人先按
牛逼的制作
移动硬盘
这是真正的机关术啊
牙齿是铁三角的 才好玩
6666
妙啊
居然是真随机，握草
妙啊
这币投了
我是汪峰
原来如此 怪不得触发咬嘴的牙齿在上一次的位置附近机率比较大
想出这个的真是个天才
牛批，关注了
这个建模还带光追效果
这个建模太牛了，我直接就是一个三连
艾特某昀
白嫖失败
太厉害了
建模nb
nb
同款卡西欧
居然懂了
好家伙古人玩剩下的盗墓机关啊这是
行吧，我关注了还不行吗
关注了………
妙啊
我有个史迪仔的
把上面的牙齿换成刀片
牛批
原来是这个机关 迷惑了好多年
简称：卡其脱离态
果然非常巧妙！
妙啊
经典款鳄鱼不服
再来一遍
秃驴
第二个运气真不错
神奇啊
哇
利用误差产生随机
白嫖失败
设计的妙啊！懂了
谢谢up主，奇奇怪怪的知识又增加了
这都能升华？！
秒  啊
你还能躲过去？
那两个机器人玩这个就不是随机了
吓老子一跳
妙啊
这玩意到底谁发明的啦哈哈哈
nb
方猫，啥时候Boom点汽车配件呢，比如雨刷器之类的
突然感觉这个玩具值钱了
白嫖失败
想起了钓鱼玩具
秒呀
妙啊
巧妙的设计！
经典款不是鲨鱼吗
这谁发明的啊
妙啊
妙啊
我就说机械的怎么随机，居然是转动出来的
这建模  关注了
你不是秀你的机械知识的，你是秀你的动画制作水平的
太牛逼了
大家好我是汪汪汪
你的币有了
经典的不是蓝色鲨鱼嘛
鄂 之 巨 人
王富贵
妙啊
因为up主过于好看，关注了
真随机，电脑都是伪随机
看不懂~
牛壁！！！
随机的关键，就牛壁
不记得了
发生啥了
｝9
好的，这个视频我转去异界当作教学了
秒啊
危
和熊猫一样可爱的up
一看就是老机械人了
我听不懂了……
建模点赞
这么强还能有这么多头发是怎么做到的
原来是大鲨鱼
咬人猫！！！
在博士答辩
鳄鱼才是经典
握草！！！！
大佬牛B
66666666
牛！！！！
游标卡尺？）
我只想知道哪个牙摁下去会咬我，概率咋算
想起有毒的狗哈哈哈哈哈
我的是鲨鱼
这不是建模吧，还有倒影，是扫描进去的
妙啊
我要睡着了
真不戳
妙啊
熊猫的更好看就把它拆了
斜着的按压笔
你币有了
你币有了
啊哈哈哈哈哈嗝老非酋了
买一个
装刀片才好玩
鲨鱼才是经典款
帅哥你谁能不能让一下别影响我看节目
高露洁
哦懂了
妙啊
好酷啊
哦～这样自转就行城随机了
dong
天，这人会魔法
妙
建模厉害了，还有光追
秒啊
关注和三连了
大概懂了，但是怎么去跟别人解释呢
妙啊
疼吗
感觉好像不是随机的。有规律可以分析
小学在垃圾桶里捡到过一个鲨鱼款
？？？？
求椅子链接
女少          口阝可
机械本来的意思就是巧妙的设计
当初想到这个创意的是哪位大佬？
厉害
我懵了
帅
牛皮！
小时候的大白鲨？？？
懂了好聪明的设计哦
妙啊
妙啊
妙啊！
恐怖效应
哇哇经典玩具
你不要解密啊！！！！！
邢育森？？？！！！！、
这建模也太好了
经典款不应该是鲨鱼和鳄鱼吗
太牛了
妙啊
j经典款是鳄鱼
鲨鱼+1
经典款不得是鲨鱼么
双人马桶
卡器脱离态
这个设计者真的太牛了
赞
爆炸图哈哈哈哈
Up某个角度看着很像彭昱畅
我有史迪仔
想过好多次换成钢牙
妙啊
熊猫风评被害
鳄鱼才是经典款啊
厉害
起名鬼才
dsc哈哈哈哈哈哈哈哈
童年世界级难题
我机械设计制造及其自动化的看了都惊叹
我哥有鳄鱼的！
设计狗表示该视频的付出程度值得每位的三连
我是汪峰
宝宝巴士
经典款是鲨鱼！！！
什么金波伤害啊
妙啊!秒啊!妙啊!
太强啦！！
没听懂对不起
厉害厉害！
蓝色鲨鱼才是经典
会疼的
这建模牛逼
真牛，机械改变生活啊
妖怪先别杠，嘴巴给我合上
童年哪里玩过这玩意…
不，是因为不对称才方便转动，要不甩不起来
牛逼啊
