ohhhhhhhhhhhhhhh
今天英语报写到了哈哈哈
这是一个宝藏阿婆主
首页
金工实习DNA动了
哇
钛手柄可太牛了
不能用原力么？
硬核
牛逼我艹
热能插件
ohhhhhhhhhhh
公元2077年某工厂内部施工珍贵录像
这是真的强
为什么没有刀库
主要是实验成本贵
？？？？？？？？？？？
赛博朋克
翻译好接地气
男人的浪漫
金工
学校同款
哈利波特
造  梦  西  游
千年之光
实习不是车塑料棒吗
牛逼
这是真的亿点
粒子激光剑
可以
我试图听懂
拿反了咋整
？串戏了
这就是强者的世界吗
原型剑
基操
这个真的NB
同金工实习
一个车床工，在他退休时仍十指尚全，是件了不起的事
学校的更贵
长得有点像耶稣
高    地     王
牛逼啊
大型打火机
为什么一个视频只能投两个硬币
有钱真好
正片结束
这玩意精度高啊
我出100W
ohhhhhhhhhhhhh
2w刀？你说配件？
外国喷子厉害啊
熟悉的声音
就不说机床钱了，就电费感觉我就出不起。。
SolidWorks
这感觉是兵工厂了
弹幕护体
希望我也能像他们这样玩
太吓人了，这武器
失手，往自己头上一挥怎么办？
车床
有钱人玩的都不一样
决斗前要舔一下刀刃
数控铣床？
嗯，原力与你同在
前面那个很热的刀回来
为什么遍地都有刀客塔
要是有剑客习惯性的舔剑……
hello there
华氏度？
金工实习加一
欧比旺
蒸汽朋克
能摸光束吗
刚下班回来就又看到这玩意，头疼
钞能力
金工不是金融工程吗
自走丝
通信工程报道
自动的好些
几十万，搞笑呢？不清楚价格别瞎科普
铜件而已，不怕
用虎钳架圆柱体，wdnmd，血压上来了
NB
经费曝炸
《突     然     变     大》
回来了
原力，移动的核电站
咱们工人有力量
Far out
这都可以开个小作坊賺钱了
下集造核电站
你需要一个炮姐
光有钱没用，关键是技术
军火车间
用核电站造剑来对决
太初
太初
这个我熟！！
a sa
太初
四轴机床贵的要死
六个小时，用这个光剑热热还能吃
1000万美金起
必须三连！
掉了把自己烧了
牛逼
这伙人真特么有钱
刷别太放肆那个有病吗
原力神
星之海
等离子影秀
sw做的
让我想起了补牙齿的时候
woc
哈哈哈哈哈
舔一下
金工着实吸眼球
General Kenobi
学校和学校不一样
四轴联动机床。。。虽然是小型的，但也蛮贵的
皮革是灵魂
有内味儿了
想起了当年金工实习时候
空降在几分几秒？
可真大胆，这么高转速，老师只给我们150转
SolidWorks建模
专业团队
两万？美元都不一定够
我要报名参加星球大战
空投14:00
钞能力
正片14:00
空投14：00
想要
这是车床吧
托卡马克装置
他笑了
？
金属飞屑警告
这玩意儿买不得，就像你普通人想买辆坦克一样
四轴
变色
量子霍尔效应
这车床真稳
加工中心 牛逼
hello there 
致敬经典
酷
传统工艺
前期工作
hello there
原力与你同在
外国手工人
阿姆罗直呼内行
金工实习太草了
这还有喷子不服？
ohhhhhhhhhhhhhhhhhhhh
欧比王
不就是个车床么……我又不会哈哈哈
不硌手么
要你命三千？
开口就是老欧比旺i
正片开始
一个普车给你们吹上天
太帅了！！！！！
给我来个中国版的～
宁也转了这个？
为什么他还有头发
主团偷机床
同款实习同款锤子
我寻思，这么高的科技居然做剑去肉搏
车床
hello there
你能舔一下吗
我国主要生产中低端车床
热乎
眼泪不禁从嘴角流下来，呲溜
金工实习
原力神
金工实习
666666
这就是钞能力吗
卧槽，凯伯水晶槽都有
我去
@亚瑟波义耳
当年学车床和数控的时候咋没想到还能这么玩
不明觉厉
小铁锤警告＃
原力与我同在
我还记得实习的时候我们组搞坏了四个刀头
这哪来这么多经费啊
求摄氏度
逐渐离谱
源氏，在此！
居然是手工车出来的吗
光管
视频里目前出现的机器没有一个买不得的谢谢，一种是CNC机床一种是普通车床，只要你有钱你都能买
这玩意国内的小厂都不舍得买
灯管诚不欺我
真是亿点点花费……
自动走刀
cnc
这还有不服的？这不都跪着看完的
30000亿，我买了
价格看轴数然后看精度，精度高一个单位价格翻倍
这车床有点年头了
我姥爷家就有。
牛
熟悉的声音
别就钞能力吧，给我这钱我肯定都做不出
钞能力
有钱人啊！
好家伙这得花多少钱啊？
牛
哈哈哈哈哈
舔剑的你要笑死我，那是强盗不是剑客
牛逼
哈哈哈
你们金工实习会做这么复杂的玩意？
0:14
少说得20
车床，这个我会！学了的
有钱人，超能力
一群乱报价的笑死我了
雷 狱 光 剑
请给喷子来一剑
kenobi！
好家伙，直接买了台数控机床
发条技师？？？？
我只知道光刻机2.6亿
机床还不分国内外？？？
星之海
这是加工中心
美队
加工中心还是要自动换刀的
卧槽这玩意儿贼贵
一个数控车床 起码几十万 
就差水晶了
solidworks
小姨妈就拿反了
电扇淘宝有卖
刚表达错误了，这是个壁灯，220-340
磁力约束加可控核聚变？
数控车床和数控铣床
4轴CNC 可以的
这不就是车床
制造业的人才啊
"  ,0:…0 ,0:-- ,,.…"
民间？那军用还有多久？
这一套设备至少上千万人民币，是真的有钱啊！
吓死我了，原来不是自动换刀的
这机床？七八万美刀吧
刚去看了，官网价（带第四轴） 31150刀 不含运费
这款简配2W刀不到 满配3W刀出头
要是用反物质来供能会更好
数控铣床
前天洗牙结实就是这样
需要斯巴达装甲的核动力背包
创新大概说的就是这个意思，可惜都是隔壁
金 工 实 习
完 全 听 不 懂
来了来了来了来了
General kenobi
牛逼啊
色彩变化能达到迪厅的那种吗
理工宅的视屏
把粒子用i立场束缚 定型
钞能力
好家伙
光刀
法师
我妈问我为什么流着口水看视频
望舒
说便宜老货的憋bb你行你做
不错
好
极限还原，只因热爱！
要你命三千！壮哉我大绝对交易！
水刀耶
理工男的梦想
做个鹰眼的弓吧
金工难道不是金融工程吗……
身上背一个核电站不就行了
类似的车床我都开过两年
我学校北京精雕机都没人会用?
从youtube过来的，满意而归
打刀走一走
我要用200万美金购买
钳工，给老子磨
卧槽Thinkpad工作站跑渲染
卧槽Thinkpad
舔了一下会怎样
今日一外国小哥……
只有电子实习没有金工实习的飘过～～～
贫穷限制了我的想象力
感觉可以弄个工程师了，他
用爱发电
跟大学玩的一样
建议下次就造星际争霸里面的好兄弟（陆战队员）装甲
厉害！
有钱。
真有钱。
omg
C？N？C？woc
bb啥啊cnc50万以下而已
擦一下
Hello there
？？？？？？？
tql
人家那里没有那么贵，不过也不是一般人能承受的起的
卧槽
好家伙
(等离子火花塔)
火剑
nb
空降7:34
可控核聚变
牙好疼
好家伙牛逼
刘备：？？？？？
把手伸进去会怎么
好像欧比旺
手一抖
我玩过这个车床
几十万啊
Solidworks瞩目
核电池
噩梦sw
燃起来了
Solidworks狂喜
忠诚
原力发电
几千万人民币是在搞笑吗
多少钱
帅啊
What the fxxk
这是一帮有钱的工科男啊
may the force be  with you
羡慕啊
《其中之四》
你需要一枚核融合核心
我期待看到中国版的，虽然不太可能
不是你家让你学习就为了这？？
对 最开始机床3轴以上还对中国封锁
666
人要有梦想！！
核电池现今的技术不是能量大  而是持久
为什么感觉就是一个超音速火焰喷枪，不能叫做等离子吧？
18小时不热了
很危险啊
增幅了吗 强化呢  锻造有吗
5万我买了
站内有一群人偷up主的视频，还打掉水印投原创，真是气死人了！
愿原力与你同在
不是，你们学校没有金工实习的么？课后就算想借用仪器也不是不可以的啊。又及，这片子是拍得真大气
哥布林
这根本不是高科技啊。前面的金工实习都没做过吗。。
空降14：15
4轴肯定贵
2万美刀买4轴？想屁吃呢
原力在上
我们厂长都不敢想这个机床 223333
按你胃
什么时候造环太平洋的危险流浪者？[doge][doge][doge]​
什么时候造环太平洋的危险流浪者？[doge][doge][doge]​
什么时候造环太平洋的危险流浪者？[doge][doge][doge]​
这可是世界第一把4000℉等离子可伸缩光剑！（舔～  [doge]​
牛逼
两轴的还好
金钱的味道
需要 小核聚变装置
哈哈哈哈哈，对不起！真的是忍不住喷了！
钞能力
啊这？？？？
小时候的梦想，就此实现
jedi
别看老外上班墨迹但是作妖很积极
牛
只能站着玩，坐着玩怕拿反了擦大腿
掘地武士の希望
好家伙
为了这个项目，我们特意进购了死星
ohhhhhh
几千万 笑死我了
久仰大名
拜托，人家才初二
我要参加星球大战 ！
7:24
卧槽
用核电池啊
？
这个视频是官方上载，之前的是搬运，怎么就不行了
我这把刀可是涂有剧毒的
i力场的老uc了
拔剑吧！天行者！——你等着达斯维达，我先充个气！！
20万
有钱人的世界啊！
需要个方舟反应堆
wow你就是现实里的钢铁侠吗
真是有钱
宝友，这可不兴舔啊
1
前提是得有钱还得是学霸。。。
这世界上真的有男人不会被这玩意吸引吗
绝了
数控
大学学的这个，出来转计算机了
妙法莲华
这机床限不限制中国进口呢。
我学校还真用这个，不是这个还有一台5轴
星战迷狂喜啊
真的是金工实习
太帅了
桐人直呼内行
帅啊
原力与你同在
宁？？？？？？、、
宁志兵
cao
但是不能对拼？
好一个欧比旺
这不是死侍吗
好他妈危险啊感觉
这机床死贵
不打开=激光绊雷
solidworks。。
材料成型狂喜
大小姐：？？？
真tm的好
开始造梦
没有上千万还算便宜的
？？？
金工实习，这比指导课有意思多了
蓝色光剑
这是赞助商
nb
高科技
代入感很强，我的牙开始疼了
简直太棒了
愿原力与你同在
家里有机床，富得流油
Kenobi
不戴口罩？
？加工中心而且自带四轴没30万美元想屁吃
燃燃燃燃起来了！！！
灯棍
愿原力与你同在
原力与你同在
愿原力与你同在
ohhhhhhhhh
租用的吧
终极中二病
这就是钞能力
这加工车间还真能造出武器
平凡的老外车库工作间
ObiWan
要先学习光剑掌握
美国这类东西要比国内便宜
锤子柄车出来
有钱的科研爱好
2倍看超燃
男生的梦想
我k
就差个水晶了
自己国家有造的不会那么贵
想起了被牙医支配的恐惧
solidworks
虽然但是，我的牙齿很痛..
初号机:你在说什么，瞧不起谁呢
拿反的唐悠悠表示很赞
无情铁手
建议给喷子来一刀
这项目我王多余投了！
营销号快来零素材
害 火焰不就是等离子态吗 这是个割刀？
外国喷子这么强吗
好帅
不是自动化的一般都便宜
刚算了，是118.34摄氏度
就一四轴数控，屁的加工中心
太硬核了
《突     然     变     大》《突     然     变     大》《突     然     变     大》
我刚上完第一节金工实习就刷到这个东西。。。
这是solidwoorks？
我们金工实习做了个手柄哈哈哈
啊，这...........
强
果然剑魂玩家就是要氪金
虽然不是很懂  但是钻得很爽
还是那一大堆话
啥叫蒸汽朋克  就是东西加上锈色还有管道
王小明:拿来我擦一下
4000℉等于多少摄氏度
这不是黄金 是铜
星战迷的口水淌下来了
金工实习可太草了，上学期刚实习了一个月
路边摩配厂天天都有人车你们的口水呢
就切割
这是!
肯诺比！
核能供電…
有钱
刘备模拟器
总感觉他要舔一下
真尼玛硬核
RGB光剑吗，威力加成100%
殘餘廢料能賣幾千
应援棒
金工实习dna动了啊！
数控加工中心我们学校就有
真的可以制造重型武器
general konobe
这玩意私人是不能买的
给我一台四轴联动CNC我能瞬间硕士毕业
传说中的大号等离子气体切割机
Solid. Works! 
这玩意是铜，刀也是好刀
再买一个核反应堆
不是，你倒是用未来科技啊
这个再便宜也有50w
这一般都是赞助使用权而已，根据协议使用加广告达到某种效果或赠与或者收回，并不是小哥买
哇您来b站了
猴赛雷
这东西三万刀起步
只要给他们合适的材料，这帮人做个枪啊炮啊一点问题没有
老王是你！
拿哪里啊
近日，一外国小哥制造了一个星球大战里的光剑
？？？
我电动车把可以吗
太秀了
牛壁
这尼玛一言不合就上车床啊
4轴cnc怕不是得上千万，前面两万刀的在做梦吧
近日，一外国小哥竟做出这种东西...
托卡马克
唉，这些设备我全能开，还带编程画图，一个月也就七八千工资，千万别学数控，累死人
上面的老营销号了
约等于≈无数津巴布韦币
还原一下千年隼呗
你从淘宝上买个他不香吗
那么危险
想要
may the force live long and prosper
钞能力
燃起来了
非常的高科技 
百万rna起步
没这么夸张，机床可
MAY THE FORCE BE WITH YOU！
这机床20w人民币
加工中心
近日一国外小伙竟制造出了光剑
麦     克     斯     银     河
欧比旺
果然限制科技发展的只有材料
愿原力与你同在
赛博朋克2021
讲一下，一般这些是用数控的，编程自动操作，纯手工确实太离谱了
cool
cool
cool
我用家里荧光灯管也可以
核电池啊，可以的
问一下，为什么要用到水？
封面兽巨（doge）
敌人虽众，一击皆斩！
这耀眼的金色
终于有我会的了
跟看科幻电影一样
高达里面大魔的热能剑差不多就是这
欧比旺科落比
这也太富了吧，就一小工厂...
应该高温会影响材质，需要降温
我靠我都学过
今日，一外国小伙
低配欧比旺
降温↑
ildiilid
伟大的工人阶级......
乐福?
谈钱伤感情
帝国武士狂喜
我靠siemens正版
就是个火焰切割加长版本
这不就是金工实习么
我家也有，，，
要是不小心摸了一下
真的假的
那不是水0.0
这把光剑多少钱，我想给我的剑魂买一把，做国服第一剑魂
秀啊
冷却液
日之呼吸
牛批
原力觉醒
土豪的玩法
需要凯博水晶。
激光剑（doge）
跟他们一样玩的前提是你有知识和资本，所以，滚去学物理和建模吧
我不服（doge）
有钱真好
这是水刀
去查了下，没搜到那个tormach 1100mx，但是发现国产的小型数控机床大都12w+
亚瑟的剑
有点帅
这件车铣复合
好家伙，jingonh
高手在民间啊
这个数控机床就值过百万了，一些机械厂的数控一台有上千万的
 光  子  血  管
等离子...火花？
只见小哥先把材料放进了机器……
不管了，我直接好家伙！
solidworks
说得好，我选择赛博朋克
尼禄的绯红女王
好浪费！
WC
加油
如果不用水，那么金属就容易在高速摩擦中产生巨大热量导致其本身融化变形，尺寸就会受到影响
这身打扮？？？？
666666
原力与你同在
愿原力与你同在
手滑人就没了233
天行者崛起
ICP？
太牛壁了握草
ohhhhhhhh
上千万张口就来？
有点笨重啊
NB
好家伙，这几百年后你们就是激光剑的祖宗
高能打火机
这视频不是最新的。。
营销号视频更新都比这快？？怎么回事
这视频好像有一段时间了
这视频的正片内容居然在其他地方早就有了。。。
牛逼
车床加工
转孔
钻孔
技术可以的，去工厂也是技术员
 我想拿来拼刺刀
小哥长得好绝地鸭
光束喷枪
为什么官方比营销号更新得还要慢？。。。
notch
高配手工耿
亿点
数控技术
原力与你同在
完结撒花，感谢观看
扔到地上，屋烧了，剧终
好家伙
欧比旺
还淘宝买一个，淘宝买得到一刀砍的你流油的剑？
那是外星科技
机械专业表示，虽然普车看起来帅，但是那个四轴加工中心才吊啊
凯恩
一定要点赞投两币
托尼·斯塔克胸前的那块电池不错
灯管子？
那不是水 ，那是切削液
牛逼
等离子切割机
好像大魔热能棒
原始被原力催动后才能发出剑身的
卧 槽
愿原力与你同在
下一集造核电站
乐福
某 些 喷 子
工业的美啊
（  造  反  ）
握感不好啊，不符合人体工程学
前几天还在抖音上刷到过玩光剑的
看到自己咋办
一个手动对刀的四轴CNC不要多少钱，几十万人民币够了
卧槽
原力与你同在！！！
近日外国一牛人制造出…震惊全中国14亿人人
不是水，是冷却液.
平口钳夹圆柱，容易飞
爆     能      枪
hello there！
赛博朋克
下次造核电站
普通四轴机床就是三轴加了个转轴而已 没那么贵
没有之一
这个炮做出来得100好几了吧
当兴趣变成工作...
我的剑可是涂了原力的（舔）
Light…………Saber!!!
专业
便携式焊接器
钞能力
NB
看的热血澎湃
Hello There
那它就是个lightsaber
千年之光
可以买吗？
终于能看到弹幕了吗
来了来了
芜湖起飞
你通过了绝地护士的考核
星之海-巴德纳尔
没有人懂hello there的梗嘛。。
加工中心
用一个核电站来支撑一根光剑的能量，，，，，真是个好主意
hello there
黄铜价格上涨的原因找到了
钞能力
妈妈，我要玩这个！
这买个加工中心我是没想到的
牛
过两年就能在亚马逊上面买钢铁侠装甲了
二工革
军工企业
尤达大师小时候就是一吃货
可以造AK了
连刀库都不配的吗
nb
这不是水，这是冷却液。
你对原力一无所知
哈哈哈哈 要自带电池
bilibili
nb
长的就像欧比旺
General Kenobi
冷却，否则热应力太大
may the force be with you
钞能力
不发光也帅
星之海-巴德纳尔
流弊
卧槽
草，有钱啊
原力与你同在
这人好像队长
你既然直接买机床
这都不是土豪了，简直富豪
左下雷神之锤?
？
穆斯塔法双人舞
好家伙，消防车已准备就绪。。
-8000
那建造千年隼 是不是也该排上日程了？
光束牙签（doge）
jjaa
卧槽
可以去战场打架。
喷子这个词已经传到国外了吗？
我想起了《决战》网游
卧槽
solidworks
想向他们一样玩，首先得有知识储备
钞能力
变色？堕落到原力的黑暗面
一台四轴一般就几十万人民币，好点的上百万，别扯什么上亿啥的
CNC加工
用核电池
危险温度
精度不够
手动，牛逼
普通车床几十万，数控机床几百万上千万
铜
不加水直接就融掉了，这可是金属啊
general kenobi！
这不比博人传燃？
这我也会做，嘿嘿
牛逼！！！
很丑啊这个外形
你撞针了（狗头）
真他娘的是个人才
有点烫舌头
你们造个核电站不就行了？
拿着烫手
上百万吧
蒸汽朋克
幸福这是我看到且能评价的词。
武动之魄光剑
这不是水，是专门用来降温的液体，我们学校用的是某种油
我想知道这个的程序
前面舔剑已经被毒匕首毒死了
？？？
牙疼
什么都不懂就去学，不能换刀的就是数控铣，加的第四轴最贵也不会超过八万，就这台设备，30万封顶，人民币。
不用怀疑了，这就是钢铁侠本侠，壕无人性！
学校有机械工厂，车床很多
蓝光
约等于2204.4无限循环摄氏度
金工是金属加工
nm的数控机床都给买来了
这个蒸汽钢铁侠帅啊
发量惊人
富人靠科技，穷人靠变异！
这个好像以前看过
这
确实是车工
高达能用也是时间问题了
卧槽
有人在吗
好家伙，亿点点
有钢铁侠内味了
哇
光棍
钞能力
手动换刀 差评
欧比旺
ca6140？
14：45
66666
伊布拉萨
愿大能与你同在！
降温
兵部尚书
手柄是怎么做的
用之前记得看下拿反了没有，别像小姨妈
绝地武士
那不是水，是油
核电池
愿原力与你同在
工业科技就是男人的浪漫
inventor？
在人类还没法把核电站小型化成手机电池大小之前，光剑暂时别想了。
二十年后系列终于成真
你是认真的吗
建议量产
只有足够的资金才能支撑
车铣刨磨
宇宙机年薪比机械多两三倍的时候，谁才是娘炮？
但是没啥钱有闲的人还是有的，只不过国内的大佬基本上是纯手工
这个你们不要看人家很闲，人家自己有一套公司，当然有钱了
科技就是玩出来的，苹果，微软等等
星球大战
欧比旺克罗比
水用来降温
习惯性摸下刀刃
这个感觉好容易误伤人啊
近日，国外一名光剑竟制造出了国外小伙子
我尼玛
这设备，起步都不是一个等级的
掘坟武士
绯红女皇？
桐人的可以挡子弹请问你的可以嘛(dog)
水一般情况下主要作用是冷却
不是中国没有，是真买不到
有钱
这个光剑可能还不稳定，建议外国做好万全措施了在发国内
但是有可能这个东西会引发战争
几百万刀扯淡呢？
只狼！
只狼！
不是水，是冷却液
下一部就是造高达了？
国内也没人买
妈  问   跪
若学小明用手擦剑…
卧槽真的吗
厉害，这光剑可以削铁板了，别人都是用灯的
牛
气割？
光剑有了再造一个像叉子头一样的飞船啊，里头的再有个舰娘
正片14:33
我想看看光剑最上面是什么
66666
666
shut up! take my money!
别见什么都赛博朋克，真的愚蠢
有钱且天才
会不会搁手啊
有钱啊数控机床
一定要注意安全啊
赛博朋克是未来
.
二十万，带四轴，也不是买不到，机床展偶尔能碰到这么便宜的
男人的浪漫
没用倒库而已
哈哈哈哈哈哈哈哈哈
卧槽
bgm:far out-the force theme
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
淘宝上买的都臭死了还香？
切单自己怎么办
不，这是一个有钱的工科教授和一群他带的研究生。。
工厂里有个家
铜
好漂亮的铜
太牛逼
真的有这么丝滑吗
百万级设备
地球上第一位绝地武士
600以下叫钻攻，800以上叫立加
你上第一位绝地武士，也是最后一个绝地武士
因为这是造光剑所以帅气
钞能力
ohhhhhhhhhhhhhhhh
牛
硬核光剑
hello there
道友何在
愿原力与你同在
我靠，这不计成本啊。
冰棍
说贼贵的懂么
是我手机问题吗
大制作
无敌了
原力与你同在
我去-_-||，土豪
牛批
这可比玩车什么的，牛壁多了
精锣
精车
妈问跪
这把剑是＋几的
牛皮
太秀了
n b n b
变色
冷却液，降温的
比博燃
好帅
魔鬼般的俄口
热武器
曼达洛人的小绿人叫格洛古，和尤达一点关系都没有，你个假粉
我们化学老师说，小摊上的大金链子就是铜锌合金
但如果人类有了可控核聚变，就有了无线充电
他们怕只是不想造，要不飞机坦克枪火没有做不出
前方高能！
这个团队剪辑也很棒
谢谢，已经闻到切削液的味道了
GN粒子光束刀
加工中心
托卡马克
上百万都上五轴了
车床也有
那是冷却液
2万可以买个铣刀
那百分百空手接白刃怎么办？
水可以冲走渣且降温
太酷了
ug
原力觉醒！
GN剑ⅳ
用于实战太危险了，容易干掉使用者自己
一整根黄铜切出来
美军可以考虑配备
喜欢舔刀的怎么办
烫手不
前面光子血管的老faiz了
。
.。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
好家伙，用的solidwork画的
钞能力有限
要是这装备给耿哥，他能造出来多好的无用的东西啊！
切削液，不是水
这不是磨锤柄的吗
五轴才贵  四轴也就上百万
8
RGB光剑威力加成100%
A叔直呼内行
高地？
高达里的光束军刀？
solidworks
高压水枪来切割精密度超高
热水壶的加热棒，在空气中会变红
GGO
弃之，食柄
星战历史上古史中光剑确实也是带着大电池的
太酷了
空降14:04
千年之光
太涩了
你们打架为什么不用枪
一台三轴机20w，外加一个5w左右的四轴转台，哪有你们说的那么夸张
【桐谷和人】进入直播间
nb
!!!!!!!!!!!!!
什么时候造死星
有梦想 定实现
卧槽
好家伙金工实习
愿原力与你同在
拿反了怎么办
雷狱光剑？
.66663+
动手方面我们远远落后于老外，尤其是孩子
危
尤里 心灵控制器
注意是华氏度
电表倒转
公屏们，把兄弟打在害怕上
有钱啊
现在知道金工实习有什么用了吧
妈妈，他有原力
牛啊
这玩意能不能用到军事上
炎炎消防队直呼内行
点全屏点到投币了cao（一种植物）
为了这技术特意去绝地学院学习了几年..
Z          光          剑
迪加
闻到机油味了
牙疼
这视频是不是发过一次
看看
哈哈哈哈哈
原力与你同在
人家应该有被投资的吧
愿原力与你同在
开始听不懂
为了这个项目，我们特别造了宇宙飞船去实地考察
第N次个人工业革命
流匹
用的水来切割
看着咯手
数控四轴~大几十万诶~~
Max银河
手动换刀的也得20W以上
钞能力
近日一外国小哥企图制造光剑来统治世界
比博燃
+
舌头伸出来舔一下剑身
钞能力
星球大战表示：………
一股机油味
愿原力与你同在
前面死星的那个是要笑死我吗哈哈哈红红火火恍恍惚惚
有钱没用，还得有知识和毅力才能进行实验，还不一定能成功
靠
一般不是水，是冷却油或者冷却液，防止过热的也能更 润～
女的也能被吸引呀！
蒸汽朋克跟赛博朋克不是一个概念哦，b站上有人科普的，可以看看
跳动好大
