快！
打不好可是要有惩罚的（doge）
1-8-13
开饭了，家人们。
6000+
6000多人在享受国宴呢
《今天我们三个高新技术组是带一只鱼和团团这两个顾客去吃饭》
厨师们正在轮流展示他们的厨艺
关于两个干饭博主的自卖自夸
看到我你就不是第一了
嘎嘎早
《69岁扶墙炒饭》
提前开饭
7000+？？
困困太可爱了
兰陵王辅助，别喷啦
然后我直接爆炒过去
下午上菜？
七千加
承包一次空屏
有
铁根MVP？
热乎的
好大
爱上弱化的根根
下午茶？？？
《   糕   猩   》
每日穿山根
0-8-13
《今天我们三个高新技术厨师带一只鱼和困困这两个顾客去吃饭》
奇怪的饭店
8000＋
铁 根 优 选
咱们边路牛魔可是大c
这么早
在现场
1/9
8000人出来吧
7000+
7000+人正在享受国宴
还得是铁根儿1-9
《单切韩信》
蓝是自己走的 惩戒也是自己点的（
你明明一直在按惩戒（doge）
这饭里有毒
鱼：等我合影
《不会》
28个人头铁根儿一个也没有
严峻的惩罚（海皇音）
第一个看完
饭里………有毒
厨房双钻
每日穿山甲
好早
8000了
《谢谢你》
啊这我刚吃完午饭
直 接 开 饭
传下去，阿三是鸡
网抱
佐悠行为
还热乎
卧龙凤雏
8000
我常常因为跟不上别人的游戏理解而感到自卑
厨神争霸
这集健身餐，不好吃
下饭操作
小鸡子露出黑脚了吧
厉害
直播做菜
他开一了
好啊
蓝buff一头撞死了（确信）
笑死了
哈哈
阿三兄弟，道理我都懂，但我的兰陵王真的很强，想必等我出手，必又是一场腥风血雨，方方面面的
看完啦
《1/9》
hhh
一万+人同时享受国宴
厨师大战
各 玩 各 的
10000+!
叙利亚音质
今天饭点这么早
哈哈国服吃播
刚刚
哈哈哈哈这公孙离
今天这饭怎么烫嘴哇
～～～～～～
一万人在喝下午茶
都来看下饭呢
以雷霆击碎黑暗！！！
早说啊，这三连不就给了吗
《舅舅帮帮我》
北京男同♂
困困是谁啊
热的
哈哈
8000+人，都中了国宴的毒
有了
臣附议
一万人同时吃饭
这视角转到
两层野刀
？？？
一万＋人正在享受国宴
骆驼铁跟
《》
他可以平a一下，缺尊重的放了个惩戒
一万+的人正在享受国宴
有点意想不到最近都是傍晚更新的今天早了
我不接受
这视角转的
这明明鱼死最多呀
行，这还行。
虽迟但到……
承包了
？
《b4》
助力每一个不知死活的梦想
中午加餐
1.1万人
新东方厨师要开课了
有人
助力每一个梦想
下午茶
论虞姬生前经历了什么
1.1万+
 饭 后 甜 点 
嗨嗨害
来，鱼，给他整个话
省流：铁根要cos孙策
看到我你就不是第一了
看到我你就不是第一了
《单切韩信》
厉害
电子榨菜
让我承包空屏
《奥迪双钻》
看到这里你就不是第一了
为什么不带皮克桃[旺柴]
？
看完！
哪里来的小孩子？
一堆行为艺术家
为什么根根昨天不做饭！
1.2万人正在享受满汉全席
各 打 各 的
刚想起来，我原来在现场
建议cos孙策的狗
cos呢？？？
我看成阿三cos铁根了（doge
鱼子哥居然战绩最好！
反手三连
1.2万人，享受，国宴
八分钟
那晚直播贼有意思
1.2
一杠九hhhhhh
1.3w+
《阿三是鸡》
助力没一个梦想
12000人正在享受国宴
《被他发现了》
省流，非标准结局
阿三这人是怎么有女朋友的
小黑子 露出鸡脚了吧
前面蒸蒸日上
招牌菜
梅开二度
今天咋是下午茶啊
孤胆车神也挺好玩的
看到我你就不是第一了
你们的赞在哪里
空瓶是我的
不对味儿
今天好长♂
1.2万个潮种和一个靓仔
这清酒怎么还赢了
午餐？
自产自销？
空屏是我的了。
铁根甚至大到了张飞（）
尼玛呀（幻听）
这个女声是夹，还是原本就是这样的
各送各的
白叶（误）
开饭了
《问题很大》
鱼改ID 了？
我来证明你开了弹幕。
助力每一个梦想
探头
直播的时候少放点花椒，多放点辣椒[doge]
空瓶还是我的
承包空瓶
招牌菜
非标准结局
你这辅助兰陵王，嘶
左左不说话怎么
不对味！为什么又赢了
今天会不会有两顿饭（doge）？
？？？
什么被落下了？【doge】
于勒要是出现在这艘船上，多让人惊喜呀！
空瓶又是我的
我铐，太刑了！
梦幻联动 红绿灯的黄哈哈哈哈
死亡次数最多的是有惩罚哦（意味深）
《魅惑》
啊？还有个镜？（
招牌菜
困困？？？
《神厨五排》
时间不对啊
《0溢事件》
这么早？
你死命按大招的样子真狼狈（doge
鱼跟他们能赢是第一次吧
1．4w
助力每一个梦想
我也别想活着！
阿三加油
看到铁根选的兰陵王，左左选张良我就知道结局了
左右
1.4万
《直播素材》
助力
翻译：给自己一个严峻的惩罚
小黑子，露出鸡脚了
《厨 王 争 霸》
欧耶下期见
这不对吧
小风车是吧
那我第三
《我逃避，你征服》
怎么把kun落下了？
就孙策不配有正式名
省流：三铁根共厨
困困c麻了
为什么不拉没毛
意思是挂机就行【Doge】
现 场 酵 学
吾辈楷模
1.5万+
三连了
第一个看完
宝可梦
我，就是天弟弟（doge）
肯得击（笑一笑，十年少）
吃午饭
1.5万+同时进餐
”乐死了“
0 3  18
哈哈哈哈哈
今天是午饭
1.4万享受国宴
15000+
!
1 9 16
1-9不愧是你
铁根在上上上上上上上上上上上上上个赛季的招招招招招牌菜
《相信铁根
我直接一键三连
助力每一个梦想
兰陵王战绩瞩目
三星大厨
“当你带着队友的时候千万不要丢船，不然队友会留在原地”（ps：这是铁根自己说的）
《外卖》
根の诅咒
根er德基
这，这不对吧，不应该回城时被打死吗
心乱了
不对味
md我也蚌埠住了
中路线是谁的
左左公孙离！？
边吃边拉（确信）
根根饿饿饭饭
1.4万！
五厨狂喜
空屏ko no dio 哒！
这都能赢啊（doge）
15分
1.4w人同时看，吓人
原告:奥迪双钻   肯德基（KFC）
1.4万+
《根er的鸡》
死了啦，都你害的啦
灶台双钻
观众中毒而亡
厨神争霸赛
助力每一个梦想
我的天啊
啊三六级了
幽灵船（确信）
快来料酒帮帮我
收下吧，铁根er！这是我最后的三连辣！
对面真是幸运啊
阿三好可爱啊哈哈
铁根的小粉丝想学厨而紧追不舍⇙
剩下的蕉给我
没有配合全都是技巧
BGM是孤胆车神里的
真就各打各的
真不错
鱼总敷衍的小号
三厨
这饭不对味
三连了，晚饭前出谢谢
这，这不对吧
白叶行（doge.）
铁根直不直
午饭是吧
困困好可爱！！
1.3万观看
2层野刀瞩目
奥迪双厨
困困:听我说谢谢你
厨神争霸赛
配合的天衣无缝(字面儿意思 一点儿都没有缝
华 一 样
助力每一个梦想
4、3w＋
五排愣是打出了单排的效果
铁根cos狗吧
奥迪双钻，一摔就烂(即答
过墙也回不去了
原本就这样子是麦里听起来夹
知道了阿三是cxk
顶级国宴
根得基(确信)
18分前
《打团不用管公孙离她自己会死》
1.2万+
高 薪 技 术 厨 师
怎么这么夹
。。。这
阿三在原地踏步
直锅
两人的本体
直接开吃
1.2万+！！
双枪会给厨答案
睾   腥
怎么突然就12000了
刚刚
下午茶（doge）
一杠九的铁根就是逊啦
海尔兄弟。
卧龙凤雏双人组
蓝buff 一头创死在了阿三的怀里
海尔兄弟。
←听到鸡汤着急过来的小猪
OK我的新头像doge
这菜里下了毒吧 
巧了新东方就在我们市
盖亚
厨神争霸
盲选一波铁跟
1，2w＋人在吃囯宴
全靠马可带飞哈哈哈
拔刺game（doge
能量守恒
麻德真的好抽象啊（幻听）
阿三已经结婚了
这味道真是令人回味无穷
新的阿三语音包诞生了
建议阿三cos大乔
外卖根
@明眸
宝可梦yyds
这个BGM
白带？？？？
不愧是铁根啊
20分钟，凉了
这把在现场
宝可梦好评
《问题很大 》
奥迪双钻一玩就烂
《下午茶》
各送各的
新鲜的
《 卡 哇 伊 》
传下去，助力每一个梦想 
阿三小黑子树枝666
《我:等等鱼呀》
奥迪双菜
对面妲己：北京男同？
这饭不对味 有毒！
《米其林三星大厨》
时间不对
一万多个人吗
这个阵容 全员演员哈哈哈
《吃播》
接力守家doge
他甚至还隐身了
xswl
早晚饭
左左没用李白做饭我不是很认可
不愧是阿三hhhhhh
热热还能吃
午餐？
那么惩罚呢
1.1万哥倒霉孩子哈哈哈哈哈哈
預猜鐵跟
啊哈哈哈哈哈 鸡汤掉喽
？？？
口袋妖怪BGM，好评！
买宗师的牛魔就是屑
奥迪双钻，我的伙（厨）伴（师）
我來加餐的（確信
感覺旗鼓相當
《自我介绍》
铁根外卖
开饭了
铁根竟然莫名的有点害羞羞。
三连，快三连！！！
我为什么会跟着傻笑
只能说毫无配合
《我怎么不知道》
6级的牛牛
不能让他们吃霸王餐
金牌厨师下毒事件
这饭吃的我猝不及防
鱼还是很有自知之明的嘛
像饿了么美团一样能送，似奥迪双钻一样够废
不愧是你啊铁根
暗示两个吃播
非标准结局
碰瓷是吧
1-9着急k头
直播煮饭
不知道为什么中午的饭没吃多少，就感觉有点撑了。
0杠8
甚至于有点不想吃晚上的饭了。
《上 主 菜》
他甚至回城嘲讽了一下
开始发病
10000+
这，这不对吧（特工音）
y1s1，这死的最多的不是鱼嘛
淦1万+
助力每一个梦想
一杠九瞩目
铁根：我滴任务。。。完成辣！
那必定是铁根
助力每個夢想
1w+
根er德基
严  峻  的  惩  罚！！（错乱
看着铁根的视频吃饭，直接吃了两碗米饭
啊这，这不对吧？
女版孙策，女化
《技术》
《  饭  里  有  毒  》
《饭店开张》
刚刚wc
1w了
高星厨师
我至今还没看明白他们玩的是什么。
对面：这车队还高仿了哈
舅舅帮帮我
9000+
这下午茶有点饱了
美团外卖，配送中……
奥迪双钻，我的晚饭！
前方GFC瞩目
田宫（幻视）
鱼丝送的最多啊
太好了！开饭啦
这有啥指导不指导的，这不是平时就会说的话吗？
孙策：铁根我就不应该让你选我，就你不喊我名字。
笑死，一个比一个能送
我不仅要看，我还要白嫖doge
1-9的屑兰陵王
死的最多的，可是要有惩罚的哟（大喜）
开饭啦
助力每一个梦想
李信名字；北京男同
技
鸡汤来咯，鸡飞走咯
甚至还放了个一技能
这么早
这么早？
全是破烂
三三是鸡？！
9000+
听见夹子 身体不适 今天就且看到这了
《4.1》
9000人
感觉不如大乔cos
所以说三三酱的钟馗语音包什么时候上线
9000+
《9000+》
这饭菜挺香的 
在现场
五厨争霸大赛
五厨狂喜
国宴
这波我愿称之为回转寿司
雷公助我！
专业对口
困困要用李元芳
饭里有毒
 想问女生本来就是这个声音吗
乱糟糟的
高薪
真•幽灵船（doge）
别他妈听见女生声音就说夹子
今天开饭开早了
笑死
《宗师之力》
8000+人正在享受国宴
8000+
宝可梦
各玩各的
饭点怎么提前了啊啊啊
是的8000+人
助力每一个梦想
什么蔡徐坤落下了？（）
好耶！！！是下午茶啊！！！
刚看完困困回来
哦了
兄弟们铁根在哪直播
孤胆车神维加斯的bgm！！
怎么有小学生
外卖小哥的电瓶车
困困怎么不和眉毛双排了啊
下午茶
铁根的招牌菜
困困mvp
8千多人陪我看
这不比肯德基顶饱？因为这可是满汉全席（doge）
太稳了
我不能接受
《弱化区up主》
元歌被西施反杀了（hhhh）
国 宴
盲猜铁根接受惩罚
肯尼迪模拟器
阿三演技精湛
幽 灵 船
8000+人正在享用饕餮盛宴
《1800》
这把明显一只鱼死的最多
8000+
海天盛筵
1—9
困困不是明眸的吗
吃饭
tnnd，这也能乳法是吧↑
《厨王争霸》
我清完线就开厨了（幻听）
下午茶来喽！
野外遇敌的bgm
奥迪双钻一碰就烂
一起说，谢谢鱼
下午茶来咯！
鱼，听我说，谢谢你
困困是没毛女票
下午茶来咯！
我就是天弟
下午茶来咯！
笑着玩
我备好碗筷
充满了快乐的气氛
直锅（播）
九尾妖狐Doge
8000人就特么离谱。
下午茶？
助力
省流：负负得正
击飞这个英雄真的好强
这这不能（指铁根秀起来
8000人共享国宴
能不能好好说中文啊你们几个s来s去的
葫芦娃救爷爷...
哈哈哈1-9
前面的是(米其林三猩大师)doge
传下去，阿三跟铁根生了对龙凤胎
还好我不是你舅舅
铁根兰陵王做饭很强
怎么还有小学生
“正当防卫”
不对劲
雨露均沾...
明眸呢
不是有可能吗
弱化兰陵王顶级理解
他甚至回城炒粉了一下
峡谷未解之谜：铁根的兰陵王隐身键到底在哪里
就离谱...
8000+
鱼太强了
8000+正在进食
一个小时，出息了
所以那个惩戒是？
牛魔这灵性飘逸
饭里有毒
兰陵王他出了红莲！！！！！
八千人午茶
超过8000个崽种在享用国宴
水视频是吧（doge）
大师
论一个谣言是怎么产生的
奥飞打钱
开团！！
寄术
守家接力
为什么要找厨师一起上分
我卡了
不传谣，不造谣，不信谣，不完姚，要进姚（doge
为什么阿三不cos孙策的船
反了反了！字幕反了！
过墙几天活了啊
提前开饭了？
下午茶
我怀疑他们全都在演
自己听不懂就说是中文听力的屑厨师
野外遇见一个神奇的绿毛虫
8000多个人正在观看
8000+恐怖如斯
0杠8瞩目
8000+
看这个的时候我正在吃饭
困困的声音好像胡图图哈哈哈
翻译:中路能拉吗中路？中路拉到了必S
不到20分钟爆发了70多个人头
自己声音难听就说别人夹呗
灵 车
《笑着笑着就哭了》（doge）
TFC（确信）
直接开饭
你惩戒怎么cd啊
哈哈哈哈阿三得要两个锅
哈哈哈哈奥迪双钻
怎么有些人对女生敌意那么大啊
开饭了开饭了
省流：非标准结局
这是背景音乐是pm？！
左左超神？
热的
快餐车
《阿 三 问 题 很 大》
技五星厨师
指食材
一波团灭是吧
你这兰陵王的按键是不是不太对，我居然没找到隐身在哪
简直国宴
高  星
《上个坟》
高地饱喂战
他是真的女生，不要瞎說
1-9引人瞩目
奥迪双灶，我的晚饭
史诗级转场
一小时还热乎。
干饭了干饭了
直男阿三
兰陵王辅助
打野刀四层
这公孙离真的笑拉了
我自备碗筷。
7000+
原 声 大 碟
困困是真的女生！！！
今天我们三个厨艺高超的厨师长带两位主厨做顿饭啊[doge]
不对胃啊
美团 饿了么
这个小朋友是谁呀？
根是臥龍，三是鳳雛
困困是女生呀
早说嘛
笨左左能超神？
没想到啊，居然还有个死10次的
不是，上一局凭啥赢了
支援每一个不知死活的梦想
拿手菜
上赛季的，在现场
宝可梦的bgm耶
对面：我们到底是怎么输得
7000+
众神归位
声音好听就是夹子？
美团   饿了么
原声大碟
《かわいい》
夹子真的一听就能听出来你觉得是就是呗
有可能害死自己。
已经有女朋友所以才不需要给其他女的面子
肯德根
米其林高星主厨
酱紫剪？
助力每一个梦想
7000家人正在享受厨神争霸赛
铁根：我不是食神（厨神）
试图改变大招方向
真的感觉好夹
大了七八个！
移動棺材
啊，要撑死了
北京男同
神tm你是灶台我是锅炉
今天的饭超量了
奥迪双钻:有钱伙伴，没钱滚蛋
开船钓鱼回来煮饭给各位吃
助力每一个梦想
传下去阿三跟铁柱情侣骨灰盒（doge）
这个二技能往野区穿说不定能活
活下来，为了无可替代的人们（）
飞翔的白给号
困宝！
8000家人正在享用满汉全席
1—9
是个女生都说夹是吧 这完全没问题啊 
《全鲨了》
饱了饱了
被动句
阿三cos铁根（雾）
招牌菜
小潮院长:这个我熟
高腥
困宝我可以
孙策  我不配有名字
助力每一个梦想
不是饭点啊
高度保安！
群口相声(确信)
9000+
食神
好端端的团队竞技给你们玩成了单机游戏
好家伙铁根不是打野啊
开饭了
1800的真伤是咋回事
助力每一个不知死活的梦想
学个词就用是吧，不想听gun
9000多人了现在
全损音质
我不接受!!!!!!!
!!
那阿三得送给铲子
以雷霆击碎黑暗！
不对味
1W+人正在享用国宴
这还不夹?你见过现实里哪个人这么说话?
可能三三酱那一波就叫节墓效果吧
《1万+》
1万+
我就喜欢左左自信的样子
好家伙路人队都比这强
。
阿星阿星，来，接力接力！！
这个还真在现场，困困的西施拉的真准
《蓝buff先动的手》
《独立宣言》
 卡 哇 伊
饭里有毒，它奶奶滴
《雷电法牛》
米饭联盟
《惩击29》
你干嘛~
困宝带飞
可爱的阿三酱
9000+的人正在等待开饭
原始人doge
这币我不要了行吗
你管这声音叫好听？？？
有没有种可能人家声音本来就那样，前面说掐嗓子的是不是有点过了
哈哈哈，吃播
我买完菜就要开饭了（幻听）
孤胆车神你币有了
这兰陵王吃了韩信一个满大
这不煤气灶吗
全靠马克带飞（）
根爷爷的wz快餐车
招牌菜谱
小学生音
开团开团
1/9
史诗级转场
《9000+人正在观看》
这牛魔怎么死。。。
美团外卖
满汉全席了属于
高技
米其林三星？
韩信甚至又回来了
《五人开团，各打各的》
这么多大招交给张飞太赚了
都没见过女的说话？都宅死在家里的是吗，正常说话也算夹
困困我超级爱
《 叙 利 亚 战 损 麦 》
我孙笨不配拥有姓名？
左左超神？
助力每一个梦想
呃，困困吧
没毛馋哭了
9000+
我是个x
我是个XX（即答）
9000+的人和我享受国宴
9000+
9000+人员正在等待上饭
食神在场直播
夹子哥
就按两秒
助力每一个梦想
葫芦娃
 各  送  各  的 
9000人正在享受国宴
笑死，梦幻联动红绿灯的黄
助力每一个不知死活的梦想
红字那个我也是9000+
9000人，快去助力每一个梦想
这下饭，多是一件美食啊
牛魔没蓝了
9000+人有吗
五个厨子炖一锅饭
效果拔群
夹夹夹一天天的学会了个新词就乱用是吧
奥迪双钻，没钱滚蛋
哈哈哈
我的伙伴（即答）
孤胆车神维加斯音乐
助力每一个梦想
《0-3》
九千加有点恐怖呀
收藏家
助力每一个梦想
传统艺能开局送三个
我就是天真小可爱（doge）
舅舅帮♂帮♂我
六级牛牛四级张良就离谱
新东方烹饪学校根厨师长
没想到一开始饭量就这么多
牛魔：我可是大c
《独立宣言》突然中断
左左竟然超神了？？？？？？？？？？？
9000+快三连
9000＋恐怖如斯
这BGM越共探头
咋感觉铁根emm
铁根就行了为什么！
为什么！我没吃饭就饱了！
出输出装还k不到头の屑根♂
所以你的惩戒为什么CD了呢
高薪大厨
《反杀一个复活甲》
这感觉确实夹了一样
主菜
看特效，牛魔出了宗师
懂了，阿三是朵拉（doge）
高情商：接力    低情商：葫芦娃
鱼失踪了
这船夫拉兰陵王，真不错呀(手动狗头)
难受就快点滚
奥迪双厨
这都能开？
开了个好团但是一个头也妹抢到の屑
不掐嗓子说不了话吗？不能大大方方的？
铁根火速再喂我一盆
华，
20是想出去举报故意送（doge）
女仆装
买锅做饭
铁根一杠九doge
说不夹的都是男的吧
全队25个人头，牛魔是怎么做到只有两助攻的
阿三给铁根挑了孙策，自己要cos大乔，这亏了
屑屑大家
双厨狂喜
所以铁根是阿三の女朋友，铁根是女的
张良要控韩信 控什么李信啊
怪不得我邀请你没人，你在这私会呢
这把还是铁根让我吃的最饱
9000+
你是美团，我是饿了么
正当防卫
9000+的人在享受国宴
开饭了
一口一个夹子的能不能礼貌点
一群粗汉人家女生说话腼腆点没毛病吧。。
今天的饭怎么来的那么早？
全世界都是我的
妲己名字
夹你个头，现实中没见过娃娃音是你认识的人少
加菜加菜
下午茶
！！！
212+-
有本书叫《铁根和他的伙伴》，作者吕德华，1985年出版
寄术
+
今日菜单 :铁根cos船夫？
两小时，开饭开饭
在现场
今天估计得撑死我
宝宝巴士
接力做饭
鱼：逃过一劫
这夹子音。。。对不起，破防了
《1-9》
船夫的小金标没了吗
铁根1/9
《太稳了》
每日下饭
白帯？？？
根 の 拿 手 好 菜
带妹才会赢，哈哈哈
鸡飞走喽
助力每一个不知好歹的梦想
9000+？
困困是谁？碎星新人吗？
众所周知，铁根兰陵王没有隐身键
都别争了，一句话，如果本来音色就是这样，那就不夹，尊重别人，如果是故意的，那。。。
在哔站还有拿夹子说事的？那这么说那些声优都是夹子了
9000人享受国宴
9000+
翻译：我是个m
19/1/6孤独carry
好家伙，直接上来满汉全席
说夹子音好听的你是没见过女人吗？
好家伙 1-9
动不了，根本动不了
楼上的 ，因为人家懂人情世故 
1-9
你的隐身呢
《问题不大》
这就是传说中的奥义草里大吗（
感觉有点为了下饭而下饭的意思了...
大厨们
为什么是铁根啊，不还有个人死得比他多么
抱超过去
这都能赢？？？
说困困夹的都没看过直播吗？你家夹子能一下夹六七个小时啊
孩怕
雨露均沾
我亲完线我就开播（开锅）了（doge）
卧槽，我逃避
战绩感人
9000人快出来。
然后蓝自己点了惩戒对吧
这次我一定了，你呢？
船夫？
9000+wc
高 薪 技 术 厨 师
这次我一定了，你呢？
暴君：老子特么招你了？老子睡得好好的，你特么一个大逼船撞过来？
这次我一定了，你呢？
请问这29个人头是从哪来的？（疑惑）
鱼总！
真的好夹，可以夹的正常点
这次我一定了，你呢？
夹子
这么早就开饭了？我午餐还没消化
铁根:我们五个真强
《阿三问题很大》
《我就是小可爱》
你在跟一个暗信玩坦度
我买了一个小风车
气氛突然懒了起来
余总:中线清完中线清完…困困:啊n。左左:中路能拉吗，中路三个人。铁根:啊哈哈，船夫来喽!
笑死我了
困困和她的四个破绽
可以穿墙跑的。
牛魔对抗路？
快餐笑死
我赌铁根受罚
这是个鬼的夹子，学个词就乱说是吧
哈哈哈鱼死了十次
笑死
惩戒牛魔，辅助大男孩……事情并不简单
，
金金金金金金....
干得漂亮
带惩戒？
神奇宝贝的BGM
困困
严峻的惩罚（bushi盐焗的盛饭
困困和鱼与他们的的三个破绽
紧急避险是吧
期待船夫cos ！！！！
蓝   零   亡
08-1-3
还没吃晚饭就已经饱了
9000+
输了啦，全怪你了。
嚼   鸽   我
少了好多天的饭……
下饭五排
下饭五人组？
助力每一个梦想
我比讨厌夹子还更讨厌那些乱说夹子的人
9000+享国宴
9000+人正在享用
开启大招成功把自己送入重围
铁根受罚记录
10000+
woc一万加
我直接给俩
怎么还是1-9
嬉皮笑脸
你们竟然还撑到了15分钟
见到女生就开始保护，她可能连正眼都不会给你
盲猜铁根
困困试图用酷刑折磨报复阿三
《招牌菜》
sk大神
哈哈
他甚至放了个惩戒
皇帝的外卖
铁根，使用舍身撞击!
在现场
《宅急送》
左左：那你也白想活着！
《1万+》
怎么还有一个小学生？小学生不写寒假作业吗？
20块的虞姬经历了什么？
这是什么契约之战吗
《1万+》
一万加人吱一声
KFC？
卧龙加凤雏[doge]
KFC？
哪里都事homo（恼）
《逆风了兄弟们，逆风了》
助力每一个梦想
《尊重对手》
19-1-7孤独carry
居然有人觉得这声音好听
《1.1万人正在享受国宴》
雷霆！击碎黑暗！
蓝buff一头撞在惩戒上
金典葫芦娃救爷爷
直
传下去，兰陵王是鸡（doge
买一送二
《寄术》
BGM《rose》
细节两层打野刀
寄 术
你是铲子我是锅
对面何德何能，有5位厨师给他们上菜
1.1万+
前面的老佐悠了
1.1万人呢
葫芦五兄弟，一个一个送
刚刚那句西施酱是不是有点像白姨的声音
《0/8》
不愧是你
又是一个不夹不会说话的
《0/8》
好家伙1多
笑死了（物理）
大都会（だいとかい）に 仆（ぼく）はもう一人（ひとり）で 投（な）げ舍（す）てられた 空（あき）カンのようだ 互（たが）いのすべてを 知（し）りつくすまでが 爱（あい）ならば 
哈哈
11000人
《1/9/16》
吱
上个坟
我来我来
魅惑你的图片我第一眼看成了黑丝
《达达》
海尔兄弟！就是那个舒克和贝塔！
左左:死掉！
他要是吃好了那我吃啥
手机放锅里
沒毛哭晕在厕所
维加斯DNA动了
公孙离怎么没了
三个糕玩和两个倒霉蛋
《铁锅》
《五 虎 上 将》
人家本来就是妹子，夹个屁
np差不多
米饭联盟
不然你以为为什么是《参演》
能平a死却非要浪费惩戒的屑阿三
助力每一个梦想
好阳光的笑声
KFC打钱！
司空震新皮肤：遇见天帝
《外卖杀人啦》
寄术
野生的铁根出现了
葫芦娃救爷爷
两层刀
666
我已经饿晕了
这蓝一头撞惩戒上去了
助力每一个梦想
卧龙凤雏
干饭了
左左好安静，显得太正常了
新概念带妹，妹c我躺
奥迪双钻，一碰就烂（dog）
阿三这个欸后面要是接一个他奶奶的就好了（doge）
雨露均沾
我饿（doge）
这个牛看得人血压高没意思
感觉张亮为了节目效果演的好刻意啊
瘟暖了死鸡
这样剪？
夹
助理每一个梦想
这期笑死
问题不大
我币没了我要看
困困：带的好累
分工明确
维加斯！
哪家饭店营业了
前面的在放屁？谁说本来就是妹子就不能夹？
那1.1万个人快出来吧
有问题吗 没有问题
人都是睡杀的
看我看我，我宣布个事情，我就是 你奶奶 
助力每一个梦想
下饭组合
确实是故意夹的啊，你们听前面有几句是正常说话的声音
你俩轮流做饭是吧
小雪生？
25个头0-3-2
这是什么奇葩阵容
夹困了
怎么像个小学生的声音
要蒸大米
29个人头是怎么做到两个助攻的？
元歌使出十字斩，效果拔群，晚饭失去战斗能力
1.1万人
助力每一个梦想
离谱
为啥今天更这么早
我来送啦
五个人我就关注了四个
《独立宣言》
DNA动了
69岁扶墙对抗 ，打个钻石局这么快乐。这个人我匹配到了一言难尽
剪的有点乱。
每日穿山甲（1/1）
《睾薪寄输煮薄》
昨天的饭了？？？？？？？？？？？
能送
演起来了
船夫：艇仔饭
看妲己名字哈哈
五个米其林大厨
困困不开麦的
《猿形毕露》
奥迪双钻，一碰就烂
在现场的快乐你想像不到
呔
三 个 五 星 大 厨
《奥迪双饭》
我怎么听见了小黄
享受国宴，不想说话。
各打各的
我就是天帝
《鸡熟》
卧龙凤雏
这一声笑好像锁车的声音
好菜
带俩混子
1.1万人正在吃国宴
《那当然了》
还得买个勺
你这是在说他女朋友不好吗？
助力每一个梦想
说到做到！！！
这不得开个死亡榜（doge）
说到做到
试图二技能当闪现用
无处不在的东方曲
孤胆车神bgm。
果然是招牌菜，居然MVP
葫芦娃
这饭有毒。
我怎么不知道哈哈哈笑死
我们仨真强！（doge）
三三酱的钟馗语音包什么时候上线啊
这结局不对！！！
吱
KFG
这不是夹?还洗地呢？
你是盾牌我是矛（doge）
為什麼不拿牆體卡人
招牌菜doge
你干嘛？哈哈
刚吃完晚饭，看铁根的视频更撑了
伪装成辅助的兰陵王
我看是奥迪双瞎
1.1W人即将享用国宴
宅急送
助力每一个不知死活的梦想
怎么还是赛季前的饭呢
顶级发育路和她的四个破腚
灶台+锅炉=饭
《睾荇》
