看画风，看标题，识意识
拼音hhhh好可爱啊
不出意外的话是这些元素（拼音
想不到吧这是实验性pv（大概？
kksk
事av3
在空间看到的
戴上耳机，太棒了
看到老师就开始激动了
您
果然熟悉的封面，就是你回来了
卧槽，好流畅。。
我也看成幻象了哈哈
太强了
老师太强了！！！
爹
我的追番键呢？！
太酷了
在空间刷到了
哇塞
好Q贪
L结界
"这个画风,我受不了了，心都快化了,快点出呀"
爹！
好流畅
666
像游戏宣传片
绝了
注意看拼音（doge）
全球德芙失窃案
真的好强啊啊啊啊啊啊啊
好强.....
请问:抑制做毕设用了几吨的德芙
希望能出番
我说怎么似曾相识！是抑识啊（自己叫的）
老师nb！
好绝！
好厉害
不带耳机听到双声道了
好强！！
出番必追
在家有幸今天能看那麼多好的視頻，在職和兄弟們說一聲
NINE
卧槽好吊啊……！！！！
好特别的画风
牛啊！！
带耳机！
画风我好爱！！
不是正式版也很绝好嘛！！
牛爷爷我是你图图啊！
好孙子们，爷爷知道了
好棒的概念艺术！！！！好美……
BGM好评
好牛
来自深渊？
别人辛辛苦苦画的被你们说像xxx的，有丶不招人喜欢
生命幻象的模型就是他画的
老师太强了！！！
好叼
趣，在bcy上看到的咪
好好看我好爱
爱了
我超
这是哪部番啊 ，朕的追番键呢
这画风赞了
《藏》？
毫无生机（指到处长草
牛哇牛哇
庵野秀明（？）
这个画风！我好喜欢！！
您
好看啊
鸡皮疙瘩起来了 我天
kksk
出游戏吧…出必玩
百合子!!!
声音！
老师太牛！！
卧槽我舍友刚刚在这叹了口气正好对上节奏了好有感觉！
神
好可爱好可爱！！
bcy也刷到过！
恭喜你发现了宝藏！
《   潦   草  》
《亿点潦草》
妈咪！
其实吧！对于这种画风末来说，明明做成游戏应该会更好的，比如视频里的设定和画风、剧情真的很合适！当然还有动画之类的
色感好强！！！！
酷
厉害！！！老师好厉害！！
救命妈咪画得好好看，（q）
好强！！！！
卧槽在空间看到的
是看的时候浑身会起鸡皮疙瘩的程度
说帧数的，这是live2d的说
恭喜你发现宝藏
老师你是我的神！！！
牛！
您
我靠牛啊牛啊
太牛了
太强了！！！！
有的人生来就是天才
神了
伍佰个人出来投币
来自深渊！
妈咪
轰炸机的投影给这个荒芜世界增添了一丝生气，哪怕这是会带来死亡的生气
可爱！！！
忽闪而过的声线感觉很适合
我超
好！可！爱！！！！！！！！！
太牛了太牛了……
和我初中时的梦好像，连配色都迷之相似
神仙!
kksk
好可爱
感觉好像大厂的预告片
见封面觉得好像路明非啊（）
666
！！！！！！！！
你发现宝藏的能力一直很可以
好特别的画风
技术力
老师太强了！！！
好轻盈却又很绮丽
追番！我的追番键在哪！追番！我的追番键在哪！追番！我的追番键在哪！追番！我的追番键在哪追番！我的追番键在哪！！
哇哇哇好厉害
噢嗷嗷嗷嗷嗷嗷嗷嗷！
+
在bcy见过老师！
这个画风好棒！！！ 
我去牛逼啊！！！
必须给币！！！
好可爱！！！
感觉是flash风
我趣
好流畅！！！！
NB！
废话那么多视频那么长音乐那么复杂，赶紧把我的币拿走就完事了呗
空间就刷到了！！！
这                 。            真的好可爱
我靠，这两句耳机听着绝了
like Abyss
爷爷。。。
握草
太神了...
救命好可爱
感谢宝藏发现了我！
小男孩的尾巴！！！
太牛啦！！
绝了
太牛了
这个眼睛配色真的绝了
真的有这么丝滑吗
一个人做的！！！
长得有点像黑小黑嘿嘿嘿
接我一拜
这不出个番？
妈！真的牛哭了
NB
牛的快呼吸不了了
见封进！卡密好棒！
妈！！！！！！真的喜欢爆了
太强了！！！
卧槽
好可爱的妹妹！！！啊啊好喜欢
生命幻象？
好q弹
卧槽
为什么我感觉有刀子的味道（
U.N.（神似）
我超
不出意外的话是这些元素？
难怪这画风很熟悉，原来是幻象的建模师
av3的曲！
神！！！
有种live 2d的感觉
牛啊牛啊
爷要这币有何用
好特么nb
你发现宝藏的能力一直可以的
我焯才发现已经关注了……
什么神仙
牛壁
二刷
毕业了，但是没有完全毕业
什么神仙画风啊!!!
牛逼
太强了！！！
太牛了！！！
有深渊的感觉
！爷的追番键呢！！
卡密！！！
太牛了
爱了爱了我
老师终于更新了呜呜呜呜
太强了！！
这什么神仙配色？太牛掰了吧！
这画风！！好可爱！！！！
生命幻象？
太牛了
超!我在bcy里刷到过!
老师太强了
每一帧都是壁纸
愣着干嘛截图啊！
场景太棒啦
好看的头皮发麻啊，救命
看得出来抑制意识老师已经很克制了
空间刷到了！点开哔哩哔哩也看到了！缘分
我天这个色彩
各位呀，其实没必要把这个人抬的太高，在我们圈子里，我们都只叫他神[doge]​
太牛了啊啊啊啊啊啊啊
绝美
啊啊啊半次元的太太
这是什么神迹
一键三连
强强强
火钳刘明
太好看了吧
爷的追番键呢
三连了！
好牛！！！我这硬币必须给了
恭喜宝藏发现了你
鬼知道我看了几遍
有一点阴阳师的画风感哎
真的好好看啊
天呐，太好看了
您
原来我不是孤独一人
草在bcy看到动图
好喜欢好喜欢美炸了！！！！！！
感谢宝藏发现了我
肝上长了个人
这，太丝滑了吧！！！
上供啦！！
这个真的太牛了
这感觉真的是不要太Q
强
我要这硬币有何用
太好看了啊啊啊啊啊啊啊啊
来吧......只狼
我手上那么大一块德芙呢 ？？？
这是我第五个投币的视频
好棒好棒好厉害！
太强了
真的被惊艳到了！
可惜币没了，好好看
好好看、
爷的追番键 
惭愧
德芙大劫案
我在bcy看到太太的动图了！！！
晃动的太频繁，而且晃动的重复性又严重，感觉有些奇怪
这么好看一定是男孩纸做的吧
好强
牛逼不
爷的追番键呢！！！！！
c，宝藏啊……
太牛了！！！！
哇啊！！！！！好棒！！！！
kksk！！美丽可爱！！！！
生而为人，我很抱歉
就是幻象的那位画师啊
明年！
这nm是毕业作品
太太冲鸭
这个帧数？？？？
我这不三连就对不起我的眼睛
音乐好好听啊
每次看到这种震撼的作品都在后悔当初为什么没有坚持自己的喜好
哇好可
我的一健追番呢
大佬！
眼睛
什么只狼
这币不要也罢
好强
吃这么多德芙不会牙痛吗？
这画风做游戏多好a
za
爷的追番键呢
太喜欢了
出动画吧！！
什么时候出正片
救命，极致的live2D
太牛了
好喜欢
耳机
为什么没有追番键？！！
标题赢一半
为什么我笔记本也能听出来左右声道）
咪！！！！
咪牛死了
啊啊啊啊啊啊太好看了！！！超级爱的画风
你币有了
你币有了
牛
我追番键呢
还以为又是什么游戏发宣传片了
我的追番键呢
卡密！
期待！！！！
发现宝藏
太强啦！！！
朕的追番键呢！！！！！！！！！！！！
这色泽，我沦陷了
好家伙
啊啊啊啊
这三连已经保不住了。
火钳刘明
好Q弹！
恭喜宝藏发现了你！
今天上午有幸在半次元刷到！
卡密！
火钳刘明
好强！！！
真大佬啊
这个画风真的很别致
你！
好厉害
所以最后是被吗？（看眼睛
好美啊
我的追番键呢？
所以最后是被砍了吗？（眼睛
oc人的巅峰
好牛！
首页通知书
好丝滑
好好看
不一样
断角的鬼？
狼                                          弦一郎
呜呼
德芙纵享丝滑
我的追番键呢？？？
祝毕业顺利
好漂亮！！！
我趣，封神了！！！
在QQ动态中看过！劳斯好神！———
太6了
啊啊啊啊是百合子配的音梦幻联动
好绝啊！！！！
期待你之后的成品！这个小男孩好可爱！！！
这点bgm太棒了
意识老师就是最牛的
卡密啊啊啊啊啊
好牛啊啊啊啊啊啊啊啊啊
小字人员介绍：一体机
这个要三连也太有创意了
双声道好评
好可爱
呜呜呜呜一张嘴我就知道你是谁力
我吹爆这个音乐！
好有一种来自深渊的感觉
You are my god
666
火星运河！！！！
老师好厉害！
kksk
牛爷爷！！！！！
这是被砍了吗
加油
6666666
空间刷到过老师！！当时老师好像还在找人作曲！！
百合子！双厨狂喜！！！
火钳刘明
确实可爱，但是要素过多
青铜斧子好帅！
首页通知书
这个画风我好爱!
还要张嘴才猜到是谁？看标题都知道了好吧
太牛了 卧槽
我靠画面绝了
好牛！！
这里妹妹眼睛颜色变了
我趣
好漂亮滴花姑娘
好强
太牛了！！！
抑制意识老师！！！
我的追番键呢？？?
卡密撒嘛！！！！！！！
今日三连
老师！请收下我的币！
爱死这个画风
好绝！！！
这么流畅
神作啊
可爱
广告招租，诚招配音去试首BGM
不出意外的话是这些元素
想不到吧，这是实验性pv
神迹，，
卡密
国漫之光？！
兜兜转转爷又回来了
现在居然有109个人！！！
腥红之地
牛牛牛牛牛
这什么番？
您您您
流畅
好喜欢啊啊啊
"“You are my god"""
"""You are my god"""
谢谢宝藏发现了我
这个live2d很喵斯欸（ky致歉
BGM：Hydrangea（Srav3r）
我笔记本也是，右边是女声，左边是男声
没什么文采的我，只能说太牛了
好强
可喔
哇靠
先赞为敬
白红蓝黑
不懂就问，这是什么电影预告片吗（
这个完成度真的只是概念吗
这国漫不就起来了/
我咋想起了老师的那位人外oc
这画风！这个感觉，爱了爱了。
这就是大佬的世界吗？
我嘴抽筋了
噢噢噢
！！！！！！！！！
你是我的神！
我的追番键呢！！！！！！
我去，事av3！！！先生！！！！！！
啊啊啊啊太好看了
！！！好可爱！！！！！！！
画风好独特啊
搞游戏去吧求求了，我要玩！
镜头有考究的（色彩太好了
瞳孔让人感觉像有龙的基因一样。
太牛啦太牛啦，比起这种能力，我更羡慕这种热情，我已经很久没这种感觉了，刚毕业的我毕设水得呀，不过我已经在崎岖的道路上找寻属于我的热爱。
好牛！！！
太强了
嘿嘿，拿你的瓜～
好丝滑啊！
要上了！只狼！！！！
……
我来是学习来的 不是被你那绚烂的表演晃瞎双眼的 
加油啊！
牛逼
《一份人指》！！！萨日朗！！！（doge）
《一份人指》！！！萨日朗！！！（doge）
牛逼
全国德芙意外消失
爱
技术力
画面真的是无敌呀
这里音乐我爱了
这里音乐好好听
每天必看
？？！
小乌鸦好可爱！
bgm好燃
live2ed用的真的好绝！
前面的我也觉得！来自深渊的感觉！
好耶
BUT LOVING HIM WAS RED!(无端联想）
厉害了
天！好爱好爱
半次元的太太！！！！！！！！
老师老师和我结婚
"hehe,youshoujiuhui"
好爱这个画风
半次元的大大！！！看到过诶
！爷的追番键呢！！
啊啊啊啊啊！神啊！！！
纵享丝滑～～～～～～～
画风超爱的好吧!
好喜欢
救命好可！！！
大大好强啊啊啊啊！！！！
我币没了呜呜呜
火钳刘明
好强
太太快去出电影！
宝藏发现我的能力一直很好
太神了！！
666
好震撼、
好漂亮
救命完全停不下来，算上来看了五遍不下了
好棒啊
好可爱
神仙下凡
像只燕子
小恶魔的感觉
哦哦哦神仙太太！！
哇德芙
德芙失窃
都给爷带耳机！！！我去！！！
哦不是刀子啊啊
好Q
卡密萨嘛！！！！！
AI女孩在笑诶！
nb！！！
666666
炸场了喂！？
拿尼佳（幻视）
绝望中的希望
哇
这流畅度
走，追番去
超喜欢这种风格唉
爱死崩坏
欢迎来到新人，都是魔鬼系列
网易：我需要你
N刷
色感好强
太太太棒辣！！！！！
我要这币有何用？
（不出意外的话是这些元素）
喜欢这个画风的可以玩玩弹力果冻，超可爱
（啊啊啊，想不出来写点什么好）
我又来啦
他正在需找他的同伴
把声音调底，可以听到，help me 救我的意思
↑我给我自己补充，女孩一眼蓝，一眼黑，说明女孩是人的意识被唤醒了
女孩愿本的意识被机器压抑了
男孩看向了河水，上天似乎告诉他了结局，但他依然不放弃
细节！女孩愿本的表情是惊讶然后是坏笑
哇
好丝滑！！！！！！！！！
好流畅！！！！
好强！
好厉害
好
这是什么神仙宝藏鸭！太强了
画风好可
感谢宝藏发现了我
80位兄弟你们好
太太好牛壁
nb
好可爱
好强
下凡到人间辛苦了
卡密你是我的神！
我去太强了！！！！
啊啊啊爱上了
长江是“w”，黄河才是“几”字
▄█▀█●
！！又看到大大了之前在bcy看到
好可爱啊
属实戳我xp 
给我火！！！
大大好厉害！！
我天，耳机食用yyds
强烈建议耳机！双声道！！
呜呜呜，大大好棒
讲真，如果未来做成了一部动漫记得踢我一脚
爷的追番键呢！！！！！（怒吼）
你是我的神呜呜
您
太太我爱你
这就是色彩牛逼症吗
666666啊
我的天呐！！！
濑兎一也(幻视
最强阿婆主
嗯？赤红？斩 赤红瞳
大大绝了，神仙啊啊啊
好丝滑！
前面那个长江哪里是几字形的，那个是黄河
每周必看
好厉害!
炉火纯青
来自深渊儿
好可爱！！！
一秒钟收割七十亿wc
宝藏
好绝
每天一遍
每周必看
出生点;血腥之地
woc！！！
就。。。。
生命幻想的皮本来就是妈咪画的
火钳刘明
我追番键呢
手书吧？
卷王！！！
好绝啊爱了爱了！
好流畅啊
绝啦
果断三连！
［每周必看］
滴滴滴滴滴滴滴滴滴
wingdings！！
貌似是wedings或wingdings字体
好耶
在bcy刷到过劳斯
卡密撒嘛
好强！！！
配色好绝
……当然像，因为生命幻想的皮就是意识老师画的啊
这个是血啊
救命救命好美好美惊艳到我了
名字前的那个乱码还以为是啥沾屏幕上了
神！
好牛啊！！！！
太强了呜呜呜呜
前面的我也觉得！来自深渊的感觉！
每天一遍   世界再见
好牛！！！我这硬币必须给了
不出意外的话是这些元素
每天一遍   世界再见
妈妈   我看见神仙了
深渊6层
暴风雨前的宁静
干洗3宝藏发现了我
好精致
如天仙般的的宝藏二次元唉！！！
哇库！卡密撒么！
画风好好看！配色好绝！
好漂亮！感觉每一帧都能做壁纸！
我可爱死这个画风了！！！！！！！
一键三连
你!是不是把超市里所有德芙都给吃了？
好漂亮的画风
谢谢宝藏发现我
爱了爱了！！！！
卧槽好强
我还以为是电影的预告片（捂脸
我追番键呢
卡蜜！！
woc!
恭喜老师找到合适的伴奏曲！！！！
恭喜你发现宝藏
好厉害，都可以做游戏了吧！！！
啊啊啊啊！！！好绝
好厉害！！！很神秘！！！、
白切黑！！！救命！！！
哦买噶的！好绝！好棒！已经关注了！
卧槽
卧槽
是电影吗？（doge）
羡慕不，地球刷到的
又多了个老婆
斯国一
可惜不是中文
牛批
bgm:Hydrangea
米米米
对不起老师我没币了明天我就过来！！！！！！
追番！我的追番键在哪！
好可爱好可爱好可爱！！！！！！！！！
好舒服！！！！
闻到了另类的骨头味儿
绝绝子啊啊啊啊~yyds!
啊啊啊啊啊啊啊啊啊卡密！！！！！！！！！你是我的唯一！！卡密！！！！
光遇!
救命好可爱！
不知道为什么好Q弹/doge
这座山为什么那么像一把巨剑？甚至刀把和护手都非常齐全
我淦
太NB了！！！！！！！
我天刚才才在半次元上看到，缘分啊啊啊啊
100w留念！！！
好强好强
kksk！！！！！！
会出游戏吗？
好强哇酷哇酷！
好好看
毕设都是大佬的毕设
这bgm也好好听
再来一遍
大数据记住我！！！！
话说这画风有点像那个老师叫啥王乐
说的哈好好
每周必看！
天啊好绝！
恭喜你发现了宝藏
我好爱
在空间看到了！好牛！！
《以德芙人》
65人
大大，请收下我的币
好可爱
可爱
《每一帧都是壁纸系列》
好美的眼睛
首页通知书
好棒!!!
哇！好丝滑！
妈咪我可以！！！
UK核？
主页！！
我要这b有何用
太6了
像小蘑菇里的深渊哈哈哈
好丝滑！
好可爱(๑•.•๑)
好猎奇好可爱 我好喜欢
这个不是正式版
天呐竟然不是正式版，老师太强了
好好看啊！！！
bcy刷到过老师！！！
我在半次元看都过您！！！！
That's so so so pretty !!!!
好牛！！！！！！卡瓦
双声道！
太牛逼了
拼音：不出意外的话是这些元素
救命好牛！！！
太！好！看！了！吧！！！
救命太神了！！！
好棒！！！！
我好像闻到了刀子的味道 
恭喜宝藏发现了你
好牛
好牛！！！
wa
很好快点毕业
收藏！
每天一遍    世界再见
请收下我的膝盖
这是UP主的梦吗
这是up主的梦吗？
爷的追番键呢
帧率好高：D
很不错！！
好可爱
发现宝藏
kksk
卡密！！！！！！！
太牛啦
卡哇伊
这日语怎么听着这么…
可以做成铺子打
我超，您
每周必看
鸡皮疙瘩起来了
不得不上供
好可爱啊啊啊
你是我的神！
好厉害
精彩
恭喜你发现了宝藏
不 出 意 外 的 话 是 这 些 元 素（拼音）
想不到吧这是试验性pv
好厉害啊啊啊啊
！！！
好可好可
这个洛天依的配乐是什么鬼
这个画面！！！
up牛逼
感谢up
怎么没有追番键
我要这币有何用
看肝上长了个人（doge）
太美丽了呜呜呜
强
快来看这位
太绝了，好可爱
天呐！好绝！！
好可爱——！！！！！
这个画风一下就撞在了我的这个……呃……心巴上
(*╹▽╹*)
我的电脑双扬声器，不用带耳机
卧槽。。。
暗黑童话风格，奈斯。
为什么感觉像凹凸里面的格瑞小时候呢···········
好可爱(✪▽✪)
神仙啊啊啊啊啊
卡密收下我的膝盖！！！！！！
色彩超级有辨识度
作者：是不是吊爆了
截图干嘛，愣着啊！
都是壁纸！！！
太可爱了！！！
做的又美又可爱！！
不是正式版还那么好看！太太强了！！！！
更新了
有一点游戏人生的味道
牛哇
恭喜你發現寶藏
好可爱啊！
白嫖三年，第一次破戒了
好好看啊啊啊啊
宝藏发现我的能力一直可以的
好好看的画风
赶紧做动漫和漫画
哇塞好丝滑
作为耳机党的我表示简直太赞了。
头皮发麻
看成慎平还有救吗
太牛了
[拼音]不出意外的话是这些元素
好丝滑！
爱死这个画风了
好可爱！！！ⅰ了ⅰ了
我的追番键呢?
好美我去
女孩眼里有光芒在旋转啊！！！
在bcy里刷到过!
喔！
超可爱（这画风绝了）
好q弹！
太强了！！！！！
当你凝望深渊时，深渊也在凝望你。
救命太强了！
老师辛苦了！
好可爱！
WC
好神！
太牛啦！！！！
每周必看
之前在bcy上看过太太的动图！
好美
太强了啊啊啊啊啊啊
这里有点像妙先生
好棒好棒啊
这只蝴蝶好漂亮！
绝了
太萌了吧！！！\(//∇//)\
好强
卧槽
这个不会是那个。。。。
我以为是乱码
每周必看
大爱这画风
恭喜发现宝藏！
好强！！！
啊啊啊啊啊啊！太太，神啊！！
荒地之子与AI与青铜斧
爱了爱了啊
君は誰だか
异域风情
好牛
卡卡卡卡卡卡密
太好看了！！看了三遍！！
好看好看ouo
好可爱的画风！！！
红的！
草
草
kksk!
有种来自深渊的感觉！太棒了
我币没了
好绝
好绝！
好绝\嘶吼
好压抑
兄弟...做游戏，你太牛掰了!!!!
Bgm已进歌库 作品已经收藏夹
这个动画 长在wc上了 
宝藏发现了我
梦开始的地方
请收下我的膝盖。
这里飞溅的蓝色液体，是血吗？
卡密！！！！
美
救命家人们美哭了
一份人指（意味深
太强了太强了
不出意外的话是在这些元素（拼音的话）
啊啊啊啊好强！！！！
拼音：不出意外的话是这些元素
画风爱了
我要这币有何用
太太嫁给我
宝藏发现我的能力一直很好！！！！
好可爱
神！！！！卡密！！！
黄口小儿？
好厉害！
好强
好强！
您！！！
不出意外的话是这些元素【拼音字】
可以，这很深渊。
恭喜宝藏发现我
果斷三連
恭喜你发现了宝藏
太强了
老师nbnb
这是什么番呀？
好爱！！
我币没了！（尖叫
我也觉得来自深渊！
我要这币有何用
救命救命！！太太好绝！！！
拼音：想不到吧这是实验性pv
啊啊啊您是什么神仙啊！！
眼睛里的。哇啊啊啊
助力每一个梦想!
宝藏
恭喜我刷到宝藏
恭喜你发现了宝藏
这是几月番
啊啊啊啊 太绝了吧！
好好啊
有幸在空间刷到
斯国一！！！
这硬币不要也罢
好可！！！
恭喜宝藏发现我
p
我刷到了大大的bcy！
绚丽的配色搭配起来还有独特的画风，真的太牛啦(⊙o⊙)
蛙！！！！
嗷嗷嗷，好厉害！！！
火钳刘明
请收下我的膝盖
太强了！
九敏，是吃了几个德芙啊
太好看了吧
我要这币有何用
好棒，，，，
感谢大数据，，，，
真的牛
好可爱！，
挖槽，多年后的大佬，提前刘明，希望火了记得
好棒
wow~ ⊙o⊙
好可爱
没看过但是觉得好好看
牛逼！
bjm好燃！！
好美
又一个影响到我摆烂的呜呜呜
卡哇！
《不出意外的话是这些元素》
眼睛太绚丽啦\(//∇//)\
双声道啊啊啊啊啊啊啊啊啊
恭喜宝藏发现了你
期待
一秒让我当老师的狗
太牛了！！！
我都手不由自主的点了关注！
火钳刘名
太太的光影好绝
好好看！！！！！！！！！！
如果哪天你做番了，记得发视频
不出意外的话是这些元素（拼音的字，太可爱了哈哈哈）
呜呜太太！！
感谢宝藏发现了我！
请问什么时候出番
啊啊啊！！！！好强！！！！
太绝了
这就是大佬吗我超
Q弹Q弹
爹！！！
好！可！爱！！！！！！！！！
宝藏宝藏
哇奈斯！！好绝！！！！
未认知的全新画风
好米！！
这里，是那个小姑娘的嗓子眼吧 
这还不是正式版？！
别深渊不深渊了，ky这么严重，真够无语的
绝！！！！！
宝藏啊，兄弟
现在关注以后就是老粉了
鸡皮疙瘩狂掉
意识大人！！！
不看后悔一辈子，看了惊讶一辈子
好喜欢这个画风！
啊神
太厉害了
发现一名宝藏大大！
终末地（确信）
woc av3
天大的福气呀！！！！
恭喜宝藏发现我
好美！！
卡哇伊！！！！！！！
标题牛逼
但是真的很完美了
我要追番
我要追番
我的追番键呢？？！
仔细听能听到水声
 不要太肝了，等会儿没有下一期了。
坐等毕业
Srav3R - Hydrangea
戳死我
您！
呜呜呜这个色彩我真的太爱了太强了！！
眼里没有胖虎好耶
神仙画质
这种画风爱了爱了
有英雄联盟MV那味了
随便一帧都是壁纸
阿婆主你做的确定不是，游戏的开场动画吗
这还不是完整版
“嗷？”
这BGM名字是啥？
可恶啊太好看了\(//∇//)\
耳机音效绝了
我好像看到了国漫崛起的那天
我抄！！！
太美啦
不出意外的话是这种元素？拼音好好玩
闻到了刀子的味道
追番键在哪？
好美呀
强啊
绝绝子
随便一截，就是壁纸
牛批，大佬
错了呀“几”字是黄河
像极了大游戏制作的CG，太强了
可以做游戏了
大制作！！！
请问什么时候上映?!!!
bgm:Srav3R - Hydrangea
啊啊啊想不出写点什么好喵（大概是这个）
红豆泥斯巴拉西！
我的币又没了
好强！
神仙大大！！！
好牛！！！！！爱了爱了！！
太太下凡辛苦了
行了，你不用毕业了
《试试看》
为什么总是感觉和来自深渊的第四层底部有点相似
6
卡瓦
来自深渊那个花海那里耶 
卧槽耳机党爽翻，双声道发声欸太太nb
好可爱
收下吧，这是我最后的硬币了
画风绝了
神仙太太和她的怨种流量
真可爱
我追番呢？？？？？？？？？
耳机党狂喜
喔
好厉害
啊！绝了！
nb事真nb
还没毕业就做到这种！！
恭喜提前毕业
vvv
抱歉了，我没币了
作画好美
绝了
真的好棒
好有创意
这里是AI拿斧子砍上了怪物哥哥吧？
看到这个嘴我已经知道ta是什么了
我還沒反應過來就發現手按了兩個幣
太绝了！！！！！
好丝滑
好可爱啊！
为什么这里是每周必看
live 2D嘛难道是
太太下凡辛苦了！
太强了
被撅力(悲)
:  ）
宝藏居然发现了我!
截屏干什么，愣着呀
太太的作品全都能让人眼前一亮啊实在是太厉害了
好美啊
去到奈落之底吧
bcy刷到过！宝藏
有点东西
简称：三连
要知道这个上b站加载界面了
好强
这里有双声道啊
这个牙齿马上就暴露了UP主是谁
1 5牛逼！
好喜欢！
这毕设也太强了
哇
毕业后能做长篇吗（亮晶晶
好可爱的画风啊啊啊
好可爱
怎！么！会！这！么！可！爱！！！
你币有了
白金之星（错乱）
好好康
太太，你就是我的卡密萨马
好神！！！！
牛批
宝藏找到了我！！
太神了吧也
太强！！
劳斯好强！！！！
哇
不出意外的话是这些元素（拼音）
不会有人还不知道弹幕可以变色吧 
看到这个笑容，我就知道这位是谁了
卡密
期待
绝了
世界德芙失踪案
恭喜包扎摩纳哥
看了看自己的。。。
美到起鸡皮疙瘩系列！！！真的强啊！！！
啊啊啊！！！鲨鱼齿是什么神仙设定
我趣，牛爷爷！
爱了爱了
哪一个？
真的太牛了卡密
《有亿点潦草》
OUO
我要这个硬币有何用？
厉害厉害
我当初以为是哪个动漫的预告白期待了
我还以为是哪个动漫的预告呢
！！！！这里耳机双声道超有感觉！！
曲对币有
双声道太绝了
轻盈又浓重，简约又绚丽
好美
真不错
好可爱
新概念潦草
来了吗
