这一部分可以上打磨机的
看不出这是木头了呀
莫名感觉有点像巧克力。
能、
重操旧业
紫颤木(战痕累累)
真不错
记住这个贴片
原来你也玩原神
但凡刻滑一刀
牛逼
紫光檀啊，老板好硬啊。
哇，是奶香味！
这个木头是不是防腐？
我才浅的手艺，不会有残次品
哇超轻粘土
要我说这更像橡皮
感觉这一辈都是当工匠的
看青年文摘才知道的这位
真..才疏学浅
看不懂看不懂
到底哪一步跟上过
.这啥
？？？
止步于此
不想要刀，你给我做个刀鞘吧
没有奶香味，差评
镡(xin)
牛的
才高八斗，不知深浅
才浅你失踪好久了，快回归啊
他卡点可是很专业的
卡点
他可以一直卡点的
众所周知才浅不会做刀
刀扔了，刀鞘拿回来，重做一把。
开始时：我感觉我可以 结束时：我不行
大哥你祖上是炼器的吗？
韩老魔的一套装备不给还原了？
想起来光投币没点赞回来补个赞
看见你了
爷青回
莫名卡点
卡点天才
，
勇闯无人区
金色传说
极致的卡点
你家缺够吗
神锻国国王归位！！！！
他卡点一直可以的
满级人类
只会说 卧槽
失踪人口回归 
↓我也是
哟西
《卡点》
＃##########
我糟
前面那个出莫娜的，我80出了两个雷神
真刑呐
把刀杀了，人带回来
科二一把过
看饿了
史莱姆原浆
除了香芋，也有可能是葡萄味儿。
上小黄车
愚人众第三席---「铁匠」
离谱，这得磨多久
好喜欢，好想得到！
优秀！
《才疏学浅》 
口香糖
帮老婆做剑
拳击
会了他就不教了
北陆单手剑原胚
22:49
我不要刀，我要刀鞘
NB
wc
这，，，辛苦了辛苦了
我以为你们都会做
有奶吗？（大雾）
这玩意不是灭霸吗？
腌四十九天
提前卧槽
up已经变区了
金纺洗衣液
这么多机位晃的我眼花缭乱
我以为一开始锯的距离是随便的去，直到敲掉我发现是我错了
卡点狂魔
无想的一刀
每天一遍
才高八斗，不知深浅
我 妻 善 逸（bushi）
刀鞘就是雷电军自己你没见过她大招吗
我会将你切神象里
刀鞘就是雷电将军自己啊！！！(●—●)
胸里拨刀我会将你
鲁迅说过才疏学浅是个大才
这是雷电将军的专武，是有原因的。
原谅我现在才看见你，太牛了！
卡点真准
雾切之回光
开始离谱了
做个护摩怎么样
看不见我
你这手100万，我要了
原来……
中间夹了个铁片哦
组团偷刀1/100
卡点了，可还行
我到底差了哪一步细节，，，
此视频N笔点过多请控制好您的WC
美    食     区     up     主（bushi）
这就是你红得发紫的原因？（doge）
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼。
1
有本事做刀鞘！
十原石我要了
说的跟他教我们能学会一样
我老婆的刀
刻晴的一生之敌 
不是，为哈我饿了?
好大一个单手剑胚子
众所周知，才浅是一个美食博主
禁止在麻瓜面前使用魔法。
委托锻造
666
卧槽啊卧槽
才疏学浅真君
地表最强锻造大师——才浅
打造完之后，用附魔台附个魔呗 
劝大家看2.0呗
手艺人
1
大力出奇迹
《奶香》
奶呢
我擦
FBI已经到你家了
本是同根生相煎何太急
黄金锉呢 我记得好久之前是黄金锉 是不是融了做面具了
卡点他一直可以
相管来
奶香很到位
等一等，铁丝？
瓦格纳当场失业
卡点大师
这就是神锻国国王么
牛逼
爷青回
卧槽
画画？
荧光粉？
记住这个铁片
踩点王
教会？教得会再说吧
蛇心剑+1
空降8：17
 谁都不许对我的雷神有非分之想
别争了，雷神我的。
注入灵魂
他点可以一直卡的
他可以一直卡点的
现代活马均
跪下喊：“才浅爷，您不用的边角料卖我可以吗？”
遥远，艰苦
保突破？
您？
顶级武器师
我们要是能学会他的亿点点，那都是个人才啊
阿婆主做刀就做刀吧，还一直卡点
奶香烤芋头
84个朋友你们好
各位饿了么
刀把：哼哼～啊啊啊啊啊啊～～～
原画师：我当时也没想有人这样还原，不然我再画复杂点。
注入灵魂
wc铁片御电
铁片淬电
20.
再加亿点点细节就完成啦
先币后看
我靠
告诉你一个好消息，将军的专武不是这个
电钻不是有声音的吗
魔刀千刃我还记得又来一个
记住这个接头
四十七个兄弟好
1.我虽然看不懂，但是我大为震惊。2.提前握草。
前方高能预警
事情开始不对劲了
0hhhhh
我就问一下，这玩意奶香吗？
这就是梦想一心的制作过程？
原来你也玩原神
什么木这么硬？
竟然不考古了！！！
所学的用不到了
这紫色的是什么？
加速更踩点
这硬度就感觉木头不便宜
酷
羡慕这种有手活的人
这个卡点可以哟
璃月精心制作，有保障，用着更安心
工具工具……
你要老婆不要？！我送你一个！！！
卧槽！！！
卧槽卧槽…
【】
影刀
导电用的
y y y
灭霸一样的颜色
刀鞘的是魔鬼吗
牛逼
原来你也玩原神
卧槽
这个带电你信不信
。。
本小姐的手工从来就没有好过！（doge）
踩点他一直都可以的
雷律：这不是我的天殛之刃吗？？？
他卡点一直可以的
11
他什么时候要把自己寄过来我家
浸过奶了吗？
天殛之钥 lv1
注入奶香
少了一个剑翘
我要饿死了 ，快点给我香芋奶
"他""曾""想教会我们"
你这刀镡保突破吗（doge）
《烤香芋》
牛比！！！！
牛
我要刀鞘
为什么钢丝锯锯金属
？？？？？？？？？？？？？？？
前面的可以忽略
1
卧槽
我饿了
中间包钢，可以开刃的
次时观众还不知道要发生什么
没人看？
这是灵魂
我妈问我，为啥老跪着
提前卧槽
他卡点一直可以的
原来你也玩原神
我出10亿摩拉
？
香芋味
麻瓜世界禁止使用魔法
麻瓜世界禁止使用魔法
辛苦了
奶香的一刀（无相的一刀）
yyds
请允许我跪下
情须
 垂死病坐惊坐起，大聪明竟是我自己
震惊我妈20年
好木材
逐渐魔幻
卡点狂魔
少看了亿步？？？？
为什么看起来很像那个很没礼貌的手指呢？
神锻国首席
眼睛，我会了。手，不你不会
极致踩点
眼睛：这回我也不可以
可以还有金属骨架
斧子都钝了
好耶
龙脊长枪
虽然我看不懂，但我大受震撼0-0！
1.5倍真的更好食用
？？？？？？
才浅 啥时候来一把雪饮狂刀  哈哈哈
干回老本行
不你教不会我们的
@才疏学浅的才浅，有人用你的视频写了本电子书《我的女友是up主》（不是推书怪），还是恋爱生活题材的，主角ID叫孤陋寡闻的闻哎[tv_doge]
先我槽吧，等会儿来不及了。
准备卧槽
牛逼！
记住这个县
记住这个铁片。
记住这个洞
您就是天目流的传人?
Ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
禁止在麻瓜面前使用魔法
记得一开始他是想教会我们的
每次看到这种视频我都知道，他们让我来到世间只是为了让我凑个数
“才疏学浅”
好像在试图教我，但我却完全跟不上
这是要开刃嘛？
又又又是紫光檀
我出一摩拉买了
我想起来了当年做雷刀的时候
这不有手就行嘛，哎，我手呢？
细节
你不会以为 教了就能学会吧
就离谱。
等一下 这不是雾切之回光吗
奶香的一刀
进度条告诉我这事不简单啊
香芋味
刀给你们，我要刀鞘
刀给你们，我要
禁止在麻瓜面前调配魔药——《保密法》
送出一个为爱发电
日常打磨
我刀鞘呢
感觉他变了
卡点啊啊啊啊啊啊
黄金锉……
发弹幕都要加doge的到底什么成分？？？？？？？？？
？？教人画画是吧
卡他一可直以点的
魔刀千刃【bushi】
我一直很好奇为什么是“北陆原胚”，南陆在哪里？
我到底是漏了哪个部分？
他是怎么撞上去的！
原来你也玩原神啊！
开0.5倍
夜光的吧
握草
做刀镡？
笑死根本学不会
雾切
雾切之回光
什么音游（
派蒙：看着好好吃的亚子！
才浅，才高八斗，不知深浅
硬核踩点
！！看到封面我就进来了~(￣▽￣)~*
给我挂小黄车！！！
这他麻德也太像肥皂了
我看这个质感怎么这么像肥皂
大家一起把才浅砌进神像，把刀拿回来
要不再来点奶茶
现在有点心疼隔壁邻居
像他这样现在还有谁愿意当她的邻居
有可能隔壁邻居会被吵死
奶香一刀
下一次可以挑战一下摩拉克斯的长枪
重操旧业
前面那个看过哈利波特的，你要问他魔刀千刃同不同意
严禁在麻瓜世界使用魔法
刀镡
这雷神你来当吧
条刚过半
情不自禁咽了下口水
厉害
想吃麻薯了
很断2
很断
重操旧业
刀镡(chan)
刀镡
别人都是用电锯，你手动是认真的吗
盲猜要通电
我个麻瓜
记住这个铁片
我是刘伟，现通知你明天就来米哈游上班！
就离谱系列之才疏学浅的学前 
求做一期破敗王者之刃
看啦！以前的才浅又回来了。
同学推荐的
《他仿佛试图教会我们》
《他很想教会我们》
长按发现新世界
铁树？
原胚
胶佬？！
紫光檀能砍死人我怎么一点儿不奇怪呢
通电？
木头的算 了没意思
禁止使用魔法
这东西是雷神大招的梦想一心
这东东可以杀人
模仿时小心哟
踩点
woc
我好像猜到了钢片的作用
细节拉满
造神器
雷神的刀
请收下我的膝盖
加入雷元素
《单手剑原胚》
斧头，卒
NB
才浅哥流啤
nb
工部尚书
才浅：这还用教 不是有手就会（dog）
下次能不能还原一下干将
这不是雾切这是梦想一心
感觉下一个会是永劫无间的狼主
卡点狂魔
这个有荧光信不信
荧光从来不会缺席
？
离晒大谱，开始使用魔法
？？？？？
我还没看就知道有雷电将军，特意过来看有没有
我能捡你不要的木屑吗
记住这个钢片，等下要考的~！
可以的话，我想叫你爸爸。
能不能做一个龙族里的七宗罪
能不能做一个龙族里的七宗罪
6
铸剑の仙人
我还没有看懂，但是我大受震撼
皮冻？
ohhhhhhhhhh
吉利线锯
逐渐急躁
少了把刀鞘、
abab
极致卡点
才浅这是在干啥？
附魔个耐久三和经验修补吧
卡点绝绝子
胶棍搅
江湖人称:斧王
套餐
怎么说呢没看懂过
万人血书永劫无间念珠丸
我不说卧槽是不是不合适
卧槽卧槽卧槽我文化低只会这句
啊这，我想了好久，为什么要这样做
牛
有点上头
震雷削
紫檀木的一生之敌
《重操旧业》
少糖去冰，多加珍珠谢谢
某音来的
真·武器原胚
致死打磨量
刀xing
鸣草
刀镡，拿来吧你
原来你也玩原神
6
是什么限制了我的想象？
五星武器大师才浅
能从胸里拔吗
来个638大保底让我带回家
先行卧槽为敬
看起来好好吃的亚子
可以还原剑王之剑吗？
盖聂。。。
乱一点无所谓，磨了就好了
曾经他觉得我们都一样，也能学会他的做法，现在他发现我们不是他
我糙
我觉得才浅这波有点悬
离谱了，超钢了兄弟们
紫檀木，磨锋利了不一定输给真的刀，我买了一柄开封过的木长刀，劈瓜和真刀没区别
】’
’】
】】】】】】】】】】】】】】】】】】】】】】】】】】】‘
我也要做一把去单挑女士
奥特曼
前方高能
《美食博主家真是什么都有呢》
我要的是刀鞘，不是刀
《原胚》
北陆长柄武器原胚
我们什么时候要他教过（doge）
他有想过教我们吗（doge）
记住这个铁片
他什么时候教会过我们（doge）
《香芋味雪糕》
您的好友“磨鬼”已上线
他已经不再尝试教会我们了
发光？想象力不够，再大胆点猜（狗头）
《千年杀》
北陆长柄剑原胚
看起来很好吃的样子
神东锉
不愧是奶香一刀
下回把雷神将军做出来吧 
雷史莱姆警告
原胚
找女朋友做刀鞘
卧槽！
硬核磨损
二倍速新世界
这一刀，是雷电将军武艺的极致
导雷丝牛b了
镡
我的手艺没有残次品
再看一遍
我想看魔刀千刃
真·原胚
神铸赋形
加铁片是为了通电
牛逼牛逼
下次做个刀鞘
奶香剑
绘画区还看得懂这手工区就离谱
烧钱手工
逐渐离谱
你还差一个刀鞘
雷神说我用真的和你换
武不武器的我不管，我只要看奶沟鞘
十全剑之一——甲醛剑
魔刀千刃？
我就知道有些技术即使不保密我也学不会
什么东西
我看懂了但我依然大为震惊
我看不懂在做什么
你这剑能从奇怪的地方拔出来吗（狗头）
名刀鐔
重操旧业
这不有手就行诶，我手呢？
记住这个铁片
我留这硬币有何用
记住这个操作
造刀三千口，死法各不同
记住这个铁片！！！
提前卧槽
这。。。。果然是紫檀
你在干嘛啊，说句话啊，
这也太卷了
木  头  人  类
日常，WC！
天極之境 裁决
离大谱
刀鞘！！！！！！！！！！！！！！！！
有奶香味吗
三连安排
真打刀镡
有没有奶香？
环氧树脂
得有铅笔的，散了吧
不是雾切嘛？
大佬牛逼
重操旧业
看到将军直接三连
你是永恒的敌人
刀鞘能还原吗
这东西难切的要死，看上去一下就掉了，手工得大半天
求做刀鞘
我以为是个刀匠原来是炼金术师
还卡上点了
原来你也玩原神
看来才浅并没有吸取上次的教训
dddd
出现了！五星单手剑原胚！
太强了
我这一拳20年的功夫，你挡得住吗？
刀镡
北陆单手剑原胚，他是提瓦特铁匠之神吧
手艺人
大受震撼
你家原胚能锻五星武器？
浪费材料啊
疯狂卡点
铁皮伏笔
火钳····啊，好像已经火了
我不仅要刀 我还要刀鞘
神nm吞噬祖符
建议给斧头附个耐久三，效率五和 经验修补
总有地上的生灵，敢于造出世间的一切
神锻国国主名不虚传
是在做暗纹吗？
看完这一期绝对不后悔！
大力出奇迹
6
雷神那把自己的刀叫『梦想一心』吧
梦想一心！！！！！
来晚了
记住这个铁片
铁片，凹槽，不会是电化学吧…
我已经三连了
妈妈，你看这肝上长了一个人
原来你也玩原神
牛逼
在世瓦格纳
我要的是刀鞘
果然你还是你。
我看不懂，但我大为震惊
评论真有毒
自从有了逼站，再也不看腾讯视频的 
原来你也玩原神 
才浅有刀必发光
请收下我的膝盖
下次造个刀鞘玩儿 (doge)
他可以一直卡点的
天极之境•裁决
。
这木头有点眼熟
刀镡
太厉害了
口香糖的这个叫补土
嗯～～没跟上
从雷将胸口拔出来的
雾切
雾切
6666
是我手机卡吗
踩点?
3
qw
gggg
y
ggg
G
hhg
这模组在哪买？
引雷 n
9999
就是，我们可是二班人（doge）
以前只是发光，现在是放电了，我等着冒火那天
逐渐离谱
节奏大师
这是成为神的男人
好耶
在线提问，不小心弄歪了是不是整个要重新做？
我先握草了
《神铸赋形》
没有奶香味，差评（滑稽）
另外31个人你们好
反复附魔
干将莫邪
香芋奶茶
斧头：？？？我招谁惹谁了
那个铁板是做什么的？
同款刻刀
up主用的工艺好像失蜡法。
太有耐心了
还挺押韵的
卑鄙的异乡人，愿风神欺骗你。
雷电将军的刀就是从你手中锻造的吧
才浅的胸咋拔刀
禁止在麻瓜面前用魔法
顺便做个刀鞘吧（doge 
他一直可以卡点的
直接三连
按住屏幕加速，好像BGM
魔法区UP主
空降2:88
香芋冰棍
牛逼
居然咽了一下口水
1.5倍体验极佳
长按屏幕帮助up快速建造
雷神的刀鞘
大佬和我的差别就是有“亿”点点细节
你币有了
磁暴斩（bushi）
下次才浅该做纯白誓约了（
风一样的勇士
抽这能抽不可能吧
？？？？？
？？？？？？？
满级人类
芋香的一刀
刀镡
梦想一心
谁能告诉我doge是什么意思（doge）
才淺：專屬木材紫光檀
好吃1
卧槽
开始离谱
重操旧业
看起来好丝滑
紫檀木，才浅的老朋友了
前面那个红字，30抽不出是常态 别把自己说的像个云
我觉得才浅做的咱们都做不了
好像巧克力
才浅手工，先点三连
每次剪辑的都很棒
卡点成功
双厨狂喜
雷神拔刀的单手剑不是雾切
大唐中秋晚会有他
这视频这么时髦，咋就没点机械化的工具捏
提前卧槽
注入灵魂
雷神与我无缘，三个十连都没有出啊
原来是这样解决的吗？
我瓦格纳的手艺，没有残次品
我的壶很大，你要不要进来坐一下？
这单手剑原胚就归我了
盲猜，才浅用的这首歌，评论区要出事
说看饿了的，谢谢你，让我想起来我还没吃饭
他踩点一直可以的
虽然看不懂在干什么，但是并不影响我说才浅nb
刀镡(xin)
姐姐她不要
踩点了
铁柱磨针
想起了我给神里刷刀镡时候狼狈的样子
？发生甚么事了
666
白嫖
真。。附魔。
我有剑，你有“刀鞘”吗？（狗头）
香芋条是魔鬼
看不懂了逐渐
无工之剑
想看才浅拔刀
有点像雾切
你这刀保快吗【狗头】
梳子？
紫光檀
多配点工具吧，你工具太少了
出啥教程？出了咱也学不会。
谢谢，5抽出了
这货想卡点 快阻止他
把刀扔了，刀鞘拿回来
前来还愿
中间夹层铁片起到加强和韧性的作用
神之卡点
雷神
出必还愿
长按右侧食用更佳
武器附魔
齿鲨
论学习的重要性
为什么钢丝锯能锯铁板（doge
重操旧业
十连两命雷军
他卡点一直可以
四十抽一个刻师傅一个雷电将军
美食区的UP主真是什么都有呢
看不懂，但是感觉很好吃
投币再看，已成习惯
突然就想把他塞壶里给我做专武了
卧槽卧槽
精密度SSS
破旧的不行啊
电化？
我把视频分享给了瓦格纳，我现在找不到他了
大小号雷神已出
雷神已歪莫娜
我和你们说这个铁片是关键
紫色我也是
抽到了也做不了系列
他卡点一直可以的
讲个笑话，才浅是做木工的
极致整活
镡
我靠
三  星  堆
兄弟们老规矩，把刀扔了人带回来
快发链接
才浅永远的神
乳胶一刀
学好化学
进度条：我不对劲
虽然我看不懂，但我大为震撼
为爱发电
你凭什么叫才浅
豁楞豁楞（dna错乱
这刀能放进刀鞘嘛
三连注入灵魂
注入大量雷元素
《萨拉托加》
！！！
懂了 原坯
注入灵魂
原来是通过这种方式解决的吗
迪拜锯法
你这刀没刀鞘啊
这折磨人的自擅木
这角度好像歪了点
不说还挺解压不好
前方高能预警
雷神好像用的无想一刀？
我怎么有种DNF的感觉
啊啊啊啊啊啊
鈅
特斯拉线圈预定
一闪一闪亮晶晶(无端联想)
NB
那一刀，是雷电将军武艺的极致
逐渐离谱
我已经饿了
来晚了
重操旧业
握草
准备开 锋？
进度条告诉我这事不简单啊
记住这根铜线，期中考试要考。
记住这是个铁片，期中考试要考。
？？？？？？？？
看着很甜的样子
他已经不再尝试教会我了
众所周知才浅是个美食up主
三百位兄弟你们好嘛，
woc狠人呐
这就不对劲了
UP主手脏了
好大的一个指甲锉
所以他已经觉得教不会我们了吗= =
darem同款斧子
瓦格纳再世
没钱的我，只能看才浅做这玩意儿
论当代原神玩家的技能
已出还愿
许愿雷神，出必还愿
做刀不做刀鞘差评
看废学不废系列
明天12：00这刀我要了
单手剑原配
他是不是觉得我们已经学会了啊？！
哈哈哈哈哈哈哈
先三连再看已成习惯
这锯子 你币有了
去气泡吧应该
我想看刀鞘
牛啊牛啊
不够还原，没有奶香（狗头）
不愧是你啊紫光檀，还是这么硬
磨鬼
神锻，锻造现场珍贵记录
不从胸里面拔出来可不算还原啊
重操旧业
造刀三千口，用法各不同
天赐匠法，精心锤炼！
YYDS!!!!!!!
这是重点后面要考
重操旧业，爷青回
我雷神池子歪出了七七
地下城？
她曾经试图教会我们，但是现在放弃了
雷神武器是薙刀，这个是技能的刀
真有这么丝滑吗
坐坏了怎么办，改张飞吧。
这是硅化木吗？
造刀disco
都做刀了，刀鞘也做一个呗
这什么木头？？
斧头：绷不住了
名刀镡
抽不到我还做不了系列
音乐片
你这刀多少钱一斤啊
铁片是用来导电的？真实特效真的是电呗…电棍啊
香芋味的！！！
你还知道肥来！
好了可以吃了
金属片是为了特效？
原諒本人沒文化，一句臥槽行天下
刀做完了，该做人了
馋了
做个刀鞘吧
他的卡点一直可以的
爷青回
可以给我做一把吗
刀鞘才是精髓
我想买一把
真真是反复打磨呀
这刀没有没有乳香味，差评（bushi）
是这样的吗？
这什么玩意能吃吗？
超大号紫色橡皮
《踏 鞴 砂》
名刀镡
你需要的是一个刀鞘
太黑暗了
阿影本体是剑，人偶拿的是薙刀
"知道了知道了,我记住了"
硅胶模具
现在做手工还要卡点了吗
建议两倍速
你能表演下拔刀么
梦想一心
原来你就是帝玛乌斯
原来你也玩原神#
稍一失误就成魔刀千刃了
1
居然用紫檀这种高贵的木头
原来你也玩原神
麻瓜一号
熟悉的紫光檀又回来了 
教练你先学，学会了教....别人
像不像数学课低头捡了一下笔？？？
这是人能干得出来的事吗
好久不见
似乎准备教会我们什么
葫芦艺术的雕刻刀？？？
这成本太高了！
牛蛙牛蛙
雷切
天工附魔
记住这个铁片
主要想看刀鞘
终于知道为什么武士不掉刀镡了
刀不错，但是我更喜欢刀鞘
手是什么
知道了，看完就去抽雷神！
告诉你个鬼故事：看进度条
关于我关注的好几个UP都玩原神这件事
感觉有种浪费的感觉
200+？
亚克力
已经开始觉得好看了
要不你去当NBC？？
刀镡来了
这就是魔法吗
北陆长柄武器原胚
我馋的不是刀，馋的是刀鞘啊！
现代人的智慧
手工线切割(〜￣▽￣)〜
为什么不附个耐久啊（doge）
熟悉的紫金檀
能不能装进胸里？
你这没刀鞘啊
先赞后看，已成习惯
君の名刀镡
Ut排面啊
Ut排面
刀镡
真爱粉永远不会跳着看（doge
胸口拔刀
卧槽
将军的武器不是鱼叉吗？
看到雷电将军很快就点进来了
香芋味刀刃，巧克力味刀柄，真奶香一刀
牛逼
磨刀霍霍向……
小时候要是有你这么一把刀，我们家玉米桔梗根本就不需要别人帮忙
我只想看刀鞘
锋利x
想知道可不可以从胸口拔出来
神仙
卧槽预定
怎么没有解说版的，我感觉之前的解说版很不错
原   胚
卡点好评
紫光檀永远的敌人，为了一枚戒指磨了半小时连个角都没有磨下来
原来你也玩原神
其实目前为止的操作是不需要教程的
卡点狂魔
麻将就做好啦
这个木头看起来真好
从MM中拔的剑
你这剑有鞘吗
这个锉相当好用，干木头杠杠的
原P狂喜
这是真正的魔法，呸，真正的技术
禁止在麻瓜面前是用魔法
适合3倍速看
小刀会了 但至今未做出刀鞘刀柄
砍木头砍出来铁的感觉
才浅的卡点一直都好奇怪
这个颜色真的太治愈了
娘们将军专用鬼子刀
巧克力刀柄？
这是个钢
斧正（大雾）
进度条告诉我事情并不简单
我来证明你开了弹幕
原来也玩原神！！！！
十抽出两金前来报道
来个魈的绿枪吧
盗宝团的，快来偷刀了
好像有点不对劲
许愿出专武
锯子：石料？
要不整个刀鞘（doge）
名刀镡
这我亿天就学得会
厉害厉害厉害
这是什么材质啊
手发爆照
所以我算什么
我的雷神怎么当了骑士团团长
交响乐
请问这里是美食区吗？
先草为敬
时隔多期再次登场的紫檀木 
悬疑类
《寒锋铁器》
《老章》
谁说原胚的？出来对决。那是四星大哥。我也可以≈才浅把它升华了。
刀给你刀鞘给我。
倒入奶香
明明大家的手都是手，凭什么他的手这么牛逼？
i li di li d
在？不做个原神系列？【滑稽】
利滚利想装b
我们什么时候能让他教会？
雷神刀镡
雷神池子歪了莫娜，我真是个人才
原来你也玩原神
？
好家伙，雷神的造刀技术是从你这学的吧？
原来你也玩原神
这胶水装物体我熟，通常用来滴在身上！
薙草开大之后？
这是薙草？
他一直踩点可以的
嘿嘿嘿
做什么刀鞘啊，人家不是自然就有刀鞘的吗（奶香奶香的）doge
奶香变香芋
在？之前说的金....已经做了？那没事儿了
这TM也太有节奏了吧
牛！
?在干吗？
2倍速音乐新天地
[原神_哇]
原来你也玩原神
米哈游打钱！！！
版画
《磨刀千刃》
双厨狂喜
刀镡
看到紫光檀就手疼
？
每天都要会废掉几个线句子的才疏学浅 
第一次看我还以为是剃草
像极了上通用技术课的我
消防斧
好硬的木头
许愿专武
斧子砍紫光檀的声音太清脆了
没看懂
这不就是一坨橡皮泥嘛，大家快散了吧，留给我一人承包
八十！
《益达》
金工实习
神铸赋形
原来
《 学 浅 》
寒风铁器
卧槽
不是的原神里都是没有刀鞘的
稳如老狗
桌布质量真好
哪里都有yp
逐渐变刑（doge）
尝试做个刀鞘？doge
平
博世给了你多少钱，我威克士出双倍
边角料！！！！！！！！！！
nb
alchemist
奶香的一刀啊啊啊啊
《我不李姐》
雾切
香芋味冰棍就这样完成了
回光之雾切
总感觉这是隔壁超限天殛
 他卡点一直可以的 
教练！我想学！！！
重操旧业
难不成要做刀鞘？
做三星堆学了很多东西
好想吃…
惊了  牛批   你币有了
奶香刀YYDS
根 管 治 疗
这个铁片有大用
这个项目我投了多少钱？￼
这木头好硬啊
逐渐离谱
先投币再看，已成习惯
手稳不抖
你终于想起你是个木匠了
试图用科学掩盖魔法
不会这么牛逼吧
最佳工具：锉刀
发电了发电了
在？人类退化为什么不带上UP？
爷的雷神：剑光如我，斩 尽牛杂
才浅yyds
原来你也玩原神
《他可以一直踩点的》
香芋口味炼乳
这样一杯炼乳就做好了
只能卧槽了
牛哇牛哇
手起刀落
木头：爱消失了吗
做好可以表演个拔刀吗
节奏感很强
木头真硬
这木头是真的硬
nb
人呢
我到底漏了哪一步？？
UP主 使用了 吴签
请问这个可以从凶中拿出来吗？
看到现在突然觉得才神不会是想教会我们怎么做吧？？？
饿了
