怎么没有弹幕呀？
柴西老板过的是冰岛时间吧，这个点发……
米哈游来点作用啊
查查T1上单
DK的BP太强了
烬不是瘸子
你不睡我不睡
爷没睡！
canna好4，高兴了
不许许秀秀 只许秀许秀
扣马：没有人比我更懂Faker
这个人就算是五十岁来了，那也是神！
3分钟！
我就知道有这个
不许秀哈哈哈哈哈
刚准备导你给我看这个
这幕我见过
看不起谁呢？
圣经了属于是
熬夜党胜利
觉也睡。
经典不留遗憾
关上5000的大门
弹幕走起
太烫嘴了
严查鼠男好吧
拖时间
大家好，她是柴西
圣经了属于是
2mins
爷满离
这发布时间
3349
刚刚
一分钟  熬夜党的胜利！
刚好准备睡觉
刚好看到
荣光被荣光哥打败了
1min
原来五年了吗
相赫，荣光更远了
好快！
刚刚
趁人少发一条弹幕哈哈哈
熬夜党的胜利
1
我靠
李哥！！！！
攒点弹幕在看
刚刚
刚刚
你是不是觉得哥睡了
看不起谁啊
想不到吧我还没睡
刚刚
这也太刚好了
吊觉不睡了
第一次很紧张
芜湖
第一第一
刚刚！
我一定是第一
枪兵兴奋剂了属于是
老鼠老鼠老鼠老鼠
鬼皇 危
EDG加油，冲冲冲
再强大的人也会迎来他的落幕
烬不是瘸子呜呜呜
真 我白银我最猛，s赛我上能夺冠
我也是啊我也是
敢不敢凌晨三点半发
泪目
小吕布是吕布的弟弟
就差大伙一起把canna打一顿了
泪目
三叔那把男刀出的星蚀
3点钟3000+都不睡觉是吧
小吕布很C了，怎么也不会分锅到下路吧
只有T1拿不出能完全超过现如今faker的，李哥就会一直在场上
哥还没睡！
附身夺舍
鬼鬼4k人
他不是想赢，他只是不想输。
李哥还是强的
T1节奏点在中路，死抓中路就完事了
就叫瘸子就叫瘸子
赤兔马是鱼允秀是吧
不是最后一个！
许秀确实狠啊
网通大乱斗
一小时！
小李子自从带上眼镜就变捞了
有一说一，中单对调一下，今年T1进决赛了
米哈游飘了，周年庆活动缩水一批
你是觉得哥睡了吗？
5000人就离谱
5000人观看，我去
？
真的是值得尊重
纯工具人
经典围绕
李哥最后一波不清醒了，闪都没交出来
大师兄
开始围绕
要不是有个canna这个F5早半辈子赢了，只能说TS来全鲨了
觉爷睡？
尊师张顺飞???万场白金？？？？
最后两把李哥确确实实有些失误，但前三把真的是扛着t1冲
米哈游能不能来点作用啊
爷！不！困！
米哈游来点作用吧
狂！
深夜总能蹲到好东西~
关羽是吧
瞧不起谁呢
不负众望？开赛前可觉得进不了
米哈游出来背锅
三点半5000+！
凌晨三点半5000+就离谱
你以为我睡觉了？
鱼允秀：你礼貌吗
你是觉得爷睡了吗
凌晨两点发视频………好家伙
你是觉得哥会睡觉嘛
米哈游大过！
李哥已经到了不会轻易流泪的年纪了
刺激倒不至于，就是降压药找不到了
他还是习惯抗下所有
c开头的人有问题问
许秀真能装
经典不留遗憾
凯南有问题
都是米哈游干的，乆乆乆
柴西感冒了？
牛马上单 不然真赢了 草
能不能把人家ID读准啊。。。
就是就是
《围绕我打》
Msi也对许秀说了，然后被rng爆杀
俺也一样
泪目
两小时，你是觉得哥睡了吗
你以为我会睡？
？？？？李哥我不允许你这么说自己！！！！！
冲冲冲
mhy来电作用啊
faker这五把表现还不好啊？只记得被抓和失误的镜头是吧？
我是白银，我也是这么觉得的
这人天赋确实高的离谱
可原神哥胡桃早就满命满精了
巅峰期的李哥，两个抓起码杀一个。
一转眼五年了 
热乎的！
你们不睡觉吗？
米哈游天锅
我都不知道赵信大招留着是不是等过年，他妈进草送
四点钟还有3k＋，鬼鬼
不要温和地走入那个良夜
戴维
烬不是瘸子是残废
戴戴戴戴戴戴维
Faker本来就有问题啊
又是不留遗憾
觉也睡？
胡桃没用啊，他早满命了
北网通
bengi！bengi！去把老子那个…
确实成为不了faker faker这辈子最多三个冠军
说实话，这ad年初的时候可是被死亡威胁过的，兄弟们
faker好多波能躲的没躲掉，确实打得不好
凌晨4点半  3000+人再看
飞大叔我的飞大叔
就是豆粉！就是豆粉！
觉爷睡？
这场鬼皇真的压力拉满，但是打的很好
那我是不是，还有希望？。。
扣马祖传锦囊《中路是爹》
鼠男不配赢
LPL想破脑袋也想不到、也不敢拿大树辅助打波比
我去，这段采访，突然让我想到了全职高手叶修0.0
真正的哥
3000+是都不睡觉
T1输了，李哥没有
哭了
米哈游大锅
老鼠上单真的废
已经开了！
打的都很好
你觉得哥不会睡觉吗吗？
是是是，不是你的问题，永远是队友的问题所以人家翻身了，你永远在白银
李哥真的变的好成熟 越来越喜欢他了
呆呆呆呆呆呆呆戴维~
系统附体发布任务，重铸lck荣光
有偶像包袱了属于是
神吗？烧香了没，摆灵位了
faker再次输给了队友
Faker S赛最差成绩都是四强！
经典妖姬吗
李哥啊
B觉不睡了
觉爷睡？
这辅助顶啊，反应快的离谱
我1462，我赢了
第五局凯南被防的死死的，他不玩没啥问题
呆呆呆呆呆呆呆呆呆呆维
Respect
也是我出国的第五年了啊这么久了
严查米哈游！
您配吗
换个上野能赢
BGM？
库玛教练是真的好
有的人不是瘸子，传得多了就成了瘸子
我白银我最猛我上我能夺冠
爷还能熬
帅！￼
帅！
这里是被辛德拉推回去了啊没撞墙
年纪大了，李哥状态确实不太行了，状态大概只能坚持bo3……可惜了
canna就是水鬼，跟强队打自己打的真菜把对位的拉到同一水平
"冷知识:EDG成为第三只在世界赛BO5战胜LCK的队伍.第一只OMG,第二只IG."
我超，狂！！
泪…………
荣光本光
第四把的确太可惜了，faker应该那样被抓的
米哈游来点作用啊
第五把有啥优势啊
你是核心
没办法是上野太拉，换个上野都能进决赛了
有一个脚只能直着不能弯
韩国是北方人，没错网通的
实话说 李哥今年真不如smk
决胜局被下套选了个时光，软辅劣势做不了视野，导致凯南无限被盯防，男刀乱跑
而且李哥也有一点点犯罪
确实弹幕真的饿下去本来是李哥勇于承认错误的 第五把沙皇确实是葬送了比赛
握草原
说不配的笑了。李都拉成什么样了求求看看比赛吧
科杂别洗了 求求你们别给faker招黑了
上一个这样说的人，已经拉了
不是撞墙的看看脑子吧 推又不会推过墙 就是他自己本来没闪过去
可是明明是上单在犯罪
他的凯南全是存在感
canna就一混子，我上我也行
呃呃
李哥尽力了
大校发功了
癌症杯是吧？
朴泽园
来系统了是吧
爆杀下山滴神芜湖
上otto
混时长
这个左一运气太好捡了个闪现没有这个闪现T1大龙稳了
DK你的死期到了
不许秀
戴维断一把！
你就是艾弗森
明白了，抓下
我是白银，我最猛
成熟
明年再来恶心队友是吧
不许秀不许秀不许秀不许秀不许秀不许秀不许秀不许秀不许秀不许秀不许秀
危险危险危险
不许秀不许秀不许秀不许秀不许秀不许秀不许秀.
奇才信条
扣马太懂中野联动了
决赛必点你菜
不许秀不许秀不许秀不许秀不许秀不许秀不许秀
我也是我也是，虽然我现在还是白银
许秀太矮了
磨合了两个月的全新t1能走到这不容易
但凡是上单做一把人都打赢了
米哈游给点力啊
我接受不了 李·一叶之秋·妖姬·叶修·劫·相赫 求求再拿一个冠军
感觉李哥要退役了
李   相     赦
你和Faker差远了
来点作用啊，米哈游！
这烬就离谱
不，不是lck，是s11全球总决赛决赛
这个佐伊加炸弹人r感觉太离谱了
习惯了，以前没怎么输过。。
5年了
泪目了
原神一个卡池21天
米哈游全责！！
这把真的快乐
AD位是真的难脱坑，上中野全是爹，能不能C
新的魔王许秀
ddddddddddv
？
许秀这个角度看起来好像王纪超
烬就是瘸子就是瘸子就是瘸子
谁敢说smk不是世一中？
6:56-8000+在看
yysy，这货的烬，华彩的命中率是真的高
复刻公子胡桃米哈游不想让LPL赢
有点粉丝就开始胡说了是吧？
瞬秒n次faker
世一中野
狂！
先撞墙再被退回去的
烬两条腿都是假腿，瘸啥呀
我s4也是白银，那我能不能去dk打比赛
决赛必爆你
夺舍了属于是
ts来真全杀了
神
t1上单老鼠人，能玩成什么样?
瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！瘸子！
好图，LOL的mj！
你再骂？
我就是喔，我就是天！
男爵双网区也是中路大乱斗
冠军战
老天下足球了
烬一条腿看起来瘸是因为装了一个长枪
韩国里网通区是挺近的
skt买了金贡吧，反正缺上单
以前使劲吹现在输了就这么嘲
如果马润还在，如果bang还在
Theshy来全开了
杀
尼玛的要不是这个上单
换个上单就能赢
没错我也是
AD位置的贡子哥
比金贡差远了
看完只想说，李哥尽力了
不是上单五局没一局像个人？
canna你是人嘛
再来
全是米哈游干的.JPG
互相犯病
柴宝又感冒了啊
t1的教练是真tm喜欢时光，淦
以后谁再说白银含金量低
带带带戴维
感觉靠谱的奶会变成毒奶
这个辅助被称为LCK历代级天才，确实强的离谱
这个bo5看下来，李哥依旧是顶尖水平
。。。。飞科这几年沉稳了很多
懂了，今年dk也是亚军
冲
孩子死了你来奶了这上单属于是
这个上单我想打死他
我s4 300场黄金，这不比鬼鬼强？
1.7W位哥还不睡呢
这画面错了 daney早就去dk了
好家伙
EDG加油啊
那是被抓的，不是许秀打的
我国东北就是网通区
戴维～
不会真的有人喜欢鬼黄吧
哈哈哈哈稳定拉跨预定
领袖的担当。。
前面的，不是每个人都想活在别人的阴影下
这bo5下来，说许秀世一中？为时尚早！
我
碰瓷我金贡？
我s4也是白银
点菜鬼王
可能是麻了，觉得自己有过更低谷，这里不算啥
老大哥自愿背锅
悟道了是吧
好
不负众望说错了吧
心疼李哥
就是不想让可汗那冠军
泪目
泪目
底子扎实
完爆许秀？但凡看了比赛说不出这话来
许秀真是太强了
杀四郎
原神呢救一下啊救一下
集资暗杀老鼠上单
komma教练之神
这canna真的是甲级战犯
深夜放送
其实我们也想在决赛干倒t1
米哈游全责
今年MSI不也是
不！
不要接受 接受了就没热情了
没时光感觉skt早没了
被魂穿了把
因为身边已经没有前辈或同辈来安慰他了，面对4个后辈，他作为唯一一个前辈不能哭
混时长是吧？
这么早看不起谁呢
不是，被抓不是自己硬拖着不交闪？抓一次死一次呗
鬼鬼最后一把真的关键啊
开奶了是吧
我白银你问我？
为什么啊，年轻不就该狂吗，人家有狂的资本。
太可惜了 希望决赛再见飞科
加油加油加油！
目前唯一撼动DK地位的队伍
扣马：西八KI涩KI牙~哎西！
扯淡
重生之我是uzi
李哥！
@小杨哥
现在原神活动真的拉垮，也没新角色
有一说一。t1上单畜牲表现
现在荣光更远了
说别人云，你也不是什么好玩意，Faker多大了？你一直强度拉满试试？
力度呢  米哈游   继续加大啊
我哪个英雄都没练，所以我哪个英雄都能玩
冷知识，鬼皇是S赛杀的最多的
不是勒布朗？
严查的输了多少啊 笑死
大树 典中典
然后被管泽元送走了
这句话文案不该说比吕布快
没有人可以成为下一个faker
买牛宝真的可以！
把老鼠哥做了来慰籍下李哥
早上8:00，2.2万+
李哥辛苦了！永远支持你
看了过程就该知道，DK保妖姬真的就是三保，中路线杀都是三四个人来抓
被夺舍了8
就是巅峰的李哥，Dk两个抓也反杀不了，你在吹什么呢？承认showmaker强不行？
李哥这五场直接把我看哭了，直接被许秀碾压我都不会这么难受。
头真的大
哭了哭了
唉，李哥的这些B队友啊
都职业比赛了还不让抓？明明自己贪闪现
米哈游赶紧更新啊，再晚来不及了
确实
如当年叫Faker一样
王多多解说团战就结巴
爽
还是当年说李哥那一套
米哈游背大锅
瑞斯拜
柴宝感冒了？
打到0-6？不是被抓到0-6？
那个凯南就是个战犯，但dk的佐伊炸弹人体系确实无解
属于拼下限了
第四把被抓死的失误还不够多啊  就尬吹
大校，功利奶不可取啊
还有怪打野的，很多次都是打野扶着走
确实，青铜白银全靠运气上分
你交闪对面不会跟闪，如果是死闪不是直接gg，但凡看过几年比赛都知道这个上野的问题
就这上野，真的不可能赢
求米哈游出活动
这把两个死亡闪，属实不应该，不浪费闪现峡谷团还有的打
四强无弱队
我们是亚军
量变引发质变了属于是
这烬玩的呢无限火力一样
金贡永远的神
狂！
不是最后一个！
你都26了这种顶级对局也能压制许秀carry还要咋样啊李哥啊
米哈游你不给劲啊！
不是最后一个！
我s4也是白银，现在才白金QAQ
dk打野好几局同一个位置，同一时间抓李哥，t1的打野真就不知道去反蹲么？
三叔太离谱了
沙皇战犯的你快闭嘴吧，沙皇和佐伊对线55开，faker一直线优，中期开始的失败已经和沙皇这个英雄无关了
showmaker，就感觉很恶心。李哥看着很平易近人。
ntr
他不会有系统吧
我突然感觉我有希望了
上单要是圣枪哥那样的，不至于被抬下去
伪决赛
鼠男犯病
复刻没用，他角色都是满的，除非开新图
感冒了吗
说黄鸡的是不是有问题，对面一直poke不打团，不就李哥能开团，打团的时候眼位就那一个，能怎么办？不tp？
就是瘸子
《不留遗憾》
懂了，不留遗憾指的是只能在面对LPL队伍输掉比赛
开始抓中
打通了任督二脉
扣马真的牛，到哪都能c
别拿杰斯了，求求了
你不配
mhy来点作用啊mhy
呆呆呆呆唯
确实 上单拉胯
米哈游大锅
？？被哪个大师点醒了？
没沟通好吧，该让Keria插眼tp的没有好的tp眼了
老了，后两句精力跟不上了
EDG给爷干爆DK
老鼠以一己之力拉低对抗水平
现在8点半，3万人，你们不上班吗
只要这个男人在LCK一天 就是大山
加油李哥，虽然我支持LPL
第四把确实被当突破口了
这辈子都不可能超越李哥的
凡言凡语
啦啦啦德玛西亚是吧
lck最高水平？世界最高水平！
我奶奶的杰斯玩的比他好
呆呆呆唯
看不起谁？
洪荒帝国守卫军
老亨利了
飞大叔第四把都被人点菜了还不是他的问题呢？
faker现在是队里唯一的老大哥，带着几个弟弟一起，canna打的虽然不好但faker也会帮canna抗下
也没有恩静
faker今年要是再夺冠那这职业生涯真是完美了，高峰低谷重返巅峰
呜呜呜
米哈游全锅
血脈觉醒
队友差太多了
李哥身边没几个靠得住的了
神！
管泽元就喜欢捧这种人，皇冠哥就是
说实话，dk核心是三叔吧，但是扣马还是习惯把球丢给中单
冲6
狂
我白银我最猛，s10我上我能夺冠
传下去，dk下路犯罪
不是……那这种的为什么可以打职业啊
你们莫名不希望看到beryl夺冠只是因为你们接受不了看起来不怎么努力的人获得成就罢了 内心还是努力就有收获的那一套逻辑
许秀是绝对核心 doge
cac
泪目
lck？全球！
cana这个cs但凡正常一点早就赢了
不负众望：指失望doge
呆呆呆呆呆呆呆维
还在拦锅？！还在拦锅？
觉得faker没秀妹狂的都是18元年粉
不是打野住中路抓的？
这里就是单杀了
不是faker的问题，队友太拉了，把dk的上野下路换来赢了^^
原神这两个月都是长草，一点作用都没了
经典不留遗憾
这俩队的上单都挺水的
奶起来！
都五年了呀
混子ad
上一个这么说的已经16强回家了
