安然进入梦乡
激波 一定是激波
类似机翼的横截面结构
是安详罢（悲）
先用五秒钟可以说完，你却发一个一年长的视频
失眠是这样来的
盲猜激波
丝滑？大意了，怎么就转场了
是曲速推进无误
升力体
我困了
睡了睡了
弯道牵引力：排水沟过弯是吧
负反馈
虽然不懂那个啥啥方程，但仍然可以骄傲地说：俺也一样
见证一篇毕业论文的诞生
睡了睡了……
婴儿般睡眠
赞
这个僵尸用不了，差评
激波！这是激波！
师傅别念了，我已经困了
这期有没有激波？
请问哪里有卖？？
妙啊
想起了手工耿的僵尸自行车……
准备发射!
是飞碟！
你听听你在说什么！哈哈！是我知道你说的是对的但我完全听不懂
鸭翼鸭翼鸭～
小胖墩
我爱发明
666
是曲率引擎！
我超，我爱发明
看个电摇还解释的这么专业
我这船是出了名的快
是激波！
这不就是压力大了吗
什？
woc牛逼
？
飞碟，是飞碟
超纲了
网友牛逼
我推测这种气泡从瓶盖上升到水面的时间和前面的小气泡时间一致
？
aughhhhhhhhhhh
解不出来的
是附面效应！！！
？？？？？？？？？？？？？？
赫尔辛根默斯肯的哈哈哈哈哈哈
？？？？
失速？？？
666，所以有实操的视频吗
谢谢，已经睡着了
那并联呢？
无聊。。
草
这期没激波
wcao 噩梦
还是在桂林是吧
比游泳还累
？？？
？
手算ns方程
这是很多年前我爱发明里出现的
《安然入梦》
耿：好眼熟啊
？？？突然在说什么呢
哈哈哈哈
早晚有激波
鸭式布局，自动低头俯冲
这个当时唯一缺点就是上不了岸，就像没有脚的鸟
电摇嘲讽
？？？？
为什么气泡大气压会更低呢
健身器材
后羿说，要升到哪去
我先睡了，你们随意
对对对
水上蹦迪
什么计算来着？我想学。
我怀疑这个无聊网友就是你自己。
懂了，赶紧睡觉
加一个冲击钻就能向前跑了
听说这个专利买到外国去了
静稳定布局
...？
为什么会倾斜
很好，我已经困了
能不能换成像踩脚踏车一样的   一直踩水的那种？？
好家伙，是异形
乏了乏了，碎觉碎觉
流维尔，斯托克斯方程？
无 聊
流弹
已经困了
好家伙《我爱发明》是吧
我为什么看这个
哈哈哈哈
霍尔原理？
哈哈哈哈哈哈
阿巴阿巴阿巴
再见
电摇嘲讽
这谁发明的
天亮了
谢谢我已经睡着了
就知道激波？
激波
？
离谱
可以穿越不
激波！
是激波，我加了激波
万万没想到啊，这玩意也能失速！
？
我在哪。。。
开始困了
脑力不够，陷入昏迷
听到这，我被吓晕了
Zzzzzzz
量子力学
你在说什么啊？
这个网友是不是你自己
哈哈哈哈哈哈哈哈哈
zzzzz
听懂了(*ﾟ∀ﾟ*)又好像没懂
地转偏向力呗
盲猜波纹
。？
安眠药是吧
哈哈哈
电摇（不是）
不是在说气泡？
？？？
一步到位
cpu：我给你睡觉。超纲的以后别玩了
睡个屁，给我学！
？？？
量子力学无疑
快睡着了
加塞
直接给劳资劝退了
？
困了
午安
谁同学叫张力
？？？？
？
？？？？？？？？？？？？？
是由网友无聊造成的
完全不懂，但还是给你赞！
是不是可以当船
别吵了，已经睡着了
？
绰
师傅收了神通把，我困了
这不是催眠视频吗？
缺点是不能停
？？。。
快睡着了
谢谢。已经困了
无中生友
？？？？
哈哈哈哈哈哈哈
深蹲减肥器
谢谢，开始困了
《准备承受下一次冲击》
 没用的知识又增加了
@手工耿
机翼
地心引力
这种都没做事
已经困了
这位网友没事找事，的想法有可能会成为牛顿一样的物理学家
加塞了
？
好了，到这你就彻底睡不着了
这个网友不简………你觉得你很幽默
我爱发明讲过这个
看不懂会失眠
你说的网友真的是普通的网友吗
原来如此
我王多鱼投了
张力你知道吗？那我同学
杯子漏了
哈哈哈哈哈
人家失眠
我超，同款
点个赞，代表我看过
这网友不是理科生我名字倒着写
超刚来，超刚来
？？？
这么神奇么
不错 昨晚睡得很早
张力嘛，我知道，我初中同学
zzzzzzz
所以飞碟其实是球形的，飞的时候变成了碟形的
biubiubiu
笑死
已经困了
哈哈哈哈哈哈
已经开始困了
还很累
开始听不懂
开始点头
负电子
已经开始困了
我爱发明
潜艇？
我爱黎明
是激波
你话多，你说的对
如果我们用一种材料做这样一个飞行器，是不是不需要改变推力方向就可以快速机动
困了困了
《因此》
没有激波，差评
在睡了
流体力学？
一遍论文？
？？？？？
失眠是有原因的。。。
憋字就很灵性
气滴
顶级网友
？
我先睡了
谢谢好困
？？？
?
逐渐忘记标题
哈哈哈哈
师傅 别念了
不读书，都看不懂视频了，还是要多读书
《打法无聊》
量子遂串
静稳定
愣住
无痕
进入噩梦
我在干啥呀我怎么看了这么久
我爱发明
好了.，我也睡着了
失眠的门槛都这么高了？
(？)
我妹眨眼啊
？？？
？？？？？？？？？？？？？？？
妙
草
别吵了，已经睡着了
眼镜闭一半了
这要不出一篇论文就可惜了
手机都砸我脸上了。
谢谢已经困了
打捞十分钟笑死，直接沉了
没有考虑到变形
逐渐离谱
网友是哪所大学的高材生？
上升流
无中生网友
泡泡拐弯是有原理的！
。。。
离谱
泵不住了
你说得多我投币
这就是大佬的日常吗
？
我没文化，只会卧槽
潜艇的上浮加速有用到这个吧
学好数理化
我超，农！
？
？？？卧槽？
开始入睡
哈哈哈
好困
要睡着了
？？？？？？我看的啥？
困了我也安详睡了
哈哈，我听到就想睡觉
别念了，师傅
快点阻止他
。。。
俯仰稳定性
要来了要来了
？？？
悟空：师傅！师傅！别念了！别念了！徒儿知错了！
百公里…不…是一公里累死一个人
膝盖终结者
摸鱼很专注
匀速直线运动（doge）
我以为炸了
我为什么看这个
绷不住
有鸭翼，这也是j20
你不失眠对不起你
《无聊》
哈哈哈哈哈
核力
听得我都想睡了
哈哈哈哈哈哈哈哈哈哈哈
上不了岸是吧
要睡了
《无聊》
萌师傅，切他中路
我爱发明
合理
多大尺寸呢？
谢谢，已经睡着
怎么还没有激波？？？
逐渐听不懂了
进入梦乡
这个器械我在电视上看到过
死去的知识在攻击我
Zzzzzzz
Zzzz
假装听懂（嗯嗯嗯
可口可乐百事可乐哪个好喝
已睡着
逐渐睡着
那样子也不是椭的呀
费膝盖
已经困了
?
开始电摇
各位我困了先睡了
？？？
OK，剩下一半等下次失眠的时候再看 
他是被隔离了吗
一定是灵魂沙和水电梯
困了
我上物理课都没这么认真
谢谢已经睡着了
？？？
治疗失眠效果很好
阿巴阿巴阿巴
 ——  .
逆天
？
？
《为打发无聊》
逐渐听不懂了…
哈哈哈哈哈哈哈
多无聊
多无聊
ns方程，流体力学就记得这个名字………
困了
背带（察觉）
百公里消耗一碗米饭
午安
谢谢，困了
困了
催眠区up主
？？？？？？
师傅别念了
你以为他是在教授你知识吗？他只是想让你安心的睡觉而已。
硬说？
网友？
压力较低易受内流影响
重新定义无聊
失眠原来是这样解决的啊，太厉害辣。
是不是课题有了
告辞
原来如此，不懂
喔。  叼
*升力指向曲面的一方
好喜欢这种听不懂的感觉
升维主题
我居然打哈欠了
原来如此，豁然开朗！
可以啊
听不懂了
只有里这听懂了(￣∀￣)其他的，你说啥…？？？？？
下午，但是犯困
是应化学生了
？
1000+
1000+可还行
我已经没注意他说了什么
很好，已经要安然进入梦乡了
逐渐听不懂了
？
是乘波体！
开始犯困了
超纲了，再见
困困困困困困困困坤坤坤坤
《闲的没事干》哈哈
？？？
哪个网友
我爱发明
讲这些怎么会有这么多粉丝的
初中没事经常看
已经打了两个哈欠了
众所周知，网友很无聊
这网友怕是外星来的
卧槽我真的睡着了
？？？
？？？
已经困了，谢谢
曲率驱动
啊~ 困了
我先睡了
.....
就喜欢这些我听不懂的迷人玩意
没听懂，关注了
想起自己织毛衣算三角函数抛物线
嘶，这是揍嘛呀
我也困了
中专题
哈哈
负反馈
同款杯子
看到没，衣食无忧才有助于大量科学家的诞生（doge）
我刚提的新车（幻觉）
晚安各位
？
“无聊”
“发呆”
我困了
他竟然试图教会我们。
捏嘛这里也有斯托克斯
你猜它为什么失眠
我到底是为什么关注了这个UP？
焯，已经开始犯困了
醒来发现水杯盖拧不开了
《网友》
一般结尾我都想要个种子
《打发无聊》
？
晚安马卡把卡
我一点都不困但我就是听不懂
曲率nm的引擎啊
已经睡着了
越听越懵逼
我快睡着了
比安眠药都管用
这网友
飞机翅膀
睡不着
？？为什么我会看到这个
遇事不决 量子力学
哈哈，我居然听懂了。
什么网友啊
居然听懂了
催眠效果超好
标准结局
赞给了，我走了
我竟然能看到现在
这是科学道理影响的
好家伙，这不就是用动机吗？
我的眼皮开始打架了，我要坚持住
这哪是网友
这两千个人在看啥？
我们文科生失眠只能去看高数或是黑格尔的书
真是无聊到极点
这是一个大专应该知道的？？？
试图教会我
关注了，失眠用
刚才说了啥？
嗯，更不懂了
伯努利
迎角静稳定性是吧
硬核网友
激波！
谢谢，已经开始睡觉了
为了睡觉，做起了题
你话多，你说的对
不严谨，气泡半径可能会随着高度变化而变化doge
我已经忘记我是来看什么的
光锥（确信）
我不敢苟同
勾股定理
？
后羿，什么后羿
他居然在试图教会我
哈哈哈哈哈
阿爸阿爸
膝盖还好的时候，天天这么玩
斯托克斯公式很简单
好，到这我不用再认真看了
我的知识基础告诉我我不配看瓶子里的水
最后就沉了
我特么……
又是高考题
量子力学！
我就溜了个号然后就啥也听不懂了。
好家伙流体力学
催眠
谁还记得这玩意儿，最开始只是一杯水。
这个偏微分方程还没找到强解那
省流：出了名的快
和Python创立有的一拼
听到这里已经开始打瞌睡了
但凡有个手机
为什么比老师讲的容易懂
《说时迟那时快》
背带？？？
后羿六神装必出
之前不懂听懂了的是高中好好学了的，之前就懂站在不自信了的是大学学了流体的
可你要是体力不支……
？？？？
哈哈哈哈哈
杆件受力图。机械专业噩梦。
唯有受力分析听明白了哈哈哈哈哈
nb
半月板快乐水（doge）
666
我爱发明里有过，可早了
2000+………
说实话有点困了
离谱
ns方程
好了，大家撤吧
牛逼
我爱发明
超纲了～
流体力挂了，抬走，下一个
恶魔发言:你画个受力分析就会了
已经在犯困了
6
真的催眠
？
米粒儿
是 激波
哈哈哈哈
秀儿
我睡着了
这是什么类型网友？
???
受力分析我看懂了
ns方程 我的噩梦
他的视频我一般就看到这儿，后面有些无聊了
我是因为什么进来的来着
好困
紧急上浮！
我学计算机的，看这干什么
做了个好梦
《无聊》
羡慕这样的人，我呆看着就只能呆看着。。。。
好的，已经听不懂了
好家伙
我困了.1—-—！+捏我婆婆说毋庸置疑这样？464+-
初中没毕业的我 听不懂
我努力了，但是没看完
我这号养成了
？
？
哈哈哈哈哈哈最后这一下蚌埠住了
这东西真有，水的密度远大于空气，这个还真行
24号混凝土
每个字都看得懂
张力我懂，我朋友的同学
无聊？！我连名都说不全
嗷～原来是漏气了！
。。。。。。。。。
很难想象我居然看到了这里
哈哈哈哈哈哈安然进入梦乡
很好 已经开始困了
看了眼进度条！蚌埠住了！
我居然看懂了
（无聊）
ns方程
所以说，这玩意能转弯吗
还我流量
困了
6666
哈哈哈，所以是下蹲的不够快不够用力吗
怎么感觉像压水井
勾股定理（doge）
我在看，但是我突然发现我一个字也没听进去
bomb
已经困了，谢谢老师
谢谢 已经困了
开始困了
专治失眠。。
师父别念了
文科生表示很淦
那再见啦再见
？？？
开始困了
我靠
是科里奥立力
很高已经开始犯困了
这下更精神了
我不配无聊
更睡不着了
zzzzzzz
有高中课堂的困意了
膝盖受损警告
省流：没炸
就能让膝盖磨损
在原理能造UFO吗？
《网友》
每个字都听得懂，连起来就不一定了
再见
这受力分析我直呼内行
开始困了
《看来》
就看到这里吧，再看就不礼貌了
我也以为炸了
《打发》
卧槽了
这么牛的吗
我不睡着你不停呗
省流：你听不懂
这么多朋友都看过我爱发明，哇
我服了
蒙远渔914
？
开始困了
知道勾股定理吧？对，和这个没关系
打水漂是吧
困了
已经睡着了
又回味了一遍高中物理课睡觉的感觉
我先睡了
M的，差1点睡着。
？？
炸！
这个不是我爱发明嘛，我记得特别清楚！
那是啥
逐渐听不懂…
太牛啦
《网友真的太无聊了》
卧槽，听懂了
明年高考物理预定
这个动作费膝盖啊
我爱发明
《后羿》（bushi
困了
电瑶嘲讽
6
好！
很好 瞌睡来了 我要睡觉了
这是什么水平的网友
噗哈哈哈哈
原来我是这么想的
？
很好已经开始困了
这流体力学是相当难的
看到直角了，勾股定理走起
其实是盖子没拧紧
我爱发明同龄人
文科生表示有点晕
万有引力！
开睡！
逐渐不对劲
在说什么？
毕业论文有了
胡说，他们在打飞船呢（doge）
这样啊
我去
然后发现瓶子裂了个缝
？？？？？？。。
有效治疗失眠
激波
a
wth
窝焯，真的会困
？？？
困了
困了
赞给你。我撤了
睡了睡了
这确实不无聊了
开始困了
很大的微小气泡
？？？
人真聪明
《网友》
我还以为突然炸了
？
什么网友啊？
我刚学了哈哈哈哈哈
我爱蛋糕
你打东方
我爱蛋糕
我真困了（哭）
听到这里真的困了，太好用了
好家伙我爱发明
牛逼啊woc
是隐形眼镜（确信）
是飞棍！我加了飞棍！
每个字都听清了，还是不懂
省流，沉了
省流，沉了
我能听，但我一点不懂
牛顿：我是睡着被苹果砸的，你睡不着也能发现点东西？
点赞划走
你这个年龄段你怎么睡得着的
光的波粒二象性
谢谢已经睡了
？
防空炮
我TM居然看完了
这个是说与气泡同理的
逐渐涉及到我不会的领域了
地转偏向力
？
？？
每日一个睡眠小技巧
谢谢，不失眠了，以后也不会了
电摇
妙啊！
沉得快
睡了睡了
认真看的已经在挠头了
手算？？？？？
睡吧
似懂非懂
芜湖  起飞
曲率
小飞棍来咯
《网友》
假装自己听懂
省流：没听懂
首先排除勾股定理
憋出一个屁
网友更无聊
？？？
诡计多端的大佬！
加塞
开始困了
开始困了
？？？？？
逐渐离谱
我真是谢谢你
理科生听起来毫无压力
我真是开了
省流：沉了
谢谢，已经困了
可恶 明明每个字我都认识
？？？？？？？
让我公式化研究，我也能睡着
草
困了
杯壁上流
我听得津津有味，就是反应过来的时候已经是早上了
懂了懂了
好了，已经睡着了
飞机机翼
妙啊
已经困了
他试图教会我
所以这杯密封不好呗？
别念了师傅别念了
曲率驱动
？？？？？
开始困了
又是激波
每次物理老师一讲完，我就完了
可恶手机砸脸上了
？？？
？
困了
湍流吧
我爱发明
我爱发明
流体力学
是激波(即答)
实际上很难续航的
我何德何能居然看这个视频！！！
《紧箍咒》
瓶盖有缝？
大家注意了，这是一个笑话。
？？？
欧亨利式结尾
马格努森效应？
明年物理高考题
？
碰到这道物理题直接放弃了
死去的流体力学开始攻击我
曲率运动
师傅，我困了
？？？
原来是这样
知道张力吗？我朋友
我困了.1—-—！+捏我婆婆说毋庸置疑这样？464+-
已经睡着了
失速速度
《打发无聊》
哈比
完了一个我理科生更清醒了
七大千禧难题是吧
这个网友是真的无聊
卧槽，这不比安眠药强
进度条
？
海底捞
我已经开始做梦了，你怎么才睡
看懂了！是欧姆定律
大家好，我是爱阴斯坦
师傅别念了！
没那么复杂，它只是不想碰壁
卧槽这是一般人能的想到的？
哈哈哈哈
哈哈哈哈哈
简单
应该是被压强弹过去的
斯托克斯方程
水滴的转弯方法！
有限元模拟来救你
这是有多无聊
曲率引擎的原理
还有谁
炒菜呢，看着看睡锅里了
阿巴阿巴阿巴
？？
开始困了
困了
《为打发无聊》
？？？
那些年小朋友最爱看的我爱发明
你在骗我睡觉吗
营销号：某地男子随手把水倒了过来，竟发生诡异现象。专家：这水不干净。
还行 我懂了
彳亍
遇事不决，量子力学
机翼？
《萌萌战队》
2000+
啊我困了
我一个文科生看这个干嘛啊
我想睡觉了
睡了睡了
所以这东西能干嘛
我居然看懂了
我今年12岁听懂了
牛逼的N-S方程
@毕导
一看时长。。。
？
催眠区up主
谢谢 睡的很香
听不懂
今天才学了翼形。。。
谢谢我也困了
有意思
ns方程
气泡动力学，很有精神
闲的蛋疼
？np？
？
boom
我这个文盲怎么会刷到这个？？？
有趣的很！
已经开始困了
很好，我也困了
这算上班摸鱼吗
睡得很安祥
ns方程是这么用的吗？
？
飞机原理
不错 很有意思
建议用飞机原理而不是气泡
我说我梦到过这玩意儿有人信吗
哦，很形象a
很好，我困了
谢谢安心睡觉了
再见
zzzz
秒困
听不懂，但是觉得很有道理
刚刚睡着了，发个弹幕继续睡
谢谢，已睡着。
这不是四分钟，是四十分钟的视频！
？忽然超纲
《萌萌战队》
你就是小明吧
哈哈哈
师傅别念了
懂了
？？？？
这个发明有点儿东西
哈哈哈哈哈哈哈哈
啥？
他画了，但是一直动态
我懂了，是钝角！
张合
?
《无聊》
妙哇
布 朗 运 动
明年高考考这个吧
紧急上浮
曲率引擎
谢谢，我已经困了
离谱
物理学到了
扫噶
卧槽
？
感谢，已睡着
省流:拧不动了
上升是靠前面黑色那块弹簧吗？
沉了，还以为真的能浮起来
？？？
？
早上，犯困，午安
就是容易变形呗
蒙远渔绷不住
黄色的那个弹幕，会断句吗？是曲率较小
因此？
这就是香蕉球的原理
好困
说人话......！就我能听得懂的
我居然在认真看
浪费一碗饭
朋友们晚安
猜到了
省流：杯子没炸
我一个最怕物理的人在这听什么呢
？？？？？？？？？
？
杯壁上流
？？？
！！？前面那个欧姆定律得够了啊！
很有可能，他的名字叫小明
师傅别念了
师傅你别念了！
杯子漏了
哈哈哈哈哈哈 都看过我爱发明
好家伙，失眠听你睡得快。
后羿：我招谁惹谁了？
实践：你觉得你能控制外界因素？
这不是新闻里的配音吗？困了
属于什么，这现象都能明白，但是这个物理定律理解不了。
死去的记忆开始攻击我
？
我去，真的有啊。
额，这还能睡着？
你怎么睡得着的？
这啥啊 我靠哈哈哈哈
醒了，他还在念
好漫长的四分钟
红细胞？！！
?
所以，我为什么要点进来
？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我儿子竟然很感兴趣！
死去的流体力学突然攻击我
啊？
小时候拿输液瓶倒进热水暖手就喜欢这么玩
这个解说好像知了
就一个问题，你怎么浮在水面上？
不难理解啊
力作用啊
老师教的变成了考试考的
明年高考不会考上吧
这个现象我见过诶
我爱发明
安然入睡
高中物理来了
妙啊
明白了
hhhh
我就知道是张力搞的鬼，他小学时就调皮得很
嘴就没合上过
我听懂了，大学力学
阅读理解满分啊6666
突然好困
省流：晚安，玛卡巴卡。
防空炮
光看图了，说啥话没听懂
NS方程，恐怖的存在
看懂了
我有大胆想法
我为什么会刷到这个视频
我也困了
？
这几个字我都写不出来
睡着了
谢谢，已经开始打哈欠了。
初中生认真的点了个收藏
牛啊
？
jaisegdgdx
他不是失明了 吗 ？？？？
程序跑起来了
曲率引擎
这不就是受力分析嘛，有啥听不懂的，顶多是分析不出来
刚睡醒，再见我下午还有课，不能再睡了
pp
收藏一下，睡不着的时候看
问题全出在气泡生成的大小上小气泡压力比较均衡只能变成圆形上升不容易改变方向，大气泡内压较小容易形变成上平下弧的形状在上行时弧面流速更快方向偏向弧形。
师父别念了
？？？？？？？？？？
。。。。。。。。。。。。。
你在说神魔
困了，滑走
治好了我十年老失眠
《网友》
《网友》
你说的这个网友，是不是你自己
萌师傅，别念了别念了
都快睡
文科生已经懵了
？？？？？
压梨茶
睡觉
受力分析
报告！他们上课打瞌睡！
后羿
ufo!
有没有激波
很好，今晚失眠就靠你了。
好喜欢这种视频
我去，牛啊
这都看不懂回去种地吧
加速度是多少
我一个初中毕业的他妈竟然听完了
已经睡了一分钟，说到哪了？
？？？
？？？这尼玛是一般人的无聊？
《上课》
存一下这个视频治疗失眠
流体力学啊
知道定语从句吧，和这个没关系
谢谢水瓶
我不知道为啥宁愿继续听都不愿意划走
再加一个四杆机构把就直接自行车了
好吧，我醒了
《憋出》
飞碟原理吗
简称要来力
突然困了
过热了。。。
困死了
你们睡得着
这个网友是毕导吧
所以飞碟这么快是有原因的
亚托克斯（幻听）
2个小时了，我刚醒发现手机电满了
不是营销号
你想看这个倒一杯汽水不就行了
结论:杯子装热水后倒扣可以只看失眠
正在看液体粘性，我怀疑手机在监视我
？
睡醒了（）
水滴!!!
瞌睡来了
师父别念了
《无聊的网友》
这不是很简单嘛
这不是手工耿的僵尸自行车吗？
mad居然听懂了
谢谢你治好了我的失眠
那么多收藏是为了晚上失眠的时候看的吗？
啥玩意 不就大学作业嘛
晚安玛卡巴
地转偏向力
？
圆锥曲线
wc，细！
为什么文科生会刷到这个
这个高考是终点
啊对对对
省流:我爱发明之航行半分钟，打捞十分钟
6
文科生表示有点难受
拜拜了您嘞哈哈
我懂了， 我先去睡觉了。
省流：合力
就很怪
我懂了！
肺泡表面活性物质
酱紫失速？
伯努利啊
CPU过载
啥啥啥？
“网友”
啥啥啥，这是啥？
好了好了好了，下节课再听吧..
困了，撤了
草
你猜猜牛顿会怎么想
？？？？？*
开始困了
再见
啊！懂了
收藏了晚上失眠看
曲率引擎！是曲率引擎
我在梦游
曳光弹
怎么开始不说人话了？
然后再也没有醒来。。。。。
受力分析
我懂了(￣∀￣)
不下蹲就顿顿顿
好困……
一句话都看不懂但是还是觉得很厉害
？《因此》
曲率引擎，飞出太阳系
收藏！失眠打开听
？
你甚至把它做出来了
谢谢，打了个霍害，已经开始困了
阿巴阿巴阿巴
懂了
不就是流体力学吗
太他妈缺德了
我睡着了
差点就听睡着了……卧槽太管用了
马上把他转发给我的物理老师 问问靠谱吗 
有网友（1/1）
这孩子他爸好牛啊
漏气角度不同
cosa
逐渐听不懂
晚安(安详)
新闻联播？
根本听不懂
前进4！
旋转
N-S公式！
我一直都在期待反转
我爱发明
书上讲的VS考试考的
省流:睡着了
我媳妇成功睡着了
妙啊
？？？
应该是没算出来
攻击物是水滴！
好
本来不困，看弹幕困了
扭扭车都感觉很神奇
今日激波
激波！激波！孩子们快跑啊！
给我儿子准备，儿子你要好好学啊
曲率驱动
离谱？
网友：谢谢你
说曲率引擎的也就是一些只看过三体的无知的人了
踩累了就当场水葬了
云水摇
有点意思
真困了
我已经困了
因为在瓶口进气太多有没有分离，气泡持续被拉扯挤压才变成椭圆
这东西的唯一缺点是不能听
终结  瓶盖没盖好
不学数理化到处是神话。
收藏~等失眠的时候看
呼呼呼
我先睡了家人们
？？？这是一个原理？？？？？？？
NS方程——七大千禧年数学问题
已经开始无聊了
我小学的时候常玩
？？？？？？？
嘴 逐 渐 张 大
好！睡觉！
头痛
最后目瞪口呆（还真有？？？）
安然是谁？
后羿表示我不想出肉！
？？？？
？？？！
是量子！
卧槽
？
赶紧保存，晚上失眠的时候在看
哈哈哈哈哈哈
我在干什么？
我是谁
评论开始变少了，可能都睡着了吧
胡说，他们在打飞船呢（doge）
？？？
麻了
啥
？
？？？
我连失眠的资格都没有
这是多无聊啊，我可以看一天！
理论没问题，实际的证据一个没有安排
23:34，很好，打了个哈欠……
navier-stock，流体力学好烦。
激波
谢谢已经睡着了
后羿（雾）
这项目我王多鱼投了
我居然听懂了，我哭死
《 我 爱 发 明 》
我c居然快看完了！
困了，晚安
？？？？？
安然进入梦乡
？？？
省流：置杯焉则“觉”
好像懂了，又好像没懂
激波
唔西迪西
低配歼20
告辞
流体力学，ns方程哈哈哈
？
百公里一头猪
？
我听你一通说，啥也没听懂
900＋
我飘了，我竟然看到这了
这个不会直接沉下去
机械生震惊
妈呀，都说的个啥呀
没用的知识又增加了
路过历史生听的津津有味
好困啊！
哈哈哈哈哈哈哈哈
真正睡着是不会发弹幕
妙啊
谢谢已经很困了
失眠刷到了，谢谢你
我刚才差点睡着了
电瑶
差点睡着了，你这视频真催眠
好的，我不配失眠
好好听课！没听清就乱说↑
我咋不困了呢
感谢我能睡着了
刚刚看完必须投币，让更多人痛苦面具
哈哈哈哈
原来如此
梦乡是关键，哈哈哈
我是出了名的快
地球偏转力（确信）
后裔
有道理
我爱发明，刚好看过
虽然不懂，但是大受震撼
神奇的网友
机翼这个还是学过的
激波 是 激波
靠真的打了个哈欠。。可是我才刚起床啊
空洞大佬
卡门涡街？？？
确实困了。
说的什么啊
?嘛玩意
是个p曲率驱动 前面的新学个词就拿来用？
大家好，这是语文课吗
我刚提的新车(幻视)
受力分析，开始困了，谢谢
绕流
但是我才刚睡醒诶
笑死了
不要啊，我刚醒啊啊啊
盲猜激波
压力差
艾玛 感觉比经文还难懂 但是我还是看了
好困
激波
懂了，但又似乎没懂。
？？？
原来如此
已经困了
负反馈
懂了，勾股定理
懂了，勾股定理
原来如此，所以答案是钝角对吧？
地转偏向力（狗头）
我现在还不想睡，所以等会儿再看这个视频
飞机机翼吗
？
？
安然:我都看困了
机翼
我爱发明？？
婴儿般的睡眠
伯努利方程！流速大壓強小
晚安玛卡巴卡
有没有可能这是静不稳定布局
阿巴阿巴
认真听啊！表面曲率较小！这么能断章吗？
困了困了
？？？？？？？
你们听懂了嘛，
这就是飞碟的原理吗
