卧槽第一个
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这么多up主找的吐槽点居然还能不重
但凡张翰多读点书也不至于没素质成这样
哈哈哈哈哈哈哈哈哈哈
心疼王晓晨
刘大锤我熟啊
我的天
比如比哪个更油
哈哈哈哈哈这个把鸡蛋仔模型给小孩我真的笑了
拳头攥紧了
现在中真有这种男的，如果这是纪录片肯定是高分
和爽子真的好配
？？？这是在干嘛？？？
辛苦了
麦艾斯麦艾斯
靠尼玛谱
手摸哪呢  
报工伤吧
怕是连自己是怎么生出来的都不知道
辛苦了hhhhh
哈哈哈哈哈哈哈哈
鹿人辛苦了
救命
不要放原片！！！！
?????????
经超你就这么缺钱是吗
"""烂你都看完了"""
？？？？？？
你怎么能看到四十集！
鸡蛋仔演挺好
心疼实习生
?????
西八区的西八们
芜湖，好烫好烫
？？？？离了个大谱
卧槽，四十集
哈哈哈哈哈哈哈哈哈
笑死
看着感觉很不适 
投币给工伤
？？？？？？6
up这段都比剧里面台词好
这鸡蛋仔假的吧 完美过头了吧
？？？
学微操是吧
。。。6
啧啧啧
手摸哪呢
卧槽！币给了，补补身子
给您两个币，表示慰问
这不是我写论文的操作吗
经超啊经超啊你为什么要去演这部剧啊啊啊
西八区的东西们
control+c
别放原片啊
雪花是cg吗
我的眼睛啊啊啊啊救命
笑死了
这普通人会这么活吗
这什么鬼台词
。。。。。。
wocao
查询二号机现在的精神状况？你居然看完了
看到你这么认真分析都觉得…太抬举它了！
流量这个概念就是抄的棒子，流量再去抄韩剧奇怪吗
？？？？？？
《西八区的八嘎们》
？？？？？？？
张翰似乎喜欢看韩剧，他不是拍了不少中韩合作的剧吗？不过都播不出来
？？？？
哈哈哈哈，汉(瀚)化
呃呃
果然啊，还是在大学里修完编剧再回来吧……啊嘞，他大学不是编剧专业的？！
脑袋里没有二斤地沟油都想不出这剧情
你们咋不死
工伤啊
哈哈哈哈哈
……
动资本蛋糕？这个词乱用，张汉本身就是资本啊，谁tm闲着没事干花钱黑他？反倒是他自己花了不少钱买好评吧
麻德
不惨啊羊了个羊没多干净
吐了
我看这位先生他离塌房不远了，之前看到有人说他已经是塌了
谁是他对家
张翰你真牛
哒塞~
普通人
我靠，爽子
冷酷的铁……
太勇了，看了四十集
哈哈哈哈
冷酷的铁真的很好笑
国足：有被冒犯到，谢谢
《男人》
笑了
怎么没有零星呢！我真的生气了！
?
？？？？？？
？？？？？？
这是什么鬼电视剧啊！！
给他打2点几分都委屈这剧了，这部剧就不配打分
我tm，请伊兹直接给他零二大爆炸，请神代玲花直接给他超狼烟雾虫，请小樱夏木花直接混合双打！
不，是『痴汉』的『汉』
喜欢看这部剧的全tm是同类人吧
这几个人除了张瀚演这剧之前还都挺有好感的 现在….
最低分二分它居然得不了  它得花多少钱找多少水军  
到底是谁在喜欢他？？？
都是他本人買的粉吧？無法想象他還有真粉
？？？？
工伤实锤
就这一句我就知道你工伤了，投币哈投币
我去哈哈哈哈哈哈哈哈联系上了居然
1.2万人好家伙
哈哈哈哈
？？？？？？？？
？？？？？？？？？
他们好像觉得自己很幽默
？？？这仨是怎么凑到一句话的
！！！！我就说感觉怎么这么熟
这个就很critical strike……我是说对剧里评价的那种
西八区的东西们
……
四十集…你怎么看得下去的
牛啊，这都忍得住看下去？
鲁滴不滴倒颠（流汗黄豆）
看完四十集，怎么也算个工伤吧
纯鹿人
养了个羊也不是啥好东西
我一个男的看着就感觉恶心
好家伙，四十集
你有地方可以验验工伤么？心疼你！摸摸！
别放原片啊
1.2万人
啊啊啊啊啊啊啊！等到了，哈尼
我眼里怎么全是那个表情包。内容是什么根本不关心
怎么不开家炸串店呢，都不用买油了
小手邦咸
工伤
够长了
有深度：冷酷的铁
有话好好说别放原片
《枪口左移5cm》
40集…是个狠人
别放原片了T_T
《东八区的西八们》
？？？？？？？？？？？？？？？？？？？
《画龙点睛》
张翰不是油了是jian，我去他｜大爷｜的
别放原片啊啊啊啊啊啊啊啊
微操
鹿人公伤
明珠姐姐啊
这个，很写实，哈哈哈哈哈
哈哈哈哈
和爽一样抠啊
西八们
鹿鹿辛苦！！！！！！
高达
我白眼都翻到天上去了……
什么不好学，学西八小偷国的抄袭碰瓷
是得多揭不开锅了才来接这个剧啊
我的天，他的手。。。。
《西八区的东西们》
这水军真敬业
哈哈哈哈哈哈
？？？
"my ass,myass"
看完了40集！！！
噗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
鹿人看完了40集，是个狼灭
别这样，自己人
画蛇添足
硬核狠人
再来个2.0就能倒数了（
路温友情出演
respect
Oh!My eyes
然而，看这个剧的，帮着维护的，都是女性，够讽刺！！
说少了
40集？给大佬跪下了
？？？
他怎么还有粉丝啊？是家里不给她饭吃缺油水吗？
看截图我都想给一打逼兜子
？
你真勇
救命
你这样我就看不下去啦
刚好隔了十年耶
小孩甚至不能吃真鸡蛋仔
爽子
《终于等到你！你居然看了40集》
傻缺玩意儿
你觉得你很幽默？
？
？乐
。。。。。。
《西八区的东西们》
这是他自己小号写得吧
师夷长技以制夷
他们站在宇宙的正中心
贾浅浅的诗词都比你俩接地气
？？？？？？？？
经超真的...为啥要接这个剧，去刷覆流年洗洗眼
看剧第一眼就觉得了
my eyes!!!
对上了对上了
哈哈哈哈哈哈哈哈哈哈哈哈我哭死
蜜桃？
别人不发火，就把别人当爽子啊，我真的生气了
冷库的铁
哈哈哈哈哈哈哈哈哈哈哈哈
？？？？？
？？？
我看他就是个douche bag
小吵闹！
吕子乔既视感
哈哈哈哈哈哈哈冷酷的铁
制作师傅：嗯嗯嗯 你说
华北油田受伤严重
剪辑里没看过这个片段，又被ex一次
特么的不许说脏话！
这有女的会去就有鬼了
6
？？？？？？？？？
？？？？？？
？？？？？？
？？？？？？？？？？
！？？
不要呀
your eyes your eyes
打拳的呢，救一下呀（恼）
？？？吐了
oh my eyes 
勇！！！
不来月经你是石头里蹦出来的？
好厉害居然看了四十集
除了别提钱之外基本合理
卧龙凤雏
哈哈哈就这，还不够悬浮么？
太狠了
？？是不是没母亲？家里没女性啊？？
工伤
勇者
刚才就想说了，这手都糊到熊上了女演员怎么没有扇他。。。。。
为什么 连吐槽我都看不下去
？？
精神损失费两个币务必收下
国产剧很早就抄韩剧了
woc？？
女人 ……是……动物？？？
它自己不就是资本吗？
西八区的八嘎们
有点东西啊，居然能看完
张翰还不死？
董明珠怎么在这哈哈哈
我靠
啊？他自己不就是资本吗
好嘞，翰哥
甚至都是粉色衣服
40集啊
《今年最佳》
国足被黑得最惨的一次
工伤，给你两个币回血！！！
画啥点啥？
眼睛还在吗
经超我求求你睁大双眼不要浪费自身的好演技！你老婆不是帮你挑剧本呢吗？怎么这样
张翰是不是有恋母情结
西八区的咬西们
啊这。。。。。。。。。。。。。。。。。。。。
太惨了和他工作的人
爽 还是四个X
这破剧为什么能拍40集！
？？？？？张翰你食不食油饼啊
《八嘎区的东西们》
剪辑大哥，精神和肉体的双重折磨
哈哈哈哈哈哈鸭子行为
鹿人太惨了
？？？？？？？？？
你不要放出来啊
既（已经）视感…………即（即将）（小声
这手的位置可太巧妙了
辛苦了
自己人自己人不要放原片
说蛮真实的是没有生活经验吗
女人至死是少年的话，会被骂成“做精”给骂死的
？？？脑子有那个大病
草
还没有看up主吐槽有意思
张翰？唯一的印象就是那张眼睛图
？？？？
报看
是在一个下雨的夜晚被铁锹拍了咩？
要吐了
隔壁有个up已经二刷了
还好没几个人看，三观不正
《西八区的畜牲们》
真正的meng shi
属于工伤了吧鹿人
经超是有多困难来演这种剧
强行押韵
东八区的西八们
疯了看这么多集
不要原片不要原片，说多少次了！
女人不流血你甚至没有来到这个世界的机会哦，请知悉
我感觉鹰酱马上要来把他带走了
西八区的东西们
好尴尬
人民网：？？？？
翰化
狠人一个
？？？？？？？？？？
?
鸭子上身了哈哈哈哈哈哈
为啥能上星
《冷库的铁》
？？？？
《萎耷》
忍住别笑
你不是男人
翻译：抄袭
救命，help，help
对 我一直觉得很像
我强烈呼吁大家看看吐槽就行了不要去给原片增加播放量了
对对对，终于有人注意到这一点了，设定一毛一样
长的是真像哈哈哈哈哈
投币给up治眼睛！！！！
阅读107
对对对对对 想拍人家那种结果搞得稀烂
能不能别再污名化“孩子”和“少年”这些美好词汇了？
冷酷的铁
？
因为他们就只懂这些颜色梗
我去了这都啥啊
？
为什么没有零分，我真的生气了！
怎么没有0星
熟，太熟了
？？？没事吧
。。。。
有深度。。。睿智看泡粑粑都是有深度的
哇哦 算工伤
我超，真像啊
40集！太勇了
保护UP！
不懂装懂
我靠，这部分你没拍戏虫上去了是吧
张翰：老子花了4年打磨剧本，信不信我把你挂车上拖行摩擦4年？？？？？？？
?????????????
还有抄袭的事啊！？
好恶哇
？？？
狼灭
韩剧那个超好看！
9000+
女人们忙着搞事业，没功夫看你们，谢谢
太惨了
但效果真的是天差地别啊哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
这句台词到底是什么意思啊救命
冷库的铁
我说实话我一个快三十的人都震惊了
都忘了还有这片子可复刻了
哈哈哈哈哈哈哈哈哈哈哈哈哈
给小朋友的还是道具
不要放原片啊，我的眼睛！！！
麦艾斯麦艾斯
就是水平有限  摔的动作都太刻意 又拉又扯的
好嘞，翰哥
这手已经不干净到红温警告了吧
我身边就有这种以为开黄段子就很帅的人
这病不用去医院了，直接拉车去殡仪馆吧。
哈哈哈哈哈哈哈哈麦哎嘶
哈哈哈哈哈哈哈哈哈哈哈冷酷的铁
这是开鸭店还是蛋糕店
女主真的是在靠信念感演
忍不了了 别来沾边葡萄成熟时求求了
《西八区的东西们》
看着吐槽也觉得油的程度（痛苦面具）
可怜的女主。。。
你怎么能这么说呢？他非常非常用心了，只是他实力不行而已。
你还是那么喜欢找线索
《西八区的东西们》
工伤，必须报工伤
？？？？？
。。。
纯属有冰
我甚至没有在现实中见过这样的男的
求你不要放原片，我还要我的手机
四个大老爷们开个一个甜品店 真有出息了
他还有对家？谁啊金龙鱼吗
明显引导男女对立
握草
因为他就是个爹味油男
这是在说什么…
绝望的文盲哈哈哈
原来写实风格这儿啊
好爽
挺好的小伙子为什么虐待自己
说得好！！！
工伤啊
一群泰迪
有没有可能他已经尽力了？
《绅》里面三观正，4个男的都有成长，
哦耶今天满40周岁
竟然看完了，他真的，我哭死
李玉你在干什么啊李玉！！！！
孩子？我去什么孩子？
所以知道现在为啥那么多二极管了吧？
真的假的
？？？？？？？？
阉人必须活出阉人的样子
？？？？？？？？？？？
既看不起女人又绑架了男人
6666
我去，雷区蹦迪
苦了二号机了
本来只是部烂剧，看到这方面我只想说这是部shi
张翰:看我用尽全力让我的努力看起来毫不费力
鹿人受苦了，这不整出工伤来啊！
？？？？？？？
真勇士
《真实》《有深度》
四十岁的人了还这么幼稚
过家家吗………
你狠
哈哈哈哈
↑别侮辱大庆啊救命
对经超也粉转黑了，能接这样的本本身素质也不高吧
吐了
西八区的八嘎们
卧槽四十集，三连给你安慰一下
有部电影叫香蕉成熟时。。。。
是 油田四佬
你看完了
所以说最低只能打2分？只要有一个给多了就是2.1了？
啊对对对
铁：行行行你最热情
我tm
食不食油饼
我尼玛
画虫戳眼差不多
看得出张翰胸中没什么内涵，见识粗浅
哈哈哈哈哈哈哈
西八区的油物们
说得好！！！
哈哈哈哈 钢铁怎么冷酷？
卧槽
这个模型我真的绷不住了
西八区的东西们
一直没明白这句到底啥意思
别折磨虎几写的歌了，求你
我也不明白
？？？
画龙点睛到2.1
画蛇添足谢谢
伟大个P
刘老师地位不保
一首母系社会送给三观不正行为不端的张汉
他想抄袭 但是无奈水平太低自我感觉太高 所以问题不大
呃呃
哇靠
救命啊啊啊啊啊啊
眼睛已经瞎了
？？？？
就你这吃软饭的也配说这个台词？？
听懂掌声
救命
这次一定，辛苦你了
石油学子表示很淦
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
9000+的朋友们好呀
....离了个大谱
辛苦了
啊这，好ex啊
《是快40的宝宝怎么了》
资本是块砖
受苦了鹿人
bie（四声）说了
我以为你看了四遍，那就重伤了
不愧是你
？真情实感的吗，我真的不理解
工伤啊QAQ
竟然没零分
剪辑小哥太帅了
拿的模型给孩子吃啊
原片不要啊
？
跟贾浅浅有的一拼
说实话动了资本的蛋糕也不妨碍他是烂剧啊
我的母语是无语
这句话什么意思？是有黄色含义吗？
这部剧烂到令人发指，但是讨论度这么高，剧方还不是赚疯了
想要三连直接说，别放原片
好家伙！工伤啊！
啊啊啊，我的眼睛
勇士
终于有人说了！我一开始就觉得是想翻拍这部剧！只不过他写不出人家的剧本，也没有人家的演技！
？
那是扣了吧
？？？？？？？？
？？？
辛苦你了
天……他那手
？？？他在干什么
鸡蛋仔也不贵啊，一个最多不超过二十
？？？？？
哈哈哈哈哈哈哈哈
工伤工伤
萎瘩
工伤了属于是
。。。。。。。。。
哈哈哈哈哈哈
强行装逼最为致命
这部剧的女主是欠张翰多少钱才接下来的 真惨
东（勾）区的先生们（幻听doge）
拿下流当有趣
《今年最佳》怕不是要笑死我
这是抄袭啊这
卧槽……
经超你以后可不可接点好剧，反派也可以啊
？？？？
下雨的夜，冷酷的铁，太有深度了……哈哈哈
？？？？？？？？？？
机枪左移五米
封杀了他吧   受不了了
40集？！难为你了阿鹿仔
我申请打负分
名场面打卡，矛盾文学奖没汉子我不看，哈哈
别放原片啊
放过我自己可好
？？？？？？？
这么ex
这都能看到大结局，为了评剧眼睛受了不少苦吧，吹吹
？？？？
"My ass, My ass"
灵异小说你是不是能写好
女主：今晚的雨，我接戏时脑子进的水
是shirt
你怎么打分的，我真的生气了！
牛逼
郑爽！！？
好家伙 四十集看完
这些男配为什么会接这部戏，看完剧本完全没有主观思考吗
我家油田的 淦
真的没眼看
原声大碟（
救命
救命，你是怎么能把它看完的
？？？
狠人
弹幕没人吗
拿了个模型给小朋友…
《画龙点睛》
我以为这句是UP加的旁白2333
没有cp只有pc
这个是杉杉来了的妹妹？
终于终于有up注意到这个点了
你有发现这些吗？我没有，我只关心我自己
为了讨好观众呗
辛苦你了
《My Ass》
头皮发麻
因为他们是韭菜啊，
这个手放哪呢？！
冲这个给三连了
像，很像啊
《撕掉好冷霸道总裁的标签》
西八区的东西们不是更好？
西八区
比如去打苦工
哈哈哈
真的是可怜我们王晓晨了
？
真的有女生去那种店嘛？
别的剧至少这些细节还是做得很真实的
工伤
王晓晨严重工伤啊
这不是小学作文吗？
？？？？？？？
纪录片了属于是
你真的，我哭死
工伤认定，我看剪辑都看不下去
这里落睫毛上，剧里真的落了，我服了真的这真的工伤
恶到家了
拍戏的时候揩油
那我当女人算了
wsn的天花板
西八区的东西们
40集？！这是要上天啊
还有小孩子不怕教坏吗
40集呀，妈耶
《画龙点睛》
张翰的眼睛
卧槽这个手搁哪放呐？
grandmother
这女演员能哭出来真是太敬业了 我泪目
？？？？呃呃
血压爆表了
这部片别给眼神，黑红也是红啊
导演：要不你来当导演？
对！
说得好！！！！！
这部剧是在反讽吗？
是个狠人啊
啊？这么烂还是抄的啊
四十集！你辛苦了！
哈哈哈哈哈
这手是啥？？？
hei，tui——它也配叫“老百姓”？
这玩意居然有40集？！
为工伤投币
？？？？
摸的这一下不是故意的我真的不相信·····
讲究
越审越差，努力努力白努力
有啥用呀这？？？
掩盖不了烂片事实
无语，但凡让那个替身拍戏我就去看
铁:……
？？？？？？？？？？？？？？？？？
少了一次
“画龙点睛”
经超别再接这种剧啦！！！！！
王晓晨和张翰在谈恋爱吗  要不怎么忍受的了啊
四十集，太强了吧
辛苦了，给你投币
他真的好严谨 我哭死
？？已经让我生理不适了
哈哈哈哈哈哈哈哈哈哈或.
好歹贡献了一个经典语录哈哈哈
？？？？？？
还让女人看看，笑死
？？？？？？？？？？？
西八区的八嘎们！
他纯粹闲的没事干吧，还审片，装杯还差不多
女人呀！找这四个货，你是图什么？
我也是这个感觉！
对对对 净懂抄韩剧 连张东健十分之一的帅气都没有就开始演霸总了
别来沾边！不想看！！！
说如果是纪录片一定是高分的别走
望周知，没有什么是必须的。。。。。。
不流血能有你？自己哪出来的都忘啦？
这个手？？？？？
凌云彻，李玉 你们在这里干什么啊啊啊！！！！
十年前的梗都要抄 过时了好吗
哈哈哈哈期待下一个能超越这部剧的剧
现实中男人群体还真是这样
麦艾斯
????My eyes
我们一次谈起这个剧，有个舍友真的嘴瓢说成了东八区的西八们
西八区的东西们
工伤了属于是
这个请个前端程序员做个假的也不难啊
冷酷的铁 酷酷的滕
哈哈哈哈
他真我哭
别放原片求求你！！！！(惨叫)
哈哈哈哈哈哈哈哈
是个狼人
女主角好惨
其中有友军吗
！？？？？？？
郑爽19画
我知道谁是真“汉子”，不就张汉嘛，拖行交警嘛
啥都不会还搁这装呢
这里真的蚌埠住
张翰原名张汉，肇事逃逸后改名的
冷知识：张翰前任郑爽
但是，现实中确实有这样的男人啊
自己人  不要放原片
你好牛
哈哈哈哈哈哈哈哈哈哈哈哈哈
对！！！！！我一下就发现了！！！！！
这就是现在的娱乐圈，演员都不听导演的话，你拍的好剧才怪
致敬
挺真实
后期小哥好惨啊
张翰这个nbcs的糊咖哪有对家啊，梦里的对家
短视频玩多了
好家伙1.7万观看
蛋糕也要下三路
2小时！
深度？？？
哈哈哈哈感动了家人们
？？？？？？？？、
给你点赞！！！
这是那部剧？
加起来就满分了不是？哈哈哈哈哈
有没有可能制作已经花了全部心思，只不过.......
笑死了
有钱一起赚，告诉我发哪里呀
画龙点睛？画蛇添足！
没十年血栓 真还写不出这剧本
工伤！
为什么要接这部剧
这真的不是爽子吗
西八东西
模型？？
你是个勇士。居然看完了。Salute!
封月你糊涂啊
细节控！
为什么同情经超啊，他是出品人啊，姐妹们！
这不是模型吗
确实毫无关系，因为西八们太拉了（doge）
工伤啊
竟然还有粉丝
脑缠
少年：别来沾边！！！
哈哈哈哈哈
«男人»«伟大»放在这剧里就是搞笑
哈哈哈哈
蚌埠住了
隔空索敌。
哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈哈
搞得人家审片导演在边上玩手机。专业的事情请交给专业的人!
好了好了下一个塌房明星找到了，没想到这么快，越来越开始原型暴露了是吧
滴水之恩当涌泉之恨（doge）
难道没有负五星？可惜了，他起码值负10星
哈哈哈哈哈
你用手指划着数笔画的样子真的很狼狈（doge）
张翰的手？？？
没事吧？
工伤了，一键三连为敬
无语了
盲猜说这话的大部分是男的
。。。。我要吐了
虽然但是 生活中这种男的真不少
跟爽子分了可惜了，简直是世界上的另一个ta
我当时就想说是不是抄的
？？
eyes无啦
？？？？
第一次知道他有40集，我以为就一个网剧的时间……
西八区的东西门
哈哈哈哈哈
？？？
不如撕破伤口
↑这才是正常男性
绝望的文盲，哈哈哈哈哈哈哈
但凡p个图
西八区的东西们
孩子：我帮你挂个眼科的号？？
潜台词：我知道我没本事但我要证明我很有本事
这已经不是导演的锅了？是编剧？
男的看了都气死了
我不叫喂，哼！
？
《老炮》那俩，不都进去了？
哈哈哈哈哈哈哈哈哈小朋友吃模型吧
有话好好说啊，放原片就过分了呀
这个手 尼玛
等等，我去给个差评
？喂，，，
他不会觉得他很幽默吧
萎哒
东八区的西八们
《西八区的东西们》
张翰你上大号说话
别放原片 我就能坚持下去
他拍的很真实啊，年轻男性这样很正常
水军:不能，至少要看五遍以上啊（doge）
个屁
。。。。
绝望的文盲，太对了
这个我没看别的up说过！
我为什么越看越像嘎子啊
肮脏！
梦回九个烂doge
真正的勇士
要吐了
看东八区的先生看出的工伤给三代鹿人个三连吧，大哥大嫂给个三连吧
“画龙点睛”
40集！工伤了，请问还好吗？
为啥有女的看你们
他真的我哭死
话聋颠精
用所谓的《幽默感》创业？
第4000条弹幕来啦
可能他自己觉得很正常 不是正常人脑回路
哈哈哈
iPad场景那个抄的老友记，扯内衣带那个抄的李钟硕的剧
别放原片啊啊真的求求了啊啊啊
雷东宝怎么也在
你干嘛~~~？
吐了
可憐這些實習生浪費寶貴的時間在這裡了
油饼吧张翰
讲个笑话，看东部区是工伤
哈哈哈哈哈哈哈
男公关吧这无语=_=
典型大男子主义啊
反复鞭尸
现实中有那他这也不是啥严肃题材啊
菀菀类爽
当他的剪辑上辈子作孽了吧
女主为了火也是牺牲了挺多的
妈呀，我干嘛要选择饭点看这个
FF14
幻想是吧，一点都不现实
我去
这话愣是前几年也没听过啊
《动了B站鬼畜区素材的蛋糕还差不多》
动物。。。。。。。。。。。。
如此侮辱
这确定不是在抹黑男性，还是说男的大都这样
羊了个羊:跟我有啥关系
《动了B站鬼畜区素材的蛋糕还差不多》
但凡办过营业执照的都清楚，店名不是你想叫啥就能叫的
？？？？
投两个币给up疗伤
为什么他有粉丝呀，不理解
哈哈哈哈哈哈哈哈嗝嗝嗝哈哈哈
啊你不要放出来啊
居然看完了40集
能评负分我一定评
鹿人好勇，40集
求你了别放原片
好家伙，狠人啊
说实话这些挺真实的
好厉害，鹿人居然看完了
看完40集哈哈哈哈哈你还好吗
给你两个圆圆的小东西，算是慰问一下
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
张翰拍这部剧该不会是为了正大光明对女演员动手动脚吧
他不会觉得自己很幽默吧
？？？？
真够俗的
如果我是这边的大学生，我肯定不会去全是男人开的店
这话可以说，但这是什么表情
捏么
我一如既往爱你的严谨
我还是投两个币吧，up受的神攻击的太狠了
我了个狗叼
哈哈哈哈哈哈哈哈哈哈哈哈
？？？？？？？？？？、
？？？？
《好勒，瀚哥》
梦回鸭子
工伤了属于是
？？？？
这都能卷
强！
别侮辱男人这个性别啊我去
西八区的西八们
草看的我火大
冷酷的铁他妈笑死我了
《东八区的阿西吧们》
好厉害，居然看完了，值得一个币
对感到好不尊重女性
冷酷的铁，噗
讲就讲，别放原片
导演好卑微
东八抄西八……
爽子不疯谁疯
心疼女主
咱能不能也给好剧一些流量
凌云彻李玉糊涂啊
哈哈哈哈哈哈哈哈哈笑死我了
确实很现实的梗
？？？？？？？
救命
很无语
签总进去之前，每次黑料都说动了谁的蛋糕
不能再烂的剧了
？？？？？？
为什么连配角都可以这么油啊啊啊啊啊
……
为什么必须有颗星
感觉像是衬托男性存在的
鹿人工伤
西八区的东西们
？？？？？？？？？？？？？？
哈哈哈哈菲比降临
哈哈哈哈哈哈哈
伪 萎 猥  大
又是快餐模式
其他三个都尴尬了
怎么没有负分啊！！！！（恼）
画 蛇 添 足
张翰这部剧真的养活不上up主
保护
无语了，无语了无语了无语了
？闭嘴！
强推韩版！感情线真的很清晰，剧情除了孩子那段都挺好的
一号机看到了39.9集，挂机了
工伤啊
哈哈哈哈哈哈
无语了无语了无语了无语了无语了无语了
不要放原片啊啊啊啊啊
2022了还在电视剧搞男人女人对立那套
一口饭差点喷出来
屏幕前的你不需要数笔画
华妃：那就再点一出薛丁山征西八
要吐了
Excuse me ¿
救命啊，为什么要放原片？
中专台词
纪录片
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
首先，编剧是张翰
求求了，别放原片呀！！！。。
救命烂到看不出抄了
别放原片啊！
高中语文老师狂喜
................
哈哈哈哈哈哈哈哈哈
？？？？？？
王小米·你要是被···呃··就眨眨眼··
？？？？凭什么啊
？？？？
。。。。。。。。。。。。。。。。。。
真像啊，你是真的忘不了她
今天看到一条评论：他们对月经有天生的恐惧 因为他们曾经差点变成经血​
太狠了
tui
有没有一种可能：这些都是水军？
工伤
卧槽好猛啊居然看完40集了
那是经超，别认错人了
飘散在空中的发丝
靠，无语死了
卖尬是吧
那个东八区西八我是没想到的
改变公司
他还只是个孩子啊！他有什么错?！
这句话他根本不懂
语文水平太差了吧
？？？？？？？？？
哈哈
重伤
我看吐槽的视频我都忍不住想叉出去
剪头发吗？一缕缕的发丝
他真的，我哭死，快去找她
这TM说的是人话?
稀巴区的冬瓜们
我真的要吐了
LGBTQIAPKTX+狂怒<doge>
画蛇添足
居然看了40集！
严谨 活泼
救命
？？？你好 蛋糕是用来吃的
看了40集 厉害了 必须投币
他不会觉得自己很专业吧
娱乐圈，hgw，屑
蛇挤币啊！
涌 泉 之 恨 ！
哈哈哈哈哈哈哈哈哈哈
？？？？？？
《伟大》
