这首歌真的喜欢
心墙和下一个天亮  真的是回忆啊
这歌废酒啊
啊啊啊啊
一秒穿越
这他么就10年了……
一直以为是斯琴高娃哈哈哈
啊哈
福茂唱片的
郑秀妍！郑秀妍！
苏泼个儿
当时为仙剑三所惊艳，现在一晃都已经十年了啊
沒聽過
太经典啊
太经典
雨神
哇哇哇你瞒我瞒！！！！！！好听！！！！！
你瞒我瞒！！！好听！
曾好像拿奖了吗
tank
居然这么早了
老了
莫名觉得好听!
崔始源司马
666
我靠！！！！
因为这首歌迷上陈柏宇的颜
不喜欢
郭静的歌好听
10年了！！
童年回忆
鸡皮旮瘩起来了
大东！！！
可惜了
那时候的杨幂
这首歌我听过
十年了
那时候雨神还不是雨神
王妃
哈哈哈哈哈哈分开就分开
梁静茹
01我听过，好的东西人都喜欢，好听
回忆啊
终极三国！
爱死
额......
我追过
炸出来了
全都会唱
此生不换
画风陡转
这首歌有十年了居然。。
这歌说唱不好听
啊哈哈哈哈哈啊哈哈哈哈哈
张韶涵范玮琪郭静当年的福茂三姐妹
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
炸出来了
哈哈哈哈
大东哥！
崔始源滚
10年20
Ktv必点
鸡你太美？
阿啊阿炸出来了
真的是过去满大街放
好听！！！
终极一班！！！
郭静的心墙还有颠着脚丫唱歌也好听
够爱真的经典！！我的飞轮海和终极系列啊啊啊啊
都给我哭
双杀
感谢刚才的好兄弟给大家带来的我的好兄弟，接下来我再给各位好兄弟唱一遍我的好兄弟
tank好多经典歌当初应用在各大偶像剧中
鸡太美
kpop
uuuuuuuuuuuuuuu
现在根本没有好听的粤语歌了
小刚
每每听到这歌都感觉要喝醉了
我以为这个是凤凰传奇的歌哈哈哈哈哈哈
好多歌都没听过
汉子，啊哈
想哭
啊哈
广场超级天后
最近KTV超喜欢点这首
来个弹幕
鸡太美
泪目
炸
森马
只为这首歌而来
ヽ( ຶ▮ ຶ)ﾉ!!!﻿ 
好甜
竟然十年了啊！！
千年泪-tank
by2冲！
以前10个人里8个人手机铃声都是凤凰传奇的歌
十年了啊
Tank！！！！！
SJM进
狐朋狗友必备
我的青春结束了
东城卫的好听
龙王
终极三国
牛皮。
啊啊啊啊剑三
韩庚我的初心啊
韩庚我的初心
我还能唱出来
仙侠巅峰
原来已经是十年的歌
hhhhhhhhh
此生不换
讲个笑话 菜虚鲲获了华语音乐奖
好喜欢他的歌
全都会 
东哥
？？？？？？
？？？？？？
我穿越了？08年上的大学，09年元旦晚会唱的这首歌
外边打雷了
不对啊，这不是原版够爱啊！够爱很早就出了呀
很喜欢斯琴高娃
男版好听
超喜欢没有如果
还有千年泪啊啊啊啊啊啊啊啊
没想到这个也十年了
我们欧巴啊
这个现在也喜欢
哭了哭了
BY2！！！
青山黛玛的原唱
听烂过
高进流弊！！！破音
99表示会唱
前方高能
这个经典
衬托
鸡太美
翻唱
我见过的塑料兄弟都爱这首歌
没听过
高二那年
是我的回忆！03的
吹爆
唉？这首没听过啊。。
我不能听这首歌，我的眼泪掉下来
by2！！！！
以前整天唱
小刚牛逼！
现在还在听
哈哈哈哈哈
ktv热场子必备啊
十年了啊
没听过啊
啊啊啊啊啊
好快
10年的飘过。，00年叔叔们好！
好汀
还多出一个人
这tm都10年了
娘子
我04的这首歌听了800遍！
零零后听过头剁掉
这个这个，是我初中班大合唱选一首，初三了快毕业了，全班人靠吼的就差没流着眼泪，怀念啊
这歌是终极一家的 06年就有了
我擦这首童年回忆
汪大东！！！
青山黛玛
果然是最后了，这也是我最后集中听中文的时期
啊这首歌！！！以前补课班外面那条街的音像店总放
离婚了
这首歌居然只有十年？？？？？
听过爱过
雷婷啊！
Tank 
嗯⊙∀⊙？？？
十年了？？？？
啊
哈哈哈在ktv唱过好几次
三国恋！
冲吖
是宝贝静茹！
日本原创留在我身边
林俊杰的曲啦
当年超级爱的
声音好温柔
那时候的by2多可爱
什么叫梁静茹的歌都是日本歌曲改的？你确定那不是刘若英？
败犬女王的片尾曲
圭贤
我的天哪 都听过
哇回忆
够爱啊啊啊啊啊啊啊啊啊
小学的最爱
tank
终极终极
我也被炸出来了
终极三国！！！
终极三国
嗯？才10年吗？
够爱十二年了
才十年。。。我以为好久了。。。
笑死
听过
完了完了，全都听过
对唱这歌的都是假情义
以前我爸的手机铃声就是这个
超爱这一首的
为什么不是东城卫的版本！！
听过
十年真的好快
那是属于穿越火线的年代，
起码这个组合还是一群爷们，现在的组合不是一群娘炮，再不就看不出性别的
把我炸出来了这首
初中班主任的手机铃声
这歌上头
啊啊啊啊啊啊
！！！！！
我在我伦。如果没有我伦的话我会举报
经典就是经典
完了完了，脑子里要循环了
小刚！小刚！
没听过
白豆腐
属于也好听
那是教父！！！
斯琴高娃老师
JJ写的歌
JJ写的
老了老了
泪目
在树上唱歌
好漂亮
来了来了想起来洋流之歌了
啊啊啊啊啊！初中最爱
这个没有
看到你瞒我瞒收藏了………？。。。
KING
小学班主任铃声，很小就会唱了
大华？
雪见啊
好
ktv必点
泪目
卧槽这首歌居然是09年的?
这都十年了吗
这首歌竟然十年了?
那时候初三
woc，把我炸出来了
卧槽，十年了！！
天呐 好想回到小学的时候
我的阿香啊！！！！！！！
曲子就是青山黛玛的
再炸！
Sj
这首歌是真的牛逼，郭静
等你的依赖，对你偏爱
这首，我的青春
我的天！！
炸出来了
小刚可惜了
好漂亮
00年表示，从初中开始，跟初中同学聚ktv必点
啊啊啊吧
哇哇哇 当时循环了好久
尬歌
09年16岁
仙三十年我知道
这个厉害了
哭，这首都给我哭！！！
这是09啊
哈哈哈哈哈这歌费酒
这歌有十年了，记得初中mp3里有
22了
以前我一直以为是男生唱的偏爱QAQ
tank可惜了
09年的？？？我刚刚海听
喜欢剑三的歌，其他都不care
现在手机里还有这首歌
我的高三，我想娶的那个她
我们去ktv必点
都是初中的时候
卧槽这歌居然十年了…第一次听的时候是我初中
我爱tank
三国恋我至今还在循环
心墙好听
现在也还是很好听
这个听的我头皮发麻
现在去KTV依然会点哈哈哈
我生日三月七诶，在我生日前一天
KTV必点
？?？?？?
崔始源滚出中国
好喜欢他的歌
是不是唱快了
明人不说暗话，我喜欢这个小姐姐
很多都好听
哇，oppo手机铃声，哈哈，超喜欢
QQ炫舞那个等等我！
崔始源给我爬
郭静去哪儿了
？？？？？
起立！
有内味了
终极系列我童年
声音真好听
枯了
sjm啊
来了来了
好听哈哈哈
崔始源给你中国爸爸爬
三上悠亚
为胡歌打call
偏爱现在都还在我的喜欢歌单里❤️
白豆腐
。
牛B
？？？？？？？？
剑三真的经典
不差钱小品哪一年啊
你币有了
鸡太美
卧槽，不是更早一点的吗
炸鱼了！！！！！！！
吹爆小刚
我的最爱
初中！
唱k必点
好听
仙剑十年！！！
啊啊啊啊魔性
没听过这首
!
时间过得真快
万万没想到这首歌我出来了
仙剑三啊
tm 果然老了
彩铃哈哈哈
周传雄！！！！
tank的sglei
1111
爱台妹
茂茂！
全体起立
炸出来了
留在我身边
青春啊
初中时候听的了
我一直记成斯琴高娃
啊！
10年了
啊啊啊啊啊啊啊
啊啊啊啊啊啊杀我
你币有了
啊啊啊啊
我就知道
陈柏宇！！
都快忘了这首歌了 以前去KTV总去
小学的我最擅长的歌
雪见
火了两个女主
炸出来了！
。。
现在还在听
喵，娘子，啊哈，我的肚皮真的饿了
终于有一首听过的了
！！！！！！！
我第一次熬夜到天亮是为了看终极一班
我初一初二
拜一拜
全听过的是不是老了。。。
第一次熬夜到天亮是为了看终极一班
6666
上课老师最喜欢用的手机铃声之一
tank啊啊啊啊啊
=_=。。十年
童年广场舞神曲
还有胡歌的《忘记时间》啊
开屏暴击
小时候玩cf的时候听的，听到这首歌我就感觉我在玩生化模式
哈哈哈
啊哈
承包这个时候奶奶的Henry
woc
这首挺不错
坐等周杰伦
千年泪
这个真的好听
刚开始上网 偷偷去网吧 就听这个
哭!!
终极一班2
终极一班！！，
我又来啊啊啊啊啊了
没听过。。。
最近刚刚听这个歌！！
终极！！！！
！！！！！！！！！！！
这歌有毒
经典
初中最爱的组合
啊啊啊啊啊啊啊啊
最爱
这我手机自带的歌曲
屮，这首歌出来就要喝酒一晚上十几遍
雨神来了
！！！
这歌好像是严爵写的？
仙剑三
？？？
十年了？？？？
娘子……啊哈
仙剑三双杀
？？？？？？
表白
嗷嗷嗷阿香
妈也  旋律接上了
我初中班主任也是这个铃声
但是还是上初中，去ktv累了必点的一首歌
TANK当年也是红极一时
哇！不看这个我差点都忘了她了
好嗨哦
太爱了
内地mv像越南人拍的
这首绝对神曲 大到我爸妈小到我侄女 都知道这首歌（好像暴露了什么）
我最先喜欢的一个组合 
王妃都十年了
我真的，老了啊，
SJ！ 
为啥我有点儿想哭
？？？十年了？
tank！！
十年了？？？
这么早的么
想起那天夕阳下的奔跑，那是我逝去的青春。
好熟悉
凤凰传奇应该09年更多
来了来了哈哈
KTV整活曲目
没有如果是翻唱韩国的一首歌
完蛋，炫舞里那熟悉的旋律出来了
有十年了这首歌？
这首歌可太好听了
前方高能
十年了！！！！
我爸的手机铃声
买第一台OPPO手机的时候里面自带的歌r9s
十年了我的天
混了十年的老铁ktv都不唱这类了
舔狗之歌
仙剑双杀
娘子
太帅了！
牛
把我炸出来了，小时候mp3里最早的几首歌之一
败犬女王
青春
鸡
鸡太美，你打着篮球，往框里投
by2
时间过得真快
嗨歌
青鸟飞鱼
十年了？？？
怎么感觉没10年啊
突然乐了
郭静，我的爱
鸡
大妈集合
十年了???
现在的音乐都是万事皆可rap，nen 罢几条街
兔兔
砸 挖路多！
卧槽你瞒我瞒
还有三国恋！
想哭了，满脑子都是回忆
当初是你要跳海，跳海就跳海
卧槽
还有爱丫爱丫才是最火的
233333
我丢我爸最喜欢这个哈哈哈红红火火恍恍惚惚
记得萧敬腾刚出来的时候还特别高冷
小学………
哈哈哈哈哈哈哈这个可太熟悉了
啊啊啊啊啊
！！！
仙剑双杀
这首歌，跟我初恋的时候经常听
2/3 这首没听过
？？？？？
好红红火火恍恍惚惚
卧槽！劳资初中女朋友最常听的歌
hhhhhh
与山那个哈哈哈哈哈哈哈
OHHHHHHHHHH！
都有
那时候看这个 老是哭
卧槽
K歌必点
好听
青山黛玛
4/6
斯琴高娃也唱歌
KTV每次都有人唱
我可
小刚把我炸出来！！！！
天  气  之  子
这个没听过
这是翻唱青山的留在我身边吧？
想起前女友了
take
神曲 当时ktv必点
绿帽神曲
拉胯
啊啊啊啊
打call
大爱仙剑啊！！！！
学校艺术节必有歌曲哈哈哈
终极一家
回忆
这个据说是抄的，而且确实很像
。。。十年了啊
啊啊啊啊啊 你瞒我瞒
卧槽十年了么
666
哭了我最好的青春
爷太美！
此曲一出，兄弟，干！！！
好听好听哈哈哈
这个没听过
哇哦
？？？？？
那个时候的音乐质量超级高！！
下一个天亮呢！！
最爱，这首歌
终极系列啊，好怀念啊
感觉回来了 马上加入歌单
这首歌是严爵写的！！！
说土的你他么小学生？当年的情怀你懂个屁
没听过
这个十年了？？？
ktv金曲
塑料兄弟专用
握草，我不行了
握草这首歌
tank会长大的幸福有没有？
可以可以这个可以
亲亲亲亲我心
一个人想着一个人。。。
一听这些歌，还是觉得周董最强，歌里讲的不只有爱情
眼泪出来了
镇上赶集每次都听得到这首歌
天气之子
好老的哥
！！！！！！
这都十年了嘛？
我去
卧槽
王朗的诱惑
哇⊙∀⊙！
夜太美
啊啊啊啊啊啊啊
这个真的爱了
双杀啊
泪歌把我炸出来了
液态镁的，你也太出戏了
以前铃声啊啊啊啊
666
妈呀。都是我喜欢的仙剑系列。
都是回忆啊
听过
我老公呢
小学听得
终极三国爱上的
tank
怕是幼儿园时代
萧敬腾称霸KTV那一年
感觉来了
刚哥
怎么还没有三巨头
网吧天天放
好听
败犬女王！！！！
败犬女王？
火钳刘明
整容了
娘子啊哈
吹爆雨神
我老了
杨幂演技巅峰
我的手机响了
思悦姐！！！
我生日，那天我七岁
高一班上有个唱美声的艺体生唱的超好听
十年了吗
我的郭静
KTV必点啊啊啊
九年了我还在听初中的这些歌！
tank是心脏有问题
？？？  就十年了？
口区崔始源
呼延觉罗.修
我又要发个弹幕纪念一下
败犬女王！！！
这首是翻唱青山黛玛的，还是先上车后补票那种
哈哈，表情包
萧敬腾帅的啊
十年了啊
这首歌是杰伦做的曲
初中超级喜欢这一对
wo靠！
by2！
你的币有了！！！
这歌居然这么老了
才十年啊 
这首歌是她们唱的？
这个感觉很近，都过了这么久了
看着像90年代的
啊啊啊啊啊啊
这首歌感觉没那么老啊
终极
我回去重新看终极一班去了
？？？？
我的鸡皮疙瘩！！！！！！！
KTV保留曲目
啊啊啊啊啊
这个巨好听
啊啊啊啊啊啊
前面竟然还有说周杰伦做的曲，别给人招黑了好吧
雨太美
这首竟然十年了0-0
哈哈哈哈哈
！！！！！
啊啊啊啊啊啊啊啊啊，
我爱这个
我不知道为啥突然笑了
！！！
郭静爱爱爱
终极一班阿！！
塑料兄弟专用
不是东城卫的嘛
顾留芳是你，林业平是你，徐长卿也是你，一直都是你。
红酒杯也十年了？
唉
啊啊啊啊啊啊！
啊啊啊啊啊啊啊啊啊
西卡
？？？
郭静的声音很好听
啊啊啊啊啊郭静！！！！超喜欢！！
by2
今年已经2019了吗？
上学时的回忆，真的是青春哦
鸡太美
卧槽
啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊啊
暴露年龄
啊啊啊啊啊啊啊啊
全听过
这歌才10年吗
牙套妹
雨神
啊啊啊啊啊啊
你币有了
00后表示真的很好听啊
好听啊
哇哇哇
想起了tank的三国恋
小刚
哭了
这是跟他姐姐
哈
‍我可以‍！‍！‍！
东城卫
这首居然是09年的？           我的最爱啊！！！！！
泪目
啊啊啊啊啊啊啊啊
修香党啊！！！！！！
挖！
现在歌坛真的青黄不接
李东嘿鲨我
fgnb
hhhhhh之前好暖 突然就哈哈哈 娘子 啊哈
天天天！！！！
这个十年了?
巅峰
仙剑的歌每首都喜欢
来了来了
开幕雷击
啊啊啊啊啊啊啊啊啊啊啊啊啊sjm
表白除崔以外的全员！！
东海好好看！！！
打电话了
一直不知道歌名！
小刚
关不上的窗
耳机党现场爆炸
有内味了
前方高能 全体起立！
OHHHHHHHHHHHHHHHHHHHHHHHHHHH
好喜欢这首，听到高中
上音乐课老师教了这个
够爱
SJ韩庚
炸我
啊啊啊啊啊我的天
你币有了
当时的雨神能想到十年后自己成为天气预报员了吗，哈哈哈哈哈哈哈
现在的歌坛怎么样都是消费者的选择
天气之子的那个笑死我(ಥ_ಥ)
犯错永远就那么一句歌词
！！！！！！
喝
眼泪给你 币也给你
就靠够爱。币给了
我死
以前最爱的啊啊啊
我怀念的
啊啊啊啊啊啊啊啊啊
初中时候超爱的
我做错了什么要给我听这个
我是真的老了哟
十年了？
水平突然上去了
牛逼投币！
依依目光，此生不换
这些竟然都是一年的
猪婆！菜牙！
！！！！！！！
高三时候经常唱啊
我的妈呀
妈耶by2
卧槽！！！！！！
炸出来了
天气之子
原来天天追。。
童年
哈哈
这么复古
头皮发麻
终极一班3
仙剑nb
我的最爱！
tank啊啊啊啊啊
人渣韩庚
头皮发麻
没听过
我18第一首流行歌就是传雄的关不上窗
别吧，我都26了
00后也老了
贼好听哈哈哈
真的喜欢这歌，郭静
tank！！
泪目
刘宪华Henry ！！！
崔始源 滚
仙三二杀
啊啊啊啊啊啊啊仙三真的经典
那年18
我老了
修！！！！
我仙剑的歌都好听
啊啊啊啊啊啊
混入其中
仙剑双杀
我的天啊？！
啊啊啊啊啊啊啊
这个不是终极一班吗？
妈啊十年了
啊啊啊啊
十年了我天
2333
不敢相信十年了
卧槽
小学的时候。。。。。。
同龄人
岁月无情啊。
你赞有了
哇！BY2
啊啊啊啊啊啊啊我又叒来了
f
娘子 啊哈！
fgnb
握草
及你太美
留在我身边？
汪大东，东哥
不就是币吗，我给，我给
我真的超爱郭静的音色啊
啊啊啊啊啊啊啊我爸偷偷在车上放hhhhhh
我靠，袁华
你币有了
进哥属实牛逼
tank！！！！
！！！
哇这首歌好久没听过了
？？？？？？？
韩庚
我爱了
？这都10年了？
？？这歌这么久
哈哈
啊啊啊啊啊啊啊啊啊啊啊啊啊
我的天
东风破的我最爱
骂醒我应该也算的
想到年老衲把我的mp3里面下满了by2的歌
啊啊啊啊啊啊啊
眼里进沙子了！！！
初中时代
此生不换，此生不换！此生！不！换！！！
我这都开始下雪了
华语乐坛停滞了二十几年
我妈当年的手机铃声哈哈哈
王妃。。大一经常唱的歌。tm十年了。。
阿古茹
吹爆老萧！！
谢谢你给我的勇气
你币有了
？？？？？？？？？？
小时候经常唱哈哈哈哈哈
哈哈哈
突然下雨
老胡啊
QQ炫舞！！
low歌都成经典了+1
这里也有小僵尸啊
就这首饿没听过
OHHHHHHHHHHHHHH
哈哈哈哈哈哈
啊啊啊啊啊啊啊啊啊啊我的终极系列！！！
啊啊啊啊
鸡你太美
哇
这个歌手好可爱！
你币有了
这歌是翻唱的，原版是日语的
这歌原版是青山黛玛的留在我身边
这首我好喜欢！！！
这歌原版是青山黛玛的《留在我身边》
这个不只十年
老了
这首歌QAQ，对我有一些特殊意义
让我想起了那天下午夕阳下的奔跑 那是我逝去的青春
初中
好听
09年最喜欢的就是郭静的心墙和by2的我知道
！！！！！！！！！！！！！
败犬女王，我的天，从这部剧认识的阮经天
西溪湿地
打伞！
你比有了
这不是林俊杰的？
全世界停电
青山黛玛
我好喜欢这首歌啊
90后空巢老人泪流满面
！！！
爱情公寓
比有了
啊啊啊啊啊啊
够爱 把我炸出来了哈哈哈哈
这首歌现在听还是让人超级嗨！！
杨幂30了？
我用听成”你的心有一道江”
给你给你币都给你
爸妈们最爱的歌
好听
你瞒我瞒
经典
回忆杀
这首歌我妈当年还要求我学
omg
鸡皮疙瘩出来了
仙剑回忆杀
在北京工人体育馆?
在北京工人体育馆?
卧槽
你币有了
经典
这个林俊杰写的歌
autotune警告
我靠
为我sjm打电话!
我就记得这个妹子很好看
wsl
超好听
币有了
要分散不习惯
18的我到现在为止都听过！！！
这份爱没停过
再来一瓶
哈哈哈哈哈
11班
卧槽 都十年了啊
我还学过这首歌
对你的依赖~
我说今天怎么下雨了………
太久远了
吹爆
牛逼啊，tank绝杀
感觉听过
卧槽……爱情买卖都十年了……
仙剑炸出我了
这个ktv必点点了八年
真是，好歌什么时候都好听，这里好几首现在依然好听
东城卫啊！！
卧槽！！
前方高能预警
！！！！！
！！！！！！！！！
经典
杀破狼不是那一年的是09之前的。
这个是真的回忆
喝
果然我还是粤语歌为主的，广州人
鱼姐！！！！！！！！
怀恋
称霸校园歌手大赛
也想尝粉身碎骨的滋味
坤坤唱英文歌得华语讲了，b友们一起庆祝喝彩
这首歌真的哭了
啊啊啊啊啊啊仙剑
雨神
双杀！！！
都十年了啊
爱了爱了爱了爱了
你币有了
啊啊啊啊这个
为终极三国打call 给阿香打call
真女神
卧槽，我刚才还在听这首歌
现在的华语乐坛真的不行
哥幂
月亮之上
当年听这首歌听哭了
这个好火的的啊
啊啊啊啊啊啊啊啊啊啊啊爸爸啊
啊啊啊啊啊啊啊！！！！！！！
刷鸡你太美的能不能gun啊
偏爱！！！
剑仙牛壁
从黄金走向青铜时代 哎
这风格变太快了
哈哈哈哈哈
卧槽
啊啊啊啊，这个我爱
这首歌十年了吗
小刚
6666666
终极一班！！！！
我哭了
十年弹指一挥间
这歌居然十年了？
对你偏爱
ktv金曲
我哭了
没听过。。。。
这个真的很帅了
鸡你太美
这个都十年了吗卧槽
老胡的《光棍》也给安排下嘛
听哭了
！！！！！！！！！！！！！
啊啊啊啊啊啊啊啊
天呐
老胡啥时候结婚
这个直接唱出来了，哇哇哇
炸了
优秀
那个时候觉得仙剑是新片
我太爱萧敬腾了！
卧槽抖十年了
我更喜欢曾沛慈的《一个人想着一个人》
炸了炸了！！！
woc此生不换！！！
刚哥
娘子
那时候还不是雨神
？？？？
这有十年？
炸。。。。。。。
100%雨天男孩
音乐教父
币子 拿走快
斯琴高娃
淦
这个是真的经典
我要娶紫萱姑娘为妻!
哈哈哈
好怀念
tank绝了
雨神哈哈哈
我的天
青春
表白韩庚！！！
仙剑双杀
哇哦，一点开就是超级女孩
终极一班
你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美
你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美你太美
他的胡子呢
我当年老爱了
哈哈哈哈哈哈哈哈
好听好听
666666
卧槽，双杀！
求生之路
哈哈哈哈哈哈哈哈哈哈军
高进
啊啊啊啊啊啊啊啊
sj是我追的第一个男团hhhh
郭靖
喜欢这个
？
？？？
我的天呐
KTV经常点
好看
高考完那个暑假大街小巷全这歌
为圭贤打call！
啊啊啊啊啊啊
不喜欢韩庚
？
不熟
大华诶！
周传雄！！！！
有小刚就有我
今年才爱上
吹爆
哭辽
刚开始的歌
天!
韩流最火的一段时间
啊啊啊啊啊
把我炸出来了
？？？
爱了爱了
原曲：留在我身边是日语歌
开了机
我的天，初中天天是这个歌
啊啊啊啊 终极三国
寓言
哇哇哇哇
杰克马
啊啊啊啊啊啊啊！！！！
哇，萧敬腾炸出来了！
表白！
我这边也下雨了。
现在KTV还唱呢
分开
啊啊啊啊啊啊啊
又想起来曾经的时光啊！KTV必点！怀念
炸出来了
可惜了
这首必须出来了
竟然没有《伤不起》
我去，，这不是我手机彩铃么
这辈子不会忘
屋里打伞长不高！
让我来
啊啊啊啊啊啊啊啊
娘子 啊哈
喜欢这首！！！
吹爆
耳熟
啊啊啊啊啊啊啊啊啊
打问号的别装了老东西
啊啊啊啊啊啊
韩庚！！！！
啊啊啊啊啊啊
郭静！！！
牛逼
！！！！！！！！！
淦
天气之子
哈哈哈哈哈哈哈
有内味儿了
初恋
这个衬衫好看诶
为啥都说妈妈级，我初中听得呀
还以为是05年的歌
卧槽。。。
仙剑三都十年了！！！
这居然是09年的歌
awsl
？
啊啊啊啊啊
？？？？？
啊啊啊啊啊啊啊
回忆
ktv神曲
心墙！！！！！！
我特么14岁的时候有这歌吗？
哈哈哈哈
魔     教     中     人
很喜欢这首歌
这首不可能不知道233
我擦
哇哦
？？这首歌才十年？
我仿佛没经过过2009
这个费啤酒
当时的霸权哈
我实在忍不住 想说 ym好丑
？？？？
tank还活着吗？
有那味呢
有内味儿了
听过
回忆青春
爱呀
鸡你太美
我去⊙∀⊙！
这首好评
哭了
小刚
放手王一博是不可能的
我老了
啊哈
热血啊，鸡皮疙瘩啊
又起鸡皮疙瘩了
嗯呐
10年了？？？
来了
2000年开始，那不就是我伦带起来的吗？
当年犯错是好多人的手机铃声。
娘子！啊哈2333
tank
啊啊啊啊啊啊啊
啊啊啊啊啊当时玩炫舞经常听到这首歌
哈哈哈，ktv必须点神曲
为啥我没听过这首歌
够爱！！！到现在都是最喜欢的歌！！
心墙！！
雨神牛逼
够爱
你币有了
力元君???
嘻嘻
当年她俩的脸还是圆的
无缝连接
庚哥笔芯
凤凰传奇！！！！！！
庚宝庚宝
？？？
给tank献上弹幕
汉化组来喽
吴京老婆？
有内位了
？
今天下雨了，雨神就到了
三国杀
啊啊啊啊啊啊
当时还听了一段呢
翻唱的
同下雨
同下雨
六岁？？？
你币有了
现在是鸡太美
我这里下雪了
09年高中毕业
十年了我还不知道张芸京到底是男还是女
这首是真实
彩铃莫名其妙的都强行变成了这个
圭贤，
下雨了
我们这里今天也下雨了
都是初三时候的歌单
女神！
。。。。。
哪有一上来就开大的
知道这个组合到底是怎么糊的？
我手机响了
心墙把我炸出来了
09年我初三
开幕神曲
西卡
小刚有很多经典啊
啊啊啊啊
双杀
一手好牌直接打烂
我去我发现了我初二时候听的歌  妙啊
太火了当时
凤凰传奇排面！
！！初中超级喜欢
我一个初中生都全听过
看我扎不扎你
耳朵怀孕了
好的童年会员
青春
我的天
三国！！！
周传雄！！！！！！
哈哈哈哈哈哈
败犬女王！
我这里也
半年无雨，今天，，，
二杀！
不止听过还全会唱
嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷
我小学时候
十年了
高中老听的歌曲
真怀念那时候的时光
仙剑
我刚上大学
刚上大学
卢卡斯
01年的表示都听过
这歌都有10年了？！？卧槽 太快了
高能
呀呀呀
。。。。
暴露了年龄啊
我当时才四年级
这个好听！
我哭了
超爱这首
你币有了
费啤酒可还行╮(￣▽￣)╭
还是鸡你太美好听
败犬女王
哈哈哈哈
小刚顶一个哦
见封进
神曲
我的闹铃！！！！！！！
我还以为这个是更老的歌，当时我上三年级吧
by2当年超级火啊啊啊结果后来去整容回来就糊了
红红火火恍恍惚惚哈哈哈哈
没听过这个诶
初中…
你瞒我瞒爱啊
今天终于下雨了
下雨了
费啤酒笑死hhhh
鸡太美
王炸
与山的，xswl
