这是钢铁侠最黑的一次
2000+你们好
机会难得为什么不尬个舞
2000+
技能后摇
地狱绘图
3000+
羊巴鲁宇宙
股♂徳
3000+
jj
钢铁侠的站姿怎么这么VAN ♂ 
面筋哥是你吗
dio
I am 羊巴鲁
24
你好
经费在燃烧
3000+，你们好！
出现了，是万磁王
那车是二代恶灵骑士的
看完涨了两千多赞
羊巴鲁宇宙
这个灭霸有点像炸鸡叔
连姆尼森吗
大制作
《羊巴鲁终局之战》
3000+你们好
看到请回话
必胜客，必胜客
开始了开始了
地 狱 绘 图
开始尬舞了
ohhhhhhh
good~♂
？
Dio
暂停阻止
原来是你
海拉这个是本人吗  哈哈
《斗舞者联盟》
红字你跟我听到的一样 
耳机党爆炸 
嬉皮笑脸
钢碳侠
美队有点像刘昊然
这灭霸像红骷髅
鸡 你 太 美
Dio
说好的跳舞呢？
就黑豹最像了
下巴要掉了
3000+
贾玲
这局好像本人
DNA动了
尼玛白
3000+
出肉法师
小丑嘴的灭霸 哈哈哈哈哈
比博燃
哈哈哈哈
你比我白！
等等，压路机？！
哦哦哦哦哦~
姐姐！姐姐好美！！
这灭霸是饿了几年？
？？？？？？？
烫！
谁才是反派
到底谁才是反派
钢碳侠
这博士哈哈哈哈哈哈哈哈哈哈哈
你比我白！
3000人好
这女武神绝了，太像了
灭霸的站姿好像魔♂男
星爵就是和你们学的吧
草
卧槽
钢铁侠van♂的站姿
离谱！
oh hhhhhhhhhhhhh
奇异博士好胖
 斗  舞  者  联  盟
哈哈哈哈哈
地球:？？？？？
哈哈哈哈哈哈哈哈
卧槽？
3000+
I，am iron man~
3000+你们好
我，是，羊巴鲁
羊巴鲁！
12.44
浩克你发福了
good good yeah
前面说黑寡妇是最没存在感的站住，把鹰眼放哪儿了
海。。海拉。。
38分钟
一波败！
3000+你们好啊
3000
恶灵骑士？？？
3000+
好吊哦。小蜘蛛
黑豹好像啊
太可怕了
美队的拳头可不会放下
什么时候开个正联的？
我去三千多人
这法师也太肉了
我擦，刀锋战士！！！
gg
经费爆炸
带制作
还有x战警哈哈哈
←恶灵骑士本来就是漫威的啊
在的吱一声
i am 羊巴鲁
高产区up主
2000+你们好
逆天
原创剧情
这才是真正的漫威全家桶啊啊啊啊
我已出仓，感觉良好！
嬉皮笑脸
压路机？？！
2000+
分辨率绝了
我爱你三千遍
怎么感觉越来越离谱
吱
但丁你不是这宇宙的快回卡婊
on your
我糙惊奇好像啊
奇 肉 博 士
大制作
益达，笑出强大
羊——吧——鲁——！
2000+
哈哈哈哈哈
《闪电舞王》
"村口打架,你们不要再打啦"
百万特效
啤酒肚雷神是吧
这个肾虚法师笑死我了
你下巴掉了啊喂！
I'M  IRON MAN 
海拉不应该站弟弟这边吗
精神上的打击，比物理的还要严重(确信)
i am 羊巴鲁
吓老子一跳
在你左边
两千家十
光速整活
羊——————巴——————鲁
罚叔？
有宝石为啥不直接干
你必须先攻击那个带有嘲讽的无限手套
2000“”
这雷神像美队
草
蚌埠住了
I am Iron Man！
尬舞区up主
真妇联
注入灵魂
这是我没想到的
哈哈哈哈哈
钢铁侠黑化了（doge）
好大啊2333
同人暴打官方()
口你鸡哇!
前妻
弹幕护体
I'm iron
大 乱 炖
一言不合就跳舞
I'm iron man!
在你左边
灵 魂 摇 摆
蚌埠住了
哈哈哈哈哈哈哈
官方高清
服装真的可以！
没毛病，没毛病
肉装法师
看你三千遍
快抢手套啊！害搁这儿跳！急死了！
条过半
混入了一些奇怪的东西
这也能有刀子？？？？？？？
亚裔美队
博人传：习惯了
巜我看见保安了！》
泪目
雷神的站立姿势我好熟悉啊
I 要拿下印度
哈哈哈哈哈哈
经典
赛高尼嗨铁鸭子哒
王换上了奇异的衣服
以雷霆击碎黑暗
灭霸有头发啦
右边第一个是谁
我还是喜欢尬舞
阿斯特罗斯
2000＋
可爱的钢铁侠，刚刚打完响指，就被他黑啦
kksk
13时11分
大家好
灭霸:我人都傻了
肉装法师
涡旋防护罩启动
海拉简直了，一模一样
，
不抢手套而在那里跳舞的屑羊巴鲁
 11月28日，2000加
恶灵骑士：灭霸，我是你爸
等等，小贱贱，是你吗
2000+
  哦 28号2000+
2000＋
打完响指之后跳舞就是神作了
群魔乱舞
经费不足人太少了
 I'm羊巴鲁！
这一段原声，好啊
狂草，狂草了简直
汽车？？？
狂草
看起来很合理
灭霸别充了再充就没了
牛逼
羊吧鲁
"""大 制 作"""
ohhhhh
魔法版黄金体验
暗示蜘蛛侠3人同框
羊巴鲁
2000+
红骷髅？
老番新放
炸鸡叔出演灭霸
这个海拉还原度真高
j..
这个美队看起来不太聪明的样子
我讲两句
哈哈哈哈哈哈哈哈
磨剪子嘞，锵菜刀～
ohhhhhhh
羊————巴————鲁————
哈哈哈哈哈哈哈哈哈哈哈哈
肉弹冲击！
技 能 后 摇
打不死灭霸还跳舞的屑
两千+你们好
泪目
打卡
美队被黑的最惨的一次
又更了又更了
两千多万人，你们好。
两千+的人。
紫薯精
黑豹本色出演
嘴怪怪的。
瓦埃达要完了
好(๑°3°๑)
我就是天命
姐姐好还原
这里好带感
摇就完了，净整些多余的（tao）
PM1：34 2000+
我看到保安啦！
我看到保安啦！
哈哈哈
痛击紫薯精
灭霸真像炸鸡叔
你们不要再打辣!
灭霸登场
2000+
詹姆斯·哈登
好耶！！！！！！！！
钢铁侠走路
2000+
刚吃完饭
能飞要走
我不知道这是不是钢铁被黑的最惨的一次，但肯定是钢铁侠最黑的一次 
等等，左边是恐龙小队大黄？？？
你比我白
记得给三连！！~
2000+
经典老番
同志们，冒个泡呗
我是熨斗侠
弹幕呢
海拉帮弟弟？你怎么想的
灭霸：我干部呢？
离大谱
1000＋你好
On youres
难道说！
军火库
I’m young balu 
炸鸡叔
大制作呀
泪目
4000十
好家伙。朋克蜘蛛侠。
本来挺走心的，看到这些弹幕 噗的一声 笑了出来 
ohhhhhh
x战警哈哈哈
2000
狂草，狂草啊！简直
那辆车里是格鲁特（家人侠）
stm
我点进文且的视频了？
汽车？？？
这把能赢！优势在我
（托尼O羊巴鲁）
I'm gay~
开始群魔乱舞了嘛？（doge）
真大制作啊
大制作
芜湖
莱昂纳多？
焯
2000+
埃塞俄比亚队长
汽车是家人侠
神奇女侠也发福了
不是应该一起尬舞起来么
你们不要再打啦
蕾姆（泪目）
2000+同志们好
羊巴鲁
贾玲是你吗？
狂草，狂草啊，简直
哎哟卧槽
伊莫顿？？！！
狂草，狂草啊简直
牛壁大了
狂草，狂草啊简直
惊奇队长神还原
好白的黑豹
2000＋
非战斗人员请撤离
教授坐在轮椅上尬舞
尊重（漫威）历史
军火展示
萝大陆大大
这个美队是没打过药的
3000＋
带感
还有寡姐牺牲了好吧
灭霸被榨干了
。
正义的群殴
查尔斯丢下轮椅就冲
3000+你们好
差评差评差评差评差评差评差评差评差评差评差评差评差评差评差评差评那个……差评
经费爆炸
村口自带水泥jige'
三千+
ohhhhhhhhhhhhhhhhhhhhhhhh
3000人好！！！！！！！
3000+
旺达好看
3000+
三虫同框草
三千的人举个爪。
强力击♂
我是——————羊巴鲁
大片
x教授这…
但丁，草
战术摇摆
盾铁意难平
雷神像美队
羊~巴~鲁~
麻了麻了
防伪认证
碳纤侠
奇异你胖了
3000个灭霸你们好
美队有点像美队
完美复刻黑豹
这就是炸鸡叔吧
i'm yangbalu
亚洲队长
哈哈哈哈
惊吓队长
便利店店长？
dio
全体目光向我看起
百万制作
l am c.s. man
我宣布个事
carbon steel man
没毛病啊
笑得
yangbaru
这教授，你是认真的么
哈哈哈哈哈哈哈
磨剪子嘞锵菜刀～
dio
玩尼玛海拉来了单刷这三个
都说了左边必输灭霸你就不能站右边？
I am 羊巴MAN
←风暴女很强大
这个浣熊属实让我蚌埠住了
不出意外这是钢铁侠最黑的一次
羊巴鲁
越来越离谱
舞法羊巴鲁
3000+
《泪目》
韩国队长
14：34
为什么，为什么啊！他们在笑还在摇摆？！谁能告诉我为什么要这么做？啊啊啊啊啊不！
我是看明白了就美队衣服最贵
[ohhhh]
3000不说话+ 好家伙
群魔乱舞
有恶灵骑士就已经无敌了吧
好好
这挖机是最贵的
不像人难道像鬼吗
已经开始笑了
我大姐
复联四删减片段
3000+你们好
assemble！
泪目
泪目
3000+的朋友们你们好
3000
《PVE》
草
高能，注意风暴女
天 道 总 司
蚌埠住了
“我看到保安啦！！！”
克莱汤普森
惩罚者和恶灵骑士
这是高碳钢
黄 金 体 验
大 制 作
3000+人
我功
14:52
美国队长，你怎么穿着雷神的衣服？
3000+
I am 羊巴鲁
3000+
草草草草草
平 行 宇 宙
3000+个人你好
3000+
23333
末日铁拳
3000+就离谱
你麻袋
3000+
3000+你们好
女武神怎么那么像本人？
别刷人数，有点素质
美队是亚裔？
我
在你左边
3000+混入其中
yyds
加油蝙蝠侠（不是）
3000
我必须重新集结部队！
战局太不利了，我必须重新集结部队！
3000
打药前的美队
杀人还要诛心
有人吗
哈哈哈哈哈这个摇，防伪认证了属于是
ohhhhhhhhhhh
有人吗
好家伙
小兵灭霸
这徐锦江像海王
黑豹好像
恶灵骑士又不是没和灭霸打过 他根本打不过
大制作啊
你们好哇
鬼知道我这个地方看了多少遍
呼叫羊巴鲁
现在是3点06分
为什么还要发刀啊
海拉我可以
比我笨！比我笨！比我笨！！
谁看得见
3000+
What's up    Walk out
好家伙，炸鸡叔又出演反派233
美队是刘昊然扮演的
经费爆炸
i am 羊巴鲁
3000+你们好
这是死侍？
ohhhhhhh
这个灭霸蚌埠住了哈哈哈哈
大制作
三虫同框（
以凡人之躯，比肩神明！！
吃我亚—鹿—迹—
傻
村民械斗
队长太平了
劳资正搁这看电影呢说什么话
别刀了别刀了
挂逼队长
美队American ass没了
3000+
3000+
好响的屁
恶灵表示这里不用我我先回去修车了
大制作
真tm嬉皮笑脸
大制作
王出门太着急，穿错了衣服
怎么还没跳舞
名场面
李狗蛋
名场面
就……离谱
美队不是韩寒嘛
是你，酒桶！
《以      雷      霆      击      碎__________》
好强啊
肉蛋葱鸡
哦哟nb
lets dance
肉装惊奇队长
经费爆炸
贾玲队长（bushi
蚌埠
灭霸好像免疫眼睛，漫画里甚至还天天欣赏
羊——————巴——————鲁！
花心磁力！
这就是街舞
ohhhhhhh
??
ohhhhhhhhh
瓦坎达佛爱我
泪目
我一直有个疑问，为什么不直接调支宇宙舰队过来一轮齐射，什么都死光光了。
4000＋都不上班是吧
哈哈哈哈
阿斯加德炸了 海拉战斗力有黑曜五将高么
复仇者，集结笑死我了
经典绘图
扬巴鲁
平行宇宙-瓦坎达钢铁侠
紫薯
我觉得扮演黑豹更合适
法师汤普森
这灭霸是不是有点像姜文？？？
痛风钢铁侠是吗？
朋克蜘蛛和暗影蜘蛛，好家伙
你们不要再打了
大片即视感
5000+你们好
5000+ 你们好
铛
？？？
你比我白
蔡徐坤演的灭霸
羊巴鲁
5000+人，我焯丶
瓦坎达钢铁侠
草
下次一定
大制作，三连了
肯德基灭霸
么么么么么么么
难怪被DC蝙蝠侠揍
准备跳了
这怎么还有给小日子过的不错的日本人投蘑菇弹的场景啊？
这美队咋像何同学
灭霸=紫外线章鱼哥
5000+
老e
灭霸掉漆了
蚌埠住了
钢铁豹
灵魂也有手套？
灵 魂 舞 者 屑
5000+
你比我白
越来越离谱
我以为八号当铺，吓一跳
哈哈哈哈
屑
多元宇宙
泪目
拿日本刀的是谁
ding  gou   bell！ding  gou   bell
dio？
5000+
一枝黄花。
3:47
亚洲队长
暴风女好大
I know it
人呢？
泪目
擀面杖
DIO
甜茶？
卧槽5000+
跳舞
既然打不过！那就加入！
好弹
三英战吕布
经费在燃烧！
一波没 一波没～
五千加你们好
卧槽
经费爆炸
名场面
不行啊博士手势是兰花指
???
Batman
博士真的很像小李子哈哈哈哈哈哈
哦
灭霸是被吸干了吧
有人在吗？
必胜客
dancer，集合!!
军火展示
？战锤大漩涡？
群殴变成了帮派斗争了
凯拉cos的好像
你为什么只打一个地方啊喂！
次元口袋！
哈哈哈哈哈，没脸看卷福了
哈哈哈哈哈哈或
绿巨人
这特效
三连了
666
泪目
哦那。
强强联合
蚌埠住了
道奇挑战者？！！
灵魂也有手套
灭霸一脸淡定
老王穿了博士的衣服
黑铁侠
为什么福瑞都上阿
这是钢铁侠最黑的一次
李狗蛋
大制作
蚌埠住了，给我笑死这奇硕博士
卧槽
草
wc
在你左边
羊巴鲁——
打群架进少年犯管所
这特效碾压绝大部分国产剧了
dio
你是
爱你三千遍！
这一段是神秘博士的主题音乐。。。
漫威罪不至死啊(doge
美队明明是刘昊然
4000＋
这个惊奇队长还真像
2000+你们好
蚌埠住了
焯
什么史诗战争模拟器
好帅的小伙儿
4000
Dio~
天道版美队。
打完响指也几年了吧，怎么就刚刚打完
好家伙，“0元购”原班人马
泪目
4000＋你们好
大制作
大脸博士
怎么不去挡水（doge）
零元购宇宙
新玩法了属于是
qian
前面那个n
《谢尔盖博士》
羊巴鲁
你好
你好
你好
4000...
战争机器是吧
赶紧 做掉这群魔怔人
经费在燃烧
瓦坎达完了！
瓦坎达完了！
有灵魂宝石
灭霸：当我不存在？
大制作
有手套不打响指的屑
开始了开始了
牛马集合
最经典的！
经费爆炸！！！
UP主LV2
大场面
他说的是deal
真就比博然
整挺好
这音效怎么这么像铠甲合体
虾仁猪心
萎了
肉蛋博士。
脆
3打1
dio
怎么没有孙悟空
奇异硕士
摇人
复联四老版剧本中有这一段
演技，特效，运镜，好家伙，带制作啊
摇人
16:33
这灭霸怎么这么像战争机器
3蜘蛛
《展示军火》
大姐，你怎么变胖了？
耶？我队友呢？
优秀
群魔乱舞
美剧联盟。。。。。
仔细看小兵都是复制粘贴的哈哈哈
群殴
克 莱 汤 普 森
汽车人
感觉索尔比美队更像美队啊
6666
就是太胖了
x教授哈哈哈哈
街舞
dio
哈哈哈哈哈哈
5000人了
评论区居然是有648
肉螳螂
我说的是评论人数
其实有一说一还蛮帅的
5000+
5000+
哈哈哈哈哈
居然不是斗舞
I am 羊巴鲁
哥们你这晃得，差点以为下一秒你要0元购了
复联四名场面
5000+
羊巴鲁
复联四名场面
真就没博然
你摸我背
复联四名场面
雷神太像了
三连跑不走了
美队名场面
（博士你在那边伙食不错啊
王当上至尊法师了？
为啥要跳0元购的舞，嘿嘿
灭霸被电的时候奇异拍他，自己不会被电到吗？？？
钢铁侠的盔甲怎么搞的
《辣个女人！》
羊 巴 鲁
I am iron man
星爵最快乐的一场战斗
大制作
仇富者联盟
小沈阳？
内个啥
打群架
超   载
雷霆宙域
开跳！
群魔乱舞
羊巴鲁牛B
求求你们不要再打了啦
就怕出来一只猫
道理我都懂，但你为什么非要瞄准他手套打啊？
我  们  联  合
地球:习惯了
海拉好像
大制作
摇人是吧 我也会
比钢铁侠矮的逊美队
你站那干嘛呢（幻听）
哈哈哈哈哈哈哈哈哈哈哈哈草
名场面
两 只 老 虎 爱 跳 舞
羊巴鲁之战
俯卧撑呢
这活整的好
羊巴鲁
奇怪博士
爱奇艺博士
百万特效
男人领域！
白帝圣剑！御剑跟着我
焯！！！！
打游戏回档的你
我必修考虑这是不是我此生仅有的机会
从容不迫
800%
速速三连
在你左边
好家伙又一个无解肥，怎么打?
蜘蛛好叼啊
起码妆造真的不错哈哈哈
蕾姆
1
《托尼-特查拉》
刘昊然：我客串了？
离谱
大制作
经费爆炸
看的吱一声
dio
肥胖博士
白帝圣剑御剑跟着我
群魔乱舞，牛批
感觉演索尔的更像史蒂夫（？）
恶灵骑士能灭他们全部
灭霸：惊掉下巴！
王大师篡位了
美国队长像个中国人
Yeah♂
世界名画
五颗宝石集齐了却不打响指的灭霸是屑
hhhhhhh，这个蚌埠了
草
你说了Dio是吧
这次一定！
海拉也太像了
我是鸣人！
帅哥章鱼哥（幻视
你们干嘛呢~~~~~~
deal
长发？不应该是短发吗
泪目
智慧的眼神 
火钳刘明
你也想起舞吗
我看到保安了
经典全魔乱舞
双下巴
泪目
李狗蛋
羊巴鲁
gogogog
灵魂摇摆
羊巴鲁
鸡你太美？
大场面
《前妻》
这哪是终局啊，这不是银河嘛
真打架不如跳舞？
ko no DIO da
长期零元购，经费都上去
带制作！
5000+
我！是羊巴鲁（doge）
5000+
都有压路机了承太郎为什么没来
狂焯，狂焯啊简直
5000+
大片
吓我一跳
6000+离谱
带水泥村口集合
哈哈哈，镇事鸡你太美
你 比 我 白
经费在燃烧
大片视效
铠甲哪里都歪了，哈哈
又要斗舞了吗？
6000+。。。牛批
在你左边
我特么一直接一键三连。
哈哈哈
是变形金刚
6000＋人
6000＋人
I'M OK
肉蛋葱鸡
6000+
阔诺dio哒
这紫薯好方啊
自导自演
6000各位好
他们的英语好好
6000+就离谱
X男还哈哈哈哈哈哈哈哈
捂脸
海拉这里应该是死亡吧
下巴掉了
蚌蚌子
卧槽
6000＋举个爪
右二右二！！！
好像动漫版的剧情啊
迪欧！da
大制作
雷神看起来真的有内味
6000+
好气啊
雷神汤普森？
kksk
浩克哈哈哈哈哈哈哈哈
海拉本拉
吓死个人
6000+
7000+你们好鸭
大制作
精神污染
钢琴烤漆盾牌
7000
7000+
羊巴鲁
你为什么不摇？
6000+你们好
开始摇人
不忘初心
DIO？？？
出来个恶霸马奎尔
店长灭霸
影流之主
迪奥
这灭霸是营养不良了呀！
大场面
芝盾？
铲车？？？
7000+就离谱
奇异硕士
没茅台
我们要用气势打败他
ohhhhhhhhhhhhhhhhhh
秒出戏
博士怎么变胖，是被打了吗？
《白嫖者联盟》
海拉prprprprpr
火钳刘明
百人同台竞技
神威
7000了
可梦的羊8度
比我白！
7000+就离谱
700+！
dio
印度老仙嘿嘿嘿
章鱼哥？？。。。
7000+！
7000 加
波切蒂诺当法师去了？
嬉皮笑脸
记得砍头
7000+就离谱
回 合 制
《克苏鲁》
7000+
俺没鸡!联盟
波切蒂诺？
肉肉蛋葱鸡
注入灵魂
我有种不好的预感。
暴风女好大
在你左边
我是羊巴鲁？
狂草，狂草了简直
看到我你就不是第一个看完了
千都开心!(战斗开始)
这都能刀！
7000+了都
哲 学 四 巨 头♂♂♂♂
7000+
7000了
I am 恩比德
7k+
7000+
美 式 拿 铁
你刚刚说了Dio对吧？
这时候应该没手套才对
群魔乱舞
我以为激光把美队手给串了
泪目
杀人还要诛心？
传统艺能
7000离谱
宝莱坞巨制
我这是7000加
精神攻击
打不死灭霸还跳舞的屑
七十伯人
泪目
是第一眼我看成了红骷髅
战争机器钢铁侠
7000+
带制作啊
5555别刀了
我看到保安了
7000人，你们好。
哈哈哈
特查拉•斯塔克
有内味了
我们三个太强了
Wakanda whatever
7000+了
笑死我了
这小子的眼神和语气都还不错，让他去演黑豹也可以。
致敬
鈤
泪目
六小时，烫嘴
7000+你们好
这不是古一的招式妈
前面的7000+了
为什么要尬舞，哈哈哈哈
灭霸：我有点慌怎么办
7000+你们好
名场面
7000+你好
7000+
7000+
我已出仓，感觉良好！
这年迈体弱多病的步伐
泪目
我就是太阳
7000+
7000加就离谱
益达，笑出强大
七千加你们好呀～
7000+你们好
Inevitable
全村吃席
这博士哈哈哈哈哈哈哈哈哈哈哈
7000+
你 比 我 白 ！ ！
带制作
leimu
燃烧的经费……
Youcan really dance
小李？？？
火钳刘明
大制作
奇异果博士
泪目
最瘦小的美国队长
我怎么变成幻视了（doge
百万特效
好怕他突然竖中指
我可以打一整天
他是不是真的以为自己叫“羊巴鲁”了吧
海拉最像
羊 巴 鲁 宇 宙
7000+
7000+
吓我一跳
黑则明
你们好，正在看的7000多人
X教授？？？？
X教授医学奇迹了
要打响指了还面无表情的屑
X教授医学奇迹了
吊炸了
右二摇的太厉害了，晕
你们不要打啦，这样打是打不死人的
比我白，比我白
亚裔面孔的美国队长？
花心大萝卜
没课药剂的美队咋就上了
7000+了
这是一个2级号能发出来的东西
7000+
《可爱的羊巴鲁》
刘昊然
李狗蛋
7000+留念
黑虎阿豹
蓝巨人
这...弹
兄弟（King_Vader），老子喜欢你！
巴鲁侠
羊巴鲁～给我整笑了
除了鹰眼，别的无法直视！！！
惊喜队长
7000人，赶紧踩一脚
7000＋
这bgm不对啊，不应该是零元购的舞姿配零元购的bgm吗
yeah～
7000+
7000？
哈哈哈哈
dio
7000个潮吧
7000+
尼克可以啊
7000+
冥场面
来吧，开始斗舞
7000＋
bgm不对味啊
7000+你们好
聋了
7000+
纲铁侠
7000+
7000+
Duo
哈哈哈哈哈
7000＋
7000
牛
海拉
《黑 铁 侠》
待会肯定又跳起来了
汽车是家人侠来了
7000+你们好
肉装法师
至尊法师  汤普森
高燃！
女武神挺像的
大   罗
刚想起打响指的灭霸
大制作啊，这么多人
羊巴鲁
ohhhhhhhhhhhhhhhhhhhhhh
这雷神还挺帅
肉装螳螂女
嘿嘿
绿宝贝
我看到保安了
6个小时，7000+
注入灵魂
7000加
钢 黑 惨（确信
王成奇异博士了！！
哈哈，这灭霸造型笑死
这不会是惊奇队长吧
70伯个大傻子点进来看
草
惊奇队长是壮不是肥啊
离离原上谱
6000+你们好
帅
？？
DNA浮现
你比我白！
中国队长
看这特效应该是法师登场了
BGM属实让你玩明白了
ohhhhhhhhhhh
屑！
你比我白！
ohhhhhhh
dio（幻听）
吾名贞德·达尔克！为了给我们的契约者开辟前进的道路！
卧槽……
？？？？
鋼鐵俠被燒焦了，確信
中单你出你*肉（大雾
群魔乱舞
哈哈哈哈奇异博士我笑尿了哈哈哈
6000＋
《嬉皮笑脸》
前后呼应，所以就成了死循环了？
官方发布，重温一遍。这次有了中文字幕
特效还行
右二我晕了
不忘初心
亚裔美国队长
甜菜头
《首尾呼应》
我将，扭转万象！
这是钢铁侠最黑的一次
前面美队都说DIO了，现在有压路机很河里
群魔乱舞
传 统 艺 能
6000+ 你们好
海拉好像
大制作
奥拉夫
这up叫啥，王伟德吗？
蜘蛛侠待遇
《刘昊然友情客串》
我是罗辑，对话三体！
6000+
卑鄙 摇人
哈哈哈哈哈哈
奇怪博士
群魔乱舞
尤里的复仇（幻视
是不是没有蚁人
给我点赞
攻他下盘啊！
但丁？？？
狂草！！！！！！狂草啊简直！！！！！！！
给我点赞我的7000朋友们
有点东西
黄金体验？
呐路多 不够帅
家人侠
6小时了，6000+
平  行  宇  宙
0元购
x博士居然站了起来
奥特四兄弟
卧槽
讲道理比某些GC电影特效要好。。
肉装博士笑死我了
光头忧郁佬
dio
羊巴鲁！
I'm 羊巴鲁
刚开始还以为是青铜，原来是王者
6000+
道具服装确实不错
看到现在都没开始跳舞，这不科学
又来一个肉装
好合理
60伯人
比我笨
火钳刘明
在你左边！
丐版复仇者
就TM你叫钢铁侠啊【doge】
银河护卫队病毒传染了属于是
亿万特效（确信
总座高见
阉割版
？？？
不是，为什么现在不直接打响指，手套，宝石都在
怎么只有一个固定镜头
泪目
哈哈哈哈哈哈哈，萎缩版灭霸
nb
哈哈哈
法坦？？？
好家伙
当初复联三之后，一群人在猜怎么打死灭霸，我都忘了还有这个方法
6000+
星爵主场
我是羊巴鲁
6000＋你们好
I'm 羊巴鲁
白嫖真行！
我的妈呀，大场面啊
自己送走
美队你要是被绑架了你就眨眨眼
dio
丢
dio
终极蛛？
有那味了
不是应该说：“我是~~羊八鲁”吗！！！
i am 样吧路
羊巴鲁!!!
拼西西版妇联
全民星爵
《不如跳舞》
火钳刘明
李狗蛋
哈哈哈哈
好家伙6000+
黑化钢铁侠
村口打架了!
奇胖博士
这个紫薯精看着很像尼根（行尸）
回合制
五千加就离谱
电舞者联盟
火箭头锤
绿巨人不该从门里出来吧
切他下盘
左边有人竖中指hhh
这海拉我爱了
奇行种
特效秒杀所有国产电视剧
dio
特效牛逼！！！！！！
5000+
To match god with mortal strength.
5000+你好
怎么还有阿凡达呢
羊巴鲁
EDGGAME（
5000+你们好
女拳队长
肾虚灭霸
明明是完胜还打响指的屑
5000+就离谱
尼克杨
《龙泽罗拉大！！!》
没必要没必要哈哈哈
还真dio。。。怪
羊巴鲁
你吼那么大声干什么嘛
锤子呢？
哈登
肌肉车是新恶灵骑士的座驾
前妻——
米切尔，还不去打球？
博士你肿么了！！
法师出肉出肉的法师是屑
哟哟哟，这不是哈登吗
曼？
来个赛亚人就搞笑了
群 嘲
没有毒液？
米切尔回来打球
不是，宝石你都有了还在打什么？打响指啊！
比我笨！ 比我笨！
比我白，比我白
来了
这是灭霸最瘦的一次
点击屏幕开始游戏
比我白！！
变种人！
泪目
蓝精灵
5000+的你们好
暴风女和X教授！
奇异大专生
村口械斗
