好强
无语了，这唱的啥呀，没一句不好听的
天下无双
痛
原告：新海诚
啊通:武藏世界无敌
火了火了火了家人们火了
天下无双！
通与宫本
好活
宫本武藏，天下无双
好活
宫本武藏是女的
纯度太低了
666
宫本比之前更弱了
上热门了
无敌是多么寂寞
无敌的我又回来了
牛皮
这是什么奇奇怪怪的视频
宫本武藏 天下无双
不打游戏的也愣住了
爱了爱了
宫本武藏，你是我的····神
求BGM！高中在我同学的MP3上听过一次念念不忘，但是没想起记名字
宫本三叶，立花通
是伊吕波里哦卡桑门口的风铃
我们需要这种艺术
让我来看看是谁的双厨狂喜
无违和感
外包，核心把控还是天美自己在做
佩服佩服
是在下无敌啦
王者的手书？？？？？？？？？卧槽
动漫不整活那还叫动漫吗（复制）
动漫不整活那还叫动漫吗（复制）
动漫不整活那还叫动漫吗（复制）
科普一下，正经来说王者做的动画是类似于上几次飞和晟的，动漫cg都是外包公司做的
动漫不整活那还叫动漫吗（复制）
动漫不整活那还叫动漫吗（复制）
我超，农
焯！
牛比！
我有阿通在地狱等我，你有什么?双手吗？
我笑死了
区里的啊通，我无敌啦
天下无双不足挂齿
宫本武藏，天下无双！
阿——通——
卧槽！宝藏！
不愧是你
不愧是你
你牛逼
ccccccccc
"血族的锅,后面宫本打血族了"
这不得三连一波
我超！农！
好活
就...离谱
火了叫我
哈哈哈哈哈哈哈哈
音乐:前前前世
666
太草了
愿艾欧里亚之灵指引你
又是个封神的
66666
我滴hai来
没见过
一键三联，安排
看到这个梦幻联动我已经在崩溃的边缘徘徊
不知道的，还以为是动漫
火鉗劉明
梦幻联动
无敌的我又回来了！！！
？？？
如果宫本跳斩一刀劈了陨石……
这也整上了，逆天
宫本武藏，天下无双！
火钳刘明
要不是看过原片，我差点就信了
火钳刘明
火钳刘明
宫本武藏天下无双
你的名字
有一点点牛
NB
[你的名字是!  宫本武藏!]
感觉我的宫本又行了
佩服
好像《你的名字》 音乐
《离离原上谱》
收下吧这是我最后的硬币了
穿越轮回只为找到你（鬼剑武藏台词）
天下无双
你的名字
已经开始笑了
是在下无敌啦
阿通！！！
宫本武藏！天下无双！
完全可以把阿通这个人物给她搞出来跟宫本组Cp
宫本武藏，天下无双
这是秒速五厘米名场面
前前前世
BGM：前前前世
间其实如此不便之物？
天下无双
？
我好像...又看到那道光了
这竟然上B站热搜了……
得看过《宫本武藏》这本书才会知道武藏和阿通之间的那些遗憾
感觉用秒5来做可能有原著那味
火了为什么给你点赞，而不是我
我刚开玩你的名字就看到了这个！！！！
牛啊
八爷…RADWINPS吧，名字答对吧
这个艺术为时刚刚好
不要不懂在那胡说八道前前前世哪里是八爷的歌
双厨狂喜
火钳刘明
66
阿通，你也不想宫本先生知道这件事吧
创死我了，创死我了
火了砍我
䎭
不是有点，好生草啊
不是TIMI了
太淦了
正版这不来了
火钳刘明
火钳刘明
动漫不整活那还叫动漫吗（复制）
动漫不整活那还叫动漫吗（复制）
占楼
永远忘不了那个夏天
BGM前前前世
下次一定
好活！当赏！！
天下无双
农是吧
牛呀
我有阿通在地狱等我你呢
宫本武藏，天下无双！
WC牛逼啊666
？
必火必火
草
亚索？
火钳刘明
火钳刘明
好家伙
有点腻害
我超
刮痧的我，又变帅了
淡淡的柚桑
好活
厉害
好活，当赏
天下无双
焯
火钳刘明
三b，走起。
蚌埠住了
牛
刮痧的我，又变帅了
 在相思树下
这必火
迪迦
大叔变小鲜肉
求bgm
就离谱
好活
阿通，桑启是你什么人
阿道！！！
阿通，暂且等等，我会拯救你
通の名字
动漫不整活那还叫动漫吗（复制）
宫本1技能挡陨石(确信)
无敌的我，又回来了。
离谱
把前面那个说八爷的黑粉拖出去斩了(dog)
你的削弱
66666666
短短的一分半，让我破了三次房
火钳刘明
每天一遍 开头再见
无敌的我回来了！！！
宫本武藏~天下无双！
kksk
还我一敏
是在下无敌啦
宫本茂
告诉你个秘密
没有小次郎我是真的不开心
太离谱啦
牛
君名稳定输出
我刚开玩你的名字就看到了这个！！！！
草，我牛呢
？
我看着这个视频突然涨了3万赞（？？？
剑岂是如此不便之物？
你的名字是？     超级兵
绝了
离谱
好家伙
震撼到我了
我币留不住了
宫本武藏天下无双！
蒸滴c
离谱
太糙了
火钳刘明
说个恐怖的事儿 武藏是地中海
刮痧宫本
新兔？？
呃呃
动漫不整活那还叫动漫吗（复制）
钱给足了动画自然做得好
无敌的我又回来了
秒速五厘米！！！
秒速五厘米
前面的，因为腾讯的王者动漫是外包的
下次一定
宫本武藏，天下无双
这个歌名字是（前前前世）
我哭死
火钳刘明
哈哈哈
太厉害了
不过是块大石头罢了，看我用二天一流劈了他！
阿通
卧槽
妙
火钳刘明
？？？？
二天一流直接把陨石劈开(虽然现在没有二天一流了)
优雅！
阿通
呜呜呜我的阿通
？？？？
厉害了！
越来越离谱了
是在下无敌啦
笑死了
<718>
如果这个视频火了，我就是历史的见证人
牛逼
君名
我超，农
我宫本武藏不做超级兵了！
啥玩意儿
？？？
哈哈哈哈乘电车的屑两人
离谱
？？？？？
火钳刘明
我焯，农 !
RADWIMPS《前前前世》yyds！
卧槽
在相思树下
66666
我才是无敌的
阿通
来世相见
现在直接显示BGM
天下无双
jj
阿通的死法也挺草率的
宫本武藏，天下无双~
575个人出来。
名字，岂是如此不便之物！
牛啊
天下无双
宫本武藏，天下无双
3连！
真帅气
逆天
宫本武藏天下无敌
宫本武藏天下无双
你的，名字是！——宫本武藏！c位克星！
这个叫艺术
这么强卧槽
靠，毫无违和感
好家伙
其实吧。他是佐佐木小次郎，因为他长得帅
无敌的我又迷路了
《一代峡谷一代神，代代天美削宫本。》
三连了
这一幕没绷住
我的名字是——老宫
666
好活，当赏！！！
真有你们的
连续剧
开头见
nb
牛的牛的、
666
无情
？
没有灵感可以去咬打火机【狗头】
我超 农
为什么只能投两个币啊啊啊！！！！！
超越轮回只为找到你
宫本武藏刀劈陨石（bushi）
宫本武藏，天下无双
牛
我有阿通在地狱等我，你有什么?双手吗？
真的六
哈哈哈哈哈哈哈
就TM离谱
曲对币有
宫本茂（doge
我是武藏，我是小次郎，我们是穿梭在银河的火箭队
hhh
可以可以
创死我算了哈哈哈嗝～
阿嚏！
火钳刘明
人傻了
牛逼
这个底下的话，怎么想起了你的名字？
草
好货
阿通和三叶还真有点像
唐突吃刀
宝贝，吃刀啦
宫本武藏  天下无双
离大谱
梦灯笼bgm是
3d>2d
牛逼！
挖晒
woc 农！
宫本武藏天下无双
什么天下。。。也就四川那么大。
相思树解决你的相爱问题
啊通
是金子总会发光的！！！为我云打calllll！！！
这一刻本王者玩家在B站抬起头了
太丝滑了
太强了吧
逆天
好丝滑
好耶
嘎嘎
没崩住
泷呢？
我超，农
就离谱
恭喜首页
终于见到你了宫本哥哥，我是你的妹妹宫本茂（
真•超越轮回
宫本武藏，天下无双
再来亿遍
666
大咩！
nb
日本外务省花的钱不少呀
感觉回到2018年的秋天
好活当赏
666
胡说，宫本武藏明明是女的！
不是吧这也能2创
干了这杯血
宫本比之前更弱了，女人只会影响拔刀速度
大早上就这样不太好吧
那个插画太牛了
所以为什么不换衣服
nb
嗯？
离谱
阿通
不得不说这波你确实脑洞开了。
宫本泷和宫水阿通，哈哈哈
去摘下无敌吧！
宰相死树下
nice~nice~~~
草
这。。。离大谱
挖槽
绷不住了
宫本：故乡的樱花开了！
DNA错乱
梦开始的地方
泷
李信来了
在下宫本陇
阿龙宫本
阿通颜值好高
火了@我
草
是在下无敌啦
DNA错乱
是在下无敌啦
绷不住了
这番刀吗！
好画师
牛
前前世世
宫本武藏，天下无双
火了
穿越，我懂了
宫本武藏，天下无双
无敌的我，又被削了
天下无双！
宫本武藏，天下无双！！！
我超，农！
是摘下吴迪辣！​
是在下无敌啦！
好棒！
宫本武藏，天下无双！
火钳刘明
是在下无敌啦
牛杯
这可恶的帧率
决绝子
20世纪的日本男高穿汉服
BGM:前前前世
我去，农
你三连有了
在下（宫本武藏）无敌了。
少拿原画糊弄我[doge]​
我超农
逆天
好活就是整的太好了
666
宫本武藏，天下无双!
我
我差点就信了
阿通
厉害啊厉害
我明宫本天下无双
每日一遍开头再见
谁教你这么剪的
宫本武藏，天下无双！
你币有了（doge），再来一遍
好活
离谱
1
牛p
？？？？
属鼠已经是农药的形状了呢
离谱
火起来
牛壁！
你以为你有机会出手，又不是回合制游戏
宫本武藏，天下无双！
生草
王者的CG是抄这个的吗？
六
？？？
可以进收藏吃灰了
可真行
牛啊牛啊
是在下无敌
这很难蚌得住
太生草了
蚌埠住了
蚌埠住了
牛啊牛啊
绝了
纯度太低了
发现宝藏了哎
up主别想拿原版骗我
牛牛牛
？
绷不住了
宫本武藏天下无双！
我靠
！?
我看的原来是盗版
会不会做游戏
好的，宫本要出新皮了
离离原上谱
牛
可以让官方过来看看
创死官方系列
六六六
火钳刘明
？？？
他娘的这才是原著
666
火钳刘明
火钳刘明
宫本武藏 天下无双
。。。。
火钳刘明
新海诚:我可以是原创，也可以是原告
可是，阿通已经不存在了啊。。。
无敌的我又迷路啦!
焯
？
好牛好牛
前面的，天气之子片头曲
通の名字
在下无敌龙傲天
无敌真寂寞
痛，太痛了
泷啊——
这牛逼呀
nb
你的名字是，宫本三叶
3D的阿通像那个（我只会心疼哥哥）
毫无违和感
每天一遍，原版再见
酱紫剪?
阿通说，我会影响宫本拔剑的速度！
没有剑就不能杀人了吗，剑岂是如此不便之物!
每周必看了
没b了今天就先嫖一次
成功忘记原片
每周必看
动漫不整活那还叫动漫吗（复制）
刀全是刀
？？？？？？？？
阿通确实好看
绝了绝了
强啊啊！！！！！
这不就是原版吗，算什么二创
火钳刘明
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
这样的宫本武藏给我来一打
火了赞我
.
我娶？
草
我的名字叫范马勇次郎（bushi）
这不火？
牛
字幕是翻译吗？
这二创只能说比原版还nb
火钳刘明
阿通
哈哈哈
这就很离谱。
这有500万播放量都算少了
火钳刘明！
爬
二创不是让你创死观众啊
每周必看
呜呜呜呜
众所周知腾讯是被游戏耽误的公司
众所周知腾讯是被游戏耽误的动漫公司
所以宫本茂是有这么个说法的
离大谱
6
现在压力来到了官方这边（doge）
恭喜武藏发现了你
好厉害呀
宫本武藏，天下无双。
6
我超，农
我为啥没这爱情555555
你的名字—我的名字是吉良吉影，年龄33岁……
宫本武藏宫本茂，立花千代立花泷
太牛了
当初看原片把我哭死
我超，农
o00]
、】】
牛蛙
再爱就不礼貌了
想挑战的排好队，一个一个来
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
qq生命体，阿布索柳特战士
卧槽，农！！！！！！！
真好！！！！！
《你的宫本》
把公屏打在离谱上
太牛了
火钳刘明
飞奔：指开大跳脸
离谱又合适
跟up猪撞头像了
每周必看
乔斯达家族
他们头像为什么没有荆棘公主
ww
就没有人和我一样对这阿通无感吗
 每周必看
好活当赏
？？？？？？？？？？？？？？？？？？？？、
酱紫剪？
宫本武藏
哇
双厨狂喜
绷不住了
我感觉还挺搭的
真牛啊
弹幕护体
差点儿都信
为什么感觉这么熟悉
众所周知，武藏是女的
666
梦幻联动
要是没有看过原著的话我差点就信了
宫本武藏，天下无双！
希望宫本重回巅峰
王者CG师快来学习！
你的名字？新海城
前前前世
生草啊
宫 本 武 藏 的名 字
再来亿遍
牛逼
《你的名刀》
火钳刘明
你的阿通
宫本武藏 天下无双
宫本武藏，天下无双
玩王者的不玩王者的，看过《你的名字》的没看过《你的名字》的都沉默了
宫本武藏 天下无双！
神tm天气之子，是烟花（doge）
《风一般的名字》
天下無双！
君の宫本
牛蛙，牛蛙。
为什么要把阿通写死!
天下无双
你的宫本
卧槽
痛，太痛了
二天一流！
看过的和没看过的都沉默了
我真的是服了
火钳刘明
王者联名你的名字
这只up主被新海城亲自给赞了(真的)！！！
牛壁
火钳刘明
爱了爱了
草
牛逼
绝了
Niubi
我超，农！！！
我发现宝藏的能力一直很强
纳尼
夜见？？
二天一流
现在压力给到官方
所以说宫本每天摸阿通的**
火钳刘明
宫本武藏 天下无双！！！
阿通，我的阿通，QAQ
每周必看
火了赞我
劳资改版啦 无敌啦嘿嘿
离谱
。
真的是梦幻联动，双厨狂喜
好牛
。。。
。。。
厉害
宫本武藏，天下无双！！！！！！
嘿嘿，来了啦
你的宫本
丰田
666
啊哈哈哈哈哈好好玩
多番混合之宫本武藏
WC
[每周必看]
[每周必看]
[每周必看]
初恋你的名字！！！！
6
火钳刘明
硬是把和服劈开了…
超级兵的名字？、
????????
看不出违和感
药
DNA错乱
毫无违和感
666
牛
厚礼蟹
他学了三年动画，嗯
要挑战的排好队一个一个来
好活
超越轮回只为找到你。
视频真的可以
6
接币吧！
每周必看
每周必看
天下无双
被学习耽误的段子手
太酷了！！
。
牛逼
离谱
6666
好家伙
火钳刘明
梦幻联动
离谱
酱紫剪
你的名字
你币有了
666
？！？！？！？！？！
宫本:我变弱了也变帅了
阿——通！！！
牛
jojo
JOJO的奇妙冒险
绝绝子
看见封面后我。。。。。。。
这是个什么鬼
[每周必看]
[每周必看]
《前前前世》是真的好听
《前前前世》是真的好听！！！
我有阿通在地狱等我，你有什么？
双喜临门
宫的名字
雷姆
《刀速5厘米》
宫本武藏 天下无双
你的名痔
真不擦
我的阿通
创作团队……
火钳刘明
你的超级兵
可太强了
哦不
这么人才
有人在呼唤我阿布索留特的后人
宫本我跟你商量个事呗，以后我不叫你超级兵，你把阿通给我
今今今世
你的冥子
不愧是你
《镇站之宝》
还真就是日本的
宫本武藏，天下无双
宫本武藏，天下无双
[每周必看]
火钳刘明
火钳刘明
火钳刘明
王者官方收藏了
宫本武藏  天下无双
眼前一黑
好活
［每周必看］
真绝了
宫--------本--------武--------藏，天---------------------下----------------------无-------------------双！！！！！
宫本武藏天下无双！！！
666
宫本小强！天下无双！
双厨狂喜
封面看成百鬼丸了
我币没了
火了撅我
币有了
牛皮
宫本坐电车！
农
、
《你的名刀》
阿通被你从地狱里拉出来了
宫本武藏，天下无双
""
