头一次这么靠前
快乐不能当饭吃，但它的重要程度不差与饭菜
富豪能买到吊死他们的绞绳吗？
收藏比赞多
多人运动？
当时哭惨了
这个世界不值得
天地玄黄
人世间，断舍离
看这个锰男落泪
人世间至今不敢看
相反，可能每个人不一样吧
？
富豪的银行账户都有自己的想法
看完感觉人生不值得
问题是很多时候根本没得选。
？？？？？？？？？？
好看
神剧
中国的纪录片真的无敌..
没有资本家，你们给谁打工？
每天都在仰望
旗帜上为什是简体字
看过
你把中国缩小了一万倍
看过，超美
南京美龄宫
看过
我们数学老师给我们看过
我也看过的，飙泪就夸张了点吧
感谢~
想一想明天上着12个小时的体力班，给了解的朋友说我这人就是越挫越勇，其实撑住撑不住只有自己知道。
正在追
航拍中国不错的
不看后悔一辈子
看过一二季
up
up的声音很好听
收藏了 回家看
文案很好
让自己快乐真的很重要
啊但是有钱总比没钱好
地理课上看过
哪有那么多泪给你流的
泪目
???
无法理解动力？
确实
呵呵！
超爱这个
芜湖，这个推荐
？？？？有钱为所欲为
？？？？
哪能看？？
视频越来越不走心了怎么了发生什么事了吗
没有快乐 饭都吃不下
这个看过一点点，哭了一晚上
啊啊啊，哭死了
快乐不能当饭吃，但你只吃饭还会快乐吗
牛逼
？
来了来了
张丽君
富豪也喝野格。。。嗯。。。
有的人8岁就埋了。却活到了80岁
BGM是什么哦
三连有了
掉了俩万。。。。。
他们头发都好多
我好像猜到了塔普1，人生果实
才十?看来我看过的还是太少
美丽
这个看过，很不错
精神病患者那期真的想哭
哪里找
当年看这个真的哭了
每次听见都会DNA般的飙泪
这是真的牛
这普通话有问题?宁听不懂?
能啊，家乡6点抬头每天都能看见第一颗升起的星星，8点过后漫天繁星
黑龙江鹤岗房子3万，别说买不起，就是想呆在大城市
盆涨
让资本家在路灯上过完自己一生
路灯警告
路灯警告
路灯警告
哭死
收藏了
文科生狂喜
这里面我只看过top1，cctv9总演
还有一种傻人
人间不值得
盆站的宇宙
人间不值得阿
给自己打工
这个声音爱了
浮生六记
万
可就往往这些事情跟我的生活没有任何交集
看完了……
巧了，我们这边天上没有星星
这个真的 我从第一集哭到最后一集
我们高中每年地理组就要求学生要看
你说钱买不到爱情，可没钱你拿什么爱
看了之后更觉得人生不值得
看了才发现我的生命好短
仰望天空什么都 看不见
让自己快乐真的很重要
这个真的好看！
这个看了三四遍
骨癌患者路过 代价是失去一条腿 希望以后医疗 发达 不再需要做这种带着终身伤疤的手术
总于有我看过的了
看过
看过。超级赞
看世界
真的要读书。作为农村家庭我知道。一点要读书
看完了感叹完了，还是要挣钱吃饭
我的家园这么大却需要我贷款买房
宇宙洪荒
人间不值得
长英才前来报到
不敢看
孙连城
此处的BGM是什么啊
来了来了，吹爆
不敢看这个 会哭死的
不敢看这个 会哭死的
在那里可以看到呢
孔子冬游，见两小儿便日
请练好普通话！！！
美国文化输出！
江南百景图本图
这个部分我们语文老师课上放的  看的特别感动
到此一遊
这是记录片《时间的风景》
人间不值得
等到了
人间不值得
看完之后更难受了，我也想要富豪的快乐
不敢看……
生来有钱
文案写的真好
指数型增长:0→0
书简BGM
我看了
但能享受大部分
我看这个每集必哭
天地玄黄
up主的发音练一下吧～
不是
刷了很多遍
这个前年看过，挺有意思的
once i was seven years old
更我读 人 间 世
帝陵超好看
个人不喜欢
评论绝了 人均极度民粹
"""普通的富豪"""
《急诊室故事》也不错，不是那个电视剧
这个我看过，超级牛逼
看不下去这个  哭死了
...
河西走廊纪录片强烈推荐一下
腾讯有这个
列侬
宇宙时空之旅
我只想帮他挂在路灯上
天际遨游
up主没后鼻音的吗？
宇宙启蒙老师
960平方公里？
这个真的棒！
这个世界很大，我的生活很小
世界愿我远眺，生活使我短视
960平方公里？
抬头没天空
看到纪录片top果断三连
这个贼好看的
这个是真的厉害
这个真看不了。。。。
但去这些地方还是得要钱
现在就在看
微软的壁纸
微软的壁纸
寄蜉蝣之天地，渺沧海之一粟
一个普通的up主用心给你呈现这一切，你却让人家连普通话？
看了发现人间更不值得了
在底层也不乐观的孩子真是一无所有啊
夹吃灰
CCTV9还有10看过一半左右
《轮回》和《天地玄黄》差不多
这个看完我更加觉得人间不值得了……
这个牛批
哎呀 这一幕就把我看哭了 真看了那还不把我哭死
弹幕真的好烦好杠精，不想看就滚蛋吧
增长zheng zang
b站有
收藏了
好家伙
想看啊
牛逼
基本都没看过啊
这个好看啊
只看过这个
. 
只有一个成了大学教授
看完就觉得活着真好
人间不值得
有些人20岁就死了，直到80岁才埋
Homo sapiens
天生万物以养人，人无一物以报天
NB
这段出自于《浮生六记》
渺小微物
可以看见星星啊
后世？
up主好棒
资本家已经几乎把持了所有的资源 没有上升通道 就连上学读书现在也是有钱念 没钱滚
人生七年
浮生六记！
已经死了
这个片子就是富豪请人拍出来的.
逍遥游
伟大的卫国战争！！
 “”
这个真的难受，生命可贵，生命的顽强让人心疼
命是天定的，道是自己走出来的，终点和旅途都不能简单地决定好坏
央视太多讲历史的纪录片都能达到这个水准
河西走廊大明宫长平之战都是央视精品
《中国医生》也很棒
没有
哈哈哈哈哈哈
呸
并不是
个人感觉急诊室故事更好，特别是片尾曲，每次响起泪如雨下
人间不值得
生不出人，我很抱歉
正在看，这个真心好看
人间不值得
建立帝陵的理由难道还能是为了上厕所啊
？？？？？？
up已经很用心了吧，说的话能听懂就好，你们要求太高
去我的收藏夹里吃灰吧
去我的收藏夹里吃灰灰吧
去我的收藏夹里待着吧
收藏吃灰
这高清素材
这个泳池还做过《极线杀手》的取景地！
家园看过
牛的！
去我的收藏夹吃灰吧
吹爆人世间
呜呜呜
优秀
这个我看过
琵琶BGM：《篆音》
真看不下去， 哭死了
日常飙泪
帝陵的音乐印象深刻
打土豪分田地啊
私飞
宇宙区长孙连城
看到人这么渺小 哎。不值得
哈哈哈哈哈哈
地理生狂喜
看完马上离世系列？
套路8
盲猜从秦始皇到汉武帝，楚国八百年
看过
，
信你个鬼
跟我们的生活有关系么
哈哈哈哈哈
用知之甚少比较好吧？
医学生强烈推荐！！！
搜不到啊
岂曰无衣 与子同袍
BGM是游戏《底特律：变人》的主题曲
地理课经常看
没钱没做人的权力
帝陵
还有生门
还有生门
赤壁赋好吧
看过
ONCE I WAS 7YEARS OLD
看过
盲猜厉害了我的国
美丽
套路7
美国阶层固话太严重，这纪录片只适合美国
每次贫富一对比就会拿快乐说事，哎
唯有阶级才能改变命运
没有大会员。。。
这个吹爆
笑死我了
努力工作才能让老板更有钱
看完更丧了
暂停选桌面
-***-
高中时期的快乐啊
经典素材
滚
收藏比赞多系列
掉帧？
又是一个点赞比收藏多的视频
我是个制杖
并没有
普通话怎么了，不当老师为什么这么刻意
帝王的形象在ze里被完美呈现
好看
看看点
看过
生命呢
装什么？把星星都扯下来是厕所亲口说的
打到资本家
地球爆炸吧
这辈子没戏了
人 间 世
我连钱都没有 我谢谢你了
没有地球脉动吗
这个贼牛壁
天际熬油
不值得！
语文老师那个，你是我们班的吗？
搞什么
太喜欢这个了
讲个笑话，你不羡慕资本家
人间不值得
不看纪录片的我，想看
太真实了
少了个万字
阿姨我不想努力哦
推荐地球脉动！
旅行到宇宙尽头
车在前医生
看过
OK，去我收藏吃灰去
目光放远，万事皆悲
!!这个超好看，看完了才发现我们大部分人都只是父母的缩阴，只有小部分人不是
我看过
960万平方公里吧
非常好看
钱不是万能的钱是万达的
盲猜TOP1 蓝色地球
指数函数没有原点
他买不到我也买不到啊
一堆里面就一个
好看
有钱人间很值得，没钱很抑郁
航拍中国？
这个看过
这个看过
这个肯定看过
他能买到的我买不起，他买不起的我还是买不起。
地球脉动!!!
你天天泪目，水都流干了，没尿撒了吧
这个看过
迷失东京
白色巨塔
？？？？
说人话
地理老师最喜欢放的 
？
960平方公里？？？请问是哪国？
看过
资本家有开始他们那一套了
这个超级牛！
?
路灯警告
泪目
现在的我看不见星空
我们地理课上看的
好看
少了个万
芜湖
有啥好丧的？天天默认大家丧丧丧…有病吧
？
人类可能并不是地球原住民
奢侈的一小撮
呵呵，这样对比的？
直接看自闭
你们是来这学说话的？
这个真的要看，太美了
传奇航拍中国
我们高中地理课一直都在放这个
b站航拍中国的清晰度要是有这么高，那会吸引更多人的喜欢的
全看了
真鸡
底特律的bgm?育碧我大哥！
尬
哦哦哦，这个看过
是底特律吧
这个我看到哭死
。。
收藏和点赞2:1可还行？现在点赞要钱了？
密恐
名字错了
这个我不喜欢，感觉太杂了
大盆视角
好看
感动啊的的
这个超好看！
帝陵解说特别恢弘
读书真的能改变命运
这个真的哭死
并不
这个很震撼
张目对什么？
我想仰望星空，但是什么都看不见
也就是说连暴富都不能解忧了？
2333333
我怎么感觉看完我会更丧
这个太好哭了
看完真的会更丧
960平方公里？？？？
看完恨不得毁灭世界
鸡仔
bgm是the theory of everything，是同名电影里的主题曲
世界这么好，我却去不了
出生差不多就是命运
进收藏夹吃灰去吧
单身30来年了。 这困难我觉得很算什么魍想处对象魍想有媳妇
家园好评
环球同此凉热
这个在优酷看过
收藏比赞多系列
我来啦
也只能用快乐来掩盖阶级注定的贫富差距了
这个好看好看
筷子
我学的第一篇文言文
这个世界上的美好你们都看见了吗，它们和你没有一点关系。
.
zhengcang
zhangzang
zhengzang
醉美贵州
洋芋 洋芋 洋芋！！
结论是是。。。
真正的实干者在西部种树，而伪君子从不在乎也不宣扬
终于有看过的了
富温！！啊为什么！好洗脑
增zang
这个好看
可是我也没有富豪想要的啊
值不值得因人而异
别说了，挂路灯
960平方公里
人间无趣，不如不来。
23个人里只有一个好吧，还是留校任教
up后鼻韵不行啊
我看了 尿流满面
？？？
kaming
更丧了
这个应该是top1 真的推荐
好看
已经高考的文科生听到瑟瑟发抖
到点了，人间不值得，生吃个人，我很抱歉！
高中地理课的回忆呀
让我们一起天际遨游
？
人间不值得
下次不来了
人世间2
大师我悟了
这个真的好看
真的好看
这个bgm是什么啊？
这个哭的死去活来
你跟我说这些是人间值得?
?
航拍中国的确好
痣人
看过
真的看不了这个，看一集哭死我了
我
拒收红包是国家让签的，法律规定
看那些穿搭up主说的普通人穿的衣服！我一搜全是买不起的，我连普通人都算不上
理科生表示很喜欢
我是智人种裸猿我骄傲！
小笼包还好吗？
旅行到宇宙的边缘
！！这部我爱我爱
？？？？？？？
帝陵强力推荐，我印象最深的是西汉帝陵
第一季感觉更好看更适合入门 B站只有第二季
不不不，可悲的我，而是还没有发现我需要的什么是用钱买不到？
960平方公里？？？？？？？？？？？
这段BGM是啥，好好听啊
好看好看
可以
不是啥都能买的问题，而是他比我能买的多的多的问题
。。。
求这段的BGM
不见星空。。
宇宙时空之旅：未知世界
唯一一部看过的
这个不行，太难受了
哈哈 改变不了就自我欺骗 这算积极？？？
960平方公里？
？？？？
走了走了，去看了去看了
  这个真的很棒！
她去世了
什么逻辑/
取关了
这个超级好看！
不敢看，但我已经走上了这条路
那我也没钱了。
盲猜地球脉动压轴
看过
废话，当然有
不好意思 960万平方公里 300万平方公里 谢谢！对于这个数字，我容不得一丝一毫的错 不好意思
看过这个
s ++
一块地方也不属于你
连钱都买不到，可我连钱都没有
万？
我们不一样
体验富豪
BGM万物理论的？
P;LOKIJUHYGTFRDESWAQSWDEFRTGHYJUKILO;P'[
富豪都买不起
地球四季不错
稽录片
简体汉？？？写实一点吧
大美天地，你买不起100平米~
BGM：ARRIVAL OF THE BIRDS
哦吼
共同度过
被吸引住了
哦？
三连有了
好看
真实
看起来好看
穷人每日必看
天地玄黄看过了
我喜欢这种类型
好的
这种会6眼泪的
可以了
我超爱！！！！
初中生物老师让看过
哇
看远点看大点，发现一切都毫无意义
什么逍遥游，这个是赤壁赋
资本家又开始鸡汤了？？
这部我花了一下午一个人静静看完，看得泪流满面
！人世间
地理老师放的嘿嘿嘿
导演真长寿
犯我强汉者，虽远必诛
世界那么大，没钱看不了
哭死
窒息
航拍中国太知名了
第十才
说得好
只看Top10，三连三连
利益都被看不远的人拿走了。
人世间
大唐帝陵
吹爆天地玄黄
这个真的好看！！！！！！
？？？
不敢看
努力工作，老板就可以换车了
理科生表示白看了吗
好难。。
这句话无敌
这旁白真的难受
你的普通话水平提高一下
普通话太差劲
更阴郁了
更消极了
时间的风景
并没有
航拍！！！！
镇江金山牌面
宇宙区区长 孙连城
看完以后感想是人间不值得
感冒要吃药哦
？？？？？
这个牛逼
孙区长 孙宇宙
这收藏比点赞还多，大家点点赞啊喂
咋这？不相信，自己看了就知道啊！
好想看0
生而为人我很抱歉
嘤嘤嘤
可你连一个平方都不配拥有
！！！
？
吹爆我航拍中国
大清早就亡了
这个必看
努力总是没错的
个人观点，第二季稍微有点拉胯
如果富豪觉得钱不好用，请给我，我帮他买东西
呜呜呜哭死
帝陵，正在追，真的好看
人世间，唯一一部刷了两遍的纪录片，每一集都是哭着看完的
我都要看，我要看
看了几遍
好喜欢这种形式，用平静的声音讲述一部部纪录片
想起另一部纪录片《人生第一次》，讲述了人生中最重要的几个阶段
宇宙洪荒
这些和励志有关系？
纪录片看过无数部，很震撼
漢
我已经饿了
人间不值得  下次不来了
不能仰望星空，一想到人生短暂，就萌生辞职喝西北风的念头
富豪：我要是告诉你秘诀，我还怎么赚钱？
第一地球脉动？
蓝色星球感觉还不错的
现在能飞了
童趣
贷款买房只是为了群居，你不想群居，想过世外生活一分钱也不需要
Heii
周末看！
这画质我爱了
谢谢你们为我们做出的无私奉献“鞠躬”
人世间和四个春天，当时一起看的，泪目
他能买的东西比我多啊
？？？？？
这才第10？
这个看过，有意思，确实对历史有兴趣了
真实的力量
看了一集不敢继续看了
还毁了她
呜呜呜呜五哈哈哈就是打底裤
这个绝了
这个很棒
一集哭上百次
960？？？少了万啊喂兄弟
底特律的bgm
欢迎收看《地球OL》宣传片
超超超超超极好看！！！！
2563人
Up主昆明人
天天看
谢谢夸奖
看过了，还有生门
这一集我哭死了，坚强的女人
哭死
航拍中国
给我进收藏躺着吧
航拍中国
哈哈
好看的
真好看
等湖北
每集都哭(╥﹏╥)
6666
航拍中国了解一下
任何事物都是两面的，没必要讽刺环境破坏和现代化谁对谁错
这个超好看！！！！
前面的地球脉动肯定必推的啊
看不到星空
更丧了
太喜欢天地玄黄的bgm了
呕....吹资本家就tm离谱
富豪买不到烦恼
我有同学思考哲学和人生思考得太深入，抑郁了……
？？？？？？？？？？？？？？
这个就看了一点点…看着难受
这个真的太震撼人心了
？？？
后浪
超好看！天际遨游！
耶斯莫拉！
这个看了会抑郁吧，
这个好看
哈哈哈真有这个 可以 三连了
这个真的帅爆了
这个吹爆
这个超好看，吹爆
周迅配音超好听！！！
富豪不能买到一切 但是他们能买到除那以外所有的东西
家园千疮百痍又有哪些大佬们该为这些负责呢 反正不是我们
越看这种越让人相信宿命论了
承包一下我们大兴化的千岛菜花
？？？？？？
背景音乐arrival of birds 
得了，地球没了我们一样转
这个在腾讯看过
这是英国
我值得
近视，看不见星空
我饭都吃不起，唉。怎么会去想这些呢
在看
芜湖起飞~
傻乐吗？
第一幅画
第一幅画面是中国人拍的，还拿了国际大奖
生老病死，最为无情
更丧了
滚
0增长了还是0
我我看过！
这个具好看
哈哈哈哈   参与拍摄！！！！
我有多久没看到过漫天星辰了
唯一回看的就是这个纪录片介绍
俯瞰
哪里可以看这些纪录片啊
夏蚊成雷，私拟作群鹤舞于空中
千疮百痍 第一次’
阶级壁垒
一集哭两遍
三连了
美龄宫
类似的有《急诊室故事》 很好看
高中地理课看过
人世间！ 我哭死了！
收藏夹吃灰
骨髓癌那个真的是哭死我
你见过怎样的中国？是九百六十万平方公里的辽阔，还是三百万平方公里的澎湃；是四季轮转的天地，还是冰与火演奏的乐章；...
!航拍中国!
突然觉得自己很渺小 人间不值得了
听说过没看过（）
比亚迪汉，牛逼
生不出人我很抱歉
团结起来！全世界的丑东西！
我们的征途是星辰大海
我们是神创造的，你细品
我们是神创造的，你细品
我就问哪里能看到啊
baraka！
不不不，我们不一样，我是制杖
收藏夹吃灰去吧
去年高考的时候我们老师推荐过
-----------------------
。。。。。？？？恶心
一直  终生   终生   搁着tmd玩夸张上瘾了？
带孩子看
如沐春风
人间真的不值得
认在知红利中读到过这个故事，确实能破圈。只是很难
啊这集看完人都抑郁了
这个太棒了
仰望星空？现在哪有星空可以仰望
竟然没有未至之境
+
这个真看过
宇宙洪荒
吹爆
给我哭的死去活来
好喜欢这个羊圈
可以
这部有看，应该看不到他们70岁的了，很多在63岁那一期表示不想继续拍了。。。
天啊，搞得我好像重回高中读文科，文科生好幸福
等等，看完不是更丧了？
收藏吃灰
腾讯视频纪录片频道
我们地理课看了这个
少了个万字
？？？
心中top1天地玄黄
人间真你值得来
你需要好的望远设备，而你没钱
没
越看宇宙越觉得人间不值得
痔人
不敢看，看了两集，太压抑了，太难受了
我的眼泪不值钱...
这个吹爆
吉林省  为什么不拍吉林市   反复追问
..
酒吞童子？？？？？？？
我去！
生化危机？
推荐点普通话的行吗
没看过的都是因为非汉语片
看完这个，我连贷款都不想还了
在大城市晚上只能看见月亮
去收藏夹吃灰去吧
美龄宫哈哈 项链坠
地球脉动
没有钱，万万不能，我宁愿有钱，
底特律
BGM来自《火烈鸟故事》——Arrival of the birds
？？？？？？？？
看过
地球好漂亮
看到大汉的旗帜就浑身一震
小编带你看世界
bgm：Arrival of the Birds
配乐起鸡皮疙瘩
别洗了别洗了
人间值得
终于有看过的了
光污染看不到星空了，呜呜呜。
并没有
？？？？？？？
收藏夹吃灰先~
这部一般般
这能top4？
top1走进科学
我们地理老师放过好几次
高中地理课
人间不值得
真实
河西走廊这部纪录片也拍的很好
2564在观看
这个我看过
。。。。。。。
没币了
盲猜，人生七年
起码能打破 有机会 有些人就会给自己的无能找借口
(*￣3￣)╭♡
不来别来 sp
蓝色星球？
蒸脏
爱了爱了
。
第二季不好看啊
人间不值得
ok
？？？
生门也不错
BGM：Arrival of the Birds
960万
这个看过
up声音好好听 
去哪儿看
觉得不好可以关掉，弹幕没必要那么嘴臭吧，是活的多不如意
没有伴侣
长生不死
如果钱能买到永生那么世界将陷入混乱
BGM:Arrival of the birds
To the moon！
美玲宫真的很浪漫
我们地理老师放过
高中生一定要看，有知识点
？？
没
神也得还房贷
帝陵的音乐都好好听！！！
完了，光听UP介绍我就受不了想哭，更何况去看
看过人世间，好好看
这个看过！
收藏了，有空看。让我投币？下次一定
这个老师要我们看
人间不值得
我来了
话是这么说，该到点的还得到点
看不见星空了
bgm！！！！
航拍中国真的绝
、、、、、、
帝陵正在追+1
少个万
行星也不错啊
进去的是小鸡，出来的是肉
白血病移植后患者告诉你们，头发算什么，当时我命都快没了
看过诶
好看呢
2969人正在看诶
2993人正在看
舌尖上的中国
很喜欢看纪录片
在追
资本主义的丑恶
正在看!
三连了
对
罗杰终于上榜了
这个我看过，记录频道！！
喜欢纪录片
好漂亮
看不了这个哭了好几次
很有意思这个看过
我都会去看的
我看过
浮生六记
时间的风景好看啊
啊呸
吹爆时间的风景
航拍中国排面
这明明是赤壁赋
看到这个我就知道，人间不值得
??????
这个看着真的太难受了
很好很好
可以的
？？？？
说的那么厉害，还不只给了个top10
????????
我是弱智人
我所迷茫的是自己对这个世界的意义.我到底能做些什么？
天地玄黄，宇宙洪荒，日月盈昃，晨宿列张，寒来暑往，秋收冬藏，闰余成岁，律吕调阳
这个看过，说到灭亡的时候那个灰飞烟灭的特效绝了
这个超好看！！！
这个也看过
？？？？？
全体起立!
有些比较压抑
地理课上每天看
老师让我们看
还有《轮回》
这个太好哭了
？？？
ilidlild
ilidili
啊啊啊啊啊啊每一帧画面超美！
