难得等到硬货更新
有点像晒黑了的林俊杰唉
一样高
降白虎
千年僵尸王是好道士
你们说的那个是杜聿明，朋友这是李春华
演过好吗
大坝？
我想知道他啥时候没有眉毛的
以前的演员啊，辛苦
你们说的雪豹是右边的那个
已经去了吗
陈佩斯
其实也有好人角色，只是坏人角色太多了。。
卡住了？
天啊，十七八岁
马宁儿
杜玉明。
血刀老祖
于荣光
于荣光
李香兰
一路走好
看你就不是好人
有头发也好帅
第一次看他的戏是李连杰版方世玉里的反派于镇海
我只能记得他是我童年最害怕的人！能吓哭的那种一辈子都有阴影！
哈，我还以为他还活着？？？
怀念计老师
走好
那是杜聿明，倚天屠龙记里的玄冥二老，庆余年里的洪四庠
真的很优秀了！！！
致敬
血刀老祖演的真的好
17岁呀
啊？？？
一飞冲天
朱大当家
万宝路
雪豹是吗？
giao
这俩……我脸盲了
神他喵的影响问题
居然是杭州的
血刀老祖
血刀老祖
年轻帅啊
丞相好帅
刘昊然？？？
孙红雷
马宁儿真的太恐怖了
每个月几百块钱你玩什么命嘛
演的真好
那个年代江浙人个头低
僵尸大时代演好人
一路走好
赵四？？？
变强了
这教练真好！
眉毛很重要
神奇的化学反应……
可以半永久
算我常威一个，坏帅坏帅的
特别绝
砂锅或不锈钢锅，绝对不能用铝锅
关羽，快下车，危险
真实版玄冥二老
陈近南是不是就是他杀的？
好帅啊
.
.
那时候拍戏真的是要好好学习，做好功课
老祖
我的妈  走了
方世玉2里面他演的boss要多坏就有多坏
这俩人真像
玄冥二老
rip
教练又不是故意想弄走他
不是剧多，是根本没演过好人吧
部队
我一眼就看出来你不是个好人
太惨了
阎王不敢收
李铁，卧槽
旁边的是杜玉明，石家庄井陉人。
我也试试
足协裁判马宁
拗ao
秋意浓
致敬老艺术家
演得很好
致敬
没头发的jackylove
少林寺最早知道这个演员的剧了
唉，现在演的好的反派还有几个？
flag不能随便立
怀念
bgm李香兰啊
在那时候不矮了
成奎安
吗牙签逍遥王说话好好听噢
杭二优秀校友
逍遥王声音好好听噢
？死了？
怎么去世了？
这段视频很有印象啊，什么电影来着啦
少林少林，有多少英雄好汉
哇看起来真的好凶
经典
玄冥一老
致敬
我总怕计春华把主角打死
一路走好  
走好
一路走好
童年阴影
怕被吓到
生病了之后头发和眉毛一起没的
诸葛太帅了吧
缠头裹脑
17岁就吐秃了
福祸相依
军师好美颜
请大家注意，这是在讨论一位逝者，请都尊重一些好吗？
原来是这样啊
玄冥二老
教练好人
走好
教练好人
秋意浓诶bgm
一拳超人
哈哈哈哈哈哈
有头发就不一样啊
演过好人！
鬼脚七你大爷，这是计春华，马宁儿
我居然觉得段延庆是好人
海公公？
常威?
啊！走了?
原来是有头发的
海公公？
没有眉毛真的是他的标志
都是经典
啊这
这张脸，我在现实中看到也会怕
????
这两个是兄弟嘛？
其实如果他还年轻，演真人版琦玉老师应该没问题
就挺秃然的
居然有头发
李香兰
啊这
变秃也变强了
注定！
印象最深的还是血刀老祖
中药一般还是用陶罐熬好些
秋意浓好评
貌似也是演过好人的
七剑下天山，他不是一个好人吗？
体委还是一如既往的牛逼
？？？？？
僵尸大时代。你没看过？
秃如其来
教练好啊
孙红雷
李连杰好清秀
致敬
血刀老祖演得太好
走好
据说挺平常生活很健康的但是就癌症了～
飞鹰
啊
秋意浓
有头发的时候有点像陈羽凡
眉毛有点帅哦
血刀老祖
走好
哈哈哈他俩绝对是好友
血刀老祖
原来如此
眉毛哪去了
面相比红雷还狠
眉宇间有一股狠劲儿
帅
我的天 血刀老祖很棒
80后的173都不算矮了，更何况他那个年代的
马宁儿印象深刻
哎走好
走好
煎中药最好用瓷器。
173算高大？
神奇……
就是这个四大恶人，
我喜欢他的
一路走好
秃的是强者
BGM 秋意浓
牛津大学
致敬
这形象演不了龙套只能演大哥级别的
啊这
57？
全属中毒？
右边那个也是老坏人一个  doge
俩秃子，一个凶狠，一个阴邪，的形象，简直绝了
太经典了
但是这样成就了一个非常棒的反派角色演员 走好计先生
变秃了也变强了
up主声音好熟悉哦
我看过他好多好多好多电影啊
编导生丝毫不惧
物以类聚，人以群分。哈哈哈哈
又是体委
老坏人了
林俊杰？？？？
那个时候的演员能吃苦也很敬业
连城诀
没有眉毛！！
铁锅个锤子，别瞎说
血刀老祖本祖
乌鸦哥
致敬
乌鸦哥
段正淳
真的演技很好
致敬
演坏蛋没演技也不行的
好拼
怀念
那个真的是童年阴影，唉童年伴随着英雄们还有各路反派现在我长大了他们，，，
是好演员！！！
哈哈哈玄冥二老
段延庆太经典了
让人又怕又爱的老头，突然就泪目了，我的青春虽然不是他伴随长大的，但他却一次一次出现在我的脑海里。以前怕他，现在是喜欢，我不知道他到底是怎么样的人，但是他是一个演员，真正的演员！
我一直觉得计老师起码得有1米8
走好
他五官是帅的
他演过正面人物呀，七剑下天山里  克星剑的使用者就是他啊
居然有眉毛
李香兰
谢谢导演
我二弟，天下无敌
谢谢导演和教练
人群中突然钻出了个光头
走好
杜玉明也是因为生病没了头发眉毛
听口音就觉得是我们这边人
步伐……步伐
霸气外露，跟发哥有得一拼
这眼神就不像个好人可能是没眉毛的关系哈哈 演好人可惜了
强大的都没有
走好
帅，帅
血刀老祖只是碰巧没伤到主角，实际上就是大恶人
？？？
bgm：rain after summer
过世了？
那个年代
血刀
太帅了
央视有年有期节目为了完成计老师的愿望，在节目中计老师穿上了一身锦斓袈裟，终于做了一次正角
有种成龙的感觉
现在的都是替身吧
喜欢，印象很深，好演员
啥?怎么就走了呢
变强了
七剑
熬药一定要陶瓷或者砂锅
我秃了也变强了
走路姿势也很帅
有点像邹兆龙
右二科比
杜老师和计老师
李香兰
秋意浓
杭州汉子？
？？？？
张卫健是主动剃头的
挺凸然的
挺秃然的
少林寺里居然不演和尚，这光头浪费了
演少林寺合适……
鬼脚七
杜老师和计老师
我老是把他和杜玉明搞混
唐国强年轻时候超奶油的好嘛
走好
原来是这样
我以为故意剃的
李香兰好听
千年僵尸王师傅，还有很多被你吃了？
我还以为他香港人
龙爪手
计春华先生走好
一路走好
雪豹是个好人
但是他留下了经典形象
？？？？
致敬
刘昊然？？？
乌鸦哥
连城诀血刀老祖
有点帅
可惜
我以为他是香港人
李香兰
BGM是玉置浩二的《不要走》
段延庆
鹰抓功
倒霉
啊这
黄金配角，真艺术家
走好
张学友《李香兰》和《秋意浓》翻唱玉置浩二的《不要走》
看过黄河大侠
计老师一路走好一一
和李连杰一样，少林寺都是第一部作品啊
张三丰电影最喜欢这个反派了！！！！
段延庆死了
我擦，这小年轻居然是于荣光！！！
可惜了
谢谢导演
一路走好
讲道理，他演的太好了
脱发神秘配方？？
日语的歌是请别走
教练也是好人！
这时还有头发
命运
没认出来
有眉毛吗，就狠劲
确实
南方173不算矮……
这侧面怎么看着有点像敬汉卿doge
这位也是专业坏人。
那个年代173就算高的了，弹幕小麻花们
老乡
giao哥
我最喜欢他那版的段延庆
他生病了没头发
雪豹土匪头子不是他，是刚刚旁边那个光头
这没人致敬?
小屁孩滚 那个年代1米8的少之又少
伯乐啊
什么卡卡ok，不说怎么去呀
一起喝的药？
哇！！这样其实很帅！
变强了
几年了，我才注意他没有眉毛
废话，那个霍元甲里面不是好人？
花园口
教练好人
有一部分反派，因为立场与主角不同所以他只能是反派
这也是个大佬～惹不起那种～～～
体委算个球
反派大佬
那个年代平均身高不如现在
原以为时香港人
秃了也强了
好可怜啊
6
说实话，挺喜欢他的
那个年代营养条件跟不上，平均身高不如现在
天哪
我看他行
新少林五祖
演过好人，雪豹里面那个土匪大当家
他的少林寺好可怕
反正少林寺嘛，都是光头啦
杜玉明也是神人
标致
一看就像坏人哈哈哈哈
形象问题太草了
我好像看过他演的三级诶
这个鼻子好帅啊
那时候生活条件可没现在好
计春华老师功夫很好的
毒人马宁儿是我儿时记忆最深刻的
好心痛
走好
连城诀挺好看的
要看年代的，那时候有几个高的？
我以为是香港人
？？
一路好走
个个1.8 枪都不开就跑 
大佬啊
那个年代一米七三你还想怎样
？啊
一路走好
致敬
计老师人非常好的
我靠，和我同一天生日
段延庆真的演得好
我擦，丞相帅啊
雪豹那个是杜玉明不是计春华，别再说了
雪豹周卫国
薛仁贵里也有
薛仁贵传奇
我二弟天下无敌
拍电影要找与角色相符的，哪像现在不管什么角色流量明星都上
于荣光
我靠
当时人都吃不好，个子矮正常
是你，玄冥二老之一
伟大的人
鹿鼎记
？？？
杜老师，好人演的不少
贵人
七剑下天山里我记得他演的是个好人
我二弟天下无敌！
于荣光
致敬
福祸相依啊
僵尸大时代  不就是正派
我们浙江的啊
我要这币有何用
他也用铝锅熬中药了？？？？？
长得好像伏地魔哦！好帅哦！
致敬
好教练
霍元甲之冲出江湖里演的好人
赛文失马焉知非福
安息
啊这
致敬
鹿杖客
一路走好
绝顶高手
我变秃了，也变强了
啊这
这个印象最深 
现在没有几个演员敢一直演反派了
啊？？？
一路走好
那个时候半永久纹眉还不流行
变强了
致敬
眉宇之间 抱歉他没眉毛啊
什么？
致敬
贼喜欢他的电影
走路都觉得下盘稳
高个子一米七三
教练真好人啊!
这难道不是林俊杰吗
有别样的男人味！
教练是恩人呀
变强了
你好我是林俊杰
泪目
好帅
红高粱的土匪秃三炮
不是还演了庆余年吗
声音好爱，男的
走好
一路走好
《鹿鼎记》里面的海公公海大富，我印象很深
一路走好
演过好人七剑辛龙子
才知道他病逝了，好可惜
那些逝去的人一路走好！
bgm李香兰
bgm李香兰
造化弄人
最喜欢这个
非常帅
这是承相未出山时照的
二哥你都敢打劫？
比科比还高
学友哥？
战车童年阴影
血刀老祖
以前1米7算高了
原来这样
秃如其来
走好
蝙蝠侠
走好
辨识度好高
马宁儿
这位也是反派满员大佬
致敬
童年阴影这个真的  不过还是想说一路走好
于荣光
花铁干演得不错
计春华
声音好听啊
血刀老祖
没分出哪个是哪个
弹幕呢
我也173，感觉自己只是普通水平啊
李香兰？
好像还有一位反派演员和他很像
他前年癌症去世了 回到了家乡杭州
硬汉
原来是他啊
哎，砂锅砂锅砂锅，古人的智慧
得了一场重病
这17岁?
变秃了就变强了
常威
两个大反派专业户
童年阴影
杜玉明
一顶假发的事...
少林寺本地人，河南登封
走好。
真像老鹰
玄冥二老？
玄冥二老
熬药最好还是用砂锅吧
雪豹里那个光头不是他吗？
太可惜了
..我的天
旁边那个是的法老吗
老计
唉
段延庆
鸳鸯脚吗？
七剑里是好人吧
计老师
这瓜保熟吗？
啊？
我以为化的妆
全中国最狠的脸
不过我还挺喜欢他演的反派的
走好
一路走好
帅
没有眉毛
八几年在浙江确实算高了
？
原来如此
致敬
气质这块，计老师拿捏得死死
虽然很惨但我有点好奇是毛都没了吗
僵尸大时代的师傅就好人
致敬
这两个人一起喝的药
太难受了
林俊杰
孙霸
唉
铁世文
教练劝退也情有可原，怪只能怪那个铝锅了，否则也不会被劝退了。当然他自己肯定也清楚原因，否则被劝退早就不和教练有来往了。
致敬
好温柔啊卧槽
这两光头我一直分不清
这位老戏骨计春华老先生真的演技超好，而且这位老先生本人非常好非常和蔼。
李香兰
代入感很强，我已经害怕了
一路走好
僵尸大时代 饰演正义凛然的师父
好人
霍元甲里演过好人吧
很man
ty？
我天
乌鸦哥 
天哪
现在也是。。。
BGM是秋意浓
马保国也是这样的
贾贵 贾队长
辛苦啊
致敬
一路走好
演过好人
唉
缅怀
有点像成龙
没头发比赛有头发有气质很酷，只要不拉着个脸就行
走好
老乡啊
走好大叔
辛龙子
朱玉明
右边朱子明
还有青年霍元甲好人
还有青年霍元甲
什么ya
劳改
您也是对的！
变强了
这么年轻
走好
新少林五祖，b站有了
唉 好可怜
我乌鸦表示不服
老艺术家，我一直以为和朱大当家是一个人
计春华，杜玉明，熊欣欣，仨光头反派脸
我一直分不清杜玉明（雪豹的导演和朱子明）和计春华……
血刀老祖
计老师慢走
和腾格尔有点像啊
走好
艺术家
喜欢他的雪豹。
比克大魔王
QAQ
一路走好
我不喜欢他，不过我很尊敬他
肖战进来学学
演过几次好的啊
七剑下天山童年
陈小春 孙红雷 
铝锅，看不见吗？又怪中药？
等一下，那下面。。。。额，对不起
教练真够意思
