同款
长恨歌啊啊啊啊啊啊
这个我可以
折扇下过，没有耐心就又卸了
画境长恨歌永远滴神！太美了
啊啊啊啊啊啊啊啊啊啊啊长恨歌
这个好玩！
我都有 耶
很好看，只不过很少
这个很好用！
 我后期 付不起了
匠木！！！！！！！
古诗词典也不错
这个绝赞
虽然我觉得有点难
这个好棒的
这个我有！活动充了十八！以前没充过钱，但它太香了！
景德镇人在此
云章书法字典也挺好用的~
好多都下过哈哈哈哈哈
景德镇人再次狂喜
拉坯（pi）
画！境！长！恨！歌！
画境长恨歌我也有！！
好用的，
笑傻了朱由检模拟器
笑傻了朱由校模拟器
这个真的不错，我玩了两遍！！
x
这个我有，很好用
这个我有
这个超棒
这个我有！！
全历史，后面改名字了！！
一直在用
超美的
都转发一下吧
长恨歌绝了
我爱西窗烛！！
我有啊啊啊
VIP
Mercedes—Benz  G63  AMG故宫特别版
这个是孔明锁吗
梅兰竹菊
梅兰竹菊
有些APP我有但是我很少看
这个我可以来画画
在用！！！
强推！！！
匠木收费（我穷）
这个好几年之前就有过类似的做陶器app了
进我收藏吃灰去吧
太多要会员了
下过，不错
有壁纸，不错
西窗烛一直在用
很高兴看到传统文化正在全面复兴
别让偷国人偷了！！！
不厌书法好用
长恨歌！！！绝了绝了
画镜长恨歌！！
哇
加一个 榫卯 这个app也好的
这个视频有用！！收藏了
这个我玩过！
长恨歌真的绝
这个巨精良，尤其是通关后的歌
好喜欢 没有广告就更好了
++
爱这个很多年
可
哇哇哇
还有韩载熙夜宴图
安卓搜不到
这个我喜欢
这个真的超棒！
书法字典好用啊
《原神》
真的超美这个一直留着
怎么没有观复呢
以观书法yyds
好棒啊！！！
以前有一款一起玩陶艺 挺喜欢的
西窗烛！！！
妈耶，我都爱
都好棒
西窗烛！！！
给西窗烛打call!
这个真的超好玩！
G
这个超级推荐！
没有广告吗
画境长恨歌巨漂亮
这个用过！
这个图别被日本越南韩国这些偷国给发现了⊙︿⊙
匠木后面的要钱
这个玩过
长恨歌！真的绝美！
这个好，
以观书法要收费，我用掌上碑帖
这个真的很不错
以观书法
点击购买
这个我有！
折扇就是中国的啊，想啥呢
西窗烛收费了
啊这个我玩过
这个好棒的，都去看看啊，画风也超美的
折扇为什么我索不到
西窗烛我吹爆
这个是真的很棒
yyds
GG
我喜欢这个！
前折扇怎么不是中国的啦？？？就是中国的呀 如果你觉得像和风的话建议你多了解点中国风
这个我玩过，就是好难（。）
防沉迷吗
防沉迷
还有一个千里江山图的游戏也是绝美！！！
我们文化真的太博大精深了
这个很有趣
这个超级好
匠木
这是我家乡的天青色汝瓷
这个很好玩
被长恨歌震撼到了
声音太快了
这个书法生必备
这个贼难，对于我来说
绝美真的，而且我玩过特别好玩
就是太短了
被安利到了
哇！！！
这个app没有
这个我有！
俺也有！！！
玩过！！！
这个用过 ！！
窗友前来报到
安追不能用？
不厌书法
西窗烛
我还玩过做花瓶的
这个诗词爱好者爱了
这个我爱
超赞
我玩过！
收藏比点赞多，太真实了
这也太棒了
这个玩过，通关了
因为这个游戏我去学了中国画
我有这个~
这个我下了诶
以观书法真的学书法必备！！！！！超好用！
千里江山图！！臣附议
我玩过这个！
长恨歌真的很绝
西窗燭吹爆
喜欢诗词的话，个人推荐古诗文网，有app
大家有下载链接吗？我这个垃圾应用商店一个也找不到
这我玩儿过
有未成年防沉迷吗？困扰已久
停车场
哇，这个可以啊
折扇宋朝发明的
这个绝了，绝美绝美
为西窗烛疯狂打call
这个玩过加一 但是到后面越来越难通关了
玩过再加一!
古诗文网
前面说西窗烛收费的，其实也不贵，一年才50几块
掌上碑帖
不要用这个，错别字一大堆
我用这个学古诗阅读
西窗烛太棒了 强力推荐
ytds
这个我用过
啊这个我一直下载着，拿它学语文背文言文
韩国人：我来偷了
这个超棒！！！！！！
这个我有
可以用不厌书法，以观现在太多收费了
我有这个！
这个应用商店没法下载
长恨歌绝美
请问这些有防沉迷吗
可以设计吗
以观书法！！！！！！！
错别字多 要多注意
这个超棒！
古诗文网也很好的
古诗文网免费
匠木好玩的！
超棒！太感谢了
何当共剪西窗烛，却话巴山夜雨时
匠木太强了。
这个难爆了，我当过年级第一都可难了。
这个画风真的好美，玩的时候疯狂截图
这个有
古诗词典
书法生必备APP
西窗烛！
主要是要收费，如果这类APP免费，将会有很多人看的
强迫症的福音
这个我有下，练字
妙笔千山！
这个我有，但不得不说有点难
以观好评！！
推荐典读
四万收藏
这个玩的我头大
故宫我有
这个可以有
这个真的好玩！玩到最后直接泪目
这个好玩
匠木玩到后面就要钱解锁关卡
长恨歌真的超级绝！！
收费
不错，这个腾讯
折扇南北朝时期就有了
匠木我超喜欢啊！！
还有千里江山图。
古诗文网更好
怎么没有国粹语言（doge）
江南百景图doge
这个超棒
西窗烛真的推(=^▽^=)
之前一个好像叫一起玩陶瓷
这个真的太绝了这个游戏！！！疯狂推荐！！！！
这个真的超级棒！！！就是太短了有点可惜
画境长恨歌yyds！
书法专业的都用以观书法
我有嘿嘿嘿
吹爆西窗烛，太绝了，这个软件！！
考研手绘有了素材！！！！！
这个真的超棒的！
推荐全世界！
这个好
妙笔千山
玩过！
折扇可以在tap里面有
各种釉彩大瓶！
这个我玩到后面一点不会操作了卡在那
还可以收集
这个真的好玩
好家伙未成年哭泣
境外不要上架了，怕被偷
我在用西窗烛，被恋恋国风种草的
大部分是ios系统
汉服设计者狂喜
化境长恨歌
B站我来了，B站我走了
G
需要实名认证
一个月18。。。
西窗烛有
强推古诗文网
这个赞
这收藏量。。
古诗词典
这个我有！
西窗烛
感谢推荐
西窗烛！
这个好
这个以前挺火
西窗烛
这个牛逼，还可以把图扒下来，做剪纸
西窗烛，用来和儿子一起背古诗的
爱了
这个我有
西江月也好用
推荐同款游戏【妙笔千山】！！！
还有一个爱莲说
画境长恨歌！！！
汉典
这个好玩
长恨歌那个芙蓉如画柳如眉我怎么都画不出来
匠木我下了，真的好神奇
匠木真的很绝！
我有
西窗烛下载就没删过
别让偷国看到
典读也很不错
西窗烛太棒了
西窗烛
长恨歌很棒
啊，我长恨歌背下来了
这个好棒！！！
古诗词典也不错啊
这个绝，还有一个妙笔千山真的赞
我爱西窗烛
掌上碑帖Yyds
这个好
应用市场没有诶
这个超级好的！！！
为什么没长城
已通关
防沉迷的绝了
帝王模拟器
好看
这个超棒！
这个好
绘真·妙笔千山画风也超棒！是千里江山图！
工程制图
有
古诗文网app也好用
绝绝子
长恨歌真的超绝，我之前玩一次哭一次
西窗烛真的很棒！
匠木
爱这个
爱了！！！n
以观书法是真的好用
单机游戏还要防沉迷吗
玩过
西窗烛一直在用
西窗烛！
我吹爆《绘真●妙笔千山》
卧槽种草了
这个没找到
超好就是太短了
吹爆
长恨歌绝了
APP开发商不是做善事的 人家要挣钱
为什么跟传统文化沾边的就要免费
看到了Vip
超喜欢这个，要动脑筋有点难度的，不会无聊
有人说西窗烛错误比较多
这个真的绝
乾隆模拟器
第一个app温客行肯定喜欢
原神
锦瑟无端五十弦
西窗烛！
256G的手机有东西放了
这个
这个我玩过
这个我一直再用!
好了 三连了
绝了
这个巨好看画风巨美
这个我有，我把字体改成我喜欢的来练字。
这我有
这个我有
底色好好看
这个下载了
GGGGG
推荐典读
西窗烛，长恨歌
都是我手机里一直存着舍不得删的哈哈哈
我下过西窗烛哎
长恨歌给我玩哭了都，感动啊
西窗烛确实棒
支持
棒子们估计开始偷了
长恨歌真的好玩！画风也好看！
西窗烛
这个超棒啊！
这个可良心了
空间思维不好的我一脸绝望
长恨歌！！！！
我怕韩国偷了
全世界（全历史）也强推！
锦色在维护，下不了
前面说没有原xx的，看下标题OK？别ky恶心人
惊人的收藏量
想正经写字的，建议不要用这些书法软件呢，跟买的字帖差距都挺大的，细节看不清，更别说原帖了
这个要购买
巨好玩
没有大那个啥不够纯
超级美这个！
长恨歌真的绝了！！！
一直在用。！！！！
纳兰！！！
还有一个绘真妙笔千山也绝美 
还有绘真-妙笔千山也绝美 
长恨歌绝了！我玩长恨歌结果哭了呜呜呜
西窗烛！！！
画境长恨歌真的好漂亮
每日故宫！！！
我觉得有点难
这个特别特别好特别特别漂亮
匠木真的特别赞！！
画境长恨歌真的强力推荐，特别美！
长恨歌一定要试试！
死了
爱了
这游戏以前不叫这名吧
厉害了
这个绝！！
这个我有
画境长恨歌永远的神！！！！
哇这个好棒
这个我有
我一直用的不厌书法，好用免费推荐
这个我吹爆！！！
包邮吗
这个好
收藏量离谱
发现绯羽空空的插图了
西窗烛好评
画境长恨歌！！
这个给我玩哭了
这个超好玩！
很难不支持
小心偷国人
皇帝永久体验卡（不是
《长恨歌》真的超级棒
匠木！宝藏游戏！
Wpelpqpp
西窗烛
这个我有哈哈哈
画境长恨歌！！！！！
图片能保存嘛？有水印嘛？小心韩国人
古诗文网也不错
妙笔千山也很棒！
绝绝子
中华珍宝馆app可以观看各种文物！高清的！！
取郑的狗首来［狗头保命］
贼烦这个声音
以观书法可以的
卧槽
西窗烛好多错字
书法专业的来这里集合了！
停止了
这个很好玩
作为书法生最爱的app
要钱   哭了
下了
这个超棒
这个一般
说到这个，古诗文app不好吗？淡黄色底调简洁大方
我有我有
这个我有
这个我觉得不太好玩…
去我的收藏夹吃灰吧
这个我也下过
哇⊙∀⊙！好看
好看!
这个我玩过！很美
不会玩
这个好
有点难！！但是成就感贼强！！
下这个了
好用 我喜欢在上面听别人念
推荐全历史这个app
吹爆
这个贼短，玩完了一脸懵逼，啊？没有了了吗
前面全历史那个，那个APP不是歪曲历史嘛
匠木收费，而且游戏体验并不很好
这个真的香！一定要试试！
这个玩过
爱死了
为西窗烛打call！！！
哇
大家，专门查诗词的推荐古诗文网，更干净好用
长恨歌真的绝
长恨歌yyds！！！！！！啊啊啊啊啊！！！
搜不到
不厌书法也很好的
这个防沉迷吗
推荐一个类似的，西江月，用起来也很棒
我现在就去下
这个很好我玩过
这个我玩过！
虽然手机没内存了但我还是要看，这波是极限一换一
这个超棒！
玩过
啊以观书法!好用哎
这个我玩儿过
这个很难。。
一起做陶瓷也很不错，只是名字太拉胯了
这个诗词的不错
画风超级美，就是太短了
这个有
这个好用
这个超绝！！！
以观
这个真的好玩
玩过，可以
好好看
收费哭了
我有
这个一直用到现在了
我要下给我女儿玩
哇啊啊啊啊
这个用了超久
这个这个我通关了
？这个我也通关了
李商隐进入直播间
超赞啊！
看到西窗烛就进来了以前疯狂在上面连中文嘲笑美国同学
 何当共剪西窗烛，却话巴山夜雨时
这个我玩过 
西窗烛，早就变成同城约了，不建议使用里面的社交
被美哭了都
荣耀应用市场搜不到匠木
我卡了，怎么没有动了？
这个很棒真的很棒
匠木超级推荐
啊啊啊啊长恨歌
包邮吗（
这个很好看
强推绘真妙笔千山
这个玩过
这个超美
这个好
这个很棒，最后的歌也很好听
古诗词典也可！
这个我有
书法生手机必备app
这个真的好美！玩完了好久不舍得删！
有明宣德炉元青花吗？
玩过这个好难
我之前也想玩然后发现我有小学生系统
乾隆快乐app
这个玩过
何当共剪西窗烛，却话巴山夜雨时
这个超好玩
这个好！
这个绝了
我大长恨歌
玩过，但卡关了…
没有不厌书法好用
长恨歌yyds.
这个我们书法老师让我们下载了
妙笔千山
还有惊梦！！！惊梦也超棒！
匠木yyds！
这个真的很绝！！
以观书法好用的
匠木真的太难了
这个我有，嘻嘻
这个好棒
这个我有！
西窗烛用过
哇，这个我又
这个我也有
这个也超棒
太烧脑了这个
up有心了
我爱了
GGGGGGGG
GGGGGGG
我就知道西窗烛会上去
长恨歌很棒
我为什么找不到啊？
好棒
匠木真的好
ohhhhh匠木
推荐一个网站，书法词典，跟这个功能一样
这个要花钱，而且久一些不登就要重买
这个歌也巨好听
可
很难
吃饱了撑的没事干
画境长恨歌真的好玩！
我用过！
匠木真的特别棒！
免费的你们嫌广告多没广告的你们又觉得贵人家做APP又不是做慈善
感谢感谢
我有
古文岛
不厌书法也挺好的
西窗烛太棒了
长恨歌绝
诶，&&h&&h&&hh&&hhhhhhhhhhhhh&&h&&&h&&&&hh&&&&&
这个未成年限制
无聊
这个特别好
这个好难啊
这个玩过，全程乱点哈哈哈
画境长恨歌！！！
收藏比点赞多3万。这白嫖。
下了
国家反诈骗APP
交管12123
长恨歌排面
这个真的超好玩，画风绝了
画境长恨歌超绝
这个太好玩了
我有
长恨歌好玩
匠木收费
画镜超好的
一直在用
嗯太贵了
嘿嘿我有
这就去下
！
哇！
西窗烛yyds！
西窗烛之前还不用充VIP，现在都要VIP才能看解析了哭
这个玩过
画镜长恨歌非常好！！！
已经下载了，每天早上必看
啊啊啊爱了
绘真妙笔千山，和这个一样，千里江山图风格
玩过
画境长恨歌真的很棒！！
从新定义精美​
画风很美，配乐很绝，但是可玩度不是很高
这个我玩过，特别有感悟，和单看诗歌的感觉完全不同
好贵，没钱的别搞
这个我有！！！天天用
西窗烛一直在用
进我收藏夹吧
这个超赞！
爱了
古文岛
画境长恨歌！！绝了！！！
真的画的太美了
这个我在iPhone 上玩过
这个绝！！！
这个我真的吹爆！！！是之前在应用商店发现的，超级赞！
全都想下载
西窗烛超棒！
好素材！
西 窗 烛！！我吹爆！
锦色
好耶
见画境长恨歌进
哇啊这个好棒
西窗烛超级棒
折扇这个没啥意思，就是卖扇子
玩完了呜呜呜
同款
这个好用！
我居然有三个在用！
绘真 妙笔千山
绘真 妙笔千山
这个我玩过！！！
这个真的好玩
玩过啊
折扇！
长恨歌是真的很好玩！！！
我喜欢这个
好用！
这个好玩
绝
西窗烛啊啊啊啊啊
这个超绝！
吹爆！！！！！
这个玩过 挺好的
大爱匠木
西窗烛错字多
我正在用这个，好
西窗烛啊啊啊啊
这个我有
西窗烛！
这个必须下
哇这个好
这个玩过好难
长恨歌6666666
以观书法排面！！！
西窗烛！！！
官方软件
这个玩过 好玩！
这个也好玩 而且超美！
vip
墨趣也行
长恨歌超唯美！！！但第一天就全通关了就卸载了
这个超级好玩！！！
这个到后面超难的
这个体验感超好
这个我玩过！绝美！！！
画境长恨歌真的绝
tx唯一一个比较满意的作品，长恨歌画风真的超美！！
卧槽太棒了吧
画境长恨歌真的超赞，超美，能更好的感受长恨歌的意思
这个真的好好玩
画境长恨歌？？我都把它的画面画出来了 
有
有
玩过
焊的
要收钱的
第二个可以
这个好难
这个我有！
这个我也有
画镜！！！！！
这个不错
欢迎来到点赞比收藏少系列
古诗词网
心动了
谢谢阿婆主
西窗烛！！！
心动了
长恨歌我玩过，很好玩挺有趣的
这个没有啊
小时候玩过类似的
吹爆啊！！！！！
没有什么比原神好玩
原神NO.1
这个我有！
巨好用
妙笔千山也很好
超好看又好玩
苹果为啥没有无语
去爷的收藏夹里躺着
西窗烛yyds
折扇是从日本来的
啊我玩过
竟然有我长恨歌
黑扇面爱不爱
这个好看
超难的
这个好用
好
这个真的好玩，只是有点短
这个我有
(⊙o⊙)哇
还有《绘真•妙笔千山》，强推！真的很美
折扇啊啊啊啊啊！我爱！
这个我有
这个很好玩!
长恨歌很好玩!没玩够!
针不戳
混汉服都是可以用
这个扇子能给我吗
这个我下过！太难了！
这个刚出来就玩过啦，很精美
玩过
收藏比点赞多
我玩不明白这个
这个真的特别好
6
长恨歌真的绝
画境长恨歌我玩过，绝美，超爱
我哥书法生经常用这个
噢噢噢哦哦！
我男朋友推荐给我过
哇
画画人狂喜
建议故宫app融合进ui
作为书法本科生，以观书法用的最多了
这个特别好用。
锦瑟无端五十弦（无端联想）
太棒啦！！
这个我玩过！
我的匠木就剩最后一关了，卡我俩月了，还没过
绘真・妙笔千山
玩过这个
我记得诺基亚的触摸屏就可以玩这个了
这个超棒
我也一直在用
种草了
下载不了
长恨歌真的很绝！！！！！！
我有哈哈
这上面的软件我都下载一遍了，就是没有留下过
这个有防沉迷
这个好玩
画镜长恨歌真的好绝，太美了!!!
配色好好看！！！
谁踏马说折扇是日本人发明的
不厌书法！从集训就开始用 巨好用！
哈哈这个不是练书法的时候用的吗？！
西窗烛！
这个画风超棒
谢谢！
故宫算了吧
匠木真的棒
西窗烛！！！！
西窗烛用了很久了，绝了！
哇
长恨歌好看！！！！
这个真的绝绝子
好优秀
这个好
太好了，我一直在找《九九消寒图》，这个就能做
画境长恨歌真的绝
我记得以前还有一个一起做陶瓷那个
抱歉了内存，我真的很需要这些酷酷的东西。
这个超级绝！！！！！
绘真妙笔千山呢！
VIP
请问有奔驰车吗？
《诗词格律》，不美，但是写诗填词特别合适
挺好，就是太难玩了，哭了
玩过
乾隆年间：各种釉彩大瓶（狗头）
表白折扇历史部分
可是 偷国人在用这些软件偷中国的文化啊呜呜呜 宝友们警惕偷国偷盗啊！！
推一个APP 古诗词典
西窗啊！非常nice
这个超好!练字
东边传过来的
GGG
这个好
这个好玩
终于有一个玩儿过的
救命这个防沉迷
这个我有
G
每日故宫
西窗烛
每个都很优秀
网页的书法字典也好用
西窗烛
很好用!已观书法
这个意境特别棒！
这个真的绝了家人们！
绘珍千里江山也好看
这个很nice
故宫喜欢不起来
这个强推，超级好用
这个也超好的
要氪金
我的小程序有添加西窗烛
古诗词典很不错
这个好诶
我在用
以观书法
这个传统色也不知道是真传统色，还是假传统色
这个有 比较喜欢读诗
玩过！！！！
呜呜呜呜呜我吹爆！！！！画风绝美！！！！
这个不如古诗文网
怎么能少古诗文网
西窗烛长恨歌入股不亏！！！
玩过！！
长恨歌我真的爱！！！！
这个真的很棒
我喜欢这个！
有防沉迷吗？
这个好难，我玩不过哈哈哈哈哈哈哈
这个我有
西窗烛YYDS
匠木
这个超赞 可惜内存不够只有卸载了呜呜呜
赞
以观书法挺好的，但很多书法的老学究还是喜欢用字典，书法字典
不懂就问，这有防沉迷吗？
我去好棒
这个真的特别好看又好玩
何当共剪西窗烛
我也来推荐一个  中华珍宝库
设为小组件！！！强推
匠木yyds
这个不能下
太棒了
西窗烛yyds
古诗文网
我的app store里搜不到长恨歌啊
这个玩过哈哈哈
玩过！要氪金就没玩了了
长恨歌超棒der
玩过
也可以选古文岛，古文岛很棒
中华珍宝馆啊，好喜欢的
woyeyou
这个超好玩的，就是要收费才能解锁后面关卡内容
古文岛很好用，建议学生党用
玩过，，画面觉美，只是很无聊
美丽
中国文化博大精深
这个我玩过！！！！画面巨他妈美！！！
画境长恨歌超级好看
居然没有中华珍宝馆
这个我玩过
这个我玩过，当年还不要钱
西窗烛！
用不用收费啊。。。之前想玩一些有文化的游戏，可基本都收费，太讽刺了
这玩意收钱的。。。
哇我玩过，挺有意思的就是我脑袋不好
我用的这个
已观书法
中华珍宝馆可以看很多国画
牛啊 牛啊
西窗烛一直在用
以观书法挺好的
这个太美了
长恨歌真的爱
绝美！
长恨歌yyds！
666
哈哈哈西窗烛这个app我有～～～
这个我玩过！超棒！
这个绝了
我有这个也
不厌书法！！
长恨歌真的绝美！
直接尖叫啊啊啊啊啊！
有
古诗文网我强烈推荐啊，免费！
长恨歌
故宫陶瓷馆没找到下载啊
这个好啊
长恨歌爱死了啊啊啊啊
西窗烛yyds！！！！！！！
绝了
何当共剪西窗烛，却话巴山夜雨时
通技生狂喜
啊啊啊啊啊，画境长恨歌――！！
这个超好玩
河南拔智齿
以观书法绝赞！！！
只有西窗烛
我只有一个小时，哪有时间玩
腾讯
好厉害
我玩过这个
我玩过
我匠木不配吗
为什么搜不到啊
我有!
哇塞
真的绝了！墙裂推荐
长恨歌永远的神
西窗烛！！！
腾讯不充钱游戏
西窗烛吹爆
吹爆
它得要成年，还得有经济来源
这个超好！！！！
匠木超好玩！
有人看成折磨的吗？（dong）
书法字典也很不错。
收藏量就高的离谱
古建专业的真的爱了
在用！挺好的！
这个贼牛逼，手表都能下
这个超好看
匠木我有
画境长恨歌真的绝了
好耶诗词爱好者狂喜
藏，灰
！
妙笔千山yyds
妙笔千山！
这个真的棒！
里面都是大佬
绝绝子
匠木yyds
！
长恨歌绝美！！！
我玩过唉
超级推荐
锦瑟找不到
书法词典!
玩过了！还有妙笔千山
我有
已通关
the shy
我用过！
这个玩过，好玩
这个超级好玩
长恨歌直接给我玩泪目了呜呜
电影电视剧不去好好搞，一天叫你去抱着古董，啃文物吗？
太落后了，电影电视剧拿的出手吗？全都是原料
这个不用钱巨好玩画面贼美
画境真的绝绝子！！！
玩过
故宫！！！！！
长恨歌yyds
用来做历史作业了
每日后宫？
好好的
迟早是韩国的
长恨歌真的绝了
未成年怎么办
西窗烛！
这个可以！！！！！
好耶
古诗文网
古诗文网
妙笔千山
吹爆
这个有防沉迷
这个超绝啊啊啊
ohhhhhhh
哦这个游戏我玩过
马上想到刺Ⅹiou
画境长恨歌是真的赞！就是有点短（可恶希望再出一部啊啊啊啊）
我找不到这些APP
西窗烛！！！！超级喜欢
我有西窗烛，耶
这个超好玩！
真的，这些都是宝藏应用啊，建议全下啊，集美们
匠木安卓要去taptap下载
！这个有 书道课找字全靠这个了呜呜神仙
超级好玩！！！
跗
防沉迷绝绝子
本书法生就在用这个！
这游戏绝绝子
这个我们国画老师也下了！
收藏了
好棒
技术生颤抖（好像通用题）
这个后面要收费呜呜呜
Taptap应该都有
西窗烛yyds
应用商城：别看我，我没有
通关路过，还能z
通关路过，还可以自己diy巨好玩，花钱也值！
书法生必备呀
西窗烛yyds
《防沉迷》
西窗烛！
锦色长时间没有维护，停止下载了
长恨歌绝了，超级推荐，画风绝绝子
同类的APP还有古诗词典
强推《妙笔千山》！千里江山图的工笔画风
故宫陶瓷馆哪里下？
西窗烛很绝
完了一会儿回来了，特别好玩
我怎么搜不到
《通讯录》
下不起呀
GGGGGGGG
这个真拼不来
古诗文网不配？
这个超级美
已经买了
yyds
哇塞
绝了这个
点击购买
冷知识，中国目前最多的国外人是韩国人
并且韩国赴中人数在每年增长
可恶华为商店好多没有！
花解语，解语花！
西窗烛实在是太棒了。好的，我都不敢让别人发现。
西窗烛排面
匠木真的好爱
画境长恨歌超级良心
以观书法yyds
西窗烛吹爆！！！
我下载过这个！！！
天冷了，注意防韩啊
这明明是日本传入中国的，古时候叫做倭扇
以观书法 y yds
这个不充会员基本啥都用不了
""
