关上前十的大门
讲的挺好
马赛克
走之底
牛
汉字看久了就感觉有点陌生
最后两个怎么这么想捷德？
提土旁
醒醒现在都新中国了，还斜玉旁呢
有点像biang biang面的那个字
叠字库可以的，还有一个思路就是叠最常用字。因为字库里有许多字是极少使用的。
無
一片黑
biang字
第三个字体名称是不是打错了
新中国所以就不叫斜玉旁了，那干脆全都改了不更好？
趨
穗
好像看到了一种植物
发文章了吗

奇怪的知识增加了
《》一遍过》
《一遍过》
biangbiang面
二阶中心距（）
中
好牛啊
概率学
熊猫头哈哈哈哈哈哈
一个小黑块块qwq
一大团黑
我看到了“粗”
学毛笔都是先学楷书的
像█
權？
好像匹
专业
雅黑都20年了啊
佳
一个黑方块
???
褚遂良法帖
？？？
我还看到了藕
有没有考虑正体字?
能换种颜色么…
快
kuai
。
斜玉
字面（字面意思）
莫名有点像“榷”
这个视频是变相说字体设计么
熊猫头
吃人
biang字怎么写
偷国震怒
連
看到了擓字
最左边变成biang了
biang
思源黑体 永远的神!
擓
"出现方正,危"
这是一篇荟萃分析
114514
左窄右宽有谦让之意
Biang
拉
会是一片黑
怂
二维码
穗
有喇叭口，这个是什么字体呢
熊猫头表情包的2333
几秒的画面，工程量可能就有半天.....
执
粗粗粗
雅黑明显得来还能很好看，想不到已经有20年了
厉害了
把我小时候想干的事情干了！
个人更喜欢楷书
这样一比真的挺有意思的
右上角叠加的太明显了了
黑色方块
▓
▓
扣
当然是一个黑块了
看起来像蕴
你们看这个叠加的图案中间的，那个真的很像表情包
梿
得到一个黑块吧
最左现在看起来像biangbiang面的biang
收藏夹里吃灰去吧，溜了
方正即将来电来函
我看到了一个biang
我看到我
我看到我
排
小时候一直在想并且实践过
锟斤铐
乱七八糟。。。
马赛克哈哈哈哈哈有被内涵到
征
熊猫头太草
提手旁如此显眼hhh
有饰线体和无饰线体
就像古代的城池
啊这
我也看到了龍
ji  yu
危 危
这波在大气层，有点看不懂了
莊
辘
热乎
熊猫头
莊
邮
妙啊
！！！！！！！！！！！！！！！！！！
这个灰度就是概率了
囸
龍
熊猫头
擓
打工
biangbiang面
囸
扭
这不是个biang吗
竟然这么多
黑疙瘩？
仁
看出来一个粗字
这个黑块里包含了所有的文学作品
像一个“佛”
二维码
一直用雅黑
我看到了了执
順  帶
热
5610人观看
薙
囗
把
不是一团黑马
对着一坨马赛克开始了分析
像个biang
会发现韩国人
汉  子  云  图
但是WUKOLID的中库有汉字100000个呐~
第一个好像“想”诶
是相
熊猫头的捂眼苦笑的表情
表情包？
■
像“热”
方便面
招财进宝
二维码
怎么像那个臭臭的表情...
喜欢微软雅黑，真的就好看，不累眼睛
我看了个啥？
首
这不就是biang字么
山寨汉字
太草了
等等，雅黑20年了？？？只记得发布是和vista系统一起发布的
我记得微软雅黑不是在和Windows Vista一起出的吗
说斜玉旁可能是05后小学教材改了
一团黑
亘
jiyu
一个元
左边是biangbiang面吗？
莲
黑色方框
水管文
糹
这个视频有论文内味了
挺干货
a block
搁这算卦那
一坨黑
相 排
亻
扭曲
挺好玩的
九宫格
诶前面性蔺的等等，我也是
你是有多无聊啊哈哈哈哈哈
为啥我看的是挑
德
卧槽
最左边是biangbiang面
好牛(没用)啊
这期视频是一篇论文了吧
所以呢
雅黑小了好看，放大雅黑就不好看了
祖
藕
赝文
他
楷体好看
祂
所以怪不得五笔输入法效率这么高
妙啊
好牛
国字框
扛
刷
谁？
ru
浊音符
一个黑疙瘩。
有点像麺
学问好大
666
你看不懂，没领悟出意义就是没有意义？
穗
熊猫头草
黑方块
像“匪”字
可以可以
仁
刘
a black block
密度云
看到了一个表情包
好家伙
biang
韩国网友要震怒
鹤立鸡群的单人旁
定义风暴
看到先辈的脸了，我没救了
会看到B站视频
毕竟字体专业团队分析
捷
得到一个黑洞
我到底在听些什么？？？~~~
会得到一个二维码
扣
怎么有点臭啊
为什么我看到了“雍”
魑魅魍魉
biang
一团头发
我看到了一个biang
龍！
《只有》
是biang
田字格
说方块的在想一想
偷国震怒
这不是繁体的 無 么！！！
怪不得设计字体时老师叫我们先打框
暗黑螺旋丸
马赛克
佛
擓
提土旁
一瞬间看到了售字
会看到这个视频
黑色方块
一个黑团
真，方块字
擓
看不懂呀
FW
莊
草
相 卌扭扭
绝了
爽了
排？
匪
⊕
路过
律
概率统计
日文：biang
困
我看到个biang字！！！
杠
真的是方块字
汉字不仅仅是中文吧
扛
4731个人 你们好！
四个都像是“推”
茬
丑死了
？？？？？
薙
biang
日文其实是唐代的燕乐半字谱
進
喜欢用楷体
好像一个熊猫头的野兽先辈
一个黑块儿
一团黑
好像差不多呀
虽然隐约能看到一个绞丝旁但这并不是因为绞丝旁的字多，而是因为一些偏旁的结构和绞丝旁有重合，他们组合在一起后看起来像绞丝旁
斜玉旁
博大精深啊
刚听了机核的三言的节目！
蘿
偷国创造汉字呢
扭
20年了吗？我好老
绞丝旁一直都很明显，惊了
熊猫头
医死
黑 白 灰
哈哈哈哈哈
这太草了
谁说的熊猫头啊笑死我了
仁 仁 仁
biang
二维码（幻视
单人旁你不要太过分
扣
这么无聊的话题能脑补出文案！！这是最牛逼的谁都别跟我抢
權？
相
突然觉得也不是很多嘛
666
犇
擓
二维码
妙啊
曲
澭
稀有
§f那叫斜玉旁！！
穗
日文这个不是只乌龟么
横平竖直撇捺，大多是这样
永字八法
繼
biangbiang面
迪
無
宝藏up主
走之旁和单人旁太秀了
嬲
中宫格
一本正经胡说八道
是马赛克吧
牛笔
黑的呗
西夏文真的好看
汉字繁体讲究饱满
蓮
oooooohmygosh
一坨。。。。
张口闭眼文字
忽然看到一个擅自的擅字
锟斤拷
囗
他姓马【doge】
榷
微软雅黑是正体字
黑块
这是想表达什么呀？
杠
还有多少人记得小学教的写字顺序，都是怎么快速怎么来
斜玉旁
想知道喃字如何
有点像無
会看到一个■
格子
到
涨知识了
龍
作文（）
危
像怂这个字
仙
哈哈哈一遍过，还真有点像
撇捺呢？
一团乱麻
思源宋体永远滴神
龘！
擓
麺
最无聊的视频
蒯
征
行书呢？
逐渐清晰起来
害怕
biangbiang 面
九筒
晚的笔画形成圆
口当
用什么字体？
弹幕字体跟我的是一样的耶！
给予
第一个看到看到祖
牛逼！
biang biang面
精韩震怒
他他他他
蒯
把把把把
权 值
不喜欢宋体
徘
莊
擓
jnminm
汉子加上汉子就是难上加男
穗
莲
biangbiangmian
书法的几何原理
进
可以拿去给最强大脑当考核了
biang
我
擓
biang
重重叠加
擓
泡菜语
走之旁好明显
汉仪
我怎么感觉可以看出很多汉字
 女书很好看的
抠
会卡死
我联想到了双缝干涉
字幕君辛苦
二维码
biang
一个黑色的方块
。
感觉可以造一个新字帖
绯
逼
好多不认识
挂
五万多个
原来如此
仁
《顺带》
好像一团头发
祖
擓
怎么看着像蘑菇头捂脸笑哭那个表情
马赛克
国
丑
抽象的抽
黑疙瘩
我看到了冈本
扛
谁
像丑拒
蓖
推
擓
单人旁大胜利
二维码
老花眼了我
佛
马赛克
素 描 排 线
一片黑
我怎么看不清里面的字
左边的竖都很明显
biangbiang面
我看到了绞丝
最Q的原来是汉字
我又花了7分钟
抽他
方正five
原来如此
彩
茬
■
看到一个黑点
口
我看到了阴阳
日 语圆润
我认识这个字，它读作“马赛克”
祖 扭
包
籮
丑
Unicode里的“汉字”应该不少都是无意义的乱码吧？
籮
就很圆润
将会一条缝都没有
保护
刘
变成方块
打
權
提土旁  斜玉旁
空降00：34
坲
你明白 大多 的意思吗？
擓
一坨黑色
乂
莲
国
看到了 禮
招财进宝
方形石棉网
想个“蘸”
連
囸
写有走之底的字，我都是先写走之底的
我还是严格按照笔顺写的。。。
统计学规律
熊猫头23333333
有人吗
粗
捆
妙啊
到，不服
包围结构仿佛看了了“biang”
粗
隐约看到 ‘健’ 祝福大家身体健康
通   报   枢   纽？？？？
Q也太可爱了
禮
女书排面
方块呗
獾
擓
就是一块黑色
阻滞弹夹
二维码
原来式这样
学到了学到了
匪
㨤
律
担
国
biang
佛？？？
没用的知识又增加了
biang
黑糊糊一片
我看到了佛字
你们能从里面看出一个biangbiang面的biang字吗
biang
biang
叠加的顺序会影响形状吗
会变成黑快快
我看到了先辈
擓
抽
ohhhhhhhhh
仁！
啊～
擓
祖
怎么会忘了写子顺序，当时不好好听课吧
还有越南的喃文
额，你试试别的字体
biangbiang面的biang？
biang
那汉语有多少词汇呢？
看到了雍
佛字
龍
薙
up学设计的吧
擓
種
悻
biang
一个黑方块
一块黑块都能写出几千字的文案厉害
楷体一眼就看出稳健二字
打
想到了生物血小球红细胞计数板
中国女人的地位之高
進
我看到了擅
擓……
擓擓擓擓
倪
囸
它叫马赛克
越看越像biangbiang面的biang
方便面(幻视)
個？
单立人
双立人
麵字
又复习一遍小学知识
最 强 大 脑 出 题 人
怚
bang
毫无意义
biang
太极
擁
蓮
你们在干吗，看到啥了？在那发字
繁体的面
想个“国”字
黑方块
头发
禮
亻
亻
楷体好看喃
擓
biang！！
■
韩国人震怒
会上B站
趙
繁
玉字旁
刚
扭
太硬核了
好像 扭 字
别jijiji的了好像就你知道一样
淦
biang子
黑色方块
包围结构看起来像biangbiang面那个字
你们说的字是里面都有的
蔺
我看到一坨马赛克
迪
从封面看到了夜魔侠
草
格子网
我看到了一个死字
二维码
锟斤拷烫烫烫
部
论文那个太真实了，整个就是一篇paper啊
黑   体   是   真   的   黑
这是论文吧
这是一片很好的研究论文……
八万多
莲
卍
黑疙瘩
黑方块
卧槽
繁体字是传统汉字啊
不要回答！！不要回答！不要回答！
又小又大的字
蔺?（看到弹幕上有人打我的姓氏还有点诧异）
雅黑20年了？？
一团黑
“扭曲”
扭曲
我认识这个字！biangbiang面的biang
鲁迅说过了，是“吃人”
+
薛定谔的字
.....
五笔效率高是因为过去的拼音联想能力弱  今天的输入法在效率上只看用的人是否熟练 而且拼音输入法现在也能通过拆字来联想 遇到生僻字也不怕
🫂
麵
一团乱麻
□
证？
穗
口
醫
光栅？
獾
锟斤拷烫烫烫烫
看到先辈+1
熊猫头
好像仿宋才是宋朝字体，宋体其实是明朝字体
维
椎
敢用方正，不怕律师函？
单人旁太嚣张了
nb
挺不错的
笙
耳
E
乌蝇哥专用标签
一个黑块
抠柀柾籼
黑块块哈哈哈哈哈哈哈哈哈哈
！！！
木
匪？
旭旭宝宝
韩国人暴跳如雷
大黑蛋子
你要说啥
穗
穗 莊 
有点像熊猫头的先辈吼叫hhh
無
字典上都写叫斜玉或者王了 别斤斤计较没用的
上紧下松，左收右放
左收右放
擓
莊
会在b站看到
我一直以为叫提土旁
暂 停 看 字
鸿胪寺出来挨打（
田
我只看到biangbiang面的biang
檀
hh
𠖎
蓮
看着晕啊
萑？？？
抽
擓
叠起来不是一团黑吗
有手机的扫一下二维码，你会获得古代仓颉的视频
一个霉疙瘩
右下两个似乎是麵字
锦
仁
棋盘
囗（确信）
擓
我为什么要看这个？
biang
扫
热
我怎么看出来了田所浩二的样子。。
突然看到理
如果忽略字体，
雍
匯
感谢有人替我实现了这个愿望
黑了呗
KONODIODA!!!
首页通知书
吃人
何
一片万字论文
𦻗
真厉害
很受启发
biang~
黑坨坨
大黑蛋子
黑
热？
biang
我看见了拙
热
本男拳狂怒:没有男书吗？？
薙
我近视看不清了
偏旁啊
haoQ弹的感觉
擓
有点像ko no dio da
棋盘
黑色方块
很想爨和biang
稳重的稳字？
热
biang？
龍
wow，是下次一定
淦
盲猜圆角正方形
好像看到了面
莲
看见了执
模    仿
禮
叠加态
日语：哼哼啊啊啊啊啊啊啊啊啊啊啊啊啊
抠
擓
邢
仁
㞅
巫
推
口
推
巫
赝文那个太优秀了
密密麻麻
头好痛，眼睛也要虾了
水管文
巫
一坨黑
像数学课低头捡笔一样，回过神来就废了
能看到上下五千年吧
囧
二维码
黑块
尬
高度近视看到的是扭
概率云
四方形
看看化学和生物的字，太多了
我看到了解
键
这几个字就很有设计感了
隐约是个杠字
int16()
迪
隐约一个杠字
趙
黑了块
很想那个哭笑的熊猫头
薶
前面说烫的扎心了
郜
棒 子 震 怒
珇
这tm讲的，我好似听明白了，又感觉什么都没听懂
我真的学过语文吗？我产生了深刻的怀疑
我居然觉得好恐怖这个突然清晰起来的结构
啊这
像█▓▒
我们的汉字就是好，就是好呀就是好。
曲
1
组
我们的汉字就是好，就是好呀就是好。
吃人
擓
细致还深入浅出
太秀了
好厉害
我为什么要知道这个
精韩震怒！
？？
方块
红红火火恍恍惚惚
专业
+
郑？剧？
§ f
biangbiang面！
相
招财进宝
一群杠精
韩国人:真的吗？我不信？
擓
这已经是论文了
少说明效率高啊
热
蕉
前面方便面的是想笑死我嘛
口
好牛
bi ang
超量召唤
哇
■
我好像看见了一键三连（doge）
提手旁很明显
我看到的是佛诶
二维码
思源黑体yyds！
我已经不认识“字”了
是一块块田，中国人长在土里实锤了！
大威天龙
肿
辶
刘？
乌龟
🟦
我
谚文是最正确的称呼
達
有意思
把26个字母叠起来是什么样
桠
你币有了
眼疼
语文考试，请看下面的图案，总结汉字规律
藕
会变成一个黑色的正方形■
一个黑的不能再黑的方块
匡
得
热
逃
biangbiang面
我怀疑是一个正方形
韩国网友：我不信
微软雅黑，永远滴神
2333333
差多了
有这么多字
擓
擓
黑
仲
排
阿Q
我看到的字是“中国雄起”
听不懂了，走了走了
车
这个字怎么那么臭啊（半恼
彝
你的研究方向很有前途
我猜是⬛
郭
蒯
蓪
233333
鹵
前面的，发明字体的当然不用想这么多，这都是后人的总结
2^16-10
这不是biangbiang面的biang
吃    人
你看，里面的东西在狂笑。
捱
雉
专业
蓮
囸
这样做有啥意义吗？
匪
线性组合成为汉字轨道
biang
┐
难道不是一个黑方块吗？
難
别说论文（吐血）
狂
一坨模糊的黑块
捷
草书就流弊了
韩国人：谁说的？
你近视眼啊
我看到了一只比卡丘
这些都是印刷体，而楷体是书写体
电子云图
茁
感觉自己眼睛不好使了
]
走之旁
内心反复闪现热血
我扫出来了
埋
飓风战魂：中轴？这个我熟
囸
篡
前边黑色方块的抢我话了
这还是恶臭的熊猫头握草！
黄金比例
雍
雍
biang
我打的这几个字肯定在这里面
不是黑方块吗？
世界名画
囸
趙
缠
棒子大军即将抵达战场，请中国人不要撤离战场
棒子震怒
方 块 字
極
有  你  哭  的
手拿两把锟斤拷，口中直呼烫烫烫
一团黑
介不就是马赛克吗
〇
会一团黑呀
biangbiang面
字幕有无 
阿巴阿巴在讲啥
65535
沒文化就閉嘴聽
抽血
你在里边能看到所有字，因为本来就是所有字叠加的，别再说看到什么什么了
我好像看到“连”和“键”了，up是不是在暗示我们呀（
繁体的“礼”字！！！！！！
黑块
最喜欢微软雅黑
♂
黑色
哈哈哈哈哈哈哈
宀
亻
黑色方块
知识增加了
一只耳
楷体我看到了穗诶
扭
很像“他”
弹幕发汉字是为了证明自己识字吗
稳
大道之印
有没有那种识字软件，我想知道自己认识多少字……
含义……
邓（即答）
律
下次一定
扣！
我看到了继往开来的继字…
看到微软雅黑马上想到莊
雅黑永远的省纸大佬
地
缘来如此
扡
像biang
瓀
biang 個 工 工
扡 扡 扡 
家庭
国强民安，强
包含繁体字吗？
咀
666
穗
茁
？没人
藏
看起来像左边一个人，右边是书柜，在看书，有点像星际穿越最后的场景
Q字形太形象了
招财进宝
推
鞭g
毛线团
纏
相
扛
黑方块
什么！韩国文字是由汉字衍生的？你在骗人！[doge]
推
方正正向你发来律师函！
我看到了走字底。
吃人
薙
擓
一个方块吧？233
分析也不错
可以写一篇不错的论文了
書
这能看出个屁…
擓
巧了，我今天刚下载这俩字体
禮
黑，真特么的黑
biang
一个黑色方块
好多changhu
我以为会有黑块块
好臭啊好臭啊
通
会变成一坨黑色的东西
biang
这黑体真黑啊
二维码
首
豳
不要用微软雅黑，危险
扫一下x
难道不是一个黑方块吗
珠
我已经分不清了
擓
乌龟体
锟斤拷锟斤拷锟斤拷锟斤拷
仲
抽血？
没用的知识，有启示了吗
麵麵麵麵麵
却
宝盖头和走之底
槽
这不废话吗
卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍卍
左边好像站着一个人
野兽仙贝（幻视）
糙
丑？
font family（css字体属性）
㵘叕虋卐丅乂w
佛
看见一个 扫
诶国字，我们写毛笔的时候一定要写小一点，就是因为这个
得出一团钢丝球
轴
黑体我能看到迫
韩国人来了
能看出biang字的我一定是有病。。。
说真特么黑的，老三体了
擓
记得美术课上说竖是横的两倍宽
我能看出一个排诶
脑洞大开
催
上一下二 有人记得这个吗
榷
不得不说，弹幕脑洞大开
槽
吃人？
65535好熟悉的数字
扣
方正字
biang
维
热
好家伙又是你
歷
biangbiang
啸
锟斤拷
左一柜
经典65536-1
《模        仿》
田
便便面馆
单人旁太突兀了
提前看了个寂寞
不用看了，没东西，寂寞了
薙
我摘了眼镜看着像繁体的国
o
我的名字中有钅
二维码
好厉害
谁看到了biang
中华文化博大精深呐
太牛了
这不就是大数据
拒！！！！！！！！！！！！！
走之底
奇怪的知识增加了
蕉
奇怪的知识增加了
像臃字
礼
靂
黑方块
轴
一个黑色的东西
蘸
⬛️
是ji予，别听他们瞎说
原来如此
江
吃人
阿巴
概率云
像西夏文
这个包围结构想起了biangbiang面的biang
好臭啊好臭啊
尽jǐn量
看到了中国
因为……的缘故，语病
蝨
学费了
熊猫头可还行
麵
正方形黑方块
这叫斜玉旁，因为有这个偏旁的字均从“玉”，“玉”在造字时并没有那一点，和“王”字非常像，后来“玉”字添加了一点，但是作为左部偏旁并没有加上那一点
所以要讨论什么？
丑
宋体来源于楷书，而楷书横细竖粗
好家伙，搁这里跑电泳看条带呢
像biang而已，怎么就是了？
祖
竟然没有越南喃字(喃字相当于越南按照汉字造字法造的一大批越南自己的汉字)
西夏文是怎么打出来的？？？
推
白嫖失败
▇
扭
有两条稍微浅一点的横着的区域
v
蕴
扭
桂
黑块
薙
盲猜，全叠起来是一个黑方块
匪
←叠加顺序不会影响最终形状，这里的叠加属于组合，不属于排列
黑块呗
盲猜一个黑不溜秋的方块
穗
????微软雅黑这么老
嚯嚯
我觉得像抽字
锟斤拷烫烫烫
投币交学费
投币交学费
仁
麵麵麵麵麵麵麵麵
亻禺
禮
國強民安
喜欢楷书，虽然不会写））））
缠
厉害
檀
广 但 工 工
我是丿
随机暂停来起昵称
扭
日语一共就四十几个字符
图像处理
看到了明显的走之旁
地
池
难道鲁迅已经知道了这个结论！
卐卐
汉语大字典第二版收录60370字
昶
■
biang！！！
厉害了
黑白灰的老美术人了
单人呢
木室
龍
涩？
我知道，田字格！
线团
没用的知识增加了doge
病句啊，“由于”和“的缘故”语义重复了
有谁爷青回吗
我看到了龍
细了特别多
国强*安？
一个黑方块
近视眼摘下眼镜看二维码
单人旁太明显了
第一感觉好像一块耕地啊
擓
这要看字体的吧
汉字博大精深
■■■■
扭
方块字
传奇血量还是等级上限65535
熊猫头哈哈哈哈哈
嘂
微软雅黑vista有20多年了？还是更早就有了？
哈哈哈哈哈哈哈哈哈哈熊猫头太草了
机
2个
日本的a
发生了什么 怎么就到这一步了
運、僵、東、靈
学术圈现状
就没人感觉是禮？
另类的拼音
妙啊
莲
看起来像捷
包围结构biang
韩国人可听不得这话
穗
国
这是short函数最大值？？？有丶忘了
65535是哪个函数最大值？？？
鬫龛戡冚凵栞龕矙偘(乱打的)
木巳、祀
一片黑
大黑疙瘩
突然想到禁婆……
红字老三体了
黑方块？
扭！
黑方块
别让出题老师看到了
郝
週、亻亅、車、憲
扭！！！！！！！
概率云
淦
藕？
溜了溜了，到不下去了
兒
佳慧
biangbiang面
黄佳慧
狸
有空降吗
黑吖吖的一个点
那个是斜玉旁
副
有趣吗？仅针对黑体宋体等………
稚
biang
键、檀、續、鐃
颜真卿楷书
此处@敬汉卿
穗
蕴
。
扭
65536
仿宋是宋吗
匪
gb2320
蕴
拒
哇
我看到建
biang？
希望加上字幕，不然语速太快，视频显得很快餐
梿
如此明显的提手旁
很有感觉啊
别让韩国人看到
淦
biang
饕餮
冲
匯
永字八法……
蘭
あ
征
楷体就是一键三连啊
麵
あむわいせたつにぬねのひやし是这个感觉
有点像繁体字的刘
福
BIANG
一个黑色方框
BIANG
前面的。。标准写字顺序就是写的最快的啊...
穟
禮
看到竖心旁了
麵
怎么有点臭
我啥字也没看出来
仁
这不就是线团吗
第一个像是穗
歪歪斜斜的吃人
像 榷
我看到一个“推”
摘下眼镜看到了“扭”
鷈
淦
biang?
没啥意义
權
火钳刘明
字体家族的意义应该要比这个广泛，例如整个noto家族是一个typeface，不同字重只是一套font
锕
我看到了一个扭
o
工
㷣
前面律师函那个，方正这四款是免费使用的
有点像 biang 字
阿Q正传
稳
2的16次方减1
寂
可
nb
玉字旁
啥
撸
、】；/‘////
蔺
黑疙瘩
我怎么近视了，看不清楚，怎么回事
怂？
莲
抽
怎么跟弹幕杠起来了(~_~;)，UP要有主见啊
總
大韩帝国震怒
■
太强了吧
这想说个啥呢
biang biang面的biang字
黑色方块
一片漆黑的块块
真的是写论文的好手啊
卍卐
大论文里结果的解释0.0
这期好有意思啊
我懵了。。这到底想说啥
惊！汉子的秘密被发现？！
禮？
国？
韩国人听完怒了hhh
太强了
像一枚印章
2的16次方
纽
穗
捆
逼
榷
擓
掏
蘸
ゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴ
ゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴゴ
回
卦
方正无耻
简体字解析
擓
好家伙 让我想起了大二字体设计课
龍
乂
卧槽！是熊猫头！！！耳朵超明显
禮
田
他
黑旮瘩
黑疙瘩
biang
仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人”
像个乌龟
草猫猫头
哇，真的耶
真黑呐
我   懵    了
感觉提手旁更多呢
哦666
我学了四年平面设计，这个视频印证了我对它的看法，无聊
锅巴
嚷
我看这有什么用呢???
鹅
我懂了！！
又没用仿宋GB2312和方正小标宋体的。
德
我看到了“建国”那是建国的家
会变黑
擅
9万多个字
你这么说，棒子可受不了了
檀
乌龟
卍
龍
稳健
招财进宝
擁
怎么那么像怂这个字啊
不明觉厉
藏
藕
我为什么要看这个视频
嬲
得。。我看到的字
像罗马数字三
biang
椣
禮，儒家的向往。
Adobe黑体yyds
害怕
蔺
我困了
好像biangbiang面
他
biangbiang面的biang？
我们以前学叫“穴宝盖”
我们以前学叫“穴宝盖”
黑洞
css走开啊
仿宋GB2312
提手旁+血字
工個
看到了“缠”
难道不是黑方块吗
基逼
扭
挂
四四方方
玺
空降2：33
棋盘
那个是斜玉旁
一个黑块
趙
锟斤拷烫烫烫屯屯屯染染染
