1，截图为证
第三季也一直说定低价，还一直送东西，换钱的时候也换的贼低，感情东西不是你的？
王俊凯
还搞起了好人人设
啊啊啊啊啊啊啊啊啊女鹅太可爱了
宁听不懂话吗，人家问你几套不然怎么做
都是剧本
缓缓打出一个？
三季以来最喜欢第二季了
一个小餐厅请国宴大厨
完了更年期
再來億遍
黄晓明买热搜开始自黑洗白了
和我们领导一样
小明哥演技不错
这些不都是剧本吗
我已经要飙了
我缓缓打出一个？
俊凯真是棒啊！
哈哈哈哈哈哈哈哈哈
虽然我是黑粉，但王俊凯确实不知道比黄晓明好到哪去了
演霸总演上瘾了吗？
对对对
对对对
靓仔语塞
大厨和海璐都有自己的立场啊 都没错啊
你说你马呢？听不懂人话吗
再指就剁了你手指！真没品。。。
王俊凯：我太难了
也难怪宁那么油
 大厨不是花钱大手大脚
大厨是国宴大厨，级别很高，他有追求自己的完美，别恶意剪辑大厨好嘛
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
靓仔迷惑
哈哈哈哈哈哈哈哈哈
你来做？？？？
两人是为了工作能有好的结果发展，所以大家都懂，不会记在心里
小明就是越让人看越恶心的人
秦海璐太难了
紫本主义
憨批
第二季很好
靓仔迷惑
先备好的不好吃，虽然是吃套餐饭，但是又不是去快餐店吃，太早做凉了很难吃，做餐馆哪里能这样
我天 我之前还不喜欢qhl我错了
但是，加了个憨批
第二季最好了
薇姐太可爱了
薇姐又美又有能力
大厨和秦海璐都没错
哈哈哈哈哈魔鬼甲方
最喜欢第二季
看到你们都吗hxm我就放心了
啊？？？
小凯都傻了
第二季我全部看完了
一带一路警告
所以苏有朋能当导演
hxm像极了我的一个同学
？？？？
蛤蛤，来和大家一起骂人啦
(；一_一)
？？？先让老子揍你一顿
每个人都有自己的原则
俊凯底底一脸？？
太开心了能和大家一起骂他
抱走我鳖
赵薇别的不说，情商和商商都很高
哈哈哈哈哈哈哈
黄俊凯好可怜啊
？？？
听我的！！
薪酬也够高
？
呕
秦海璐:带不动带不动
国宴大厨想弘扬中华美食 这不是节目本来的初心吗 要是只做快餐 那随便谁来不行？
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
傻子
人间油物，哈哈哈哈哈
有屎？
憨批哦
憨批
不要钱是黄晓明自己提的
国宴大厨有自己的原则
你算个p
11小时前。。。
要不是因为俊凯和小猴紫不然早就不看了
哈哈哈哈哈哈哈哈
后来他真的买了冰箱
卧槽哈哈哈哈哈
对
你说得对
23333
表白晓彤！！！
呕。。。
听我的就好了
肯定有剧本的
给我青岛丢人
这个“暴打”配音爱了
？？
没看过，想去看了
恶心心
是剧本还是他不清bei？
苦啊
简直太像了
王俊凯优秀
就因为看了他我气的睡不着觉！
装老好人 恶心
超爱第二季！！！
哈哈哈
你妈能吃三份是吗
黄晓明拿什么跟赵薇比？
豆子！
dei！！！第一季我就不爽他了！！！
哦哟哟哟哟
太真实了
别说剧本
他怎么是这样的人 怕了怕了 
优秀吧，我的男人
完了看不下去了走了
心疼林大厨
人家什么水平你什么水平
揍他可以吗
大厨说:我太难了
别赖节目组
把我气笑了
说他霸道总裁他还以为是在夸他呢
？有病吧
哈哈哈
赵薇洗白考黄晓明，看来还是得靠同行衬托，才能看出差距
悄悄表白我的小凯宝贝
导演组采访说黄晓明提出零资金……
我老公真的太棒了啊！表白小凯！
闹太套
神经病啊，哪来的钱？就会bb
这些不都是按着剧本走的吗？
对外国人还点头哈腰
哇…无语
小景!!!
？？？
这难道不是故意的要演出效果……
我靠那你怎么不一个人开呢佛了
这都是剧本呀
你疯了？
靓仔生气
看到黄晓明就难过
俊凯都蒙了
哈哈哈，听你的，听你
明学
哈哈哈哈哈哈
薇姐的店长还是好看
要不是我喜欢紫妹和小凯我早不看了！
大厨和她都没有错啊 只是在工作方面矛盾而已
黄晓明老了好多啊，是不是真离婚了
都没错，就是黄晓明没有协调好，还有节目组的设置很有问题
啊啊啊啊啊，高天鹤
后来他真的去买冰箱了哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈哈哈
哈哈哈，大厨好可爱
哈哈哈哈哈哈哈哈哈哈哈哈哈
？？？沙雕吗你
黄晓明真的是不近人情
太真实了吧
思路果然清晰
手指真的特别不礼貌
粉上王俊凯
但是卖的确实都用上了
大厨没有大手大脚！！不许这么说
不会管
？？？你们自己要请国宴大厨啊
没脑子哈哈哈
嘻嘻，鼠鼠的
现实版《煮糊了》
这里面还分领导吗？还分上下级别的啊，zw店长也没这么明确的层级划分都是商量着来
哈哈哈哈哈哈哈哈哈哈哈
听我的
hxm是干嘛的(｡•ˇ‸ˇ•｡)
秦海璐和大厨都挺好的 大厨是敬业 秦海璐虽然强势 但她也是为大家着想
hxm宰人领导
这里完全不在一个频道
王俊凯：放弃表情管理
最烦的就是和这种人合作了
我已经怼累了，不想队
又不是快餐，搞什么套餐
up，给你一个大大的赞！
好怀念第二季
听我的
听我的听我的听我的
就是不听别人的建议，真的超级像我上级
你以为开快餐店呢？
大姐无数人都跟你一样犯了同样的错误  气氛fēn
世界上竟有如此厚颜无耻之人……！
搞这么热血的bgm
厨师只有一个，店长除了拉客还干了些啥？
闹~太~套~
说这种人设都是剧本的，脑子是有问题吧
来了
主要是节目组搞事情
闹～太～套
这个节目粉上王俊凯
hxm真是个铁憨憨
靓仔语塞
之前和稀泥的时候不是说，你是大厨你说了算吗？现在，，emm
芒果想黑黄晓明我也没办法
13小时前
这真的是大敌当前自乱阵脚呀，这个处理问题的方法是最low的方法。
我老公就是这么优秀
资本家的脑子
我只想问…谁制杖接这么个剧本啊
听我的听我的你们tm都听我的
？？？
每一季看都超生气
哈哈哈哈哈
……是我我已经发火了
我觉得这可能就是导演给黄晓明的人设
我爱他
黄晓明这是你的问题，口区
心疼大宝贝
第一季的时候也挺难的，但是最后也很好啊，刺激又好看
王俊凯很好啊
大厨一直在做饭
骨子里的奴性啊 凭啥外国人打折扣啊 你在海外唉
海璐太难了
一开始没有钱 当然不能花的太大手大脚了
第二季超好看！！
大厨脾气超好的，没有大手大脚
你去做阿站着说话不腰疼
小凯！！！我的凯凯！
滚啊
王俊凯真的很棒！
啊我要看第二季
都没错
我真是讨厌死了
？？？
有毒吧
心疼大厨哈哈哈哈哈哈哈
有钱以后秦海璐不这样了
高情商赵薇姐
第二季绝对是我看过最舒服的中餐厅
放屁！王俊凯我的！
还有黄沙雕
大厨是为了保证菜的品质好吧
憨批
没脑子说对了哈哈哈呵呵呵
真的好像。。。
秦海璐也很难啊
我靠，恶心
14小时前
这个憨逼我都骂累了
真的很想去打他
？？？
靓仔疑惑？？
卓卓我爱卓卓
仝卓
是的！！！我太惨了555
黄晓明就一憨憨
 我就是这种主管…我改了我改了
王俊凯真优秀啊
王俊凯真的很棒
林大厨渡劫记
我去
就一憨比
哈哈哈哈哈哈哈，豆子突然出现
闹太套～
真的像我的憨批领导
王俊凯超棒
没错，我之前就是这样离职的
为了小凯和小猴紫看的
真心心疼林大厨
国宴级厨师对品质肯定有要求，而且是在国外宣扬中国美食，而不是大手大脚
我顶多把有我家卓卓鹤鹤这几集忍完，我来搞cp的
综艺不也是按剧本演的么
烈火英雄好不容易挽回了一点口碑，结果一夜回到解放前
为啥他还没破产啊？
真的这一期疯狂心疼主厨
这个时候薇姐就会调解大厨和财务的矛盾了，hxm只会和稀泥，到最后还是人两个自己讲开的
真的想打死他
大厨真的不容易 啊啊啊啊啊啊啊啊   xm有毒
大厨就是为了菜的品质啊
大厨太难了
币给你
大家为什么最喜欢第二季，当然是没有黄晓明就是好
hxm什么时候从荧幕消失
？
瞧瞧这是人说的话吗
真香
口区
承包闪屏gakki
粉了王俊凯
我好想打他
憨批
哈哈哈哈哈哈哈哈哈
一言堂？
黄晓明真的巨讨厌，也不知道为什么，油腻死
秦和大厨都是正常的矛盾
黄晓明这次鞋垫几厘米的
会外语可还好？
因为杨颖请了你们这些哈巴狗扒黄晓明
凯凯真的好棒哦ww
靓仔语塞
大胃王来这里点20份你怎么办？
没脑子是真的
hxm水军 现在往剧本洗？
不好意思，第一季就看不下去了。
这个表情真的是很生气才会有的吧
赞
我粉王俊凯了
我为了不让烈火英雄里对他的一点点好感被抹杀，直接没看中餐厅哈哈哈哈哈
要你个鬼
哈哈哈哈哈哈哈哈真的
啊哈哈哈哈哈哈哈哈
动不动就指别人 把你的手给我收起来 你有什么资格
这个真难看，节目组有毛病不说嘉宾之间还有一定的冲突，弹幕看着也很不爽
这是什么奇怪的台词
买！
哦嚯
水军？
关我P事啊
傻子黄晓明
神经病啊
中年油腻王子病 油腻不能丢
靓仔疑惑
哈哈哈哈哈哈
o
黄晓明别来了
王俊凯真的超级棒！！进步很大很会为别人着想
几套呀，hxm有病吧真当自己是老板
还瞧不起我呵呵活该！
闹太套
官方不是说没剧本吗
我的表情和小凯的表情是一样的
哈哈哈哈哈
Mmp，再看几遍都会想骂人
BGM突然暂停
闹~太~套~
就是
哈哈哈哈哈，xswl，心疼大厨
黄晓明真的是
hxm就是个憨憨
因为yz不看
第二季氛围很好
666666
闹太套
就当看笑话呗哈哈哈
哈哈哈哈哈哈
别放原片(╯°□°）╯︵ ┻━┻
我的天没看我的恶心着操作
还有啥都不会的憨批hxm
大厨人超好的
不是你做啊！有病你来啊
听不懂话
3连了，解气
凯凯棒
靓仔不满
我不要你觉得 我要我觉得
靓仔懵逼
闹太套
闹太套
听我的
滚
倒装句很好，很山东
我也是没明白黄晓明这脑回路
看到标题都不看直接投币
更年期黄晓明
我要疯了，气的我想把黄晓明打出xiang
黄晓明屁事不做就知道瞎bb
王俊凯真的很好
闹太套
闹太套
黄晓明没脑子，专制
但是很有灵魂
名场面
买买买
心疼
23333
听我的哈哈
对对对
hxm真的没脑子
zw情商高
我豆哈哈哈哈
节目组不给钱真的很醉，搞得去乞讨食材
既然请大厨，那么应该给足钱
第二季他去了一期我就受不了，第三季知道有他一眼没看
墙头草
一万弹幕啊
就是黄晓明的问题，和稀泥
是你个憨比的问题
我觉得没有不近人情嘛 钱就那么多啊
牛批
哈哈哈哈哈
节目组看见黄之前几季的表现故意选的他吧。。
哈哈哈
广东去你个扑街啦
妈啊 对赵薇路转粉了 hxm什么鬼
买冰箱！！！
我不要你觉得，我要我觉得
哈哈哈
但是这只是一个小餐厅呀！预算有要求，两人都有理呀！
还好我不看中餐厅。恶意剪辑，胡乱编造，跟这个店长绝配了，心疼几个店员。
这个憨憨，看得我想鲨人
懂什么，黄晓明全面提高了这节目的话题度知名度
全部做完是几套 大脑流失的严重后果
靓仔疑惑的笑死我了哈哈哈哈哈好客
哈哈哈哈
小凯最棒了
后期对他够客气了，p的说明都没什么攻击性
感觉秦海璐好有气质啊
不给启动资金是hxm自己提出的！！！
意见随便提，我就是不采纳
第二季真的很不错
希望绿大暗能称为下一个血洗B站的男人
小凯！！！！
他是话题性
我觉得是节目组的阴谋
我爱豆子
小混混都比黄晓明有文明素质！！！
我以前很不信芒果的剪辑，不过想一下，黄是大咖小心眼，谁也不敢往坏里剪，很可能还美化了，所以说他是个铁弱治
靓仔都生气了
节目组的目的   让他们吵
久  等  了
这里我是真的觉得他有点傻！
？
没脑子是硬伤，救不了
豆子锤他！！！
就算是剧本，能接受这剧本的也是个憨批
哈哈哈哈哈
真的搞笑
表白小凯！
他是不是听不懂人话啊？？？？
发现没，没有黄的一季最好看
节目组请黄晓明挺成功的赚到了热点
心疼大厨
大厨和秦海璐相处的超级好后来
憨批
哈哈哈
看到大家都在骂，我就放心了
靓仔疑惑
这种剧本谁演
我要吃三份哈哈哈哈哈哈哈哈哈哈哈哈哈
当心黄教主删帖
大厨应该是做国宴做得比较多所以对食材就有点挑剔啦
秦海璐和大厨立场不一样但都是对的
看得好气哦
哈哈哈哈哈哈哈哈太对了
都是有剧本的吧…
你不告诉我有几套，我怎么知道做多少？？？
小林哥好惨啊
秦海璐挺好的
黄晓明就是现实版的苏明哲
哈哈哈哈哈哈哈
王俊凯真的超棒了
霸道总裁又上身了
这脑子想出来的假设没谁了
赵薇毕竟是商人
靓仔疑惑
夸，都给我夸！
我去太恶心了
没脑子哈哈哈哈
看的好累
对呀，赵薇已经很好了
憨憨服了
我要吃一百份
因为是在国外在中餐厅嘛大厨想做好些哇
而大厨是国宴厨师，对品质的追求也很正常
恶心hxm
真的，高下立现，我好喜欢赵薇现在
唯一搞不懂的就是黄晓明，什么都不懂，一个劲和稀泥
恶心hxm
看见黄晓明的嘴脸就恶心
女鹅！
第二季是真的好看多了
哈哈哈哈
卧槽
和稀泥
哈哈哈哈
哈哈哈哈
重新录音恶意剪辑不就是为了洗hxm吗
恩恩？这个BGM
你有钱吗，整天买买买
有毛病
样子像沙溢
豆子!
节目效果
这到底是不是节目效果啊
哈哈哈哈哈 没脑子 
赵薇好棒啊
听听这是人话吗
哈哈哈哈哈哈哈哈
现在请赵薇？傻了吧
你行你上啊，真的是
我不要你觉得我要我觉得
真是个zz
建议个鬼，就是自己定了
哪能比啊
真的太怀念第二季了
闹～太～套～
辛苦紫妹了
潮汕脏话
哈麻批
口区
赵薇肯定看不上黄晓明这种沙皮
做个人吧
盘了他
憨批一顿吃三份套餐
哈哈哈哈哈哈哈哈哈哈
怪不得他的店都倒闭
恶心的节目制作组
湖南台的节目就喜欢以这种方式火
一个人决定？我tm没听错吧？
自己人，别放原片
再来一次
打败乔碧萝的男人
？？？？
那这不是活该被骂嘛
最讨厌那种总是自以为自己做的很对的人
本来很期待的，现在看不下去了
很强势啊
哈哈哈哈哈哈，宁说得对
实名心疼我家小凯
日眼准备
这就是甲方叭哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
又不是密子君，吃什么三份
指手画脚说三道四
笑死我了哈哈哈哈哈哈
gong
没有点主心骨
这样的领导 我无言以对
我不信杨紫在外国生病真的没钱看病也没人管☺
赵薇好厉害，佩服
卧槽 真的想骂人
憨批！！！
你是憨批吗
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
没脑子
没错
就冲你这句没脑子，我给你点赞
江苏脏话
請不要攔住我，我一個巴掌拍死hxm這個憨批
还不如小凯当店长
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
两人挺好的
憨批
听我的
我们领导能听进去意见
湖北脏话
终于明白黄晓明为啥追了赵薇那么久没用了
老子想骂人
靓仔疑惑
啊啊啊李狗嗨
听你的，还得挨骂，握不住手心的草
我傻了
简直不想说啥了
真香..
什么叫大手大脚，那叫质量。。。
表白我凯
厨师和明星是不一样的。双方立场都没错但是黄晓明不能缓解矛盾凭什么当店长
这个BGM哈哈哈哈主厨心声
秦海璐也很烦
口吐芬芳
败笔
心疼我凯，明明很用心在出谋划策
后面是中东小哥？
凭什么听你的你个哈麻批，你们是合伙人啊不是上下级
我凯真的好优秀，做事认真有条理还温柔善良
不要因为一个人就对所有那个地方的人产生偏见吧
嘿呀豆砸
哈哈哈哈哈哈哈哈
套餐是学赵薇的
没脑子
咦咦咦讨厌òᆺó
最新一期他嘴在那动却没声音，节目组对他还不够好吗？
哈哈哈哈哈哈哈哈龙哥
不对比不知道赵薇的好
这对夫妻养活了多少UP主啊
？？？
有剧本的感觉
知名度是真的我就是看了吐槽剪辑发现这个节目的
我不要你觉得，我要我觉得
湖南脏话
什么鬼东西，真的看不下去了，我kiao
赵薇真的超棒
有脑子吗？
心疼我家小凯...
真的满肚子脏话
我的男人就是优秀！！
我突然想到：你虽然长得很重口，但你的声音很小清新
猫叫警告
不！节目组说了有准备简单的食材够第一天做点简单的菜
这两个人都是很好的 为了大局考虑第一季还天天骂hxm呢 就需要有人压制那憨批
最讨厌这种人了
哈哈哈哈哈哈哈好想笑
明学啊哈哈哈哈我头笑掉了
好名声我来，事我不干，犯错了怪你。混水摸鱼，推卸责任
蠢，还天真
江苏脏话
求换店长啊为什么是总裁啊
真实
憨批，我真是忍不住了
可怜的主厨
？？？、
hxm把小凯从TFBOY逼成了WTFBOY
门外汉就这样，不管什么，全部做完。
太憨批了
好的，我再去看一遍第二季
cao看了全部是真的气？？？
我妈说他听不懂人话
神仙
赵薇真的很好
闽南脏话
虽然这大厨和海璐姐想法有矛盾但我觉得他们都很可爱，但hxm就不一样了
名场面
xswl
啥都不懂
刚才没说上话，这会来劲了
你是不是傻
暴躁
假设不合理
支持哇妹
你怕不是个傻子上学哦
憨憨
男人真好骗
真的太恶心了
油腻至极
我不明白为什么是秦海璐被骂，不应该是黄晓明吗？看第一季就觉得他恶心死了
哈哈哈哈哈哈哈
老鳖好评！
路转粉辣
太厉害了
给我死喔他个憨批
黄晓明在学赵薇的方法
噗哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈语文课代表！！！
老鳖！
听我的！
守护全世界最好的林大厨
真的无语
我拢龙乱入 哈哈哈
说的对
小凯:宁有事吗？
后来为了面子他真的买了冰箱
凯凯优秀
你说的是有道理，但是我不听。
大厨用好食材用习惯了，认为好食材会让料理变好，也不能怪他
王俊凯来当老板都比他强
本来还想看中餐厅的结果看见他果断退出
哈哈哈哈哈
我要是秦海璐那白眼得翻到天灵盖上
满分？我看你就是hxm本人
哈哈哈豆子
所以有本事有能力去玩资本坑股民
第二季真的好看
他是脑子有点什么问题吗？
没钱请什么大厨啊
这个憨批恶心死了
黄晓明跟个傻子一样
节目组不给资金估计和他有关
都听我的
是必须要买的什么大手大脚。。
hxm快点被封杀吧
秦海璐说的很对啊！！
哈哈哈哈哈哈，听不懂人话吗
想  啊啊 我要冲进去打他
出轨渣男真的就是jian
前面说明星不是文化人的，作为明星，就必须有能见人的素质
大厨脾气真的好好！！
听到他说这几句话，我脑袋都快炸了
赵薇超好 超喜欢 超适合！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
四川脏话
太恶心人了
华为P30!
真的很蠢哈哈
想锤他！！！
哈哈哈哈哈哈哈哈
赵薇真的棒！
黄晓明太恶了……
我老公凯凯
宁有什么疾病吗？？？？
第二季最好看
哈哈哈哈哈  说徐大虾的秀啊 
第二季真的超好
BGM是少年江湖物语里的~~
还是姜食堂尹餐厅好看啊。。。
这还讨论什么啊  你自己定就是了
我不要你觉得，我要我觉得
我去！！！
小景是我的
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好人全让他当了，大厨和秦海璐被骂死了
铁憨憨
哈哈哈哈哈哈笑死
王俊凯真的很好一男孩子
被王俊凯圈粉
莫生气莫生气
我去
没脑子
看到他的手就讨厌
你闭嘴
我觉得秦海璐被骂很可能是黄晓明买的热搜
hxm脑壳有dang
大手大脚？up宁在说什么呢
我专门回去看了第二季
没有hxm的中餐厅最好看了
小凯真乖啊啊啊
哈哈哈哈哈哈哈铁憨憨
听我的，不要你觉得
脑子有洞吧hxm
可怜国宴大厨
绿大暗憨批
我也同意
阿扶着
哈哈哈哈哈哈哈哈哈哈哈哈没脑子好评
哈哈哈哈哈哈哈哈哈哈哈哈哈
有的话随意
搞成这样，别人主厨也很累呀。
不需要讨论开这个会干嘛
赵薇情商好高
没错了！霸道总裁？？我真是醉了
为了王俊凯才看的啊
哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈
反正骂hxm就对了
第一季就讨厌他
王俊凯超级厉害的说
气笑了hhhhh
豆子说得好
虽然大厨的出发点是好的，但是当时他们并没有那个资金能力
这个憨憨
“你别管，听我的，我是店长”
哈哈哈 hxm
你说，我听，但是我接受
霸道总裁演多了
这是我见过脾气最好的大厨
神经病吧
财务没有话语权真的很憋屈
闹太套
小凯好棒
剧主说了这个主意也是闹太套提出的
