OH
这回头爱了爱了
好像黄轩
大威天龙，大罗法咒，世尊地藏，般若诸佛，般若叭嘛哄！
甄嬛配音
这男演员是琅琊榜2的大反啊
我居然哭了
头一次这么早
应勤
居然是天老师
狗命
般若叭嘛哄！
对不起，这个男主不是黄轩啊？好像啊
女主不行
是的，就是小阿天
哈哈哈哈哈哈哈
？？？草，哭了
这是功夫熊猫的梗吗
感觉女主演技差点儿
上高架~ 然后下高架~
差评 不让看长鼻猴
法海崛起
不信如来你还问菩萨
反向安利
哇靠，这就来去看
小阿天
好感动
这版齐天大圣跟长鼻猴一样 不知道制作组怎么想的
热乎热乎，天太冷刚好暖暖身子
大圣不要面子的吗
不好看
有点想看怎么回事儿
除了女的颜值还好，别的真的很难看。剧情平淡，感情我也没觉得有什么特别感人的。
好棒
杨天翔
傻子啊哈哈哈哈哈哈哈
狗命
在哪看
坏了心动了我先自己看一遍在来吧
哭了
唉唉唉达叔啊
女主又张柏芝那味儿了
悟了但又没完全悟
一开始以为男主是黄轩……
居然乍一眼有那味了
我出息了
我也感觉男主有点像任贤齐，某些角度
早啊
此时8000+人正在观看
萧元启？
莱阳后
女主美死我
应勤，你的莹莹在等你
打个码啊大哥 太辣眼
太烫了啊啊啊啊
是我啊天配音？不可能
应勤是你吗
萧元启？
其实我看了一会没看进去就关了
小阿天呜呜呜呜呜呜呜呜
男主是钢七连马小帅吗
男主是舞台剧演员
残版黄轩
达叔泪目
真假杨天翔
早！
确实有点像黄轩呢
赵文卓 ^_^
所以是真的推荐看吗？
唐牛才是食神
功夫熊猫
一刷配音演员我就出戏好家伙
怎么有点功夫熊猫de赶脚
哭了哭了
应该是达叔生前拍的最后一部吧
这里紫霞没接住戏啊
女主这段戏不行哎
好早！
呜呜呜达叔
这特效可以啊
有点像眉庄
传统技艺 先抑后扬  哎哟妈呀 真香
想起了画皮里孙俪拔降魔剑
唐牛才是食神
这是马伊琍八卦中的…男友吧
泪目了
啊？不是黄轩么？
这个女主是不是微微一笑很倾城里的校花啊
狗狗公主！！！
这白话说的
我有点想看唉
达叔的最后一步作品
二号机！！！
有那味耶
这护心镜
这是仙剑奇侠传1的剧情
还是没觉得好看
好像黄轩
是欢乐颂的殷勤
哈哈哈最近这几部我居然全看了
电影悟空传的遗憾居然在这里看到了！
情节竟然接上了，厉害
吴孟达？？
是你吗，吕树
琅琊榜·风起长林，男主演最后的大boss萧元启，推荐呀！
真的很好看！！！
所以配音是小阿天？
配音演员杨天翔
这不是应勤吗
第一次这么早 
这特么像管彤阿？
牺牲，最伟大
刘轩？？
+
孟逸然！！！
她好飒
梦幻联动
除了星爷的大话西游，不会再有好看的了
是小阿天？我去了
这……劝退了 
男主是琅琊榜风起长林的大boss啊
现在是早上十点，8000多人早上好
这不是李逍遥的剧情么
一个钟！！（doge
好漂亮啊
达叔！！！！
泛式那个给我站住哈哈哈哈哈哈
我食神才是齐天大圣
女主没入戏啊
达叔？达叔？！
好耶
为什么这部剧是腾讯的？老子优爱都买了就不买腾讯，死也不买腾讯！
要有这么漂亮的姐姐倒贴，是个人都会义无反顾吧
我也觉得，有点像任贤齐
泪目了
这侧脸真像蛋白（捂脸笑）
刚上完课回来就看见了芜湖
真的不要钱吗？？？
哈哈哈哈哈哈这个可以
差点以为是黄轩
达叔？？
仙剑奇侠传1 李逍遥
我的妈好上头
玉帝：谁都可以是齐天大圣？想打架是吧？
隐约感觉是小阿天？？
这个男主角之前演的是欢乐颂里的应勤。。
我看过！被b站一个剪辑视频安利了
谁都可以是食神
啊，好像功夫熊猫设定
狗命
小阿天的声音啊
10:10
早早早
应勤？？
这个男主还演过女医明妃传里的男二朱祈珏!!!
侧脸像赵文卓
男主太丑
女主蛮好看的
达叔！！！
感觉很一般
哇立意不错
紫霞配音是佳琦！
这片子是达叔的遗作啊
那我就不投币了
后面的塑料棍子真出戏啊 窝巢
我天，这个气声是天老师了
这个BGM蚌埠住了
此时我决定关掉视频等看完电影再回来吧
哈哈哈哈哈
有达叔就看
达叔！。
功夫熊猫即视感
看见达叔就泪目了
女演员不行啊，完全没接住戏
二号机声音真好听
真香
不信如来不信天，我命由我不由天
不信如来不信天，我命由我不由天
9000多个人好啊
莱阳侯
真不错
9000+
这个女主 怎么像是微微一笑里的校花啊
功夫熊猫？
吴孟达？！
这男主长的好像黄轩
跟我一样！！！看完之后重刷经典！
男主是风起长林的元启
！小阿天！！！
任贤齐+黄轩
有点儿意思啊，免费的还挺香的
萧元启
昊宸？！
达叔遗作？？？？
剪辑里面的演技还可以啊
欲扬先抑了属于是
欢乐颂
居然有点帅
来晚了
呜呜呜
琅琊榜小王爷？
shu!
杨天翔配音真绝
女主脸有点僵啊
一小时热热还能吃（
这个背后一根旗，好丑
好像可以啊
我默默点了赞，关掉了视频，退出了B站，打开了腾讯视频
好像是达叔最后一部作品
这位紫霞没有演技啊
的狗命
好像还行唉
小阿天配音哇
看哭了草
因为菩萨好像啥都说了，又好像啥都没说
笑进俺心里了！！！
东方月初
呜呜呜有一种番外圆梦的感觉
这菩萨挺节约成本的哈哈哈哈
达叔！
男主有点丑
为什么看起来还是不怎么好看
泪目
有点东西
我也一样，看完又刷原著
演出感觉了这是
再见，我先去看看
像黄轩
应勤
？？？？
Bgm一起，泪目了
有达叔，我准备去看一看，前两天还梦到达叔星星刘德华，因为他们在整蛊专家里扮演一家人
女主是微微一笑里的校花！
萧元启
为啥没人呢
元启演技可以的
哈
啊 不是原声嘛 好贴角色和演员啊 鼻子一酸
这剧我觉得可以 看过其他up主放的片段 有被感动到
老仙剑了
好像真的可以，豆瓣才5点几的分太不合理
好家伙，大话元宇宙啊
男主是应勤吗
大鼻子版黄轩
大话西游之元启
挺烫乎的
想念达叔。。
ban ruo
充斥着经费紧张的感觉hhh
凡人之躯
女主好看
？
这段听的有点催泪了嗷
哈哈哈哈哈哈，我回头听了好几遍居然真的是小阿天，震惊
达叔？
看的出来真的没钱哈，连菩萨都请不起
1.2W人上班摸鱼。。。。
这演技感染力！我马上去刷！
达叔啊？！
瞎说什么大废话2333
欢乐颂里的应勤？
救命啊我还以为这是黄轩……
好像是吴什么，马伊琍的绯闻小男友
哼，我也白嫖(￣へ￣)
达叔！
小阿天呜呜呜呜
妈呀，泪目了
男主参加综艺戏剧生活
好家伙……是达叔还在的时候拍的啊！我还以为是个长得很像的演员呢
这里是镇北堡吗？
好了你打动我了
达叔的声音？？
开保险啊（doge）
男主和女主在两个世界啊
那人到底是不是黄轩？
额，，，这男的不是短脖子吗
男主黄轩和赵文卓合体了
这不是萧元启吗
不是人  是鹿人
罐儿姐？？？
双厨狂喜
达叔啊 哭死了
HHH好歹整个观音雕像啊
的命
达叔！！！！！
才79分钟
？？？功夫猫熊？
对不起，这声音有些出戏啊
作为二创的话这个立意很高啊
达叔？
还好我暂停了，不然我就被剧透了，我先去看了哈哈哈
怎么可能
白蛇缘起
男主女主好看吗？嗯嗯？？这能和朱茵比吗？
怕剧透的可以走了。我也要去看原片了
八卦都是从鹿人这里知道的
其实这个紧箍也有点省钱哈哈
这表情包，大头公主！！！！！！
bo re
反正不要钱，多少看一点
现在马上去看
唐牛才是食神
是达叔生前拍的最后一部吗
女主的眼睛是亮的
10点51分1.2w+一起观看可以的
这剧还是去的西部影视城拍的，真实平行世界了
不是啦，那个朱祁钰是黄轩演的。这个男主不是黄轩啊
元启哎，他演技还可以
应勤？应勤？应勤？应勤？应勤？应勤？应勤？应勤？应勤？应勤？
这个男的演技挺好的，给我的感觉就是丑帅丑帅的
哈哈哈哈哈哈哈哈哈哈哈哈好
颜值即正义
一点二万人在和我一起看
应勤？应勤？应勤？应勤？应勤？
达叔谢谢你！
情癫大圣算不算
男主有点眼熟
男主也是正午阳光的常驻配角了，眼熟正常
哭了
反而是这种缺钱的剧组想好好讲一个故事。。。
小阿天！！！
女主在发呆？
杨天翔配音？
这个背景乐一出来就会哭⊙﹏⊙
不错啊
把这放情人节不香吗
222222
杨天翔！！！
给力给力
是欢乐颂里的应勤吗
《缘起》
除了主演们不太好看，好像还行
紫霞有点拉了
哈哈哈哈哈哈笑死了
原来是“我少读书”，不是“我读书少”啊
大叔是不是走了？
+
男主不就是欢乐颂里的渣男应勤吗？
唐牛才是食神！！
达叔……
卧槽真的笑进我心里了（我女的））
欲扬先抑 (？bushi )
风起长林的反派嗷
太真实了
有点想去看了
莱阳王！你干嘛！怕被剧透，我先走了
哭了
功夫熊猫？
情深缘浅
达叔？！！
有达叔我去看看吧
前面的莱阳侯别走！！！
看完其他的没感觉到，网大的经费真的很紧脏倒是发现了
电灯人
侧面像赵文卓
这不是应勤这个渣男吗！？
狗命
哇？
人家卖个面就成功夫熊猫了？
哈哈哈哈
唐牛才是食神
耶耶耶
那为什么还纠缠在这里
兄弟们，出来
早上好
不要勉强！
不必勉强！
不必勉强
555555
未必吧
我不信！
二号机老公！
男主演技不错
视角姬？
紫霞演技不行
泪目了
2h
粤语原声是我读的书少，你不要骗我
颜值都一般
啊这，突然被安利到了
想起了FF7
应该是我最早的一次了 哈哈哈
小阿天！！！
杨天翔？？？
哭了T﹏T
真香定律永不过时
等等，达叔不是那个了吗，是我记错了吗？
这不是月光宝盒吗？
泪目
莱阳侯
元启啊…当年看风起长林对他恨得咬牙切齿
现在就去看片
5555 达叔
风起长林的小侯爷吗
致敬达叔，这就去看
QAQ
好像还有点感觉
卧槽，真的是达叔，哪里能看我想看
吴孟达？
整容式演技，又后继有人了
剑都拿不稳
感觉有点儿像白蛇缘起......
看到这里我才知道不是黄轩。。。
男主是光荣与梦想
被安利到了……
就好看
1.2w
那么金箍棒是从哪儿顺来的
达叔啥时候拍的？
杨天翔！
女主救了很多
啊，一下想到了钢铁侠
女主好看 但编剧是真不行 时无英雄 使竖子成名
嘿嘿，免费好看的最香
在这暂停，看完那个再回来看
对啊，这男主是应勤
我以为他要骂人。。。。吓死我了
别说，主角还可以，不难看
戏剧新生活里有他
听着UP主的介绍这玩意儿的剧情怎么跟白蛇缘起剧情这么这么像呢
小侯爷！
黄轩？
是欢乐颂里那个应勤吧
还是个傻子
泪目了
哭唧唧
配音好像确实是杨天翔
感觉片段还不错啊
竟然哭了
男主很帅而且演的很好啊，是那种man帅，不是小鲜肉的帅
这演技已经暴打一群人了
确实，女主这表情略出戏
舔狗？
好早哦
男主角是话剧演员吗
女主确实出戏
女主也不伤心吗！！！
我看过这个的剪辑版正要补原版，这部真的可以，有瑕疵但瑕不掩瑜，比起其他翻拍要好很多
妹子好好看
我一直想把你变成我喜欢的样子  但却发现我已经离不开你现在的样子
小阿天诶
(⊙o⊙)哇，学达叔学的好像啊，泪目了
男主演技不错啊
好看好看
草居然看片段看哭了
好看的
琅琊榜2萧元启
女主选角可以，清新脱俗的感觉
小应勤
人人都是食神
哈哈哈哈哈，好歹来个石像啊，居然是幅画
二号机？！好耶！
这姑娘挑的好 有灵气 笑的也好看 自然~！
女主这边演技拉跨了
这个镜头好美
我居然要哭了
为啥我不是
我泪点怎么突然这么低
天老师
杨天翔的鼻炎怎么还没好
…看起来不咋滴啊
早早早
达叔！！
早上好
根本没有齐天大圣，或者人人都是齐天大圣
欲扬先抑
破面？
这个不是蓝盈莹演的那个电视剧里面的妈宝男渣老公吗？
我前两天刚看过！！！狂喜！！！
一个人在社会上，自己要有所建树。不管你学问的成就如何，官做到多大，财发到多么多，一切功名富贵都不是事业，那只是职业问题
熊猫和他的鸭鸭老蝶么
温温什么？
暗示白嫖
阿宝
诶？好看
神龙大侠？
黄轩?
达叔？  哇
达叔！！！！！
达叔还在真的是哭了
天啊 达叔最后一部作品是大话西游!
哈哈哈哈哈哈哈
这个紫霞真的有种灵气
有达叔就值得一看
小阿天的哭腔杀我
这他麻德突然
这不是萧元启吗
我哭的都比女主凶.....
大头公主？！！
我丢，虐到我了
这他麻德居然看哭了
感觉能看
女主在发呆？
热乎的
黄轩？？？？
欢乐颂应勤？
！阿天！
高级舔，居然成功了，666
达叔？！
泪目
小阿天！！！！！
啊？
讲真虽然说很多都是烂剧，可是女角色颜值基本都是在线的，男角色着实辣眼睛
最省钱菩萨
哈哈哈哈哈哈哈
舔狗的完美结局
呦。这姑娘有点灵气
萧元启？？？
有点好看耶
看着还可以
腾讯会员免费看
感觉还不错耶
达叔走好
我看过电影介绍，这电影是真不错
狗尾续貂 是个褒义词。。。
还可以，男主演技有点尴尬
我还是觉得难看啊
只要心中有光，谁都可以是奥特曼
应勤？
我都不好意思拆穿你
感觉还行，头一回被安利到了
想去看了
小阿天是你吗！！！
竟然有悟空传的味道 真是泪目了
杨洋版的孟逸然啊
达叔！！！！！
徐佳琦
欲扬先抑
完了，就这一段就得去看了
哪里放的？
小阿天！？
泪目了
看哭了
浅浅的我居然泪目了
达叔！
哈哈哈
感觉和白蛇缘起许宣一样都是用凡人的身躯爱着自己心爱的人
一个知识分子有见解，有远大的眼光，就是有器识。所以古人说“先器识，后文艺”，有器识，然后才养成雄伟的气魄
就是来这看剧的，透吧
……甜啊
没钱的剧组容易出好剧
居然不错
看个片段都想哭的我也是没谁了
啊啊啊吧啊，昨天刚看过
命都舔没了……
白月初的配音？
啊啊啊啊啊啊啊老公！！
？
女主演技不行啊
完了，这是欲扬先抑！
当你能帮她的时候你们却不能在一起了这就是现实吧
元启？
女生好看
有点意思啊
达叔
这现实感泪目了
这次菩萨甚至不会飘
貂尾续狗吧。
达叔？！
为什么不配拔剑神曲！
？？
哇  泪目了
1.8万+
我们家大头公主
1.8W人同时
谜语人
女主好漂亮。
食神联动
榜二的反一号吗这不是
bo re
呜呜达叔
老婆又死了
该看一下了
有内味了
就是烂片啊
有点好看嘛
不错个屁，烂片一部还在尬吹
狗尾续貂：比喻用不好的东西接到好的东西后面，显得前后不相称。
我被安利到了 有那味拉！
有点想看
有点好看
般若re
功夫熊猫吗？这也玩元宇宙？
不是黄轩吗
风起长林
菩萨，你要是被绑架了就眨眨眼
娶你  狗命
还真有二号机啊
这部电影是真用心了的，对得起缘起两字
这个不是被吐槽的很厉害嘛
镇北堡，去过
卧槽，我第一眼看以为是达叔
这个看了，看得还可以，虽然有一些片段比较尴尬。
这个姐姐好像是微微一笑很倾城里面的校花
这是黄轩？
女主是真好看
可以有点意思
开始肯定烂片。UP都做视频了，先看看吧。这？感觉不错啊
应勤
小王爷演得比几个主演好
女主是微微一笑很倾城里面的校花。。。。
看他演我也在用力
我怕剧透跑去看完了，希望再长一点，剧本很好演技很棒
能不能别刷配音了 很出戏
诶哟 这剧情不错哦
达叔，我要给你生猴子
泪目，我拔不出你想要的剑
求bgm
废话讲了1分半
真香警告
这个女主演的不行啊
应勤是你！！！！！
说明达叔演技带的动年轻人，所以是流量明星自以为不努力
好了，去看原片了
原来是应勤
天哪 这一段竟然想哭
原来不是黄轩？看到现在我才发现
紫霞爱的是至尊宝，还是猴呀
神似张柏芝
我读书多怎么会骗你
女主好好看诶
我好像也悟了，不用刻意追求某个身份名片，只要付出真心去做，或许自己就是，比如食神
戏剧新生活里的皓宸
功夫熊猫哈哈哈
一样又刷了一遍
致敬达叔而观看的扣1
哈哈哈哈哈哈哈
带框破防
？
居然有达叔啊
不要钱我去看看
天呐，有点想哭了
不错啊，这剧情
女主好看
我居然感动了
那是老爹吗？
哈哈哈片烂不正钱少
女主这里有点淡了吧
女演员倒是哭啊 我都快哭了
没错，离开周星驰的吴孟达只剩烂片了
好多人啊
哈哈哈哈哈哈哈
欢乐颂里的渣男
达叔？？？？
如果人没有文化修养，就同动物没有两样，动物的世界就是弱肉强食，这是自然的法则，所以“胜者为制”
小阿天这段有点广播剧里蕊蕊那味儿了
啊啊！是天翔老师配音的呀！
等下看
达叔我们一直会记得你的……
哈哈哈哈哈哈哈哈
怀念达叔
我想去看了
怎么都只记得欢乐颂。不记得琅琊榜和庆余年呢。男主演技一直很棒
舔狗不得好死的故事
哇，感觉不错哎
我不信我自己（CV梗）
哈哈哈哈哈哈哈哈
大话西游的版权也太好得了吧
对不起但是男主有点像泛式hhhhhhh
啊啊啊就算烂我也看
莱阳候
这不是钟辰乐和他的狗狗吗！
阅读理解能力天花板
颜值可以啊
这声音，小陆总？？？
莱阳王 长林王干嘛去了
达叔？！！！！哭了！
阿宝
哭了，想达叔
剧组好穷
案例
风起长林里的元启
安利到了
还不绰还不绰
种草
我是上次投币还是不知道哪次的N代白嫖一号机
你也太会了，要哭了怎么回事
啊，我一直看成了黄轩
精分？
天啊……
什么鬼电影
+
男女主演的都挺好，一点儿都不僵硬
哈哈哈
我总看成黄轩
这个片段想去看看
2.4万，咳咳
唐牛才是食神！
给黑子的路走完了
无力的爱，让人心痛
出大问题，这个小姐姐好好看。
不点就是白嫖~
都不太敢相信这是达叔，这是遗作？
天翔啊啊啊啊啊啊啊
啊啊啊啊啊啊达叔
感动泪目啦
其实还可以
几小时诶
你那是想看剧情嘛 我都不想戳穿你
我觉得男主挺像黄轩的啊
但是剧情确实拉胯，感情线很莫名就来。唯一亮点就是达叔和女主
充值了吧
我也是莫名其妙被感动了
我也是！！
呜呜呜
达叔！！
有点像黄轩/狗头
紫霞和至尊宝都有点拉垮
功夫熊猫？
这里为了剧情反派像个傻子是唯一不喜欢的了
看人推荐看完了，很不错。
？达叔？
后面的剧情太仓促了完全可以再长一点
哈哈哈
三代鹿人自己都不知道粉丝真话还是假话了
而且紫霞绑的牢牢的莫名其妙就出来了，明明青霞还在绑着呢
达叔？你管这叫。粗制滥造？
演技好像不错
达叔?！！！！
菩萨的声音都有点拉垮
狗命
我也重温了一遍
女主真好看
刀啊
就到落日这里，好起来了。
你就是我哈哈哈哈哈我也看完之后再看了一遍原来的大圣娶亲
好家伙这熟悉的声音
女主让人出戏
男主上过戏剧新生活，是正儿八经的演员
就这一段差点给我看哭呜呜呜
有点像赵文卓了
好像小叶哥
我选东莞仔当齐天大圣
看着片段都有点催泪啊
居然哭了…我也要看
不要 白不要 
新瓶装舅舅
这里看着好伤心啊。眼神真的有
好早
其实周星驰的两部我也就觉得能看  实在看不出来哪里NB 内涵什么的周星驰采访的时候自己都说没有了
达叔QAQ
黄轩？
感觉女主不行。。。
谁都可以是食神是吧
唐牛才是食神
这姑娘好好看
啊daegal宝贝你怎么在这
说的我现在就去看看
？
很可以
噢噢噢哦哦突然想看
热乎的
小阿天啊
坚持看到这里 还是很烂 尬吹了真的 粗制滥造网大老样子
泪目了
李连杰版的才是留学生，李小龙版还没那个设定
冲着达叔，这片子至少6.0分以上
网大有的真的可以
溜了 尬不住
光速吟唱
小阿天厉害
欲扬先抑？
反正不要钱，多少看一点
元启
哇哦 小啊天诶
懂了，我是齐天大圣
猴+熊猫？
黄轩吧哈哈哈哈
女主这边不行，要死的人，这么淡定
原来不是我一个
还没有舔狗这个词之前，这个叫钟情。
小阿天
马心瑞新女儿，紫霞真的很灵气看了不亏
达叔！........突然泪目TT
吴孟达？
达叔，我好想你啊
只要心中有钱，谁都可以是马云
卧槽泪目了
类似于武动乾坤最后的轮回剧情？
演技不错
确实 这几段看下来男主演技好些
比雄狮少年好不好？
大叔
小侯爷你不要大梁了嘛！
有点子像黄轩
锤子神
貌似可以哦，我要去看了
有点被安利到
哇
佳琦姐的声音！！！
可以说是命运弄人吗
我不是你的意中人，但我愿意为你带上金箍
焯，3.9万＋
达叔？！？！？！
这不就鬼怪吗
现在还不是
2.4w
阿天！！！
居然有达叔
可以这个真可以
狗命
女主没入戏呢
达叔？？？？？？
居然可以看到划！！！！
吴孟达！
？？？陈慧琳？？？
这个女主漂亮的诶
应勤
自我救赎？
达叔 真的类目了
为达叔才三连
长庚吗？啊啊啊啊啊，我要看
这里女主没接住戏啊感觉
？？？？
女主不行啊
白蛇？
啊啊啊，好看
上来下高架
免费可
哭了
眼熟加一
哇，这老哥鼻子好~大！啊
不是免费的
哈哈哈哈哈哈哈
很好，这次来得挺早
3h
欢乐颂的应勤？？？
不错？认真的吗
啊故事可以啊
女主是不是演过醉玲珑女二？？
这个男演员叫吴啥来着....
拔出宝剑，娶你……取你狗命……（狗头保命）主要是女主感情表达没接上
达叔
疯狂截表情包
目前头一天看到的，浅记一下
先抑后扬是吧我听出来了
还行吧
水军少刷一点，看着会逼真一些，你们刷太多了反而有点假
狗尾续貂用法用误 
真的好看吗，不要骗我
达叔？？呜呜
我的孙子为什么在这？
男主有点眼熟
泪目了
黑客帝国？？？
拍的还是不错的，我反正是被感动到了
有一点点像黄轩
我的圣剑！！！我的圣剑！！！啊啊啊啊啊啊！！！！
小阿天呜呜呜
热乎热乎
有没有看过的小伙伴，究竟如何
天！阿天！
烂剧
达叔
感觉女主的演技不太可
整个片也是傻子
这不是熊猫阿宝吗
鼻子骨折了？
不可结缘，徒增寂寞
这也能推广
cv老师牛的  我哭了
卧槽！我一定去看看
上完网课再来看的，我好拉
靠，我看你这片段都想哭，什么鬼
这不是功夫熊猫剧情？
好像高圆圆
好家伙
居然还有点像法海
狗命（bushi
应勤？
小丑和食神懵逼了，怎么人人也是大圣
这紫霞笑起来有点年轻张柏芝的意思
男演员可以的
男的好像黄轩啊
片子不错
吴孟达？？
你大爷的，我就知道有唐牛
李逍遥
我说怎么这么眼熟，这不，戏剧新生活
我可以
是你！！应勤！！
朴信惠？
让他拔出来！！！！
感觉不错诶
唉，看到达叔名字上的框还是挺难受的
孟逸然
先不看了，我等着晚上刷一下这电影
智慧的眼神
我竟然看哭了
嚯 可以可以
是你萧元启
救命 好伤
黄轩
有点像黄轩
小阿天的声音？女主配音是佳琦姐吗
为什么让我想起了功夫熊猫。。。。
字幕错了吧，应该是“因缘”
