学废了，但好像没有完全学废
好了，到这里可以喊妈了
心灵手巧
？？？？？？
鸟姐你的外套呢
岩浆行吗
啊这
逐渐迷离
笑死，根本学不会
学失败了
朱古力耶!
(゜ロ゜) 
请问这个怎么判刑
哈哈哈哈宝友这可不兴飞啊
就这？
仓鼠探头
在找A4了，我是不是飘了?
高空抛物
我……我不会呜呜呜
魔法绝对魔法
有这个时间我都造出来歼30了
我还是太天真了
我就没想会
学废了
慢放才学会
仓鼠
手抽筋了
今儿先睡了，明天再学
好了，进收藏夹吃灰叭
鸟姐牛逼
帅啊！！！！！！！！！！
乱扔垃圾+高空抛物=直接拷走（dog）
我在期待他飞回来
萤火虫wo将变成妈妈
下次一定
机友，这可不兴丢呀
高空抛物
沒地方放飛啊
？？？
嚯哈哈哈哈哈
下次一定
发生甚么事了
乱丢垃圾，罚50
这次一定
是我瞎了吗
你在教我做事啊？
砂纸
挣钱很简单啊，可惜我没钱
砂纸行不行
他好像真的想教会我
好家伙，学习都没怎么认真
废了
失去同步
仓鼠，无处不在
試了一雨
＇
草，纸破了
好家伙
要道林纸的，散了散了（bushi
能用泡沫吗
白嫖行吗
高空抛物！
卧槽
鸟姐原来这么进化来的（确信）
脑子：我学会了 手:我学废了
我特么恐高
学废了吗？
我特么还是恐高
NB
脑子：我现在记得个啥？？
高空抛物
?
a4纸行不
↑魔鬼
收藏比点赞多
糯米纸可以么
拜拜也谷爷煮牡蛎耶
到底是哪亿步错了。。。
爸爸耶～
去哪儿了……？
好的，纸张还原，谢谢观看～
我也不知道周多少克
这个简单，我看一遍就学废了
刷鸟姐的都是老仓鼠了
这次丕定
在我收藏夹里生灰去叭hhhhhh
这就，，扔出去了？扔了？
头皮屑可以吗
厕纸可还行
下次一定
下次一定
飞的不咋样啊
网课怎么没见过你们拉来拉去的
老鼠贴可以吗
这次一定
去我的收藏夹吃灰吧
前面用铁皮做的，请去血滴子频道！
要是能带人飞就好了。
好家伙，我拿的是宣纸
一秒放弃
??等会怎么回事
很简单啊，也就浪费1000张志罢了
不会飞回来的都跟我折的没区别
我是不会吗我是没有手啊
这是生怕我学会是吗
砂纸行嘛
看等会儿钉谁头上
手好看诶
这折个半天我都不舍得扔了
看起来挺简单
粑粑耶～装裤子里耶～
黑曜石可以吗
我方水晶可以吗？
美金行吗
所以这个视频就是为了废我一张纸？
僧伽吒经
金箔可以嘛
会了，但没完全会。
俺爱野猪
钛合金可以吗
这么丢纸好吗
学废了嘛？
啊我手没了
收藏夹吃灰去吧
白嫖失败
乱扔
卫生纸可以吗
彳亍
粑粑也煮~ 也煮牡蛎耶
急急急急急急
到底是哪一步没跟上
乌鸡哥？
没人投币是有道理的
ump45行吗
这次一定
眼睛都没会
人能坐吗
一遍成功，不愧是我
下次一定
冥币行吗？
手撕钢行吗
我的麻耶?
张三警告
纳米材料行吗
下次一定
我会了
iPad行吗
掏出了A4纸
怎么突然复杂了
违法了
看似简单的飞机其实需要很多步骤
高空抛物已入刑
如果小区里突然这老些纸飞机。。。。
脑子:我不干了我不干了
简约不简单
感谢，人已经在医院了
真的有这么丝滑吗
凯芙拉合金？你跟那整活呢吧？
高空抛物！你没了
?
德芙行吗
看着有点温柔
能载人吗
确定了，绝对是纸的问题QAQ
上头了上头了
2333333
牛顿：？？？？？
UP主试图教会我
耶朱古力耶
好家伙，收藏比点赞多
扔出去自己知道飞回来算你牛逼
挖大野兔，吔朱古力耶~
血液行吗
我究竟是那一步没跟上
卫生纸可以吗
从入门到放弃
道林纸！很好用！
我爸在夏威夷交给我
高空抛物
手&脑：我们会了！纸：你来试试？
适度刷梗
不哈气的飞机没有灵魂
手已废，谢谢
没纸，不是我不想折
我低头看了下手机可折好了？
我还以为它能飞回来呢
下次一定
前排收鸟姐核桃
bgm没放在简介点踩了
友情提醒：建议屏蔽“可以吗”观看更佳
卧槽 这不我小区吗
只能学一点点
镭射纸可吗  [手动狗头]
？？？？？
我折出来了哦哦哦哦哦哦
嗯？
狗仓鼠滚啊
这是我的手能完成的吗？
啥？怎么玩就成这样了
艾德曼行吗
我！折！好！了！（不可思议）
下次一定
已经不会了
曲率加速
人皮可以嘛
这是张三吧？隔壁罗老师来科普一下要高空抛物要怎么判罚？
胶水香不香
到这里的时候已经不行了
下次一定
md就这我也要折半个小时
废了废了
手：学会了
砂纸可以吗？
这是碳基生物干的事？？？
15nm钢板可以嘛
感谢up让我们看到世界的参差
钢化玻璃行吗
真的优雅
脑子:我会啦 手:你会个屁
德克萨斯可以吗
？
？？？
挺简单的，跟着up做就学会了，只是折没有up的完美好看
好家伙，从这一步开始我就再也没跟上过。
扣分条行吗？
学废了
我以为会飞回来哈哈
折出来的回来了，没想到手也学会了
xu学会空气气球就会了
一看就会，一做就废
他以为我们学得会
有点难了
脑子：我会了 手：滚啊
都做了两遍了qwq
感觉有点像激光鸟诶
好难
天啊，学废了
我以为能飞回来
我竟然做到了这一步骤
手指可以吗？脚趾呢？
爸爸吔猪 吔朱古力也
↓楼下罗老师粉丝
水视频也不能这样啊
咋不早点发 百日誓师大会已经结束了
这个视频的字幕在顶部，我现在才发现。。。。
BGM：来买野猪 野猪不理爷
丢你拉姆哦
叠火箭多好玩 扔出去直接攮死
高空抛物罪警告
上次给了
好家伙
《明知道学不会还是看到最后》
BGM好听
道林打钱
我靠，手法这么娴熟
红袖套大妈在楼下等着飞机落地等好久了
b2轰炸机
高空抛物
B2
j
脑子和手:我会了。飞机:不，你们不会
他似乎想教会我们
在哪呢在哪呢
没有房子怎么办？
一万年以后
高空坠物 一旦插到路人眼睛怎么办
？
我以为它要飞回来
懂了，就是有点不懂
弹幕越来越离谱
热美亚金属行吗？
厕纸可以嘛
下次一定
道林永远滴神
¿¿¿¿我错过了啥
瞎了
你们快学，我去捡。
弹幕挡住了
这次一定
已经学废了
我！学！会！了！
假期作业可以吗
举报高空抛物
三高五模可以吗
没有手可以吗
好丝滑
核废料可以吗
我折好了飞不起来草
能上月球吗
道林纸很厚呀？
曲率飞船
内裤行吗？
再见，不学了
妙啊
自然选择号！前进四！！！！
自然选择号！前进四！！！
ohhhhhhhhh
曲率驱动
高空抛物，入刑
我就眨了一下眼，到底发生了什么
下次拿硬封面纸试试……
事实证明还是折飞镖飞得远 
歼击机草图曲线
事实证明还是折飞镖方便 
已经废了一张纸，现在准备再试一次
钢盆行吗？
上次给了
 。。
红嫖
第二遍……成功了
???
我在期待什么
雪浪纸
猪皮可以吗
？？？？？
人民币行吗
本人刚用普通作业纸试了一下，性能良好，航行流畅，隔壁看呆了，楼下小孩抢飞机啦（以上纯属胡溜）哈哈，咳咳不说了，捡飞机去了。
蕨了
轰20
100美元可以吗
道林纸不到处是吗
夺笋
失去同步
断线重连中
挺好看的
我做到了！
野猪不理爷
亲，碳纤维也可以呢
下次一定
没有快乐的纸飞机
简单一点说就是往里扣
我学废了
啊我不会了
?????????
pH试纸可以吗
第一次折就折出来了
这个曲线都可以出一道数学题了hihihi
为什么我的不曲翼
ohhhh折好了！   能飞了！
这玩儿绝对不是一张纸叠的 
你们是从那个地方跟不上的
我是从哪个地方跟不上的？？？
”
高空抛物  必须严打
各位，学废了么？
已学废
我的手疯了
贝斯卡钢行吗
ildlid
?????
我成功啦！！！
Zephyr Prime
哦哦哦哦我折好了！
淦为什么一飞就栽地上了!
二模考卷行吗
哎 我竟然nm做成了
锅盖可以吗
卫生纸可以吗
这么牛啤的东西到底是谁发明出来的呢
我学废了
失去同步
薇拉希拉（
像极了我考完试在折纸的样子
我同桌行吗
我同桌行吗
5p收一套鸟姐
曲率驱动？
好家伙，现在飞机都有取率驱动的了。
钛合金可以吗？
我教大家画马吧
[Doge]纸鱼可以吗
如果不是高空抛物，这会儿就投币了
一遍叠出
马的 我扔对面楼下了
学会了
下次一定
？？？
试做金箔行吗
居然试图教会我
a
bilibili\
有亿点不懂
下次一定
zephyr等等我
文明4牌面！
文明4！！！
很优雅啊，比你折的优雅
BGM是文明4的BABA YETU
啊这。。。。。。
下次一定
我懂了，但不是完全懂
高空抛物
厕纸行吗
高空抛物？！
还折？
真的有这么丝滑么
努力睁大眼睛企图学会！！
up行吗？
?
武德合金可以吗
就挺突然的
300张，够吗
真简单
啊这
啊这
这。。。学不会了。。
舍不得扔
魔鬼们你们居然在这里
这还嫌难学不懂怪你自己，想要飞得好了还嫌难
？？？开始施魔法了吗
脑子：学会了       手：你放屁
试了半小时，我天真了哈哈哈
我竟然看完了
我竟然会了！！！
0.
道林纸超级滑爱得狠
床单可以吗
啊这
别人飞纸飞机，你飞遥控飞机，这不一样
鸟姐？
罚款罚款
天诺战士无处不在
到我收藏里坐冷板凳
我以为还会回来
怎么没回来
好家伙，我还计算了比例
好，我学会了
被子行吗
买大野兔
也祝布林耶
收藏必赞多
我扔飞机时差点把手机扔了
嗯嗯！看到zephyr想到局里面的Zephyr One就点进来了
这飞机up肯定喂了不少德芙
道林纸就是A4纸啊
掉线中
插曲
插曲文明的爸爸野猪啊
证据，高空抛物
高空抛物  随手扔垃圾 哈哈
以前偶然叠过能在两栋楼之间盘旋的纸飞机
大家别想多了，就纯粹来欣赏的。
就那样吧
真漂亮
那个算翼尖小翼吧
纸飞机等于砖头吗
懂了，但是没有完全懂
。。。。。。。
它要是能飞回来我就说他牛逼
懂了但是没有完全懂了
看到这放弃了
感觉故意弄复杂不让我看懂学会
Up还故意快放
野猪不理爷
火化证可以吗
啊！快关掉，我的眼睛！
六代机原型
学会了还没完全学会
没有币，也是有道理的，反正后面步骤没看懂
水银行吗？
上一秒1+1=2 这一秒开始高等数学
这么漂亮的飞机扎到眼睛应该会痛很久吧
高空抛物NB
铝箔行吗
杜蕾斯行吗
折痕
ilibilbi
up有没有p版的
可以了！白嫖失败
现在
我宣布
这里是卢本伟广场
我突然发现了一个更简便的方法
花里胡哨
禁止高空抛物
你飞哪我捡去
不学了，再见
下次一定
这确实不难……
脑子：我不会，你会了吗？ 手：你说呢？？
眼睛我学会了，脑子我也学废了
收个鸟，代价来
上次投了
禁止在麻瓜面前使用魔法
他想教会我们  ；)
学废了
用手机行吗
铁板行吗
头太重
老崔
到我收藏夹里吃灰吧
有了有了！
有了有了！
一看就會 一做就廢
手工耿行吗
塑料袋行吗
表情狰凝
？？？？退出视频
好活
我以前丢飞机他会在空中停住，那个是什么原理？
魔法？？？
？？？我是从头开始看的啊，我没漏步骤啊
高空抛物 判什么来着？
核弹能叠吗
兄弟萌，我折好了！可我怕一飞就废了
折完了，啪嗒落地
霍格沃兹的录取通知书可以吗？
ohhhh爷会
失败了
？？？？？？？？？？？
床单行吗
好了，我已经不想学了
lidilidi
lidi
lidilid
l i d i l i d i
6
6
5666
收藏夹吃灰
无处不在的仓鼠
不，哈  一下没有灵魂
禁止高空坠物/doge
我靠离谱
!
野猪不理俺
这个人好像真的想教会我
我说怎么那么费劲，原来我用的是卡纸
红字笑死我了
算了我的a4纸还是拿来写作业吧
就学会最后一步了
举报
好难啊
高空抛物
折好了
？？？？
下次一定
试了一夜，打印纸都没了
有prime的吗？
反光看不清
高空抛物
与神经网络断开连接
哦，懂了
我就看了一眼评论，这是发生了什么
野猪不理爷
2333
他是怎么支棱起来的 
哪里都有仓鼠
学成归来
搞不定
试图教会我
来听BGM的
？？？？？
脑子：你学会了  手：会NTMD，会？
你站么高随便叠个飞机都比你这飞得远吧
仓鼠无处不在
失去同步
会了会了，飞机在哪领
塑料袋飞得时间更久
脖子可以吗
 小朋友们，你们学废了吗？
学废了
en终于学会了。
不难学了40分钟，终于学会了。
答题卡可以吗
卫生纸行吗
鸟姐灰机
捡回来
乱丢垃圾
他在企图教会我
第一步是啥来着
为什么我的道林纸比up感觉厚好多
行了到收藏夹里吃土吧
再见
纸巾可以吗
要不直接买个吧我已经放弃了
粑粑可以吗
肝行吗？
我骂你屁股
你的飞机泡过妞吗
我做的怎么旋转砸地了
肾结石可以吗
？？？？？？
还是听歌吧
买大野兔，野猪不理爷
脑子：我学会了。手：不！你没有！
成功了！！！！！！
砂纸行吗
手在哪里买
丟垃圾 
鸢一折纸行吗
纸飞机做好了，房子在哪？
是手
振金行吗
失去同步，关闭视频。
卧槽我成功了
钢板的，你扭得动就行
臭豆腐行吗
等学会了再来
他是不是偷偷跳过了什么重要的东西
爸爸吔
高层外抛垃圾
乱丢垃圾
侧翻了
水滴型！
答题卡应该可以吧
原来这个曲型不是刻意做的  顺势而为
擦屁股的可以吗
等等，他似乎真的想教会咱们
科作业纸可以吗
ilibilbi
bilibili
想被教会～不想被教废～
脑:我现在只知道它是一张纸
唧唧复唧唧，木兰开飞机，开的什么机，波音747
这样这样再这样
这不叫下掠翼 这是翼梢小翼 减小诱导阻力
没有手可以吗
libilibi
糖纸可以吗
棉被那个笑死我
高空抛物
浪费我10张纸
耶成功了
成功了但是飞不起来很尴尬
我0.5倍速看了5遍
户口本行吗
学会了！
下次一定
卫生纸可以吗？
把把野猪，野猪不理爷
THU的研究生通知书可以吗？
我缺这纸吗？我缺的是手
你们快点学，学会了往我们小区扔我就可以白嫖了
流浪地球
学了一天，手抽筋了，还没学会
还是到收藏夹吃灰吧
发生森嘛事了
手挺好看的
学成归来
卫生纸行吗
眼神开始呆滞
布迪布迪，ok
超纲了超纲了
吃灰去吧！
看懂了，但是没完全看懂
有亿点难
这步我卡了几十分钟
下次一定
脑：我会了手：不你不会
他好像真的想教会我们
你在想什么我是来听歌的。。。
高空抛物
俺埋野猪，野猪不理俺～
下次一定系列
我想起那个老外学切菜跟不上的视频了。。。
不是纸可以吗
水可以吗
下次一定
？？？
二向箔可以吗
二项博那个老三体了吧
戴佳伟的照片可以吗
F35可以么
闪暖的大长发行吗
笑死根本不会折
学会了，但没有完全会
金钢石行吗【狗头】
ildilidi
ilbilibi
鸟姐工坊皮
去我的收藏夹吃灰吧
猪皮行吗
我会了！
继续上次存档点(1：24)
????开始不会了
很认真的叠，最后没成功，我哭了
懂了但是没完全懂
会了，但是忘了
纸巾可以吗？
脑，好难啊  手，对对对
下次丕定
试图学会
下次一定
撒贝宁杀乌鸡？
好险，差点学会
同步成功！！！！！！！！！！
再次同步成功！没错刚才同步成功的红色是我！
失去同步
如果有飞机视角就更爽了
超过1.8焦 你这是枪
飞出去那刻已经失去了灵魂—哈气
好，放弃
你寄手吧
成功了好耶
红字好评！
我要被弹幕笑死了
高空抛物构成犯罪    狗头
道林？纸？
cod16的地图？？？
懂了，但是没完全懂
？？？？？？？？/
到底是哪里没跟上
砂纸行吗？
拉莱耶
拉莱耶 野猪不理爷
高空抛物！！！！
大脑:我会了。眼睛:我也会了。手:我tm
自从开了弹幕，我什么都没学会
？？？？？？？？？？？？？？？
我也做出来了！2小时的成果啊！
不是很懂（呆）
你的飞机上过大学吗？
这一步没会
全  部  重  来
我会了！
已经忘了
折完幼儿园都放学了
乱扔垃圾
湿纸巾行吗
下次一定
折纸的动作真的可以这么丝滑吗？
夺笋呐
好难啊
我成功了_！！
我人傻了
学会了但没全部学会
我就要折好了
去我的收藏夹吃灰吧
这次丕定
哇！我叠出来了！还飞了！哇！
你的纸飞机很好看，就是有点难看
我还以为还能飞上来呢！
死亡证明可以吗
冥币可以吗
高空抛物既遂
？？？？？？？？？？？？？？？？
厕纸的你是魔鬼吗
步骤少一半我就学了
折叠一小时，飞行一分钟
高空抛物，你准备好了吗
嘿，你把我的手吓跑了！
80p 收鸟姐p
风：听说你很会折纸飞机？
