take my heart please 
笔芯笔芯笔芯❤️❤️❤️
好好听！！！！amazing 
喜欢喜欢喜欢
哇！！！
爱你!
好好听！！！！
嗓音太好了！！！
nice！
哇
这声音真的太性感了
fm人长得漂亮也就算了，唱歌还这么好听
nb
brove
So cute ~
Hooray
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
awsome
哇 好听 爱了
best voice ever
中文很标准
Sooooooo well 
嗓子是真好听
nice lyrics
you are of great talent
好听！
想听！
yes！
太棒了
哇
中文发音也好准！
求音频
太棒了
可以啊
好好听！！！！！
❤❤❤
好听
extraordinary!
I really like it!!
The Chinese part is soooo nice!
Beautiful lyrics and voice!!!!!like it
wow！nice voice！！
英文填词
❤️❤️
Jasmine宝贝来了！
太棒了！！！！！！！！
好听！！
如芭比一样的头发
❤️❤️❤️❤️❤️
love you too
So beautiful voice!!!!
brilliant!
brilliant!
brilliant!
nice
才华哥哥，百灵妹妹
期待？
橘朵
橘朵
肖恩好厉害
鸡皮疙瘩都起来了
+1
留着币有何用
好厉害呀！
hi
nice！
lol！！！！
Comfortable
nice
pretty girl
好听+1
喜欢这里咬字的处理方式！
your voice is really beautiful!!
nice lyrics
感觉这个姐姐唱的中文部分非常好听！
awesome
姐姐好棒！！！超好听！！！
太好听了啊!
又在app上上传吗
谢你妹呀
I love your voice and your British English! 
哇
她要是能全部用中文唱就好了
你的首页通知书、拿好
0.75倍速感觉另一首歌
I like the song，your voice isvery good
好听
"beautiful,it's so Amazing!"
支持一下吧，唱得不错哦
针不戳
❤️❤️❤️❤️❤️❤️❤️❤️
太好听了也
beautiful
好听
啊啊啊啊啊啊！妹妹来了！
哇！！！！
编词厉害了
太好听了
！！！！！
I love it！！
白嫖失败
I really like your voice!
厉害
omg
very good
Very good 
Amazing
Very good
I hope I can watch more videos
牛逼呀
brilliant
太棒了
ohhhhhhhhhhhhhh
你们难道不觉得有些中文不翻译更好吗
666
Very nice. Come on
好听！
还行
Superb
好听是好听，至于这么夸张吗？还全部比原唱好？
哥哥和妹妹都好棒！！
pretty good
Jasmine!Jasmine!
牛逼
有邓紫棋那味！
Gorgeous! I really like it
great
好棒ヾ ^_^♪
英式英语好好听
在外国应该能火
brilliant！！！！
fantastic brilliant
more
爱了爱了
好棒！
amazing
好听
赞
厉害
好听
真的好好听
棒棒棒！！！
好听好听！
外国好嗓门
她的音很中文特别咬
这句中文太妙了
好听死了
哇！！！好好听
好听的
想听
戴安娜第二？
I wish I had the same voice as you
真好听！绝了
厉害！牛！
Nice
原来英文歌穿插几句中文也是如此完美
好好听
简介好评
哇
开口跪
of course u should
wow
加油
of course you should
好听
Nice
amazing!!
填词太厉害了叭
hi～❤️❤️❤️
6666
nice
好听
好听
首页通知书
原唱是任然？
有生之年，终于听到一首英文歌里恰到好处的出现一句汉语
想单曲循环
毛戈平的化妆品不错的
好听好听好听好听
太棒啦吧
优秀
nice
好听
好好听啊
中文部分唱的也好听！
声音不错
啊啊啊啊啊啊好好听啊啊啊啊
好听
很棒的改编
好棒
好听好听！
Awesome 
哇哦！好听！
强
really nice
really enjoy it！
哇哇哇哇哇太好听了！
哥哥的词写得太好了吧！
这也太好听了吧
惊艳！
哇，词写的好好，空空如也也直接用中文好特别！唱的好听
自带电音
专业
仲係威水妹唱得好听
wow sooooo freaking good
woooow
鸡皮疙瘩起啦！
wuhu
好好听！！！！
OMG，太厉害了！改编的很不错哦！仿佛就是英文歌原版！很有自己的风格
" Oh my god, your voice is so beautiful!"
Wonderful 
adele？
好好听啊啊啊
低配版擦妈 哈哈哈哈
开口前后两个性格
wow！！！！
好听啊
鸡皮疙瘩起一身
❤️
！
0.75倍带你打开新世界。。。
Chinese part！
滤镜瞬变~~
great
太好听了
FENTY BEAUTY
英文里面带中文了
喜欢
有故事的人
好好听！！！！
empty like this
maybe the  title《so empty》
666
挺不错哎
非常好听，希望你能越来越自信
好评
哇哇哇！0.75倍数又是别有一番风味！
很好听！
好好听
首页留名
牛
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
nice
i really like it
1.5倍真好听
好听啊！
好听
太棒了
太绝了
太好听了呜呜呜
没唱歌之前莫名像郭老师
中文歌词不行，英文歌词好
wonderful !girl 
Revenge is sweeter than a ripe pear 
加中文，细节！
牛逼
卧槽
声音真好听
哇！
空空如也  不好翻译啊  哈哈
wonderful
想听！
这押韵绝了
cool！
这是英音吗哈哈
好听
瞬间变了个人
wow
哇啊啊啊啊啊啊啊啊啊啊
unbelieveable
nice！！！
awesome voice
百万填词
连压
like your voice
amazing
好听
bravo
V good
666666
喜欢
太好听啦
百雀羚
百雀羚
片仔簧
片仔簧
哇！
excellent
卧槽，这声音，药膏草
voices matches for lyric well
这个空空如也太亮点good
歌词好棒
大宝
妈呀，好好听，考虑出一下音频？
喜欢喜欢
好听
我的妈呀
喜欢
调音满分
这个词尾韵压的好好
awesome
秀秀秀
Amazing!!! Your voice & Shaun's lyrics!!!
我币没了
Love it
好好听
love your voice
有澳洲口音，是澳洲人吧
I like
好听
good
欧美女生的声音就是有力量感
❤️❤️❤️❤️
翻译和唱的都好好
I do like
\^O^/
好听啊
还怪押韵的
wow
英国人吗？
nice！
66666666
amazing！
bravo！！
好听
好棒啊
nice voice
好好听啊！！！
好好好好好好好好！
出道吧姐姐
哇！
哇
声音好有磁性！！
给你币
花西子！
好听的好听的
我成功的陷入这位美女的声音，这简直太棒了。
还行
还是喜欢汪峰的那版
wow
nice
厉害了美女姐姐
真的厉害！
nice
so  good~
翻译为啥不直接用歌词？？？
likelike
好听啊啊啊啊啊啊！
文化输出
空空如也怎么唱来着，，，
原来是这首啊，，
卧槽？！
1.25打开新世界
好听！
太细了！英文版里夹着标志性的中文，有文化输出的味儿了
真不错
英文怎么练得，在线等挺急的！
小号……
❤️❤️❤️❤️
牛
这不是现场录的吧
厉害
网易云安排上
这个无所谓特别好
啊啊啊啊啊so great!!!!!!!!!!!!!!!!
a beautiful girl
太好听了！！
卧槽，，，，，，，好好听呀啊啊啊啊啊啊啊
开头见
她是不是被人甩了
This song gonna be a hot song
鸡皮疙瘩起来了
这个词不好填啊
Loveeee ur voice 
好听
这老妹英文真好
爱了
awesome
瑞思拜
首页通知书
I can hardly beleve this is adapted
nice voice～～～～～
好听！
yummy
有那味了
wow!!!!!!!!
好听真好听
开口跪
伦敦音呀
第五遍了  好听
amazing
开口脆
终于见到英文歌里加中文了
这什么表情
可以出唱片了666
I love this song!
好听
keep singing!
I like it!!!amazing
宝宝霜
好好听啊！！！
好听！好听！
厉害了我的姐 好听 
我就想知道谁翻译的
好听
完美的翻版
酥了
，
耳朵怀孕了
哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇哇
Wowwwwwwwwwwwwwwww
nice！
估计又要有老外把空空如也纹身上了
so
喜欢喜欢
有版权吗
好棒
很成功，很好听
好听！
霍
赞！！！！！
可以啊这中文水平
哇啊啊啊啊
救命！！！我出不去了！！！！
嗓音很好听
中英结合 好评
好棒呀！！
Nice  
So beautiful 
眼神一变
特别好听
OHHHHHHHHHHHHH
空空如也
Likes^n（n趋向于无穷大）
不错啊
毛戈平
昆凌plus版
Nothing gonna change my love for your voice!
good！！！
好听啊
厉害啊
so beautifulvoice！！
wow
个人更希望全英文。唉。
❤❤❤❤❤❤❤❤❤❤❤❤
很棒，请坚持，love you
第n次听~
厉害
白嫖失败
怎么可以下载，好听
哇！
填词好棒！
Brilliant 
厉害厉害！！！！！！
er shua
二刷
perfect
首页通知书
好厉害！
empty
喔喔喔！！开口跪
很好听，感谢你把歌曲传播的更广
妈呀  好听好听
太棒啦
卧槽
声音真棒
喜欢啊
我知道外国人听到中文歌里的英文是啥感觉了
空空如也中文唱的好赞 而且音色好像邓紫棋
foreign hanhong
Wonderful！！！
Wonderful！！
哇
欧美韩红
love your voice
I like it
好听
"I am very anticipate for your next ""Chinese to English""song."
出道吧出道吧出道吧
前面说外语好好的站住
真的好听
好飒啊
花知晓
你币有了
啊啊啊啊啊啊啊啊啊好好听
发音不连读，好评，终于能听懂了
！！！
好听
wow!!!
太棒了
期待
挺好听的
nice～～～～～～～
more song，，，，
完美日记
好听
太绝了太绝了
表情管理再控制好就更完美了
i like it very much
白漂失败
好听哦
love you and your voice
你真美
amazing voice!
666
好听！
(⊙o⊙)哇！！！
邓是屁
❤❤❤❤
❤️❤️❤️❤️❤️❤️
bravo～
❤️❤️❤️
好好听
头皮发麻
好听
Great
这是原唱吧我的天
还行
amazing fantastic~
yes！！please sing more！！！
Beautiful 
maybe you will have fun to try maogeping？
So great!
好听
awsome
so good
棒
good
好听～
I like your voice!!!ohhhhhh
perfect
好听
really really like
爱了！爱了！
很优秀
啊啊啊啊❤❤❤❤❤
好听
汗毛都坚起来人了
6666
英音真的好特别
佛祖是公平的，我只能说唱的真心不错……
好听
好听
天籁，隔屏抱抱声仙 ＼(*T▽T*)／ 
好听
词真好
神期袋，袋装惊喜o((*^▽^*))o
中英韵和原歌还挺配，很舒服
so cool！
we like it
moving to cry
大宝
好好听
yes
wonderful
俄妹惊～
like it very much
哇！！！
开口跪
❤❤❤❤❤❤❤❤❤❤❤
肖恩翻译的好哎
❤❤❤❤❤❤❤❤❤❤❤
bravo
来学英语
incredible 
wow！
see you next time 
好想在网易云能搜到这个版本哇！
i like
你太美了姐姐
太好听了
太好听辣
最高
好听！！
歌词牛壁
我曹
翻译的也太好了吧
再来亿遍
好听！！！
英文开始混中文了好评
哇塞！！！
好好听！！！
喜欢的歌
njce
Fabulous
什么中文歌词不行 你听过原唱吗
Wow666
Good
nice
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
这唱功
awesome 
lovely voice
好喜欢小姐姐的口音
love you
这姐们儿，标准英音，伦敦西边的，posh
白嫖失败。
填词太精彩了
首页通知书
Fabulous 
Nice
停顿转折太棒了
nice
perfect
666
腻害
好汀
bravo
好听
my god 
这么多舔口音的…
好听
鸡皮疙瘩奥  好听好听
i love this
oo物业~~~
这姐姐长得好凶，感觉要吃人
强烈制作单曲
好听！
bravo
花西子！
！！！
！！！wow！
声音爱了，英文填词也好棒
good voice
感觉空空如也反义成void比empty更好
喜欢喜欢
哇期待
太好听了吧
说英文真好的是啥意思？你中文真好？
love it
哇哇哇
好好听啊
amazing
amazing 
wonderful. I like it
双语
like it very much！！
超好听！！
闹太套～
痛苦面具
好听啊啊啊
So beautiful song
兄妹俩真的好神似！很好看
空空如也的咬字特别好听
完美日记必须要有姓名啊！
好好听
Bravo
❤️❤️❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
i like your voice
i like your voice
一开口，惊到我了
its awesome!
太棒了
空空如老外唱不来哈哈哈
英文连字好好听
韩束
英音超好听！！
百万调音师？
beautiful
快带妹妹来中国吧
好好听啊啊
more songs! definitely!
完美日记
好听
有种初恋的感觉
厉害
好听
很棒
好耶！
好耶
母语就是英文，你说外语好好，不是搞笑吗，难道你的母语说得磕磕巴巴的？
棒棒棒
起鸡皮疙瘩了
nice to meet you
awesome
I'm cry
开口跪
好听
好活
66666
好听好听
口音爱了爱了
白瞟失败
yeah!!!!!
卧槽牛批
Bravo！
69万播放量了
好听
我为什么会起鸡皮疙瘩
针不戳
好听
啊啊啊啊啊啊 太好听了
这嗓子没谁了
好听耶
nice
哇，英语真好
brave！！！！
三连了，好听
爱你(ɔˆ ³(ˆ⌣ˆc)
作词也赞
好听
Bravo!
牛逼
投币了
少见不摇头
好听哇哦哦
大宝
❤❤❤❤❤❤❤❤❤❤❤
好听
好听
"I am lost in your voice,your are so excellent"
nice
羡慕这些被天使吻过的嗓子
❤️❤️❤️❤️
好听
这四个字翻译成英语怕是很长一句
太棒了！！！！！
老妹英文确实不错
想听！！！！
这填词的英文水平很牛逼嘛
牛
嗓音太美了
上热门
nice
只听懂空空如也就好了
鸡皮疙瘩！
好嗓子
无所谓可以翻成嗯I don‘t care I don’t care
妹妹唱歌超好听
路人粉爱了！！！！
好好听呀～
fantastic
wonderful
BRAVO！
鸡皮疙瘩我的天哪
好汀
牛逼！
中文歌加英语，好。英文歌加中文，更妙哇!
魔鬼简介
好听！
英音好好听
好听
perfect
好好听卧槽
空空如也翻译不出来
nbnb
好听
高级
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
awesome
Please do!
Wonderful 
好听
币给你，给你，我要它何用
什么绝美歌声！
好好听哦
再来一遍
Amazing
厉害厉害
好听
放弃白嫖，三连了
赞赞赞
准备开口跪
！！！！
卧槽
肃然起敬！
You nailed it!!!
好听
发型好看哎
毫无违和感
好好听！
好听
真的好好听
牛逼
歌词赞
三连 sister
excellent
我TM忘记原唱了
美女？
bravo!
OMG，this girl is so great！I love her so much。
好听
哇
我一听就觉得是英式英语
好好听
l like it very much
好听
完美日记
这个翻唱，好听，有自己的一份独特
太美了呜呜呜
好听！！！
姐姐好棒
响指
可以
真棒
真的好听
好听好听
优秀
想听！
再来一遍
给姐姐打call
so amazing!
好听的！！！
好好听
I like it 
无法自拔
爱了爱了
一看就是美声的吨位
伦敦腔
厉害我的哥
谁在打响指
开口跪
英腔
英国口音
就愿意用中文阿 这种方式很新颖搭配的很好 谢谢 
很自信谢谢 加中文更好听
好好听·~
Cool
好听，老天爷赏饭吃
优秀
好听
鸡皮疙瘩
好听
声音超好听啊
好听
声音好好听
666
nice
声音好好听
卧槽！牛逼！
very nice，the lyrics
您就是英国阿黛尔妹吧
好棒鸭
真秀
哇塞，英文歌里加中文
want more
英国人英文能不好吗
好听！！！
第一次听
肖恩也厉害
very  nice 
beautiful. girl. beautiful  voice 
like 
l. like 
amazing
yes
nice girl
卧槽
差点味道
老婆
666
really really like！
卧槽好听
中文歌翻译不同版本语言都好听
Of course！！！
三连了
我天
一秒严肃
哇塞
amazing
such beautiful voice
想
brilliant
瑞思拜
真的不错
amazing voice!!!!
！！！！！！
好听
amazing!
声音好听啊
白嫖失败，胖子都有好嗓子
nicenice
六神，大宝
英伦腔
好好听啊啊
好好听啊
好听
听着很享受啊
超好听的
好听
爱了
英文好棒
？？？？？？？？？？？？？？？？
三连跪
可以哦
i了i了
好卡好卡
哇
鸡皮疙瘩起来了太好听了吧
真好听
唱empty
白嫖失败
好听
好听
好社会啊
我来组成弹幕
来了
兄弟萌把公屏打在卧槽上
好听
好听！
人声留音机
厉害
wow
just a user 
like
太好听了吧
666
好好听，小姐姐爱你哦
love your songs
you are so great！！！ wish you always happy and confidence！
nice
太好听了太好听了
听得很舒服
英文跟中文押韵也是厉害了
真的强
I like it
这是肖恩的妹妹？？？？
666666
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
厉害
ffgfffffffffff
我想来看看空空如也她怎么翻译，没想到是这样！好活！
建议发个纯享版
建议发个纯享版
超棒的！
牛四声逼
yes
爱了爱了
歌词改的还不错 唱得也害行
好听！！
开口脆
棒
ohhhhhhh!
好听
嗓音太有感觉了
今年村里依然没有拆迁
哇哦
我去
中文很好啊
完美融合
好听
啊啊啊好听
more songs please!!!!!!
好听
哇
yes!
开口跪
想听春天的芭蕾！！！！！！
怎么收藏啊？？
好听
好好听啊！
LOVE
首页推送了，加油啊！！！
百万播放合影
好好听
好听！！！！
好好听！！！！唱的好棒嗷！！！没想到这个歌英文版可以这么有味道芜湖！！
6
太好听了
听不懂就好听
很好听、
来了来了
大宝
好听
卧槽！
文化输出转内销
卧槽牛逼
有才华
好听
好听呀
收藏收藏，真的好听啊啊啊
太好听辣！
wowwwwwwwwwww
太好听了啊啊啊
❤️❤️❤️❤️❤️❤️
好听啊
爱了爱了
好听好听
确实好听太厉害了 好想自己也能唱得这么好
哪里好听？
嗷嗷的了
牛掰啊
超级好听
完美日记
bravo 
好听
想听想听想听
空空如也怎么翻译？
wonderful
你一票我一票今晚就出道
FFFF
like you❤️❤️❤️
such a loser
中文毫无违和感
声音好美
666
好好听啊
好听好听～～～
上头
好听！
绝了
完美日记
首页推荐
沦陷了
好好听的口音啊
再来亿遍
开口跪
牛逼
开口脆
beautiful voice！
太标准了！
1.25绝
beautiful
you are so good
动听
鼓掌！！！！
好听
真英文歌里插中文词语呗
这四个中文词有点尬呀
英语说的真好
好听
beautiful!!!
好好听啊啊啊啊啊
Excellent
押韵
like it so much
好听
好听！
好评五星
好棒啊啊啊啊啊啊啊啊啊啊
保留中文很棒楼
你真的很美，加油！歌唱的也很好听
好听
瞬间的气场
……
好听好听
弹幕友好点，人家是克服了很大的心里障碍才来B站唱歌的
啊啊啊啊啊啊
哇哇哇哇哇！！！！！
音色好好啊！
越听越上瘾
三连 必须三连
欢迎多在英文歌里用中文
听不到换气声，厉害
绝兄弟们
You are very good!
那句空空如也惊艳到我
好听！
想听
so amazing
跪了
cuuuuute
1.25
真的好好听……感动人心
耳朵恋爱了
是不是假唱哦？
没想到这歌英文版会别有一番风味
好听好听
中文很有魅力
你币有了
好厲害啊
amazing
angel voice
好听
唱的真好听
爱了
Love it
More song
very good!!
好听
肖恩也太厉害了，押韵！妹妹唱的也好
空空如也 用中文唱出来的耶
好美的声音
六神花露水
使用前征得过原版词曲创作人和版权人的同意吗
一边听歌一边背单词真的舒服
好听的啊！
好好听
so amazing!
我沦陷了
不错
我去这也太好听了
好听好听
很好听啊！
哇丢  这老妹可以啊
好听啊
WOW!!!
现在国际歌开始夹汉语词了？
哟 看到前面的花知晓了！
好听 肖恩作词呀
求音源啊啊啊啊啊
太棒了！！！
好听
莫名给我整泪目了
国产草木之心，玛丽黛佳
good
love love love
超级棒超级棒
your voice is so good
i love it soooo much
more songs please
这。dd
真的好好听
牛逼啊！100多万观看
0.75倍更悲伤更动情
强烈要求音源上架
！！！！！
好听
Good
号厅
开口跪
出专辑了吗？
三天了！还在榜上！
牛逼！！！！！！！！！
get suqre是啥意思
歌唱的很棒
支持一下
英文说的得真好
英文说的得真好
白嫖失败
专业水准
真的很不错
good
很好听啊啊啊啊
不断循环
好听！！！
鸡皮疙瘩都起来了
好听
六神花露水什么时候安排
66666
太好听了吧
！！！！！
437人爱你们
448
澳洲口音？？
Good
唱得真好
我不信你们！老蒋没走！他只是去出差了！
好棒，加油
好听好听好听
妙啊
再来一遍
币有了！！！
我的天
dabao
nice
OHHHHHHHHHHHHHHHHHHHH
太好听了
鸡皮疙瘩起来了
哈哈哈
so 空空如也
好好听
好听 谢谢
超级好
好酷啊啊啊啊啊啊啊啊
好听
more！！！
挺好
"Very, very good to listen!"
突然认真
好听
点赞11万了 好快
投币 通通给我投！
(⊙o⊙)amazing
牛逼牛逼！
666
上平台发布！！！
好听的
空空如Yeah~~~
amazing
安可安可(ღ˘⌣˘ღ)
卧槽
英文歌偶尔带句中文
突然发现英文词是哥哥Shaun写的！太棒了！！！
hhhhh
大宝
打包1’
好听
空空如也翻译不了
又瘦了
nice
好好听卧槽
我去，专业水准
百灵鸟
爱了爱了
棒！
嘴角神秘上扬，那一刻挺美的
宝藏女孩
三连给你给你
good voice
好听
好汀
看简介
好听好听
期待更多的作品
爱了
不错
三连了
真好
好听
厉害了
awesome
是那个肖恩吗？？
妹妹绝了送beautiful
？？
好棒啊啊啊
哇
Fantasy!
the best version seriously
终于有外国人翻唱中文歌了，文化输出了
Good!
爱了
keep singing，please
白嫖失败
好听！
love了
哇，这段也太好听了
Outstanding!
太像原声了
好听
啊啊啊啊啊啊！好听！
伴奏声音有点大了
此音只应天上有，醉了
好好听！
专业
想！
神仙嗓音啊
niubility!
Love your voice!
好好听啊
哇哦！厉害厉害啦……
Beautiful vioce!
非常古德
好厉害
空空如也无缝衔接
常威，你还说你不会武功
6666
so great！！！！
MPOP
天使亲过的嗓子！
作词的是真牛逼
唱的真好听
确实好听
很有创新度，也很好听
好听！
好听
哇哇哇！！
爱了
beautiful voice
加油加油
听得我都想跑去唱k了，妹子唱得真好听
鹅妹子嘤
牛批
来了
原来是全中文插几个英文，现在反了！中国崛起在各个领域啊
声音牛逼
i了i了
太想了
唱得真好啊
来听力哎
太好听了吧
好听！
good
nice
求个歌词！
太棒啦
很好听
nice
we support you
太好听了
太爱了
yes
文化输出！
中文发音也标准
wonderful
nice
好听‘’
好好听啊
GOOD
小阿黛尔
想要音频版的！
六神花露水
爱了爱了
哇
好听
anchor!
以前是中文歌加英文才算洋气，
厉害，好好听
可以的
影帝们公屏打在手机上！！！
very  good！I like your voice！so newbee！
怎么样，中文洋气吧
日月光如来
棒
强
love！！！
好好听
这共鸣
？？？
想设成铃声
Crash
哇！！！
想听想听
66666
啊啊啊啊啊啊，好听
可以来中国参加选秀
太棒了！！！
好听!
白嫖失败
amazing！！！！！
god kisses your voice？I have not ever imagine that sound came from a wowen like you.wonderful! 
再来亿遍
空空如也应该怎么翻译
请允许我用英文表达？niubi
爱了
真美
绝绝绝
这个空空如也太带感了吧
超级棒
NB
卧槽
course
好好听啊
哇爱了爱了
她英语真好
6666666
加油哟
百万声卡
nice
amzing！
棒！
开口跪
卧槽。！！！好喜欢。！！！
yes！please keep singing
火钳刘明
我爱死这个英音了
厉害的哥哥和妹妹
？？？？
好棒啊
卧槽O
！！！！！！！！！
好棒！
好听，三键刷起来
莫名好听
这上传网易得收费
三刷
音乐没有国界
词汇量匮乏的我只能说好棒了！（捂脸）
666
喉咙里装了个收音机
好棒我的天
好标准的英语，，，
好好听
太好听了！
吼吼听哦
狗的爱来客
nice
好好听歌好吗，老是是身材真的很没礼貌
niceeeeeee
英语发音很好听，唱什么都好听
真好听……
有点感动
绝了
？？？？
好活当赏
第三遍了
可以啊
666
continue！I like your voice！啊啊啊啊啊啊啊！
牛逼！！
草里
空空如也英语咋翻译啊，不要empt
So brilliant 
？？？
加油 你很棒！！！
好听
6666
为什么她的样子那么痛苦
好听的
好厉害
好听！
喜欢
开口跪
终于听到英文中加中文的，好听
66666
I love it
I love it！！
英文歌里穿插中文第一次见啊，真赞
你币有了
Bravo！
中文好标准
英式发音好好听
不加中文没法唱啊
bravo
你币有了
原来英文歌中加入中文很美妙
帅帅帅
汪峰牛逼！！！
爱了爱了
哇哇哇哇哇哇哇哇!
热门通知书
？？？？？？？？？？？？？？？
声音是真好
nice
赞一个
完了，每天必看
突然有了一句中文哈哈哈
大神
保留的中文词很好
好听
上热门了啊
太好听了
终究是旋律大于一切
感觉少了一份空灵的感觉
汪峰
！！！！！！！！！！！！
wonderful
歌词很棒呢
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊q啊啊啊啊啊啊啊啊啊啊啊啊啊啊咋啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
淦！好听！
牛逼牛逼
哇
开口跪
好听
太棒啦！！！
英语好厉害
吊得一批
ohhhhhh
爱了爱了
好强
爱了爱了
姐姐好强啊好好听
毛戈平
太美妙
好汀！
好汀
以前是中文歌里面总有整几句英文，现在好了，文化输出了
嗓音真的太好听了
哥哥的词一如既往的好
太强了
太好听了
好好听
卧槽播放100多万了！！！！
air
鸡皮疙瘩！
厉害
好好听
好听的，投币了
好好听！
茉莉姐姐加油
喜欢
好棒！
美妆博主？
声音好好听啊
好好听！
卧槽
不是唱的好，是麦克风好，鉴定完毕
点赞
肖恩！！！
鸡皮疙瘩起来了
"good job, huhuhu"
超想听！
？？？？？
六神！
好听啊
第一次一键三连
气场两米八
诗佩妮
姐姐！！还想听歌！！
牛！！！！
我可以
吼吼吼
love your song
想听
听到好听的歌都怕了，生怕又是套娃。
好听哦
再来亿遍
user亮了
有点牛B
好听好听
8错8错
哇哇哇
妆容好看
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
绝了绝了
优秀
以前的歌都是中文夹带英文，现在终于听到英文夹带中文的了
好听
nice
NB
serendipity
nice！
好听
好听啊！！！加油！！
好听
666
ohhhhhhhhhhhhhhhhhhhhhhhhhhh
oh my goddd!!!
高级
好汀！
好听
卧槽
I love it 
y1s1  比不上中文版
这……你才是原唱吧
肖恩是大佬！
好好听哦
和肖恩一起来中国吧
NICE！
❤️❤️❤️❤️❤️❤️
好听，白嫖失败了
好听好听爱了哇哇哇
l really like your voice
好听！
我还以为就我们喜欢说话唱歌里面夹杂英文
好听
超好听
哈哈哈哈哈大宝
666666
开口跪
太好听了
awesome！
想听！！！！
卧槽
鸡皮疙瘩
厉害
太好听了
加油！
好听啊啊！
爱了爱了
卧槽
好听！！
666
谢谢up主，真的很喜欢
wow
love you！
好喜欢头发颜色
好好听啊啊啊啊
这个话筒好········空
good good voice
每日一遍
加几句中文别有一番风味
好听
爱了
爱了
求制作单曲
