矿神
显卡：那些说挖矿很苦的前辈，真是身在福中不知福
这也叫8K吗？
"_) V DEWWF,YFBN/"
你这个多搞几张，我要干半年
抽了吧
这钱得烧多少
40K
抽奖抽了吧
有个不成熟的想法，吧电脑装在显卡里面
卧槽 这效果太棒了！跟真的一样，水雾的粒子化牛
娃娃们看清楚！内存占了40g，不是硬盘！
天际线：就这？
主板：危
一头显卡（指正
210帧1080p
为啥画面这么黑
2帧能玩
wow
还是2077年再玩好了
原神
不是我的世界
8K并不影响我手机1080P屏幕观看(doge)
三年！你知道我这三年是怎么过的吗！
一个8k对4090确实简单
南方的一块标准砖
我说怎么显卡都抢光了 都被B站评测买完了
厚礼蟹
所以这个东西怎么就值1w多
哈哈哈哈哈
寄
我愿意称之为 显砖
233333
当哑铃用
赛博朋克2077：你再说一遍刚才的话
生个只因？！
你们现在知道4090为什么卖脱销了吧？
越来越离谱
有多狠？能让卡抽烟
这回真猛禽了
一晚一度电 轻松好睡眠
这大家伙……
铁驭视角
《只因限》
F1跑成我心爱的小轩逸的感觉。。。。
华硕：eng？
这代丐版和顶级差不多
猛禽非公和公版无差
可惜不能桥接了
老黄诈骗宣传员
电影级画质
眨眼补帧
卖废铁可以按5斤卖
短卡的你们A4机箱别想了
看样子好卡啊
这显示器偏色好严重啊，4台显示器颜色都不一样（doge）
眼前一黑
确定不是板砖？
长那么大，玩家才觉得值
666
4年后买二手
老黄说的660w啊，啥400w
r星优化的神
危
三丧:你礼貌吗
《 张 》
tuf都比rog好看
3帧电竞了好吗
少爷！
因为dp2.0被HDMI2.1完爆，dp2.0输出不了8k
可以了
主板直接断裂
懂了 买丐版
你呀，总能给我整些新花样
板块
来测原神
60帧确实能玩ww
因为被皮衣黄骗了
厂家全被骗了
DOOM!!
正常人谁用8k玩游戏啊
???????????????????????????
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
老板大气
必须90ti 48g
4090：你清高，你了不起
还跑的摩纳哥
卡都让UP主们买走了
doom
1帧能玩
大砖头
懂了 买30系
显砖
67倍提升
这位更是重量级
.
yes
公版：空焊位我留给4090Ti
懂了，买丐版
比机箱还大
全景接片
电老虎
这挖矿不很给力？
大掩饰 小板子问题
我擦一块4300
糟老头子坏的很
主板：进不来！怎么想都进不来！要坏掉了！！
改个itx
主板害怕中
为什么不上3090开dlss的帧数？因为差距不大吗？
残暴
演技浮夸，你不会演戏啊
果然
2077估计。。。。。。
1帧能玩
4090ti48g
《8k8k小游戏》
说到专业性能，怎么能不测挖矿呢
哈哈
nt游戏什么狗皮优化
实现显卡健身
这张显卡重量已经来到了2.5kg，需要有硕大的肌肉。。。。。。。。
hhhhhhhhh看来是真的
败家之眼
显卡:这是开了几个以太坊
4090：你别过来啊！
2077需要2077的显卡
寄
比我笔记本电脑重一半！
糊的一笔
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
每日黑三星（1/1）
上了NV当
性能溢出
你怎么这么多
周围那圈白雾真的糊
太糊了
注意，主板压弯了
抽一个
在？
一个8k何必呢
壕无人性
卡成PPT，睡觉补帧哈哈哈
5*8=64 64k (确信)
7950 xt
变矿了
哈哈
哈哈
好家伙
给我吧
笔记本重量了
还不如挖矿了
好家伙
主板插在显卡上
经典再现
显然不如4K
1帧能玩
这8k了个寂寞，还不如4k
这TM才叫补针！
《 显 块 》（指正）
说白了就是黄狗又作妖，怪不得evga跑路了
说矿卡的出来，挖什么矿/
时间冲淡一切，最初的渣优化变成现在人说的神优化
ROG全家桶
《你嫖华硕我嫖你》
《能  完》
电子砖头可以拍核桃了
1帧能玩，2帧电竞
又不是不能用
人生能有几个三年
煤气灶
杰哥和阿伟（幻视）
不是两年吗？
sli没了
逆天
？
带不动
弹指一挥间
健身卡4090
我的世界
14小时！我出息了
国家电网年度优秀合作伙伴（doge）
只因？
三星出来背锅
利好铭瑄
原神整乐了
黑眼圈好重
（卡）
显砖
托尼大叔:嗯？
卧槽王思聪也没你们牛笔
显砖(dog)
不是大就好哦
一帧能玩
666
amd，yes
等待A卡背刺黄扒皮
真没必要 太浪费了之前看的评测这玩意功耗比3090ti低很多
英伟达：你猜为什么这么厚（笑）
2077
只有三星工艺够差 才能体现非公的价值，
有钱人
显砖
实体店4090多的是，网上没有为什么啊
电费倒流
性能提升0.1%的rog啊
投个币哈哈
一块显卡(指正)
这个档位其实相对而言明显已经糊起来了，当然8k的话还是不大看得出的
三星:吩咐下去，不要给极客湾评测三星手机显示器内存固态等各类产品！
能玩
16k
价格就是这么来的
《 卡 》
经典老番
噔噔咚
《能玩》
有点意思
一帧能玩 两帧流畅 三帧电竞
小小的，也很可爱。
华硕战斧
201.
扫雷
主板压力山大
+
67倍提升
r星优化可以的
堆料还得看败家之眼
保安，保安在哪里？
还蛮结实的哦
doom
按600w做的，这次丐版都巨大无比了
真PPT
？？
大马拉小车
开始锻炼
过去三年了嘛，好快啊
阿哦寄
来了来了
跑测试65°真的是要感冒了
比我还重
右下角彬彬视角（
按600W做的能不大嘛
好家伙已经过去三年了？
国家电网战略合作伙伴
电表超频器
3帧电竞
还在用1050ti的来了
将控制权转交给铁驭
比我笔记本还重
卧槽
你肯定不缺钱，这个币还是留给更需要的人
骁龙888:请打开麦克风交流
连
a卡的吃内存技术？后面好像自己也不用了，遗憾。挖矿神奇
"""47帧""?"
榨干它
1帧能玩
3帧能玩（doge）
砖
玩塞尔达吧（doge）
矿…克湾
...............3+
超级性能8k这样分辨率是1080p
3060都能点4个4k
主板插在显卡上 
大家放心，1060不会影响你融入夜之城
跟索六万差不多
《卡》
能玩
可惜原神不支持dlss，8k游玩，压力可能有些大
其实照样做，你专门出个和主机一样大的gpu 设备得了，反正是主机不常移动
1.5W
方便超频
已经4090了？
显卡之大，一atx机箱塞不下
三年之期已到！
显砖
4090你也有今天啊！
牛逼
4090TI来个36G的吧
60度。我去一会卡感冒了
“昨天”
显砖吧
危
牛逼
魏翔lOSHU
电磁炉
可以做成itx
砖
显 砖
万一中了呢！
太残暴了
"明明是做广告, 说的那么假干嘛"
三年了？！卧糟
不愧是你
4090ti
AMDyyds
yes
"1帧能玩,哈哈哈"
都被英伟达忽悠的功耗
懂了，公版调度也拉满
正确的哈哈哈哈
哈哈哈哈哈哈哈哈哈
所以，看来这次用的是九星工艺。
看阿肯的视频，散热溢出了，nv背刺厂商
买散热送芯片
5斤，10块
漂来很过分啊
简单的
说40K的真是笑死了
电表倒着转
打点计时器
1帧能玩
-
开眼了
关机取出卡槽
amd yes
2077优化太差
这不再超个频
三线也够用了
这算假8K了吧
1帧能玩
木桶效应
因为优化业界顶级
谁让三星习惯性拉胯有什么办法呢
《连》
都市天际线：内存才40G？
print（“jaingdaoli”）
开 HDR 了
别管差多少我也觉得rgb灯和那个眼睛值3000
哈哈哈哈哈哈哈哈哈哈哈
好听吗？好听就是好显卡！！！
不如开4k
a卡成为最大赢家
已经不是显卡了，是显块
懂了 买公版
tuf也是华硕啊，华硕横竖不会吃醋
tuf也贵啊，这代太贵了，反倒是公版价格看起来比较正常，不过反正我都买不起（
连》
这玩意比砖大多了，之前看到有个人拿红砖放一起，红砖就是个小不点（
赛博朋克2077
周冠宇
赶上游戏本了
tuf好看
UP的画质相对2021年的视频，锐度。清晰度，我感觉都有提升。
老黄，性能提升60倍
多损啊
电竞级享受
懂了，买德芙
超频
主角登场
核弹级战术卡
三星:你礼貌吗
2077年再玩 帧数可达207
比我游戏本都重，有你的
虚位以待是等待贤才，换成整装待发、严阵以待比较好（复制，感觉很有道理，doge）
预计6090或8090可战吧
身材这么好不挖矿可惜了
2.5（
"低情商, 补齐了4090供电. 看起4090ti"
三年前还是挺帅的，现在都秃了
“张”
故 技 重 施
厂商都被老黄背刺了
这不出个itx短卡（doge）
感觉不如原生4k
保留节目
但之前也说过的，低帧数补帧延迟很高
结果最后采用了三星堆工艺
哈哈哈哈哈哈哈哈哈哈
还是你会玩
两个不错
上代也是，上上代也是
浪费
这样就不是8k了啊
时间真快啊
阿肯早就说过了，就是因为大背刺品牌商
原来已经过去三年了好快啊
《能玩的水平》
电表逆转
交火可以吗
下次去影城imax屏上试试
up主激动的音调都比平常高8度！
↓阿伟和彬彬↓
32k
一台9000P
显卡这么大耗能这么高以后是围绕显卡来设计其他配置了
那怎么能行呢
飘哥？阿飘？空中飞人？
还以为点亮了8k电阻
只因限
4K 144 还能混10年
doom！
新型供暖设备
测试完秒变矿卡
甲方缓缓打出一个？
提升67倍 老黄谦虚了
画面好真实
卧槽
赛博板砖
WC
4090:你清高你了不起，你评测这样对我
《多搞几张》
主要是老黄把厂家玩的好
寄
优化
出厂灰烬
一台笔记本的重量
amdyyds
还是一张，散热越做越大
因为所有厂商都被老黄耍了
拿着1080p屏幕开4k画质看up玩8k游戏
4090 你还是把我送矿场吧
《甜蜜》
壕无人性
40K！
当废铁卖，能多少钱？
等5090
是因为被老黄背刺了，按照600W的规格设计的散热
包茎
猜对了hhhh
4090：早知道去挖矿了
那么代价是什么呢？
哈哈哈哈
卧槽
你是把地平线那次忘了吗
一喂顺风车
可以当哑铃了
那还不如直接开4k
A卡怎么了瞧不起AMD用户？
摩纳哥
云飞换眼镜了？
如果不是被NV骗有600W也不至于这么大
显存容量成了最大瓶颈
公版不给cpu吃尾气更好吧
万一中了呢
败家之眼
不是张，是块
不愧是你
2077：9090再来吧
《连》
老黄背刺所以厂商，自己公版体积小
心疼主板
背刺之卡
黄狗被刺AIC厂商 所以EVGA润了
就是这样的，英伟达背刺了所有的aic厂家
《恶 魔 降 临》
24G显存都能被爆
9000+就离谱
两个字流弊
假人古筝。
这是nv骗了aic
极客湾顾名思义就是极客
折磨王！！！
真的牛
最近很高产啊
哈哈哈哈哈哈
模拟飞行搞里头
要感冒了
被老黄坑了的
一帧能玩，两帧流畅，三帧电竞
开性能档dlss跟直接改回4k有啥区别
AMD yes！
那/～～～\怎么办呢
就是这个原因，被老黄坑了。
被nv坑了
那不挺好的
玩玩cs1.6
我的电脑才1.4公斤
因为被老黄背刺喽
电脑主机里面塞进一部电脑主机
颜色这么深oled电视?
就是唬人的外观...
键盘大小
本来就是无效的 原因是外观唬人里面跟笔记本一样缩水物料
壕无人性
海豚跳22
显砖
2 1 k
电竞判客4090 9999
又来整活
双槽？
散热规模被老黄误导
摩纳哥啊
来，跟我读：meng~！
老黄：你不会怪我吧（威胁）
欢迎来到科技与狠活环节
老黄：这个解释好
影响我用1080p显示器看吗
但是超级性能非常非常糊
但是感觉有点卡顿啊
用华为的设计带宽就够了
懂了等5090
不看外观公版都没区别
12K
嫖
分辨率和内存无关！
doom永恒
《   简   单   》
离谱
时光荏苒啊 疫情把这时间淡化很多细节了
有可能
公版是给90ti留的吧
重量级！！
录的外屏吧，录内屏8K压力太大了
看，高位买4090的大冤种
科技狠活
会员制餐厅の坐姿
好家伙，真的有那么丝滑吗
一鸡 一鸡来
全被老黄坑了
之前就是3联屏那个视频关注的
显卡危机
虚位以待是等待贤才，换成整装待发、严阵以待比较好
牛批，我想知道8K显示器要多少钱
意思就是买丐版性价比最高
毁灭战士永恒
制程提升巨大，这散热规格已经超规格了
确实是的
这dlss这么离谱的吗，1帧到60帧的突破
哈哈哈哈
哈哈啊
被老黄坑了
但是得让你的机箱，满满登登
7680：坏了我成高度了
当时就让你三个竖屏来着233
《2.1》
确实基本没得超
超频，给我狠狠的超
哈哈哈
糊
《好康的》
马上就要电竞起来了，都起立吧！
好活
显箱
优化差
PPT !
主要是8k
不愧是你
丧心病狂
能玩
昨天
不在今年
直接上 8K144 起飞
高情商
所以非公版降价？还是买公版就行
又大又短
我的080ti待机都有50
请将主板插在显卡上
说藏话了
这是按照三星漏电工艺设计的散热规格吧
3帧电竞
2帧流程
1帧不卡
用用80G显存的A100不比这三张香？
才60度
21K好家伙
nb
能玩
三星：LMNM
上分体直接压到40多度
好丐的卡
《轻松》
tuf 打钱
这游戏优化太差了
别人说糊是因为雨盖屏幕上dlss补帧有问题
补充：5090出来之前
《轻松》
两风扇足矣
《简单的》
被老黄骗了热功率吧，所有非公都按600做的
一台游戏本的重量了
楼斌行为
doom
foreplay
哈哈哈哈哈
被老黄坑喽，表面上是600W，其实450W
保留节目
你这样说好像3090ti是亮机卡一样
只是老黄再次背刺而已
《昨天》
华硕：下次没有卡了
华硕：我谢谢你哦
有点冻手
别人都是做小。它做大
这一期算炼丹还是挖矿
这么搞，这不废话吗
开dlss还8k个嘚啊 掩耳盗铃
超频！超频！
这坐姿怎么很熟悉啊
4090：你找茬是吧
不开DLSS但是你可以开DRS啊（doge）
周冠宇
果然来了
两手准备
那就超到600w(
传统艺能
1帧能玩，2帧还好，3帧畅玩
比砖还重
不如公版
说的散热器单卖你能装上去一样
根本没做优化
牛逼了
还真是
一张显卡比笔记本还重
太糊了
1-67
卧槽
不愧是你
科技与狠活
 一帧流畅，2帧能玩，三帧电竞
以后显卡按斤卖 1500/斤
蚌埠住了
买散热器送显卡
比游戏本还重
被老黄骗了
能玩
人类科技退步了吗。5纳米。7纳米遭这么大个玩意，还名扬四海，
《昨天》
冠宇 灌雨
健身卡
感觉现在的显卡拿出去干架比板砖强，咂脑瓜子一下一开瓢
指点江山
天际线玩家表示，占用个60g太正常了
8k模糊？我看是你手机糊
维斯塔潘总冠军
肯定ti才起飞
三帧电竞
2年 指正
“就算5970有这么长也没用”
6
《简单》
《传统艺能》
这还是8K吗...
《昨天》
3.0提升67倍是吧  发布会 保守了
这大清早的居然5000观看量
电脑开始复古化了
三年了吗？
4090显砖
一直这样玩下去以后应该算矿卡吧？
typec啥时候恢复
可以不叫一张了，叫一块
重新定义“轻松”
21k是吧
先测个仨
《嫖》什么ltt
其实1万多就这么小块
豪，很有精神
能玩
一转眼已经两年了
截图级帧率
一台r9000k
能玩
wc
还真是
传统节目
玩扫雷试试
老黄看到高通那个B样，果断逃离三星工艺这个牢笼
原神？
3090ti:你4090不开dlss跟我交火比
主板不会弯吗？
草
amd no
会不会是给90ti准备的规格
不开质量档，画质远不如低分辨率质量档，图啥？
这配色不是很好看
2077优化也不行
供电满了
1帧能玩
普通笔记本重量了
非公了个寂寞
600w
那怎么办呢
人家是内存不是存储。。。
离谱
旧活新整
好家伙
豪俊配置（赞赏
完全可以改两风扇放进小鸡箱（doge）
我法乙烷
铁 卡 三 项
逆天
《昨天》
醇平视角
冠宇
国家电网战略合作伙伴
孤岛危机4：等我出来你就不是这么说了
保留节目
有剑啊
实际上就是这样，而且nv不跟aic厂商说，导致各家散热模块超模设计。自己利用低价和小体积抢占市场。详情看阿肯老师的评测
4090:我怎么就落在你手里了
这玩意儿得2077年的显卡才能玩
文艺复兴，好耶
畜牲啊
itx很需要个厚双风
等丐图师
哈哈哈哈
雀食这样
为兼容后面的满血版
N卡DP和HDMI同时用时 游戏录屏有BUG
6点了·
1帧能玩！！！
摩纳哥
4090就在刚刚
啊这。。。
当你看到这条弹幕说明你已经不是第一了
有生之年系列
总终于出了
1!
来了
111
天际线玩家表示40G也就普普通通水平
第一第一
离谱
见到我，你就不是第一了
毁灭战士
你好
6
没有弹幕好爽
丧(gan)心(de)病(piao)狂(liang)
壕无人性
《昨天》
高情商，哈哈哈
ROG你的灯呢
提前卧槽
高情商说法
好像还真是
大小直逼xss了吧
1
显砖
只能说是老黄的背刺
以后都叫显砖了
？好活
8个螺丝。。。。
背刺 合作伙伴 英伟达真吃蕉啦
还真是昨天
啥以及一张
来了
nv：背刺是一种习惯
握草
《轻松一点》
可爱捏
爆出口(
不出所料23333
哈哈哈哈哈哈哈哈哈哈哈哈
都市天际线：我能占80个G
”昨天“
来了
4090:你这是想要我的命啊
《嫖》
木有字幕呢
1帧能玩，不亏（doge）
Mac Pro里面的显卡没这么大？
《昨天》
差别太大
超级雕比猛禽还要大
密恐了，，，
《简单的》
1针能玩
热乎热乎
这灯不太行呀
昨天
好家伙，比我游戏本都重
憋大招？！
?
一台游戏本的重量
终于来
摩纳哥大奖赛
1帧能玩，两帧电竞
被老黄坑了
被老黄给忽悠瘸了
笑疯了
卧槽
那还是8k么？
嫖
3帧电竞
“轻松”
云飞太聪明了，看破不说破
能玩了
昨天
你这时候发是不是想我们用试用4k看doge
壕无人性
懂了等5090
woc
真没想到
这才是极客啊
这位更是重量级
一台Y9000K的重量
by
卡点比我上课还准
一 帧 能 玩
太tm大了
升个只因（幻听）
我已经等不及了，快点端上来吧。
所以有啥呢？下一代80G，这只是个数字啊
草
热知识：英伟达把厂商坑了，厂商按600W的散热做的，实际450W
天际线: 你刚才说啥
能玩！
今天咋没字幕捏
8K60，等5090
散热过剩
握草
三张卡六台电视会不会更好
壕无人性
不愧是2077
原来这已经是两年前了
1帧能玩
像极了标答和学霸的卷子
一帧能玩
看不起我公版是吧
买不到系列
猛禽至少比公版贵3000，性能和公版差距不到1%，你选哪个？
懂了，说明30系的玩家可以等60系了，基本能用到60系，然后光追不开dlss稳定60帧的2077
好活
这板子短的 你说适合给整itx我都信（开玩笑的 4090我想不出来能不能搞短卡）
热乎热乎
《太TM》
1.1w＋人正在观看
哈哈哈哈
确实是的
老黄背刺aic，自己做了张小卡
doom enteral
硬件斯安威斯坦
一帧能玩 三帧电竞
华5斤
2077还是那个2077
票
升只因
这游戏嘛估计要2077年的显卡才能跑好
看到我你就不是第一个了
真会玩啊
空调外机是吧
21k
能做个单槽水冷方案吗
被老黄坑死了，
1帧不卡2帧流畅3帧电竞
《昨天》
我测
1.3万人
哇哦
十个苹果重
电源的哀嚎
一帧能玩，两帧流畅，三帧电竞（
啊 已经三年了吗
把板子压断
16k
这供电就离谱。。
传统艺能了属于是
好流畅握草
doom永恒！
板子：救 
能玩
我的同款诶
怎么这么黑？
懂了，可以用单风扇压
上海白嫖王
逆子 住手啊
哪边比较贵（
众生平等
这一带丐版卡都轻松压，要是按450来设计，怕不是旗舰卡才有这规格
连3090ti…3090ti是什么低端的显卡吗
厚礼写
2077依旧稳定发挥
1帧这就直接60了?
一个y9000p
这帧数跑摩纳哥属实难度拉满了
这玩意儿一看就很耗电
昨天？？
能玩了，很不错
1帧能玩
这代猛禽还没有tuf好看
《我很大 你忍一下》
知道了，买a卡
旧货新整
好快啊
做成空调好了
1帧能玩
大全是应为英伟达坑了所有 AIC厂家   按600w做的散热  其实只有450w
居然两年了！
旧活新整
起码比4k好多了
这代的非公  pcb都这么短的的吗？
牛批
猜到了
和PS5一样厚。。。
666
电表倒转
那~~~怎么办呢↑
老黄看了极客湾手机CPU能耗比那期之后突然决定换掉三星工艺
DP接口不可以吗
青 浦 白 嫖 王
还得是你啊
这和我玩的是一个游戏吗
懂了，可以改ITX
新卡接口还是7000系优势，老黄就喜欢抠抠搜搜的，DP2.0都没有
显卡：让我去挖矿吧
壕无人性
集体被老黄被刺
搁着做图跑渲染呢
真电竞
靠，，，背刺
重新定义昨天
被英伟达坑的
众生平等2077
估计得是2077年得显卡才能运行流程这游戏
能玩
原来战锤40K是这个意思吗（）
个位数吧
来自nvidia的背刺 其实用不到这么多的散热
画面糊了
升个只因（指正）
不知道
被老黄背刺
在屏幕前手舞足蹈的二人（喜
不是战斧么？
昨天
绿色拖拉机
瓦
rog下血本了
你猜对啦，现在爆出来业内就是这么说的
上
10帧
粗口
这人谁呀
只因
确实是昨天
哈哈哈
中间的芯片就是电热丝了，放个锅，煮点泡面什么的
被老黄坑了
昨天
确实是电影级帧数
能玩
隔了快48小时
是不是直接可以水冷散热呢？
比我笔记本还重
关于这个猜测可以移步阿肯的新视频里去得到证实，云飞猜对了
又搞事
用A100试试
两年了啊，真快
“简单”
没我笔记本中
整活区up
超到600W
NV背刺厂商
为什么不是看门狗军团
猫头鹰，勿care
摩纳哥雨站。。属实是难度拉满
这看着像七彩虹
窝法乙烷
666
交火
划重点:瓢
看来还是得靠A卡
没人注意云飞的黑眼圈吗？
但是画面确实可以
1帧能玩
哈哈哈哈哈哈
车迷狂喜
2077：就你？
HUD上数字的伪影很明显
整活还得看极客湾
电竞帧数
前方周冠宇！
2.1w+
鸡
无了
华硕：我谢谢你
简单
哈哈哈哈
还挖矿呢？动动你的小脑瓜想一想现在还能挖矿吗？
全被老黄坑了 老黄要自己卖卡咯
下次显卡直接做成一个外接机箱吧，机箱快塞不下这种大家伙了
氢松
被老黄坑了
说画面糊的，怕是连在4k下开dlss2都没做过
2.2万人.....
因为老黄要开始吃骨头咯
高情商
sli没有了
《昨天》
眨眼补帧
生个只因？
这tuf外观比猛禽好看，猛禽配色像凄惨红
我也猜到了
离打谱
叔叔你真的没钱买带宽了吗，卡的一笔
脸盘子圆了
马丁
整活还得看你
40K(ง •_•)ง
kao这pcb尺寸
哈哈哈哈
虽迟但到
雨战街道坐大牢
公版：劳资好看啊
显砖
小妮子之前干了这事了
《10年》
昨天
2.2W+
离谱
最低1帧吧
5斤的显卡，论斤卖了属于是
2.2万人说话啊
做长一点啊，做这么方干啥
感冒了都
《甲级战犯》
这显卡可以用来砌墙吗
科技与狠活！16k！
哈哈哈哈哈哈哈
电表倒转
哈哈哈哈哈
被老黄坑了吧
2.2w+
都超级性能了8k都糊
这优化
想到了
先来一波前戏是吧
和xss一样大了
窝法乙烷
健身卡
可以打游戏的电暖器
嫖
梦幻同屏
上A100H100！
电视哪来的DP口？
都是出厂既灰烬是吧
为4090TI铺垫
村里刚通网？以太坊9月15号以后就停止显卡挖矿了
说错了，是两年不是三年
冻感冒了
AMD Yes
0.o
不愧是你
做成这样其实用三星5nm便宜点也没什么吧
2077：我不服
?
这还只是strix 要是matrix不得起飞
已经两年了吗感觉好快啊
4090:
懂了，买5090
实际确实如此
3000块一斤
1帧流畅
我缺的是那个跑马灯的钱吗
这板砖不错，和个笔记本差不多
这不是录屏的？
ppt是吧
直播说整活儿，没想到是这样，哈哈哈哈哈哈
富哥v50
七彩虹水神好像是两槽的
歪头
正在努力玩游戏的两人（
电子砖头↓
我去，两年了？
5
可惜！！！
A100双精度才是强项 跟游戏卡设计不同
七彩虹的水神很小的
直接买耕升4090是最香的
还有续集！
用玩笑话说出真相2333
显存势老黄订的，升级不了
撸铁卡
窝法乙烷
能玩
你这败家之眼怎么没开抗锯齿啊
发热根本就不高，双风扇足够了
败家之眼
低情商 锁电压
“就算5970有这么长也没用”
“就算5970有这么长也没用”
比我笔记本重多了
这和我玩的看起来不像一个游戏
“就算5970有这么长也没用”
还是活到十年内约定的时间了，不容易啊
18k分辨率
我以为四个云飞....
4090：nm还是人？
比诺托模拟器(确信)
能玩
《创亿》
热知识：8k分辨率是4k的四倍
1帧能玩2帧流畅3帧电竞
不不不，这是赛博砖头
来啦来啦
握草
拆完的卡 厂家回收当新的卖出去了吗 还是送你了
优化差
电影帧数
讲道理，这么大的砖比这轻
“桌面级”显卡
ltt行为
3帧电竞！
挡板还是304不锈钢
开dlss你还是8k那？
ITx单风扇4090
一帧电竞？
然后分辨率早不是8k了骗自己？
@
经典节目
坑定啊
要冻感冒了
电竞帧数
瞬间丝滑了
懂了，买公版
“简单的”
《明天》
有没有可能我买不起4090
这张4090有PS5这么大了吧
这pcb好像比我的1060还小
卡还没吃满
!
德川和我修院二人（幻视）
出厂灰烬
好家伙 果然是个大活
城市天际线笑了
一帧能玩
乐扣又拿第四啦
高情商啊云飞
赛博黑砖
主卡插在显板上
这画面
升个只因
全给焊满！
电影级帧率
都一样，和公版没什么差别
爆显存了
显存
苏打：要不看看我那张？
我重来没有见过一块砖头真么像显卡doge
这张猛禽灯条亚克力塑料尽然有瑕疵哈哈，小气泡看见了
快一点了，1.3万+兄弟们都不用上班吗doge）
显砖√
会不会是内存频率不够了
显卡都要感冒了
这代的工作显卡得有多强，大家想想，40G显存起步啊
蚌埠住了
《黄 狗 升 天》.jpg
这么多4090的视频，英伟达不太自信了呀
能玩
其他显卡厂商被英伟达坑了
三帧，标准的电竞
就三年了？感觉就在去年一样
好家伙，又要留遗憾了
poscap
过了十年了？
猛♂禽
掀起你的头盖骨
当场拿下
看到超频就老想到索杰恩￼
能玩
传统艺能
不能录屏吗，这个是设想画面吧
这么快十年就到了啊
因为游戏画面不流畅，而面露难色的两人
这个供电，不超频白瞎了
《结实》
超电竞级
3000块钱一斤
带宽？上hbm
因为是用相机拍的不是屏幕录制
卧槽5斤卡，比我tm游戏本还重！
你小子说话非要这样一惊一乍的吗？~
6666
啊殴鸡
画质劣化太明显了
凌晨1点多，9000+都不睡觉吗
被黄仁勋骗的
来了来了来了来了
未来VR游戏必备的分辨率
哈哈哈
《战锤》
amd yes
谁再给我提老黄这个奸商，我一显卡拍死你们
特别结实：指摔一下还能正常用
噔噔咚
直接等9090 
不到2077年是没有显卡能把它吃掉的
这代90不用担心散热了
不睡觉吗
我玩MC内存吃到过54G
“无效堆料”看看公版尺寸多小。
快凌晨2点了，还有8000人
你说对了
生怕你说去买魔龙。（狗头
真的有钱我去
不 忘 初 心
哈哈哈
好活
16k，我去
徒增成本 买了个寂寞
升个只因
感受宁静
3090弟中弟了
我20个G
毕竟贵了好几千 几千买几个电感
和我笔记本一样重
说8k都糊的你用的8k显示设备？
炸弹之父.黄伟达
这玩意能拍死人
4090:我还不如去挖矿
1帧能玩，2帧流畅，3帧电竞
笑cry
