打垮呀
屁股抽筋
房间太小没地方伸腿啊这个
林俊杰的女人绝不认输
动作太多了
男生怎么就不能进来了？你性别歧视？
我做这个做的大腿抽筋了
新手友好？
我还是胖着吧
这个动作是真的挺吃力
我的腿伸不直啊
april发音难听
睡觉睡到一半脚抽筋了，，淦
我抽筋了
为了吴世勋，拼了！
郭麒麟女友第一天
然后我就抽筋了(*/ω＼*)
好疼。。。。
真有味道
我听到大腿发出的咯吱咯吱声
去收藏夹吃灰吧
哭了累死
e
腿一直响怎么办
死亡芭蕾
奇怪的想法增加了
马步也可以。
减脂都是全身的不存在局部瘦身
这么多颜色？
当场去世
抽筋警告
抽筋了
初学者教程
我72?磨得疼死了，走路都是张大腿走的，很奇怪
看得我腿酸
脚尖打开到极限的话我能脚尖朝后
酸死了
这个动作我腿抽筋了
说实话我看着都觉得累
老师，我每个动作做60秒，可以吃炸鸡桶吗？(哈哈哈，每钱买)
 就是没干净
真的尝龟
up脚怎么看着有点奇怪
这个来姨妈也可以做吧
？？？？？？？
相扑蹲啊
感觉好轻松啊……
这个很累的
越做越大
都成肌肉腿了
第二天，htr给我等着
做过美丽芭蕾做这个动作很轻松
壶妹一起走啊
just do it
算了
顶端黄色弹幕干嘛呢
壶妹day1
绅士们是进来看腿的
收藏了，吓吓我的脂肪
松·叶·崩
为了老少年们拼啦
相扑蹲
我抽筋了
我裂开了
收藏比点赞多，，
这个我不会发力，坐着毫无困难。。。。
我也不直
哈哈哈哈
很好，去我的收藏夹吃灰吧
伸不直也张不开呜呜呜
疼疼疼
这个会抽筋吧
可以夹枕头吗
还有我！qwq
见封进
内侧吧姐姐
前面那个练舞蹈的站住！我舞蹈可能学了假的，每节课累死在这个东西上
男生要瘦腿去骑自行车就可以了~
为了有信心，过了一周测的时候使劲掐自己大腿
不不朴智旻是我的
第二天
倍速带我走进新世界
我看着都好累
这个抽筋
我收藏了打算吓吓我腿上的肉肉
好痛啊
等等……为什么没声音，噢是我没开
手边没有毛巾 拿了袜子
。这个很容易做到大腿长肌肉
我胖到做这个动作会被卡住
完了我瘦腹不会呼吸…
70多cm的我还有救？
我裂开了
哈哈哈哈哈哈蛋疼认真的吗
您这不就是美丽芭蕾的动作吗
卧槽这个剧痛
瘦瘦瘦
看得人比弹幕还多？
我的腿
我做了，好痛
这个太累了
。。。。
我死了 好累
我觉得是外侧吧，因为up的膝盖是朝上的
好难
我完了
只有我看见这次量的时候，卷尺是勒紧的吗？
第一天
顺手量了一下，42，好，不用练
第一天
第三天
赖氏第二天
做过天鹅系列表示这个还可以
坐地上了
放弃，收藏
看进度条。。。。
死亡芭蕾
好疼的感觉
我的天，被撕开了
累死了
才两三天哈哈哈哈这收藏量！！厉害了
我躺着
为什么人有两条腿
一袋米要抗二楼 就对了
施展女朋友第一天
去我的收藏夹里吃灰吧
这个真的不疼 我学形体的
这个动作练内侧的
我抽筋了
我觉得我会抽筋
抽筋+2
我想开二倍速了
练芭蕾的感觉还好
脚尖一定要绷直呀！！
奇怪的知识增加了
因为这样可以更好的抽筋
我妈妈进来问我再干啥，我该怎么回答
一说美丽芭蕾我就想起那个女人的higher
弹幕 笑死我了
小腿肚可以瘦吗
我伸不直怎么办
猪猪第一天
绷直脚尖是个什么东西
我一般都是站着做的hhh
颤抖
去我收藏夹吃灰吧
这个可以直接去世
抽筋
我受不开了
蔡徐坤老公第一天
看了眼进度条，我靠。。。
楼人来了
这个真难得要命了
抽筋了
好疼好疼好疼
我想起了那个芭蕾机器人
卧槽，太累了
受不了了
阿颖第一天
夹蛋
qvq
我的腿真的开始抖了。
屁股酸痛
收藏量真实！！
救命，差点抽筋
死亡芭蕾是最恐怖的
夹到蛋了…
容易抽筋
巴西龟第二天
我看向了英语书
怎么可能起的来？
第二天
？？？？
脚趾抽筋了救命
我每做一下骨头就咔咔响
刨腹产52天可以做这套动作吗
男生弱弱的发个言 。。。
前面说夹蛋的笑死我哈哈哈哈哈哈
啊~我里jio
累到我换动作都跟不上了
第三天
我膝盖也噼里啪啦哈哈哈哈哈哈
救救我我不行了
第三天
男的怎么不能进来
你的腿怎么能打的那么开，，我哭了
这个真的超累
男，刚练后量了，发现我大腿围才50cm，惊了
为什么男生敢练这个动作23333333
夹蛋啊 好痛
第三天
第一天！
我天，真的有效果!一星期大腿瘦了4厘米!
韧带…
练完要拉伸
这不是美丽芭蕾那个练内测的????
我为什起不来
这个很累
我看向了政治书
真的有用吗
这个动作有点夹蛋啊
我做这个动作不会收腹...
我膝盖炸了
有瘦小腿的吗
危
我选择数学书。
yo
第四天
我感觉腰酸
第三天
前面的 鬼故事太可怕了
画圈更燃脂哦
男生可以做吗
萨兰老婆的第二天
第四天
宋亚轩女友第五天
第三天
第一天
抽筋了咋整？
HCY女友第二天！
我抽筋了你敢信？
金硕珍的女人第二天
第三天
第一天
jx第三天
刘耀文麻麻来了
第一天
周九良女友第三天
举报低俗弹幕，看着ex
男，男生可以吗？
这个好酸啊啊啊，猛男落泪
第三天
可以有把弯着的腿架在凳子上的版本，姐妹们414
第三天
第三天
算了叭，进我的收藏夹叭哈哈哈
揪一块被角夹着
小腿容易成肌肉腿
夹蛋那个笑死我了
德云社女孩第二天
完全起不来
太难了
怎么办，我的腿比你细
可以
这个姿势我拗不过来
炸妻第三天
小张张女朋友第n天
啊啊啊啊啊
你们真的以为肌肉腿那么好练嘛:）
这练腹肌的吧
第三天，好累
第三天
驴踢
第三天痛到根本伸不直 我好废
这个难
第五天，能起来了
飒飒夫人第三天
好累的亚子…
我怎么嗅到了死亡芭蕾
又不是只有美丽芭蕾有，很多瘦腿教程都有这个
前面华晨宇老公的是怎么回事？！！
你是饿了七天吧
夹蛋太草了
戴牧言第二天
小凡高的证婚人第三天
第三天
第二天
啊啊为了卡米尔！！！
先收藏，吓吓我的肉
第三天感觉越做越顺利，加油鸭
这个动作！我抽筋了！姐妹们注意
花花的樱桃第一天
第100天
第二天——
脚趾拇都在发抖
啊啊啊啊啊啊啊啊啊啊啊啊啊啊为了安迷修我拼了！！！！
哈哈哈
第一天
wysl
三月12的，我现在三月11
第一天
巨酸
我就不明白你们是怎么边做边发弹幕的233
有没有亲测有效的同志们
看弹幕笑出声
我的膝盖嘎嘣嘎嘣响
qkl第五天加油！！！
我的脊柱和腿骨嘎嘣脆
我脚尖抽筋了哈哈哈哈爽
那一堆女的进来不照样发弹幕
啊，腿抽筋了
有没有伸不直的……
第四天
？
对腰不好的人太不友好了
收藏
我也是新手 但是我第二天都不会疼 你们要拉伸哦
第二天
危
第七天
第一天
好白
这不就是美丽芭蕾系列吗？
第二天
为了女装！
lail
好像美人鱼啊
我现在三月十三
为了女装！！！
渝州宝贝第一天
渝州宝贝第一天
做运动之前隔着裤子量了一下40cm
周九良女人第一天
腿抖。
省实验的朋友我在
最多45度角
大家加油！最后有一段是专门拉伸的，不要被进度条吓到啦！坚持下去就瘦了！！
筋断了，医院WiFi不错
乐正绫的女朋友第一天
其实不算很累的
王俊凯王源妈妈day1
周航女朋友第五天
集美们 up这个姿势会伤腰的 记得把手肘弯下去啊！！
左腿抬疼啊
我像一只猩猩
第四天
第二天
day2
关键是用了很不常用的肌肉群 让人很痛的
没有的话夹着手机（
第二天
根本动不了
海星第三天
到我的收藏夹里吃灰把
第七天
为了女装!
我的腿不允许我这么做了
何九华女友第五天
要命了
刘亦菲老公第二天
为了女装
第三天
宇宙少女的女人第二天
第二天
闪影的第一天
第三天
为了世勋
被丞哥护着的犊子第三天
第三天
猛男第三天
小戴同学的第五天
肚子有肉
一百多人看？
这个动作很难啊！
好的，抽筋了
keep上我有做过这套 一套坐下来累死了
变化球老婆第一天
第五天
那瘦小腿呢
第一天
前面把老秦留下。
他们真的是为瘦腿而收藏的吗
加油
第五天
要死了
郑云龙老婆第二天
我裂开了
花少北老婆第二天
我都是量大腿根
第一天
第四天
第一天
我裂开了
为什么我做这个动作髋骨附近会响
最喜欢这个动作了
前面的那位朋友，男性也可以练的哦，只要目的是瘦腿就可以。
这个做了是哪里痛？
张艺兴是我的！前面的别乱说
夏之光麻麻第四天
为了更美的自己，keep  up
第五天
.
爆米花们要加油啊
美丽芭蕾警告
这个动作要命
1
第三天腿实在太疼了
生理期怎么办
太可怕了，826人与我同时观看
第7天了，一点没瘦
wr第二天
能不能倒计时顶多三秒钟，五秒倒计时听起来真的很焦虑
第三天
我裂了……
男生加一
伊茶Day1
伊茶Day3
死亡芭蕾警告
第五天
加油冲冲冲
冲啊，为了白夜。
某冢第六天
累死了
第四天
第四天
柠香袅袅第二天
第四天
同七天一点没瘦。。。。
keep有这个
三天
啊啊啊气昂昂啊啊啊
为了女装我会努力的！！！
第六天
第六天
第五天
抽筋中
我靠这个巨累
女装大佬
这样练变肌肉腿了
第五天
第六天
day5。
我一个学舞蹈的这个动作做了几年，也没有很瘦，难道是我劈的太开了？
女装啵酱day1
女装啵酱day3
夏之光麻麻第五天
脚尖一绷直，小腿就抽筋
为了裙子
好酸
漂亮妹妹第二天
为了女装
一样，我也夹手机
第四天
何故妈妈第六天
第二天
亮第六天
第三天
第四天
沐沐第一天
原耽女孩第二天
迪玛希女朋友第一天
宋威龙歌迷第五天
邓伦好朋友第二天
为了我的小裙子
腿酸多半是前一天拉伸没做好，放松部分很重要
肌肉没这么容易练的，特别是女生，大家不用太担心
有用吗
我也，抬不起来
翟潇闻妈妈第四天
狗蛋第一天
第三天
我感觉我的大腿内测裂开了
为了罗云熙的第六天，加油！
第二天
收藏数真实啊
易安第二天
为了女装兄弟们冲冲冲
我死了
第七天奥利给
椰奶小迷妹第一天
第一天
疼死啦啊啊啊
夏尔女朋友的第四天
tussy对象第一天
我膝盖响了……枯了
郑在玹老公来了
第一天
玖妹第四天！
张艺兴老婆第二天
第三天
陈立农老婆第一天
易烊千玺女朋友第二天
亮第七天
校服还配裙子吗?
来撑排面 李玉刚老婆第七天
李玉刚老婆第五天
第一天
一周了 zqsg跟你们讲 不 如 撕 胯 踢 腿
打地了...我看着up忘了自己能打到地...
郑云龙老婆第五天
锰男落泪
夏之光麻麻第六天
第三天
bjyxszd第四天
第5天啦
为了女装，冲啊
李现老婆第一天
原耽女孩第三天
我去，我抽筋了
我忍!
第四天
第二天
为了lisa第五天
8
有点充血
蒋丞女友第四天
怎么还有这么久
bo良ki影的手努力长腿
哈哈哈宋威龙歌迷 真心话太冒险~
切掉也太狠了姐妹
一点都不难
伸不直啊
这辈子都瘦不下来了
大家做这个的时候腰上的肉会不会卡住。
曲的第四天
是大腿内侧
第三天
户小姐女朋友第二天
我死了
我们体育课有在做这个耶
蛮简单的
第二天！
我的骨头在响
我用的是一本比较厚的书，不说了，致命打鸡
中国卡戴珊第三天
明天再做吧
只有我是为了男装吗？？？（第一天）
最喜欢这个哈哈哈(ಡωಡ)hiahiahia
为了jk
第三天
做不到这个动作怎么办。。。。。是真的伸不直
朱广权粉头子第一天！
惊现男生
我不行了.我连看完的耐心都没了
为了女装，拼了
为了夏天
为了男装！
第六天
nb
男生恶梦
右腿容易加一
有效果没
朱星杰妈妈不知道第几天
这套有点点简单
周肉肉第四天
我一个男生在这里合适吗
我默默地看向了五三
好累好累(˚☐˚! )/
前面TNT女友的！我才是！
*6
真就为了啥的都有呗2333
火化的那个认真的吗？？？
抽筋了
梦碎day2
奥力给兄弟们！！
为了瘦
第七天
苦力怕对象
白敬亭
为了男装
我瘦了
男生也可以嘛
猛男第四天
为了穿男装看起来好看，我是个姑娘
做了这个之后第二天大腿好痛
裂开了
cc第八天!
第三天！
第三天
舞蹈生快乐
为了帝国
进我的收藏里吃灰吧
恩，膝盖超脚尖方向
进收藏夹吃灰吧你
同为jk姐妹还在坚持吗
第二天
一天三四百深蹲的我现在大腿赶得上腰，怎么说？
蒋丞！！！！
第三天
秦衣的女人绝不认输
我企图晃快一点让时间过得快一点
PP侧边好痛
第六天
小裙子冲冲冲
再坚持
第四天我还是裂开了
第三天
李夫人第一天
我是会抽筋的
为了男装
为了cos我要坚持
回前面，美丽芭蕾也是一套瘦身的魔鬼
第四天！
这个好难呀
就我一个男的在认真看认真学吗
为了伯伦希尔的荣耀！
第四天
小凡高的证婚人第九天
我裂开了
为了伯伦希尔的荣耀！
第七天
第一天 希望我能坚持下去
无法垂直
1
成功抽筋
为什么我是内侧酸
laikanmeinv
第七天
为了Lo裙 我男生
为了女装
l加油
第八天
天之道女朋友第十一天
我靠这个巨累
cc一定要瘦大腿！
为了希尔薇
腿都抬不起来
葵妈第四天
jk姐妹还在坚持！
第七天
为啥我一条腿不累一条腿完全做不起来
周迅老婆第五天
第七天
魔鬼芭蕾的动作，上头
累瘫了
王瀚哲对象第二天
第二天！
罗云熙，姐妹，因为那家伙腿太细了，我都不好意思了，才来的哈哈
这不就是魔鬼芭蕾吗
宋威龙歌迷第八天
伸不直
金钟云弟媳第三天
猛男+5
张伟老婆第一天
好累啊啊啊啊
我抽筋了
土土的第14天！
awsl
我觉得我抽筋了 
为了女装
王琳凯的豚宝贝第一天
秦究游惑
腿在抖
为了女装QAQ
第三天
累累
猛男在此
为了皮裤
第六天
肚子抖
吴亦凡的宝贝的第一天
这个个人觉得不怎么累……剪刀腿比这个更魔鬼hhhh
为了开学体测！
女装那么多啊，惊恐
感觉绷脚背不容易抽筋
老子疼啊
为了jk为了Lolita为了汉服（汉服好像不需要露）（qwq三坑少女报道）
第六天
为了女装！！
承包宝剑
哈哈哈哈哈哈开水白菜的那个
我累了
友善
第五天
姐妹们有效果吗
田柾国女人第一天
美   丽   芭   蕾
第三天
有阿米吗
工藤新一亲妹妹第三天
黄少天女朋友第一天
为了女装
第四天
为了穿可爱的小裙纸！拼了
学舞蹈的基本腿都挺细的，来这练的都是不怎么学的吧。。
为了男装!（?）
为了女装那个你是认真的吗？嘿嘿嘿
李玉老公的第一天。
小凡高的证婚人第十天
第三天
老王的第一天
喝完奶茶良心不安 做一遍
②
范丞丞麻麻第四天
危
刘昊然的女人不能输
第二天
为了裙子
这视频竟该死的长
天叽道女朋友第十一天
看来是十二天了。
原耽女孩第六天
这个动作最累啊啊啊
第三题
CC第十天!
小楠第二天
为了女装
飒飒day10
王九龙说他喜欢一百以下的冲鸭！
我在看，就看看，并不打算做
不行了太累了
鸡涌女友第二三天
第三天！
危
我做这个膝盖啪啪响
可是我的肉肉碰在一起了
嘎嘣嘎嘣的
奶幻幻的第九天
奶幻幻的第九天
抽筋
伸不直➕1
为了世界和平
第八天
3天啦
有没有可能越练越粗啊
我来第一天了
第七天
真的瘦了 坚持了第七天腿瘦一小圈  姐妹们坚持就是胜利
？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
有没有瘦了的姐妹
这不就是勒紧了吗
金智秀圈外女友day1
刘昊然的女人不能输
为了jk第一天
朱赞锦是我的
第一天
死亡芭蕾
叶歪d2
第11天
这个不是内侧吗
我要死了
宇宙少女的小宝贝第二天
大哥，一年芭蕾七年形体，我体重一直就没下去过
我已经躺好了结果第一个就是站着
DAY8
任国超小迷妹第四天
第一天
小王老师第七天！！！
第四天
家鸡？
姐妹们加油
第三天
第二天
起灵娇妻的第三天
为了帝国
第五天
为了小裙子的第二天
我要去世了
加一
第四天
这个不是美丽芭蕾嘛
6
为了男装，第四天
瑾瑾的第一天
王嘉尔女友第四天
泫雅小迷妹D3
六天
抬不起!
战友们加油
为了王一博
第二天！
做了七天，依旧没什么变化
好几天了 没有变化 唉
为了白敬亭
十二壶妹day3
没弹幕???
第一天
六天了
第一天
为了男装！
易烊千玺麻麻抽筋了
周深老婆九天
第四天
jio指头要抽筋了为毛我的角度是你的二分之一
4
小铭妹妹第四天～
有效果吗
第二天
疼疼疼头疼
马佳老婆第一天
不知道谁的老婆第一天
草草第一天
前面男生的带我一个
死在第一个动作
19
床上可以吗，比必须要在瑜伽垫上吗
宋居寒的女人第五天
想起文文一字马的打胯
第一天
黄少天女朋友第三天！
刘耀文女朋友第三天
第三天
为了和cp一起穿jk的第二天！！
裂开了
yyjq女鹅第一天
任国超小迷妹第五天
姐妹们加油鹅鹅
别问了姐妹们，每个人体质不一样，有没有作用不试试怎么知道，嘎油！
为了男装，第五天
那个让我等你的姐妹，我在等你！
这是美丽芭蕾啊草！累死了！
为了出徐哥！！冲冲冲！！！
第五天
腿抽筋了
为了夏天艳压全场
我是不是这个视频为了高伟光的第一人
骨头咔咔咔咔咔咔咔
不是应该量最粗的地方么，这明显不是啊
抽筋了giao
阿舍第一天
冲鸭！！！
第五天
第一天小苏
弹幕姐妹们都好可爱鸭！！！！！
这个小时候学跳舞在屁股下再加五个那种红皮的厚垫子然后开合打到地上去，现在连坚持做都不行
就是勒紧一点而已
day2
我懵老，脚尖怎么绷直啊
为了御怨般若
有用！淦就完了
第九天
第一天
第一天
宋亚轩女朋友第一天
逍遥弟弟第四天
第四天
屁股下垫个泡沫轴顶起来 容易很多
第三天
有没有一做臀桥就立马头晕的集美
我只是想在早上做一遍让我不困
宋亚轩女友第一天
经期可以做嘛
不应该是内侧吗
开始庆幸自己学过舞蹈
第三天
跟美丽芭蕾很像这个动作
死亡芭蕾是你么
兰舟我的
吕子乔？？
哈哈哈哈哈哈哈我夹眼罩
鱼5
第七天，没感觉了
这个美丽芭蕾里面明明是锻炼内侧啊。
我废了
一时看一时爽，一直看一直爽
害
吴邪妹妹第一天
别跟我抢马佳
林彦俊的女友第九天
为了小裙子冲冲冲
这个我真的不可以
现在才四分钟……
随便女孩第二天
起不来怎么办呀？
这个巨酸
为了神近耀的第二天！
王一博老婆第二天
day3
NPC老婆第二天
这个真的很地狱
我侧腰肉疼
第三天
千玺老婆反馈四天瘦了一厘米
王一博老婆第六天
第一个动作抽筋了……
3.23   夫夫d1
第五天
权志龙老婆第五天
第十一天
那我偷偷抱走简隋英没人看见
瘦大腿就跑不掉这个动作
我好累
加油
看过等于练过
第八天
雾汐d3
朱一龙女朋友的第二天
打个卡，咱也不知道是第几天
乙太第四天啦
这个也太难了吧，臣妾做不到啊
鹤儿第二天
姐妹们不对自己狠点你永远不知道自己瘦下来有多好看
我出汗了
凯撒nb！！！！！
华晨宇老妹第二天！
为了漂亮啊啊啊啊
有
为什么我越做越累
张艺兴夫人第三天
我夹散粉给我盒子挤爆了
猛男落泪d8
伸不直救命
加油，为了洛丽塔，汉服，jk，c服
同问男生也想练可以吗hhh
花少北男朋友第二天
脚抽筋
美丽芭蕾改良版吧，原版超难
宋第一天
宇少女友第五天
！！！痛！！！
第六天 还没效果
前面强谢俞小朋友的站住！！
金希澈的女朋友你等我。咱俩打一架
我一直在抖…
为了该死的魔羯男！！
小魏第二天
第二天
为了朱正廷我拼了
真的有效
这个真的做不到
鱼儿的第一天开始咯
多做了几秒休息一会儿
第四天第一次
韧带疼呜呜
第三天
集美们根据自己身体情况量力而行哟
3500派上用场了
为了出c，冲啊!!!!!!!
我的腿嘎吱嘎吱的
我做了一下就抽筋了
又倒流了
南北双一的证婚人第一天！
李溪芮粉丝的第n天
收腹警告
小凡高的证婚人第十五天
前面迹部的女人
为了jk的第一天——JM
金泰亨的女人第二天
为了变美
丸蝠第二天
我当场去世
成功人士第五天
厉乘州女朋友第四天
金在奂妈妈第一天
和晨晨pk第一天
第二天
第二天
我为什么有两条腿
第四天
看到好多梅溪湖姐妹啊哈哈哈
第三天
刘耀文女朋友
g第八天
我听见我嘎嘣嘎嘣的声音了
想瘦小腿
第一天
当场去世
小天女人第十三天！！！！！！
鬼怪的小新娘第二天
鹤儿第三天
为了王一博和小裙子的第四天
烂泥第五天
第六天嘎嘎
五
进度条感人
别想了!大哥只配大哥自己!
抽筋了
第二天
为了cosplay的第3 天
很有效的
xxxxxxx！第一天
和晨晨PK第二天
华晨宇妹妹励志做到大哥那种腿
憨八龟绝不认输！
柒柒的第一天
为了文星伊的第一天
为了拥有细腿再去看华晨宇
我又裂开了
第四天
第五天
夹住了我的抖森抱枕。。。。
我听到我骨头的声音了
背怎么挺直啊喂
搞笑漫画日和龙宫里的艺人........
白起老婆第一天
为了cos好冬兵的第一天
有用吗
这个有用吗，谁能告诉我
邓超元妈妈第一天
有点扯到蛋。。
来姨妈不能做这些的
每个人的喜欢都有被尊重的权利
蔓怡~第十天
为了金泰亨第六天
抽筋了
这个我做不来
为什么我做不了这个？
救命，抽，抽筋了
觉得肌肉在颤抖
罗之豪的小迷妹第三天
咯吱咯吱咯吱
雀宝妈妈第二天
为了黄景瑜！
许魏洲你等我
壶妹第六天
第二天！
博君一肖妈妈来啦啊啊啊啊啊啊
朱一龙兄弟第四天
YY第四天！！继续！
小面包第三天
抽筋了！！
做完这个去做美丽芭蕾
7
第四天
在座各位有没有瘦呀
第一天
丸蝠第三天
我起不来
为了花京院和义勇！
朱正廷女朋友绝对不能放弃
"xcx, 第二天✨✨"
骆闻舟女人第一天
薛岗岗第八天
迪丽热巴老公第三天
后脚跟不用翘起来吗
谢俞麻麻爱你
我做不了这个动作。。。。。
数学题女朋友第四天
做了一星期了我都没瘦过，我哭了
第三天
索隆女人第三天~
张起灵女朋友第三天
好细
冲冲冲！
第二天
前边伴娘裙的姐妹加油冲啊啊啊啊
扶摇派师妹的第一天
"Day five, clocking"
蕾姆老公第三天
淦！第一天！
我是男的，我也想瘦腿hhh
杨漂亮第一天
一定要绷直脚尖，不然会变萝卜腿的哦
抖是真的
11
第二天
Dio男友绝不认输
男生可以吗
这个好累
第二天
每次都想吐槽这个bgm 海绵宝宝吗？？？
我都不知道我这是第六天还是第五天了
到收藏夹吃灰吧！
吴世勋女朋友第一天
阿万艾斯亿的小十二第六天！！
非常累好吗？我撑不住啦！！！！
第三天
周九良兄弟第二天
毛利兰第一天
耶啵！加油！
林彦俊夫人第一天
姐姐们好今天是我弟三天
坚持24天的那位朋友，你瘦多少了？
为了汉服的第三天
林一女朋友绝不认输！！！
第二天
第二天
第二天 坚持姐妹们
为了望仔！！！！！
第一天
男女都可以啊，运动不分男女的，除非你想做一些重量级的
第三天
太一女朋友第六天
第三天
加油！
加油！
这个巨累
为了jk的第三天
第五天
第四天！
为了魏大勋！！！！！！！！
为什么夹了毛巾膝盖会抽筋？
我似乎习惯了
臀桥不标准
李泽言夫人第六天
第二天
废废废废废废废废废废了
鹤儿第五天
我想穿裙子
第一天
危
直接去死了
王一博老婆第一天
游惑是我的
孟美岐老公第六天
太一宝贝第二天
第七天
第四天
没有男孩子来学习的么
赖煜哲老婆第一天
叶修女朋友第二天
第四天
迪丽热巴老婆永不放弃
猛男落泪D11
千玺老婆第二天来了来了~
丁程鑫老婆第六天
好累啊
王肖琑第一天
果儿我也在！
花少北老婆第一天
千玺老婆第十一天
第三天
第一天
day1
第二天
←前面的，有
第十二天了
红字
太宰先生老公第三天
第四天
练到这我才发现我开了二倍速。
穷桑恰动
5
鹰院姐妹加油呀
第二天
方筝第四天
前面望仔的站住他是我的
闵玧其的女人第四天
第一天
何洛洛女朋友第二天
总是感觉这个动作我做不标准
白起是我的
花少北女友第二天
为了校服的第十天
day3
day9 瘦了五厘米
一天连做两边舒服
第四天
王一博的小娇妻的第八天
鹰院
戳爷
第一天
第四天
金俊勉女朋友第六天
第二天
第一天~
Eloise第一天
小抠第三天
小抠第三天
努力变瘦的，第三天
为了小裙子
秦霄贤夫人s第一天
蔡程昱女友第三天
好想叫飞天练练这个塑形的哈哈哈
果果媳妇第一天
骨头嘎吱嘎吱响
都是抄的
金艺琳妈妈第五天
许墨的小蝴蝶的第一天
第三天
孟祥辉女朋友第14天
思思第十三天
刘昊然的女朋友，第二天！
朱元冰女人day5
为什么看着七天后尺子绕紧了
五天瘦1cm，加油集美
要死
为了淡黄的长裙
前面让毛不易站住的那个站住
lsy day5
索隆女人第六天
为什么同样的动作美丽芭蕾说是针对大腿内侧而April说是外侧呢？
啊
为什么我这个动作抬不起腿来
一大半？我还以为没了
防弹的女人第四天
第六天
博爱女朋友的第一天！！！
xcx第五天
陈信宏女友留名
第三天
第4天
9
一天做几次呀？
林先生你看我为了你容易嘛
李易峰老婆不知道第几天的第二天
精神小伙第二天
为了jk裙子
starry第五天
文文子我的
小蝴蝶加油
超模腿养成计划第四天
第二天第二天
王嘉尔老婆来了
韩寒前妻第三天
任豪老婆第十天
焉栩嘉女朋友第十天
为了蓬松的长发
为了小裙子
第九天
 第13天KKK。
做完美丽芭蕾做这个轻松多了
藤间斋的便利车，第七天
易烊千玺老婆第五天
真的有用 打开的小仙女不要放弃
边伯贤老婆边初一第五天
第一个动作就抽筋了什么鬼征兆
这
废了废了，痛死了
yellkie第*天
刘昱显的女朋友第十天
董力
一博女孩第n天
膝盖还是痛了第4天
空了一天，第四天
花花第五天
蛋黄的长裙
为了我的MXH和GMD！！！还有马克老师！！！
锦鲤立下flagD4
为了淡黄的长裙第一天
blink女孩不认输！！
3
为了肖战
顺手拿了桶乐事
ii
承包空屏
就我一个腿升不直？？？？？？
小莫第一天
前面的兄弟，你不是一个人在战斗
我死了
梅溪湖女孩报道
嘀嗒嗒嗒，第一天！
前面想练成蓬松的头发的！是！这是练腿视频！！
西条高人女友第一天
大尾巴狐第二天
屁股超酸
为啥我腰累
巴西龟前来报道
Song Day5
抬起来难的话，可以把前腿放到后面，因为美丽芭蕾也是这样做的
up主膝盖内扣了呀
这个姿势我抽筋了。。。
第十五天
2
闵玧其
憨八龟第一天第一个动作腿就抽筋了……
这个好累，5秒崩了，坚持不住
我躺着伸腿都伸不直…
day5
三七 D4
为了裙子
梅溪湖女孩等等我
为了自己第六天
