太浪漫，温柔
治愈系
图书馆关门了
吃饭铃声
经典啊
留恋
白嫖失败
一瞬间有一种要上课的感觉
见证历史的一刻
b站牛逼啊
头皮发麻
教导主任有次还问过我们知道铃声叫什么吗
那时听还不知道在学校听的次数在不断减少
鸡皮疙瘩起来了
awsl
我们听力考试的音乐
法语！
啦啦啦
啊啊啊啊
以后我的孩子必学钢琴
天呐，破站真有诚意，又有钱
元旦晚会血赚啊
卧槽 小破站如此牛逼
666
欢迎入驻b站！小时候家里好多磁带都是理查德克莱德曼的，陪伴了我的童年
太厉害了
哈哈哈学琴的时候最爱的
赞
新年快乐，幸福安康
王子殿下的星空是我多年最爱
不用搬运了，好开心
图书馆闭馆
二十几年的老粉致敬大师
期待
天国的巴黎圣母院
欢迎入驻
牛
B站又多一神仙
我哭了
❤❤❤❤❤❤
爱了爱了
泪目
开始欣赏音乐了
破站nb
泪目
泪目
ohhhhhhhhhh
舒服了
我买过几盒case就是他的
我还弹过，这是我最愿意练的曲子
爱了爱了
哇哦！
b站牛逼
全国大学生英语四级听力考试现在开始
初中的时候体育课会敲掉去食堂买零食，食堂里有一架钢琴很隐蔽，每次翘课都能听见食堂深处再练习梦中的婚礼。高中部练琴的学姐特别好看。初中的夏天也特别好。
一听这个声音，好像是午休时间到了，准备到饭堂吃饭了
全国大学生英语六级听力考试现在开始
真的好听 想给一万个三连
好听！
克莱德曼牛逼
b站牛逼
午睡起床了
6666
怎么感觉比平时的好听
来了
回忆杀
真是大佬啊
欢迎欢迎！
世界钢琴王子弹奏的歌曲真的让人感觉很舒服
顿时感觉爆起来了
下课了
大师已经老了
小破站牛批。
这是重新翻拍了当年的mv嘛！！！
我去我去我去，真是，哇塞，有排面
无悔入破站
舒畅
大学后必学琴
留名
梦中的婚礼认识的你
阿根达斯笑死我
好听
我的妈啊
\(≧▽≦)/
钢琴王子老了…
王子变王爷了
泪目
泪目
留念
高考听力前奏
喜欢
放午饭了！
小鹏啊，你在哪
。
牛逼
青春的回忆！
啊啊啊嗷嗷嗷嗷
上课！
英语对话呢？
您的琴声陪伴我长大
重返高中，哭辽
商场关门了
thank you!!!!!I love you !!!
太棒了
卧槽
神圣临凡啦！
考试前奏曲
童年呀
王子还是王子
我去！！！
上课
放学了！放学了！
小破站牛逼！
会弹的飘过
结束合影
高中英语听力
别强迫孩子学不喜欢的
全中国大部分人都听过你的《梦中的婚礼》
高中放学总能听到~
从小听到大
听力前的音乐。。。我有点紧张
以前中午的时候学校会放这首曲子
听力的曲子。。。我有点紧张
好喜欢啊
合影留念
向您致敬
小破站牛逼
永远的王子
永远的王子
永远王子
真香
爱了爱了
好好听
泪目
钢琴王子
泪目
牛逼牛逼
下课喽
爱了
我的妈啊！！！！！
Magnifique !
放假了
此时无悔入破绽
❤❤❤❤❤❤❤❤❤❤❤❤
❤❤❤❤❤❤❤❤❤❤❤❤
水边的阿迪达斯
真的好好听
有生之年
商场关门啦啦啦
有水城威尼斯的感觉
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
这是我们图书馆闭馆的音乐
图书馆闭馆了！
心中永远的大神!
谁，谁，谁，水边的哈根达斯？吃货，要笑死我不是？
留名
下课啦
大佬
欢迎！！
摩拜
有生之年
音乐，全人类共同的语言
经典手机铃声
充满食欲
老王子>3<
放学了
英语听力
曾经我还当做网名
好温柔的
留念
欢迎欢迎～
啊啊啊啊啊啊
泪目
好可爱的感觉
小破站牛批
四级听力
来了来了
合影
欢迎
永远都是王子
这首是啥
合影
哈哈哈哈哈
留念
哇
钢琴王子
爱了爱了！！！
考试之前的铃声哈哈哈哈哈哈
合影
来啦
天哪
新粉
感动，佳能常在
❤️❤️❤️❤️❤️❤️
真有学校内味
小破站牛逼
以前听磁带哈哈哈
童年
感动！！！！
欢迎
合影留念
他是谁
今年最大的快乐就是来了B站
水边的阿狄丽娜！！！
❤❤❤❤
妈妈呀突然想到学校买版权了吗
大学中午午放学打饭曲
钢琴王子
天啊好好看
卧槽！！！！！！！！！！！！
多谢款待
眼保健操，现在开始，全体闭眼
没想到你会离我们那么近
欢迎
向大佬致敬
教练，我想学这个！！教练：滚，我TM都不会！！！
Bonjour!!!!
这谁舍得快进！不敢看进度条！！！
中午吃饭铃 哭了
教练，我想学！
医学生的视频课件都是这个音乐背景
如果爱因斯坦在世，应该也会开个B站号
开头见
同学们上课时间到了，请回到教室准备上课！
欢迎！
火后留名
钢琴王爷
见证奇迹的时刻
放学了
图书馆关门了。。。
上课铃我呆了
合影
合影
啊啊啊啊啊啊啊啊
祝理查德身体健康
太帅了啊啊啊啊啊
梦中的婚礼很有名
梦中的
考试前必播
。
各位同学，图书馆即将关闭
大佬
前面阿迪达斯的你要笑死我
水边的阿狄丽娜
大佬
我最喜欢的钢琴曲，没有之一
"Hello, welcome to the young people's living community"
同学们，上课时间到了
永远的王子
这首歌，真的，这辈子没法忘
感谢b站
！！！
从小听他的曲长大的
想起来三级练这首曲子被敲手的阴影hh
学校食堂中午开饭的第一首歌
好酷
考试前的放松曲
请我吃饭快点
合影
合影
优美
合影
妈呀声音一出就好想哭
商场打烊了
课间活动啦！
从小听到大
心中有山河
合影留念
开心！
我也是从小听到大！
午休啦
合影
妈呀！我最喜欢这个当做音频配乐！！！
见证历史！
首币！！！！！！！太棒了吧！！！！！！！有生之年b站看我爱豆！！
超级大佬
合影留念
上课了
I always love our prince
欢迎您，听您个歌曲长大的
王子不老
合影留念
欢迎
泪目
蓝色多瑙河
好怀念
太赞了！！哭了！
太赞了！！哭了！
哭了
你好！
听着太感动了
大佬
我爱死他了
哇
吼吼
合影
合影
哇下面是 英语听力试音部分
哇！！！
合影留念
仿佛下一秒考试！！！
我好喜欢这首曲子的！
这么多年了啊，王子啊！
哈哈哈哈哈哈哈哈哈哈
合影
爱您，
一群秀儿
致敬经典！！
童年的回忆啊
大神级别
健康长寿
❤️
好听是好听，但是给我的回忆都是不好的…
听了几十年了
合影
小破站NB
哭了
还是这么优雅
合影
永远的王子
唯有天籁之音可以形容。
哭了
太好听啦
这是梦中的婚礼还是水边的阿狄丽娜？
下课了
什么叫国际明星
合影
闭着眼倾听，特别美
泪目
快接电话！
怎么还不接电话。
听见贝斯了？
晚安曲吗？总觉得开始回忆的感觉
爱了爱了
AWSL
好爱
小破站，还挺流弊
大神，膜拜
留名
想起高考前一天清场的时候，考场播的这首歌，很有感觉呀
快接电话呀
合影
大佬啊
就学了开头的我
开心！！
合影
也太好听了吧
教练：你学不会
上课时间到了
英语听力考试的前奏……
我们学校的下课铃声啊
满满的青春回忆啊
请安静地坐在教室等待老师的到来
下课铃
合影
合影
泪目了
awsl
祝您身体康健
谢谢
这一刻，大美降临~
太好听了
英语听力正式开始
致敬
合影
幼儿园就在听的音乐
钢琴偶像啊啊啊啊啊
前面的要听童年的回忆吗哈哈哈哈哈哈
啊啊啊啊啊啊
高中放学铃
哇啊啊啊啊啊啊啊！
卧槽听力试音的我服了哈哈哈
爱您！您是永远的王子！
我弹过的理查德那本书的第一首曲子
牛逼
图书馆早上7:55必放歌曲
快接我电话
一股浓浓的暇意味道
合影！
蹭蹭！蹭蹭！不久等级就比我高了，先蹭一下
排面
一直都很喜欢他
爱上这个小垃圾站了
合影
666
合影
《水边的阿狄妮娜》是我初中学校在起床时放的广播铃声！天呐！不能再睡了
水边的中国电信
合影
听力考试正式开始！
啊感人至深！
合影！
合影
泪目
Nb
致敬
欢迎
致敬
合影
英语考试开始了
怀念
666
爱了
啊啊啊
好好听啊
我们初中时放学后的铃声
合影
差点跑出教室
啊啊啊啊啊啊
一来就是经典
合影！！
大佬
钢琴王子
起床了
放学了
放学了
放学了
大佬
超市关门啦
这尼玛法语，还英语听力
爱好
啊，好怀念的声音...
我哭了
合影
有生之年还能再次这样见到大师，倍感幸运
合影
留个念
(。’▽’。)♡
听力考试现在开始
无比熟悉
好感动
b站666666
英语考试听力试音
小破站越来越高端了！
图书馆关门啦！回寝室啦！
水边的阿迪达斯
听力考试即将开始
每次英语考试还有四六级就是这个！
b站牛批
Welcome!
王子
午睡起来啦
超市关门了
英语听力
合影
小破站我爱死你了！！
合影
和大神合影！
钢琴王子
.大佬
太棒了
帅！！！！！！！
合影
优雅
放学了
哭了 男神
希望您身体健康
三联走起
午饭铃？！
从小听您的音乐长大，伴随着我的一生…谢谢您把钢琴普及大众惠及无数人
午休起来了
图书馆闭馆专用音乐
合影
合影
合影
爱死小破站了！
B站流啤
这不是以前电信彩铃嘛。。。。
合影
一秒梦还
哇咔咔(≧∇≦)合肥见，我的偶像
真的好温柔(✪▽✪)
考试啦，请各位
好听死了
合影
欢迎
回忆
神仙
welcome！
太开心了！
大神
卿鸢合影留恋
哭了，还记得那一年的上课铃响，以及可爱的人儿
哇哇哇哇哇
kksk
合影
太经典了
合影
合影
感谢！
太美了！
放学了放学了！回家吃饭了(*^▽^)/★*☆
谢谢 要身体健康啊
天呐，
我的青春回来了
练琴回忆回来了
真的太好听了！
哇啊啊啊钢琴王子
英雄垂暮
让我想起了我的学生时代
我特殊初中放学后的铃声，好久没听了
好好听
太好听了
看到宣传说您要来长沙开演奏会了我晚了一步没抢到票啊啊啊啊啊啊啊
thank you
合影！
真美
a
我们的大扫除铃声？
哇哦！
合影
青春啊回忆
经典
眼里好像闪着泪啊
承包最后的那个微笑
秋风萧瑟洪波涌起
怎么有人说水边的阿迪达斯哈哈哈哈
放学了
合影
好帅
音乐区为之颤抖
上学还买过磁带
原来是你 读书时候老是播这个
合影
合影
我的妈呀
冬虫夏草，你还在煎药煲汤吗？
6666666
图书馆闭馆了
好好听 一代经典
鸡皮疙瘩起来了
大佬！！！！！
祝 身体健康！！
大师可以远点拍这样好看
加点模糊的感觉好看
理查德的曲子难度都不高 但要弹好真的很难
太优雅了
我觉得画质差一点才好看
爱了爱了
合影！
音乐区越来越多大佬了
我们那是放学啦
投币了
激动，感动，掌声雷动
小破站厉害了
合影
下课了
合影
膜拜
太开心了
合影！
合影留念
合影
热烈欢迎！
感觉要放英语听力了......
这歌不是秋日私语吗
牛逼啊B站，我的偶像男神
排面
身体健康，万事胜意！
出现了英语听力刚播过的
合影
bonjour
留影
图书馆也闭馆了
合影
啊啊啊啊啊！！
我去！活久见啊！膜拜大神！我家现在还有当初买的钢琴王子的磁带！
Welcome 
Great!Thank you for your contribution to the field of music.
合影！！⭐
合影
吃饭了
欢迎！！！！！
童年啊
法语听力正式开始
awsl 幸福
小破站牛逼
太棒了 听您的钢琴曲总好激动 想哭
合影
好棒啊！！！
最喜欢的水边的阿狄丽娜
听哭了
红字有毒？
水边的bilibili
考试了！同学们
商场关门了！回家了！
啊！！！！！最爱听您弹得曲子了！！！！
合影
少年阴影，下午的课要开始了
啥也不说牛逼牛逼我只会说
小破站nb
水边的阿迪达斯~~~
合影
合影
人工坐席忙
这曲子我真的爱了爱了
合影
起床了
哇咔咔咔，我来了啊啊啊啊啊
水边的
我竟毫无预兆的哭了！！！！
有生之年系列
祝您健康长寿
666
aswl！！！
合影！
图书馆闭馆铃
突然想起来，这是我们高中各种考试前的铃声，，
梦中的婚礼
想哭
合影
小破站牛逼
合影～
NB！
雅马哈
学校图书馆闭馆音乐
合影
欢迎欢迎
哇喔
bravo！tes
希望您身体健康
预备铃
图书馆要闭馆啦，要借书的赶紧借
冬虫夏草
合影
合影
放学了，同学们
合影
合影
66666
大佬大佬！
回忆啊
午休啦
这么多地方用正说明了这个曲子著名
啊啊啊啊啊啊！！！
好听
bienvenus
←_←巴黎圣母院
合影
←_←巴黎圣母院
合影
合影
水边的阿狄丽娜
←_←巴黎圣母院
梦中的婚礼
 合影是啥意思？
合影是啥意思？
合影
这不是秋日私语
这画质才有感觉嗷
welcome
合影
真的从小听到大
小破站太牛了！
老了
童年的回忆
好感动
谢谢你能来！！太好了妈呀
膜拜大佬
下课了，该吃饭了
！！！
爱了
合影
小破站 厉害 哈哈哈  欢迎入住最和谐，团结，有爱的中国网站
中学时最喜欢在广播站播放您的钢琴曲回忆啊
合影
英语听力
王子！
好美的地方
您还是一样迷人
童年阴影的哈哈哈哈
阿伟又死了
我哭了
弹得很好听
太好听了吧
好听，
祝身体健康！！！
男神!!!
我的CD活了
心疼弹幕里的各位，还好我学校不用名曲当上下课铃，保留了新鲜感红红火火恍恍惚惚
无敌大师
老爷子好啊
您要身体健康啊！！！
感觉真的老了
午休
合影
合影
都是回忆啊
课间铃
合影
太棒啦
合影留念！片尾撒花！
好听！
童年的回忆
合影留念！片尾撒花！
超市关门的音乐
牛逼
好听
合影
爱你，克莱德曼
好熟悉
合影
他是哪个国家的？
钢琴王子
是水边的阿狄丽娜，不是秋日私语
初中的时候最喜欢的钢琴曲之一！！！
太喜欢您的《梦中的婚礼》了❤️
要健康呀
没有永远的钢琴王子，泪目
啊哈哈哈哈人工坐席忙的笑死我
合影
祝您身体健康！！！
B站太赞了！
爱您❤️！
欢迎
好感动啊。。
水中的阿狄麗娜
合影
合影
合影
王子老了，音乐永葆青春
合影
英语听力
合影
钢琴王子理查德
火钳刘明
合影留念
超爱您☆
合影
啊啊啊啊啊吹爆
合影
钢琴国王
超市打烊啦！！！
图书馆闭馆啦～
是小时候都有听到
祝您身体健康
宁静
我初中就很喜欢听你的音乐啊
哇！合影留念！
我也来合影啦啦啦
bonjour
卧槽合影留念
还是那么好听
享受
祝您身体健康！
午休结束
Nous vous aimons！
要身体健康
放学啦
合影
听力考试试音环节
水边的阿迪达斯
bravo
水边的阿斯图里亚斯
放学放学
合影，老爷子是伟大的钢琴家
je t'aime！！！
合影留念
合影
合影
合影
吃饭了
下课了，同学们，请回到座位坐好。等待上课。
水中的阿狄丽娜
好听
合影
合影！！
自习课时间到了
祝您健康长寿
啊啊啊啊啊啊理查德
家里还有他的磁带
钢琴王子
第一盘磁带就是他。
少年时代的偶像，我们都老啦！
我天，老王子。
合影
好熟悉的音乐，听着起鸡皮疙瘩了
彩铃
牛逼
英语听力测试 开始
谢谢你
钢琴王子！啊啊啊！破音~
合影
经典永不朽！
"Bienvenue, Monsieur!"
音乐喷水池必备
净化心灵
桂林电子科技大学图书馆前来报道
合影！
合影！
合影！！
绿柚子
ohhhhh
合影
合影
等地星空
欢迎
水边的阿狄丽娜
天籁之音啊
原来还有钢琴王子的磁带
钢琴王子也老了啊……
b站b
百听不厌啊
散花
一定要！身体健康，啊啊啊！钢琴王子
合影！
合影
合影
哇哦，
太爱了
合影！
合影！
这地方我去过，乐刻的跑步机
梦回初中
撒花
身体健康
合影
合影
今天中午给
合影
合影留念
传奇人物  崇拜
我想起了英语考试
回忆啊
合影
百听不厌！
成功把室友骗去接电话了哈哈哈
喜欢的钢琴曲之一！
经典
当年电信的彩铃儿
梦中的婚礼最爱
合影
我流泪了
合影
曲子好熟悉，原来是你！
合影！
从小听到大的
当年谁家没有他的盒带呢？
好美啊
合影
谢谢！永远的钢琴王子~
这是我小时候知道的。唯一活着的 钢琴家
合影
合影
合影
合影
下课啦
合影
合影
老了！
好想念学校的一切啊
谢谢您
发型真的是一直没变过
身体健康！
合影留念
你好
音乐一起鸡皮疙瘩都起来了
合影
你好，谢谢你的音乐
我在中国银行防盗提醒听过hhhhhhhh
我的天，昨天7万粉，今天就20多万了
真的好想学钢琴啊
哇哇哇，矿场牛笔！
合影
合影
下课铃声
我的妈呀有生之年
合影
这么多年了，岁月流逝
放学啦
喜欢！|˛˙꒳​˙)♡
祝身体健康！钢琴王子
手机默认彩铃
来了！！！！
原来我一直喜欢的是他的曲子
合影
祝身体健康
祝您健康
爱您❤❤❤❤❤❤
合影留念
英语听力……
我来晚了！！
小破站牛逼
我出生前的胎教音乐
瑟瑟发抖上课啦
撒花
合影
合影
我们吃饭就是这首歌
牛逼
合影
合影
哇，真棒昂，b站牛逼
啊啊啊啊
图书馆关门了
妈呀
合影
合影
真的老了，年轻不在
合影
合影
下课啦
合影
合影
身体健康
合影
学校午休曲
啊
啊
放学了
太喜欢了
十分钟一万粉丝
啊，我不要起床啊
这是英语听力前放的那段歌！
留念！！！！！
合影
合影
永恒的经典！
图书馆闭馆音乐
今天才知道名字，都是回忆
爱了爱了
这个是我回家火车上听到的
合影
听过
衬衫的价格是
电视台已无节目，谢谢收看
想起童年听磁带的岁月啊！
合影
合影啦
启蒙啊
英语听力期末考试……
男神
"watch one more time, AGAIN "
合影
王子！！
合影
身体健康长命百岁 多多出好作品
岁月无情钢琴王子也变老了
想听梦中的婚礼
nb
合影
巨佬！
压根就不知道这位大神上在人间  别误会 哔站强大
他的钢琴曲支撑我度过最难熬的学钢琴时段
祝身体健康！
小时候偶像
经典
这人为什么还不接电话？
合影
合影
合影.
！
合影
上课
合影‎|•'-'•)و✧
是水边，不是水中
哇哦？！！！axi
排面
合影！
真诚的感谢您 听了您的音乐会感觉到生活变得很美好
welcome to bilibili
一代钢琴王子~~
欢迎
很舒服
宿舍睡觉铃
听的第一首钢琴曲
见证大佬入驻
水边的阿狄丽娜
开饭了开饭了
衬衫的价格是九磅十五便士
nb！！！！！！！
耳朵的享受！
祝健康！！
bravo
谢谢您
好听
太好听了
鸡皮疙瘩的可以滚了
太感动了
听你的钢琴曲长大的
泪目了
我想说我听星空的时候，眼睛感觉真的看到满天繁星吗
喂？
水边的阿狄丽娜
合影大神！
王子殿下
铃声
上课铃声。。
水边的阿迪达斯
水边的阿里巴巴
电话通了
真美
合影
我哭了，当时初中校园里的音乐，可惜我一直不知道
留念
上课啦
祝身体健康
想起童年时光
合影啦！
好美
英语听力
合影留念
合影
超市也经常放（*/∇＼*）
排面
合影
合影
经典
鸡皮疙瘩 复读生涯我还能再经常听一年！
要身体健康呀！！？
合影留念
合影
祝健康！
上课啦
合影留念
我们是下课放的
合影
寸衫的的价格是九磅十五便士
课间歌曲
下课吃午饭了
商场关门
午睡起床
听这种曲子总会让我安静下来
我从小听您的钢琴曲长大的
合影！
好棒
从小听到大啊
好有味道，直入心灵，注入灵魂
合影
合影
当年轻音乐的入坑曲啊！
真是光阴似箭，岁月如梭……
合影
小时候经常听的曲子呀，真没想到他竟然还活着
膜拜大神
祝你健康，祝你安康 ，祝你幸福
合影！
合影留念
万万没想到有这一天
经典好听
！！！
bonjour
！！！
都是回忆啊！2020好好生活❤
哇，儿时回忆
真的好
bien
合影
欢迎
闭馆音乐
午睡铃声
留念
合影！
超好听，喜欢
合影
和王子合影！
上课啦
下课铃
欢迎
回忆啊
合影
合影
三连走起
你币有了
每个弹钢琴的人都会一首克莱德曼的歌！致敬！
感动啊，哈哈哈
卧槽。就是这个侧脸。我有磁带！
放学了
自从入驻B站，逼格是越来越高了
！
合影
爱了爱了啊啊啊啊
合影留念
合影
奥比岛
合影！
水边的喀秋莎哈哈哈哈哈
合影留念！
梦中的婚礼，水边的阿狄丽娜。我的最爱
！！！！！！！
啊啊啊啊啊啊啊啊啊啊
好听
上自习了
爱了
果断三连
大师
水边的阿狄丽娜，梦中的婚礼，致爱丽丝，我最喜欢的
我们图书馆关门是这首
合影
小时候在家吃早饭的时候我妈喜欢放他的光盘
听～～～
合照
思明校区图书馆闭馆
童年
梦回啊狄
忽然哭了
强者
水边的阿狄丽娜 感谢您！
小时候天天弹理查德的曲子 那时候还是钢琴王子呢 现在变成老爷子了XD希望老爷子健康快乐哇
大家要记住他的样子
一定要健康
合影
爱了～～～
合影
好听
合影
电话怎么还没人接？
我也合个影吧
感动
水边的阿迪丽娜
Oh!!!!!!God!!!!!!
原来我一直听得就是这个？？？
太喜欢您了！小学开始就弹您的钢琴曲~~~~~~
水边的阿狄丽娜
阿迪达斯的笑死我了
爱丽丝梦游仙境？
网红网红
身体健康有你陪伴真好
想念高中了
每次听都是身心愉悦
光说最喜欢的钢琴曲，也没人说叫啥名字
小破站要上天啊
大佬越来越多了，哈哈哈
祝你长命百岁，福如东海
啊啊啊啊我好激动
合影
普京？
同学们起立
小时候超喜欢这首歌！
真好听
偶像！
啊啊啊啊啊啊啊合影
祝长命百岁！！
哇～
校图书馆的音乐
merci！
放学了
祝身体健康！！
合影
高中下课铃声
人间有如此美妙的声音
合影
回忆满满
图书馆要关门了，走走走
吓得我大冬天赶紧从床上蹦起，这尼玛不是早操铃声？
太棒啦啦啦啦啦啦
所以你选择B选项
钢琴界的beyond
晨间音乐！
听到这曲都有心理反应了
合影
真的是童年啊
以前天天听！
太浪漫了
这真的是每个学钢琴的孩子从小听的曲子了吧，当年的钢琴王子也老了
好听
谢谢您
啊啊啊啊啊啊
啊啊啊啊啊啊啊啊
学的最后一首曲子。。后来放弃了好后悔。。。。。
考试啦
欢迎王子
来祖国玩啊钢琴王子
他的胃做过手术
起床啦
散了散了
合影
下课了
合影
好舒服的音乐
整个人都轻松了
还是这么好听
水边的阿狄丽娜
外带吃文化  想把中国，美食吃个遍 先扔个20 30年再说
