没错，我是第一
不是说平遥去年最后一节吗
间离感
马兽医
哟
路边野餐的一镜到底绝了
厉害了策导 贾导是真导演
我还白嫖过你！
笑死小策怎么有点紧张啊
赚钱啊。疯狂的赚钱啊
专业对口
看见我你就不是第一了
天注定
太专业了
策导 眼睛好小哦
这说的真是我能感觉到但讲不出来的东西
打错了
卧槽
点错了
兽医这行当出人才啊。@衣湿
三炮yyds
牛逼
《关注过》
去工地待俩月就能治这病
《关注过》
“关注过”
排面啊
哟您是
前面说眼睛小的那个是不是有病？
赚钱呀，票房
谁没耐心?只要是好电影
张店
你这评论更装，更没有营养
开始演上了
策导加油！！
关注过！！！
期待小策的大电影
策：装吧你就。
就是这个感觉，专业就是厉害
短视频就像是快餐
一块劳力士的回家路，封神之作。
05：30
他紧张了
电影挣钱
直播（幻听）
没有不舒服，只是想杀你而已
牛批啊
带着劳力士的老板
哈哈哈，爱装逼但又说不出深层次的东西，通病
我也学的兽医
希望电影节能落户到山东小乡村里
小册你怎么就腼腆起来了呢
问就是资本
一个大岛的成长之路
记得当时在电影院看路边野餐，内容感觉还行，就是头看晕了
哟，我家上电视了
这是鸽了多久啊
我关注过你
简单枯燥
我家
八千多人
关注“过”
您可能不关注，但是我真的很牛逼的意思
一分钟那个阶段哇
贾导：您老年的时候长得可能特像一个人！doge！
哈哈哈哈哈哈
爷青回
哈哈哈哈
23333333
等你电影
厉害了
贾樟柯???
真好
2个人都好喜欢
牛逼
？？？？？
我们平遥
像三炮啊！
都别笑
牌面
底层小人物不去电影院看电影
天 我好开心啊不知道为什么
哇哇哇哇
这也是我第一次看的视频
爷青回
还行
就是钱的问题，你要是有足够的钱，你也会想把自己的作品放到影院云
很火的声优
哈哈哈哈哈
来看策导，yyds
对啊，不是说去年是最后一届了么，我还以为我记错了
灵魂
就是muban
haha
8000+就离谱
双厨狂喜
名场面
枯燥的生活啊
拍着玩
哈哈哈
排面！！！！！
电视剧了
小眼导
《非常淡定》
策导紧张了
牛了
好火，好枯燥
哈哈
因为真要讲个东西，短视频时长和画幅都不够。不是拉长成90mins
老贾拿架子
贾科长
大导演都是人精，真会说
牌面
您
好像在博山拍的是吧
牛壁 
试图混入其中
就是开出租的那个？
朱一旦：看来你也想去非洲
小城之春！
专业
假粉丝，关注过居然认不出来 2333333
牛哇
看得到的进步，小策真的有天赋，很努力，加油
还是有差距的，，短片和电影，比如可以表达得更多
你们卡不卡？
真能装逼
路边野餐不是 俄国的科幻小说嘛？
贾导像三炮儿。。。
负负得正，短短得长！
那就是你不想拍电影是嘛
专业啊，精准啊 贾导
不久的将来会有的
你也会慌啊
欢迎大家来山西
呀 我们同行！~~
这个哥们真能侃哈哈哈哈
有安娜？
入坑视频！
居然关注了不认识真人哈哈哈
过？
哈哈哈哈哈哈哈哈哈
哇
哈哈哈哈哈贾导正在检查作业
哈哈哈哈
在贾导年轻的时候，就拍过很多短片
混入其中
一分钟的状态的，枯燥的生活
主要是想吃淄博火尧烤
公开处刑。
哈哈哈哈哈哈
混入其中
作业点评
平遥！
痞子：这个w我熟
哈哈哈 那得有枪
慌的一批
电影是造梦，短视频是快餐。
小导眼儿
“汽油车不能加柴油”
快了，我觉得你真的快了！
哟，这不是策哥吗
兽医系的 【种马的护理】
是的，就是这种感觉，就这种正式但又不太正式的
短视频可能在现实中取代电影，但就像书本。不是每一个人都会看，但是一定有一部分人热爱
排面
大佬的肯定
好像毕业答辩
你为什么把一个跳广场舞的拍了几十集？
哈哈哈哈哈哈真的不舒服
徐志摩也说不想回头看自己写的东西
贾导好慈祥
看策导的片子
钱多
我也不知道他是小策，但是每期视频都看
入坑作！
DNA动了
还是热的
哈哈哈哈哈
万万没想到 我还是
排面了
说实话小策的很多创作都源自电影，没有电影，短视频创作就是无源之水，早晚死掉
紧张
今天戴的隐形眼镜么！
有那味了 
排面
每年电影节都在学校。很想回去看看！
假粉
博山人来啦
公开处刑是真的
拉倒吧关注过认不出？？
做的太近了，让人有紧张感
这个就叫专业
这就是专业啊
这孩子咋这么浮夸
助力每一个梦想！
这是二炮嘛
演起来了
一个山西人，一个山东人
这就叫专业。。
要学拍电影了？
平遥电影节！
爷青回
不失礼貌的微笑
有狂阿弥
什么叫专业？
DNA动了
一块劳力士的回家路
看见水心和阿斗了
小策
哈哈哈哈哈，还有智囊团
小眼导策
哈哈哈哈哈
做错事的学生和温和的老师
小策眼睛真可爱啊，两条小鱼眼
呦 那我在那条动态下的评论可能被贾导看到啦来
过
一眼就是木鱼水心！不愧是小策！
肉眼可见的紧张
关注过
卧槽，贾樟柯
哈哈哈哈哈哈尴尬
过字传神
像面试
朱一旦也是那种反差感，会莫名搞笑
感觉像导师在看我的论文
哈哈哈哈
小策好好学，贾导还是很牛逼的
《过》
囊肿羞涩.jpg
地推哈哈哈哈
感觉策导和贾导长得还有点像哈哈哈哈
啊哈我离小策最近的一次
学生交作业
不会太久
山西人狂喜
小策和贾导这个会面我看着真的莫名的感动 要掉眼泪的那种
策导一定会在电影节上有姓名！
这么专业的吗
凑 娘 闷
排面拉满
过去完成时
《更短》
Get out!
哈哈哈 搞事情
淄博冠军！
贾导和三炮有点像
新能源不能挤掉汽油车
喜欢科长
，小策好紧张哈哈哈
前面的指环王了解一下
7000人同时观看。
然而小人物不认识他
要杀就杀 
哈哈哈哈
当然是为了实力名声
看了两年B站，发出第一条弹幕
热乎的
朱一旦的快乐生活
出息了
策的普通话，还得练
牌面
吕剧团的 哈哈
《演员的诞生》
爷青回
我在狂阿弥的视频里看到策导了，就在平遥电影节那期
学的兽医，老丈人是做工程的
小贾面前自称导演，小策行呀
哦～厉害
冷漠
卧槽，你好像朱一旦啊狗头
啥叫专业，这就叫专业
策导太逗了，哈哈
这啥时候拍的？不像是冬天
hhhhh
关注过不认识？？？
原声大碟
贾樟柯呀，牌面
排面
苹果打钱
你踏马怕不是在一脸认真的讲笑话吧
朱一旦巅峰
爷青回
排面
贾科长
你说这话的时候你跟我说说有啥值得看的电影行吗？为了套近乎不至于吧
卧槽
降维打击
把排名打在公屏上
意味深长地看着你
眼睛HR
费穆
江诗丹顿 马其它（好像是）
想杀人的刀是忍不住的
大山西 牌面
我感觉终有一日，可以看见小策的大电影
卑微哈哈
导师聊天现场
妈耶
哈哈哈
可惜老板把导演提了，自己也杀了
小策居然来晋中了？
多少钱找的托？换一批
天注定好看
哈哈哈
好没礼貌，直接拍
爷青回
Get out 
欢迎来山西
DNA 
小策啊，你别把自己放太低，你值得
贾科长
我还是喜欢你那桀骜不驯的样子
DNA动了
山西省狂喜
平遥
小策真的很谦恭啊，希望他以后也会成为这种大导演
电影可以让人更长时间的做梦
朱一旦确实有这个开创性
贾科长:这什么完犊子玩意
卧槽 贾导
有备而来
以前以为短视频是那种世界上最后一个人的预言式文艺片
小策把大量台词内容放入了短片
尴尬
小策的短片确实很有开创性，虽然长篇好看，但朱一旦特别
一定会的！
江湖儿女，yyds。讲的我们大同人得故事
滚出去
托
这个作品确实nb
读导师的研吧
还热乎的！
紧张
老哥没有恶意
排面
交作业了
不太一样
把排面打在公屏上！
拍着玩
江湖儿女在山西大同拍的
 三毛 :这个我也熟
双厨狂喜！
你瞧不起我？！！
就在今天~就在今天~
如果小策去年去的就能遇到了
我也贼拉喜欢毕赣
只要你喜欢科长我们就是异父异母的亲兄妹了！
贾樟柯：我也是
原声大碟
木鱼阿斗片片
呐，这就是专业！
哇塞，上期用《站台》式结尾致敬贾科长，这期就面对面了？
害怕
《拍着玩》
路边野餐很好看
预言家
DNA动了
排面
混子，拉出去。
疫情口罩那个就很棒
演员加鸡腿
好紧张
贾导和三炮有点像么看着
很紧张啊
我不需要
大佬气场把小策压制了
看片
卧槽，科长来了
蛋总蛋疼
加油，一定会的，支持你
混入其中
现看啊
好狠
7000+
短视频永远取代不了电影
混入其中
哇！策导关注的up：木鱼水心、李治霖、阿斗，哈哈哈，咱们趣味相投
小的
开始技术面试
没必要贴到这
竟然没认出来
地推
这个紧张感看得我坐立不安hhh
果然专业的人看的都不一样
三炮i
拍着玩
蛋总泪目
哈哈哈好真实
这是别了个手机卡针吗？
这压迫感
@朱一胆
dna动了
哈哈套娃
缺少什么了？
排面
这就是专业，
评价厉害了
哈哈哈哈哈哈哈哈哈哈
人生不可压缩
专业的大导演真是厉害，一针见血
注意单哈哈哈
哈哈哈哈哈哈哈冷场了
高情商：很统一
导演很好当 但当一个好导演很难
笑
不是不想看电影，只是不想看垃圾电影。
累的，面容憔悴啊，面相都崩了，注意休息吧
哈哈哈
关注过！
爱过
电影是大艺术门类之一，你拍的那些，其实你知道那算什么玩意儿
哈哈哈
坏猴子也在
贾三炮
专家一出口，直接给你看透透的
眼睛一模一样
什么叫特么的高手！看看人家说的这个话，卧槽
专业评价
导师评语
其实不算东西，但是现在有流量就有机会，不知算好事儿坏事儿
哈哈哈哈哈哈哈，很像我见导师的样子
电影院的观看体验是小屏幕比不了的 电视也不行
贾樟柯愿意接触，是人家有格局有胸怀，也为了热度流量。小策冷静一下子
啊？反正我喜欢看电影 不喜欢电视剧 这么多集 烦死了
两个人好像
事物发展规律的不同阶段，当点内容泛滥的时候，线内容需求增大，而后发展为面内容需求，我觉得以后的生态更趋向于交相辉映，谁也取代不了谁
山西电影学院
我也不认识
点赞
咋滴？瞧不起咱啊？
Sic
Woc
冲奖混子贾樟柯
卧槽
蛋饺肉丝
天注定
排面
八北
期待小策导演的电影
更短就是某音了
看封面还以为是小策在给三炮说戏
贾导可以的！！
哈哈哈哈呦！您是！
长的挺像
小策在胡扯而已
混入其中
你害羞了
是这样的，自己的作品都不想去看了
小伙子第一次见岳父的既视感
这是推广吧
牛啊
脸都变形了
会的
全体起立
拍妻狂魔
有请朱一旦，看看人家的今天，这是人才的胜利，也是能力和公理的胜利
有点像武磊
科长眼神好犀利
哈哈哈哈
草
哈哈哈哈哈哈哈哈哈哈哈哈哈
成了大up 就可以随机挑战了
夏目友人帐！
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
哈哈哈，还好年轻人知道，吾道不孤啊
打他
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
导师一对一面谈
小导眼儿
感觉像学生让老师检查作业
9000+观看
不戴眼镜感觉太不一样了
拍抖音吧
科长排面
点错啦
哈哈哈哈哈笑死我了
这期咋这么搞笑
我至今还记得贾导那句，汽油车不能加柴油
不是一个东西 说白了短视频还是玩梗 故事性差很多
贾导和三炮挺像
你可不是拍着玩啊
木鱼水心，yyds
看过但不认识关注过脚了
刘小东
病友
实则癫痫发作
宁浩，贾樟柯都是山西人
深刻
你缺少不代表其他人缺少，别乱代表
排面
三峡好人
假装失败，哈哈哈
我就有好片就挤着去抢好场次
这是谁采访谁呀哈哈哈。
一套一套的
和善
想破我防是吧
电影本身是艺术，如果纯粹的只为灌输东西那就不能叫做电影了
抓重点：关注「过」
休息吧
公开处刑
贾科长好像三炮啊
他紧张了
意思是你要拍大电影了？
gay里gay气
贾科长
小人物却不认识他
因为去观影就像是穿越到了另一个世界
贾科长！
过！画重点
缺乏的是沉浸式的思考
淄博冠军！
宫崎英高:我从来不玩自己设计的游戏
卧槽 我最喜欢的导演
哈哈哈哈哈
就冲你喜欢淄博（我tm也是淄博人）！策导，顶你！！！
哈哈哈哈，这社交能力六六六
爷青回！！！
朱一旦
贾樟柯导演和三炮简直是一模一样啊
这四个人脑子不太聪明的样子。
小策冲呀
白嫖过
小策你行的，奥利给
哈哈哈哈 气场完全不同
推荐小武，站台
很贴切
年轻三炮
不认识
我简直控制不住我自己
排面
你平常都在直播哈哈哈哈
一旦
我最喜欢江湖儿女了，可惜那年夏天没有来得及去看
排面
不会太久
弹幕呢
无旦道有续集嘛
直播？
挺像三炮
策道应该准备大电影了
盲目追捧
哈哈哈哈哈哈
出息了
枯燥
闭眼听
牌面
我给你的忠告倒是真的，汽油车 不能加柴油
可我就是把小策的每部短片当成电影去看
理解不同，长有长的好
我反对这个观点
也是因为好电影太少了
山农？
就凭随时随地可以看 我就不愿意看短片
三炮弟弟？
原来是你啊
电视剧是真的不需要看了  垃圾一大堆
哈哈哈
我是畜牧，策导是兽医！
深刻又恍然大悟的感觉，整理一下就是一篇论文
不知道为啥突然不敢看下去了，害怕
哈哈喜欢的另一个up也是淄博的（三宋
都是托
视听体验的差距
果然是果然是！
这儿化音加的 
因为故事有大有小
压迫感太强了，一直在暂停
----------
牛啊牛啊
我写作文也是哈哈哈哈哈哈
好贱的笑容哈哈哈哈
就在今天！
他居然是学兽医的。
因为刀了
好家伙，偶像见面会
你俩是真像
旦
厉害i了，对话贾科长
卧槽！我看到了什么！对话贾科长！
而已
啥时候小策拍个电影呢
宁浩和贾樟柯
《核善》
很火的（骄傲又羞涩）
der～
出息了
假粉暴露
年轻人，我给你一个忠告
贾科长这么没牌面？
《倒没有不舒服》
？
你平常都在直播
看到三炮 满眼都是自己老去的样子 哈哈哈哈
？短视频不配
二花，YYDS
气场太足了
加油
为什么我忽然害怕贾导也学个der~~
羞涩
朱一旦看了会沉默
111
专业
代入了
要的就是这种似是而非的生涩
啊，我以为小策是影视相关专业的
我出息了
《拍着玩》
像我技术面的感觉
小导演儿
太对了概括的 统一
专业
爷青回
就像两父子  神似
一针见血
哈哈哈哈哈哈哈哈
只是不想看垃圾电影，又甩锅观众
这几个比太搞了哈哈哈
夸这个皮脸
羞涩了，紧张的一批
大导演果然一眼看的清，这就是为什么其他视频里请专业演员搭戏会显得很不协调
朱一蛋没有认清自己 呵呵 
哈哈哈哈哈
一定会的
2000+
会的！
点评是犀利啊
《拍着玩》
哈哈确实紧张
早晚
哈哈哈哈哈哈哈哈 年轻真好啊 哈哈哈
哈哈哈我证明挺火的
科长好！
高情商
拍色戒内个
必须会的
原来朱一旦是他拍的
再也没能忘掉你容颜
我一直觉得导演小策像打篮球的王师傅
挺像爷俩怎么回事
再也无法忘记你容颜
确实缺少
缺少批判和反思
这是我家
天注定
笑死了
笑死了
这货 提的这个问题 就暴露水平了
可以的
李冬梅！
贾导那代人更注重主观表达，意向，新一代导演，注重的是镜头的运用，更技术化
天注定
懂了，这就去报兽医专业，将来学业有成后拍电影
出息啦！
小策是贾导弟弟贾壮淡
小武
因为能多挣钱啊
策导~~最算最差你都都比毕志飞厉害~~~你拍的东西俺都能看懂~~【拍胸脯】【拍胸脯】【拍胸脯】respect~~
劳力士老板现在基本不更了，得亏策导走了，不然哪能这么快坐科长对面。
太原话
惊了，李治霖，策导也看球啊
你在装。
我去，去平遥电影节居然不认识贾樟柯？
不认识贾樟柯
哈哈哈哈哈
直视我！！！
见老师
你这是为了节目效果还是在表现自己的无知？
《过》
怪不得见面不认识
所以这个视频拖了两个月了
卧槽科长
强调 很火
太牛了！！！贾科长！！！
你快了！！相信我！！！
又有名句了“我从来不看自己的电影”
爷青回
三策再过几年你回想到这对白...会觉得自己当时真的无知而勇猛啊
我要是三策看到科长再看得很害羞吧‘’
尼玛这就把我们卖了？？？？？
你不戴眼镜，谁认识啊！你可是百万up住！学学lks不戴眼镜不出镜，哈哈哈哈哈哈。
关注过，爱过
你这是悟道了
先出名才能搞钱
没有出名怎么搞钱
论吹比我还是可以的
牛人真的会聊天啊
電影節就是讓電影人有機會明哥(mingle)的一次機會
電影節就是用來混圈子的
紧张得很、哈哈
哦这策导啊我关注过你哦
小武，三峡好人
有那味了
两个段位
巧了，我写完文章也不爱回看
高等人缺少了底层人的体验？搞笑？
耍大刀
因为能卖钱呀
牌面！！！！
比如和凤凰
比如和凤凰男爵
看小图还以为三炮呢
小导眼
策导牛逼
手足无措说得就是小策哈哈哈
有点牛逼
一拳
快了，快了
《一个老板》
小策聪明，这就打开话题了
《过》
三炮给小策指导呢
制贩不吸
哈哈
关注过
人们要去电影院谈朋友 有的电影只有去电影院看才有感觉
哪个村的？
王晶说贾樟柯拍摄技法不行
字母刚
此条100
卖你50
排面
你甚至都不愿叫我一声策导
大佬气场
那人那山那水
朱一旦
23333
你这个想法很危险
倒水啊小策 倒水
卧槽！策导厉害了
宁浩 贾樟柯
两三句话见出专业水平
噗
老贾：这孩子一上来 就跟我俩嘚瑟
？在我贾导面前卖弄粉丝数量？
贾导好温柔啊
哇哇哇哇哇哇
短视频导演转电影导演，难度几何倍增，看看之前叫兽易小星拍的东西，观众根本不买账，确实拍的也像一段一段的短剧
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我以前也是学的兽医吖
紧张
小导演儿
我也是
你甚至都不愿叫我一声策导
你用的什么收音设备，效果这么好
花钱了
像三炮
排面
《关 注  过》    哈哈笑死
明白了 小策很短（doge）
指路  《妇仇者联盟》：枪在手，跟鹅走！
淄博=直博~
张策还是应该戴上有框眼镜，毕竟能遮掩眼睛小的短板
哄骗小学生，哈哈
张小策还是该戴上眼镜，有框的，可以让人不那么注意他的小眼睛
得喝两杯才聊的开。。。。
拖
高情商
我要是见到贾导也会紧张哈哈哈哈哈哈
因为很多视频做不到深刻。也做不到言简意赅
牌面
卧槽  路边野餐超爱
应该看春节那个一视频 简直绝了
片子确实给错了
对的
我觉得现在电影市场很好啊，动不动就几个亿的票房
我也不认识
很淡定
哈哈哈哈哈哈哈
首先短视频的表意空间就很有限
小策羞涩到不敢看人～眼神闪烁
贾导厉害 真厉害
小策：我每天看自己的作品
哈哈哈
排面
双厨狂喜
叫贾导？那tm叫科长
看看 这就是专业.jpg
牛呀
一语中的
片  不是片儿
快了
那，这就叫专业
很火的
答辩老师专业意见
看小弟弟的眼神，不敢对视
跟我分享完歌之后不再听一样
排面
哈哈哈哈哈哈哈
紧张啊哈哈哈
同专业啊
过
期待策导与星爷见面的一天
这长相像爷俩啊
排面
一定会的！！
看表情，小策非常非常紧张。
爱了爱了
山西
小策有点害羞呢
我是托，一个镜头50块
先铺路，再搞钱
激动的心，颤抖的手
除了朱姨有点不搭，别的演技都在线
平遥就是各种老宅，哈哈哈
只是不爽而已
双厨狂喜
这句话太有味道了，感觉在科长的电影里了
小城之春!!!!!
所以电影大部分是大制作
非静止画面
00:42
握草 贾科长
双厨狂喜
畏畏缩缩
贾樟柯可不是为了钱拍电影那一类人
好玩
哈哈哈哈哈哈哈哈哈哈哈
牛牛
快了
压迫感
好家伙阿斗
江湖儿女最爱
作品啊 小策
江湖儿女最爱
这个老头是谁
你这小视频能重复播放观看吗 电影拍好了 可以一遍一遍的刷
《他是东西》
看到b站才知道？
哇，出席了
居然跟老贾联动了
哈哈哈哈或
可能性
电影展
卧槽，策导牛逼啊
哈哈哈哈或或
假导演
注意是过去时
厉害了!
短
懂了，要核心
贾导的微笑
怂了 怂了
像极了面对老师的我
小品
都有一点演
哈哈哈哈或
话都不会说
排面
和蔼可亲
尴尬
哈哈哈哈或或
科长没听说过朱一旦
不敢正视
电车能不能取代摩托-----来自2006
是因为电影太烂了  花钱买罪受啊
师傅，你是干什么工作的
短片不过瘾啊
短视频永远取缔不了电影
小策是山东农业大学动医专业的
muban
666666
高情商
我缺什么了你说说
假的
吕梁(汾阳）人狂喜
说话不看镜头，怂了啊
高情商
好家伙
《过》扎心了
你和谁说话呢
你眼镜呢
是呀，想不通
爷青回
强行粉丝见面会
我农大学长
