我才发现这个标签上写着“好朋友”
火钳刘明！
能看到这种题材的手书真的很触动
呜呜看了好几遍还是很喜欢 表白up
绝了
很棒 但不会大火
吹爆
所以说男生当众求婚真的有点绑架女生内味，围观起哄＋想留给男生面子会让女孩被迫接受
好听
做的真好
肯定有啊，男女之间的感情又不只是爱情
好好听！有在歌曲平台上发布吗？
take it back
好朋友爱上你最糟心的一点是他会认为你把他当朋友的好错认为你也喜欢他，结果就会直接变成好朋友突然表白求爱，女生不可能会突然接受得了，结果必定是决裂友情
可惜 我没有 takeitback的机会了
对不起对不起对不起啊
对不起
感情 哎 中毒
没有100%的肯定请不要当众求婚 即便是99%也不可以
火钳刘明
火钳刘明
首页通知书
首页通知书
真实啊！！
一模一样
在我看来这种没搞清楚对方心思就当众示爱的情况多多少少带点逼宫（用词不准）意味
火钳刘明
仅针对行为，得不到就诋毁真的很没品
声音好像Lorde，好听
好好听
对不起
火钳刘明
首页通知书
太优秀了
火钳刘明
这段做的好棒啊wwwww
除非百分百互相喜欢 不然当众表白就是折磨对方
对不起 
好听！！
开头好喜欢
黄玫瑰代表拒绝啊
火钳刘明
火钳刘明！
这段真的太绝了，不想伤害任何人也不想委屈自己，所以求求他能不能后悔喜欢我
看了两遍才看懂
画风好棒
来重新听up唱歌
太棒了
好好听啊啊啊啊！火钳刘明！！！！
火钳刘明
对不起对不起对不起
所以不要当众求爱
超赞的
首页通知书
好好听！！
好好听，狠狠爱了
火钳刘明
优秀，火钳刘明
当众示爱应该是胜利的凯歌，而不是冲锋的号角
这句押韵好好听
好厉害!!!!!!!!
火钳刘明
恭喜你发现了宝藏
所以我之前还是接受前任，处了三年，也喜欢但终究不是心动啊
爱
恭喜你发现了镇站之宝
kksk
up好棒！
对不起对不起对不起
嘻嘻，我也火钳刘明
从小到大就根本没有朋友 身边的人都是恶人
太喜欢了！！！
这里做得太棒了！！！！！
怎么可能接受朋友的示爱啊。。。
这歌上架了请使劲踢我
太真实了
对对对，你得到嫉妒，而我得到背叛
好好听
对不起
好厉害好听！！！
第一次火钳刘明
best friend
好好听
火钳刘明!太棒了太太!
up最后什么选择想知道
对不起
这不纯纯道德绑架吗？
好厉害
好喜欢，三连了
火钳刘明
火钳刘明
kksk
你那不是爱是你的虚荣和自负
好棒啊
而我已经分不清  你是友情还是错过的爱情
而我已经分不清  你是友情还是错过的爱情
好棒!!!
狠狠真实了
最好的朋友
好好听啊啊
好棒！
火钳刘明
每次遇到这种问题总是让我想起《我可能不会爱你》
阿衰是吧
恭喜你发现了宝藏
火钳刘明
我终于明白了她的意思
当初妹告白真的算好事，至少我还是她朋友
当众表白特恶心
太强啦，向你学习！！
火钳刘明
up太棒了！！
好棒！
nice
火钳刘明
棒棒耶！
真的太太太太太爱了！
好厉害，简直就是在写我
简直心声了
火钳刘明！！！！
学习一下
学一学
好听好听
火钳刘明美美三连
好优秀啊！！！
歌上架了踢我
求上架求上架！！
火钳刘明
真滴棒
当众求爱的最好是只有一层窗户纸
哼
新人都是魔鬼(doge)
首页
哈哈哈哈哈哈哈哈哈哈哈哈哈哈
说实话英文歌挺好的，可以多做
火钳刘明
超级绝！！！啊啊啊
真的好棒啊
经历过救命
火钳刘明
火钳刘明
好棒
希望某人看到5555
不想和你搞暧昧，这样我连友谊都不想再维持！西八
黄玫瑰是友谊
三连表示我的敬意！！太真实了！
喜欢就是喜欢，不喜欢就是不喜欢，哪有先答应的
为什么一定要是爱情
火钳刘明
好棒
火钳刘明
恭喜你发现镇站之宝
对不起
这种人不分男女都好可怕的
对不起
对不起
真的不想谈恋爱不是没遇到对的人就是想自己一个人生活我不会孤单
火前刘明
应该回不去了吧
好好看噢这个配色...绝了绝了
最烦这种男的
草啊，看了简介和我的经历一模一样，被心目中很好的朋友表白真的挺难受的
nb
你们都不用考试的吗
先答应那个，搞不好更伤人，给人巨大的喜悦然后bang一拳给打碎
♡
只要我现在关注你 我就是老粉了
我现在就是老粉了
黄玫瑰的话语好像有友谊的意思…！
好真实啊
声音超喜欢！！！
火钳刘明
好厉害
恭喜你发现宝藏
哇真的好真实呜呜呜
这是是是是是是是是是是是是是是是是是是
什么叫先答应私下拒绝 ？那不就相当于欺骗了所有人吗
好听，还是原创啊啊啊
虽然听不懂，但我大受震撼，好汀
绝了刚表白就推过来了
我也挺害怕告诉他，就藏在心里吧
你可以敷衍，我喜欢你但并不完全喜欢
进退两难，人间真实
反应的好真实
才意识到，开头和结尾是连夜逃离这个城市么（确实社死
好赞啊
才发现是原创啊
绝
火钳刘明
真的是这样
我不知道别人怎么想，但在我这里是有真正的友谊的
已经拒绝了吧这里
好好听啊！！
表白神仙up！
爱死了
这次一定
我想投一百个硬币
画风好棒
好棒啊
火钳刘明
害怕了
太棒了
寓意好棒
不，我想啊！！！
好好听！！
简直了
火钳刘明
火钳刘明
火钳刘明！
太棒了
dive in the lake
chasing trains
居敏，好强的太太
好棒
不会吧，不会吧，不会有人觉得当众表白真的是关键吧？不会有人觉得私下表白被拒绝的情况就能继续做朋友的吧。
NB
考完了
好难过诶
diving in the lake
make me scared
flirted smile
我是你第9999个粉丝
我要是早点发现这个就好了。。
you grab my hand
"oh,shit"
"if I say yes, take the gift"
I'll be the nasty liar
makes me scared flirty smile
说的很棒很棒很棒很棒很棒很棒很棒很棒很棒哇
Dive in the lake
you grab my hands
Oh shit!
我的天这段太真实了
《疾速特攻》（doge）
take it back
哈哈哈
Flirty smiles
oh，****（原谅我有点绷不住）
I put on a smile to silly jokes
Oh! S.H.I.T.
If I say yes
Take the gifts
I'll be the Nasty Liar
太厉害了
OH GOD! TAKE IT BACK!!
that used to make you cry
Don't tell me WHAT TO DO!
Don't tell me WHAT TO DO!
火钳刘明！！！神仙手书啊！
empty room deadly silence
有点霉霉的味
画风好好看
好好听
太牛了这个
DON'T_TELL_ME_WHAT_TO_DO
TAKE IT BACK * 3 ahaa~
啊啊啊好棒！！！
To say the jokes used to make you cry~
BUT U... LOOK AWAY...
火钳刘明
确实，后悔了
(和前一段一样 歌词君偷懒
再来亿遍！
"YOU DIDN'T GET YOUR ""LOVER"" ~"
火钳刘明
I LOST MY FRIEN~ FOREVER
DON'T_TELL_ME_WHAT_TO_DO...
IT'S NOT RIGHT!!
不要跟你最好的朋友太“亲近”
Take it back...
(野生歌词君摸鱼
火钳刘明
I put on the smile...
想起乔被劳里告白
火钳刘明
好好听
火钳刘明
先答应了以后甩都甩不掉，周边人都默认你俩了，解释都解释不清
这个画风随便截都是头像壁纸
这个在哪里能听到啊
黄玫瑰的花语等待爱情的意思
bgm哪个平台可以搜到啊
温馨提示：当众示爱是会给对方造成压力的，没有好好考虑对方心情可不要尝试哦
你是个好人
一般这种当众示爱的，如果你明面上答应了，那人就会纠缠不放手，不给你解释的机会
好棒！
当众真的很绑架
有人吗
好厉害
哭了哭了和我的经历一样
现在所有人面前同意，然后再分手？？
火钳刘明
或许有个姓古的也是这么想
图书馆呢
好好听
2X开启新世界！！
同感了 好朋友都没有了
火钳刘明
我的尴尬和这个有得一拼
宝藏啊啊啊啊呜呜
好朋友谈恋爱了，就把我隔离开了。天，我会做到不打扰，但至少我们是朋友，真没必要介意我的存在
太真实了，都是把男生当兄弟，为啥都想跟我发展成爱请呢
喜欢的方式不只有爱情
热门了！！！！
1000+
前面的 绝对不行的好吧
这个画风也是自己制作的么
好听！好看！宝藏↑
火钳刘明
恭喜你发现宝藏
火钳刘明
火钳刘明
啥时候上线网易云呀
火钳刘明
我不想也不愿意伤害谁，我只知道我羞于表达所以我从来没谈过一场恋爱
火钳刘明
开头见
火钳刘明
那其实是信任
好喜欢这一句
火钳刘明
完了这个声音好像自己之前一个好朋友唱的
NB
对不起，当初是我的错
公开答应了很难私底下再摆脱吧
一拍兩散咯，當初就沒想著當朋友
好好听
开局感觉像森林forest
火钳刘明
想起小妇人
太强了
热搜通知书
全能up主！
好好听
火钳刘明
火钳刘明
火钳刘明
再来一遍 好喜欢！！
火钳刘明
好棒
火钳刘明
被朋友表白真的很尴尬
好棒
好过分
火钳刘明
好真实！
所以，到底该怎么办？
您
太真实了
首页通知书！！
这币留不住了
火钳刘明
nb
火钳刘明
得不到就毁灭的大部分都是男的
真实
好喜欢这个画风
再好的朋友也要保持距离
不缺朋友 缺你
火钳刘明
火钳刘明
牛逼啊
当众表白，就像道德绑架
绝绝绝
对不起
对不起
火钳刘明
咱就是说，哪里可以搜到bgm
答应私下拒绝，别人眼里会觉得这女生不好伺候，都这么告白还甩人家，要不一开始就别答应
对不起
太强了！！！！
就是说 咱要学会课题分离
真的好棒啊
再来亿遍
dive in the lake 
火钳刘明
太强了
好耶我关注了就是老粉
这画面绝了
有种欧美的feel
瞬间让我收回了那一丝冲动
火钳刘明！！！！！
火钳刘明
好，这个做得好好看
因为被表白失去了俩个非常好的朋友
后悔了
火钳刘明
火钳刘明
火钳刘明
我现在是老粉了
做的好棒啊！
哈哈哈哈，哈哈哈啊呜呜~呜呜~啊！！！
火钳刘明
这个跟园园的想法一模一样
哈哈哈哈哈哈哈哈
好听听听听…
哈哈哈
好强
这只是以“友情”为手段接近你
太棒了吧
好厉害
咱就是说，哪里可以搜到bgm
1000+
我们甚至连朋友都做不了了……
这种情况还是要先了解清楚 不然要么很对方会很尴尬要么就是自欺欺人
首页通知书
火钳刘明
火钳刘明、火钳刘明、
是我了呜呜呜
火钳刘明
我猜你能看到，so祝你一切都好
牛啊
纯友谊
逼-1
1000＋就离谱
这帧有点像银斯基太太画的峰不二子的一张图
救命太好听了
我喜欢你，可我们不能在一起
救命
火钳刘明是什么意思
救命
啊啊啊啊受不了
喜欢的方式不止一种
或许有某个姓李的也这么想
男女没有纯友谊呀
耳朵怀孕了
火钳刘明
当众表白就是强人所难
超，刚被朋友表白，我不想谈恋爱
用车无人区
厉害
好听
火钳刘明
太强了！！
很棒啊
我的表白是否也会让你难办？
kksk
开头见~
不知不觉又听了几遍
太强了
也就是说我喜欢的可以不光是你个
爱情和友情一开始就是两个赛道
唉
kksk
啊啊啊啊阿好厉害！！！
Up主是个有故事的人
看到这首曲子就很想分享给那个朋友看。可惜我们已经彼此拉黑了，其实一早就该这么做，这样对对方更好吧。
是啊，我好朋友当众跟我告白了，结果他都不想跟我做朋友了
刚打开视频没几秒呢就被迫知道结局了
新人都是怪物
好听又好哭
、
、
、
、、
火钳刘明
男生，表示我也不想谈恋爱，但也是因为这个性格，我正常做事时会被别人误以为我喜欢她，实际上我单纯把她当朋友。
所以我当年给她表白完就提出绝交是对的
真是，早点看到就好了
后悔了，连朋友都不是了
四刷
火钳刘明
好好听！！！
感到悲伤
火钳刘明
好听！！
哈
（打错了 是花语）
火钳刘明
好听！
nb
nb
nb
我不想谈恋爱，不想因为要谈恋爱而谈恋爱。尽管我身边的人都谈恋爱了，尽管他们都问我为什么不。。。
棒
厉害的呀
谢谢！
我太喜欢了
哇，这歌做的好好听
喜欢不一定要在一起，喜欢的人也不会只有一个
好好听啊
每天一遍，防止告白
画的真好
火钳刘明
火钳刘明
一晚上多了3000粉丝
可恶，为什么投币只能投一次？
对不起
被推过来看的，真实了
其实这样挺不好的  
什么歌？
做的真棒
应该确认了是否真的有感情再做求婚
每一帧都是壁纸
这首歌！
感同身受
好汀
喜欢的方式不止一种
恭喜你发现宝藏
让我猜猜，我又发现宝藏了吧（
大数据记得我
对啊呜呜呜呜
好听啊
超级棒啊
。、。
对不起
太有才了up主
火钳刘明
火钳刘明
好听
首页通知书
这是我一直都很痛苦的事
所以她发这个朋友圈是在暗示我吗
这里好棒
与角色性别无关这条声明好评！
太真实了吧
做的真好
火钳刘明
假装同意然后没人了拒绝
喔的天，这样的男的不值得
在哪儿能听啊
孤寡之王不用担心
想到了张予曦
我喜欢你，可我们不能在一起
火钳刘明
好过分
火钳刘明
好棒！！
这种没有感情基础的当众表白就是在逼那个女生
好好看啊
当众表白要在对方都剧本确定的基础上在开始
bgm好好听！在哪里能听！up太强了！！！！！！！
哈哈哈哈哈哈哈我也成老粉了
得不到没必要毁灭啊。。。哈哈哈哈
还好是晚上就俩人表的白  虽然也被拒了  在我意料之内哈哈哈
真是烦那些开屏就剧透的
所以没提前表示暗示过确定是互相喜欢之前真的别瞎搞
kksk
火钳刘明！
救命啊啊啊
当众表白的友人，道德绑架，尬死
被狠狠震惊到了太nice了
呀吼
开口跪！
很难不火
这些点上饼哥就把握得很好
好喜欢这个画风
火钳刘明
考完了考完了
蓝色
火钳刘明
火钳刘明
我喜欢一位高中时的朋友，结果她们都离开我了
太强了
歌是up唱的
好绝！！
顶
唉  我就喜欢钓这你  你不会真的以为我喜欢你 让你去主动吧，你不看看自己配不配？
狗才谈恋爱！！！
绝了
好爱啊
太好听了
好棒啊
发现了宝藏哇
你又不能给他他想要的，为什么还想继续保留他给喜欢的人的那些呢
他一开始对你就不是友谊啊
求一个英文字幕，想学
当你发现他对你不是友谊的时候，就别舍不得以前那些好了，那些是他给喜欢他的人的，何必霸占着
厉害，32个点赞
宁?
分手了
好好听
900多人陪我看
kksk
好厉害
火钳刘明
别的没有，画风好看
哇这歌上头
别难为我啦
现在有很多UP主就是男女之间的朋友关系可是她们总是被说成像是情侣CP就算是知道也还是会去刻还是刻意的
T- T
这转场太太太绝了！
确实，哪怕是我喜欢很久的人，当众和我求婚，我也会拒绝
0.75好评
做得好唉
真实，我同学就这样
好喜欢画风
太太啊！
妙法莲华
太强了呜呜呜
懂得分寸
幸好看到这个视频了，那我先把我的感情放放
我也有个好朋友啊喜欢他，现在看到还是算了
才注意到左上角两个都是BE
好听！
太真实了
火钳刘明！
我也不想谈！！！！！！1
破防了
老粉+1
哈哈哈哈哈哈哈和新概念的插图好像
我真的跟我初一一毛子一样。
红字这是他失败就恶语相向的理由？感动自己罢了
绝绝绝绝绝绝
好棒
耳朵直接怀孕
别让记忆烂尾
别让记忆烂尾
火钳刘明！！！
火钳刘明
以为英文看不懂是吧
首页通知书
火钳刘明
首页警告
KKSK
色彩好棒！
F
菲·瓦伦丁
好喜欢这个画风
你币有了
为什么要以这样的方式表白啊，又不是求婚
好棒
每天亿遍
if
不想谈恋爱，当初为什么又要招惹我呢？ 提出分手后再收藏这样的视频来安慰自己，真的很渣。
If I say yes 
…感同身受了太
RUN AWAY 
TAKE IT BAKE 
take it back... 
希望更新
"Oh, god, take it back"
火钳刘明！！！
除非相处很长时间两个人都隔一层纸，否则公共场合告白就是让人难堪的道德绑架
Dive in the lake
只要我没有道德，就不会被绑架
Chasing train
火钳刘明
副歌好好听
但我真的爱你，无时无刻想你
好听又好看！！！
你没得到你的恋人，我失去了我最好的朋友
上面那个说不公平的红字怎么想的，难道你喜欢别人还非得别人喜欢你啊
万般皆是命，半点不由人
火钳刘明
火钳刘明
所以在确认对方心意之前不要当众表白！！）
那这里已经就不算爱了吧
是的 我不想失去一个难得的异性朋友 一时间太上头了 回归自己生活先
好好听！
火钳刘明
火钳刘明
火钳刘明
想到FRIENDS
kksk
从小一块长大，当时肯定没那个想法啊
黄玫瑰的花语是纯洁的友情
画风好喜欢啊！！！！
好好听！！
黄玫瑰的花语绝对是纯洁的友谊，因为我送过我前男友，我觉得我们做朋友更好。害。
时长2.50细节
呜呜呜呜
复杂的一直都是人
好听
看的有点想哭…以前的友谊也回不去了，和现在的自己是一模一样的啊
啥时候上架啊
火钳刘明
好听
我还是挺喜欢你，但你不用知道了
哈哈哈哈哈哈哈哈
好可爱哈哈哈哈哈
前面的打脸吗
首页通知书
这可是青梅竹马十多年...居然因为这种事闹掰
火钳刘明
火钳刘明
火钳刘明
有没有单纯被歌吸引的，呜呜，求英语字幕
好好好听
火钳刘明
真的好好听啊！！！！
我太爱啦！！！
火钳刘明
不，黄玫瑰代表友谊
我想谈
看完了又想去找人家道歉了
好强
"Take It Back,"
这里我觉得也正常，其实这种时候互相先给出一个空间才是对的
哇
卧槽
这就是为什么我不敢和他说喜欢
同一件事就是在双方眼中不同，没办法
新人都是怪物
T_T
恭喜你发现了宝藏
发现宝藏！
？？？？？
草啊，一厢情愿还非要人从吗
这种人最好不要碰，不要试着跟他交朋友，这种人，真的很恶心
强
阵斩之报！
很好听！！！！！！！！
当众求爱是为了秀恩爱吧，是为了得到更多人的祝福，还有充实女孩的幸福感……
这歌不错啊很有莓莓风格
青梅竹马，最开始还是纯的
他们真的看不出不可能接受吗？太尴尬了好想死
跪求bgm！！！！
火钳刘明
呜呜呜
不想谈恋爱了，太累，太折磨人，太痛苦了！
看了五遍了呜呜
哇塞
kksk
好喜欢这种画风
好厉害！
1.25绝了
其实被拒绝了还是可以当朋友的
好好听
恭喜你发现了宝藏
百万合影
百万合影
火钳刘明
哈哈哈哈哈哈哈
这句封神了爱了
哇
歌好听
百万播放打卡
画风好好
找到双方都很冷静的时候再谈感情吧
1.25倍速我可以
火钳刘明
好听
鱼:我被水淹死了
着就不是喜欢了，占有而已
这正是我最近的烦恼
好治愈怎么办
这也太棒了吧
火钳刘明
考试前的那天我被…太真实了谢谢up
火钳刘明
火钳刘明
爱了
不会跟你说啦 遗憾就遗憾吧
唉
我是老粉丝了
首页通知书
Diving in the lake
Diving the Lake
别想了，你不可能被告白【doge】
Diving in the Lake
好听哇！画风也很棒！
Make me scared
好听
卧槽，是我和我朋友
喜欢你也不是我能决定的
确实，非常后悔
kksk
质量好高 b站缺这种up
怎么就没有纯友谊呢……不要因为你没有就否定好吧
兄弟们猜我怎么回来的，我点快捷点三连点回来的
爱了爱了
爱了爱了
爱了爱了
爱了爱了
好真实
我终于会唱了！
会唱了会唱了
最喜欢那段envious slurs
这一句有人发一下词吗我听不出来
就算是互相喜欢也不喜欢被当众求爱感觉不被尊重…
火钳刘明
好，还是不表白啦
817个小可爱
太棒啦
好好听
每日一遍
lover更多是偏向情人的意思，指的是小三
首页通知书
我拿你当兄弟 你居然想要泡我
往死里踢我
出不去了
泪目了
这段好听
6
好害怕，真的，我喜欢我最好的朋友，但她不喜欢我，看到之后真的不想表白了就做朋友吧
这句点睛之笔！！
火钳刘明
很好，太真实了
神仙up主！！
这里的和声也好棒！！
棒棒棒棒棒棒棒棒棒棒棒棒
初二三的时候真的泪了
三连三连！
画风好爱呀
好厉害！
火钳刘明
砸瓦鲁多！
Best Friends
谈恋爱真的好难
副歌真的好好听！！
扎心啊，但是劝人向善是好事
可以轻轻拥抱一下 说 我也喜欢你 朋友的喜欢
牛批
best friend
没来由的开始，慢慢地悄无声息的离开
火钳刘明
我高中有个女哥们，结果高考前给我表白了，心里也是很难受
火钳刘明
求求了 我真没什么 你别为难我了！
防止告白
火钳刘明
“当众表白就是道德绑架”
火钳刘明
好有霉霉的感觉
呜呜呜
火钳刘明
1.5绝绝子！
kksk
火钳刘明是什么意思？？？（疑惑）
火钳刘明
这个“ha”真的好帅啊啊啊啊
！！在站B也找到妈咪了！
太绝了
但是又好真实
画风绝了呀呀呀呀
后悔 释怀
【
首页通知书
两难的选择……
開口跪
很遗憾，也很现实
一厢情愿真的会让别人很难堪
自己一厢情愿而去强迫别人
得不到就毁灭
一千多人正在看
其实这一天迟早会到来
好好听啊
但我希望我们还可以是朋友
我的天呢、
我的天
太可了
太有才华了吧
真实
好棒！！！
为什么你这么牛！！！！！！！！我喜欢你的才华和灵魂
太棒了！
或许有个姓许的也这么想
火钳刘明
恭喜你发现宝藏
画风好赞！
好好听呜呜呜
卧槽
我有两个玩的好的异性朋友都是这样没的……该怪我太蠢把他们当朋友时没察觉他们的心意
现在已经完全没联系，再也没有能够一起玩的异性朋友了
火钳刘明
kksk
画风好棒
三连三连
太强了太太
"男生就是要追女生,目的失败了,维持这模棱两可的感情男生会很尴尬"
怎么说明
火钳刘明
牛的
家人们绝了就是说
真实了就是
好好听啊
对，确实有霉霉的感觉，不过这个更温柔一点？？？
太好听了啊啊啊啊啊啊啊啊吹爆
我深有感受
1000＋？
性别互换...
真正喜欢一个人被拒绝以后是不可能做朋友的，因为那样会更伤心
kksk
火钳刘明
好好听
和好吧，求求了
真的太喜欢up的这个视频了！太有感觉了吧！！！！爱死了！！！！！
火钳刘明
对不起
火钳刘明
我现在的情况......
真的想和好啊
他不肯理我了
各位亲，这里建议1.25倍速更好听（个人感觉）
不要当众同意再私下拒绝！！！！
搜索栏通知书
第三遍
汽 可还行（
有感同身受
画风好喜欢！
360p好有感觉！！
对不起
当众表白就是道德绑架
痛心了
真的不甘做朋友，不甘甘他人得到你
我的妈真的好喜欢这句
喜欢有很多种方式
火钳刘明、hph
！！男的过分了啊！
Shit 
我倒是希望某个好朋友向我表白
火钳刘明
火钳刘明
可恶啊，为什么只能三连一次？
一开口就有币了
恭喜你发现宝藏！！！
一模一样
前方高能，俺个人最喜欢的一句
世间安得两全法，不负如来不负卿
淦，只能投两个币
底部发英文字母挡住中文字幕的我真的不理解。。。
救命太好听了吧
再来亿遍
上头
第n遍
我和她私下表白的但她已经不想和我继续做朋友了
李老师对不起T_T我真的后悔呜呜呜
每日一遍，防止恋爱
火钳刘明
这段真的真实，我……累了
就离谱
这几句take it back真的听着很像say goodbye
kksk
太真实了啊喂
为什么我看到这里哭了
还有就是想当众求爱麻烦一定要确保对方喜欢你！
草，好真实
kksk
kksk
火钳刘明
随便截一张都能当壁纸系列
kksk
男女之间就没有纯洁的友谊吧
我不想谈恋爱，啊！
火钳刘明
别人喜欢你的就一定要接受吗？每个人都有拒绝的权利啊
男女之间不存在纯友谊
好真实啊
看得到吗 怂
直接开口跪
火钳刘明
歌曲上架了，网易云：tak It bakcdemo
好漂亮的画风，SUKI SUKI SUKI
我向往自由！我要谈恋爱！
我听前奏就想给他三连了
感觉这段的节拍和唱词没对上……听起来很怪
恭喜发现宝藏
哇塞
这首歌上架了就把我踢死吧
牛逼
留给彼此空间
这涨粉速度
看完我可能知道了，我向我朋友告白，他就非常难堪尴尬，现在连话都不好意思讲，暗恋还是留在心里吧
好听
you didn't get youe “lover”   I lost my friend forever
白嫖失败
焯
好好听 画风也好爱
可是我和你做朋友本来就是因为喜欢你啊
哈哈哈哈哈哈哈哈哈哈哈哈
好好看的画风呜呜
草
被拒绝了当朋友?你不嫌尴尬我都嫌尴尬
还行，我也就听了几百遍吧（正在面对这种情况，不造该咋办qwq）
果然火了
每天一遍！！！！
好听
牛逼嗷
穿越时空的少女
音乐手书绝了
好棒好棒我好爱
火钳刘明
握草！！！！！
超喜欢了！
火钳刘明
本没纯真的异性友谊吗？    有       没有
火钳刘明
火钳刘明
不是说了拒绝之后 那人恶言相对吗
一个视频4.3万粉？？？
喔！这个画风我就爱了啊！！！
(
0
别刀了
枯了
真实
火钳刘明
kksk
好家伙，我和那个男人一样（呜呜）
火钳刘明
经历过，感觉很让人不适
为什么男生和女生没有单纯的友谊
虽然会觉得遗憾，但现实就是这样
宝藏世界
赞\(≧▽≦)/！！！
他自找的
学习学习
三连送上
火钳刘明
刚刚同意表白就刷到。。。
火钳刘明
很好听
火钳刘明
画风救命！！
太棒啦！！！好爱！！！
火钳刘明
所以为啥要在那么多人面前表白，本身就有利用舆论迫人的意思。
我要这币有何用
害
火钳刘明
≥尽快咯拍；【'】、
火钳刘明
男女之间本来就是这样，唯一的遗憾就是女生不喜欢男生
这个过分了
真实
将流言当做武器这个真的受不了
真的1.25超赞
没确认对方对自己的想法 ，真的，不要当众表白，不仅伤害了对方，也伤害了自己 
972
我最近就是这样。。。
不是刻意接近，这是青梅竹马，只是后面对方控制不住感情了
火钳刘明
kksk
希望我们还能做朋友
火钳刘明
好好听啊啊啊啊啊啊
kksk
好听
我也不想
过于真实
太牛了
火钳刘明
火钳刘明
前面的说的没错饼哥把握的很好
火钳刘明
超级喜欢
首页通知书
人间真实！！！！！
真的无语
真实，我同学就这样
kksk
求野生英语字幕！！ 
好听
火钳刘明
颜色对比真的很喜欢！！
6667
想求英文歌词呜呜
火钳刘明
首页通知书——火钳刘明
真的是，我就因为这种事和我的一个好兄弟没说过话了
s
其实我也只想和你当好兄弟，但我很害怕你身边出现那个她
蓝屏了
错拍是比较高级的唱法来着……不是谁都能做到的（回复下面
不知道多少刷了
太牛了
如果是朋友，被告白和告白的都真的痛苦
太真实了。。
呜呜呜呜哭了，真的话在我心里了
火炬刘明
哈哈哈哈哈哈哈
这就过了。买卖不成情谊在嘛
针不戳呀
这句反复听！！好好听呜呜！！
黄玫瑰还有道歉的意思！
恭喜你发现宝藏
吹爆up的音色啊啊啊啊
我开弹幕了吗？
good
现实
这歌好好听有音源吗
我太能理解了 因为这样我真的失去了集合好朋友 唉
！
火钳刘明
恭喜你发现宝藏
太强了
666
火钳刘明
火钳刘明
太好听了
be a huge disaster
《人间真实》
一厢情愿让人挺苦恼的
太牛了我趣
宝藏诶
1.25倍真的绝绝绝！！
1.25倍真的绝绝绝！！
1.25倍真的绝绝绝！！
黄色玫瑰花语有对不起的意思
火钳刘明
啊超，跟我的情况一模一样
继续做朋友吧
为什么转发少呢？
该说不说，祝你在一中安好，我们此后估计是再也不会见面，听闻你喜欢刷B站，这万千条弹幕中，你若能看到，是我极大的幸运
火钳刘明
卧槽第一句我就沦陷了
超有感觉
我也是，刚刚貌似被表白了，真的只想做好朋友啊。
kksk
kksk
kksk
DIVE IN THE LAKE
SINCE WE WERE EIGHT
LIKE SIBLINGS
NOW THAT LOOK IN YOUR EYES
IT'S NOT RIGHT WITH A CHEERING CROWD
"HIDE MY FACE ,  RUNAWAY"
SO WHAT!
TELL SILLY JOKES THAT USED TO MAKE YOU CRY
EMPTY ROOM DEATHLY SILENCE
要是早点看到就换了，她估计也是这么想的吧。。
笑得那么开心是因为这个笑话是你讲的啊
对不起＞人＜
恭喜你发现宝藏！
三连送上
绝绝子
火钳刘明
可以当面答应后面说清楚
呜呜呜是我了
牛
喜欢
想哭。。。
你币有了
火钳刘明
爱了！！！！！！
好看诶
srds女生男生都好好看啊
太好听了
kksk
