这样一看，这么多年确实进步很大
乔布斯 黎巴嫩裔
致敬！
腿太长了
博尔特这个后程没的说
英雄
慢放其实是博尔特步子大，频速度差不多
当年不幸遇上了世界最强之男
最好跑步身高是一米八多，博尔特还有先天缺陷，但天赋惊人
背后这个小姐姐的眼神哈哈哈
黑人多
唯一一个非黑种人
安州牧BGM
这是我见到过唯一一个4000多人正在观看的视频
都是黑人
这个真没必要纠结，苏神突破了并且激励了我们就够了，客观上人种是有差异的，只是正常人根本达不到比拼人种天赋的档次
英雄的配乐真的把古老的东方大国的底蕴，演绎的淋漓尽致，气势磅礴
佩服！！！做出这样的决定，太不容易了
致敬
自废武功，得天下
不破不立！
泪目
是英雄的剧情bgm吗？听着像呢，
作出改变太难了
致敬
全体起立
腿太短了
伟人
亚洲之光，和平年代的民族英雄
致敬
种族确实有影响
举例还举一个亚裔你怎么不举白人？
伟大的运动员
破后而立
我是中山人。为苏神感到骄傲
滚尼玛
别尬吹了，那个时候苏炳添起泡抬头就是技术上有问题
起跑抬头后半程根本就是无力的
jobs？
我要这币有何用？？？
不破不立
韩国人啊，碧潼奥运会可是长跑拿了很多奖
据说现在苏炳添的教练特别牛逼
且听龙吟
不是，这里对比好歹性别一样吧。。。
非人类
我的内心里也住着一个苏神
致敬英雄!
头发剪短，是不是能更快一点
涅槃重生
哪一年全世界最强的8个人
做了一个违背自己的决定
自强不息，始终在我们的血液里流淌
应该再加个撞角，应该会更快
致敬
乔布斯
苏炳添爆发强，博尔特加速强
唯一的非黑人
这肌肉富有弹性 充满爆发力 i了
伟人的声音直接泪目
好像有一段时间换起跑脚了？记不清了
呵呵  中国营养起来之后平局身高已经多了10厘米，多吃肉蛋奶，别信西方所谓的环保约束
致敬
呵呵  中国营养起来之后平均身高已经增加了10厘米，多吃肉蛋奶，别信西方所谓的环保约束
那时还没有新冠 不用带口罩！ 我也还在像个孩子一样无忧无虑
鞠躬，犀利
不是啊
这时候还是右脚起步
跟玩似的
虚心求教，左脚起跑和右脚的区别是什么
这牛逼
都是黑d人
gogo
博尔特半决赛大放水
亚洲奇迹和世界奇迹的对决
这视频到底是不是原创
这肌肉好性感
前六十米苏神是真的顶阿
起步好强
苏神开始换跑法，这是何等的毅力
跑习惯得人可能会感觉到，突然换一只脚起跑老奇怪了，不适应滴很
bgm真赞
致敬
泪目，不破不立，有几个人能做到
--------------------------------------------------------------------------
白皮那帮渣渣
5000+
这个大腿肌肉！
苏神，我的神！！
5000+，苏神永远的神
火钳刘明
博尔特
体格差距简直悬殊
全体起立！！！
苏神的偶像是刘翔，拜访不止一次谈当年的事件了
伟人
英雄BGM？
还有音乐
5000+
我男神
又放水
5000+
不破不立
一瞬间以为是安州牧
唯一一个黄人?
苏神
不破不立
回忆杀
他的背后有一颗星！
全体起立
yysy东京奥运会的100m场地确实牛逼
暂停！此时苏神领先博尔特
+
泪目
神！！！！
转场就是一支强心剂!
up的毫无干系用词略为不当，希望看到视频的每一位朋友有自己的思考与见识
神出场了
宗指
我又刷多了一遍
乔布斯！！！
5000+
苏神是左撇子，左脚更有力
哪只脚更有力就用哪只脚做起跑脚
背景乐：电影 英雄 里的《苍》
致敬
致敬
博尔特真不是一般人，美国各种给自己人打药还是一点机会都没有
走自己的路，让别人说去吧
这是英雄的BGM吧
苏的前60m的速度是当世顶尖
5000+
全体起立！
Chinese
标杆
博尔特天生就是跑步的身材，苏神的身高绝对劣势，能有这样的成绩已经是匪夷所思了
好高
好
神还在当时
21世纪最伟大的销售员
太猛了苏神，最大的年龄但是最好的的成绩之一
论外教的重要性
年级最大 真的难得 苏神
那时肌肉量还没上来，持久力欠缺，10年后起飞
5k
肌肉上来了
他不只是个运动员，他还是个副教授啊，为黄种人在学术上找到奔跑的方法
腿长
这bgm太有感觉了
这个视频牛
又是不破不立，，
up太棒了！
想到一个人的眼神是藏不住的
SO FUXKED！！
真 镇站之腿
好帅
帅！
拿男的比女的可以的
真是振聋发聩
唯一一个黄种人
短腿长身？
5000+
致敬这些鼓励我们的所有人，无论我们能否做到，但是有人是相信我们的！
苏炳添前二十米就是赢了博尔特，有问题吗
苏炳添前二十米就是赢了博尔特，有问题吗
6666
神
60米苏神还真可能干掉博尔特
苏神！
致敬
无比想念
这大腿
致敬伟人
起来；
跟腱
苏神 yyds！
这压迫感
黄种人的骄傲
神
我可以，我们超越，我们              创世纪！！！！！！
好帅
理个发 能跑更快
致敬
这是乔布斯吗
过去一百年，没有一个黑人晋级过奥数决赛
博尔特背后一凉，打了个寒颤
世上没有永远的真理
一眼万年
这些叫兽 啧啧
我生气了
张艺谋的英雄 好评 好评 
立意拔高了
牛逼
我心里苏神no.1
神
动作指导：吕小军↓
l
英雄
比起以前倒数第一第二进步很大
只能说谦虚也要适度吧
升华了
感谢教练吧
身体已到瓶颈
我曾经说过，苏炳添的成绩，就如黑人可以进入数学奥林匹克竞赛，但是至今没见过一个黑人能进入数学奥林匹克竞赛。
这么帅?
and now you see。
阿添
没办法人种不同
华夏！
这个决定好难
他是亚洲人的骄傲，亚洲人团结起来
好东西在外网
天呐那个年代遇见王者
苏神就是吃亏在身高腿短了
你们白人也不行啊  还韩国。。。
什么时候100决赛有一半黄种人再说这话
当年的苏神，跟现在比，好瘦
好剪辑
白人更没有   
博尔特简直是大一号
为啥这课听着那么不舒服
不要以肤色，而要以品格来看待人
这个胸肌的抖动
你抄我安州牧BGM？？？
决定：写论文！
他几时不帅过！
谭盾
如果有一天发现自己所处的世界不是自己想要的那样，那就努力创造一个自己的世界吧
这肌肉太漂亮了
甚至看不到一个白人
同款鞋不难 同款腿之间差一整个人生
致敬
现在的孩子越来越早熟了
很多人没这个勇气的，要重头来
hero的bgm
致敬
全体起立！
这个镜头莫名守元
5000+
苏神就是神
名场面
种族优势，没办法！除了他全特么清一色黑...
破而后立
致敬！
马头琴？
苹果已死 如果乔帮主还健在 恐怕现在的苹果产品早已再次刷新我们的想象
苏炳添加油
肉蛋奶永远的神
中山古镇镇人
你好和我一起看视频的6000多人
我也是中山人
傲慢
哈哈打脸，苏炳添真的是证明了一些东西为全人类
他好帅啊
火影是吧 哈巴打一打啦
这腿短？？？
我乒乓球业余直拍换横排都难受的很
苏神的身高确实限制了苏神的部分能力
苏炳添中国人的骄傲
如果苏神身高能高5公分，绝对能跑进8.70秒
5000+
这真的是一脚踢死人，这肌肉力量感太强了
有种孤胆英雄的感觉
up讲的好
jobs
致敬
后来苏炳添就改进了起跑技术
致敬
牛啤！！！！！
换起跑脚了
起步好快！
高翻
伟人！！！！！！！i
傲慢与偏见
致敬
深
致敬
你币有了
神，博尔特
xiaoshun
苏炳添是祖国的骄傲
英雄！
中国孩子肉蛋奶坚持跟上。。大家就会发现。。小短腿是白种人！！！
苏神这个臀肌，国内没有第二人拥有
打脸不 
致敬
不破不立
致敬英雄
那是最后一代
当年刘翔只身杀入全是黑人的110米栏还夺冠了，多牛逼
种族有不同，人与人都有不同好不好
你一定能够成为你想要去成为的人你一定能够成为你想要去成为的人你一定能够成为你想要去成为的人你一定能够成为你想要去成为的人你一定能够成为你想要去成为的人你一定能够成为你想要去成为的人
致敬
不破不立
这双腿说是人类宝藏不过分吧
这个确实，就女模特这个来说，黑人真的有很多比例超绝的
他的腿和我的腿都是肉做的
这一百米跑几步都是确定的吧
怎么还有人说什么身高，说实话苏炳添高了还不一定跑的比现在快，他现在这样就已经是最好了
这确实有道理
BGM肃穆差评
6000+
剃个光头估计还能快一点。
他好帅呀 苏炳添
感动
失败也无所谓了
黑人就是为运动而生，当然，前提是努力，每个人都需要努力
世界名画
苏英雄硬！
苏本炭
bgm棕旨？
旁白的声音好熟悉，斯诺克赛场经常见到的司仪罗伯沃克？
苏神成神记
国足还有二十年加油
十年磨一剑
第二遍再看，我已成老粉
b站多少人骂黑人的时候很积极，谈短跑的时候说没有种族差异
6000多个小伙伴你们晚上好呀
6000+
求bgm
棕旨
背景音乐好听
帅啊
怎么可以这么帅的，我是一男的啊
感觉博尔特都没有发力
我的天，这肉
全体起立！！！
致敬
唯一一个黄种人
致敬
6000+
身高差太多了
田径100米这个项目非常非常重要
全體起立
6000+
博尔特不是去踢球了吗
讲哩d，变通就有路
全是黑人
为大神增加弹幕
伟人
致敬伟人
60米谁都不是对手
这肌肉，动感十足
诸神跑道
5
诸神之战
致敬
6000+
博尔特太离谱了
致敬
人家说的没毛病啊，那些民族主义的闭嘴吧
也没看到你们白人阿
记得跑过室内60米
博尔特过于卖弄自己天赋了，苏神加油！
世界上最快的男人
全体起立
腿长频率也会变低啊
博尔特这么高的短跑快才是奇迹
不是那个层次真的无法理解这个左右脚的区别，苏神加油！
绝望
博尔特的身高也是缺陷
致敬
东亚有苏炳添，白种人呢？怎么一个都没有
苏神
致敬
致敬！毛委员！
闭上眼睛冲刺，张开眼睛不要想
这大腿真tm壮
现在身材比当时壮了一倍
致敬
在一帮子黑人中间
致敬
6000+
致敬！
电车跟hypercar比
小排量涡轮增压和V8大自吸的区别
respect
笨蛋只会改变目标，而聪明人则会改变方法苏炳添牛逼​
开始了
对
此时指玄
苏炳添是所有黄色人种的骄傲
从此刻开始苏炳添成了自己论文的中心人物
不破不立
致敬
立马想起了刘翔
这个BGM是不是当年张艺谋<英雄>里面的BGM
这人就算了，喜欢嫖
我去，炸裂
腿长的优势吗
none?
全体起立
黑人近代祖先都是打猎为生的，跑步能力进化的更好啊
好像步数都是一样，就是腿长，每一步都垮的远一点
致敬
励志，感动，学习
31岁老将
中国最快的男人
全体起立
真好听太棒了配乐
肌肉力量是非常重要的
不是倒数第二而是世界第七
麻了麻了，看得人都麻了，太厉害了
崛起！！！！！！！！！！！
苏神你很棒了
佩服
真的，我觉得苏是自刘翔以来最伟大的田径选手。
那时年龄还很小
6000+
致敬
这个肌肉
很厉志很感动
所以苏神真的很棒
。。。
致敬
尊重客观事实
全体起立
致敬
超越啊啊啊
BGM是电影英雄里的吧？
致敬
致敬
？？？？
6
太棒了 
热血无赖电台音乐
在YouTube看过，感谢讲了这么好的故事
5000+
个别案列代替普遍现象，这逻辑？几十年出个苏炳添这不正是反证？
5000+
没错博尔特真真的偶像yyds
致敬
老外认知里面说到亚洲第一个想到的就是韩国 
致敬
好帅
苏神是唯一一个年龄3字头的选手
潜山
腿长
短腿长身在易经中来说是有福之人
《有什么意思》
都人高马大的
666
苏神！！
但你可以看到  中国人！！
苏神牛逼！
苏神的肌肉太美了
诸君，且听这龙吟
爆发力 跑步姿势 一共多少步，都是科学的
这一百米跑几步都是确定的吧  200米都是
这就是竞技的魅力，无限突破！！
笑死，人家有资本你个健盘侠在这指指点点什么呢
苏神的努力弥补了一部分先天的劣势，respect。但不代表不能承认先天种族差别。
神
强行让自己开始的时候慢一点，后面能更快
你真的很厉害
打破偏见，我们可以！
全体起立
让他们去说我们，这也不行那也不行吧.中国人民不屈不挠的努力必将稳步地达到自己的目的！
泪目
腿长不是优势
这个腿长优势太大了。。速度起来后步长优势很大
倒序好评
最伟大的人
我靠，我以为是搬运，没想到是原作者。yt在之前就点过赞了，b站再投币支持一下。
苏神
为了目标大胆变革冲破舒适区
我站起来
致敬
？
力量就是基础
这是2012年伦敦奥运会
这是2012伦敦奥运会，不是2016
身高没有优势
回头望月
牛逼！！！
励志
成功的路上是孤独的，但成功了就很牛逼！
全都是黑人。。。。
跟原版有点区别，P过了
抹去记忆，从头再来
美版乔致庸
就是打你的脸
其实黄种人各方面都很强，没开发
全体起立
亚洲的骄傲
短跑天花板！
三连给了
好像nvist 隔壁building的教室
这个时候换左脚真的是一件很挑战的事情
因为能上场的都是自带天赋的，所以我觉得天赋还是分级别的
智力差好几点？卧槽
想杀一个人的眼神是藏不住的
中国的骄傲，亚洲的骄傲！！苏神！！
求所有bgm
实际上苏炳添9.83这次的前60米破了世界记录，比博尔特都快
高超声速武器，美帝快乐弹
我就纳闷你有什么资格评论博尔特过于卖弄自己天分，苏神很强，你觉得能跟博尔特比？
这个人被美国抨击，因为做了这种实验
stfu
当时确实没注意苏炳添
胖版的乔布斯非常的凶
小米NB
这bgm好棒
人种是有差距的
刘翔8改7 
博尔特就离谱...终点之前减速
亚洲的神
中国跑步王
我觉得如果在鞋子上研究 人体工学什么的 应该会增幅不少
致敬
博尔特身高并不是缺陷，我知道肯定有人说高一点重心不稳，但是只要体型是健康的，不受太大影响又不是2m多
比较优势的身高180-190
以三连
已三连
很感动 苏炳添yyds
666
博尔特：？？？很快嘛？？？
太高了腿也迈不快
为人您好！
博尔特中程确实快的离谱
从基因角度来讲，日韩的基因复杂度小，出天才的概率就小，但华夏基因库丰富。
TMD 没看字幕我还听懂了
英雄？
刘翔yyds苏炳添yyds
好帅好厉害
adozen…不止好几个点了，起码12点了
破而后立
敬礼
身高差太多了
这种研究应该闭门进行，课上公开说几乎冒犯了所有人
听的热血沸腾
bgm 张艺谋《英雄》
？
我真的很讨厌“这个世界就是这样的”这句话
不破不立，破而后立
好心酸呀，谭盾的音乐。让我想起了老谋子的朋友
这小腿肌肉真漂亮
这才是要追的星，而不是什么娱乐明星（当然除了杰伦)
180-190？
致敬
好像都是黑人，除了李炳天
到了这种境界，你可以认为换左手写字
全体起立
博尔特这后程也太离谱了
都tm的给我看！！！！
牛逼牛逼牛逼1！！！！！
苏炳添！！！！！
乔布斯啊
白人也没有，呵呵
10秒0几有什么意思
抗争！！
和郑恺电影上有点
太对了
hh
全体起立
180-190笑死，b站短跑大神真多
一群黑哥哥中间就他最亮了
他频率比其他人快好多
如果能多休息一下就好了
六刷！
不破不立！
其实苏炳添适合踢足球，足球就是要前30米的冲刺速度
100米还能散步就离谱
棕旨
60米最快
苏神
难怪bgm这么耳熟，热血无赖好评
31岁！
身高并不是优势，博尔特例外
这有啥好在意的，起码他知道韩国人不是黑人
20米，那个时候的苏连半程都没有胜算
英雄的bgm
Jobs
直接突破了种族的限制，NB！！
乔帮主
全体起立
苏神的大腿握草了 替我一脚我会不会住院呢？
放水了
博尔特就是挂逼《物理》
波尔特有生理优势 他小腿一个部分是比别人都长的所以可以做到步子大频率高
起立，敬礼
这个三连一定给了
破而后立！
苏炳添永远的神！
黄色人中在奥运会100米已经非常厉害了
这片子质量绝了
bgm不错
人家说的比例，你搁这儿说身高。真是驴唇不对马嘴
苏炳添真的厉害
无敌的闪电！！
确实是这样肯定不多，苏神也是天才中的天才冲杀进去的
刘翔和苏神给黄种人做出榜样，我们的极限不仅于此
打脸
卖弄天赋怎么了？有实力就是为所欲为
并不冲突
乔老板
换脚真的很难
不会看到很多，对的啊
全体起立!
这个小姐姐腿很长啊
一群大老黑中的黄种人，看着就爽
二刷
当初为何黑刘翔
乔布斯
前面的，不是突破种族的限制，应该是没有限制
《有什么意思呢》
牛逼！
真的牛
右脚选手改一下很难
战鼓
体型这个是事实，黑人运动员也有不擅长的运动，譬如游泳
这才是我们应该点赞推荐的吧
好像在玩游戏
全体起立，敬礼！！！
那会儿还没改跑法
苏炳添！
这视频真的做得太好了，up牛人
人种智力差别沃森证实了，就是发现DNA双螺旋结构的沃森
有什么意思
博尔特还看看了摄像机。。。
博尔特200m才是他的特长，本身腿长起步就比所有人慢
换脚
致敬
唯一一个非黑人种
热血无赖的bgm
博尔特离大谱
《还是跑十秒零几的话有什么意思》人言否
致敬
致敬！
可惜被那个抢跑的影响了
629983
但他恐怖就恐怖在他腿长的同时步频也很高
英雄的BGM
这个女的是韩国吗？身材比例已经很好了吧
博尔特196呢
才两分钟已经快看哭了
致敬
左脚，天翔龙闪？！
再来一遍，我们可以
老外觉得亚洲是亚洲，中国是中国，主要是中国的制度跟他们一样，觉得我们是异类
改变
老外觉得亚洲是亚洲，中国是中国，主要是中国的制度跟他们不一样，觉得我们是异类
神的声音
博尔特这个太离谱了，后半程感觉都减速了
亚洲最强
飞翔的中山人
天啊，这个腿长。。。
这身材，这肌肉，爱了爱了~
起立！
+-+
事实证明身高不是问题
《神的低吟》
振聋发聩
差好几个点…真的透透的
韩国是发达国家比较早，那时候虽小但强
亚洲人也会有人不承认不适合跑步的…可以理解
博尔特感冒了都不敢吃药
沃森因为这个言论，被他所在的科学院没收了全部荣誉
博尔特一年被尿检将近200次，睡觉前不敢上厕所，怕第二天早上被突击检查尿不出来
英雄？
肌肉线条太美了
致敬
一步抬头法，起跑快，但是后程注定跑不快
现在的高科技基本都是继承自欧美，真的没得黑，没有欧美别说手机电脑了，有没有电都是问题
博尔特后半程发力，是真的快
这是在陈述客观事实，并没有歧视，别乱怼
致敬
31！
突破
国足看看人家肌肉
泪目中华崛起
真神
全是黑人
全体起立
委屈我全部都是空气
苏炳添是永远滴神
最快的人，没毛病
想干一个人的眼神确实藏不住
我们更早进入农业文明，总体上并不需要长腿短身去捕猎
重新定义还有什么意思
一百米跑几步不确定，跑步每一场节奏都会根据对手有变化，但跳高跳远步数确定，田径里叫步点
博尔特短跑身高其实偏高，但苏炳添偏低
身高不是绝地因素，但身高绝对影响上限
头皮发麻
三连再刷
全体起立
致敬！
....
又有多少
172.苏神的身高，一个南方男性的身高！
你博大爷还是你大爷
神
在世真神
起跑抬头过早
神
那为啥不说白人呢？呵呵
百米短跑开场真帅
