up可以试试用连续拍照拍出连续效果
特别说下背景是变成大猩猩的悟空，而不是某些奇怪的带鳃生物（虽然我一直以为是）
那个类鳃物是城堡的顶部
永远爱goku
好活
桂林山水
太强了哈哈哈 三连了
大场景！！
绝
猩猩计划
这个布玛有点敷衍了
我已经无法白嫖了
我120帧，看着很流畅
用心了 牛通
大佬，geidu
大佬，给跪了
好评如潮
好像皮影戏啊，挺有趣的
大饼
哈哈哈
二郎腿一翘～～～
这才1000多粉？
有思路！
科技水平越低，成本越高
666
哈哈哈哈哈
三连了
帧
感动了
66
卧槽还有立体效果
还有3D
爷青回
1000粉的up主整出了100万粉丝的活
流哔
币有了
应该配上原话  感觉还原度好高
666
画的好啊！
谢谢
……厉害
死神吧
文体两开花
牛逼
童年
呜呜呜童年！！
人才人才，出全集吧
投币比赞多，真nm优秀
爱了
还有3d建模(◉ɷ◉ )
一秒眨10次眼，好累啊
秀儿
细节了
不做一个P2对比版真是可惜了
想法真好
牛批
原版是纯手绘，可不低成本吗
大气
可以可以
鬼灭之刃
牛批啊
太牛了！！！
这是皮影戏吗
精彩绝伦
眨眼补帧还真特娘有用。。
大制作
《低成本》
大场面！
无敌 太酷了！
光能使者来一个
太厉害了！
哈哈哈
三联有了
这成本也不低啊
做的好棒啊
该裂开来的终归是要裂开的！
厉害
质量太好了
小学六年级看七龙珠午饭都没去吃
这不投币不行啊
分镜被你玩明白了？
hh
三十几岁的我，这眼泪都止不住
感谢啊  用心了
哇
龟仙人
真的真的很不错，治愈
这些个颜料也不便宜吧
火钳刘明
应该是剪的，自己画不出来
币有了
挖槽
有感觉
火了
粽嗦粥汁，闪电是从大地上发出的
晕车了
片尾什么时候安排一下
挺废纸啊
其实葫芦娃就是这样拍出来的
突然有点想哭
牛逼
阿婆主肝还好吗
你币有了
勾起陈年往事
我试了一下眨眼有时候感觉真的在看视频一样
别拿原版来骗我
怀念
再来一遍
妙啊
爱了
一毛一样
给跪了
这明明高成本
硬核起飞
大制作啊
厉害了
第三遍
太有内味了
有点意思
经费爆炸
流弊
爷青回
要这币有何用
666
打盹补帧
哈哈哈
这哪是补帧  完全就是意会啊
卧槽
太秀了，曼秀雷敦般的秀
不是剪的，你看至少up的视频，自己画的
眼睛疼
人工老鬼了
动画也是要一帧一帧画下来的，
做的不错
动漫也是要一帧一帧画出来的
妙啊
这很难不投币了
来个钢炼吧，大神，巨人也行
这成本太高了
来个钢炼或者巨人吧，大神
3D建模
厉害了
牛蛙
开启眨眼补帧
低配？这是顶配好吧
开头见
这是画的？你说这是原片剪下来的我都信了
起鸡皮了
九零后的快乐周末
三连了
666
眨眼补帧
同晕车了
有眨眼速度推荐吗？我目前认为0.5s每下比较合适
666
你币有了
费事费力
眨眼疯狂补帧
真～眨眼补帧
爱死了 太赞了
这也不简单呀
报告非凡哥
卧槽，牛逼
我没有啵嘴
两个币都给你
哈哈哈哈哈
童年回忆啊
我就要摸回去
胆敢摸我蛋
我也要摸回去
绝对大制作
牛逼了
成本不高，就是有点费手
明明是百万制作
这叫低成本？？起码画了几百张
又骗人，那里低了明明是高成本
起夜级运镜
频繁眨眼睛有惊喜
雅木茶
睡觉补针
葫芦娃：这我熟
这不是早期剪纸动画片嘛☞葫芦娃就是了
最低成本应该上沙画，就是学沙画费时间
童年啊，我每个星期六就守着这个，还记得放龙珠之前是放数码宝贝
拿去拿去
新 猩 计 划
牛批
牛逼
好家伙
山地建模
秀啊
眼睛眨瞎了
阿多万～猹
@鸟山明
可以可以，神还原
不用对比原版，原版已经进DNA了
有点逗
趁热打铁，来个龙珠z！
神龙这里蚌埠住了
大家不停的眨眼睛就是动态的了
离谱
牛逼
简直一毛一样
经费爆炸
能多投几个币么
3d效果
眨眼补针
我居然一直在眨眼。。
大制作
哈哈哈
眼睛不得劲啊
牛逼
2倍速度也救不了
哈哈哈哈哈哈
我出息了，能看到七龙珠的帧变换
666
先暂停一下，眼睛疼了。
6666
牛逼！
大家可以通过快速眨眼来补帧，亲测有效
睡觉补针
开始眨眼
哈哈哈哈哈
哈哈哈
嚯 还是3d的
为什么我有点晕
百万运镜
还是那熟系的味道
燃起来了 突然想打 永劫无间 陨星2 来队友  来关注
为什么想哭
鸟山明:来我工作室吧
这个不连几时连
关注三连，期待下一个
三连
皮 影 戏 雏 形
眨眼眨成3060P
可以的，up主是个人才。
牛啊
牛逼
必须三连，突然很想去复看龙珠了，泪目。
完了，我也使劲眨眼，真的变动画了
哈哈哈哈哈哈
牛啊铁子
一键三连搞起来 ，童年一去不复返
好厉害啊
带制作
挖槽 偷了
牛蛙
厉害厉害厉害
眼镜眨累了 投币了
这个场景远看和原版几乎一样
510个币的我仍然选择白嫖
哈哈哈
ohhhj
这就叫专业
这两个币投给我逝去的童年
这是拉洋片？
手忙脚乱
爷的童年回来啦！！！！！！！！！！！！！
开1，5就合适了
有内味了
龙珠直接投币
帅气 
好家伙
我感觉这一下子好像是悟空创山上了
太有意思了
学这个得花钱╭(╯^╰)╮
好家伙，一模一样
成本低我也投了两个币
助力每个梦想
好活当赏~！！
现代艺术
重新定义低成本
厉害
厉害了 
上热门
城市猎人可以整个活
赏！
啊做了我想做又懒得做的事，
哈哈哈
大制作
有点意思
纯手动
牛逼牛逼
纯手工吗？
那老贵了哈哈哈哈哈
你的币有了
牛皮
简直一毛一样
必须整到首页去
把手P掉就更好了
还低成本，用原声音乐就是奢侈，自己唱呀
眨眼补帧
真动画
牛逼克拉斯
皮影戏啊
细节赞了
就是有点废眼皮
我就想哈哈哈好家伙  牛批
投币干嘛，愣着啊
制作经费过亿
是那个！！！
666
666
666666
三连了，
爷青回
期待灌篮高手
真裸眼3d 
给你币
好怕出来个穿山甲
燃起来
笑死
龙珠z
好棒
…
葫芦娃的风格
三连，你币有了
有点想哭
好评，动画真动了
66666666
眨眼补贞费眼睛
哈哈哈哈
做得真好
3
你这个成本一点儿也不低呀
顶上去！！！！！！
3d了属于是，哈哈哈
猛
哈哈，你有币了
好是好就是有点费眼
好是好，就是有点费眼
哈哈哈
相当滴牛逼
燃起来了！
眨眼自动补帧
还卡点了
要是不出现手就更好了
我费眼，你费手，我们都有光明的未来
这成本怕是比原作高太多了吧
牛逼牛逼
渐渐忘了原版
牛逼
真眨眼补帧
叫（乐平）的暴露年龄了！！！
三连了，支持
这成本可不低
有想哭的感觉，想起了很多事很多人
眼睛疼
不错，就是眼睛有点酸
大制作啊
看得有点想哭是怎么回事
大制作
6666
牛啊
人工成本高啊
我居然看的3D眩晕了
原来你的力气这么不值钱 
好
666
好活儿！已三连
秀
牛逼嗷
真有才
画的很不错
制作的走心了，加油
好家伙！赞啊！
哈哈哈哈哈，笑死
你这帧眨
这应该是现代皮影代表了
太欢乐了，UP很有趣
66666
还有3d好家伙
手都懒得剪掉了
谁敢摸我丹  我要摸回去
2333
动了动了，DNA动了
p掉还tmd能叫低成本吗
现在新人阿婆主都这么牛逼的吗
像
你的艺术之道我喜欢
up主真用心呀
皮影戏是吧？
牛
不三脸我都没脸退出。
哈哈哈哈哈，赞
爷青回！
二面大砍刀！
童年记忆，太棒了
这个成本绝对不低………
谁告诉你这叫低成本。
人才啊
必须给力
这个闪电就很精髓
为啥不做成定格，而是用手演示
6666
好
必须三连
牛蛙牛蛙
刚开始龙珠故意加入了成人笑点的
最喜欢的孙悟空
还行两千粉
洛洛历险记
强制穿帮好评
时间成本太高了
请收下我的膝盖
离谱
投币了
很棒诶
好活当赏
 时间不是成本嘛 
眨眼补帧启动
真PPT
c。吗b。v。
B.zz.c.
 Bv 想mm。。   c
。      
这成本绝对不低，三联了
牛批
真的好看，可以做个bleach的op 吗
火钳刘明
牛
你管这叫低成本？
期待
布尔玛：多大仇啊，有多大仇把我画成这样
眨眼补帧
3D效果
一模一样 哈哈哈
币有了
哈哈哈哈哈
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
贝吉塔：？？？？？？？？？？？？？？？？？？？？？？
再来亿遍
66666666
眨眼快把我眨瞎了
泪目
牛
眨眼补帧
太给力了这还原度赞 你有币了
卧槽
甚至龟仙人比原版更强了
动画的新定义！
不得不赞
雅木茶
我的眼都补累了
真3d haha
支持手艺人，三连了
好活当赏
哈哈哈哈   不停眨眼
哈哈哈哈
DNA
真动画
职业选手禁止参赛
掉帧了
牛逼啊小伙子
谁敢摸我蛋
我就摸回去
真不错
投币了
大制作
成本一点也不低啊
谁在摸我龙蛋，我要摸回去
666
牛逼
666
这是我免费可以看的吗
很好作品一下就让我想啥来以前的感觉必须点赞
眨眼眨的我眼睛疼
第亿遍
早期的MP，卧槽
大神啊
疯狂眨眼 补贞 还挺流畅的
视频好和粉色有毛关系，你倒是关注啊
视频好和粉丝有毛关系，你倒是关注啊
想看灌篮高手的顶我上去
牛逼，必须三连
眨眼补帧
这个龟仙人转过来笑死
眨眼补帧，看完已瞎
不三连是跑不掉了
很不错啊
我的这个赞，你有了！
真纸片人
定格动画很贵的
《饥荒》
三连了，真不错
JoJo第三部
这个三连你有了
孙悟空是日本首创，中国的抄袭
助力每一个梦想
哇
哇塞
圣主
圣主
圣主
谁敢摸我蛋
我要摸回去 
一帧能看，两帧动漫，三帧超燃
眨  眼  掉  帧
牛逼
还是不眨眼了，都快超越光速了我眨眼的速度，眼皮子都快被分解了
哈哈哈哈哈哈
这我要是不投个币我都觉得我的童年没有七龙珠
nbnbnb
这画的成本还低啊
皮影戏
太棒了
有画面了
牛的
脑子里有画面了哈哈哈哈
爷青回
可以加个小画面做对比
赏了
我要看不死者之王
666666
最爱龙珠！！！！！！！
太tm牛逼了
人才
哈哈哈
三连
666
假装没看见。666666反正喜欢
来3D
人才
最爱
疯狂眨眼
我大龙珠必须三连啊！
@我爸爸是条龙哦
皮影？
眼睛干了
这好花时间
大神请收下我的膝盖
友善的三连了
又一颗新星
爱了，爱了，爱了
红色弹幕笑死我了
灌篮高手
下次制作灌篮高手
再来一遍
牛逼
好家伙，2D变3D
哈哈
做的真棒
好向往龙珠的世界啊
皮影戏
牛逼。。。
谁敢摸窝蛋？窝就摸回去​
我去，裸眼3D
青回
666666
很有趣
全靠脑补。。。
疯狂眨眼
是 真牛 我服
这是皮影戏吧 
泪目
啊？
哈哈哈哈哈哈
大神级人物
我币无了
猜猜猜
完全一致
Let's try try try 麻卡布西
Bgm一响就感觉自己刚下学看着电视等吃饭呢
火钳刘明
有内味儿啦‘
牛逼啊！！
突然3D
泪目
不错嘛233333
茶神
好用心啊
牛
马上给安排一个JOJO！
眨眼看贼有感觉
6666666
3D！
爷青回
葫芦娃
直接三连就是啦
这UP主有、东西
草越发过分了
顶上去
爷青回
谢谢，已经睡着了
漫画上面剪的 ，再上色
牛的 牛的
太牛逼了
必须三连
搞笑和战斗均衡做的最好的
睡觉补帧
Z还好是热血战斗番但是超就前后矛盾了
眼睛疼
卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽
很赞很赞
你说对了，动画最初其中一个名字就是现代皮影戏
最早的动态分镜头大概就是这样的吧
5E特效
OHHHHHHHHHHHHHHHHHHHHHH
酷啊
牛哇
大制作
低配动画
这up主是个人才
牛逼牛逼！
想看猎人
币给你了
2.5D看着得劲啊
爷青回
长大今天听才听出这是唱的ball啊
谁敢摸我蛋
这根本是高成本了
疯狂补帧种。。眼疼
爷青回
你币有了
ohhhhhhh
投币了。我居然白嫖失败
眨眼到累了
谁敢摸我蛋
哈哈哈哈哈
可以
有心了
三连了
谁在摸我蛋
细节拉满
这特么叫低成本
自信点，这成本不低了……你就说几只手吧
满满的回忆
画功不错。手动版龙朱。
画得很传神~
怎么有种霹雳布袋戏的即视感？
洞~菠萝！
卡米~豪斯~龟屋。
其实加个对比比较好
这是真牛逼
666
葫芦娃？？？
牛逼
手艺人
多拉贡宝露
这是高成本了
卧槽鲁美的？
皮影戏吗
大制作
前面向往龙珠世界的，里面人类可是毁灭好几次了
燃起来了
雅木茶大人
这成本感觉也不低啊
眼：别眨了别眨了！要瞎了！！
妈耶我眨眼眨困了55555555
3D，卧槽
起鸡皮疙瘩了
暗芝居即视感
眨眼补帧
眨眼补帧
小的时候就看龙珠跟柯南了。其他也不知道啊。什么一休哥什么樱桃小丸子
不能说是很好，只能说是简直了
6666666
这成本也不低啊
费眼睛
眨眼掉帧笑死我了哈哈哈哈哈哈哈哈哈哈哈哈哈
立体感还挺强滴
立体感还是挺强滴
眨眼补帧可还行，哈哈哈哈哈
这该死的空间感
行吧，给你两个币
爷青回
dna懂了
做的很不错
如果你是打印然后描出来的 我就不三连了
情怀拉满
哈哈哈
穿山甲那个我也有这方面的担心，哈哈哈
如果有个对比版就更完美了
分钟闭眼补帧
2.5D动画
新皮影
整个弹幕
高技术，高时间成本
6666
谁敢摸我蛋 我就摸回去
葫芦娃版七龙珠！
魔鬼计划开始执行！
哈哈哈哈哈哈哈哈哈哈哈哈哈
666666
承认吧，鸟山明的脚本
看我发现了什么
有生之年看到3D哭了
费眼
还带3D效果
好家伙，眨眼补帧
眨眼补帧
好怀念老板
一摸一样！
这成本也不高啊，一套下来腰酸背痛脖子抽筋
代入感极强
这成本够低
我妈问我要不要看医生
这成本有点高
三联了
爷青回
茶神
可可可
可可可可可可可可可可可可可可可可可可可可可可可可可可可可可可
神特么低成本 这分明是大制作！！
牛批
没有水花莫得灵魂啊啊啊。
厉害了
眨眼眨着眨着睁不开了
流弊
卧槽
我完全忘记原版啥样了
第1000条弹幕
你管人家值不值得呢 服了 这些人
只能眼动补帧了
首页通知书
牛逼
画的真的一毛一样
泪目
哈哈哈
你币有了
按住屏幕观看动画
一键三连了，2022年第一个没白嫖的视频！
妈妈我眼睛疼。
低成本认证，连画外的头发都不肯画出来
强啊
太帅了
一眨眼 就和动画一模一样了
一直眨眼
牛逼
画的太好了吧
皮影戏？
还是3D的
大制作
厉害了，原版无疑
不能说一模一样，只能说完全一致
牛批
相当可以啊
疯狂眨眼补帧
666
哈哈哈哈
还以为是up的手呢
666
66666
睡觉补帧
再来亿遍
ohhhhhhhhhhhhhhhhhh
谁敢摸我蛋
葫芦娃葫芦娃，一根藤上…七朵花！
大制作
哈哈哈哈哈哈
2倍速+眨眼更强
厉害了
人才
厉害了
谁敢摸我蛋!我就摸回去~
13
这个风格也很nice
皮影戏
部分发货
爷青回
好东西，一定要支持
布玛哭了
天下第一武道会安排下 /狗头
前方高能
直呼好家伙
蜡笔小新 的画风 哈哈哈哈啊哈哈
辛苦钱
眨累了
火影忍者
牛蛙牛蛙
门把手p掉吗
新人都是怪物吗
牛逼牛逼，点赞三联！
七龙珠全名：多拉贡波露
动态分镜了解一下
这视频谁拍的这么抖【手动狗头】
有意思哦
2倍速可以补帧！！！！
很特别，大制作
灌篮高手
好家伙
等一下，我应该以什么速度眨眼
这还有光追呢？
我靠，相当还原
三连拿去！
三联了
眨的眼睛酸
牛逼啊！！
画的好呀，神龙
确定了，这又是一位大佬~
3D！！！
ohohohohohhhhhhhh
牛逼
疯狂眨眼，补帧确实可以啊，牛哇牛哇
优秀
真好
有点感动
做的很不错
这个龙怎么有点像圣主
**计划
牛批
哈哈哈
眨眼补帧
加水印吧
大佬大佬
针不戳
眨眼补帧
牛
眨眼补帧确实名不虚传，就是太累了。
好强的3D
建议改成皮影戏或者定格动画
分镜牛逼啊
我要这硬币有什么用
谁敢摸我蛋
你这成本可不低
666
感动啊
腻害
眨眼补帧
童年回来了
Yyy
秀翻了
卧槽
三连了
牛逼
很难不投币
牛哇！
泪目
布玛画的木得灵魂
秒啊
布玛没得灵魂
绝
必须三连
l
大佬牛皮
2倍速作为眨眼补帧补充
这不皮影戏吗纯纯皮影戏
卧槽
牛啊
森林好小子，神龙斗士
牛逼
这个居然没有对比？！
哈哈哈哈哈哈
看我的绝对标准达到十个六字的弹幕
只要你也喜欢龙珠，我们就是朋友
感动了
，，，，，，
超级离谱。
就很离谱。
皮影戏
我要瞎了
想看jojo星辰远征军
投了投了
哈哈，这个山厉害了
真的眨眼很有用
这技术成本可不低啊
好是好，就是有点费眼
哈哈哈
厉害啊
谁敢摸我蛋，我TM摸回去
努力无价
没水印 这么好当心被盗
哇
三连给热爱龙珠的你
布玛！！崩了啊
都怪一开始弹幕说眨眼补帧的。。。。
这里神还原
卡卡罗特yyds
太牛了
爷青回
66666
这还地低成本？
牛逼牛逼
哇靠 牛
一直眨眼的，我不得不说，雀食！
牛啊
牛
真的好棒☆(￣▽￣)/$:*
嚯，这转场太原生态了
我就摸回去
真的笑抽了
下面弹幕魔鬼吧
三连安排上了
百万贺电
[这不是低成本 而是人手PPT版】
三连了
哇 这个帅！
比原版好
...
6666
好活当赏
火影！！！！
这也能哭？
人才啊
币有了
我只想说卧槽，动画片开始了
3D大制作亿级成本
大制作
一毛一样
666
还原度99%
好家伙3d牛
支持！！
太有才了
牛逼了
卧槽你搞3d的，那就不是低成本了
眨累了
眨累了
眨累了
哈哈哈哈哈
nice啊！
3d了
666666
真细节
谁敢摸我蛋
我就摸回去
可爱
历历在目
keyi
牛批
大制作
还3D的
真的是低成本吗？？？？
爷青回
泪目
鸟山明直呼内行
泪目
看哭了
三联了三联了
满满的回忆了！
66666
比博然
大制作
牛
666 你可快点多加几个水印吧
龟太气功
真的太好看了，越看越像那么回事
纸片孪生
3d版
一半都没到已经忘记怎么眨眼睛了
三连了 辛苦
真牛逼
三连给了
牛逼
可以
髭毛乍鬼
草
完全一致。
哇，眨眼真的可以
我特么真佩服
空耳是想把我给笑死嘛
观前提醒：眨眼补帧
这成本应该不低吧
眨眼补帧
三连给你
哈哈哈哈
卧槽
还是小悟空时期的七龙珠好看，现在的没意思
66666666
niubi
这可一点都不简单啊
很难不三连
牛啊
爷青回
裸眼三弟
爷青回
祖传皮影戏
疯狂眨眼
太棒了
先赞后看
牛逼！
牛逼
全靠眨眼补帧
666
爷青回
虽然很好看，但是白嫖党永不三连
开头我就直接点赞
乌龙牛批
睡觉补帧
牛呀
这成本也不低。。。。
哈哈哈哈哈哈哈哈哈 真棒
这个可以
眼都要眨瞎了
你这成本低到尘埃里了！！！
wtm直接三连
顶级运镜
2倍速好很多
必须三连
这画面，up一定对阿乐有意见
标题第一个字用的不是很好
牛逼
好家伙！真的像
茶神！
有对比版就更好了
笑死我了
葫芦娃就是这样拍出来的
裸眼3D
爷青回
我要这硬币有何用
牛啊牛啊
厉害了
只能眨眼补帧了 
新人都是怪物
神仙
快速动眼期
歌词:谁敢摸我蛋，我要摸回来
牛逼
这个不用对比，镜头都刻进dna了
牛逼太牛逼了爷青回
牛逼
《低成本》
真3D
太有感觉了
或许资金成本是低，但时间成本不低啊
我槽 牛逼
牛逼啊
强啊
三连大制作
眨眼补帧数
人才啊
小舅做的真不错
谁发明的眨眼补帧，给我整抽筋了
爷青回
这里无敌了
七龙珠
牛批
你是真的有点6啊
眨眼眨得好累
因为人不要钱嘛，所以低成本
立体起来了
补帧
刻在骨子里的画面
看到这个开头，居然有点感伤
哇 鼓掌鼓掌~~~~
sh
这个
很有皮影戏的感觉
牛逼
牛逼
这里破防了，憋不住笑了，哈哈哈哈哈
360p有那味儿了
灌篮高手
绝了！！
眨眼补帧就跟看动画没两样
乖乖，突然的立体！
眨眼补帧这么管用！！
牛叉
...
np......
我的童年
下次一定
卧槽3D
牛啊牛
童年啊
ye'qing'hun
鸟大爷表示以后找你来做
画面历历在目~
低成本，高质量~
6666
6666666
真的觉得很牛逼了
这龙直接从书里剪下来的吧
666
3d牛逼
我笑了所以币给你了
二十年了，这些记忆都还没有忘记。
好好的七龙珠愣是给看出了葫芦娃的感觉 哈哈哈哈
人才
有内味了
牛逼
一模一样
你币有了
6666
这成本可不低袄
吃个馍馍干
真牛逼
握草不错哟
好传神啊
对味
哈哈哈哈
66666666
三连必须的
你管这玩意儿叫低成本？
必须三连
天才，太有创意了！！！！
眼睛都眨的不会动了
懒得跟你废话，直接三连你！
眼睛开始酸眨不来了怎么办
用双指在屏幕前上下舞动食用！
你管这叫低成本？
掉帧严重啊
哦哦哦
这是个ppt啊
脑放补帧
火钳刘明
精髓有了
三连三连
币有了
爷青回
成本不低啦
谁敢摸我蛋 我摸回去
太牛了！！！
还是三维的哦
牛逼
感动
《帝成本》
好活，当赏
这段我看了三遍
有点费眼
三地的
好家伙！
666
卧槽，眨眼看还挺流畅
德拉根，波驴
你这时间成本可不低
还有3D场景！
哭了
这TMD不给三连对不起小时候！
真3D立体效果
原来动画片是这么来的。。哈哈哈
把速度调快就行了。哈哈哈
啊~ 咋毛乍鬼的
圣主
666
弄个对比啊~
重新定义了性价比
好看的忘了三联
完美啊
这白嫖不了
6666
6666666
百万运镜
六学
给了给了
妈妈问我为什么要一直眨眼
泪目
牛的
眨眼补帧，完美
弹幕呢
大制作
哈哈哈哈哈哈哈哈哈
我币没了
真的吊
牛批
大制作！！！
牛啊
这不三连啥三连  牛逼   哇擦
好看
高成本
牛逼大了
牛逼
感觉上来了！！！
拉 了
牛逼
不行了 眨眼眨的好累啊
我又来了 泪目
3A史诗大作
6666
哈哈哈哈，彩
这是低成本OP吧，我还以为是剧情
裸眼3D效果个杠杠的
葫芦娃画风？
QQQQQQQQ
哇
葫芦娃呢？
脑补就行了
牛啊
国家队禁止参赛
哇塞 超级棒
书读得少，只会喊牛逼
1
强烈建议加水印
牛哇
眨眼补帧有奇效！！！
牛逼
可以可以
我眼睛都眨累了
顶级运镜
照搬片头?
标题不欺我 真的低成本
好家伙，裸眼3D
歌曲算成本不？
这动画废手啊
太生草了
卧槽，眨眼补帧真的有用，不说了，要去医院看看眼睛了
这不比什么蹭饭挑战好多了
牛逼牛逼
币拿去！
让你猜
太棒了！
不能说非常相似，只能说一模一样
爷青回
带制作
哇哦哦哦~~~很厉害~~
又到了大作云集的时候了吗
好活当赏
火钳刘明
人才
真的赞
含泪果断三连
打印剪下来就可以了
回来了！都回来了！
爷青回
大制作
前面音乐没配上节奏，节奏慢呢
哈哈哈
哈哈哈
厉害啊
哈哈哈哈哈哈
大牛逼
哈哈哈厉害了
眨眼补帧
‘
···········
半立体
牛逼！！！
厉害
牛逼，我又想再看一遍了
...........
牛逼了
艺术家
泪目
五连
眨眼抽帧，原版
已三连
手工牛13
这成本可不低啊
哈哈哈！笑出猪叫了，动作传神，入木三分啊
《低成本》
可惜只能投两个币
妙啊
好活  就是费眼睛
我眨眼好累
let's try try try try 摩诃不思议
爷青回
太绝了
谁敢摸我蛋？我要摸回去！
皮影戏
牛批
镜头好棒
童年回来了
鸟山明直呼内行
这布玛像僵尸新娘。。。
肝上长人
龙珠
好家伙，高手啊 
赞呐
这画面绝对是动的
悟空好可爱
卧槽，毫无违和666
布玛这么丑 你币没了
好强啊
又看哭一个
纯手工一点也不低配啊哈哈
66
66
必须投币了
大制作
自动过滤手的存在
好家伙，直接2d变3d
想看某之空的同志们顶上去！
片尾三连这次一定
你币有了
优秀了
皮影戏
不简单
2.0倍另一个世界
这细节不错
细
好家伙
厉害
皮影戏
眼瞎了
豆瓣评分0.8
这次一定
新人都是怪物
开始眨眼
爷童回
雅木茶
到拉贡波噜
动画
牛
这不是葫芦娃吗哈哈哈哈哈哈
卧槽。。。爷青回啊
成本不低啊
2倍速就是动画了
果然低成本
666
低成本？当真？
开摆（bushi
说实话，这画的还真不错
好活
成本这么高
经典鸭嘴
这成本可不低呀
又见桂林
哈哈哈哈哈
经费爆表
千粉百万制作
牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼牛逼
牛逼
爷青回
牛皮！！！！辛苦了，一键三连奉上了
白嫖失败
摩诃不思议yyds
卧槽，投币了！
这个成本也挺贵的，眼睛眨得有点累
2倍速又看了一遍 妙啊
牛逼了
好棒啊！！
离谱
好活，当赏
有点皮影戏的感觉，皮影戏是动画片的鼻祖了吧
说剪的画不出来的 真是纯纯的无脑杠精
好活
眨眼补帧
牛逼
宏伟巨制，膝盖拿走
爷青回
塞璐珞（不是）
眼睛眨的好累啊
人才
牛逼牛逼
人工成本爆炸
眨眼补帧真的好使，就是太费眼
牛壁
眨眼可以就是有点累
这个厉害了
有那味儿了
牛逼
哈哈
这成本是真的低
比雪中悍刀行电视剧强多了
真得
低成本…… 誰信啊
疯狂眨眼补帧
真的一模一样
疯狂眨眼补帧！！
哈哈哈 太逗了
这才是原版吧
爷青回
很秀
爷青回
突突死你
《低成本》
谁敢摸狗蛋
想看通灵王
离谱的动画
币再见了
3连奉上
这是我最喜欢的七龙珠了
哈哈哈，回忆啊
离谱
看完了 决定不白嫖了 投一个币
牛批牛批三连了
太牛逼了
哭了
属实nb
眨眼越快，越流畅
眨眼补帧
闭眼补真
这个成本不低吧。。。
这么厉害的嘛
