头上得绿帽子真鲜艳啊！
威震华夏！二爷不演无敌，就是百分之三十五。。。。
确实好
菜鲲滚进来学说唱！！！
芜湖
鸡
泪目
《定可保荆州》
优秀，利用说唱和押韵的方式将关公的一生清澈的刻画与描绘，更是能体现出一代经典的武将的辉煌磅礴，但却又逐渐走向悲惨的命运的一生​
芜湖
KKSK
好好好
绿
kksk
绿
见证历史！
芜湖
绿
我投黄队
顶针
今天比的就是说唱
？
来力
好绝! ! !
刀？
新一届rapper
杀疯了
绿
可惜二爷被东吴狗贼背刺
我超
混入其中
绿
绿
二爷绿支援一波！
哈哈哈
额
红
哈哈哈
……
牛
woc
来绿队纯粹是为了关二爷
绿
冲冲冲
绿
爷青回！！！
，
内鬼
有没有白色弹幕
二爷霸气
加油
过五关，斩六将
呦
长髯不止，忠义不停
绝
鸽鸽鸽
NB
泪目
593人正在观看
诸葛亮：你礼貌吗
冲鸭
支持支持持绿队
绿队马上赢了观众们赶紧支持绿队
芜湖
应援色为什么不是红色
应援色为什么不是红色
绿队必胜绿队赢了
绿
火钳刘明
二爷牛批
绿！
，，
绿
好牛
死亡！一刀斩！
绝了
。
芜湖!
哈哈哈哈画大饼
绿
绿
绿
绿队马上赢了
词叙事，吐字，更佳
张飞：俺也一样！
关公威武！
黄
《三国新说唱》
绿！
绿队碾压局
黄
gg
《定可保荆州》
吴国这步棋挺烂的，说到底吴蜀不说唇亡齿寒也是和则两利分则两害
ohh
ohh
ohh
混入其中
ohh
绿军关云长
这一段好绝
关二爷
羽威震华夏！
呜呜呜
552
关羽的一生（）
绿
绿
差点以为没了
过五关斩六将，岂敢挡我身形！
好活当赏
过五关斩六将，岂敢挡我身形！
kk
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
过五关斩六将，岂敢挡我身形！
绿
支持绿队
好耶
诸葛亮：我屑屑你
好好好好
HAO
应援色走一波(♡⌂♡)
什么
嘎嘎乱杀！
曹老板求不来的人
这押韵真的神了！
绿
哈哈哈，离谱
绿
黄
喜欢
好家伙
kksk
kksk
kksk
这边更顺畅，不错
患啊
一州战一国，忠义两肩挑
威震华夏的武圣关云长!拥有将红牌转化为杀的能力!
二爷的刀下亡魂
ryhnb
ohh
好耶
忠义！
第一个弹幕
大饼
关某应援色是什么
什么鬼
弹幕呢
碾压了。。
你币有了
这也太顺了吧
关公！
绿
嘿嘿嘿
关云长！
关爷
换气还行
这个同音异句衔接太炸了
漫长的3分钟
吕蒙默默退出直播间
平生最爱斩颜良
绿
赤面秉忠心
绿
泪目
三国义绝关二爷
skrskr～
强
绝了
绿
kksk
插标卖首
？
Wordplay，太六了
哈哈哈哈
哦哦哦哦
我绿了。
极度舒适
绿
泪幕
好
绿
绿
。
发了就是绿色？
嘎嘎
绿
aka诸葛
杀
哦吼
刺探敌情
应援色走一波(♡⌂♡)
刺探敌情
刺探敌情
火钳
妙啊
泪目
直接爱
哟哟哟
awa？
绿
这个狗头绷不住了哈哈哈哈哈哈哈
绿
威震华夏
二爷
nb
？？？
绿
好好好好好
关公
诶嘿
黄
华雄是孙坚杀得
绿！
好
关羽应援色
甚至还cue了法老（bushi）
独树一帜（
。
kksk
颜当立
黄
红
绿
绿
ohhhhhhhh
绿
关公威武！
绿色
芜湖
绿
hhh
绿
哈哈哈
kksk
改
kksk
kksk
kksk
绿
有点闪眼睛
绿
俺也一样
关二爷
ohhhhhh
关爷大气
514个人
514个人
这么多双押~可以
ohhhh
丝滑
二爷好牛
二爷威震华夏！！！
绿
428人yq看哈哈哈
这押韵牛
降汉不降曹，斩佞不斩忠！
《火麒麟》
二爷义薄云天！
qqqqqqq
嘟嘟嘟嘟嘟～
e
碾压局
ohhhhhh
ohhhh
有意思
冲！！！
ohhhhhhhhhhhh太炸了
冲
顶级fowl
绿
三丫
？
杀疯
这一段真的是炸裂
绿队碾压
没有弹幕吗
oh
好!
绿
法
绿
嘎嘎乱杀
？
嘎嘎乱杀
哇哦
嗐嗨嗨，来咯！！！
我卡了吗？弹幕呢？
爷青回
绿
tql这押的
杀疯了
强啊
刺探敌情
！
你们的字为啥 绿色
二爷牛逼
ohhh
ohhh
...
一边倒局势
牛！
关二爷
kksk
kksk
好耶
开口跪
囍
强
6
可以
绿
绿
冲！！！！！！！！！！！！！！！！！！！
二爷霸气
《樊仁瑜》
黄
ohhhhhhhh
冲冲冲
看看
二爷、
绝了
绿
嘎嘎嘎
嗨害嗨
啊
66
嘟嘟嘟嘟
绿
押韵好炫！！
绿
新鲜出炉
二爷
厉害
绿色
绿
酷
绿
绿
我熟读春秋的
犯大汉疆土者，爷必击而破之！
关二爷！！
6
牛
好耶
嘟嘟嘟嘟嘟
孙权认贼作父是因为曹刘生子孙仲谋
阿这。。。
来哩！
没人？
6
好！！！！！
应援色hhhh
威震华夏的武圣关云长!拥有将红牌转化为杀的能力!
绿
ohhhh
ohhhhh
ohhhh
ohh
ohh
hia
火了撅我（喜）
nb
火了撅我（喜）火了撅我（喜）火了撅我（喜）
skr
OHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH
牛牛牛
绿
二爷牛逼
芜湖
nb
指袁绍
指袁术
绿
hhhhhhhh
绿
诸葛亮：6
刺探敌情
绿
绿
绿
真不戳
绿
想要人生过得去，云长头上带点绿
芜湖
过五关斩六将，岂敢挡我身形！
芜湖
，
嘟嘟嘟嘟嘟～
。
关二爷！
66
22222222
绿
66
高技术力
绿
就是豆粉就是豆粉
绿
绿
刺探，敌情
a
绿
好耶
绿
灬
绿
必须支持绿队！
嘿
火钳刘明
不错
二爷牛
wow
牛牛牛
我云长就是帅
绿
ohhhhhh
牛啊牛啊
绿
这个不错。
牛哇这个
泪目
绿
绿
绿
哦哦哦
u
.
关二爷
诸葛亮：你礼貌吗？
啊
牛逼
这个好
嗷嗷
哈哈哈
绿
爆
，
wc，这说唱nd
绿
绿头帽，红脸关
2
虽迟但到
芜湖
好诶
二爷天下无双
绿
ohhhhhhhhhhhhhhhh
哈哈哈
应援二爷！！！
我投敌了
火了撅我（喜）
来个突兀
淦
ohohohohohhhohohoh
绿
ohhhh
芜湖！
牛
給云长温一碗酒
万抹绿中一点红
关云长！颜色对否
oi
我支持绿队。
？
ohhhh
这么压！！
应援二爷！
aka
doge
太强了！！！\^O^/
嘟嘟嘟嘟嘟～
牛哇
火了撅我
哦哦
绿色
绿
过五关斩六将，岂敢挡我身形！
杀疯了
火钳刘明
火钳刘明
押韵之神
《可保荆州安然无恙》
不，不可能的
"[0,0,""1-1"",""2.5"",""过五关斩六将 岂敢挡我身形！！！"",""6"",""0"",0,0,500,0,1,""SimHei"",1]"
画大饼的诸葛亮
哈哈哈哈哈
"[0,0,""1-1"",""2.5"",""过五关斩六将 岂敢挡我身形！！！"",""10"",0,0,0,500,0,1,""SimHei"",1]"
"[0,0,""1-1"",""2.5"",""过五关斩六将 岂敢挡我身形！！！"",""14"",0,0,0,500,0,1,""SimHei"",1]"
发发发
"[0,0,""1-1"",""2.5"",""过五关斩六将 岂敢挡我身形！！！"",""18"",0,0,0,500,0,1,""SimHei"",1]"
"[0,0,""1-1"",""2.5"",""过五关斩六将 岂敢挡我身形！！！"",""22"",0,0,0,500,0,1,""SimHei"",1]"
"[0,0,""1-1"",""2"",""降汉不降曹 斩佞不斩忠！"",""20"","""",0,0,500,0,1,""SimHei"",1]"
"[0,0,""1-1"",""3"",""某姓关，名羽，字云长"",""0"","""",0,0,500,0,1,""SimHei"",1]"
甚至有换气声
不错
绿
OHHHHHH
OHHHHHH
。。。
绿
诸葛亮：你清高？
强[doge]​
niu
某姓关名羽字云长，河东解良人！
单骑走千里
火烧博望坡
火烧赤壁
单刀赴会
np
绿
火了撅我
绿
火了撅我（喜）
牛啊
二爷
关二爷
二爷
绿
吕蒙拿下那个你知道这样子很搞人心态吗？
黄
为啥读得满脸通红
绿
二爷千古
关大哥
哈哈哈哈
.
绿
太强了
二爷
yeye
带感！！
！！！！！
绿
间谍
我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼我是内鬼
ohhhh
！！！
单押啊，牛
ohhh
好绿呀
每周必看
猛
绿
社会你关哥，人狠话不多
关某是读春秋的
好强
？
嘟嘟嘟
kksk
kksk
绿
牛蛙
我偏用红色
不用火，我直接先撅你们
绿
人呢？
二爷威武
牛
好好好
这个换气也舒服惨了
火了踢我
弹幕怎么回事
nb
江南皮革厂倒闭了
kksk
二爷千古
这可还行？
绿
哈哈哈
云贝啊
曹操：云长，爱你
绿！
kksk
好啊
好
空屏是我的辣！！！！
太炸辣！！！
火钳刘明
阿
绿
火气刘云
哇敲！这个flow太牛13了
绿
绿
绿
绿
于禁：你礼貌吗
火了撅我（喜）
这
这个眼神太帅辣
战术换气
绿
kksk
嘟嘟嘟嘟嘟
额，，，，，
绿
怎么是绿的
绿
哦哟
他裁了
AKA美髯公
我来投敌了
6
为什么都是大郎色
ohhhh
绿
AKA二爷单骑走千里
劲爆尾杀
，
绿
二爷千古
遇事不决就选绿
宝刀不老
：
冲冲冲
险探敌情
一顶绿帽头上戴，二爷威名千古在
关二爷
6
哈哈哈
srk
张飞：你分我肉 跟我单挑啊
1
绿
弹幕呢
火钳刘明
哈哈
绿
过五关斩六将，岂敢挡我身形！
黄
强！
这个tql
义薄云天关云长
Mc云长
132963
华雄:你TM
我绿了
996关羽
二爷无敌
都是绿的么
弹幕好整齐
火钳刘明
绿
太牛啦！！
云长！
绿
我去
。
来人！给二爷上酒！
二爷千古
二爷千古
全体起立
汉寿亭侯
打破连击
！！！
千古！
画大饼的诸葛亮
支持绿
威震华夏
还得是绿队
。
押哦ԅ(¯ㅂ¯ԅ)
火了撅我
冲冲冲
火钳刘闽
武圣千古
火了撅我
排面
汉寿亭侯！
都是绿的？
呢
哈哈
如果爱情有颜色，那么一定是蓝色
火钳
火鸟刘明
感觉还可以
快点
不错
没有弹幕?
奶奶滴 为什么没有弹幕
融入背景
二爷威武！
绿
绿了？
怎么没有弹幕
关羽步军全歼曹军骑兵 强得离谱
..
二爷
火钳刘明
关二爷
关二爷
标红了就押韵？
弹幕呢
温馨提示：1.25倍速食用更佳
skr～
双压
绿队牛哇
二爷应援色
你币有了
kksk
绿
look
绿
啦啦啦
二爷！！！
绿
二爷千古
心碎了，我的二爷
火钳刘明
好
绿
绿
？
帅
我还有什么好说的，只能6
wow
好！
安 然 无 恙
二爷！！
z6
牛
说唱第一人
6
来力(喜）
6
行
好活
别唱了，别唱了，就到这吧
ohhhhhhhhhh
火了撅我
千古一将
二倍速食用
亘古一人，忠义无双
绿
绿
6
火钳刘明
哈哈哈哈
6b 6
好耶
绿
绿
绿
兄弟们，你们看我的高音可以跟高音哥一较高下吗？（深知自己的不足，通过比较改善自己）
耶~
啊
刘备：咱哥三个真厉害！
绿
dilidili
羽威震华夏
绿
我读春秋的
借公头颅赎罪
华雄:我的狗头(bushi)
绿[doge]
aka关二爷
哈哈哈
6
？？？
牛逼啊！
雀食牛
牛牛牛
二爷
纽币啊
应援色
绿
好压韵
好像把关羽的事件串起来了
太牛啦
我不想变绿
嗨害嗨
火钳刘明
火钳刘明
二爷千古
威震华夏的武圣关云长，拥有将红牌当杀的神技
我要这币有用
火了撅我（喜）
我直接跪下
好
来了来了。
绿
俺也一样
二爷应援色
于是二爷睁开了双眼
啊
火钳刘明
变绿了吗
二爷排面
填词NB
ohh
二爷牛逼
太厉害了！
牛啊
ohhhhhhhh
好耶！ヾ(✿ﾟ▽ﾟ)ノ
空屏是我二爷的辣！
火钳刘明
甘
关二爷
1
ohhhhhh
火了撅我（喜）
怎么回事
黄
黄
火了撅我
。
火钳留各
干了
。
燃起来了
二爷!
太绿了给你们换换颜色
啊
火钳刘明
关公
绿
武圣！
火钳刘明
关羽我是你的狗
关羽我是你的狗！关羽我是你的狗！关羽我是你的狗！
关羽我是你的狗！关羽我是你的狗！关羽我是你的狗！
炸炸炸！
强！
绿
 安 然 无 恙 
绿
华雄种植园里的每一只华雄都有一个被二爷斩首的命运
打碎打碎
都是绿的吗？
。
哈哈哈哈
NB
火了撅我（喜）
某姓关，名羽，字云长！
绿
好绿
不好，吕布来了大哥三弟快逃
OHH
牛
不降汉降曹
火了撅我（喜）
没人？
二爷
过五关斩六将 岂敢挡我身形！！！
过五关斩六将 岂敢挡我身形！！！
来力
绿
真的很好！很流畅！
oo
纠结
牛逼
过五关斩六将 岂敢挡我身形！！！
火了撅我
应援色走起来
火了撅我
ohhhhhhh
太帅了
太有感觉了
为啥是绿的
vv个
66
火了撅我
动
强啊
yee～
东吴皆是短视鼠辈
火钳刘明
wow
黄
绿
22
云长：华雄不是我杀的
二爷专属绿
好！太强了
火钳刘明
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
弹幕自动绿色吗
绿
好好好
6
是我的
nb
二爷千古
绿！
青回
火了奔我一脚
二爷千古
二爷威震华夏。
强
你们为什么都是爱的颜色？
火了撅我
kksk
NB
二爷
后来老了
枣子
好强
火了撅我（喜）
你币有了
弹幕呢
火了歘我
哇
火钳刘明
二爷威武
二爷的颜色
二爷！！！
难道单押也算押
二爷千古
火钳刘明
好耶
nen
绿
好
绿
押疯了
二爷千古！
nb
自动变绿？
！！！
绿
fff
绿
我靠这押韵
但愿二哥看见
打破
high
应援色走一波
六六六
二爷千古
二爷，保重啊
啊
应援色走一波(♡⌂♡)
二爷你是我的神
还得是我关二爷
起飞，芜湖～
6啊
来晚力（悲）
《安然无恙》
不好听没有mc子龙好听
绿
妙啊
0.75倍 yyds
6
好棒
KKSK！
绿！
爷青回
绿
绿
卜
中门对狙
火钳刘明
牛啊
6
绿
好稳
6
二爷千古！！！
啊呀呀呀
火了撅我
关老爷真帅！
真的很喜欢你
火钳刘明
二爷nb！
为什么没有弹幕
6
太牛了啊啊
好家伙关羽骑这小马
牛
火了撅我
火钳刘明
火钳刘明
好
火了撅我（喜）
skr
这这这
以绿色击碎黑暗
6
关云长威武
活了
？
我绿了
二爷杀疯了
kksk
每周必看
ohhhh
绿色
来力(喜)
火了撅我（喜）
绿
火钳刘明
过五关斩六将 岂敢当我身形
二爷千古
绿
ohhhhhhhhhhh
赤面赤心赤胆赤胆夜书矣狂
二爷！！！
应援色
二爷威武
二爷
二爷真帅！
鹤立鸡群的我
鹤立鸡群
关二爷
好伸手
不好，后面有刀
绿
二爷！我的偶像！
zi
1.5新世界
二爷威武
哟哟哟
牛逼
nb
二爷千古！
绿
火钳刘明
啊啊？
还有三连音 牛的
嘿嘿嘿
牛
火钳刘明
火钳刘明
火了撅我（喜）
怎么说
。
啊这
绿队牛逼
。
一键三连
二爷千古
忠义无双
kksk
牛哇
二爷千古
二爷应援！
再来一遍
二爷押疯了
kksk
火钳刘明
火钳刘明
关二爷！！！
．
火力火力（喜）
0.75被真好
爆杀
火
芜湖
绿
火了撅我（喜）
绿
哇
弹幕
关二爷不要怕对面的无名小辈 杀他个片甲不留
孙权小儿！
hhhh
野
什么颜色
！
太上头
1
三连收下
啊 我的鼙鼓 别撅了淦！
火钳刘明
太强了
t
二爷千古
来跟个风
二爷新说唱
？？？
地道
绿
哈哈
芜湖
。。。
火了撅我（喜）
！！！
爷青回
6
？
(ﾟ⊿ﾟ)ﾂ
火了撅我（喜）
火钳刘明
黄
黄
绿
火钳刘明
一片绿色
来力(喜）
恭喜宝藏发现了你
火了撅我
好耶！
你干嘛嘿嘿呦
叶
关二爷
恭喜宝藏发现了你
间谍探敌
弹幕好少，那就浅浅的留个jio印
应援二爷
火了撅我
火了撅我（喜）
ohhhhhhhhhhhhhhhhhhhhhhh
这是咋个意思
？
应援色支持
绿
来力
恭喜宝藏发现了你
发发发
二爷
我最明显
绿！
我支持黄（敌人来袭）
-
火了撅我
最爱二爷！！！
火了撅我（喜）
此时混进去一个奇怪的家伙
火了撅我（喜）
火了撅我（喜）
好~
 火了撅我（喜）
哇
绿？
火了撅我（喜）
牛蛙
对手太强
绿
蓝
火了撅我（喜）
火了撅我（喜）
火钳刘明
二爷杀疯了呀！
n b
愿为二爷提刀携马，万死不辞！
火了撅我（喜）
好
火钳刘明
火了撅我（喜）
恭喜宝藏发现了你
一早上刷到6次是什么体验？
一早上刷到6次是什么体验？
火钳刘明
光拱
火钳刘明
火了撅我（喜）
好
画大饼：诸葛你礼貌吗？
。。
绿
e
黄
绿
火了撅我（喜）
火了撅我
喜
鲁
喜
绿
火了撅我（喜）
恭喜宝藏发现了你
芜湖
我是卧底
为何弹幕前会多一个绿字？
火钳刘明
支持
蓝
1
6
！！！
绿我爱你
哭死
？
火了撅我（喜）
火钳刘明
火钳刘明
都是会员说话嚣张点
1
蛐蛐诸葛
绿
火钳刘明
太乱。。。
别看我，我只想知道弹幕颜色是不是默认
哦？
牛之
泪目
好
绿
火钳刘明
火钳刘明
红
恭喜宝藏发现了你
二爷千古
看的《娱乐春秋》吧
火了撅我（喜）
火钳刘明
牛蛙
6
为什么我打的字变成了绿色
为什么都是绿色
每周必看
？
刚进来还以为是橘子，大师我悟了
牛啊
绿
来了奥
绿
大胆
火了撅我
蓝
我
火钳刘明
试试颜色
诶嘿
二爷吊
。。。
火了撅我（喜）
二爷千古流传
火了撅我（喜）
火了撅我（喜）
哈哈哈哈哈哈哈哈哈哈画大饼的诸葛亮
啥意思都是绿色的
绿
恭喜发现宝藏
二弟，荆州焉在？
wuhu
绿
扬我季汉威名
绿
绿
嘿嘿
火了撅我（喜）
关羽：好呀，原来是你，小子！
绿
哈哈哈
弹幕呢
？？？
双押双押！
蜡
应援ing
二爷
这边更带感！
二爷nb！！！！！！！！！！！！！！！！！！！
冲冲冲
霸占空屏
6
泪目
二爷
嗯？
嚯
火了撅我
火了撅我（喜）
牛逼
帅
火钳刘明
绿
绿色
绿
二爷NB
猫与老鼠
火力撅我
牛
关二爷
真的厉害！！！
试一下
6
呀，我绿了!
火了叫我
WC
绿
厉害了
二爷我爱你
哇
一曲一生
死
绿
炸洗我了
绿色
火了撅我（喜）
好家伙
好家伙
m
m
uu
弹幕呢
好家伙
而等鼠辈竟敢挡在你二爷面前，哼  插标卖首！
噜噜噜
哈哈
【AKA张翼德】进入直播间
【法老】进入直播间
【杨和苏】进入直播间
【小精灵】进入直播间
【谢帝】进入直播间
【校长AR】进入直播间
【PACT】进入直播间
【弹壳】进入直播间
【贝贝】进入直播间
火了火了！你们统统端上来罢！（喜）
牛
火了撅我（喜）
火钳刘明
啊这
6
欧呼
yee
宝藏
哇
打破阵形
。
怎么发什么弹幕都是绿色
火钳刘明
弹幕嘞？？？？
芜湖
ohhhh
aka啥意思
火了撅我（喜）
火了撅我（喜）
?
好好好
火了撅我（喜）
绿
好绿
?
绿了，兄弟们
绿中混红
这可还行？
火了撅我（喜）
？？
刚刚
？？
为什么都是绿字
???
火了撅我（喜）
？
绿
绿
OHHH
牛批
火了撅我（喜）
绿了
嘿嘿
火了撅我
握草，二爷押疯了
二爷
火了撅我（喜）
直接撅我（喜）
火了撅我（喜）
这...这！
行啊
孙权小儿该斩！！！
火了撅我（喜）
先三连一个压压惊
《安然无恙》
火了撅我（喜）
牛
二爷千古
火了撅我（喜）
火了撅我（喜）
牛批！！！！！
Ohh
Ohh
Ohhhh
单压不算压
火了撅我
丫忠义！
绿
《hook》
牛
绿
LV
绿
无敌
好活当赏
关某我读春秋的！！！
欧耶
嘞
百万填词
【绿】
白的
二爷  斩了他
哦？
哦哦哦
绿了兄弟们
前方高能！！！
突出
怎么都是绿色弹幕    绿色弹幕怎么发啊
绿
弹幕好健康
火钳刘明
二爷！！！
.
熟读春秋
被迫变绿
c
二爷必须绿
绿
厉害
wuhu
起飞了
fow好秀
语
稳稳的
可以可以，前面隔句双押
二爷排面
诶嘿
过五关斩六将，岂敢挡我身形！
插标卖首之辈
火钳刘明
二爷杀疯了
哈哈
无
厉害
[每周必看]
4
你呢
nn
kksk
来
cpdd
哇
AKA WARNING
火撅（喜）
？？？？？
暗示绿营？
，
见鬼
绿
？？
6
二爷千古！！！
芜湖
没想到吧
6
6
kksk
三连音
牛
终于还是对四大名著的三国下手了
来力(喜）
帅
哦
.
宝可梦大探险
二爷，好厉害！
火了
绿队加油
二爷千古
弹幕护体
l
什么颜色
1
嗨害
关二爷牛逼
绿
好啊！
黄绿
what
6
二爷千古
加油加油！！！
？
二爷威武！
没有弹幕？？？？？？？？
哦哦哦哦～～～～
我绿啦
火钳刘明
为什么是绿色的
我明明发的时候是红色怎么变绿了
kksk
关公牛逼
牛
关羽怎么死的！
绿队碾压
a
绿！
红
。
二刷
好一个安然无恙
牛·
绿
。
。。。
二爷牛逼
测
《安然无恙》
这个评论好绿啊
ohhhhhhhh
ohhhhhhhh
为什么变绿了？
绿
绿
绿起来
关于都脸红了
绿！
绿
顶级腔调——三国
黄
绿
弹幕呢
""
