终于到了我最喜欢的系列
穆赫兰道绝对天花板
王伟和李伟的关系
虽然但是开端也不是悬疑片啊
第一应该是电锯惊魂
老师好
第一盗梦空间是吧
可是开端是个现代言情啊，带个循环就强行悬疑了？
这部电影令人不适，悬疑确实挺悬疑
天花板
哇上午还是推荐页的，然后跟着看了下源代码，没想到现在成热搜一了
一般
这能算悬疑片？
瑞秋
这部的悬疑太弱了
众筹拷打导演
确实
确实是看不懂……
再看完解析后，还是看不懂的电影
神秘岛
源代码
好看！
盗梦空间
这部好看
什么时候科学需要靠情感升华了？
没有记忆碎片吗
禁闭岛？
这个真离谱
恐怖游轮
在这里想安利一部类似的日剧《我的恐怖妻子》
没有其他意思，只是想分享好看的剧，感兴趣的UU们可以看也很棒的
诺兰杀入前三
第一无疑是盗梦空间了，诺兰封神了？
这应该第一的，逻辑性太强
非常嫌疑犯
反对死刑的
不看解说这个根本看不懂
源代码还不错
最爱穆赫兰道
七宗罪也不错
符号学经典
文斯莱特？
这其实是个科幻悬疑片，看完真相有点失望
神结局
guoguo
应该是张清和章清的关系
第一盲猜致命id
暴怒杀死了嫉妒
这部好看
裴淳华
我能说禁闭岛我看睡着了吗
预定穆赫兰道
这片子没影评能看懂么？不理解
这部看的很震撼
这个看过了
沃茨颜值巅峰之作
林奇：我踏马也不知道
rois
这个看过 不错的片
第一遍看完是懵的
一直也没觉得盗梦空间有啥烧脑的
这个可以
看不见的客人yyds
恐怖
下木先生
别提开端了，不配
everday
这个只能叫犯罪片 哪有悬疑
源代码真的好看！
我看过这个，好像
这个可以！
开端能跟这比？
死得像个人 还是活得像个怪物
这个电影胜在剪辑手法
那些洗开端没抄的都是避重就轻，抓着时间轮回这点说大把电影有，却只字不提列车拆弹为什么这么像
禁闭岛是闭环结局
为老师三连！
超现实主义、后现代主义、意识流、荒诞派，不应该用普通电影逻辑进行理解
禁闭岛
这不大算悬疑
Hi rose
十二猴子
这个我觉得像2077的超梦体验
意识流
像游戏一样
第一名。禁閉島
无敌
不看影評的禁閉島是永遠的神
金刚狼大战蝙蝠侠
一部做梦片而已
柔丝？？？
一個結局和多個結局都很新世界
这个挺牛逼女的也漂亮
穆赫兰道
导演：拍到哪里算哪里，只要你们懵圈就行了
亚瑟！！
管家侠背叛老爷帮助狼叔
神秘客
当我看到收藏是点赞的两倍时，似乎发现了什么
大卫林奇的妖夜荒途 也不错
这个不看解读是真的烧脑
大爱致命魔术
两千多僵尸一起看
这部结局给出的答案真的很感动
不是喜羊羊与灰太狼吗？
源代码比较简单
这个的最后一个反转可以的
这个算悬疑吗 看着没意思
这部电影是唯一一部完全看不懂的电影
穆赫兰道重在剪辑制造混乱，两极分化严重
开头看得我窒息 看不下去
记忆碎片，穆赫兰道，蝴蝶效应
初中看过，很不错
蝴蝶效应没有吗
后半部精彩
盗梦空间
这个一般
这不是悬疑片？是什么？
芬奇几杀了？
因为我看不懂，所以我认为这电影不行没问题吧
并没有两个故事 这是单一结局~~~
66
禁闭岛应该能进前三吧
记忆碎片算不算
被过度吹捧了……实际上含义多是过分解读
穆赫兰道最好的梦境电影
这个结局像数字城堡
好看的
废除死刑主要是
前目的地呢？
死亡邮轮呢
看过
我也觉得恐怖游轮天下第一
肉丝
这个太恐怖了前面
通灵这小孩
rose是你rose
看不见的客人
yyds
直接叫大卫芬奇专辑就行了
为嘛不把它排在第六
没结论，一脸懵逼
这个有点拖沓
肉丝
人家导演就是故意排成模棱两可的结局，一堆人还自以为是，一个结局这电影成不了神
这个是真好看
这个算伦理片吧。。。
红辣椒
不是信条么？
安娜贝儿
老师好
投币是点赞的一半，点赞是收藏的一半，哈哈哈
禁闭岛确实厉害
盲猜第一盗梦空间
老师好
伟大的电影
盲猜十二宫
第一部必须是盗梦空间
给老师三连了
这个当时看的时候特别精彩
这部我看了三四遍都没看明白……可能是我太蠢了
恐怖游戏
拼多多的？
悲哀的大本
除了一脸懵逼什么结论都没有
看不懂系列
我觉得非常嫌疑犯和禁闭岛最牛逼
搏击俱乐部肯定有的
这个画面是《禁闭岛》小李子演的
超感动
恐怖游轮
这个是真的巨压抑
沙马兰出道即巅峰之后一落千丈
穆赫兰道过度解读，名不副实
海市蜃楼
这部个人认为没意思，因为它真的有科幻成分
七宗罪我个人感觉挺平淡的。
终于有一部我看过的了
推荐但不剧透电影的up，好评
声音好听，关注了
声音太模糊了
没字幕都不懂在念什么
这个超棒
吓我一跳
肉丝
恐怖游轮，看不见的客人怎么没上榜
盗梦空间
超级刺激
这部我没看懂
肉丝
《禁闭岛》
好看
《源代码》
《盗梦空间》
莎朗斯通
情人节限定
这个结局有点扯了
鬼故事反转
这个好看
七宗罪得白纸时期去看
开端
很一般
彗星来的那一夜不配？
我觉得巨富就是脱离现实
这部建议带着女朋友和老婆去看，有益关系和睦
V？
这辈子看过最顶级的悬疑片：看不见的客人
开始觉得是悬疑 看完竟然是个科幻片
拳击俱乐部呢
小李子和绿巨人的搭配确实不错
没有电锯1吗？
盗梦空间
没有 看不见的客人 我不是很认同
小李子打啵扣
这个是真的强
在阿富汗执行侵略行为
第六感真的！！绝了！！而且超级好看超级感人
这也好看
盲猜第一名盗梦空间
使派西？
消失的爱人不算吧
雷锋与雷峰塔的关系
我感觉这个真的瘆人
大卫林奇的内陆帝国更难懂
致命魔术太好看了！
记忆碎片得上个榜吧？
开端有所借鉴
源代码紧凑，但是深度比不上禁闭，盗梦，穆兰
杰克吉伦哈尔
太多了，十部根本排不完
开端plus精简版
禁闭岛剧情挺简单的，中间看一半就猜出来了。。
永远的神！天花板！
第一次看的时候超级震撼
穆赫兰道永远的神！天花板！
真正的电影迷宫！
恐怖游轮呢
这个有点扯
神探狄仁杰
这个好
这个没看过
穆赫兰道吓到我了
第一肯定是 神探狄仁杰
正确答案就是因为没拍完所以后期剪的片子
..
第六感可封神，人文情怀与悬疑的完美结合
妙啊
不是信条吗
3000多小可爱同时观看
我反对废死！！！！！！！！！
因为我反对他的主张 所以我也没有被打动
前面的先搞清什么叫抄袭
这个感觉太狗血了
看了好几遍 
最后起鸡皮疙瘩 不要剧透
喜欢
对犯罪心理类作品影响至深
你不适合解说。吹口哨声音太刺耳。
很好
沉默的羔羊？
这个是科幻片
消失的爱人排不上号吧
诺兰导演牛逼
反对死刑，很难被打动，仅仅用可能误判不能成为理由
第一部必须《小时代》
大卫芬奇的电影直接看就好了
人工智能里那个小男孩
这个拍的个人感觉不好，真没有书中营造出的那种感觉
再悬疑也比不上锅姨
致命ID
致命ID和看不见的客人yyds
非常嫌疑犯有么？
这么好的up，为什么没人关注！！！
不要把悬疑和烧脑混为一谈，有探案情节的电影也可以称之为悬疑片
小李子包揽前二？
第一是记忆碎片，不接受反驳
消失的爱人没有看不见的客人好看
这个最恐怖
看不见的客人 调音师
课代表来啦     
记忆碎片
播主的嗓音 很棒
←带节奏的孤儿，开端的故事核心和源代码完全不一样
←带节奏的孤儿，开端的故事核心和源代码完全不一样
说烂片的指定没看懂
下木？
凯文史派西的非常嫌疑犯也值得一看
马上看起来
吓死我了
说有两个结局的，不用看了你脑子不行。
这个只有一个结局，一个结局一个结局
禁闭岛！！
i see die people
没有搏击俱乐部？
这个女记者是泰坦尼克中的肉丝哦
禁闭岛、恐怖游轮yyds
开端
记忆碎片yyds
第一不是穆赫兰道？
第一绝对毛骗
这个有原型
我爱裴淳华
最后我发现这是个科幻片
好看，N刷过
这个电影，看过了的不要剧透给没有看的，结尾震撼，
致命ID呢！！！！！！！！
魔术大战科学，平民大战贵族，最终，贵族+科学胜利
结局是真的震撼
记忆碎片
这个好看
大卫家人才辈出啊
来支持老师辣
这个最后把我们都看哭了
看不懂这个
穆赫兰道最简单，就是日有所思夜有所梦，还有就是梦都是反的
PDD和拼多多的关系
这个经典
女人很可怕，远离女人
看不懂
禁闭岛
看完不敢结婚
绝命调查
可惜这个男主最近得了失语症，告别影坛了
这算不上悬疑，大卫芬奇幼稚作品
这个不错
天花板，但不现实了
天花板，开放式结局典范
根本看不懂
这个真的绝
你声音有点像王志文诶
源代码！
哇，这么多人喜欢悬疑片啊
《禁闭岛》！！！小李子神演技
以前每年看一遍
好看但是不够悬疑
好看
诺兰
这部好好看，看了好几遍
推荐一定要看看惊魂记
盲猜搏击俱乐部
《十二宫杀手》
看不懂
还有头发
废死派的建议去重温一下消失的夫妻，人都放出来了
这个电影我找好久了
坐等消失的爱人
看开端就让我想到这个电影
结尾窒息
看过，震撼到
看过
这个好看！！
我的耳朵是不是给UP捂住了
沉默的羔羊yyds
‘
不错，比开端早很多啊
看过
禁闭岛
禁闭岛y y d s
这部应该放第一部
这部真不悬疑吧
这部真极具特色
I see dead people！
结局有点失望
看过，太压抑了
这导演的风格不是磕了吧
妥妥的天花板
天花板
我只是不太喜欢皮特所以觉得一般
纸牌屋男主？
天花板
声音这么小
up是在被窝录的吗
穆兰道赫
穆兰赫道最烧脑
辛潘
消失地爱人直接看抑郁了
这部看的我迷迷糊糊
说禁闭岛是开放式结局的，你1000%没看懂
史派西特别能演这种人
对，结局有点魔幻，否则完美
看不见的客人这种类型的，一开始内容信息就不对等
凯文史派西
搏击俱乐部。
禁闭岛?
禁闭岛
I’m home!
666
88
788
888
致命ID
666
&88
开端祖师爷
I’m home!
I’m home!
这片真是看完一脸懵逼
I’m home!
这小孩儿是不是演过机器人
源代码我吹爆！
开端没有抄，能闭嘴吗，跟循环沾边的就是抄？
妙法莲花经
催更！
都是达芬奇的？
大卫芬奇和诺兰的电影无脑看就好了
第一应该是非常嫌疑犯
弗兰克
看了两遍，还是没看明白
盗梦空间
第一次去影院看的大片
比较喜欢诺兰
七宗罪确实一般
诺兰！
小孩太惨了 被追着心理治疗T_T
杰克吉伦哈尔
多线叙事我觉得就没人能比诺兰理得更清的
信条才是神
这个真好看
结局真的牛
海市蜃楼
恐怖游轮
拯救者终被拯救
控方证人算不算
恐怖游轮
我也觉得是故弄玄虚
我觉得机械公敌都比它悬疑
声音太好听了
你的s。。好刺耳
这个是我心目中的第一
孪生蝙蝠侠大战克隆金刚狼
凯特温斯莱特。
看不见的客人是西班牙的，不是好莱坞的
樊凡
吉伦哈尔
看过很多悬疑电影（蝴蝶 致命  游轮 盗梦 了。。。） 唯有穆赫兰道没看明白
穆赫兰道是真的传奇
唐探
看了两遍，隔了四年
唯有穆赫兰道没看懂
前目的地
七宗罪没啥意思
源代码，超好看
没有两个答案，其中的一个会被电影中的很多细节推翻
没有恐怖游轮吗也很经典啊
正大剧场看的
强力推荐！！！！
经典!
无敌了这个
一开始都说了好莱坞，韩国个屁
结局没意思
源代码
源代码！
吉伦哈尔
肯定帅啊，断背山来的嘛
结尾反转真的很棒
又名，如何把一个正常人变成疯子
最爱盗梦
天花板
看不见的客人！！
海市蜃楼怎么样
始终没想明白结尾
这电影叫《源代码》很好看
这电影叫《盗梦空间》很好看
。。。这个完全没意思
老爷？
盲猜第一，克隆岛
这部电影老好看了，就是结局让我伤感
我的恐怖妻子
突如其来的口哨声
最后双胞胎复仇了
这片真神了
这个片，看不懂
有没有非常嫌疑犯
致命魔术
这个片看的我难受
一般
哪里悬疑了
好多年以前看穆赫兰道完全没看懂，结果开头就表达了这是做梦的故事
结局有点理想主义
无限重启之每次进步一点点
好好好，致敬致敬，阿汤哥复活杀怪都是致敬。怎么可能是抄袭呢！谁没事抄袭呢是吧
这个很绝
致命魔术
致命ID
好看好看
盲猜第一是禁闭岛
这个很下饭
禁闭岛吗？
主张废除死刑
看不见的客人
伊森你老婆好漂亮
准确的说是三位
所有的悬疑片中，就这部我没看懂…后面找了解说，看到说2/3是现实，然后恍然大悟
所有的悬疑片中，就这部我没看懂…后面找了解说，看到说2/3是现实，然后恍然大悟
所有的悬疑片中，就这部我没看懂…后面找了解说，看到说2/3是现实，然后恍然大悟
源代码?
蝴蝶效应必须上榜
这个好看
最爱
这部可以的
小李子的片质量都很高
穆赫兰道  我睡了一个星期才看完
居然没有蝴蝶效应？
弗兰克
禁闭岛，看了不下十次
看过
3000+人在观看
盗梦空间？
这应该第一
这部电影好看
这部真好看
禁闭岛看哭
这不是神秘客嘛
死刑不可废除
死刑不可废除
高级剧本杀
3000+就离谱
起立
这个很…特别
就俩字形容 nb！
搏击俱乐部！
开端就是套的源代码的皮，内核完全没演出来
搏击俱乐部
消失的爱人
这个我觉得挺一般的。。。
盗梦空间和沉默的羔羊 搏击俱乐部 都可以归入悬疑
靠 这部超级好看
有没有升六助手
这有点意识流
收藏比点赞多
大卫芬奇杀疯了
大多数自创流派的烂片
说《穆赫兰道》的，请你给我讲解一下。装犊子呢。
搏击俱乐部才是天花板
啥玩意儿，看不懂
这个没啥意思
吐了，看不懂就是天花板是吧
这部电影当年看完还是有点震撼
好看这个！
好家伙循环的作品那么多有的人真的狭隘
恐怖游轮没有位置吗？
最爱《穆赫兰道》
穆赫兰牛壁
穆赫兰道牛壁
机器人大卫也是他演的
超爱致命魔术
这个电影真的特别棒
12只猴子是一切烧脑电影的开端
三个顶级演员，算是经典了
源代码
这个确实可
盲猜恐怖游轮
和开端很像
盲猜第一穆赫兰道
看了好多遍
懂了，循环沾边就是抄，感谢网友更新三观！
肉丝
超喜欢
这是导演的功劳吗
结论就是看不懂
还有致命ID
蝙蝠侠
看不懂能有什么不同结论
说教片
这么多大卫芬奇的？
蝙蝠侠，你怎么在这
盗梦不算悬疑吧感脚，
whats in the box
致魔术，哈哈，一盐难表啊，
不，我只觉得惊恐
紧闭不算开放结局哦，男主片尾的对话，
蝙蝠侠
开端也不是走硬核悬疑路线的啊，在这儿喷开端干什么？
这个好看
看不懂 不知道好在哪
你是看到车爆炸就想到开端是吗？ 
穆赫兰道简直是恐怖片，最后那个片段，现在想想头皮发麻
前目的地
致命魔术排第三？？？就离谱
都看过
剩余的位置不够了啊
没有一定的同类型观影经历不建议直接看
神仙作品！
天花板
天花板啊！
这部经典但悬疑成分一般
这部也好看
这部很不错
禁闭岛可以
源代码
盗梦空间不怎么悬疑
禁闭岛真神作
说悬疑的话希区柯克的片没有？
好up，悬疑确实不能剧透
我只想说禁闭岛yyds！
看不见的客人
6666粉丝留念
信条我从头猜剧情到尾…
为什么不提编剧呢
前面的，无极你看得懂吗
七宗罪天下第一
polar bear
小李子双杀
盲猜穆赫兰道
源代码
诺兰大神！！！
禁闭岛yyds
有一级恐惧买的
黑寡妇戏份不多
Ross
盲猜，前三有，星际穿越，跟盗梦空间
我杀了我
主要是太艺术性了 悬疑加艺术no1￼
这都是小儿科
最后一罪——愤怒 绝了
小儿科
两个大卫
盗梦1遍信徒两遍的我只能说这东西是不想给人看懂的，不应该放到这里
文化不同，没感觉七宗罪有多好
等一个星际穿越第一
我的评价是不如彗星来临
除了那个机器是败笔之外这部真的很好
你永远可以相信诺兰（信徒除外）
挺不错
源代码看过，可以
第六感确实经典
没片看的直接诺兰挨个看准没错
彗星来的那一夜 不错
彗星来的那一夜？
看过了我
我感觉这部片才该是小李子得奥斯卡
大展宏图，就在今日
前目的地
没有前目的地？
这个能排20都吃力
看完只有混乱和疑惑
七宗罪不算悬疑烧脑
AI男主
希区柯克在哪儿
没有搏击俱乐部
双峰镇的导演？
都是大卫芬奇  哈哈
记忆碎片
盲猜第一位，穆赫兰道
十二宫也不错
难道第一是恐怖游轮？
情人节必看篇目
全看过
同为致命 后面改成ID更好看了哈哈
最白左的一部电影
这个是惊悚片
说开放性结局的确定看懂了？
看不见的客人不是好莱坞电影
不。这部片子有个最大的bug，如果平行时空了，那么附身这个人不会死，也就不会有附身了~
源代码有啥烧脑的？
都说了是好莱坞的，还在这找韩国电影呢？
瑞秋
看不懂就对了，因为它是梦，也是唯一一部能把梦拍出来的电影！！！！
看不懂穆赫兰道的只能说你功力一般，还在说电影不好，不想想自己问题？
这个貌似应该有2吧，感觉没演完
是开端和它很像
禁闭岛不是开放结局
说有两个结局的，建议再看一遍
我投禁闭岛
穆赫兰道太强了
都说了不分名次 
这是第一名吧
前目的地
给高了
大卫芬奇3杀
源代码是科幻电影哈哈哈
这种这么像求魔啊，
恐怖游轮呢？
十二只猴子
这人是不是 丹尼啊？苏格兰那个单口相声丹尼？
女主漂亮
开端更像是个刑侦剧，因为并没有对循环的原因做出解释
其实就是一场梦
这个好看
!
比开端早n年
恐怖游轮不错
!致命魔术!
yyds
穆赫兰道
全是大卫芬奇的吗
禁闭岛！
穆赫兰道烧脑之神
这部真的好看
源代码！！
其实七宗罪结局根本说不通
大本
休杰克曼+贝尔
这部真心好看
七宗罪算悬疑片，我觉得还可以
yyds
up主你录音好爆
说和开端像的真有点难绷，就和别人说你爸挺像你一样
禁闭岛
这个镜头最后再看见会细思极恐
看不见的客人
海市蜃楼
十二宫？
可惜导演夹带政治私货
叼打《开端》
看哭了
更喜欢至尊魔幻
致命魔术！！！！
。
被转角那个吓到过
如果算上电视剧的话，《暗黑》应该有很高的名次
没有搏击俱乐部差评
没有搏击俱乐部差评
长安十二时辰
开端很好，但真不是一个水平的
推荐 怪奇物语！！
这个真的超棒
记忆碎片也不错
搏击俱乐部就是个烂片
老爷阿福下岗再就业？
大卫芬奇、诺兰，都是佳片保证
消失的爱人最好看
前面的如果连这几部都没看过也好意思说自己影荒…
邓肯琼斯的电影确实拍的不错，月球也很好看
穆赫兰道yyds
好看
控方证人最经典
看了很多次
星际穿越也悬疑 ？
禁闭岛真的nb
女神肉丝
诺兰的悬疑的话还是盗梦空间和记忆碎片更好一些
恐怖游轮yyds
结局绝对牛逼
杰伦哈尔
感人肺腑
蝙蝠侠
盗梦空间yyds
汉克皮姆
000
第六感，这个我熟
致命魔术YYDS
经典爸爸像儿子
已看第十部，不算太悬疑，但他们确实很执着
配音太小声啦
我是来看女2身材的
开端的前身
源代码
记忆碎片yyds
前两部都看过
钢琴师 短篇
前半段都是梦，你就能看懂了
逐梦演艺圈
宝藏UP主！！！！！
消失的爱人真的太厉害了
这个也好看
禁闭岛也好看
我觉得这部比荒野猎人好看多了
盗梦空间
这部看过
这个有点科幻我记得
这个好看
信条算科幻吧 悬疑几乎没有
这个也看过
贼无聊
这个好像是大反转结局
穆赫兰道一般吧 前半部分很好
芬奇是导蝙蝠侠那个
盗梦必须第一
小李
这个绝了
这个真的超吓人 心理恐怖
致命魔术真的很烧脑，反复看反复琢磨真的很有趣
穆赫兰道
我以为穆赫兰道是第一
这个很感人的
开端抄个屁，不过开端确实不够顶级就是了
这是入门级的
金刚狼大战蝙蝠侠
诺兰yyds
卡农
开端
穆赫兰道当时没看懂
盗梦空间到不了第一，还没秘窗好
Da Vinci Code 也很好啊
找高压锅吧
诺澜他来了
应该说开端和他很像
需要说明书的电影不是好电影
寓意好，结局不是特别惊讶
致命IDy y d s
看困了
致命魔术也很绝
我最喜欢这一部呀呀呀
很好，很简单，一听就懂
说话口哨声太大了
灵异第六感
甜蜜爱情片，推荐情侣一同观看提升感情
哪里可以看？？？？
我的恐怖妻子
高中一起看的很有深意也很有fanzzhab
啊 这部真的好看
很有反战意义
无意间看到的 绝了
反复看了好几遍
这个真的超好看！！！！！
这位男主和他的朋友真的很伟大
信条，yyds
美版开端
这个很棒
特斯拉的电影
大卫芬奇，大卫林奇
朱广权
双峰
濒死幻觉
吖
这个严格来说不算悬疑感觉……
还是没有 恐怖游轮 精彩。
恐怖游轮
看完我感觉是我疯了
浮生若梦
彗星来的那一夜，浮生若梦
我和我前女友一起看的这部，然后就分手了
第六感yyds
开端就是借鉴这个电影的
md，动不动就是抄袭
禁闭岛，大家都在陪他演戏
穆赫兰道以前是公认第一，现在不知道是哪个电影了
吃灰，懂？
这电影是人类演的，超级好看！！！！满分推荐！！！！
3
消失的爱人强的一比！！！！
这个天花板了，看了几遍脑子都疼还是看不懂
诺兰yyds
这个很好看，全是实力派，最后一段特别精彩
对悬疑两个字怕是有什么误解
第一肯定是盗梦空间了
这个是真的恐怖
金刚狼大战蝙蝠侠
神探狄仁杰！
老师太强了
“爷爷和孙子长得好像”
我刚才是不是被剧透了
信条真一般
信条在这里面不算什么
看标题看标题！up讲的是好莱坞，不是欧洲！
我觉得小李子的最佳
这个真牛逼
这个不错
好看
结局震撼
这部电影是反死刑的，不过叙事确实很牛。
这片时长不短，我还没看懂， 血亏
移魂都市
这部片都说好，看了三次都睡着···
喜欢女主肉搏的片段
星际穿越
就是太阴阴郁了，所以不太喜欢
《迷雾侦探》吗
波斯网址，是里吗
消失的爱人
致命魔术！！
这个看过
看过很多遍依然很爱看
这不算悬疑吧
结局很暖心
十部都看过 禁闭岛我认为是最佳
第一搏击会
凯文史派西啊，可惜了影帝
M.奈特.沙马兰倾力之作
这不是下木吗
觉得七宗罪不悬疑是因为有太多模仿者了
有致命ID吗
穆赫兰道？
还有同样由他主演的《超完美谋杀案》
这个我看过。里面的女主是真的很。
这部小破站就有
这个男主和爱情与灵药男主好像
盲猜有致命ID
这才第九？
《控方证人》
这个跟小岛惊魂有点像
穆赫兰道看不懂
这个好看
不是看不懂就是天花板的
比不过禁闭岛
这个真nb
诺兰nb
第一第二全是小李子主演
这个真的让人脊背发凉
蜘蛛侠是皮特帕克！！然后我被困住了！！！
大卫芬奇三杀了
最高难度片子
这个小男孩演的人工智能也超感人
诺兰别来ky啊
对！！！
原来不止我一个认为穆赫兰道应该是第一
最喜欢的欧美男演员
吹爆
盲猜小岛惊魂
天花板
←_←行了轮不到你来安利盗梦
神作
你踏马声带落家里啦？
