你就叫子弹啊？
电真正能够伤害到人的是电压差产生的电流，电线的电阻小，电压差小，电压差除以人体的电阻流经人体的电流小
4000在看离谱就
运动了？芙蓉镇！
4000人厉害了
太阳
内八瞩目
热门通知书
芙蓉镇也不是
火钳刘明
当演员不行呀
谢谢你，老古董
子弹呢
无序犀利直接
鸡皮疙瘩起来了
内八。。。
申遗
你才是最懂姜文的
完美
哥哥一条线上等压，哪来的跨步电压。跨步电压是电线掉地上了，距离电线远近不同有不同的电压表，走路导致触电这个才是跨步电压啊
时间顺序吗？
那是一条电线吧 电压一样的
儿子，你爸爸我来了
神TM小姑娘
卡在了奇怪的地方
这女主是姜文老婆
这是姜文老婆……
穿胶鞋
绝缘个屁，导线那电阻本身就比人体大得多
解放兔子
你搁这儿给我搁着呢？
鞋子就是超导人也不会有事​
《文明》
这段是建国大业吧
懂了，姜文是拍动作片的
太阳照常升起
邪不压正
我一手一个掐死俩
绝了，剪得好啊
电线上基本上等于绝缘的，要不然一下雨旁边的人都得GG
这人家媳妇啊
111
3000+人好多
不是高压，而且鞋是牛筋底儿。
这视频会火的一塌糊涂
跟预告片似的
竟然让我手机全沾满了
阳光灿烂
安红不是动作片
走，跟我进屋
芙蓉镇我看过，18岁
暂停成功
整挺好
好像懂了，又好像没懂
才一半啊
他一直这么勇敢吗
好家伙弹幕开始讨论电学去了
预告片
点心？哪有点心
9.10是特么教师节
邪不压正！
邪不压正
跨步电压是电线断了掉在地上，电势与距离成反比导致电压，一根电线上哪里来的跨步电压？
太阳照常升起
只差一步
六个人，还当着人家丈夫的面，pui～
一步之遥
这么黑，路在哪儿呢？
破防了……
此地空余黄鹤楼
哈哈哈哈哈哈哈哈哈
小小三连不成敬意
姜文：就是为了这首歌儿，我才拍的这部电影
上热门了
这是太阳照常升起
4000人
牛逼
跟他耍耍
太阳照常升起最后的结局是父亲拿着枪杀了儿子
姜文永远的神
父亲最终杀死了儿子
居然还有鬼子来了
姜文yyds
这是人媳妇，何止专用女主
鬼故事，进度条
在看的把公屏打在牛逼上
牛啊
这是真有点牛皮
串起来了，刚好打电影表述的隐藏点全都点明了
还等什么呢？
让学
让学
泡
影片内容与历史相呼应，层层叠叠间反映影片内涵
不复返
空悠悠
跨步电压的，我俩脚不同时踩电线不得了？复读吧，赶紧的
一根线上哪来的跨步电压？电线落在地上才是跨步电压
兔子需要长生不老药
艺术就是爆炸
邪不压正
鞋子导电哦
卧槽
绝缘靴不行嘛？
红高粱是老谋子的，姜文是主演
一个师傅教的，破不了防
姜文小时候？
姜文和刘晓庆是情人
鬼见条
我当时看见这里感动极了
申遗吧
那鞋是胶底
我要飞向白宫，我是东风
这小姑娘是他老婆
申遗吧
他一笑，天就亮了
细节内八！
姜文片子真的赞！才华横溢
跨步电压的太秀了
？？？？？？？？
前面讨论跨步电压的，在电线上你俩脚间电压和脚中间电线电阻有关，电阻那么小，跨步电压完全不大
4000人再看了
芙蓉镇不是姜文导演的
还有我
这不是刘震云说的么，为了醋包饺子
新人是魔鬼系列
火钳刘明
芙蓉镇是谢晋导演作品
什么姜文小时候，这是刘星
电话线
内八字细节
两只脚在不同的电线上才会触电，你看见哪只鸟触电过
电线上都是同一个电压啊
确实经典
红高粱是张艺谋
电线的电阻低，跨步电压很小
不要恶意刷屏
时隔一年终于投币了
邪不压正
泡
红腹锦鸡？
赞助商赞助位置
简单的嘴臭，极致的享受
只踩在一根电线
好优美的中国话
吓傻了
阳光灿烂的日子
反帝又反封
敢拍
李妍狼崽子
陈建赋
邪不压正开头看的时候我恨不得钻进去跟朱潜龙打一架
姜文
你告诉我一条线上哪来的电压差？电力系统学明白了吗还跨步电压
那是夏雨，什么刘星
姜文永远的神
这姑娘不只是电影里的女主哈
天下第一谜语神
说话
内八字，小鬼子
电线电阻接近零还真就电势差不多
小姑娘还行，那是他老婆
刘星的是认真的吗
分头行动
中国就剩两个导演，一个姜文一个老谋子
kksk
那是姜武，什么陈建斌
送别
跨步电压是由于不同地方的电势不同导致的两脚存在电势差，一根电线上电阻很小电压较小所以不会触电
燃起来了
4000十在看
人在电线上走就很离谱了好不好，一群人还在争什么电压，看笑了
邪不压正
一根线电势差哪有那么大还跨步电压
别吵吵了，皮鞋是橡胶，绝缘
交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税交税
这是下冰雹
这部看不懂
拍红高粱张艺谋和姜文从头吵到尾
六子
电工出身表示你TM站凳子上你摸两根也电不死你。还电压你得有一个地方挨着地啊
哈哈哈哈哈啊
剪辑一塌糊涂，神的只是姜文
。
这姜文老婆
宁静别把我给美死
谁的娃
这是姜文媳妇周韵
你就踩一根线没跨步电压
主要电压小
别人那是电话线吧
up剪的这个电影指的是姜文执导的电影和参演当男主角的电影 芙蓉镇和红高粱确实不是姜文执导的 但是他参演的 他是男主角
这小姑娘周韵是姜文媳妇
1949+17
哈哈哈哈哈哈
让学巅峰，姜学
苏联完啦~谁没完啊
这段意思应该是开始抗日了
建议有空都把地上的五本书看一看，自己理解的东西才是最有用的
这是他媳妇
阿美利加
兔子!!!!
他妈:管我什么事
不是刘星
666666
我们学校
是不是指嫦娥七号奔月，
燃爆我心
高
姜文导演的电影真的，越看越有味道
学过吧，
才一半
大哥大嫂过年好
飞头的是《邪不压正》的开头，朱潜龙和根本两个人杀了李天然的师傅和师母
周六再看的举手
注意口音
她是姜文老婆
《一步之遥》
姜文拍的电影都不错，带有自己的思想，有些作为演员的电影也不错，有些则太超前或者滑稽。
姜文的导演才华不输演员才华。
姜文永远的神
喀秋莎
这是人媳妇儿
九月九号是什么日子
现在的新人都是怪物
就为了这几句台词看的这个电影
哇4000＋在看
这是姜文老婆吧
昆丁：牛逼
让子弹飞一会儿
.
剪辑厉害
哈哈哈哈哈哈
教师节
姜文YYDS
本命年呢
喊邪不压正的人却最邪
翻译翻译！
白云千载空悠悠
？？？？
我猜是鞋底橡胶
邪不压正
？？？？？？敬礼！！
姜文演的不是姜文的电影？
这个抽烟姿势真是有味道啊
1
待到山花烂漫时，她在丛中笑。
《太阳》
霸气外露，找死
@轮椅
这tm是他老婆
申遗！
So big
5万赞2.3万币
日本又想通过开奥运会赌一把了，
火钳刘明
跨步电压和你两脚之间的距离与电压等级有关系，就算你穿的是胶鞋满足了条件也会被电
1677粉丝，5万点赞，2.3万投币？谁能解读一下？
麻雀两脚之间的距离太小了，加之电压等级并不很高，所以不会被电
大哥大嫂过年好
b站只要发有关姜文的内容，播放量绝对不低，姜文要是开个b站号（做梦）就好了。
姜文演的不算？
上什么点心？
要这硬币有何用
《芙蓉镇！！！》
什么？朕的大清亡了？？？
4000
‘、
就是为了这顿牢，才不蘸酱油
周韵，人家老婆
阳光灿烂的日子
夏雨
莫名神似奥特曼。
夏雨哈哈哈，刘星哈哈哈哈
姜文老婆
bgm王佳芝（不知道记错名字没有）
申遗！
哦我不是记错了 是听错了
她是姜文的老婆
一步之遥
刘晓庆
离谱了这段
这个是哪个片子的？
牛逼
4000人离谱
有没接地，不会触电的
好棒
电线上电势差能有多大，你又没接别的电位
跟绝缘有啥关系
八岁！
这是哪一段
马走日
申遗 快申遗
bgm声音有点大
云大校友等等我
云大校友等等我
这是那部啊xdm
真下饭
防电的胶皮鞋呗
投币了
黑，真tm黑啊「doeg」
好活儿
感觉像是在向先辈诉说着明天
爱国人士
阳光灿烂的日子
一个老师教的 破不了斩啊
鬼子来了
罗圈腿
神tm丞相，那是姜武
邪不压正
阳关灿烂yyds！！！
芙蓉镇
太阳照常升起yyyyyyyyyds！！！
有点长。
国粹
棒棒棒
阳光灿烂的日子
别踩另一根
邪不压正
阿姨还好吗
出处：邪不压正
不错
芙蓉镇是谢导的
我一手抓一个 掐吧死俩 拧成麻花 刨个坑埋咯！
wuhu
有些人看完视频可以无聊到甚至可以翻到我这条评论[doge]​
他演的不行吗？挑刺跑这来？
电线上有电压，但是这种线很低，得考虑这个最起码得是超高压，高压都没事
我曹，我生日
唐山话哈哈哈
skr
刘晓庆！
太阳照常升起
霸气外漏
《包饺子喂猪》
芙蓉镇是谢晋的
新人都是狠人，悠着点
神他么跨步电压？？
枪在手，跟我走
什么时候上映啊我丢
运动啦啦
哈哈弹幕能笑死我
说啥呢，非得是电线，不能是钢丝是吧
老姜还带是文牛壁
寻枪也好看
...
阳光灿烂起来了是吧
问跨步电压的上课肯定没听讲
申遗
电线粗细均匀，电压是相同的
你得抓两根不同的电线，才会有电压差，才会触电
踩同一根电线是没有的
我以为完了
夸张点说，你开胯一百米，只要是同一根它也没有电压差
求那个说干就干的剧名
建议申遗！！！
神tm跨步电压
这个片子叫啥
听，昔人已乘黄鹤去，此地空余黄鹤楼。黄鹤一去不复返，白云千载空悠悠。
离谱呀，离谱
申遗
桥上这段是啥电影
建国大业
这是建国大业 回头看看吧
破哦
刚才那是建国大业的片段吧
邪不压正
有话好好说
这里看哭了
许晴
邪不压正·
芙蓉镇也不是姜文拍的，这个剪辑缺李莲英，本命年，宋氏姐妹，狭路英豪，绿茶，陌生来信，有话好说等等等
小时候看过北京人在纽约的举手
《芙蓉镇》，是谢晋导演的
芙蓉镇超级好看
桥上好像是邪不压正吧
?????????
踩一根线哪有跨步电压，又不是踩两根线
我生日...
电影 邪不压正！！！！
2000+
火钳刘明
完了？没完！
决战之后！毛人凤
一步之遥！
昆汀号称小姜文
大哥大嫂 过年好
邪不压正
88
芙蓉镇
投币了
张雪峰：大清亡了~
一步之遥
翻译翻译
邪不压正
姜文神作，看着来劲！
邪不压正
 他一笑天就亮了  是啥剧？
硬币交了
点心，哪里有点心？
海豚僵尸？
鬼子来了yyds
邪不压正
我不知道为什么，但是这句话让我特别感动
让子弹飞一会
tm一直电压烦不烦啊
第一部分：大清亡了
教师节你俩结婚?
第二部分：对外抗争
第四部分：走自己的路
刘晓庆
第五部分：腾飞
说在电线上有跨步电压的我笑了……
那个是，邪不压正
电线上有跨步电压，你腿有多长啊……
有尽头
那他妈是电话线或者电报线
没完！
待到山花烂漫时，她在丛中笑
让学还是行啊
邪不压正
太阳照常升起!!
九月九号天塌了…
怎么看在线多少人在看
741条弹幕。
快到头了
邪不压正
欢迎来到新人都是怪物系列。
我有个朋友叫一(易)笑天
牛
芙蓉镇姜文是监制，那时候他被进拍5年
这段优秀
流弊
1:低压线有绝缘皮，2:那点距离的电压让人酥麻都够呛
你们这群小学生 光脚都没事
火钳刘明
啊啊啊啊最爱的
同一根电线，哪来的跨步电压
哇宁静诶
昆汀是 new bee
苦哥，丫直了
大哥大嫂过年好
七万点赞三万投币
霸气外露！霸气外露！
霸气外露！霸气外露！
她站在那里，站在操场上，站在我十七岁的心里
娘嘞，给俺看迷了眼。水雾蒙蒙的！
麻雀怎么站一根电线上了想想
2000+离谱
全屏太爽了
一步之遥
让子弹飞
评论区全是50万
邪不压正里面的
哪天是哪天
。。。。。
这是哪部电影啊？
......
！
你说人民万岁，人民群说你万岁
谢晋
让子弹飞
6666
邪不压正
大哥大嫂过年好
教师节挺恶意
我就记得她贼大
我就记得她贼大！
怎么姜文还不申遗？？
漫长的一分钟
教师节
刷第4遍了
站起来，不准跪！
9.9是太阳落山的日子
双TM句型
说干就干：《邪不压正》
弟兄们上任鹅城
这里是磕high了
让子弹飞一会
牢记国耻，不忘使命！
同志，那可是姜文呐！
解放兔子!
？？？
邪不压正
哦，你叫子弹啊！
笑死了。他又不是同时摸火线和零线
周培老师好！
我听不懂，但我想哭
我以为这就结束了，没想到才刚刚开始
理想者牺牲在那段“尽头”
燃起来了！
比喻，比喻，比喻懂吗？
邪不压正
火钳刘明
浪漫
【全文就一句话：不·许·跪！！！】
牛批
【通篇主旨：不·许·跪！！】
【核心】
快申遗
剪的好乱，你到底想剪啥、
完啦！！！！！
大事业
霸气外露
话不说出去，事就办不成
停，我不想听你的故事
说干就干的那个是邪不压正啊
双手要插袋
赖皮蛇在真龙死后拿到了龙鳞，假装真龙，欺压鱼虾，这tm不都是真事吗​
三部曲都在
让子弹 邪不压正 一步之遥
啊
阳光灿烂的日子
在这感觉升华了，而且更有艺术感了真美，约定的日期
在看呢
成长
公平，公平，公平
邪不压正
太阳照常升起
太阳照常升起！
太阳照常升起！
找死，霸气外露
夏雨
害怕
芙蓉镇
这小姑娘是姜文他老婆
.
我们才是未来！
好漫长的六分钟
卧槽，这剪辑牛啊，前面激情澎湃后面内容实足
就是大半部中国近现代史
啥！
邪不压正
。
这不三连过不去啊
没完！！
“老古董，失传之前听我道声珍重”
七七事变？
八年抗战
国共内战？
解放战争？
我轻易不投币
解放全国了
云大？
中苏
资本不能太浪？
邪不压正
电压是要脚接地才会有。。。
嗯。。。60-70年代？
？
yyds
落地之头必转九圈
夏雨吗？这么小?
+
真可怕，这么具体
人均内八字
《邪不压正》
砍头都不和谐
bgm是惠子失恋
邪不压正
站起来，不准跪!
花有重开日，人无再少年
《太阳》yyds
姜文的每一部电影都值得去看，是个大才
没说一定要是他导演的呀
2级小up【doge】
«太阳照常升起»也是一部非常不错的影片
没太看明白这个混剪
花有再开日，人无再少年
2000up主做出来的？
导线电阻比人高的上过学吗
他一笑，天就亮啦
大为震撼
中国人民站起来了
让子弹飞yds
上学上一半辍学了
姜文！YYDS！！！
在申了在申了思密达
剪的有点乱啊
你们问的是这段是邪不压正
怎么没太照常和阳光灿烂
这他妈才是剪辑呀
地上八把你不捡？？？     我忘了！！
开灯！解放兔子
我不能照顾你一辈子
你该找继承者了
总是要原谅他们，和他们合作的
他们是谁？
同一根电线上是有的
你试试在一根电线上来个一字马，能不能电死你
 VL
 VL
 VL
这叫新手？
唯物主义者的乐观精神永不熄灭
邪不压正
、
泪目
桥上是邪不压正
首页通知书
热评第一没了 我们的队伍里出现了叛徒
申遗
大家好，我是这个片子的B站审核
花有重开日
花有重开日 人无再少年
田  一  名
TM剪得不错
冒泡
好，我去
一步之遥
爱姜文
应该只是剪辑有姜文的片段吧
刘星
鬼子来了
不要讨论跨步电压了，其实拍摄的时候已经断电了
剪的真棒
杀了他的马
我想站着要饭
点题了
这表情转变好厉害
阳光灿烂
阳光灿烂可是姜文第一部导演的戏啊 牛批！
没见过高压线上的鸟吗？
让子弹飞一会
妙哇，全屏
天亮了
站起来，不准跪！
帅啊
李志的《尽头》
知道什么叫等压线不
这样触电还真不叫跨步电压
牛逼
姜文独树一帜，拍电影光看内容就知道是他的
别扔啦！
邪不压正
县长来了，太平就来了
那年我也十七岁
她也十七岁
真鬼才
啥也别说，先把日本冲烂了
邪不胜正
我来搞气氛，透！透！透！
泪目
比博燃
 好好看用心理解比说什么申遗都有用
？？？？？
泪目了
这里真的太好哭了
我们是-异！父！异！母！的！兄！弟！
申遗抓紧申遗
太阳照常升起
两个十七岁真的棒
艺术啊
这tm是新人的视频？
你可是全整明白了
鬼子来了
内八细节
在申了，在申了
在哪学的啊
太像了，这抽烟姿势
嵩鼠
新时代前夜
邪不压正
阳光灿烂的日子！
就是为了讲明白这个道理，我才拍的电影
帅
1000+
翻译翻译什么是tm的惊喜
我爱姜文
说干就干是邪不压正
1000+在看
济沧海开大了
niu B！
阿廖沙！！！！
点心？在哪上点心？
优美的中国话
这是核爆？
太牛了up
我要这币有何用？
起来!不准跪!
黑白画面是  鬼子来了
《鬼子来了》
了然
画面：让子弹飞，台词：一步之遥
这么点粉丝吗才2600
《邪不压正》
第三部分：与苏联老大哥的情仇
我能说我就是9月10日结的婚吗
穷苦的人们啊 不要害怕 向左行驶的马列主义 停下是短暂的 因为 太阳终有升起的那一天
绷不住了
鬼子来了
哇 一千多人一起看！
你电线没电阻吗？当然有跨步电压啊
霸气外露
张一山yyds
这人6啊
1000+的人我靠
？？？？？？
鬼子来了
内八的我哭了
姜文yyds
人民万岁
人民万岁
太阳照常升起yyds
雷姆
714REN
暂停成功
怎么感觉乱七八糟，结构线没理清
建议把文文申遗了
we are bro，转头推你下城头（doge）
懵逼了，看了翻了半天的评论还是没明白
姜文的作品建议申遗
看了半天没懂，感觉这阅读理解好难
我爱花……钱
白模？
打到资本，拿回自己的东西…
刚刚是冯裤子？？
姜文nb
这个世道看来逐渐有意识了呀～
电线是两条，一只脚一条才触电，你没见过鸟站电线么
这段话这幅画面代表什么啊！为什么我一阵战栗
火钳黎明
哈哈哈哈哈哈
我想站着，还把钱挣了
阿辽沙 别害怕
得了吧，一跨步电压几十秒了还在刷，有意思么，都懂的东西，无不无聊
九月十号和小修结婚
这小姑娘是姜文老婆
燃燃燃！
姜文！yyds
到底姓什么？
姜文yyds
姜文yyds
咦～可以借助这次热度！宣传宣传一波呗
我居然都看过
同一根电线没有压差，不导电，参考麻雀
1000人-在看？
流氓分子王秋赦！！
？？？？？？
好多人在看啊
谁跪下谁就背叛了他
。
姜文系列让你玩明白了
武松，鲁智深，林冲《武智冲》！！
那些说羽毛球的，现在喷一下？
1000+
起点就是终点，终点就是尽头
当代唯一的一部电影
格局
把姜文保护起来，当熊猫养
yyds
看懂了
牛逼
前面的 这是姜文老婆
花有重开日，人无再少年啊
这up新人？谁tm信啊
离谱
电线上没有跨步电压，因为导线电阻小，不会形成较大的压差
毛老师说过，天知道，只有你们知道。对应
你该自己走路了，老师已经走了
雄关漫道真如铁，而今迈步从头越。走下去，传承下去
笑到最后都是我们
天一亮他就笑了
你真的知道自己该怎么做吗
杀光日本人
老古董好评
长刀归介错人
展颜消宿怨，一笑泯恩仇
阳光灿烂的日子yyds
姜文yyds
什么御用女主，这是姜文老婆
麻雀是因为跨步太小了好吧
？？刚才帅气的我一闪而过
有人来拍照要记住插袋
没见过鸟踩电线？？
这是姜文老婆
“火车在上面停下了！”
24岁的姜文
 跨步电压的笑死我了
没完！刚刚开始！
老姜文了
66年17岁？
太刺激了
21年8月9号
邪不压正
太阳照常升起
求BGM
一步之遥
我来 告诉你们剪的是什么 
起来 不愿做奴隶的人 
这个仰泳的镜头不是太阳吗？
是演员才华不输导演才华吧
翻译翻译
神TM刘星   那不是夏雨嘛
HUAYCKR
中国第一导演，姜文
68685
这里是姜的《太阳照常升起》
这？？精神苏联人？？？？？？
牙口好
这是夏雨
前面是说周韵？那是姜文老婆啊
太阳照常升起
哈哈哈哈哈
姜文:“我老婆真漂亮”
牛啊牛啊
专用女生？这可是姜文家掌柜的
说干就干是邪不压正
精辟
唉现在拍的出这样的吗
就是为了这点儿话，我才拍的这部电影
马走日
00:03
说鞋子导电的，，，一根线能形成回路？！
一步之遥看不懂
在申了在申了思密达~
觉醒吧
八岁
太平了
邪不压正
三联三连一定三炼
主演的嘛
邪不压正说干就干那个
说鞋子导电的不知道塑胶绝缘吗，一看就是物理渣渣
太阳照常升起
求私信
600+在看
日头
，。？o
《经典》
哭了
芙蓉镇是姜文心里的痛吧 还是别放这里
姜文yyds
屁，麻雀是两只脚离得近，电势差小才没事
说干就干是《邪不压正》
be碎
是心理作用吗，看姜文的电影总有种不一样的感觉
姜文 毫无疑问的 部部经典 部部耐看
好家伙，三部曲合一
花有重开日，人无再少年！
申遗申遗
有多少人在看？
这么长
糟恋
秦癫子这话还挺有玄机
董事我的
都是我的
美女
可别，你可打不过朱潜龙
人家特码是姜文老婆
yyds
电线上有跨步电压，前提你要有10M的腿
姜文YYDS
杨树梢？
刘明
运动啦
今天8月10号
我还是个孩子
吴法吴天
反帝反封建
帅啊
她说是晒黑的
好嘛，姜文混剪，剪了很多彭于晏进去
桥上的是《邪不压正》
剪的彭于晏是在邪不压正里的
九月九天塌了
天才型导演 让人民觉醒
不是陈建斌这是他弟弟姜武
hhhhh
m1911反复出现啊
“起来！不许跪！”
太阳照常升起
太阳照常升起
花有重开日，人无再少年
他一笑天就亮了
邪不压正
不晓得
寻枪呢
《邪不压正
咋全举着丁桂儿肚脐贴呢
大哥大嫂过年好！
太阳照常升起
304人
鬼子来了
八月十日21：09
让子弹飞一会
坏了，我成替身了
nb
。
美国
不准跪不是强权，不准跪是告诉民众，是一种开蒙
.
鬼子来了
我爱您
感动
大哥大嫂过年好！
贤愚在心，不在贵贱；信欺在性，不在亲疏。
淦！
他一笑，天就亮了
没看懂 但我大受震撼
台词精妙
就怪我
这不是保定话嘛
那时候我还很年轻
9.10是导师走的第二天 特意把教师节定在这天就是淡化导师的影响 让人们忘记他
什么姜文小时候，这是夏雨
阳光灿烂的日子
点题了
so big
搞破鞋？
把娃吓死了
太阳照常升起太难懂了
前面问多久上映的笑死
美丽的梭罗河
在审了
鬼子
"""鬼子""应该是他目前最好的片子了"
《鬼子来了》
硬
哈哈哈哈哈哈哈哈
国粹 一开口都是国粹
最爱姜文跟孙红雷
太黑了
谁赢他们就帮谁
他看到了吗？
突然换台？？
花有从开日  人无再少年
早晚有一天要拿回属于我们自己的东西，人民的东西
我掐拨死你这个王八操嘀
是天真烂漫，改写了她的历史
快要容易的时候，又变得不容易了
剪的真好啊
up主你是不是大号忘记密码了？
跨步电压自己查
中国最有才华的导演
有点夏雨的感觉
我怎么觉得才刚刚开始
跨步电压
80+
还不申遗，等着韩国人呢？
挂甲台儿
邪不压正
所以，第六部分有吗
我真的是很喜欢姜文
鹰击长空
内八?
绝缘鞋啊
马大三
什么字啊
同一个师傅教的，破不了招啊
牛逼啊
什么四川话，原音本来就是神作
火钳刘明
不，姜文最好的电影是阳光灿烂的日子
红高粱是老谋子的，姜文主演而已
花有重开日，人无再少年
有电不是也带着避雷针吗
申遗
优美的C语言
有跨步电压，不大
经典双TM句式
夏雨强啊
建国大业？？？！！！
鬼子来了
说干就干那个是邪不压正
张一山牛逼
这必火
都站起来！不许跪！
邪不压正
币被我赌输光了
暗示阿里性侵案
这不初中物理吗？麻雀不触电是因为2只腿太近站在电线杆上
最好的办法是2腿并在一起蹦着走不会触电
鬼子来了，姜文的电影，这个很多没看过吧
不需要瞎猜，你们亲自去实验去
姜文永远的神
这是什么电影
什么电影
姜文yyds！
不许跪！！！
芙蓉镇
文嫂！
这TM是八岁?
东方红太阳升
兔子
进度条告诉我
文文
来来来  大庆忘了！
起来 不准跪！！！
66666
这就是二级号？？？
解放兔子
震惊
9月10号是什么意思呢？
站着就把钱挣了
这我也看不懂啊
见长人者好烦其令
民族像走在钢丝上一样岌岌可危
内战
国立
国共对立
长征
长征
TMD
刘晓庆，之后宁静
让姜文再飞会儿
还没有申遗吗？
二倍速感人
起来。不准跪
黄鹤一去不复返，白云千载空悠悠
申申申申申
遗遗遗遗遗
美丽的梭罗河，我为你歌唱。
精苏落泪
像预告片
阳光灿烂的日子！
这个bgm我超喜欢
芳华的bgm吧？
姜文不文，姜武不武。
因为这是他老婆，和贾樟柯出了名的爱拍自己老婆
看这个视频注意力在电线？非蠢既坏
你早这么说我就了然了
不对劲不对劲
这他妈是17岁？
姜文yyds
姓马 字克思
苏修了
他们被背叛了
他一走就改主意，真有你的
