马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺马嘉祺
好香腰好细啊
我是第一个看，我好开心呀！
马嘉祺！！！
惜命小贺
各找各家
棋鑫，文轩，翔霖
《山河勇士》
好像真的会担心他的小女友的！！！可以谅解
救命啊，我应该看哪里
个帮个家
很像我小时候套衣服，两眼一黑就过去了嘎嘎
张哥好帅
《来个帅哥》
耳朵都好红啊
张真源傻呼呼的
我救刘耀文
后期也刷抖音哈，交出账号
成人救生衣我笑死
张真源啊啊啊啊啊啊啊
贺儿：严浩翔别念了哈哈哈哈哈哈
来占空屏噜啦噜啦嘞
可爱耀文
张哥：还有这种要求？（内心狂喜）
不愧是我老公真帅。
张真源好帅
《惜命小贺》
张哥你穿反了！
笨蛋，真源
“真”无语=_=
贺儿：求你别问了
哈哈哈哈哈哈哈哈哈大头特效好可爱
承包空屏
马哥衣服…我还以为是脏了
我还以为用嘴亲水呢
已截表情包哈哈哈哈
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
笨蛋真源
惜命的贺峻霖
轩儿好帅！
老六你在干嘛呢哈哈哈哈哈
张张怎么那么帅呀
大姐们都走了么……
有人吗
小张张好像在照顾小孩子
哈哈哈哈
湖南卫视的加一
有人！？！
《小概率》
三大感情稳定
承包空瓶
张哥穿反啦哈哈哈哈哈哈哈哈哈
宋亚轩好帅呀~
小张张好妖娆啊
哈哈哈哈哈哈哈耀文够个不够年龄
张哥好可爱
哈哈哈哈哈，努力扭正
承包空屏
好像那个七星瓢虫
弹幕呢，让我看到你们朋友们
贺儿你别忘了中传游泳是必修的！！！！
烧麦组又开始小火车了
贺峻霖贺峻霖贺峻霖贺峻霖
霖霖怎么离翔哥那么远
这就是麦了，有没有眼睛
山河勇士哈哈哈哈哈哈哈
张哥穿反了
笨蛋真源
啊！！！我的翔霖复活了！！！
小宋老师好哥哥
源源
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
复读机翔哥
哈哈哈哈哈哈哈哈
边干饭边看哈哈哈哈
傻瓜帅哥有。
浩翔好惜命啊
轩轩的反射弧虽迟但到
说了不下十遍
耀文宝贝
承包空屏
刘耀文帅我一脸
刘耀文：《不可能掉的》
刚刚还是2000
空屏表白严浩翔
不愧是你！修马
浩翔今天没穿黄色吧
文轩
丁猫猫
文哥你怎么这么傻啊啊啊
三大势
有人?
用脸使劲的崽崽
嘉祺太瘦了，多吃点
马嘉祺：我是帅哥，让我来帮你
后期网速好快
我来承包空屏
教练：我跳下去陪你们一起
《大叽居》
弹幕呢
爱盆
帅哥
丁猫猫迷迷糊糊好可爱！！！
哈哈，张哥好可爱
张哥看他就想笑
张哥的手
老rapper牌复读机你值得拥有
小宋穿两件诶
宋亚轩： 我做不到
小丁好可爱呀
哈哈哈哈张哥
想嘬一口小贺儿！！！
丁哥：自力更生
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
女朋友跟妈妈同时掉水里怎么办？
翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖翔霖
感觉贺儿一说话就一股播音腔的味哈哈哈哈
翔哥今天好积极
贺儿！贺儿学游泳啊贺儿！
张张好可爱啊
梦回17年小马划船哈哈哈哈哈
宋亚轩真的好帅啊
《穿救生衣小火车》
翔霖
哈哈哈哈哈哈哈哈，是不是要我片头笑到片尾
别管了，我们家的小戏影认识了
所以今天我能看到他们的腹肌吗
马嘉祺你也太瘦了救生衣都拉到底了
无限aging的小熊牌复读机
马哥绝对是攻
耀文好乖啊
贺儿：想勒死我吗
陆星材口音吗哈哈哈哈dbq
文哥游一个呗
成人救生衣?严浩翔穿不了（bushi)
不拘小节
《惜命·贺峻霖》
有
就没人发弹幕吗 ？？？
嘻嘻看的我很开心
丁哥好可爱
张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源张真源
张哥手!!!
耀文真可爱
没人吗
张哥在摸小刘胸肌！
贺·惜命·俊霖
就是说我开了假弹幕迈！
那就能吃席了
老六你们俩二又认识了?
人呢
刘耀文的心思：辣条！佩奇！
《惜命男团》
宋亚轩好帅啊
xzz的手在干什么
吻文真可爱
在角落的文文好傻啊
【惜命小贺】
小亚衣服好好穿！
给水亲一个
文轩疯狂上分
《复读机》
有人吗
稳重的幺儿
祺鑫 文轩 翔霖 源轩
小宋老师怎么了
丁儿说落水这方面我熟
压迫感男团（doge
马嘉祺注意表情管理。
还要再紧一点吗？
都不救，个个180+，站起来就淹不到了
有
张真源说，可以伸进去一只手
4.5
盐好香你把脑干落考场了迈？
没人吗
救命！哈哈哈哈哈哈哈哈哈我想到了轩轩的居敏居敏
耀文好可爱呀
哈哈哈哈致命难题
弹幕咋这么少
霖霖宝贝好可爱
三级甲
丁哥好可爱啊！
轩轩好可爱啊
这时长不错请继续保持住
老师：我救救我自己
这救生衣，它可以治驼背呀！！！
丁猫猫好可爱
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
记得之前有采访，马哥不会游泳哈哈哈哈哈哈
《惜命男团》
《翔牌复读机》
《山河勇士》
丁猫猫
张哥真懂爱妻
我是水！亲我！
zzy
真源:认真听讲
没人
这腿，我羡慕了
文轩！！
新的表情包收入囊中
有
大家好呀~
张真源好帅
张哥露肚肚啦
官方认证猫猫
时代惜命团
马哥的衣服我是真的看不懂
好了～
刘耀文，因为他要高考 。他还小 他要活久一点 。
《马嘉祺听到的：落水是一定会有的》doge
丁猫猫
所以他们穿内搭了吗？
《时代惜命团》
惜命小贺
张哥怎么穿反了
各找各家系列
帅哥哇
小概率，那还是有可能的嘛
丁程鑫
耶～刘文
惜命小贺哈哈哈哈
《惜命小贺》
哈哈哈哈马哥咱精神点好吗 麻麻在这
人太少有点不习惯
宋亚轩:管你救谁，先笑再说
穿的都是洞洞鞋
艾玛，张真源这一声中气十足啊
世界名画
严浩翔好可爱
耀文好乖
不是人好少，是都不想发言
真的好惜命
马哥好像小混混
香香牌复读机
张哥为什么不穿打底
小张张的手在干嘛啊
宋亚轩好帅
小耀站军姿哈哈哈
贺儿：那可是相当压迫
严·复读机·浩翔
惜命男孩贺峻霖
浩翔未成年哈哈哈哈哈
真源今天穿的好休闲
耀文好可爱啊
马哥的表情
我爱人少
社会人洞洞鞋
贺老师:我还想活久一点（bushi
听到了吗马哥掉下去是小概率发生的
有人吗，弹幕怎么突然消失了
妈妈呀！亚轩这身衣服也太帅了吧！
红烧兔耳
张哥的小腿肌我爱了
都有人吧
用子弹打吗？
小贺宝宝，妈妈想你了
小马真的好帅
送你一个冷知识。翔霖认识了
这么担心你们会落水迈？
张真源的小腿肌肉我的天
翔霖翔霖翔霖
宋亚轩你的衣服！！！都成褶子了！
文哥：浅浅装一下
这题我会！！！先救最轻的！！！
丁猫猫好可爱
怎么没人发弹幕有人的话写个1
这腿绝了
有
打我打我
有
《奇奇怪怪的攀比心》
教练：真是左右为男啊！弟弟们太爱我了怎么办？
惜命小贺
惜命霖霖
可以防火龙波吗
666
真真是不是穿反了
严浩翔贺峻霖我爱你
没人吗
34站的好笔直
啊啊啊，眼睛不够用啊
丁猫猫怎么可以这么可爱！！！
九敏他们穿的是洞洞鞋诶
祺祺宝贝请正确用脸
张哥笑死我了哈哈哈哈哈哈哈
轩轩轩轩
翔霖你们终于认识了
永远积极丁程鑫！真是老师的好助手！
刘耀文你在军训吗
好像那个 童装？
爱情问题怎么会出现在你们嘴上
小文不是成人耶
耀文想吃辣条了吧哈哈哈
严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔严浩翔
丁猫猫上线
嗨嗨
哈哈哈哈哈惜命要紧~
磕到了！！
《惜命男团》
好可爱的弟弟
丁儿好可爱
有
宋亚轩
小宋的反射弧
老师:我也跳下去。
《成人的》
张哥的毛裤(doge)
有
官方认证丁猫猫
好可爱啊贺儿！
弹幕怎么弄么少
是我来的太早了吗
翔哥好帅
小贺：有你们是我的福气
严浩翔牌复读机
先看会儿美男扑腾再准备吃席
小马哥莫慌啊！这小表情！
宋亚轩我来看你啦！
哈哈哈哈哈哈~马哥你怕不是要笑洗我?
大叽居
张哥……反了
时团一群搞笑男实锤
马嘉祺好可爱
哎呀，小张穿反了。
有
马嘉祺:荒唐
翔哥好帅啊
防子弹
张哥：耀文真可爱
这小船为啥也可可爱爱的
宋亚轩宋亚轩
丁猫猫无疑了
《七个红肚兜》
《山河勇士》
哈哈哈哈哈哈
谁家的笨蛋小孩啊还不会穿衣服呢？奥我家的真源宝贝
贺儿的帅且自知
小亚衣服太皱了
2.4万＋→3.6万＋→4.2万＋……
有
小宋憨憨的一坨
啊啊啊，飞哥终于发了
每天认识一点点
《个帮各家》
翔哥的外套花纹好像蛇
贺峻霖好可爱啊啊
张哥站军姿
只是站的近互相帮助而已啊。。。
哈哈哈哈哈吃货要闻
小张张好搞笑啊
贺峻霖:严浩翔我谢谢你
各帮各家
好香牌哔哔机
给你放猫粮
帅气的大男孩完美的身材马嘉祺
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
再一次恨我没有七双眼睛
不会
小张张好可爱
装吃的的
可以吃席了
感觉他们下一刻就要敲战鼓了 山河勇士
贺：我没有惹你们任何人
轩真的好帅啊~
5.1
我老公好可爱
耀文好穿上这个可爱啊
同款换面方法哈哈哈哈
有人吗
贺峻霖真的好惜命一男的
第一次这么早
《时代惜命团》
听说中传需要会游泳才能毕业
亲亲小宋
祺管严认识了！
16岁的比喻
贺儿：甚至还有亿点眩晕感
哈哈哈，复读机上线
正好饭点了
哈哈哈哈哈小学生行为
浩翔好帅
有人
马哥想下班了哈哈
张真源好帅！
耀文宝宝真的好可爱啊
真各找各家
郭思琪在不？
严浩翔我的傻老公
张真源想你
第一次弹幕那么少啊啊啊
哈哈哈哈哈哈马嘉祺，我先走了
刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文刘耀文
他叫我辣条诶
明明是兔兔拳（doge）
张哥你咋回事
这个丁哥有经验，花少里有
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
拜托你们个个平均高度都一米八耶需要救吗
一时不知看哪里
来自文哥的嘲笑
宋亚轩
碗盆说啥小秘密呢哈哈哈哈刘耀文一秒变脸
翔霖批疯了
张真源笨蛋帅哥
宋亚轩好嫩一小伙
有
霖霖鑫鑫好可爱
轩轩真的是对辣条情有独钟
《感情稳定》
乖乖听课的幺儿宝
马嘉祺好帅
好白的俩人
老师:首先，我没有得罪你们任何人
轩儿的衣服可以弄平一下，不别扭嘛
你好机ce哦浩翔
《大吃特吃》
哈哈哈哈哈，破例使用
马哥怎么这么憨呢
《划  着  去  海  洋  上》
下周BGM预警
惜命男团
严浩翔-旁若无人！
哈哈哈上次推背感这次压迫感
小吃=辣条
马嘉祺腿好细我去
轩儿好像是偷穿小朋友的衣服 太紧了吧
辣条
恨我没有七双眼睛
马哥你好惜命啊
贺儿你想啥呢？
哈哈哈哈哈哈哈马嘉祺你！！！
来太早没有弹幕
好可爱丁程鑫
严浩翔请收敛一下你的魅力好吗
文哥：我未成年
惜命男团
下饺子吗
小宋今天的张哥好强 嘲讽技能拉满哈哈哈
世界名画
真源发带好好看
啊啊啊啊啊啊
弹幕好少
哈哈哈严浩翔你站得好直
张哥衣服好好看
轩轩来 妈咪给你拉一下衣服
哈哈。吻文。破例使用。
过年了
《军训》
《背   背   佳》
惜命霖宝小手拽衣服
表情包哈哈哈哈哈快截图
耀文是在站军姿嘛哈哈哈哈哈哈
张哥乖巧礼貌，哈哈
就地开席哈哈哈哈bushi
«刘文，书包»
学到新知识了
《期待》
耳朵好红啊贺儿
《大 吃 特 吃》
宋亚轩就不能好好穿衣服吗
翔子的A4腰！！斯哈斯哈
教练：我相信你们可以的
惜命男团哈哈
亚轩这是马甲套马甲吗？
小马好可爱
马哥：问就是太好祺
贺儿是真惜命hhhhhhhhhhhhhhhhhhhhhhhhhh
好乖呀真源宝贝
《兄友弟恭》
贺儿
吃席了吃席了～
小情侣真可
真源站的好直哦
鉴定完毕祺鑫翔霖感情稳定
没人
小宋的救生衣是不是穿的太上面了呀
教练吃席了
嘉琪看起来呆呆的
宋亚轩宋亚轩宋亚轩宋亚轩
马哥已经在做放松运动了哈哈哈哈哈
张哥你穿反了
很秀很秀
教练：内心非常慌张，但是要冷静
真源发带永久好吗
《山河勇士》
张哥突然迷之笑容
哈哈哈哈哈哈哈笑死我了张张张
真真宝贝～～
严总有点“欠揍”啊，小贺等会又生气了
人呢
严浩翔复读机
可能这就是马哥说的推背感吧
《大 吃 特 吃》
宋亚轩好可爱啊
张哥：耀文真可爱呢～都学会游泳了
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
这熟悉的“争宠”时刻哈哈哈哈哈哈
张哥的腹肌
宋亚轩手臂好长
希望宋亚轩这次不是倒数第一
俺会游泳 俺先救祺祺
张真源你穿反了
有
教练：你们不能让他自己做么……
乖乖认真听课
《世界名画》
我是水
源轩！！救命！！
这个熊好吵啊哈哈哈哈哈
刘耀文
很压迫很压迫
紧箍咒
张哥站军姿？
《呀！破感！》
有个会游泳的男朋友也太棒了没吧
鑫鑫好可爱
张真源把衣服鲁平
烧麦组奇奇怪怪的笔直比拼又开始了
张真源你穿反了
张真源
刘耀文好挺拔可爱宝宝
《山河勇士》
严浩翔你吵到我了
小严牌复读机你值得拥有，哈哈哈哈
磕nm的cp，你们去cp  be
刘耀文
哈哈哈哈
宋亚轩的下颚线绝了
教练说:哎嘿我不会游泳
哈哈哈，贺惜命
《山河勇士》
喜爱胸牌
今晚花少丁哥也划船，丁哥今天划一晚上
哈哈哈
张真源这件衣服挺好看的哦
鑫鑫好可爱
刘耀文好可爱哈哈哈哈
6.8万，omg
从此马嘉祺只叫祺，因为他的“马甲”被穿在身上了（doge）
小张张：难上夹难
马嘉祺！！！！！！！你向后看
绝美侧颜！！！
宋亚轩老公
张真源
丁猫猫诶
笑死啦
严浩翔牌复读机
张真源
哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈
机车翔
张真源张真源好帅
《惜命男团》
就这么喜欢压迫感嘛？
乖乖们都好乖好帅
严浩翔穿成这样他就算湿透我都看不到半块腹肌
老公到我这来
马·呲牙咧嘴·祺，哈哈哈哈
文轩
大头真真好可爱
宝贝阿程发带好帅呜呜呜！！！！！！
刘耀文好久不见
小马哥叉腰哈哈哈
贺峻霖：听我说谢谢你
有人
小张张，你穿的反啦！！！
宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩宋亚轩
宋亚轩穿了多少件衣服？
张真源腹肌！
又是帅气丁哥帮我们可爱香香驱赶昆虫
马哥：我不敢相信我听到了什么
终于播了
翔哥好帅
丁猫猫哇啊啊啊啊啊
先救耀文，起码让他参加一下高考
一定会掉的
张真源
张张傻傻的
说可以看小孩腹肌的姐妹你想多了，这严严实实的，能看到腿就不戳了
吃席（bushi）
轩穿的应援色呜呜呜呜呜呜呜呜
宋亚轩这张脸太绝了
马哥绝对游戏效果拉满~
亚轩好帅
哈哈哈哈熊熊受惊
宋亚轩宋亚轩宋亚轩宋亚轩
张真源你怎么还没穿上，我来帮你吧？
《有没有推背感（bushi》
霖霖宝宝
刘耀文
但凡这个像素高点我就看到腹肌了
这个画面好温馨啊
《惜命少年团》
我的宝~~~
张真源好帅！张真源好帅！张真源好帅！张真源好帅！
这么喜欢辣条吗哈哈
发带张张好帅啊啊啊
哈哈哈哈哈
哇
宝宝我来救你
又散发可爱了贺老师
好香也没穿黄色为什么这么降智
宋亚轩大帅哥！
好宽的肩，好有安全感啊。
刘耀文你在干嘛？
好乖呦耀文
丁猫猫好可～
哈哈哈，马嘉祺:这可是救命的人啊!
这个物料三大直接杀疯！
论我经常在我们小时这里蹭到课这件事
丁程鑫好帅
帅哥们互帮互助
紫色的船
老师说我站旁边嗑瓜子
空降
小
贺·惜命·俊霖
我：你俩（翔霖）认识了？！
刘耀文好帅
《来自队友的压迫》
幺儿都比哥哥们高了，可以使用
小张张好严肃呐
《复读机》还是严浩翔牌子的
贺峻霖
这不是防弹衣哈哈哈哈哈哈哈哈哈哈
马哥好暖心 先帮弟弟穿
严浩翔好可爱啊
可爱的亚宝快来妈咪亲亲
论耀文对辣条的执着
那有没有推背感（手动六斤
他两认识了
霖霖的复读机又又又上线了
 小熊复读机 你值得拥有 
闺蜜组我的开心果
官方吐槽最为致命 哈哈哈哈哈哈哈哈
贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖贺峻霖
复读机
宋亚轩:看我的手手
耀文好高比轩高了
张真源穿反了哈哈哈哈哈哈哈
丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫丁程鑫
丁程鑫粉色好好看
哎呀好温柔的嘉祺
严浩翔：紧一点！紧一点！
贺峻霖
这波我站预言家 
翔哥穿完立马去帮其他人
小熊牌复读机你值得拥有
丁哥及养成系张严都戴发带了
好可爱鑫宝
《来个帅哥》
各家感情稳定发挥 
哈哈，傻宝宝
贺：我惜命
宋亚轩好帅
丁程鑫的腿我好爱呀
翔哥热情的我有点不习惯
亚轩好好看啊
