给小员工加薪！
要是没这俩人帮你不得累死啦
握草变魔术
这一套应该比坐个过山车都贵了吧
这种定格真的巨难拍，巨费时间，三连助力
原力控制
谁缺乐高啊，，缺的是那俩干活的小人儿!
木遁 树界降诞
牛啊
让小人多干点就好了
这个扶手爱了
为什么我的乐高小人不会自己拼积木啊？
问：材料是从小人的嘴里吐出来的吗
这是音游吗请问
难怪我买不到德芙了
不敢催更，怕猝死
好丝滑
这个运镜
厉害
终于火了！他真的，我哭死
我的乐高小人为什么不会动（哭
我给你投币了
禁止在巫师面前使用麻瓜(狗头)
一个人一个躲法‘
要3000多
逃避给阿婆主买干
小黄人
掉帽子（1/1）
什么时候头秃
这运镜~
肝
别心动了，3399
卧槽，太牛逼了
值得两个币
视频好棒
成长性a
关于我在超市买不到德芙这件事
《关于我没关注但是经常刷到这件事》（现在关注了
9.5万粉丝赞我(*ﾟ∀ﾟ*)
火钳刘明
曹薇
薇姐
给个三连谢谢（幻听）
好强
做这样的视频一定很辛苦吧！
我去
定格真的太难了
现在9.8万粉，10万粉赞我
买了，为什么我的小人不会安装，气死
打架
有钱啊
Magic
好强
我敲，我冰箱里放的两桶德芙怎么不见了
这视频得多大的工程量
我是他家楼下卖德芙的，现在已经买了5套房了。
等我有钱了买世界上最贵的，乐高
是不是头发变少了，帽子容易掉
好家伙
完播+1
哈哈哈哈哈哈哈
神了
像up这种高质量视频不三连心里会过不去[doge]​
先投后看，养成习惯 XD
肝帝
真•以  德  芙  人
↑你能买得起乐高就很不错了
火了赞我(doge
我擦
太牛了
第几遍了来着
来了来了要来了
记得取照片
阿佤打啃大瓜
火钳刘明
三连了投了两个币
这得剪多少时间，up辛苦了
恭喜你发现了宝藏
好看不火系列
宝藏up
吗的f**ker（幻听）
好看不火系列
讲真，乐高的品控下出来的砖块拼着是真的舒服
坐稳扶好，预防刹车，头手不要伸出车外。前面站是……
帅帅的
爽
为什么小人要亲吻大地啊（doge）
虽然做定一个很累，但是他却赚了三万多个
666
厉害了
up太强了
辛苦了！必须投币！
这得投个币
是替身攻击！！！
太帅了
我国土木工程师
做的好棒
你再多压榨几个员工呗，效率提升！
恭喜10w粉
好厉害，关注了
长大我要实现乐高自由
这是原创吗
竖屏刷到三次
火了给我点赞
神
四蛋都
痛失韩国市场（doge）
这……看来是和我同类型的替身呢
肝帝
纵享丝滑
难道不是出示72小时核酸吗？
给我火啊！！
好强。这个后期好强
投币做什么愣着
不投币说不过去吧
《worldbox地球online版限量发售》
丝滑的过分了啊
好丝滑
请出示行程码
涨粉狂魔
这是怎么剪的
他说他是个岛民
酷
太酷了
解压系列
还以为出示健康码
乐高广告大制作
哇
哇
禁止使用魔法
禁止使用魔法
你被官方盯上了
明天来丹麦上班吧
给我火！！！
涨粉狂魔
这种怎么做的？定格动画吗？
"， ,. "
生肝区up
他真死，我哭的
牛
太牛了
这说明书比我书还厚
up11万粉丝的时候撅我
厉害
需要这种小人可以去sap看看
剪辑绝了
背景配音是  小羊肖恩
口罩！口罩呢！（
MC村民
你刚才放了个屁（幻听）
牛啤 大佬
必须投币
up太用心了
FU
这是最新款乐高吧，慕了呀
原力（确信）
每日掉帽子（1/3）
掉帽子（1/4）
花园宝宝（doge）
好厉害！！！！
11万粉赞我。
我i想知道这是咋拍的阿
UFO
我儿子说要买这两小人，能动那种Up主你看着办吧
“动物森友会”
魔法（确信）
太肝了
日常眨眼
两个三连get√
《 乐 高 小 黄 人 》
要是找个吊车来装就好玩了
哇！可以动呀
肝上长了个人
哇
眨眼补帧
有点想来几圈麻将…
快门估计得换新了
真有个行程码啊
up一身都是肝吧
乐高打钱
吃德芙了
剪辑好丝滑
这么大的工程只要两个人啊！
可是，定格真的很难啊
牛 耐斧 No
昨天刚看过，店里卖3000多。
这个音效在一个游戏里听到过，叫踢飞大老板
火了撅我(doge)
cool！！
原力日常
牛啊牛啊！
没币
哈哈哈帽子还掉了
单剪这个都是大工程了
助力每一个梦想
做这个真的厉害
我赌这个up主绝对火
魔法吧
十一万粉赞我
他甚至做成了定格动画，我哭死
火钳刘玥
这个拍摄。。。要命。
你买一个他一部手机和一大盒乐高，然后下载一个必剪就行了
太帅了
传下去 肝上长了个人！doge
太牛了
登高要证的。
厉害
好帅
太牛了
好牛
愿原力与你同在
我听懂了，我谢谢你啊
每日掉帽（1/1）
以德芙人
太厉害了
全国德芙失踪案
nb.
牛逼
某某scp
好家伙，这剪辑工作量很大吧
提前说，卧槽
火了叫我
乐高小人要不要给人工费
牛逼
辛苦了
原力乐高
我以为是请扫场所码呢
小人好可爱
相机快门都要按烂系列
第一视角好像斯图
看了好几遍呜呜
乐高打钱！
2个币都少了
真的牛逼
投币止损
禁止在麻瓜面前使用魔法
为什么不让他们休息一下啊
火了踹死我
禁止在麻瓜面前使用魔法
很不容易了
日常掉帽(2/1)
没币了！我错了！
UFC
Ucf
定格动画
太卷了
定格动画很耗费时间的
工钱开多少啊
哈哈哈哈哈哈哈
谁见我家的德芙了
这作者吃德芙了吧
肝上长了个人
哈哈哈哈这里蚌埠住了
首页通知书
肝拜下风
好酷
给爷火！！
这也太肝了
收下我的膝盖
开摆了
快炫我嘴里
突然感觉好解压呀 
这种自主型乐高哪里买（doge）
2333333_(:* ｣∠)_
甲乙两队同时施工（不是
视频做的真好
全球德芙失踪案
大师辛苦了
果断三连
这种动画很难拍的好吧
诶，整个世界的德芙去哪了？我也找不到哇。
不知道这个过山车会不会窝脖子
我的世界[doge]
666
众所周知视频不能造假所以这一定是真的
魔法部提醒您，请勿在麻瓜面前使用魔法
投币什么，愣着呀！
我去，定格动画
资本的力量
吱
火了撅我
极度舒适
May the force be with us！！！
六万币了赞我
师傅，你是做什么工作的啊
好肝
摔倒好可爱！！！！！
nb
口罩呢
哎呀~帽子掉了
拼它一整天定格18时
没扫码 差评
这视频看着就很难
麻将砌牌
被偷吃的德芙
真•德芙陈金
这个绝了
我看到他带墨镜我就不喜欢他了一点都不尊重
这就是我的世界上帝视角吗
欢迎收看《我的世界》上帝视角
真肝啊
wc，原来是个大凸头
这点赞投币比例证明了视频含金量啊
为up主点赞
做定格动画的都是大佬
It's so smooth.
代入感很强 我已经尖叫了
吱
两个先被拼出来的冤种
蓝色人仔开始摆烂
看完来评论——神了！
好牛！
会自己搭乐高的小人链接发我，蟹蟹
up11.9万粉丝，点赞数是11.7万。
金箍棒
太丝滑了，手机都给我滑掉了
大型德芙失踪案
乐高官方：明天来给我们做广告吧
众所周知，分子之间有引力
禁止在麻瓜面前使用魔法
好可爱，要是乐高小人真的活了就好了
前面的我想问一句哪里有免费送的小人(bushi)
请勿在麻瓜面前使用魔法
TQL
码麻将一定很快
甲队和乙对同时施工 甲对的速…（bushi）
每周必看
up肝还好吗
真不错
我是老粉！
这不比雨哥那些好多了
乐高打钱！！
明明是只长毛猫，为什么视频这么短？
我靠  我的肝都跟着隐隐作痛了
币有了币有了
车啥时候拼的
工程量浩大
厉害
太帅了
开始施法
超速抓拍！
甲乙两队同时施工
太帅了
同步率400％
这个人好肝
原告：乐高，被告：u...乐高
还有第一人称视觉，牛逼了
全是工作量啊
火钳刘明（确信）
哈哈哈哈哈哈
这是我无法想象的工程
我赌你的肝是德芙做的
肝没了
禁止在麻瓜面前展示魔法
禁止在麻瓜面前展示魔法
好怕这只猫把过山车拍倒了
给跪了
好像喷射战士里的人在说话
太肝了
《神仙大大与他的冤种流量》
《 M C 》
甲乙两队同时施工
好家伙
你币有了
看得我肝疼
我的世界箱子的音效（确信）
卷死了
牛啊
辛苦了
投币止损（传下去）
掉帽子（2\1）
有点爱死机那个丧尸病毒那一集的感觉
史蒂夫搭建既视感
注意高处作业挂安全带
 太帅了吧
说明书这么厚一本吗？
直接从视频里裁帧不就好了，又没说得一张张拍
求甲工程师和乙工程师的工作量
愣着干什么？快关注啊！
小阿哲转圈圈
真的厉害
挖苦挖苦
币有了
禁止在魔法面前使用麻瓜
这是要造航母吗
以德芙人
很有想法
妈妈德芙上长了个肝
完了你这么拍乐高要涨价了啊
为什么我买的乐高不能自己拼啊
魔法！（确信
压力马斯内（幻听）
真用心
甲乙两队同时施工
原力是吧
[好家伙，变成每周必看了]
光剪这视频我想都要好久
禁止在魔法面前使用麻瓜！
这叫创造模式！
买它！
生草（确信）
真的好厉害啊！怎么做到的？！
定格动画好牛！
这一定是魔法
666
突然感觉好解压呀 
《3756 pcs（块）》
厉害的
6
火了撅我
算了，不火也撅我
为什么他可以请到乐高员工！
定格真的牛逼  很累的
May the force be with you 
爆肝
太牛了卧槽
土木工程
他是怎么忍住不一次拼完的
来500万人 一秒钟修好过山车 
禁止在使用面前魔法麻瓜
我要这币有何用？
不需要快门，一直拍切片就行了
这绝对是两个真小人儿，太残忍了
定格动画
巴比Q（幻听
高处作业，无安全绳！
投入使用前，需要测试！！！
这可是特种设备啊。
卧槽全程卧槽，牛逼啊，666
没意思
躺平？
丝滑
←前面的，是自己会拼还是会自己拼[doge]
爽
全自动
请出示行程卡和核酸检测结果！
这个好像4000，你太牛逼了
我买的3万个德芙，为什么都没了
禁止在魔法面前使用麻瓜
关于我想问这件事
3千多 刚入的
哇哦
妈呀太肝了
丝滑丝滑
戴夫？？？
太肝了
干活小人哪里有卖？
好好好好好好好好好活！
up辛苦了
甲乙两工程队对某项目同时进行施工……
牛哇
出现了！绿植侠
哇
我觉得up可以引进一辆施工的车
up主吃了德芙剪的吧
爸爸，你关注的up主叒叒叒更新了！！！
我靠 好丝滑
你终于火了，我就是这条视频的见证人
这个啊，在我的乐高房的…对！第二层
丝滑
变声期
666
666
好丝滑
我这币留着有何用
火钳刘明
nb
乐高:你来拍吧
我靠 你buleimaq
他超会剪的好不好
真的好厉害啊！怎么做到的？！
我的天这个连贯度
动森即视感
每周必看
打工人
魔法师石锤了
怎么办，只能投两个币
《工  程  问  题》
禁止在麻瓜前使用魔法
娃肉肉！
ntm是厚礼蟹（确信）
您的肝还好吗
哪里可以买到这样自己拼的乐高呢？(doge)
小蓝你怎么在摸鱼
看的肝痛
戴夫语（幻听
太丝滑了
请出示健康码
两个币少了啊！！
一边施工一遍拆求何时完成
每周必看
【每周必看】
什么是肝帝，他说
快门寿命哈哈
每日掉帽（1/1）
太听话了，这乐高有链接吗？（）
这是在施法嘛
我知道了，因为我们没有买他的同款小人。所以我们的乐高不会自己拼。
镜头语言用的真好
蓝工程师：你礼貌吗？
又压榨员工
鬼知道他拍了多少帧
拍的时间非常长日定个动画一个动作都要花好几分钟
乐高官方：明天，拎包上班
这样的人仔给我来一打
牛逼！
我的大拇指不听使唤了！（三连）奉上！
电脑得换了
帽子掉五次了
工作量太残忍了
出示个鬼
每周必看
现在压力给到美食区
黄金体验
我怀疑up是乐高的官方托
这不就是MC的Norch视角吗？
下界传送门？
666
传下去，他要变成蜘蛛侠了
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
好爽，巨丝滑
乐高没事我给你打钱
刘哥明天你来上班可以参加大电影制作
收到乐高的offer
嗨害嗨
仙人模式
请出示行程卡
没觉得有什么好看的
太强了
字改成UFO了哈哈哈
[每周必看]
1.5倍纵享丝滑
不投币过意不去
大神，请收下我的膝盖
太强了
玛卡巴卡
好可爱
03.
小米便宜→
每日掉冒1/1
11万了
""
