我居然是第二个点赞的人
曲子对了✓ 
好厉害！
我以为是周星驰
暂停看构造
封面看起来蔡徐坤打篮球
上海奉贤这边也有一种滚灯，和人差不多大人灯共舞
竹鞭，别说竹根，不然有人以为是那个剩下的桩再长
币有了
四面八方之网！（bushi）
这手看着好干净
好看
谢谢
哇，三连了
陀螺仪，手工耿的地震泡面碗
欸！
輮以为轮，其曲中规
古锭刀
陀飞轮
防日防韩防迪奥
光遇霞光城（bushi）
李子八
全程表情僵硬，有偶像包袱
晃动太厉害的话还是有可能晃灭了吧
果然是男人不细致
酷
韩国这破地方有竹子吗
月饼？不对甜甜圈。
妙哉
哎！乖孙们
四季防外
小心偷国
防晒防韩
要小心刺
bgm是什么？
天，中国老祖宗真的是天才
bgm是什么？
好怕扎刺
韩:都防我？
人好帅
每日一防韩
有点帅
不用防韩了 没几年就没有这个地方了
偷国:康桑密达～
生姨啊
戴森球
四方八方之网
四级防韩
明世隐的武器。。
盲猜万向轴
里面好漂亮
因幡辉夜姬
总怕他扎到手，这种没刺吗？
好帅
猫猫！
一大批这样的视频博主出现，背后是李子柒？还是微念？
霍建华是你吗
古人聪明
煣
陀螺仪？
竟然没有最小的环
中央电视台
涨粉了，才发现
陀螺
哇
竹子好看
木二郎（不是）
卧槽，这灯好帅！
弹幕好多孙子
纠缠之缘
葫芦娃
不就是陀螺仪吗？
韩偷：看看我又发现了什么？
传下去，杨戬改行了！
破竹基本功
此工序也可以称为倒角
致敬中华传统文化传承人！！！
陀螺仪
这是浑天仪？
6666666
新神榜杨戬就是你吧
年轻的up呦，请保佑我明天正常开学
这套衣服不配把苗刀可惜了
防寒
配上Jannik的浮光真的太绝了呀！！！！！！！
帕朵!
庄台
纠缠之原
bgm:木兰柴
哎，我的乖孙儿
韩：我TM也模仿不来啊
灯月相辉映
等等 他不会是想要教我吧
CCTV？
我是王大锤
在里面装个陀螺
最早的陀螺发现的是汉代的一个陀螺仪香囊
迪奥告诉我们，不止要防韩，是土匪强盗也要防
篮球？
好像杨戬
蜡烛底座再加个配重就更稳了
中央电视台
天气转凉 注意防韩
嘉兴海盐的非物质文化遗产，滚灯
出现了，变异转！
卧槽，我也妹眨眼那
哪个砍竹子那么高的桩哦，不会踢到吗？
木直中绳，輮以为轮
鲁班的n代传人吗
冲最后几张照片果断点赞
不用防，他们没这技艺
蓝雪花
木直中绳，輮以为轮
跌了灯值钱，跌了人值钱？
我也妹眨眼啊
不好意思，封面第一眼鲲鲲打篮球【doge】
真的没人觉得在这个视频里提杨戬是Ky吗
李子柒路线
真的好像胡歌啊
猫:眼镜和手都没学会。
地震吃面碗
说一般的你做一个
輮以为轮，其曲中规，虽有槁暴，不复挺者，輮使之然也
纠缠？（幻视）
祝愿大家中秋快乐，阖家欢乐！山无棱天地合~背景音乐：木兰柴-秩厌                      浮光-Jannik
聊斋
做弓箭
好厉害
手好好看啊
杨戬哈哈哈
很帅啊
以前会不会用的是麻绳？
好帅
可是滚的时候辣蜡烛油不会滴到纸上的吗？
鲁班传人
竹根在的笑死我了，一片竹林就是同一系的根，也就是说一片竹林相当于一个个体
看起来好乖啊（
棒子看到了，就又是他的了
他好像想教会我们
云台
等等！他不会是想要教会我吧
跟杨玉环那个香囊是同一原理吧
木直中绳 輮以为轮
中华优秀传统文化有您传承了不起!
这位审美不错
爱了爱了
底下再加配重会不会更稳一点
竹子砍了，不会再长。要靠第二年另外长竹笋
熊猫不吃这种竹子。竹子分很多种的。
防日防韩防抄袭倒是真要注意！！
好漂亮啊
头发真好
为什么呀
金箍
大环套小环
央视老的台标
让我华夏文化再次绽放
就是这双手，不太像……
量子灯笼
地动仪都有，陀螺仪算啥
灯笼
发生了什么
5娃6娃7娃
都不用手套 果然是练过的
构图可以的
妙啊
哎
量子灯笼
木直中绳輮以为轮
每日火者子
我开一次性筷子都没有这么齐。。。
木直中绳，輮以为轮，其曲中规
葡萄花鸟纹银香囊是不是也是这个原理
小心手！！
輮使之然也
那个葡萄香囊也是这种结构
小心棒子
防韩防外啊
防韩啊
就是现在飞机上的自动陀螺仪原理。咱们中国古人古代就会了。
陀螺仪这个东西中国几千年前就发明了。浑天仪用的就是这个原理去测量天体的位置和大小
我先来，这位是穿越区up主[doge]​
老家四川广安，好多竹子都枯死了，干的
他好可爱（）
棒子退散
突然好奇，韩国有竹子吗？
刚刚搜了一下，它居然有竹子，该si
螺旋丸
朱之螺旋丸
不仅想看up制作，我还想看你家的小臭猫喵~~~~
注意防韩
可惜我只剩下一个硬币了
水印    Chinese
輮以为轮
敢问各位，怎么在霍建华和王宝强之间来回摇摆的。
高级
划糜条
简单的物理学
与其说技术，不如说原理
日常防日防韩防迪奥！
up本来就帅
竹篾再细一点可以飞起来
救命好美
结构和葡萄花鸟纹银香囊的一样
想要。。。
防韩防偷！
厉害！好像魔术
竟然如此好看
好漂亮
哇，好看的捏
"熊猫可不喜欢,他只喜欢嫩的 "
木直中绳，輮以为轮
虽有槁暴，不复挺者，輮使之然也
小心滥伐林木罪xd
天色不早了，记得关门防小偷哦！~
遗世独立
妙啊！！！！！
咱中国人的智慧
要做狼铣吗。
未出土先有节，乃凌云仍虚心。
杨戬、是你吗
我妈妈砍竹子竹子倒下来躲的慢了脑袋还被划出了血
几年前看到的科普 我们还有能在地上滚来滚去的灯笼名为滚灯 当时就觉得好神奇
看到的古人图画中 滚灯更加精美 表面是花纹和动物剪纸 当时就觉得太厉害了
砍柴刀无所不能
古法
救命。别扎到手了
陀螺仪原理
纠缠之缘！！
这小哥长得也挺帅
阿婆主可以视频打水印：中国-China
原来如此原来如此
这个币，我投了
防日
天热防日
保护传统文化的最好方式，是让更多人知道
一剑开天…（bushi）
看起来像周星驰或王宝强
陀螺仪
輮以为轮
好xiansu
哇哦
逐渐离谱
神奇啊！
好神奇
古人的智慧
韩国人上来手就流血
卧槽陀螺仪
复兴复兴
好神奇！！
天冷防韩
四季防韩
好漂亮的手
呦，介不似杨戬吗
笑死的那个笑点太低了，你们讲的不是同一回事?
我也比较好奇 韩国有竹子吗 
哇塞
陀螺仪
哇塞，好棒
什么像不像的，就是杨戬（bushi）
Bgm 还以为是尘埃
三生三世的音乐哈哈哈哈
宁可食无肉不可居无竹，是有道理的
哇，这种竹条打身上真的很巴适
四季防韩
工具很全啊
篮球（不是）
为什么要这样拿？篮球？！
蓝雪花，很好养！！推荐
这里的鸟声真好听！
竹子不会再生哦
輮以为轮，其曲中规
好美
那天，霍建华和王宝强喝醉了……（doge）
竹子是棵草
救命，就我一个人觉得他的手好看吗？
我也觉得好看
戴森球
不是像刘海吗
比杨戬厉害
我也觉得手好看
惊艳
敖丙的原型才是吴签啊，杨戬不是
做过滚灯的语文阅读
好像辐射76的原子币
纠缠之源
有点像柒姐？
真是滚球~
我也妹眨眼啊
套圈
輮以为轮
不熄灭的灯有毒。
不要想多了
四季防韩
这竹条可以用来打小孩
势如破竹
注意防韩啊
防韩防韩
变帅版王宝强???
揉以为轮( ^ ^ )/□
好看呜呜！！
说没人偷的，太低估棒子的脸皮了
等离子火花塔
我只说下面几个字：防韩国，防日本
谢谢人美心善的up主！我学会了~
占卜球，明世隐
投币了呜呜
爸爸~爸爸~
这个适合套圈
手好好看
哦哦
他好好看
不是所有人都跟你一样没素质玩烂梗
纠缠？！
蹴鞠
哈哈哈哈哈哈江南百景图
捯角吧
想起来那个永远不会撒的香囊
啊
陀螺仪
也是个猫奴
木直中绳，輮以为轮
天冷防寒
这是中国的
这是中国的（防寒）
这不就是浑天仪样式
所以棒子会申遗是吗？
发生了神马事？？
发生了神马事？？
有点李子柒那种风格
动手能力很强
天冷防韩
霍建华
辉夜姬物语
鬼片新道具
葡萄花鸟纹银香囊
抱月入怀
真的不拉手吗
陀螺仪
罐头！
古法
我先来古法灯
可恶，到底是哪一步做错了？再看一遍。
卧槽古人好聪明
哇
哇噻厉害！
蜡烛在荡秋千
陀螺仪
可以吐槽说哪里来的棉线吗
是不是，有点像，杨戬？？
小哥长得有点梁朝伟+王宝强的感觉
复原工艺的话这里一般用绵纸搓成捻，再用熬成的浆糊粘，比用线好多了
前面的，江南百景图！
好棒啊~
四季放韩
有那味啦
他好像蔡徐坤啊？哈哈哈
炫酷
我寻思我也一直妹眨眼
虽有槁暴，不复挺者，輮使之然也
厉害，厉害。
我也没眨眼呀
明月入我怀
古人的智慧真绝了
小细节很棒诶
防越南
bgm炸出我
有点点像林雨申
我印象中的古代帅哥就该长这样
三轴水平仪
有点像我的暗恋关系……翻来覆去碰不到
国内有不少韩国人，记得申遗保护好
竹子：愿天堂没有咔咔咔。
建议上传yitu
戴森球好了
哟~这不杨戬吗？（不是）
想刷陀螺仪的朋友们等一下，麻烦你们搜一下什么叫陀螺仪
厉害
不要刷某艺人名字
师父，我想跟你一起过日子
哎～
还真是，杨戬那个造型难怪这么眼熟
值得表扬
螺-旋——丸-！
参量质变仪(确信)
赫敏:有点像时间转换器
曲子对了✓
剪花入竹柳，一人抱月归
手好好看喔
篮球（bushi）
前面那个多边形建模的，你m谢谢你让我想起了我的maya作业。
好神奇！！
同款风铃
他的手很好看
毛的陀螺仪，这跟陀螺仪有半毛钱关系，知道陀螺仪长啥样么
我投币了。
为什么一定要像谁呢，做自己嘛
卧槽
神奇
木二郎是吧
唉～
唉唉～
22.2W粉丝
哇
都做好了，去玩套圈吧～
完整的童年
你们说的那个版本的杨戬
对就你一个人觉得好看
你满意了吧
太牛了
妙
不得防一个偷国么
古代区UP主
輮以为轮
古法竹子
重力竖直向下，谁教你重力垂直向下的？
古法up主
像陀螺仪
天热蔽日
救命美到落泪
哈哈哈哈哈哈杨戬
这个up主有点帅气在身上
好了，我爸的趁手兵器制作完成
好帅！！
天冷防韩！
霍建华
这糊的比刘彦昌都好
哇塞
声音好好听
万象天仪
别被韩国偷去了，加水印
我靠好帅
天冷防滑
救……我也妹扎眼呐上一版儿就眼花了
眨眼
啊啊啊啊啊啊啊
忽然感受到古人的浪漫了~嗷!太美了吧也~
刚刚才23万的粉
輮使之然也
好厉害！！！！
明世隐
Bgm:浮光（history）
真的像诶
给熊猫下面条
火折子！！！！
像徐云，像景天，还有点像长卿
我刚刚看上个视频都说像王宝强
哈哈王鹤棣
尼泊尔柴刀
宋朝外星科技
鲁班公输氏
UP确定不是古穿今吗？
看这嫩白的小手，刚开始学吧～
怎么从半则脸看好像霍建华？
美到我了，三连了
太棒了太棒了
他在试图教会我。
王宝强
好像王宝强
新鲜竹子破开的时候气味很好闻
哇咔咔
可以抛吗
准备下山套圈?
輮以为轮
漂亮
熊猫不吃老竹子
哇
有点像楚骐
不觉得像杨戬
高度怀疑发明陀螺仪的人就是看到这个东西后产生的灵感
？？魔法
这画面太好看了
天啊，为什么古人那么聪明啊
你这粉丝长得确实有点快了，我昨天关注你，你才22万粉
好帅的up
刚才那个脸好帅耶
超时空接触里的机器！
他在教我吗？
木直中绳，輮以为轮！
逗比，重力竖直向下。。
古人好牛逼
不完美，但更真实
介不杨戬么
刘病已
这涨粉速度
防什么韩？它们根本学不会！
↑孙子～
好像那个手持器，相机稳定器哈哈哈
不止防韩还要防日
也要防日
小心割手啊
苦无
四季防韩防日防迪奥
要套圈了吗
古穿强夫
木直中绳，輮以为轮
这个我熟，我小时候我奶就拿这个抽我的
纠缠之源是吧？
噢，懂了
上水印水印水印水印水印水印水印
