烦恼都
19191949
a
可以了？
这个成年溥仪长得好混血啊
弹幕回来啦
大美BGM
..
开心
这个场景让我看的太震撼了，那种迂腐感相当浓厚了
去
哪里有未删减的？
。
？？
弹幕！？
？
.
好好看！！
？？？
朕的大清又亡了
这部电影真的好看
尊龙最帅
长胡子了
咳咳，万恶的剪辑师
弹幕复兴
沙发
。。。
本座的弹幕回来了
报道
。
测试
测试
测试
ll
有了
??/
弹幕我来啦
*@&……*@&……￥
特别想看这个翻拍 或者拍成电视剧
能发弹幕了//
弹幕
溥仪好帅
?
这个BGM是日本人创作的
弹幕可以了发了吗
能发弹幕了？
。
55
？
1
！！！！！！！！！！！！
太震撼了
哟哟
末代皇帝
欸
yeah
求背景音乐名字
123
看过，好看
...
小精致长的还挺凶
.
400万..
真的吗
。
bgm 神思者 故宫
bgm故宫
好可爱！
。
毕竟老祖宗打下来的江山
，，
？？？
大清亡了！
哟呵
123
可以啊
英达的老爹，前文化部部长。。
bgm好评
看国感触很深
？？？？
ＷＤＦ？？
。。。
最后的皇弟
.
666
..
？
混入其中
.
光复大明！！
光复大明！！
反清复明！！
反清复明！！！！
反清复明
反清复明！！！！
哈哈
0000
这是袁世凯说的条件吧
222
前俩天刚看完
bgm叫故宫的记忆
原版是多长
可以了吗？
。。。。
o shift
！！！！！！！！！！！！
.
ss
小狗包弟？
？
n n
来自新世界的bgm
没
本色出演
好了吗
反清复明
emmm
锅锅
在看视频呢
这部电影不是中国拍的
把他以战犯看守，是因为他跟曰本合作妄图复国
aaaaaa
可以
前面那个，怎么？你就这么想回到清朝当奴才？
可怜
..
哈哈哈
真的不过后来被冯玉祥赶出去了
好评
测试测试
为什么不用电影的原声做BGM???
啊啊啊？
bgm 故宫
BGM:《故宫的记忆》
尊龙
尊龙！！！！！
啊啊啊啊啊啊啊啊
尊龙
。。。。。
能发了吗
，
建议英语版的配音
1
。。
BGM:故宫之神思
！！！
1
末代皇帝
爱他接送他PSP
每年4百万贼爽   我还以为什么都没了
可以
刨坟是冒险家的精神所在
国赖长君
！！
没人？
。。。
？？？
皇帝
唉
up的声音 好听
实际上没给他钱
.
我在我家偷文物
123
哦哦
可以的
333 22
才发现看过
我大清 灭了
.
特别怕这种虫子
??
？？？？？？？
尊龙
尊龙
尊龙
尊龙
尊龙
尊龙
尊龙
为三位主演打call，尤其我男神呀
大清亡了
诶
6666666
还行哇
测试
末代皇帝
可以发了？
北洋
哇
可以发了？
因为溥仪之后再无皇帝呀
？？？？
bgm 故宫的记忆
大清亡了!
有电视剧版，黄奕演婉容，蒋勤勤演文绣
测试弹幕
.
好帅
哈哈
mm
好可怕
这是我开学要看的书。头皮发麻
生不逢时
我记得我看过这个的电视剧，40多级好像，就叫末代皇帝，
可以发啦？
测试
百日皇帝你好啊
？
暴走看啥片最后一集也是介绍这部
人
二刷
当时国家迫切想要让世界接受中国，认同中国已经跟世界接轨，但是自己拍西方不会认同，所以才会让意大利导演拍，当时文化部给了大力支持，包括人和物。
","
3
哦哦
4
因为年号 万历
尊龙男神
求BGM啊 大哥们
天呀
??
BGM   故宫
才发现看见那个 我也是
6
能发？
BGM是川井宪次作曲的故宫
看过暴  漫解说，
尊龙！！！！太美了
这个也挺不错的
如果是我我会被吓死，这么大一只什么玩意
求BGM
我看过这部电影！全英文版本的
蝈蝈是蚂蚱吗
复你个头的明啊，回封建社会做什么
BGM：故宫
是真的给了
我大清亡了，真的亡了
何止魔帝似李
这是袁世凯和清朝定的吧
BGM :故宫 神思者的
这部电影真是我最爱的一部了
我好想看过这个视频
m
那个是他父亲？
BGM记忆之都
三国群英传的bgm
大清亡了
啊啊啊啊
e
oiu
+
++
++++++
为什么那时候的电影拍的都这么厚重
+1
+++
历史老师给我们看过这电影
昊龙昊龙，在世真龙
吹爆！！！
。
末代皇帝
。。。
如果生的那个时代。做一个皇帝却时常不幸的事情。
可以
各种经历都是被别人安排的
高能
正义必胜
这部电影是外国人拍到。。
封面，末代皇帝
好可怜的孩子
尊龙太帅了。
有一首礼仪大典，不会比神思者的故宫的回忆差
尊龙年轻的时候太帅啦
当时1w等于1元
哦？可以发弹幕了？
。
？？？
封建思想根深蒂固啊
反清复明！
声音好好听
有弹幕了?
满清
溥仪
那个背景音乐很不错
BGM上故宫的回忆
从此国家是人民
故宫三部曲
BGM：国窖酒，那个广告
前面的，是民国
回家
看过
真的是生不逢时
溥仪很好，若不是慈禧他会很好吧
sens的配乐简直不要太壮阔大气深沉！！
配乐一听鸡皮疙瘩起来了，实在是太经典了
尊龙帅死了
尊龙帅到爆炸
什么 ？ 大清亡了？
来了
bgm 故宫的记忆
袁大头想干掉皇帝很容易
BGM  故宫神思
当时通货膨胀吧，四百万没几个钱
溥仪？？？？？
6666
666
BGM《故宫的记忆》
这是不是割腕了，放热水里防止伤口结痂
清庭的电视剧太多，广东都被满清占了
满分作为
北伐
慈溪不专权，光绪就可以有一番作为
尊龙尊龙
好帅啊
卧槽故宫的记忆
bgm故宫的记忆
凭什么给你400万？！
何止没给钱还把他从紫荆城赶出来了
给没给钱咱也不知道
可怜？如果你是那个年代的人，要给他下跪磕头
末代皇帝
有病，为了血统宁愿给个孩子也不给贤臣。毫无民族大义，真觉得天下国家是他的
好看
.......
。。。
这亡国之君的待遇算好了
大清亡了？
一个皇帝你拿400w换？
，
弹幕来了
溥仪
什么，朕的大清亡了？
看守所里都是人才
导演不是中国人，可惜了
薄仪？
光绪真的可以，但慈溪的限制太大了
这本就不是中国电影
可以发了嘛，我怎么看不见我的弹幕
凉凉
太长弹幕不能发
卧槽如果是我 我也会寻死啊啊啊
1111
乳母神头型
复辟帝制
二刷
末代皇帝
一直想看这个，末代皇帝。
旧币400万
这电影是英语，可惜了
这个BGM不是悲情城市里的嘛....
故宫之神器
。。。。
袁大头，百日皇帝你好啊
我有个同学他以前姓爱新觉罗
故宫的记忆
天哪
不为熟知的影帝 尊龙
最下面的弹幕真的恶心，挡住字幕了
尊龙真的帅
怎么关闭弹幕
bgm:故宫
三跪九叩
注意这不是中华人民共和国
ll
哦哦哦哦哦
尊龙！！！
这个小孩有点像布拉德皮特
这时毛主席还在读书呢，哪来的解放
尊龙！！！
我
必须得听解说才能听个半懂
龙叔鼻子太标志了吧
溥杰才无辜
少年演员不错
溥仪？？？
400W买皇位
尊龙！！
溥仪根本不敢自尽的，当年在俄国多屈辱都忍得了
这不就成了君主立宪了吗？？？
安排好了啊
报道
什么电影呀
乌泱泱
溥仪
这些历史初中就学过了吧....
这乳母的发型呀。。。。。
慈禧
这电影的bgm实属经典，百听不厌
教授配的乐太好了！
大清，亡了
想起来了 朕的大清呀
又不是我们签的 那是前前朝的事
君主立宪不一样吧，君主有行法权我记得，溥仪只是个空名号
小时候的溥仪那个小孩演的太好了
历史的悲剧，真的太惨了，泪目
小溥仪太惨了，
故宫的记忆
人生的悲剧
人类历史的悲剧，
给他磕头，可他过得不一定开心
地震高岗，一派西山千古秀；门朝大海，三河合水万年流。
BGM是日本人作的《故宫》
你好
123321
？
光绪是被慈禧囚禁了
BGM故宫的回忆，日本的
这部电影是中美蜜月期拍的，被允许在故宫实地拍摄
民国
可怜在于，他拥有了天下，却又马上被夺走
应该是袁世凯，想君主立宪
说好的四百万呢
讲个鬼故事看进度条。
袁世凯
满子
有些片段怎么没看过
有尊龙先生的地方就有我
我来了 尊龙先生 前排表白我龙叔
有尊龙的地方就有我
中国最后一个太监也挺好看的
真的在故宫拍的 牛逼
啊 帅死了
冲击好莱坞的电影 当然是英文 意大利导演拍的
溥仪
朕的大清亡了
龙叔 我来了
不是忘记 
我觉得乳母好看
不敢看。年纪小小就经历这些非常佩服
那个时候的皇宫早不是这样子了吧
扶保大清
历史依旧在轮回
为什么不让他父亲当皇帝？
朕的大清完了！
可惜NM啊，一群耳鼻义和拳
啊啊啊！是尊龙啊
龙叔美了 我不管 龙叔就是 人间绝色！！
人间绝色 · 尊龙
慈禧没死呀
神tm万历 万历是明朝皇帝
删减镜头?
电影  末代皇帝
因为他父亲也是载字辈 咸丰光绪帝也是 按规矩不能再是
哈哈哈哈
想说乌泱泱？？？？？？
BGM 故宫之神思
何止魔帝？
尊龙真的好帅鸭！！！！
神思者
半小时
当时看的时候  这段真实得让我害怕
感觉还不错，准备看看
这个镜头小孩子看了容易有心理阴影
被更落后的外族人统治没什么好结果
和我小时候也好像啊
为什么还有补助？
好帅啊
泪目
解说满分
朕的江山没了
末代皇帝的历史顾问就是溥杰
BGM：故宫的回忆
这个小演员演的青春期的溥仪也是很帅的不知道叫啥
BGM是故宫
外国人拍的中国历史，我爱国，但是不得不说拍的真好，
演员也不是中国人
末代皇帝
自杀没成功
外国人拍的
哈哈哈还啊
内阁拥有行政权，可以参考英国、日本
在权力向袁世凯让渡时，为限制其权利，改为议会制共和制
大战光明顶
经典电影！
222222
袁世凯
溥杰是个贤人
声音真好听
改编自溥仪《我的前半生》
好怕看这种电影，心里面会难受
？？？立宪的最好去去去历史
啊啊啊啊啊啊啊啊尊龙的末代皇帝！
这个片
这
真的是这样封建思想根深蒂固，不是我们一两代人能改变的，需要几代人去改变
这小孩这么眼熟呢?
袁世凯
这段好像删掉了
外国导演拍的，中国的故事。。。
坂本龙一先生才了解的末代皇帝
bgm叫什么
悲哀啊悲哀啊！
我来了
王国维
这是民国
s.e.n.s
钦定那个，你号没了
尊龙太美了
不小心看成泰坦尼克号
老袁当的总统，最后被冯玉祥赶出来
看守所
尊龙为了拍一部中国电影推掉了很多好莱坞片约
看的好难过
外国人拍摄才真实
是民国拜托动动脑子
看过庄士郭的《从晚清到民国》
这是在故宫拍的
原来我在报名表上看见过一个姓爱新觉罗的
这薄仪 肥 黄子华才是神似
经典
啥
咳咳
光绪不会治国
载丰的儿子
记住这只蛐蛐
泸州老窖
潇洒哥
bgm故宫
演白景琦小演员
说外国人拍得才真实的太幼稚
无辜？？？什么叫无辜？
鬼片？
万年的皇帝不合适
哇为什么不用教授的配乐 原声也很好听啊
导演不是中国人，没什么可惜的
朕的江山……
袁世凯复辟帝制
1
不是16岁就因为梅毒死了吗？
坂本龙一
外国人拍的中国电影
bgm:故宫
补个弹幕
啊啊啊啊啊 尊龙大大！！！！
梅毒死的是同治，慈禧亲儿子
爱新觉罗·溥仪
那清帝退位书是他亲自写的吗
溥仪的父亲：载沣
三跪九叩，读错了了吧
溥仪
这bgm还以为是这电影的，去看了居然不是
他父亲哪有他好控制？
吾乃秦皇
尊龙
英语课看过一些这个。，，，天呐
BGM:记忆之都
尊龙
大快人心！！！
庆幸自己生在当代
来了
可以发弹幕？
太棒啦
这电影真是在故宫拍的
看过
第四遍
慈禧死的时候称呼溥仪为万年的皇帝，看过电影吗？就说不适合？抗精
好帅啊！！
尊龙真的很帅
每年400万
beautiful
1万旧人民币=1新人民币
乌压压是什么呀
這還不是國民黨的國民政府，這是袁世凱定的規矩，因為當時執政的是北洋政府
英若诚？
。。。。
这个解说高级！
他很有才只是生不逢时
我看过未删减版
拉倒吧，清后期皇帝生活贼垃圾。
末代皇帝
溥仪真的悲剧
临时条约
我看过原版英文的
看完很难过的一个电影
庄士敦也不是好东西
尊龙啊！
尊龙要用帝王紫
bgm是日本的曲子吧？神思者的吗？
帝王家的兄弟有几个是家人？
这歌真的震撼
爱新觉罗
电影的语言有中英双语…
唉 哭了
溥仪？
死在断头台
傅仪皇帝
郑孝胥
我看的是中文配音，也很棒
真龙天子
有国语配音呢
帅死辣
清废帝
民国？
BGM：Palace Memories（故宫的记忆）
就tm在现在你们谁有400万了？
孙中山只是临时总统
好讽刺
回来补硬币
BGM：神思者-故宫之神思！
陛下万岁
尊龙超帅的
但他毕竟是孩子
说孙中山的，你真的是。。。
Open the door 
超小声的bgm
我好喜欢这个少年溥仪的扮演者h h h h h
你们自己去看，这是全英文的对白
BGM：故宫的记忆 Palace Memories
白天刚看的水流云在
新中国建立初期，10000元等于现在的1元....
瓦特！！这个不是阿拉伯的劳伦斯吗？
电影名字是啥
这是真故宫
我想看龙叔的龙年，没资源
溥杰娶了日本女人当老婆
让他父亲当皇帝怎么控制
尊龙先生！
可惜个屁啊，全英文才能冲击九项奥斯卡，才能让国际了解到中国
换个朝代而已
何止魔帝
书生气太重
近四小时的电影
亚洲洲草，尊龙
夸脸牌刀片
这部剧让我记得最清楚的是用英语说的开门了
？？？为什么啊
北洋政府的条约
末代皇帝
BGM日本的 散了吧
啊
哟呵
总比民国白奴强
bgm：palace memories（故宫的记忆）
千秋功过，谁人曾与评说
看過未刪減版
看過未刪減版
溥仪
这戏的导演就不可能是中国人
那说的中华民国
皇帝也是活该
爱？
where is amo
记住这个蝈蝈
把你献给主人
腾讯视频也有漏阿
bgm也是日本的
不是孙中山……
逊清皇帝小朝廷
是神思者
麻花视频有高清英文原版
这里的配乐应该用原版的
青背将军
这部真的非常经典！！！
导演贝托鲁奇了解下！ 这是唯一被中国政府允许在故宫拍摄的电影！
语言不会阻挡你喜欢这部电影，导演很伟大。这是经典
很好看的电影
小狗包弟
尊龙好帅
我在我家偷文物
万年指的是万岁，一种修辞手法而已，总不能叫万岁的皇帝吧
佛罗伦蒂诺
好好看一男的
bgm故宫
？？？
该
遗老遗少
满洲国？
好震撼的场面
天安门
这个BGM是日本人做的故宫，神他么国窖酒广告歌曲，那个只是借用
蝈蝈贯穿此剧，结尾也是蝈蝈
名演员
法国233。
mangcai溥仪
这是蛐蛐
阿珍
尊龙
好可爱的小孩
尊龙是真的帅啊
堂弟
唯一的玩伴了吧
尊龙是美国人 
庄士敦老师
这个剧过于压抑了
君主立宪吗
哦，这招搞得拼音
哎
楚门的世界
尊龙的帅，和哥哥是同一种
时代的悲剧
后来去了博物馆工作
中国最后一个太监l？
袁世凯
尊龙!!!!
如果溥仪可以写个自传应该是个精彩的故事
溥仪
周某的看守所？
说孙中山的，你是不是疯掉了。。
那就滑下去吧！
我看过，很真实。一部绝对的好片。
他还是个孩子啊
BGM感觉很合适啊
尊龙
一分没给
坂本龙一
老烟斗？
不是慈禧，慈禧已经死了，这时候
不对推翻清王朝的是北洋政府，袁世凯，不是共和国。
电影讲的人性
ROC
故宫的记忆
阿拉伯的劳伦斯
这部电影是在故宫拍的
这里是民国
他的宫殿????
说得好听，根本就没给过钱，而且很快就被赶出宫了
历史课看过
是在故宫拍的
始于嬴政，终于溥仪
什么我的大明亡了？
发个弹幕
BGM是故宫的记忆？！
民国
尊龙真的帅
该死的袁世凯
喝的可乐
400w那时候贼多啊
可惜他性功能障碍，没有子嗣
这还敢放
龙叔我来了！
小孩子，好想在说英语
没有袁世凯，还有孙文的
来了
孙中山让yuqns
孙中山让袁世凯劝清帝下位 只要成功 就让位置
尊龙(●'◡'●)ﾉ❤
帝国的讽刺
光绪不行
溥仪不是宣统帝?
故宫
清末期皇帝哪还有什么威严可言
民国的400万，给了和没给有什么区别。
溥仪
捧上神坛，摔至地狱，生不逢时，末代皇帝
我就喜欢这不电影里的奶娘
进击的巨人？
该死的袁世凯?咱先不说袁世凯如何，难道你站满清皇帝?
尊龙
好像是第一部在故宫拍的
袁世凯想走君主立宪制
个人感觉bgm不搭配此时末日的清庭
所有的门都不为你打开
所长最后好惨
优酷可以看到
bgm就叫故宫的迟暮，怎么不搭了
对 中法合拍的 在真故宫里
辫子很真实还原
溥仪
溥仪
bgm：故宫之神思
she is my butterfly
溥仪
溥仪刚进牢时没有仆人生活就不能自理
宋代？  不是清代嘛
溥仪
我看过了
这歌环节后面吸奶了
我们巩义两个人物，一个杜甫，一个袁世凯
袁世凯复辟帝制
啊！皇上
故宫
他们是感觉落魄了，但多少人民活了过来
废清
最后一个镜头蝈蝈还活着，证明那里都有献蝈蝈的人啊
清帝退位？
改朝换代不断的更新这一切不过只是人类历史中的一次小改革
男主是尊龙
皇城根下的权利还是很大
末代皇帝
袁 世 凯
最後一代皇帝是谁
3岁记得？？
末代皇帝：讲述了爱新觉罗 溥仪的一生
she is my butterfly
666
是zg的我怕上不了印
很不搭
推翻清朝的是↑孙中山先生好吧
尊龙!!!
尊龙是溥仪的扮演者
爱新觉罗傅仪
尊龙
溥仪 末代皇帝
guoguo
袁大头
溥仪
前面的，尊龙是本片溥仪的扮演者，男主角
被安利过 看了！
前面的溥仪的确有一本自传《我的前半生》……
龙叔!
超好看
好恐怖这里
悲剧啊
我的天 电影里那么伟大的配乐不用，用这个？
我觉得溥仪还挺好的
open the door
Yuan袁世凯卖国贼啊还是
三个小时，很真实了
2月12日
对原bgm真的很棒哒可以去搜下
溥仪写了自传，《我的前半生》了解一下
导演是贝托鲁奇！
BGM：故宫神思
末代皇帝！！！
音乐也很棒 坂本龙一
BGM 神思者 故宫之神思
哪里能看呀
乌鸦压的
这难道是清朝最后一个皇帝？溥仪
清末皇帝
中华民国
？？？？
里面个个都是人才
这部好看
这播放量
那年头最小的钞票1万
想看
这就是宿命，有些人人生注定这样子
看哭了，什么操作
于家？难道？是，真的？
这只蝈蝈从片开始活到了片最后
朕的江山没了
解卡
骑砍！
像极了爱情哈哈哈哈哈哈哈哈哈
看了三遍
现在也很多。
每日一刷
111
？？？开始了
优酷可以看
钱都已经被宫里的人贪完了
看完？以后我真的哭了
这大脑门。。。。
清朝最后一个皇帝溥仪
龙哥
然而这个钱根本没给，你们太天真了
看过，不错的电影溥仪3岁登记，一辈子很无奈
尊龙
尊龙真的很帅
啊啊啊啊啊龙叔
pǔ溥仪
溥仪我要命也不要国。
最后蝈蝈还没死
尊龙！！！
这就是在故宫拍的
他回自己家还要买门票
l
就是在故宫拍的
溥仪真的是传奇的一生啊
断头台警告
泪目
哇，故宫配乐，神思者
神思者的故宫
我的前半生了解一下
看过
我怎么没有看过这一段
当时确实在故宫拍的，特批
爱新觉罗.溥仪
清逊帝。
长得有点像哥谭里演企鹅那个
洛斯里克的高墙
阿尔弗雷德？
成功学BGM
这少年好像尊龙，演员请的太好了
尊龙
改造好，还有一番作为
这 不同意也得同意
龙咳
这个bgm是我们学校午饭的时候放的，，我们学校是不是不太好……
袁世凯壁的溥仪退位
溥仪
不是梅毒好吗？！是天花
北洋军的正步还挺标准的
q p
问题有没有400w？？？
刚看完
蝈蝈命真长
何止魔帝???
袁世凯窃取果实的
求bgm
君主立宪君主还是有那么点实权的，溥仪没有任何实权
没人吗
末代的皇帝都很惨
原声就是英语
想当皇帝的袁大头
BGM The Palace？
港的英文
说袁世凯的怎么回事
溥仪写了自传啊 我的前半生
这个BGM作者是日本人
宣统
你也就是区区一座紫禁城的皇帝，讽刺啊
BGM感动
小狗包弟？
犬清
尊龙的样貌美化了溥仪好几千万层的颜值
溥仪
好帅哦
可怜
太真实，像纪录片
故宫哪里是清朝的
1111
该配bgm的时候不配  where is amo多合适啊
太帅了吧
二次
北洋政府
后来他自己又想复辟
蚂蚱
溥仪有孩子啊，还蛮多的
哟西
这个是中国当年主动配合导演拍的
没袁世凯他更惨
金老
我们
溥仪并不能说是昏君
头条里来的
尊老
尊龙
啧啧，袁项城都喷的人也自认为懂这剧？
那个年代钱不值钱，粮票才值钱
这个蝈蝈神了
你们是不是忘了皇帝张清平
传奇的一生，难以想象内心的波澜
我看过抱歉抱歉
这题材 竟然让外国导演拍了去
再来一遍
溥杰好像14年去世的
人家是反问吧。。
讲的英语
这蝈蝈从溥仪当皇上一直活到到新中国成立
这电影演的很真实
反清复明！
大家发弹幕可以尽量不要遮住字幕吗……
它还是个孩子，
你以为是真给四百万？？？太天真了
帝国帝国毁灭
迂腐不堪 不灭才有鬼
哪吒
庄士敦出现了
但实际上四百万很少给够
这道具满分吧
尊龙啊啊啊啊
龙叔
尊龙真的帅
后人对袁世凯褒贬不一，有人说是卖国贼，有人说他推动中国近代化进程，是真正的改革家
啊啊啊啊啊啊啊啊
镜头真美
这个BGM带感
牛逼
尊龙～～
这个bgm毫无违和感
同治帝是花柳病死的
个
好像我们要考试啦
Bgm很经典
哈哈哈
如果没有投靠日本人的那一段 
那个时候故宫的家底很厚呢
溥仪真的很惨了
伪满洲国吗
驱除鞑虏恢复中华
说400万不值钱的疯了吧 这可是400万袁大头
民国通货膨胀是内战 民国初年袁大头购买力特别强
挡字幕的我想骂人
尊龙先生
末代皇帝
民国是共和制
袁大头复辟
溥仪
好电影
。
。。。。
汉献帝
全程看哭
发条张解说
崇祯皇帝表示看不懂。
神思者 
故宫的神思
通过这部电影真的能感受到那个时代的气息
就是在故宫拍的
。。
封面我还以为是雷哥（滑稽）
看了两遍，去刷电影，感觉还是解说带劲
尊龙！尊龙！
光绪没实权怎么治国
幼儿园的宝宝当皇帝
读中小学的溥仪上私塾
演员是尊龙
五帝三皇神圣事，骗了多少无涯过客
Bgm是日本的
皇上
up成名作
这段好像删减了
提笼架鸟看戏斗蛐蛐
为什么不是大长脸
袁世凯活该扑街
袁老贼，呸
回家买票啊
这是在故宫拍的
1987年的电影
实际给了吗？？？
最后一部故宫拍的电影
但他毕竟是孩子 哈哈
咳咳
好看
特别好看
。
宣统
剑南春的广告配乐？
没给，而且皇宫也没了，不过这些本来也不属于溥仪的了
BGM:故宫之神思
袁世凯和平地完成了朝代的更替
这个演庄士敦的演员还会用筷子
尊龙
?
。
尊龙先生的气质真的很绝！！
尊龙
尊龙 蝴蝶君 末代皇帝
胡学范
溥仪啊
所长来了
不是
在故宫拍的
呵呵呵呵，袁世凯。
这句声音好好听啊
声音好好听啊
BGM 故宫之神思
BGM故宫之神思
故宫之神思
溥仪有能力可惜生不逢时
83天皇帝你好
我们历史老师说溥仪退位后在故宫过的挺好的
bgm是啥？
记住这个蝈蝈
真故宫拍的
终于可以发弹幕了
入坑作
对，英达的父亲，老胡
尊龙
这个bgm
尊龙
溥仪
钦定
茶馆里那个！！
配音太多了
你怕是对楚门的世界有什么误会
梅毒那是同治帝
哈哈哈哈
袁世凯这个人要辩证地看待
溥仪
他父亲不能当，光绪死后只可以让下一代当皇帝
BGM是恨爱交加
我曾经拥有着一切，转眼飘散如烟
she's my butterfly
末代皇帝!
bgm
唉，我们满清皇室最可怜的皇帝！！
再回来看一遍何止君的解说
坂本龙一
这首壮阔大气的bgm故宫的回忆，居然是老外谱曲。。诶
bgm
BGM起
我、我没有币了
ffff
断头台啊
袁世凯这条狗，赶快死了吧
这期好快呀
BGM好评
尊龙！
再来一遍
颜如玉
这时候清军不穿盔甲了吧
这个好
孙中山
.
为龙叔来
朕的大清亡了？
这里真的。。。哭
1919
神思者
神思者
蚂蚱
她是我的蝴蝶
入坑作
隔离
故宫的记忆
1
111
1
哈哈哈哈哈哈
真的很讨厌那些挡字幕的弹幕，有点素质好不
哇，你终于解说龙叔和教授的佳作啦
英若诚，英达他爸
就是在故宫拍的，而且还拆掉了部分围栏以协助拍摄
梦开始的地方
bgm太合景了
太监太可怕了
中华小当家？bgm
害
bgm满分
入坑作
She is my butterfly.
BGM故宫的记忆
西方有个法兰西和英格兰，断头台
尊龙
皇宫里面是皇上，
哭你媽呢？
恭喜你发现宝藏
恭喜你发现宝藏
恭喜你发现宝藏
恭喜你发现宝藏
恭喜你发现宝藏
坂本龙一
好帅哦
少年溥仪有点帅
尊龙
八败，三段锦，天蓝青
神作
一扇门，贯穿全篇
这头发得多重
我的最爱爱爱啊啊啊啊啊
尊龙！
bgm有点瘆人
空口支票
尊龙好帅
y
日本篇
日本片
当时一万元等于十元钱
就是在故宫拍的
最关键的还是老外拍的
龙叔……我落泪了
好看
小时候看过幼年溥仪演员写的作文
超好看
很可怕
这叫惨吗？老百姓更惨
努尔哈赤抚顺起兵反明，溥仪被监管抚顺战犯监狱。
大清亡了！！！！！
？？？
那爱新觉罗家族怎么没有传递下来
我看过紫禁城的黄昏
尊龙演的溥仪太让人心疼了
表白我龙叔
乳母的发型极度还原，不服的看清宫老照片
悲哀
最喜欢的电影
门 重要线索
还是喜欢阿麽去哪了？
蝈蝈和他相似
“她是我的蝴蝶”
对啊 阿麽去哪儿了 比这个配乐更有感觉 能听到大清的兴盛 亦能感受到它落幕的悲哀
宣统帝溥仪
特别关键的情绪会记得，我就记得三四岁的事
From Emperor to Citizen
真的很好看
袁公千古！！！！！！！
故宫的神思
空头支票，根本没给钱。
唯一一部在故宫实景拍摄的电影
读点书吧，这部电影国家特许的故宫拍摄的
好帅
下面无知的还发弹幕挡字幕。无知又无素质
他的命
这部电影的确是在故宫拍的
恭喜你发现宝藏
演员好看
这是蝈蝈...
洗白清朝
神tm洗脑
坂本龙一
配乐用坂本龙一的更好
溥仪演员好帅………
前面那个说梅毒的是不是没学好初中历史
建议用电影原版bgm 
这片是唯一一部能在故宫拍摄的电影！！
这是在故宫拍摄的！也是故宫唯一一部让拍摄的电影
这钱没付过
额，前面的你不知道溥仪写过自传吗
不是白景琦好吧
贸易大臣、
感觉用电影的背景音乐更好
她是我的蝴蝶
好你个胡学范
这个少年叫吴涛姥姥是瑞士人，四分之一混血，混血最好看的比例
怎么说，这时的bgm理解为小溥仪经历此时的感受就能接受了
111
天呐他演得好好这种眼神
忽然想起了这一句.小童抱金于闹市
尊龙啊我giao
尊龙尊龙尊龙
+
日本人应该看一看，让他们知道自己的罪行
啊这
...........................+
断头台
那会儿400万得多少钱啊
好帅
意大利导演
坂本龙一的配曲
这后期bgm配的太垃圾了，场景情绪人物一个没表达出来
祖 国 人
然而这笔钱没给过溥仪
“”皇上，飞起来了
真故宫，特许的
