没有弹幕吗
差评这个部分说的很在理
Jkl
？？？？？？？？？？？？？？？？？？？？？？？？？
hi
海淘店啊
44？
2333
还说什么呢？买贵的就对了
之前买的华硕的办公本，垃圾的一批，后来换外星人感觉起飞了
。。。
12万的硬币是认真的吗?
6666
666
.
2倍速中
666
戴尔G7路过，表示很赞
？？？、
。
小哥哥声音不错呀
厉害了
外星人就行了
44分钟，这么长
外星人就完事了
良心
反正联想不能选
.
右下瞩目
回来啦
kfaklwengnsdagnws
人傻怪电脑hhh
wsdm
？？？
？？？
66666666
BGM是啥
RTX，算了算了
不错呦，你的币有了
哈哈哈哈哈哈哈
神州怎么了？
我正在用麦本本笔记本看视频.....
戴尔G7＋2
学长改为前辈，可还行？
鞭尸联想
刘强东:up主好兄弟
不是  神州怎么了？
神舟散热不好
火影23333
←蕾某人?
爸妈开的也不要去
winxp启动的声音！
111
真实
i9+rtx2080ti标配
i9加rtx2080ti标配
dgh
京东618
神船无敌
我是计算机专业的但是现在还很白
说实话，联想Y7000/7000P系列蛮不错的
右下角瞩目
不是说神州怎么了，是新手不推荐，容易翻船
51m  gt76  p775 
我的神州翻船了
我去44分钟
别的不用看了旗舰就完事了
u就姐姐
sdd
哔哩哔哩
1
说神舟散热不好的真是。。emmmmm
神舟怎么了？
我去，我现在买电脑就看神舟
买华为就对了
买华为就对了
有了有了
卧槽
对、、
看了一眼条……
我回来啦！
苏宁自营钱没给够？
你怎么知道我倍速了……
能上B站的多少都会懂点吧
....................
...........................................。。。。。。。。。。。。。。。。。。。。
说恰饭的打脸
1
情况一真的笑了，电脑在厂里也要测试的，硬盘使用几十次完全是正常水准
我就买华为
AWFDAW
你不说我都忘了开倍速了2333
上船就完事了，小白也能变高手
这个可以有
戴尔特别垃圾，谁买谁吃亏
上船之后变大神
都用了33次了，不行了，50包邮解君愁
需要找售后的还是锁定四大一线吧
@中正看守所
11
????????????????????????????
我习武之人就喜欢上船，哈哈，当然新手还是买些一线品牌吧
怕不是成都磨子桥哦
000
不缺钱 不用纠结  想买就买
神州也得看是哪款蓝天模具，也不是每款模具都很好
说神舟散热不好的是真不懂
得要看是哪个厂的准系统
666
小白不适合神舟
实体店真的坑！价格虚高！
注入灵魂支持
618DNF周年庆
上船四年，完美航行
可以
美帝良心，良心就完事了
2018推荐来的，良心up
666
快上船
良心
真实
银灰那个别走！
来了来了
蓝天模具散热不好？准系统了解一下
神舟准系统用了好几年了
真实
蓝天模具散热不行？神舟准系统了解一下
弹幕
很可以感谢
没有，我就来看看我买不起的电脑哈哈哈哈
人家说没有了解就上船，不是说船怎么不好！！
前几天神船超便宜，我都想上船！！
你是哪里来的白居易吗
上船就完事了
厉害
让小白买神州你的良心不会痛吗？
你看不起我的船名
明示
神州，咋了……
一分钟过去了
苏宁不行吗？
redim book
redimbook
神舟性价比多高，我用了五年性能也比同学刚买的五千块联想强，神舟无敌，！
联想垃圾
笔记本 macbookpro就完事了 不会失望的
良心阿婆
戴尔差评
我的天，有点传销的味道[捂脸]
好的，我马上开倍速
能发弹幕？
说船散热不好的是不看模具配置的流氓
只要有钱管他那么多
说联想辣鸡的大概是小学生了，知道ThinkPad吗
神舟怎么了？？？？
？？？？
好像也挺好听
111111
建立索引的好处
恐怖的进度条
弹幕回来了？
良心uo？
真实!
50包邮的那个我55包邮（滑稽
美帝良心想
我等到更新啦
在电脑城买是为了……
这不是成都最坑的地方么？
良心良心
外星人真心不推荐
233333333
我看得懂呀？
哦吼吼
我的是神舟战神
有钱就完事了
刚入手这个
今天的数学好难啊，我还在这看视频qaq
人傻怪电脑哈哈哈哈哈哈哈哈哈哈
这里是不选神州的原因
没错
真的上船人生完美，5年经验
。。。
。。
。。。
。。。
良心
我的神舟，买了就修
我问室友，他推荐了我这个视频
已经买了    还是给三连    up良心
第一条我看到过好像是暗影精灵4的
？？？？？？？？？？？
神州战神强冷能这么牛逼你看不起？
6
看一下进度条
暗红G3，i5+1050路过
BGM：are you lost
拼夕夕
弹幕好了？
秀
有道理
因为大学课程根本没有这些，全是学原理
倍速？好主意
神州还可以啊
联想就真的别买了
@玩家国度
上船那个等一下玩
o啦
联想再见
磨子桥？
我上船
说的是呢
杠精退散
进度条？？？
BGM双星物语里的
然而我选择看完
小孩子才做选择 我全都看
进度条骗人
看的人越多，这个百分比就越低（滑稽保命）
台式机路过，好奇进来看看
这哪是15分钟 明明是44分钟
良心up
..
启动音好评
人傻怪电脑666
联想美帝良心
笑了哈哈哈哈哈哈哈
戴尔的
你卡是因为你的使用习惯不好
我正好需要哦
刚要买电脑  正好首页就出现了
我 需要
你的差不多都看了一遍了［捂脸哭］
66666
素质三连一波
神州怎么了？？ 国产良心
会清灰换硅脂重做系统，但是懒得做选哪个？
看右下角，up主用心良苦啊
哈哈哈哈这里xswl
小米就很差
高考完毕！！报道.....
这哪是15分钟，up主骗人啊
UP主把不同类别的机器分类了
国际联想
我懂了，三连
说15分钟的，我点开了
联想一定买海外代购美版算上代购费都比国行便宜
我已经开着了。。。关上
这个很好
nb
还买联想？
感觉up主推荐的惠普星13满是差评耶，有点不敢买，唉太多了
双星物语啊
刚刚看完你18年的40分钟视频
让小白买神舟你的良心不会痛吗？
让小白上船，你的良心不会痛嘛？
先说一句，完全不懂电脑的小白或者女生，真的不推荐买神舟
好吧好吧
爸妈开的....
不至于吧
良心啊
别说了，败家之眼冰刃3
银灰？哪里有银灰
阿婆有心了
哈哈哈哈哈
我怎么说感觉有点熟
妈呀，在实体店买的，被坑了
联想很差
良心
有没有看直播不卡的
今天考完来了
没有弹幕
买了rog就完事了
请不要买联想谢谢
来啦！
远离买办总是没错的
感谢
为啥我买笔记本的时候没有这个视频
倍速？哦..已经在倍速过程中了
飞行堡垒千万别买
终于在这里刷到xp的开机音乐了
说实话，拯救者也不咋地
电脑界白居易
有联想就差评
清华同方hhh
up主太良心了吧
对啊
良心up
你不说我都忘了开倍速了
感谢！！有用！！
良心up
联想再合适也不买
正好需要哈哈哈
人傻怪电脑
肯定不是我们麻省理工
 在坐的都是大学生了，严肃点！
外星人！
白居易
哈哈哈哈哈哈哈哈
雨女无瓜
rog是华硕的吗？
强烈推荐微软Surface，跟苹果绝对有一拼
刚买的麦本本……
成都百脑汇
拼多多！
炫龙
实体店炸多你几百块甚至1千多块都有可能
联想好歹还是给中国人挣钱的那你们去买惠普戴尔什么的那本来就外企抵制联想又有什么好处了？我拯救者用的很好
天猫上的苏宁易购怎么破？
垃圾联想！再见！
我联想第一个不服
好纠结
哈哈哈哈好不好哈哈哈哈哈哈哈哈哈哈几哈
扭扭捏捏
打的电话
把好红红火火恍恍惚惚
不能好红红火火恍恍惚惚
6
6
麦本本  垃圾 
右下↘哈哈哈
现代白居易？
我来看看有没有美帝良心
我家开电脑店的呢？
 666666
三连了
年更系列视频，这么一想我去年看的那个应该也是你发的
小米的实体店和官网是统一价的
up主你是不是收了广告费（滑稽）
14w硬币？！
良心阿婆主
弹幕素质感人
考完来看哈哈哈哈哈哈哈哈哈哈
情况一真相了
神船惹谁了？
草 一直顾着bgm没听阿婆主讲啥..倒回去听
666
？
哇偶
哇 好怀念这个声音
真棒
up辛苦了
好评
昨天考的不好啊
神州咋了？
神州牛逼好不
AIPC
我来了
分班操作可以的
真的良心up
来吧！
打死不买联想
良心up
天猫的苏宁易购一样是正品渠道
轨迹系列的过场bgm
神舟怎么了？？？？二线怎么了？？
up真用心
js发出了咬牙切齿的声音
JS看到了自己的家又进入了直播间
JS退出了直播间
这时，戴尔外星人发出了怒吼
前面的说不买联想的，up就是说这种人，我寻思着拯救者系列很差?
骂联想的纯属憨憨
这么懂还进来干嘛？
1.25倍速
之前买游戏本的时候看见火影   比同配置低2000多     但是没买
我打算来一台外星人
我差点直接买神州
倍数?自己知道选什么的进来就是凑热闹帮忙点赞呀
上船吧，先上船再说
神州:三千两百八，把爷爷抱回家
请收下我的膝盖
千万别骗人，我已被洗脑
。
良心
美的想？
哇。这地方我来面试过
昨天刚考完
讲真给不懂测评和数据的人推荐神舟这种良心不会痛吗
就是不买联想 随便喷 多香都不买
联想学习本
良心大大地！
售后请找漩涡鸣人
还行吧，我还知道一点，不过百分之二的确有
……我都买完了……
上班族可不可以用？实在没有什么好的想法。
请问可以0.5倍速吗？..
千万别去电脑城。骗子超级超级超级多
买笔记本必须得会一些基本的维修
买笔记本电脑最好懂一些基本的维修
良心up
成都磨子桥
哇up太良心了
44！！！
好人。三连
神舟很适合学生党 性价比高
良心up，投币了
我的神舟k670D-g4d5。我一年了还没翻船。。。。唯一不好的就是win10.
太良心了
好评
你发迟了，我昨天刚刚买
联想怎么了，为什么这么多人都喷它
骑龙上船
来了
暗影精灵5plus如何 打算入手
天这也太良心了吧！我终于看得懂笔记本推荐视频了QAQ
这个稍微懂点就能看懂吧
麻省理工校友好
去京东搜
良心
还缺钱这一点
右下角瞩目
戴尔g3怎么样
啦啦啦
右上角y7000p！
倍速走起（狗头）
我哭了，后悔现在才看到
太真实了，只用看第六类。
你不说我还忘了倍速这回事，谢了啊
神舟买回来四年了就清了一次灰，没像你们说的那么难用啊，我反而觉得性价比超高
QAQ画质感人
挖槽NB呀
不行，光写论文就需要
写论文可以租电脑
就算是学硬件的，也不一定懂电脑配件
厉害
老了老了
我全都看
真实
我拯救者用了一年半也没见出过一次问题，偏偏网上对联想系列的评论是全部否定的
垃圾神州
三连就完事儿了
直接说联想差的明显没了解过联想
先辈（察觉）
小米怎么差了?
这哪是15分钟，up主你咋骗人呢
良心啊
白居易那个真实
这就是废话
这不是废话么？（滑稽保命）
2333333
谢谢我都忘了倍速呢
看之前一个小时才买我的妈
"我神舟用了三年一次问题都没出,还自己升级了很多硬件美滋滋"
太棒了，正好需要，谢谢up
前面废话就有点多
23333
美国联想，再便宜不买
UP主真的好贴心啊
当我们不看进度条的？
人傻怪电脑6666
上船？
船怎么了
上课都没有这么认真过
安卓和苹果
良心up主
联想很差
NB
不买联想就对了
牛批
右下角已经涨到80%了
不要随便联想
我适合i9+32g内存+双路2080
哈哈哈
不管买啥机器，美帝良心永远避不过去…
我外星人默默看着这笔记本
666
吹神舟的 不知道价格围绕价值上下波动吗？
它的硬件体质怎么样心里没数？
没错，我就是出国党
我都是先去官网
所以我选择二合一
40%了
不以人废言
拼多多竟然还能上榜
灵越7000 R2825S
我也是学CS的
小黑就行了，滑稽
真好
外星人
搬本来想买Y7000P的
好了，可以撤退了
素质三连，！！！！
up好人啊
我会看完的哈哈哈哈哈哈
三连了
右下角好评
棒！
哈哈
又黑我船？
惠普电脑怎么样啊
神船怎么了！！！神船大法好！！！
体贴up
麦本本黑麦用了差不多4年，至今没有维修过
戴尔有点机器故障确实多  我以前做过那家公司的售后
我第一反应上贴吧看暴躁老哥的推荐
618是京东的活动折扣时
618是静
华为HUAWEI
良心
联想滚出去
1.25 路过
感谢！
神舟怎么了，怎么了！
联想只针对机器不针对公司
弹幕里有多少up主说的这种人
44分钟，带骗子
像我这样的人
有90科技说评论区传送过来的吗
十八线 领睿
最贵的
外星人就行了
对不起，还没有
不买联想
神舟怎么了？
感谢
不说了外星人51m
你怎么知道我开了倍速，岂可修
直白如话，通俗易懂
联想y7000p，光看性能，不错
戴尔G7路过
这哪是15分钟，up主你咋骗人呢
我就是败家之眼
华为MATEBOOK14
真实
会的会的
好的，说着关了2倍速
人傻钱多买戴尔
ipad适合看课件
良心了
靠，三年没有听到这个声音了
刚刚高考完想着上大学得买笔记本电脑，不知道买哪种牌子型号就蒙了
被这地方伤透了心。。。。。。
炫龙毁灭者怎么样
骑龙上船
白居易
刚刚买14
苏宁东西少
只是不喜欢联想
美帝良心想
这辈子都不会给联想一分钱
素质三连
成都！
良心up主
现在有职业差评师
惠普那不是电脑，是微波炉，懂我什么意思吧
别问 问就上船
反正别买联想就对了，故障率高到可怕
华硕顽石热血版怎么样，
纠结
我从来不看差评的，我只看中评。
哈哈我都是自己拆自己装
美国联想？
神船咋啦？？？
必须好评
直接y7000p最高配
有意思 说联想不好的 怕不是买不起y7000p满配
up主你咋骗人呢
防不胜防23333
我选择掠夺者
神州太廉价了
自己会修笔记本的话，推荐神船。讲道理滑稽
好用心！
好评
为什么联想不能买
玩游戏买黑厚的
775天下无敌！！
十分钟了！！开始没！
咋没人！！
伊苏睡觉的声音
抱歉，联想很差
当然
买什么牌子的？？
王全OK
是我没错了
1.25倍观看中
买了麦本本锋麦的路过
我不能理解，神船怎么了。。。。
哇靠，先投币了
23333
找售后不如自己学。。。
看产品时非要谈及品牌的真可悲
没毛病
三连安排下
良心
错过618还有1111
真实。
rog败家之眼
15分钟？
点赞投币送上了
外星人多贵？
大概4w以上的并不会出现差评。。。
哈哈，在坐都是高考完的人，严肃点
看不起神船????
换个内存
暂停去素质三连
好了好了 我知道了
怎么忍心坑爸妈
良心up
666
h
很好
买都买好了，现在过来看看啊
神船无敌号码
京东
已经拍了个联想……是不是迟了
良心up
京东呗…苏宁易购也行，再不成就天猫
神船不差啊
当代白居易
本来不想买，看完想买了
火影不是清华同方的吗？
先收藏再说
胡里花哨的
在座各位还没查成绩吧
666666
是的
太真实了
神舟翻船概率高
惠普好像不错
外星人走起
up牛逼
二话不说，三连再看
我一个买过笔记本不到一年的竟然也在认真看
真实
神州容易翻水水
高中旁边是成都七中吗
什么牌子？不要联想……
良心~
哟，联想惹你啦？
~
联想为什么被黑
右下角60了
右下角80%了
然而电子垃圾也是轻薄本所需要的，可以打个撸，玩玩小游戏，不然靠那个620。。。
神舟炫龙好啊，起码用够的钱买到了
首先排除联想，不买联想美帝
双星物语zwei！！
哦啦
哈哈哈哈
我想玩模拟人生3和4（幼儿园式速答）
弹幕+1
三刷
啦啦啦
啦啦啦
拯救者真的很好用
ipad能打lol吗
右下角笑死我
啦啦啦啦
计算机专业路过
哈哈哈哈哈哈哈哈哈哈哈哈哈哈好有道理
外星人？ 想带出去重死你！
国外党可以选联想
那啥，我的玩家国度rog应该不弱吧
嗯，很棒
神船可太牛了，不怕沉了？
半年沉舟
明明44分钟！
同戴尔G7
hhhhhhh
闲鱼
腊鸡联想
对不起对不起我选择自己组装台式机
说不想买联想的基本上都是觉得联想坑国人，吃里扒外卖国的
本神州用户不服了
数据结构学的不错
本视频不含任何防不胜防
木得弹幕吗
100W播放- -
来了
你好，我是烧香
所以建议大家上船(滑稽)
我买华为
666
良心
我上车变大神
2333
苏宁还可以，有些时候折扣很大
苏宁咋就不推荐了呢？
电脑课的电脑开机的声音。。。
up主好人
，没看过。
3分钟废话
哦哦哦哦哦!
神船怎么了
神船没毛病
不买联想就基本能保证性价比了
真实
行我信你
品牌之所以成为品牌应该也是有原因的吧？
实体店买到了水货，不是国行
我好牛壁哦
雪中送炭胜过锦上添花—戏志才
看不起船？
上船大法好
Up主好评
久病成良医，自己修
不同价位段，又不同的性价比之选
说恰饭 都不爱动脑筋想想 费钱
对对对
hh，那我是文科里的极极少数了
良心up主
噢耶
哇，这也太贴心了吧
戴尔g7路过
哇哇哇
超级良心了
硬核缓冲
感谢阿婆主
拼多多哈哈哈哈哈哈
错过618还有双11啊
游戏玩家
有钱必然不用担心选哪个
苏宁也不行吗 
良心
哈哈哈
我的进度条见鬼了
刚看完up主去年的   
投币投币！！！
良心得一逼啊！！！
玩电脑只能推荐神船呀，又不是每个人都有1万+预算的
联想中国JPG
超级用心！
柳传志：你说什么？
up太良心了
暗影精灵5怎么样
66666
生日618，23333
良心
废话太多了
好货！
看到同牌的
知乎链接过来的，请跟我走٩(๑^o^๑)۶
被坑了才看到+1
哈哈哈
没错
赞
辛苦了
弹幕没了？？
我买完雷神911 pro钛空版来看的。。希望不要折了
上船啊
你咋这么棒
乖巧跳回常速
能发弹幕了
爱了
好评
n
牛
良心
我来啦！！！看了半天18的
哈哈哈哈哈我正在倍速
良心up
联想严格来说没什么大问题，但用着舒服最重要，联想在某些事情的处理让我很不舒服
毕业人
良心up主
直接三连，太良心了！
赞！
暗影精灵4路过
联想家的货真不赖…
说联想故障率的怕是在搞笑。
好喜欢阿婆主怎么办
良心！
ok
用心了
如果早点看到这个视频就好啦
当代白居易哈哈哈哈
？？？
同学安利，up住真的良心
看到进度条我有点迷
非常棒非常棒非常棒
败家之眼，买就完事了
良心up
问神州怎么的了因为神州不是戴尔惠普等一线品牌 售后肯定没有一线强 除非大神不然建议小白买一线品牌
18线火影表示不服，硬钢使命12中高没问题，除了发热（买个暴力抽风就好了）
吓得我看了一眼进度条
白成白纸了擦
可能就这句废话吧
问就玩家国度
投币收藏
外星人就行了
你咋知道我倍速了。。。
已经三连
上船吧同学
突然
up郑州的？
好～
这句话得除开火影
上船吧
买完了，发现了这个
是天津吧
看见天津百脑汇
暂停投币
良心视频
神船大法好
@猪王
说沉船的怕不是从来没买过电脑
嘤嘤嘤，我的电脑已经买了
y7000还吹呢 您自个什么样不清楚吗
简直了
我信你个鬼，618便宜两千。。你跟我讲这个？？？
你以为他们真的不懂参数？
不多逼逼直接投币
电脑售后有个锤子用
这是小白视频，当然不推荐神舟
"不错,支持一下"
良心up 主
看不起我神船
来了
来了
对对对对对对对
不说了不说了先给个三连
机械师了解一下
nice
华为显存d5内存d3，9102年了，七千多的机器
这糟糕的封面。
好人！路转粉了！
我真厉害(•̀⌄•́)
良心
感谢up
真实
来了
还真是辣鸡戴尔！整个宿舍就戴尔蓝屏无数次
年纪轻轻就应该上船
上船呀，什么电脑性价比有船高？
船怎么了？
看到这里的兄弟就该上船了
生产厂
y70真的是被坑了
蓝天大法号好
太良心了吧
卧槽贴心！
这个差评我见过 matebook14的
太良心了
我一个大三狗看的很开心
啊，我看到了我的船
反正不买联想
BGM:are you lost
BGM:are you lost
bgm:are you lost
嗯？？？我的船做错了什么
老铁可以考虑一下上船哦，
6.18只便宜了3块
美帝良心想？
绝对不会买联想
不，并没有，这是第一篇笔记本的
不要去实体店不要去实体店
BGM泪目
把弹幕关了看系列
神州好
还有11
这句之前全是废话！
外星人除了玩游戏还行，其他的一点不好
别说外星人了，背着去上课就像是负重训练，是真的重啊(但是中了信仰的毒戒不掉了)
我苏宁买的戴尔也没啥问题呀
上船咋了
爸妈开的也不会来看了
上课了，起立
在Apple store上买怎样？
收藏大于点赞的
我用的炫龙，丝毫不差
西西奶茶妹退出本视频
对不起，联想是真的垃圾
对 就这点 我现在都不敢买了 感觉全是翻新机哈哈哈哈
哇 太感谢了
良心up真的
BGM是are you lost!
66666666
银灰那个是个莫得理智的多克塔呢
升级了升级了60％了
戴尔新G3怎么样
我大神船怎么了
看不起我船
不去实体店，想起了武汉广埠屯
那得吧
推荐买台式。。笔记本有钱买好的，，钱少随便买个将就用。
抱歉，我只要苹果
神船咋了
我们道啦
良心想最近也不错了
三连
我们这儿叫脑百汇
神船儿子龙
我都买完了……后悔了
BGM：月光水岸
不买联想
求生欲极强
麦本本在手...
集显不能买
？？？我船赛高
弹幕弹幕
45分钟？！
某宝呢
我被坑了
右下角数字变了
还有预算。。。
讲究
麦本本可还行
雷蛇yes
emmm，习惯点三连再看视频
有钱就买MacBook Pro
神舟真不行
别问，问就上船
三年A班见米娜
哈哈哈
哭了
快点哦
神船咋了，稳定航行四年K650Di5D3
我爸妈开的我还用去买？（滑稽）
建议倍速观看
不仅不倍速 我甚至看了好几遍
先收藏就对了
买完了，才看见这个
戴尔天下第一
好人
bgm强烈好评！
右下角好评
我上的神船
讲究
联想除了拯救者都别买
简直良心
投币了
太良心了
我还是看了44分钟，并且这是第二遍哈哈哈哈
买了戴尔
我买的是戴尔G3
666
没联想就对了
厉害66666
盲猜没有联想
真实
上船就对了
这个开机哭了嗷
怎么和我在知乎上说的一样
神舟没有毛病
我跟同学说，别去电脑城买，你什么都不懂会被骗，然而她们都不信
神州，售后服务有点麻烦啊，
我选择二倍速
重新定义
确定你有钱还是没有
神州是超级水货
我买电脑都是买配件，自己拼，跑分不要太满意
数学考咋样
救命推荐
我已经安利了好几个同学了
马上调回1X
本人火影笔记本，第三年飘过
本人火影，三年飘过
点名批评:麦本本，火影
我就买的y7000p，也就那样。死过两次机。
我想跳
神舟挺好的啊
我上贴吧围观大佬再摸摸自己干瘪的钱包买的
三连了 良心up
良心良心
苏宁怎么了？
我是弹幕（五毛一条）
我是弹幕（五毛一条）
@涛哥
本来就那几个牌子，你还想让up编出来几个？
已入手matebookxPro
贼船敢上？
投币了
惠普星真心不咋地
百脑汇又豆腐脑吗
AIPC
火影？！
鬼见条
暗影精灵值得拥有
g7飘过uo
快递
已买
那你能帮帮我吗（滑稽）
联想？？
我大学同学就买了火影，都不上我推荐的船
三连了！！！
电脑城：该消失的东西
放在联想身上不适用
今天618
实体店为啥不行？
bgm好评
今天618
炫龙有问题？
666
真实
猝不及防
15分钟?
神舟战神
我的船很稳啊
哈哈哈哈哈up好可爱
真实
44分钟
up是个好人
哈哈哈哈人傻
骗人
前辈？？
要素察觉
你怎么知道我倍速了
刚入手火影巴雷特 1万5的机器
，
神舟两天翻船了解一下
右下角可爱哈哈哈
这哪是15分钟，UP主你咋还骗人呢？
瞧不起神舟?
占座
正在用matebook 14
外星人国内免上门费的服务我吹爆 还有24h技术支持服务
声音好听
6666666
很真实，哈哈，有没有笔吧的大佬
沈阳百脑汇吗哈哈哈哈哈哈哈哈哈
火影好评
好滴
泪目
真实了！
能发弹幕了
只有我是两倍速看嘛～
你上船会哭的
火影除外 
我炫龙招你惹你了
yyy
看到进度条，毫不犹豫的退出
爱了
我的Dell笔记本散热不好
我并不是新手→_→
穷人班集合
外星人巨烫 不外接键鼠受不了（亲身经历的我）
炫龙用了两年 很好
机械师？？？
av54269405
神船有问题？？？？
三连
对联想没有好感
AMD yes
联想很差
这关我做视频买MacBookPro有什么关系
卧槽，我神舟怎么了？
大写不服，我神船咋了，就算我儿子龙也没多大问题吧
戴尔g3那个双4g内存是真的弟弟
我神船4年半了没修过，一点问题，都没有，就偶尔装下系统
神舟还好吧
大学生做毕设啊课设啊，笔记本是必需的！ipad不能代替笔记本！
三联了
ROG冲
外星人
666
我船怎么了！
去年看过 今年看到在来赞一下
绝对不要买联想的电脑
就算死我也不买联想电脑
那就不需要看这个了
Y7000P不错 
收广告费怕不是拿到手软
23333
太良心了吧
这个太真实了
没苹果？
良心up
右下角瞩目
默默看下进度条
烧香？
。
mbp默默走过
来了来了
还缺亲戚吗？
两倍速就行了
白居易的笑死我哈哈哈哈哈
我买的6999
我一点都不纠结，因为根本买不起。
长春本地百脑汇简直了
av画质
右下角哈哈哈哈哈哈up很皮啊
上船就行了，性价比高
收藏咯
良心
拿走
你还有14分钟 go on
画质突然清晰
"up 联想y7000p2019 有外设散热吗 之前买联想被烫死 后怕 已50电求答 谢谢up(""▔□▔)"
rog枪神3路过
顽石不行
只能说已经买完了才看到……
三连失败.没硬币了....
马上三连
贴心，投币三连了
你们会推荐神船给小白吗？真的
有联想就行~
联想真的别买
实体店买了个联想笔记本，好坑！CPUi76500u结果显卡英特尔才520，玩个英雄联盟热天都会掉帧
神州警告
是重复了3遍吗
我喜欢这个
被实体店坑过
美帝良心想
别买神州，你们会后悔的
戴尔外星人啊
三连为敬
良心up主
苏宁没花钱
神船不好吗(￣▽￣)
美帝良心想还是别买了，恶心
太真实了
右下角666
直接三连
神州特别好用。
bgm好评。
良心
看看好吗
看不明白
分享给表妹了2333
不行.像我们教务系统就只能电脑才能进去.平板就平常用.
感谢up
前      辈
神州是做电脑的吗？
人家就说了二线你们这认真嘎哈哈哈哈
神舟挺好的，用了一年半了，仍然飞快，联想戴尔惠普绝对比不了，因为只有神舟保证性价比的同时真用好硬件
15分钟…
真实
火影是什么鬼？
我家的是戴尔，瑟瑟发抖
封面像广告哈哈哈
。。
Mac Pro!
还是比较留心de
买神船，做好学会修电脑的准备
神舟怎么了？我买的战神很好啊！告辞
上船上船，扬帆起航
自己不调教电脑。。。shenewei
进度条？
也别像你提问233
联想垃圾
先听他怎么说
卧槽，我感觉什么也没听 怎么久击败了80%的人
w
良心
就冲up这么用心，直接三连加分享
必须gtx1050ti啊，虽然买不起
你咋骗人？
白眼
我这一个小白，觉得你讲的挺良心的。
不会
我要买来玩鬼泣5和只狼
笔记本不就看内存显卡CPU吗
主要缺钱
不买联想
联想小新
别买联想就对了
火影怎么样
良心…………
聯想沖鴨…………
马上降倍速
阿婆主对时间是不是有什么误解
实体店……1551
火影用着ok啊
相信我2倍完美
良心啊
击败40%了
哈哈哈哈哈哈哈
听就完事
船挺好的，但如果经常要搬电脑去上课的就比较重了
左下角瞩目
同戴尔g3
我已经上船
联想的贵
良心
人傻怪电脑
雷神很坑
我就是在这里被坑的
知乎来的
火影？
小米之家呢
这视频有点晚
是双星物语的bgm，好怀念啊
买的联想笔记本，和美版比没有键盘背光，没有高分屏，价格还贵
太感谢了
你觉得性价比高你就买神船呗，又没人阻止你
良心up
神州不服
联想很差
对不起，联想y7000p就是真香
让我上二a，买笔记本，祈愿!
联想第一个不服
surface book2党
对
右下角
惠普通病了解下
讲究
我都买了再来看这个
好棒
哈哈哈
44分钟瑟瑟发抖
