人家的毕业典礼……
我可以跟在你身后像主人牵着狗
我会考上研究生！
08商院报到
今年大学毕业的 泪目了
同桌的你听得泪目
周书记
这个小哥哥好帅！
太帅了
再来看一遍哈哈哈
我青大也可以被人羡慕了哈哈哈哈
大学毕业一年了，看这个很有感觉
羡慕，我18毕业的
明德博学 守正出奇
明德博学 守正出奇 
明德博学 守正出奇
山财路过
大三老家伙来祝福青岛大学
好好看，好好听
15理工大毕业生实名酸了
张鹤伦，你给我走
铁打的营盘流水的兵
我反对这门亲事
山新？
18级毕业生羡慕了
我还以为李易峰
明德博学，守正出奇
这才是青春的样子吧
因为崴脚没有参加毕业典礼毕业三年了
海大的我哭了。。感动的，。
居然是我的学校  骄傲啊
歌剧嗓子
唱的有点失望
军装是国防生吗
NB
谁tm说吉他要插线的？你不知道还有个木吉他嘛？
17美术学院
名场面
这个高音，真的高
为母校增加弹幕
为我青大打电话☎️
或许青大要火了吗
我在等
明德博学 守正出奇
JJ版本
山科大毕业生实名羡慕
正片开始
15年毕业回忆满满
青春正好
起风了暴强
石中的路过(高中)
青大！！！
他们的学士服为什么这么短
山财路过
青大冲鸭
真好啊啊啊
青岛大学校友报道
明德博学，守正出奇
15食品报道
15食品报道
啊啊啊啊青大！！！
希望你好好的！
青大路过
太高了
打电话那个
青岛留美小哥 想家了……
学弟在宿舍前来祝贺
青大冲♥
这么秀，上首页了
太厉害了
h
前方高能预警
好好聽
jj？？？？
牛b我大青大！
好好看的姐姐！
标题05:29
标题05:29
这首歌要很高音的，反正我唱不上
起疙瘩了
石大加一
正片开始
二倍速变成轻快的气氛
空降成功
19毕业的我哭了
粉色领子是管理，白色是法律，金色领子是啥
这歌剪辑的好 歌曲连唱就该是酱紫⊙∀⊙！
在现场 我是人海
我反对这门亲事
厉害啊
财大NB
很荣幸参与了现场准备，我们毕业生的骄傲，青大加油鸭！
后面两个小姐姐好好看
牛逼噢这个声线
15物理学院报道
好好听啊
真好听
哇 这男生能不能唱个完整的
现场
国国
财大nb（自动狗头）
第二个是王旭学长吗
厉害
朱星杰那个站住 我也觉得
渣渣三本路过，并表示很羡慕
聊大没有毕业典礼，酸死
法大围观
海纳百川，有容乃大
好听。
山科实名羡慕
啊啊啊我的QDU
啊啊啊
颜值都这么好的？
青大冲鸭！
再来亿遍
我贵大的迎新晚会，新生需要抢票，新生每班只有五张票。
高中好好学习，然而我一个学主持的小白
赤峰学院的路过
爱死青大了
济南大学来访
济南大学就跟校长握了个手
鸡皮疙瘩
留言
这声音我爱了
财大牛逼
真的有点像李相赫
表白我们冠琦！
毕业典礼没去参加的我羡慕啊
李相赫
再来亿遍
哇  好牛逼这和声和上了
av58421444 《起风了》彩排版，座位都空着
山科学子实名羡慕
每次晚会的歌曲串烧都是一种享受
↓15级高材一班在这里
祝愿中国的青年们都奋力向上 充满朝气~ 少年进步则国进步！~ 感动
军装小哥哥是真的帅，
非金非木非石
好喜欢这个声音嗷嗷嗷
小曹哥哥好帅！！！
合影
第一个币
这个妹子嗓音真的好！！好喜欢
卧槽
lyy
FFFFFFFFFFFFFFFFFFFFF
再来亿遍
河海+1
山东理工大学路过
15级网络工程报道   再见了  青大
你怎么不好好打中单
羡慕
声音巨好听
Hhh Was 
表白勇俊学长❤️
家里蹲路过
青大音院16级学生报道！
16物理科学学院
金色是土木
穿军装的肯定是在读期间留了学籍从大学报名参军了的
暨大的表示羡慕
青大牛逼
搬砖的我看什么
声乐大佬牛逼！好听
朱星杰的等我!
南信大什么时候这个子让男女牵手玩
好像杨洋
同款歌
法大围观
太好听了
再见宋哈娜
北大你看看人家。。。。
青大牛壁
今年毕业，没有这么浪漫的
青大对门青科羡慕了
青大好棒！
天啊真的好听！！！说造作的你认真听听啊！
欢迎报考青岛大学
我爱青大
青大超棒
山东大学来访
我如果在现场会哭出来的
路过
小姐姐唱的好好听
起风了在5分28秒
起风了在5分28秒
起风了在5分28秒
起风了在5分28秒
起风了在5分28秒
起风了在5分28秒
这是招生办的阴谋，大家快走
青理工的哭了
别人大学的毕业典礼
。
18级毕业的酸了
抱歉，再见了，说不定是永远
他调没改好，但是音色挺好的
我可以站在你身后
呼～眨眼毕业三年了
好强啊
我记得这个创意几年前就有学校做过
摄影全部穿镜……
连着两首和我家亭亭相关的歌 我爱了
李相赫
大骚等等我
山财，天下无敌
山科大的我着实羡慕啊
我可以！
女生声音好好听
西大贺电，请学习一下
我们学校的是唱现场的，估计这个也是
湖大毕业生表示羡慕这样的毕业典礼
想直接听《起风了》跳5:30
好可爱啊
NJIT报道
哇塞
青科也羡慕了
为什么我们毕业，一个班就去几个人……
上等兵军衔你说国防生？
这声音我爱了！！！
我高中喜欢的男生在这个歌
再来亿遍
都是一个工科男和一个文科女
像杨洋诶
燕大路过
一看手型就不会弹吉他。。
羡慕
不说再见
欢迎回来
许愿清泉流响
我们学院的毕业典礼场地只能容下三个班的人，其余的只能在等候室等拨穗，哭辽
毕业已经一年，而今在清华的我，发现自己原来也是如此的爱着我的母校——青岛大学
18届毕业生我酸了
"青大,一个离开了就会思念的学校"
李哥？
科大路过
财大nb，我走错片场了
三峡大学路过
不说再见
水木经过
啊啊啊啊啊为什么我毕业的时候没经历过
这排面
青大NB！
这个牛批
男生好几个是工科的呀厉害厉害
克明俊德，格物致知
我爱青大！
我爱青大！
李哥
黄领子是工学学士
17年毕业生报道ヾ ^_^♪
两个上等兵的来路是？
爱了爱了
15工业设计
好帅
羡慕！
齐鲁工业大学表示没有校级毕业典礼
青理人前来围观
好听
西石大＋1
好稳啊
西安交通大学路过
弹幕何在
山科大表示低调
核能在后面的你快回来
我们有宿涵他们的
酸了
工学是黄色，文法是粉色，理学是红色
山西财大实名羡慕
好配啊，帅气
李哥！
明德博学，守正出奇
家里蹲大学路过
回来第三遍
山农酸了
吉大到此一游
猴赛雷！
18级路过
显腿短
为什么都那么好看
终于成了别人的学校
都这么帅的吗！
刚上大一经常听的歌，想哭
唱的真好啊大家
隔壁海大那个算我一个
山科酸了
太好听了吧
八万是你吗八万！！
每年校园歌手大赛每个学院都有十佳啊，不难凑人数的
太强了
好听
西北大也酸了
好棒啊
国国老师再见
青大19级毕业生在屏幕前哭成狗
帮北邮提前围观
这首唱得好
好听
好听！！！
山建大有吗
喜欢
优秀的青大学子
山财大实名羡慕
川音围观
闻到了酸臭的爱情味道
第一排老师很开心啊
华师华师路过
山建毕业典礼的地方是露天  开的时候还下雨了
不说再见！，，
怎么都这么会唱啊
前面山财的等我
再来一遍
被教书耽误的歌手
香
西南大学路过
杭电路过
想说我们大学毕业领子都是随便穿的.
棒棒棒棒
起风了在5：30
陶大NB
好帅
这个美声唱好妹妹太尴尬了啊
国防生我酸了
说实话 ，这样的毕业典礼，参加的人一定特别难忘
不说再见
复旦的酸了
秃头代表优秀
羡慕
啊啊啊啊啊啊啊啊啊啊
诚实点，你刷第几遍了
每日亿遍，避免抑郁
好帅
庄雪晴
都是才子
青科实名羡慕
青大人前来报道
聽到不說再見 chua的一下眼淚全出來 初中高中畢業都是這首歌
李哥？
朱小明快去拍陈翔六点半
实名羡慕
毕业好多年，学弟学妹们越来越可爱了
太快了吧
帅！
赤裸裸到羡慕
李哥?
这个小哥我爱了
山科老学长恭喜毕业
不是国防生，别瞎讲，国防生没有军衔，只是当了兵再度大学而已
实名羡慕嫉妒了
喜欢这个小姐姐的voice!
山科大的别走
都挺好看的！
这个小哥哥好好看
这个姐姐484学美声的阿
帅哦
高三狗路过
扬大的搬起板凳
林俊杰演唱会版本的!
山财实名羡慕
音色很棒！
别人家的学校羡慕，暨大路过
清华大学实名路过
博学 明德 经世 治用
中国美术学院2016届毕业生组团前来报道！！！！
浪漫伤感
北电路过
哇塞
啊啊啊啊啊爱了
找机位可还行
博学笃行，盛德日新
当场被唱哭
黄色是理科吧……工科是灰色的
这男生侧脸杀我
剑桥大学很羡慕
这好听
青大美女太多了
北师大搬个板凳坐下了
黄头发妹妹
我被左边小姐姐萌化来
xianmubu来的
滨海的223
青岛人哭了
我毕业两年了，祝愿青大越来越好吧！
青海师范大学路过
羡慕啊
每天N遍补充能量
厦大不佛
粉红文艺类
微胖声线稳啊
厉害了我的姐
哇男声好有天赋
青大人表示骄傲，不过这两个师兄师姐都不认识……
后面喷绘站起来很费劲
我的妈，我哭了
山建大酸酸酸了
右下角那个小哥
我们学校咋没有啊啊啊啊啊
哇哇哇哇
青岛大学蒸蒸日上
16级都还有国防生
不比咱青稞排面多了？
Faker？
牛批
济大过来凑个热闹
好听呀
起飞了在哪？
啊啊啊啊啊啊
前方高能！！！
大学必修《声乐》hhh～
石大路过
这个最好!
酸了
我在青岛超银等我长大了就像考青大
我又来看了
国防生军衔不对，那是上等兵军衔
"I love you,my boy"
南师大路过
北大的表示羡慕
第三遍了
nbnb
西南交大16级毕业路过，实名羡慕
左边小姐姐好甜啊！
前面河南省实验做的别走    这是好妹妹乐队的歌   刘同电影不说再见主题曲谢谢
中国石油大学华东前来围观
这个声音我可以！！！
我是青大江哥
北邮路过
山东外贸路过
这个角度好像在鼻子上打了环
哭了哭了
财大NB
路边小哥一脸懵逼，那就是我，大学里的我
捕捉到一个西北大学的，嘻嘻
齐工大报道
男生调起高了
阳光帅气的硕士小哥哥
手上系的什么，老娘给你扯断
好好听
再来亿遍
博学 慎思 励志 敦行
好帅
南开的羡慕了
音乐学院的吧
男神！
这个手！！！
莫名泪崩
好妹妹
66666666
小学生路过
厦门路过
有点羡慕
起风了鬼知道我听了多少遍
中北大学路过
真好，山科路过
齐工大：山科院拿钱来！我也要整一个
爱了
终于不是别人家学校le
111
北化路过
在现场，我就是旁边的那瓶农夫山泉
吹爆
同济路过
我男朋友在现场！！
我男朋友就在后面！！！
我在青大见过一个超大的帅哥
川音路过
以前的国防生还没完全毕业好吧，不知道就不要说别人入伍的
每天一边
山西大实名羡慕
青大学生都要学一种才艺
合工大路过
青农应届围观
齐鲁师范在哪里
追光者让我
什么歌求bgm
高能起风了
兰理工报道
清华路过
财大NB
财大NB
华中科技大学 ！
追光者
认识的一个哥哥今年考上了青岛大学
我妹毕业季李谷一哈哈哈~
前边广金的等埋我
李哥教我打中单吧。
我爱青大！
毕业一年的来了
啊啊啊前面的湖工大校友别跑！
上大：上过大学。
青大！！！
颜值好高
农夫山泉打钱
5遍了啊啊啊啊啊
cp啊
牛逼！
cp
欢乐堡的孩子们永远一起。
财大nb
听哭了
山科大羡慕
爱了声音
泪目
西政好羡慕
成理人路过
桂工路过
李哥 神似
真的好羡慕！！
完了全程立毛肌
XJTU路过
橘里橘气
久 等 了
哈铁路过
我的妈好帅啊啊啊
每日亿遍
有长大的人鹅吗
不枉同学一场，不枉大学岁月
好听
北师大酸了~
这个音色…喜欢
最想去的学校
重交酸了
三大围观
新东方厨院路过
南京信息工程大学路过
好好听啊啊啊啊啊啊啊
好听好听
正片5:29
瞬间鸡皮疙瘩
西法大
重交路过
鬼知道这是第几遍了
好帅
山东建筑大学表示羡慕
苏大路过
好听
帅啊。
这个声爱了
昆明理工大学非常羡慕
山大路过
苏大的等我一下
家里蹲路过
山财路过
长安路过
好想哭
大学音响音质这么好的嘛。。
厦大路过
河南科技大学前来围观
前面河海的等我
东大新生路过
天津职业技术师范大学路过
大佬大佬
美声唱法
青科路过
新艺路过
兰理工羡慕
济南大学实名羡慕
艳艳儿我知道你在看Ｏ(≧▽≦)Ｏ
头发不合格的你等等
北大笑笑，串烧还好
中南路过
复旦大学路过
山科大同路啊
吉大路过
清华大学实名羡慕
太好听了！
山科大实名羡慕！！！俺们毕业都是露天，都快晒死了
安师路过
黑大路过
国防生
为小哥哥打call
前面那个说李哥真的笑死了
别人的学校
空降成功
社会大学路过
矿大路过
天农的路过
清华路过
来看起风了小哥哥。好听到一身鸡皮疙瘩
没错我就是北大的，我摊牌了，怎么滴吧
中北大路过
合工大路过
优秀
空降成功
忘记标题系列
彭昱畅
山大路过
山建路过
中科大前来围观
山科山农一家子啊
泰医改名了
川大含泪看完
大连理工路过
17国际交流系
复旦路过  羡慕
广财路过
这么大的体育馆，我们华理实名羡慕了
华东交大路过
吨吨吨是你吗李哥？
中警院前来围观
湖师大围观
西科大路过
无论多少年过去，这首《同桌的你》还是会直击我的内心。
西工大路过
哈哈
吉林财经大学路过
五道口职业技术学院前来围观
我毕业穿的和这个小哥哥衣服一样诶
江苏牧院路过
飞科啥时候来留学的？
华科大实名羡慕
李哥你怎么来这里了
隔壁科大路过
南农路过
北师大路过
娘的，刚从瓜皮比赛那边过来
。
南航路过
理工大实名羡慕
哈哈 这个男生是我高中同学
青科路过
浙师路过
重邮路过
厦大路过
北大加一
高中生路过
湖科大路过
这也太棒了吧，
好帅阿
空降成功
军装的可能是国旗班  我男朋友就是
首师羡慕了
哈哈哈哈哈哈哈哈哈哈哈哈李哥
宁医大路过
中国石油大学路过
南开围观
这是一对儿吗
南航路过
上大路过吃柠檬
北航实名羡慕
小哥哥是男生的
华师大路过
武理别跑
看着全是心酸
好有感觉
港中大路过
我也可以
厦门大学路过
华南师范大学路过
后面小姐姐下巴都掉了，这个太man啦
哇塞
华科路过
衡阳财工院投来羡慕的眼神
能不能
山科大路过
淮师大学生瑟瑟发抖
北邮带我个
港大实名羡慕
青岛大学2012级计算机专业报到
中南财大路过加一
啊啊啊是兵哥哥吗
复日大学前来围观
东财路过
潍坊赛宝实验室等你
华航路过
西财大实名羡慕
再见宋哈娜
重庆科技学院实名羡慕，但我也爱我的学校!重科NB
我居然拿360P看了两遍才发现！！1080再来两遍
中戏路过
西邮路过
有德州农机的嘛？
郑州铁路职业技术学院护理专业路过
羡慕
好棒啊
这是个工科生欸！！！！
西南大学羡慕
太好听了！！
春田花花幼儿园路过
霍格沃茨路过 看看你们麻瓜们的毕业典礼
好好听啊
老太太看了好多遍
西瓜大路过
啊啊啊啊啊好好听啊
苏大实名点赞
鬼知道这是第几遍了
武大本校路过
建议全部听完，很好听。
霍格沃茨斯莱特林院高调路过
西工大路过
空降成功，谢谢总部
这个厉害了
标题快了
曾经拼了命想去的学校
中北大学暗暗飘过
有大理大学的吗
山农
湖工路过，我正在教五厕所，给我送纸
西大路过
温大前来报道
闽江路过
山城建找组织！！
看着天美死在眼前
南邮路过
小哥哥微博 净闹333
中国传媒路过
南航实名羡慕！
卡塞尔路过
成都理工路过
前面培正的别走！！终于遇到校友了
家里蹲路过
南理工路过
孙一峰永远是我大哥
长沙理工路过....
北大路过
好听
哈哈哈哼
青稞路过
川大路过
自豪
前方高能
浙江工商大学路过
橘势大好
好听
哈工程路过
好听
同济路过
一拳一个路过怪
财大路过
川大路过
霍格沃滋来晚了
好听好帅
临大路过
地大
广外的等我
请孙一峰选手忘记我吧
本一在读。。
这是青大自己的体育馆，设施蛮好的
李哥还是你李哥
北大路过
正片开始
男生好帅啊啊啊啊
河工实名羡慕
字幕错了
歌词滑嘴
皮皮希望小学路过
一个美声唱法，一个流行唱法
羡慕别人的大学
电科路过
小哥哥咋都这么帅
疙瘩起了一地怎么办……
西理工路过
山东大学毕业的青岛人特来捧场！
没读书可能是我的遗憾吧，我没有青春
川师大路过
澳洲联邦大学
中国农业大学路过
黄渡理工路过
好大的馆子
剑桥路过
中国蓝翔前来强势围观！
鸡皮疙瘩竖了一路
苏大路过
这个男生的声音真干净 有没有微博啊
嘉理盾大学路过。
重医路过
好好听
云师大路过
这是青春，好怀念，好感动～
江西财大路过
这首想哭
还有三年
还有三年我也可以开到这样的地方了
实名羡慕
前面山农大的
山农实名羡慕
大医路过
！小哥哥好帅
西科大路过
重交路过
哈工大路过
311哭了
合工大路过
安大路过
军装好帅啊
地大
北航的小伙伴有嘛
我喜欢这个女生
黑大路过
再看亿遍
卡塞尔学院路过
河南检察职业学院路过
杨显惠学着点
大爷路过
准高二路过了。
平顶山学院别走
准高中路过✺◟(∗❛ัᴗ❛ั∗)◞✺
成电路过
帅！
贵民大新生路过
感觉带了声卡啊
好酷
小萌新路过
啊啊啊啊啊好听！
烟台大学的有吗
艾利斯顿商学院路过
刷财大nb的什么心态
新东方路过
西南大学学子路过
广外19小萌新路过，并送上祝福
每次听到这里都鸡皮疙瘩
化工路过
无限循环啊啊啊 好想知道这个男生的微博
三个帅哥
合工大路过
南理工围观
太好听了！！！
交大的呢
齐大路过
痛哭流涕
颜值过头了
国防生？
青科路过
家里蹲大学路过
再来亿遍
卡塞尔的别走，带我一个
卡塞尔路过
广东以色列理工路过
南航路过～
地大来了
河中医路过
锦医路过
南華路過
这个声音很好听。
陕理工路过
霍格沃茨路过
中南大学路过
19级新生！
我哭了
厉害
青大电气学院新生表示开心
莫斯科国立大学路过
耳朵酥了
财大NB
三刷
波大路过
幼儿园的路过
洛克萨斯路过
每当我冲进c字楼，先凉的那个总是我
下面超好听啊啊啊
要某些网红情何以堪
我又来了
再来一遍，吉大路过
矿大路过
直接爆炸
工地路过
超神学院路过
霍格沃茨路过
延边大学悄悄路过。。。
卡塞尔学院前来观赏
好棒
太好听了
燕大路过
咋放的都是我高中起床铃呢
广外等我
巴黎高师路过
大交大路过
空降成功
麻省理工学院路过
东北大学路过
卡塞尔路过i
哈工大来了
怎么哪儿都是召唤师？！
浙中医大
上海交大了解一下
这个动作帅啊啊
云财鲁国
天呐鸡皮疙瘩起来了
天城大路过
哈哈哈哈
万方的
川农路过
山科大路过
橘里橘气
为什么才一分钟 我点了n遍了
每日必刷
马上起风！！
西建大路过
我又来听了
如何关闭？
汕头大学《大学问》
扬大在这里
再来一遍
高二路过
加利福尼亚大学路过
再来一遍
景陶路过
初一新生路过
昆工路过
那个传奇中单
沈航路过
UCL路过
山大路过
我怎么没记得有这首歌？
中南财大路过
家里蹲路过
胖版李哥
清华路过
我的英雄学院路过
华政?
霍格沃茨学院路过
是你，李瓜皮！
大学有种魔力，外面的人会向往，里面的人会享受，离开的人将会永远怀念
明年我也要硕士毕业了！这么多年的学习生活终于要结束了
这个声音好好听
啊啊啊《不说再见》！
又是一个帅哥
再来亿遍！
李哥啊啊啊啊啊啊啊啊
GDUT路过
南财路过
牛批
延安大学路过
ZZU路过
知术欲圆，行旨须直
nb
山东财经大学路过
恋爱了，恋爱了
西邮路过
左边打电话小姐姐好好看
希望我可以考上青大
伦敦政经路过
蓝翔大学路过
哈哈哈电竞李哥
山航路过
我青大附的
郑州大学
唐师路过
云农酸了
上大路过
汕大等等我
刚毕业的要哭了  读书真的很好
武汉理工路过
兰州交大路过，静静我想你了
山东建筑大学路过
工地路过
高一党路过
清华大学路过
追光者是我的噩梦连连她的好梦不醒
准高三，加油(ง •̀_•́)ง
说西科大的没排面的，你是没看到15年五食堂快闪吗，歌都有好几首一样
hi
东南大学路过
家里蹲农业系路过
工贸路过
王者峡谷路过
高二路过
祝愿我可考上地大
李相赫别唱了回去打中单
霍格沃茨路过
蓝翔路过
嗓音极其成熟
想回去看看了
你不知道吧
这个好听啊啊啊啊啊
前面的西科大有排面！
摄像很角度太差劲，把学生拍的脸太大了
再 来 亿 遍
武理
南京理工
星海路过
大专毕业的憨批路过1
天师大路过
南工路过
西南石油大学路过。
云艺路过
喜欢你！
二倍新世界！
右边小姐姐真好看啊
这是什么BGM
贵州大学路过
青理需要这样一场毕业典礼
西南石油大学
刚刚超神学院的别走
好好听
北林路过
鲸落
我觉得像369
别人家的毕业典礼
青岛石油大学路过
南大路过
北邮路过
霍格沃兹魔法学院路过
拽大路过
合工大路过
留名
云云路过
李相赫
南开大学路过
有安医的么
湖师路过
福大的把币全都给你
贵师大留名
北理工路过
东大在此
明年毕业
刚进去就说再见
燕大
faker
西北大学路过
郑州航院
家里蹲路过
起台风了
王者学院路过?
死歌书院路过
霍格沃滋路过
隔壁海大路过！
中传路过
长沙医学院路过
好苏啊，耳朵怀孕了
这个男孩好像明星啊
我们学校毕业典礼的第一首歌，听的很难过
武汉科技大学路过
前面云师大的等一下
圣芙蕾雅学园路过
粉领 文学 绿领 农学
工科生阔以的
五道口路过
Faker来唱歌干嘛，回去训练
这男的神了
青大毕业生报道
好看
旁边青岛二中路过……
蓝翔缓缓步入会场
山科大路过
洪蓄鸣到此一游
团体操分校路过
别人家的毕业
这个姐姐唱歌好好听！！
蓝翔走过
江苏师大路过
这男生的气息无敌了
河大路过
别唱了，劳资在工地等你
这吉他。zzzzz
山农，唉
早稻田路过
西外路过
真的好听啊啊啊啊
武汉科技学院？？？
前面华农的，我在这里！！！
河大路过
青岛大虾
军装真的帅
霍格沃兹的同学们在哪里
好棒
好想哭
聆听大佬的声音
湖南大学路过
成均馆大路过
woc好听
EDG等你回来！！！
awsl！！
大连大学路过
东华大学路过
弹幕
好听
石院路过
上外贤达路过
现在刚大三，不敢想自己毕业典礼会是什么样子，想想都泪目
楼上江苏师大的，我也是
这个好听
广大的路过
山财大路过
李哥
高二路过
卡塞尔学院路过
安理大路过
华科大路过
害，我们学校连体育馆都没有
剑桥不敢说
中科大表示羡慕
轻划大学路过
不知道刷了多少遍了
挖槽揭东一中哈哈哈哈哈哈我也是
不知名小学校的不知名学生路过
川大路过
上大路过
南开路过
山东农业大学路过
卡塞尔学院路过
好有磁性的声音
湖南中医药大学路过哭了
尕里蹲
西亚斯
澳国立路过
扬州高等职业学校路过
很好听啊
李哥
qwer
有一点像李钟硕
清华路过
拉文克劳路过
传奇整容热播
暨大路过
东帝大瑟瑟发抖
不说再见啊啊啊喜欢
东大路过
前面华科别走
中南民大路过
卡塞尔
中南财经政法大学路过
安大路过
啊啊啊啊超好听
郑大路过
追光者爱了
好听
河院路过
广播电视大学路过
卡塞尔学院路过
大连理工路过
高三党加油啊！一切都有希望啊
。。。。好听
现在觉得最幸福的事情就是永远呆在校园里
中工来了
辽大学子表示羡慕
好听！
大庆医专路过
五道口职业技术学院路过
战争学院路过
社会人路过
西工大路过
略略略
中传！加油加油！！！
四方体板块平移大学
直接空降
青春呐
弹幕呢
吉大在此
欧亚学院路过
好听
青大冲冲冲
贸大路过，上财别走
南森路过
山中医飘过
居然有四川轻化工大学的同学等等我
空降成功
有点帅
加利顿大学路过
隔壁青化（青岛化工学院）路过
湖北大学路过
两个流落民间的神仙！
毕业六年路过
大学礼堂音响设备上千万很正常，
卡塞尔学院路过
山建路过
前面红字有毒。。。但是我也这么认为
家外面蹲 路过
追光者！
安师大等等我！已经毕业一年了，看到毕业典礼还是忍不住想哭
电子科技大学路过
黑科技路过
理大路过
大外路过
陕师大研究生路过！
起风了我的最爱
厉害
蓝翔路过
齐齐哈尔医学院路过
小学毕业生路过
沈航路过
卡塞尔路过
这嗓音绝了，太棒了
哇哇哇
这不是起风了吧？
四川轻化工的别走
西政来了
同济大学路过
青农路过
辽宁中医药大学路过
烟大路过
想念母校
郑大路过
松岗中学路过
霍格沃茨的路过
喀什大学实名羡慕
记住这个男人
中华女院路过并留下了一个晶晶亮的眼神儿
冲
这个学校音乐学校吧，太好听了唱歌
这个小眼神
武大路过
都给我哭
中央党校路过
我酸了
蓝翔路过
河北工业大学
哈商大路过
中科大路过迦南学院路过
全场最佳
斯莱特林路过
隔壁青科前来助力
长安大学路过
给我成都大学留个位置
苏州科技大学路过
海大路过
东大路过
福建医科大学省立临床医学院路过
广东应用技工学校路过
天津大学仁爱学院
福农大路过
喀山聯邦路過
拉文克劳路过
好好听
中国石油大学（华东）
中党路过
大三路过害怕毕业不想毕业
西林路过
安徽农业大学路过!
西工大路过
合工大
我可以跨过山河大海
太赞了吧～
卡梅隆大学路过
陶大的站住
哈工大没人吗23333
西电路过
山师路过
青岛理工大学路过
卡塞尔学院执行部路过
阳光幼儿园路过
南信路过
民大路过
广民大路过
江西师大路过
黑白学宫路过
再来亿遍
法大路过
宝鸡大学路过！
广东工业大学
广大路过
这娃有点帅
星际联盟指挥官学院，进取号舰长前来观摩
天津理工大学路过
江西现代职业大学路过
武陟大学（黄河交通学院路过
这样的毕业真的太好了
山管路过
长大的路过
青州街男子职业学院路过
戴眼镜的小姐姐笑得真甜
曲阜师范大学路过
川师大等我！！
山农路过
上班路过
桂中医路过
盒能
山东师范大学路过
梦想的大学
中国原子弹工业学院路过
山管悄悄溜过
无锡商院路过
我是吓大的，哼
卧槽我本来要去这所学校读书了，悔呀。。。
中国农业大学路过
航大路过
上交路过
为啥不让妹子唱高潮
大sao可以的
重庆路过
中央音乐学院路过
新东方路过
艾利斯顿路过
想念青科一楼餐厅的米线
北华大学路过
蓝原中学路过
新东方路过
西北小清华路过
郑州航空路过
感觉交的基本都是狐朋狗友，好伤心
高二一脸羡慕
哈工程路过
你叫什么名字？我没看清啊！
青春是美好的
安徽工程大学路过
谢菲尔德路过
大连海洋大学路过
南信路过
哈尔滨工程大学路过
爱丁堡大学路过
西北师范大学路过
