鄙人是其中之一............rlg
为什么不买呢？漫客就是信仰
老家安徽七线城市池州报刊亭都没了
老板老板
九十啊啊
我的青春啊
初中最爱看的杂志。。
真实
我都有。。。
背刺
家里400本
老板！！！
一人之下！什么时候动画更第三季？！
暗夜协奏曲
五块一本？我高中就六块了，涨了快五六年了
是啊
当时买知音就是为了斗罗大陆
对，这件事搞的挺大的，导致了斗罗不在知音上连载！
漫友行为
御狐之绊好像就是因为作者被封杀了
就是5块钱，还送海报，神漫什么的都买。。。我也会买军事杂志10块钱一本
九六！！
14年，，刚刚高一
全被手机干掉了
？？？？？？？？？
自从到了大学就找不到地方买了就放弃了
啊！狼族少年！！
哦，难怪我说怎么成风炫动漫的了
之前刘飒也是自己去创办期刊
难怪高一到时候就只剩下斗破苍穹了
啊啊啊啊啊啊，极度
吹爆  王者名昭，真的巨好看！
潇洒哥和小沧月才是一对
作死
老板走一发
砂与海之歌也非常好看！
偷星！周洪滨老师！
青春啊，偷星九月天
这一期压床底了
3元
暴走邻家啊啊啊
从初二买到高二
周洪斌都走了，知音漫客就没有了
勇者是女孩！！！！？
斗破苍穹就是周洪斌监制
！？？？？
这本我有这本我有！！！
斗罗大陆
对，因为爷当时上高中了，买不到
血族禁域
高中那会周周买
？？？？？迷惑行为
天行是真的好看，画风也好，（重点：两个男主在一起了
高中的回忆
因为我毕业了
小炎子上啊
薄荷之夏！！！！！！
？？？？？
我也有
怪不得我买的斗罗大陆有几本没唐家三少的署名，，，，
后来我选择神漫
结果把斗罗做跑了
后来我选择神漫
该
最喜欢偷星和神精榜
停刊了，我壹周是从发行本追到最后停刊的
壹周我有从初代本到最后停刊的全部
漫客凉了？我一直以为还在
现在漫客已经10块了，漫画也只有几个成看
吹爆一人之下！
居然是一周
穿西？穿西不是飒漫画吗
穿西不是飒漫画吗
阿衰
有妖气不是黄色么
？？？？？？
这个事情就不应该这样做
之前刚完成了四刷
有毒
我买了一整箱，从小学到初中
纳尼？
当时除了知音就是买壹周
那时候五块钱对我来说还要攒
是的，那一年漫客的质量日渐变差，好的漫画都不在了
哑舍
个人认为最佳短篇《蓝白的梦想》。
爱欧老师T_T。。。。。。
我从小学看到高中毕业啊！
啊～斗破
布卡漫画的迷域行者我给他吹爆
浪漫传说浪漫传说
伪恋和齐木楠雄的灾难吹爆
看了9年
好久没有看了，知音漫客。
唉，难受呀
哇啊啊啊盖亚狂想曲，时之守望者，当时真的喜欢这个
是的
报刊亭都拆了。。。
难怪好多漫画都你转移了
星海镖师。。
人 类 恶 显 现
人 类 恶 显 现
我差点忘了 星海镖师真的好好看
植物大战僵尸BOSS战BGM？
穿西
星海镖师天下第一！
斗破苍穹好像……
第一国漫烂尾
我当时冲着斗罗买了一阵子风炫
因为那些人上大学了
一周可以
表白封面
哑舍也好看
血族也好看
不是jojo，是神拳
主要是内容越来越不行
家教诶
我就是因为偷星九月天才入坑二次元的
我还是买的实体书，看实体书有内味儿
我就是小学时看的诶
好多都记不大清楚剧情了，但是一看到印象还是很深
打工吧天师！
星海鸽师
还有一个飒飒漫画也好看
蛤？
天行轶事！
质量极差
大爱食梦者!!!
九十
小爱！！！
哑舍
我买了三年
？?????
偷星九月天
天行！
上课那会，我每个星期四都买，现在家里有四百多本！
我们这还有呢（骄傲）
哈哈真实
死亡笔记
御狐之绊？难怪当时看的好好的就没了，原来如此
啊啊啊啊啊极度分裂
三块
越买越没意思
当时主编李靖下台，后面换了个主编以后就出了一堆破事了
我们的都拆了
正月！
九琉！！！！
？？？？？？？
贵？？
勇者是女孩
画风变了
？？？？？
九笠
手机上看着没感觉
我初中的时候正好是漫客最火的时候，中间两三年没看，高中再去看的时候发现熟悉的作者都没了
智熄操作
真的童年
真的是好 当年 真的是好
家教！！！
偷心！！！
打工吧！天师！天行轶事
这一期我有，在老家放着的
当然知道 报刊亭只是比以前少了 学校门口开的报刊亭还是有生意
有小破站的一份功劳
见偷星进！！！
还涨价
？？
外卖打败了方便面 一样的道理。。。
外卖打败了方便面 
只是上大学了，懒得买了
??????????????????????????
有人还记得浪漫传说吗
为我大火影打call
我家教
天行
混沌少女
有妖气现在都没落了
？？
薄荷之夏！
童年啊
阿sa好看！
薄荷之夏
星海镖师，觉得真的是巅峰
天行轶事吹爆！！！
我记得
玄哥排面走起
石榴!
194这本封面太熟悉我家也有
好看的都完结了
极度分裂别走
涨价了就不买了
偷星真的好看
狼少年！大主宰！
薄荷之夏
浪漫传说 暴走邻家
现在不都是卖教辅的书店再卖
浪漫传说 吹爆
啥？？？
是因为涨价了漫画数量和质量还下降了
JOJO
浪漫传说
陪我走过了初中
看到我家教了 表白家教
画风越来越崩
还有漫画世界
对对对，我想起来了 布卡漫画
血族！！！
九九！
我小学老喜欢看了
菜市场那个报刊亭10多年了前天发现市场两头得超市都是他的
那时候我高中毕业了就没买了，结果才知道已经落寞了
九 九 八 十 一！
话说还有神漫
暴走邻家！！！！！！！！
回忆啊！
偷星九月天回忆完结了
没想到我看到这个视频了
intel……
暴走邻家
所以当时唐家三少就…
血族不是漫友的吗
沧月
我十流
童年
永远的巅峰啦
问题是他连载的还比纸媒慢……
吹爆轶事！！
是暴走邻家带我入的坑啊...现在算起来也有五六年了...
？？？？？？？？
？？？？
这什么迷惑行为？？？？
现在星海镖师还在更新，但是一直排名垫底，我不知道那些读者是干嘛的
这bgm
？？？？？
暴走邻家！！！
九十！
九月天吹爆
一人之下！！
对，就是这个时候我就开始渐渐不买漫客了
壹周的泪水。。。
第二应该是韩国
那时候我周周买
知道的，现在好像不多了知道的
老猫和冰红茶，派对老人了
我都不知道还有APP。。
14年上大学了
完了，真的是……
龙族
说来：不怕笑话我看过
wc偷星啊啊啊啊
混沌少女
斗破苍穹还没完完结???从我二年级到现在初三
人类迷惑行为
一眼看下去全是当年的作品啊
木大and老汉老师！?~
讲真现在网络漫画真的不行，有水印有删改，真的
哈哈哈哈哈
偷星无敌
啊小松菜奈wsl
混沌少女也好看，时间之外，还有天行轶事
当年的御狐之绊也是，后来卖给了另一个傻缺画，变成了腊鸡
???
u1s1我一直觉得天行轶事里的妹妹和阴阳师的女主长得一模一样
阿衰
最爱偷星和星海镖师
天行轶事
17年高考结束去上大学了就没看了，大学期间买了一两本，彻底失望
王者名昭确实挺好看的\(//∇//)\
满满的回忆
鲁路修
现在都看不到了 以前老是在报刊亭买漫画的
布卡啊啊啊啊啊啊啊啊啊啊啊
七块钱吧
见沧进！
龙族和哑舍偷星我的最爱
看到偷星我就进来了
从57买到320
知音是我的信仰
4G和智能机的普及的时代
土星玩具店诶
天行轶事我可！！
天行真的好看
老板我可以
碇源堂……
偷星神作
真的，家里两大箱
啊，我的青春啊
当时大主编老猪都走了
我的小杰和奇犽~
？？？
现在知音漫客 封面都画崩 唉……
童年
我是16年上初中才不买的，单纯只是因为找不到报刊亭
回忆啊
没错
一本知音漫客传遍整个班
偷星九月天
童年啊
？？？？？
bgm是植物大战僵尸吗
天行轶事
？？？？
猪王他们被赶走了
每周一册一醒就去买
我的青春！！
啊啊啊啊啊啊，吹爆我神精榜
九琉王道
我也买了几箱
见沧进
极度分裂啊啊啊
这一本我的还在啊啊啊
沧月！
现在只剩星海镖师了
卧槽血禁！？血禁不是飒漫乐画的吗
吹天行轶事！！！
每周必买
天行轶事！！
天行轶事！！！
以前漫画好看
那时候真的每期必买
还有怖客这类的
一周我买过害
怪不得
星海镖师！！！
暴走邻家排面！！！当时超级喜欢！
不作死就不会死
？？？西元？血禁？
那些少女漫都是飒漫乐画的嘛，，，
又是湖北呗
哑舍排面
左上天行
哑舍吹爆
暴走邻家!WSL
浪漫传说啊啊啊啊啊啊啊啊
暴走邻家23333
极乐鸟极乐鸟
我有这张图当封面的那期漫客
暴走邻家的别走！！！！
可怜
飒漫画挺好看的和知音都买
有些不是飒漫画吗？？？
那时候我还在买，觉得纸质总是好些
网王
有一说一，后期的漫客是真的……故事质量不怎么样
天行我最爱呀!
当时的知音漫画真的是风靡一时
因为盲目扩刊，质量参差不齐
天行轶事！！！！！
勇者是女孩
本来湖北有望成为国漫之都的…
九十！
是啊，当时haid
我有好多本飒漫画杂志，现在都买不到了555
什么鬼
真的，我买的第一本就是这本
从10年到16年买了将30多本偷星
a啊啊啊啊啊啊啊啊啊啊真是真爱啊
啊啊啊！！！暴走邻家！٩( ๑╹ ꇴ╹)۶
天行轶事！！！
我们这边的报刊亭全没了。。
六块了
猫小乐就是那个阿衰的作者吗
九琉党瑟瑟发抖
暴走邻家！！！
浪漫传说！
暴走邻家！
舅舅啊啊啊啊啊啊啊啊米二老师天坑杀我
我是小学看的
看到老汉和大乔了
知音漫客完了？太可惜了
三四
暴走
对…五块一本…现在想想真是震撼我妈…
偷星九月天真的很棒
那时候真是每期都买
？？？
阿sa专用！
血族NB！！！
？？？？？？？？？？？？？？？？？？？？？？？？
薄荷
阿sa专用！！！
星海镖师。。。我都大学了，还没完结
龙族
天行轶事啊！
小时候超爱偷星暗夜
啊啊啊啊啊我天行轶事
对对对小学，我记得五块钱一本
我这边报刊亭已经没剩多少了，很少见了
打败你又与你何干
many
那两年，许多经典IP开始完结，主要用户群体逗进入了大学
薄荷之夏？！！！！
？？？？？？
？？？
？
终于有人提了！！！
龙族漫画画得太垃圾了
拒绝斗罗就是它的错
信仰
玄月好评
我家里有一叠这个
极度！
一周好看！！
每周五块啊啊，看着一堆书疑惑以前咋这么有钱
极度分裂
哇哇哇，为了偷星买知音
极度分裂！
勇妹
觉得知音漫客画风已经不行了
薄荷之夏
?
暴走邻家！！，
我当年都攒钱买！
天行轶事!
当时我家开这个
斗罗大陆是童年啊
天行轶事!!!
家里两百多本被我妈卖了
真搬起石头砸自己的脚
？？是不是傻啊
天行轶事!
2013刚好是我小学毕业！
回忆
暴走邻家！！！！！！！
九九啊！！
我爱暴走邻家！！！
勇者呢
暗杀教室！！！kere sansan！！！啊……老师我爱你！
游浩贤我i了
偷星某种意义不就是这么没得么。。
我小四四！
挺好的
太真实了我第一次买7块钱
现在是十块了
?  ?  ?   ?
五年级到高一
当年知音报刊亭5块一本！
天行轶事！！！！
三月四月
对的5块一本。。当年每期都追
最爱九天
为哑舍打call！
我当时还在坚持买
天行轶事！
薄荷之夏！！
盖亚冥想曲……哭了
？？？？
当年七块一本
九十!三四!
我大异人！！！
盖亚传说还能再战
薄荷之夏！
我当时都笑了，太自不量力辽
秀逗海盗
怪不得都是熟悉的画风，他们至始至终未曾离去
到6块就没买了
神精榜！！！！！！！！！！！！！！！！！！！！！！！！！！
??????????
偷星九月天真的意难平！啊啊啊
沧玄王道
看人没说，先吹爆游基王
斗破苍穹也是，知音漫客显然就是个憨皮
极度分裂的在哪里～
依然在
还有飒漫画
对 从那开始斗罗大陆的漫画就不行了，而且画风一改在改明显是换了主笔
啊啊啊，勇者是女孩
爱死天行了啊
极度分裂真的好看…！！！！
是的，所以我在喜欢的内容结束不再买了
然后就有了神漫
是没了啊。。
我当时二年级
04还是05年就有了吧，而且当时好像是4块2一本，如果我没记错的花
阿sa专用
沧月
洛基啊啊啊啊
暗月骑士↓↓↓
?
穿越西元三千年
游戏王！
九琉天下第一
湖北
看见偷星了，我爱玄月哥
天行啊啊啊啊！！
天行啊啊啊啊啊！！
题外话，可惜了长歌行
我就说为什么沙海和斗罗大陆不在漫客上了
偷心童年
买了两百期
我买的时候五块一本啊
超爱暴走邻家，后来就找不到了
为小学时光留个弹幕
沧月我又可以了
一柜子压箱的《知音漫客》《神漫》都是我宝贵的回忆
我还有100多期的知音漫客…但好像被我爸妈丢掉了…
浪漫传说！！！
报刊亭现在都没什么书了，但总有几本知音漫客
浪漫传说！爱死了！！
找不到了啊
妃夕妍雪不是飒漫画的吗？
？？？？？？
蛤???
怪不得斗罗突然没了，然后偷星烂尾…
一眼望去全是飒漫画的啊
woc一眼看去全是飒漫画的
鬼才
有我的一份功劳嘿嘿
而且它变贵了
+----------------++++++++++++++++++++++++++
天行！
自从知音漫客分了四刊就不怎么买了...
神漫！！
什么操作啊！！！
确实，这些都是真的
时代变了
报刊亭简直童年（虽然我不是去那里买的漫客
我说一人画风怎么这么熟悉，原来也是米二
沧月我的！
真的每期都买！
混沌少女！！
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
见封进
为当年的MK发一发弹幕
十块了
九琉党在！！！！！！！！！！！！！！！！
啊啊啊我有这本！
暴走邻家！！！
熟悉的名字阿啊啊！
勇者是女孩！
看到死亡笔记了
七百万的海报还在家里
质量断崖式下架
星海镖师啊！!
啊!!承太郎!!!
？？？？？？
星海镖师很神奇，一直是榜上最后一名
啊啊啊啊暴走邻家啊啊啊啊啊
啊啊啊啊
天行
实体书更有一种仪式感（确信）
？？？？？？？
等等，这很多是飒漫画上面的吧？
我知道！！然而前几年离家近的都拆了害得我买不到漫客了
网球王子，手冢国光！！！！！！！！！！！！！！
当初的漫客和飒漫画
九十啊！
斗罗感觉改编得不太好，剧情流畅度比原著低了些
我说斗罗画风咋变了
当时还是学生买的多
真的。。。害
大学里报亭都拆了
当时每期都买在家都能堆两三叠可惜后面全卖了
我也有！好怀念
？？？？
九十
连我们三少的署名权都敢抹?!
浪漫传说
暗杀教室!!!!
阿sa传说
还好我不看漫客，我看sa
初中的时候买了3年，上了高中就再也没有看过了
我还是在买，因为比较喜欢纸质书籍的手感
唉
小学一周买一次，买了几百刊
？？？？
窒息操作
静音！！！
dei，我就是因为这个不买漫客了
我站九十
老板啊啊啊啊啊
小学买了至少200本，真的很喜欢，原创作品很多
对，就那会我停止买漫客了。
浪漫传说！！！！
读者也大了
班长大人
天行轶事
天行啊啊啊啊啊
血族禁域呀！！
布卡确实是初代线上
  喜欢知音漫客和飒漫画
漫P啊多好
啊啊啊啊啊暴走邻家
每一期都买 高中就不看了
当时我正在玩积木
？？？？
bjm没了？
穆老师一开始真的把斗罗大陆画的很好
九十党在此
我初中这边还有……
三少？
小时候偷偷买，买了一堆之后藏不住了哈哈哈哈哈
穿西不是飒漫画的吗
还有一个重要的原因是那个时候好多高人气连载都完结了，但没有好作品顶上去
偷星九月天！
T^T又在角落看到天行
因为看杂志的那批人长大了
小排球啊啊啊！
！！！布卡
律和奏哎 小律是真的可爱
对啊对啊
靠
穿越西元3000后寻找前世之旅！寻找前世之旅，是唯一一本看哭的漫画！
爆漫王！
偷星九月天
童年
童年 。。。
上了高中没地方买了，怪可惜的
爆漫王！！！
秀儿
斗破苍穹初画集
现在还有报刊亭吗
混沌少女！！！
？？？
是的
浪漫传说
啊啊啊啊啊啊啊啊啊啊
都是我的爱啊！
真的，当时买了超多的漫客！
磂十
四月！！！
研究偷星十年，发现九月喜欢的是琉星
现在还在买飒漫画 但是真的是越来越烂 以前的边栏什么全都改没了 一本漫画薄的可怜
这不是橙光吗....
真的小学四年级开始看
BAKUMAN！
天行！
天行秩事
暴走邻家！
偷星好看
天行轶事啊啊啊啊啊啊啊啊
天行！
暴走邻家
浪漫传说加一！
天行！
白月光们
电子阅读过于浮躁 还是纸质书能静下心来
植物大战僵尸？
夏娜
哑舍啊啊啊啊！！！！！！
偷九
好熟悉！
当初飒漫画和知音漫客买了花好几百本
我的青春
不，现在都是在报刊亭买零食
唉，时代的眼泪啊，当时每个星期都买
二叔也很舍不得九九啊
hhhhh小学的我每周都往报刊亭跑
真实
hhhhh真实
我的妈
天行轶事！！！，
不6快
混沌少年！三疯老师！
这些少女漫不是飒漫画的吗，怎么现在变成知音漫客的了？？？
神漫的末路。。
九十！九十王道！
这画风，作者是画《浪漫果味C》的吧
初三开始买，一直买到了高三毕业。。
泪目泪目
童年
穿越西元是飒漫画的！！
99期开始买
暴走邻家！！！
但是如果现在还有那样的纸刊漫画，我还是会买的
都封了
书报亭都被政府封了，买不到……
我爱天行轶事❗
我平常都是去邮局买
童年
妈耶极度分裂
家教！
我有啊，这APP上的漫画真的便宜，1块钱2话
知阴惹
我的天行啊啊啊啊啊
三四给我冲！！！！！
悲鸣
沧玄
青春
青春啊
我说斗破后期画风怎么崩成那样
一人之下！！！！！
斗破至今药老没有被救出来
初中就不喜欢看了
？？？？
玄月哥哥啊啊啊啊啊啊啊啊啊啊啊啊啊
报刊亭都拆了现在
浪漫传说啊啊啊
高中每个星期都买
老板啊啊啊啊
星海镖师真的好好康
石榴大法好
确实12年是巅峰
哑舍入坑
怪不得…
童年啊
知阴惹
沧玄！三四！
童年一去不返
没钱，也就买了一大摞子，后面全卖了
我知道我知道
窒息的操作
极乐鸟也跳槽了
发出学生的声音
啊啊啊啊暴走邻家啊啊啊
现在也有 不过快没了
sans？
童年不在
叹为观止
没了
偷星！！！
我突然回忆起来小学时候走2km去学校门口买知音漫客
天行轶事我的爱
新媒太强了，哎
书店有啊
我家里还有几百本知音漫客
谁还记得青梅酒吗？那个只有两话的。
漫画世界也是这样啊
天行轶事
？？？？？？？？
土星玩具店
靠。好真实
蝴蝶少年真的好看
真回忆，现在还有
后面画言情漫就不好看了
找s吗
初中几乎每周买，现在都下漫画应用去了
勇妹！
我靠，当年我妈可喜欢了
但在实体漫画书上看和手机上看感觉不一样
原来这样
暴走邻家啊 吹爆
有一说一，以前真的很好看
难怪
看到承太郎！
极度分裂特别好看啊啊啊晓大编剧nb
班长！！
女孩子爱看的爱格
我太爱了
土星玩具店有人记得吗
对 一周漫画 也很喜欢看
哑舍！！！
现在真的找不到报刊亭了
壹周真的棒
我就是
穿越西元3000后！！！
浪漫传说
动漫水晶没了？！
？？？？？
两百多本在家
怪不得有一整年都在大换血 全是新人 我还订了一年份的
暴走邻家无敌！！！！
当某种漫画类型大量出现时，我就没有再买过一本
沧玄赛高！！
网络时代却进入佳境，开始有大佬插手网络漫画
主要很多作品都完结了
天行轶事！
天 行 轶 事！！！
阳月！
以前一周一本
？？？？？秀
漫画世界吧爱欧的血族强了，现在还在打官司
偷星九月天
其实当时是因为中考放弃买杂志了
最主要是当年的现象级作品，死亡笔记
03的知道
我还在买纸质读物
土星玩具店
土星玩具店？
有点喷麦
三叔这件事真是我亲身经历，也目睹了斗罗漫画从此放飞的过程...
小学生毕业了
家里堆了好多
暴走邻家
我买一本，一个班借来看，回到我手都烂了
偷星竟然这么靠前 这么老的Ip了
勇者是女孩，高中毕业后再没买过我还是在网上追完了
穆逢春？
永远爱天行轶事
那时我才一岁，，，
我那时候是觉得漫画质量下降了，九月天不行了就颜开大叔的那两个能看
表白一人
一人之下！！！！awsl
血族禁域飒漫画的
原来如此
壹周漫画黄了啊后来……
夏娜啊
是的。
c位
我全有！！6年纪买到高三毕业！！
还是知道的
封面沧月？
对对对，我真的爱了
沧月我老婆！
飒漫画？！！我初中最爱看来着
是真的，最开始只有我看，后来全班都在看
偷星九月天！！！
我的童年啊啊，每周六早上都拿五块钱去报刊亭！！
？？？？
表示广州街头还有很多报刊亭
玄月琉星
三四！
班长大人也有！
好可惜
弗雷！！！！！！！
玄月殿下！！！
"是血族bloodline,爱欧老师作品"
哑舍
太真实了，我就是我们班那个书贩子
对，
极度分裂是真的好看
现在6快
怪不得
报刊亭在我高三的时候学校外就没了。。。
怪不得
封面进
漫友??????????
玩火
哈哈哈哈哈哈哈哈哈哈哈
沧玄王道！！！为女神沧月大call！
浪漫传说和鸟大
质量难怪下跌得厉害
内容下滑
所以现在这些都在快看上付费可看。微笑
我去报刊亭买的漫客哈哈哈嗝
我说怎么没了
为了一人之下你币有了
沧月姐
用b战之前用的就是布卡
然后家长开始撕书之旅
哈哈哈哈哈
星海镖师凉了现在555
偷星九月天
我也爱看漫画派对hhh
沧月最美
真的都是回忆啊，好多漫画看过不知道结尾怎么样了
我知道啊
bgm You
三四
哈哈哈哈哈哈哈哈哈哈哈哈哈
我看见我大网王了啊啊啊啊啊啊啊啊
这群我买过
我还有200期送的海报2333
知音漫客我好几箱字全扔了
？？？？？？？
黑子！
哈哈哈 ！可是一个月有4期 20块钱呢！！
？？？？？？？？？？？？？？？？？高层疯了？
书柜里还有一大堆漫客
？？？？
暴走邻家！！
猫小乐……也是回忆
虽然就看了一本偷星九月天 但真挺好看的 那还是高中的时候
沧女王～从唯吾独尊到绝对零度到血色极寒
@夏天岛
斗破
童年啊
偷星九月天！哇我的童年
漫客我从20几期开始买的，一直买到高中毕业现在回想也是服我自己
我爱小沧月！！！！！！
我记得土星玩具店
哦，我妈床头柜上有一叠知音
我的青春
正射必中？啥东西？我怎么黄了？？
好怀念御狐，可惜没了
哑舍
一人之下
玄月是最好的哥哥
玄月是最好的哥哥
星海一万年！
知音衰落，飒漫崛起
薄荷之夏
唐家三少
小学的时候真的巨出名
现在都觉得漫画还是纸质更有感觉
emmm，bgm有点东西
前几年一直买，没一期都买
我说一人之下画风那么眼熟，还有发现好多人去了别的刊
天行轶事啊啊啊
初中的回忆
刘飒的飒漫画
上了大学后就没买了
我初中就是从学校门口的报刊亭每星期买知音漫客
暴走邻家啊！！
讲真，up说中了，那个人就是我啊
超喜欢暴走
青空之夏？！
