我怀念的是十六班
已经工作了，成家了，有孩子了，看这个视频却忍不住哭了，曾经自己也是那么意气风发，觉得有无限可能，现在却只剩无尽的烦恼与压力，和对生活的迷茫与失望
冬天我们学校同款红大衣哈哈哈
宣誓对胃了
好多戴眼镜的啊
让我再嫉恶如仇一遍
高四了
人均眼镜
虎杖悠仁
哈哈哈哈哈
高中真的是整个人生最为纯粹的一段时间
这红围巾，像极了百日誓师时的那条，怀念了
不敢看想哭
怀恋，我们高二高三的班主任不让下课睡，睡了就敲头hl
君子十二永远在一起!
以前都是看别人怀念现在轮到我自己了
刘闻钦!!!!
开始紧张了
临邑一中2018级16班美丽的女孩和三位班草前程似锦！江湖再见！
过于真实
怀念了
 还可以用学校版本的水杯啊
视频最后又回到了倒数100天，而我早已离开这一天
距离高考还有292天了
三维设计!yyds
临邑一中16班再见！遇见美丽的自己！！！
利好爱尔眼科
复读的看着这个心里复杂
兩遍
这个场景好美
哈哈哈哈我的同桌还给我卡套同款爱玩
不知道为啥看着评论区和视频，我会不由自主的哭出来
上了大学开始疯狂怀念高中
这小哥的眉毛好好看
宣誓词一模一样23333
啊他们看到镜头不会竖中指的吗？？
好基友 哈哈 我都是抱着的
准高三
我们的作业册也是三维设计
不知道有啥好怀念的 天天备战高考
初中同款桌子
你是来系鞋带的吧
最奢求的莫过于最简单的快乐，感谢up，收获良多
2024年高考加油
三维设计哈哈哈哈哈
美好？
这是他老婆没错了
不会有不会有汉寿一中的吧，听网课呢兄弟们
我们口号:板凳坐穿，意志坚强
这是他老婆没错了
我还有一年
不认识，却又似曾相识
这是他老婆没错了
31了怀念高三
我靠 高一一班一进门就有这个 给我吓死
好多眼镜
这是我老婆没错了
隆回一中
成都一中
湖南师大附中
人生中的高光时刻
衡水一中
我宣誓
我的高中氛围很差
石首中学
说得真好
bgm:stay alive
准高一，期待但害怕
好帅气的同学
满满的都是回忆啊
有湖南师大附中的同学嘛呜呜呜呜
还是很后悔当时没有复读，一生的遗憾吧
看哭了我的老天爷
我怀念的，是无话不说。
我怀念的，是一起做梦。
真实了
前后左右一点空都不需有怎么不是衡水模式了，这样跑很不舒服的
住校吗
准大一，高三玩得也很疯，勉强上了个本科，但真的很想重读高三，特别有意思……
3000+
开学高三，最后一战
看到他们笑的这么开心。太好了
府谷中学yyds
教室好宽敞
回不去了
电影白日梦想家的BGM：saty alive
合工大附yyds
不小心打错了：Stay alive
那个时候每天晚上都有晚霞看，多美啊
后排靠窗，王的故土
哭了 回不去了
女生长的好像我化学老师
生日快乐，以后可能没有那么多的人一起给你过生日了
我和我的青春在一起了
bgm说什么啊
跑操就很真实
准高一的表示期待
一样的一体机
高二了，紧张
老师他饭卡丢了
一摸一样
怎么回事啊你们，饭卡都丢了
我不认识他们，却无比熟悉
昂我也是陕西人，激动，老乡啊
好感动⊙﹏⊙
有人在看吗？
白日梦想家
我就是3000中的其中一个
这个宿舍好大
我不认识他们，却无比熟悉
工作一年了 无比怀念高中简单的日子
高三是我文采最好的一年
西安人+1
好熟悉，仿佛就在昨天
最怀念的高中班赛那最响亮的加油声
真的，高中毕业以后再也不会这样了
卧槽3000+
三维设计！
可能实验中学学生的最多
看哭了 淦
刚高考完 有点怀念了
天。。。好熟悉啊
无比陌生，无比熟悉
心跳静止
贴心↓
不怀念
临泉一中2018届23班
我承认我后悔没有好好……………在学校玩够
这同桌不结婚很难收场啊！！！
2018那个夏天
这才是青春啊
三维设计YYDS
靠，左边黑板的物理题
马粟稷我   
确实
俺也陕西人
我怀念 阳江一中
高三课间是真的想睡觉，真的太困了
男生的快乐
刚高中毕业，没什么很想怀念的
很简单却也很美好
正在经历
我也是买了一个相机进入了我的校园生活。
四年了
还偷偷出来系过鞋带
距离高考还有1107天
准研二，想再来一次，想再努力一点！
怀化一中
毕业三个月了
不认识却又那么熟悉
bgm stay alive
后悔吗？？
AD钙哎
我不认识他们，我就是他们
这小小眼睛和眉毛好好看
哇，这个男生有点帅
这人甩得是手机吗？
可惜我没有为高考努力过
三维设计啊啊啊？
突然有一瞬间想回高三了
准高一挺期待的
同款三维设计
下课就是趴着，真实
我的刘海也被笑哈哈哈
期待高中
甩校牌，甩校牌(
这就离谱
似曾相识
塔图姆球迷鸭
入团申请书瞩目
泪目
准大三了，怀念
有点泪目了 真的三年过了就是过了
无锡青山高中
3000+～
libilibi
怀念的重来不是某个地方，而是那时和你在一起的人
真的好怀念
文科班慕了…… 好多男生
英格拉姆球迷
那就不处理了
物理课代表来了，那个人就是我
大一在空调开的极低的宿舍醒来，突然有一瞬间感觉自己又回到了，当年那个教室那张桌子
我不认识他们，但我曾经是他们
大学毕业三年 希望这次事业编考察顺利通过
研究生刚毕业，怀念高中
在线求bgm
其实不太想回去那段时间
我们就是这样慢慢长大……
知识清单
泪目了
其实那段只为一件事而奋斗的时光很美
完全不怀恋，还有些后怕
我也好想有这样的班级。
3000+
大学不再有高中那么亲密的时光
哈哈哈三维设计
表白底部字幕君
给我个机会我会高二就出国，高三过的浑浑噩噩不愿回想
咋都甩校牌
见过最绮丽的晚霞在高中下晚自习后
钦哥！
宣誓啊
确实怀念
我不认识他们，但我曾是他们
因为疫情，毕业后再也没回过学校
即将大四的我好像再来一遍高中
清徐中学
清徐中学
去年刚刚从这里走出去
我是真的想回去啊！！！
加油，明年高考
卧槽 stay alive
甩校牌，打脸脸，手手疼（疼
憋不住了呜呜哇哇呜呜呜
荔城中学的有吗？
我不怀念，因为不快乐
进校门从不戴，都拿手上甩
3000+
最简单也最真实 也最能勾起回忆
握草这么多人在看
我怀念的是无话不说
找到了自己的影子
想念霞中了。
高考必刷题泪目
准高三了，好快
班主任视角
承载，第四声
为什么可以带手机
人只有失去才会怀念，
卧槽，好熟悉啊
到最后也没说出的我喜欢你
那时候的眼镜妹真可爱
那时候觉得很苦，现在看看，反而是灵魂最充实的时候
想回五中了
文案满分
我不认识他们，但是，好熟悉啊，像极了。
这段青春，大学毕业后时常想起，苦中有乐的充实日子
真的要是有人也纪念我的三年就好了
221
，，必刷题。。
怀念当时幼稚的自己
好羡慕这种大窗户
唉
最喜欢垫着校服睡觉了！
千万别买鲲哥
光山一高
美丽的高三晚霞！
我马上就要成为他们了
老师：不准跳！！保持队形！！
已经麻了
大一刚上完
我也是甩着甩着就没了
青春的样子
真实
现在四点二十一分八月十八
那是我后悔且不想回忆起来的一年
刚毕业好怀念
同款球服
我好像不怀念
准高三，再拼搏一年
三维设计，只有钻石能够切割钻石
只有暗恋的高中生活有点可惜呢
我爱的府中宿舍
同款希沃
不怀念
看这看这，少年，加油继续加油少年
3000+
曾经的我们
准大二
实验中学2018级
看着这个视频才意识到自己老了，年轻真好欸
不敢看，怕哭
我不是他们，但我曾经是他们
系鞋带!少跑一圈!哈哈哈哈无比真实
明湖的同学要加油
我们学校就是允许带相机不允许带手机的。
不我们现在其实也不用戴口罩的
读者
三维设计
3000+
孟州一中
我同学帮我买早餐就是这样甩饭卡的，然后饭卡去了花丛，鹅鹅鹅
智慧的眼神
孟州一中
泪目
高中生活好累啊
熟悉的三维设计哈哈哈
不说了，我去复读了
太阳师院附中
好可爱
有趣
3000+在看
同款课桌
三维设计哈哈哈
怀念开心的日子
致我终逝去的青春
肯定都是怀念和同学的开心时光啊
像许盛宏这个男生
准高三，加油
准高三
好想念高三
我也陕西！
晨跑可太真实了
流过很多泪 也有很多欢笑
为什么这同学有点像野兽前辈（）
真的好像
看哭了也是我的青春
好好珍惜哦  过去的就回不去啦  
我竟不舍得快进一分
三维设计，同款
真的好怀念
不行 看不下去了 好怀念
工作久了，我都快忘了我原来也穿着校服
三维设计！淦
准高三，加油
织金一中21届
戴眼镜真多
实验中学2018级
又是一年夏，教室里人声鼎沸，可惜不是我们
哎，一晃高中毕业两年多了，大学还是没有高中好玩啊
准高一感觉很开心很向往
我也不怀念，到以后肯定也是怀念现在的大学
准高三，在线上考试，怎么进来了，太好哭了吧
？？？
2013级老了
大四，怀念！
转团籍啊
现在看高中真的很美好
准大三，记忆瞬间拉回
求背景音乐
这也太好哭了
哇，跑操，每次都低头看第一排的人跑齐没有
研三了 想回去
不怀念，但忘不了一些东西
加油
有那么一群人，为了一个共同的目标，有那么一群人，为了一个共同的目标而一起奋斗
怀念啊我们的青春啊
白日梦想家
同款文言文速记
我不认识他们，却无比熟悉
因为很真实吧
DNA一震，好害怕
泪目
希沃！
典型胡子
开学就高三屁，一起加油吧
我们是读励志信
厦门外国语高二13班
蚌埠住了
这个才真实
同陕西人
我不敢看了
要准大三了
我擦破防了跟我学校好像
不要毕业
我领宣誓领了260多天！好怀念
这不比那些青春题材电影好看？
有初中的吗
回不去了
半会不会的，再回去也是煎熬
争分夺秒，适度紧张 。
怀念我的高中啊
我为了一个女孩和她选了同一个城市的大学，但我最终并没能得到她…
这是我怀念但是不想再去经历的
以前的时光，也知足现在的时光
我也是
你也在18岁的时候怀念17岁吗？
大三上学期还经常梦到自己重新高考 无比真实 从大一到大三 这个梦反反复复 大三下就没有再做过了 或许是彻底回不去高中的时光了吧 现在大四了 我竟然还觉得自己在高中…
怀念2018年的高一，没有辛苦，只有快乐
同款校服
我不认识他们，但我曾是他们
救命 操场修了两年…
有贵州师大附中的同学们吗？
我们班一下课就是全趴下的
突然有点想念
准大一
加油兄弟们
高三是真的充实，是我过得最爽的时候
不行了，不能再看了，忍不住了
眼镜比例太高了，一定要爱护眼睛啊，过来人表示。
这才是我们的青春啊
哟，这不咱陕西老乡吗！
3000+
都回不去了
十年了啊啊啊啊啊啊
白日梦想家
三维设计
想再来一遍，又不想再来一遍，但真的很怀念，永远的记忆
我的高中做的唯一一件值得骄傲的事情就是遇到了她
19年大学生在家待腻了
哭了
文案好评
回不去了！
三维设计！！！
快10年了，想回去
泪目
高三的时候超喜欢看晚霞
谢谢你，让我切实的又感受了一遍青春
有张北一中吗
已经开始害怕了
我也曾是他们
希望大家都能找到自己真正喜欢的领域。
全视眼镜
3000+
青春
泪目
复读了，再熬一遍有压力的高三，祝我未来可期
同款
准大一
真的，非常怀念
感谢字幕君
谁的青春没有遗憾
没有人永远18岁，但总有人18岁
济阳一中
史诗级转场
三维设计！！！淦？？？
健坤外国语学校。18届。
遵义四中
我们班同款电子钟！！！
准大一
哈尔滨德强高中
新惠中学18届高三十班全程似锦未来可期      特特留
bgm:stay alive（白日梦想家）
加油
首页通知书
九敏三维设计
我不是他们，但我将是他们
从静一静到醒一醒？
感谢你们 不辞辛劳 风雨兼程的出现在我的生命里
bgm 《白日梦想家》插曲
17：44
maybe是你么
md4000
我已经高四了，过往的高中三年说怀念也不是很怀念，说讨厌也说不上讨厌，我对这三年的感情非常复杂
BGM Stay Alive 电影《白日梦想家》 插曲
马上去大学了哇
陈腹泻！！
  府谷中学的宿舍很赞！！！每间宿舍都有独立卫生间和浴室！
我的高三其实没有那么精彩…
是我生日 哇
准高二报道
我是府谷人
现在好后悔当初没认真读
白日梦想家
新高考方案
怀念的
泪目
府中府中
我是府谷人我是府谷人！！！
研一新生 看的好紧张
郸城一中的有吗，我是十班的
很遗憾高中生活没留下像这样的东西
4000
别人的高三，却也是我的青春
噩梦
同款希沃
这冲锋衣我也有一件哈哈哈
陕北老铁
我是府谷人为府谷人加油
同款校服
哇哦
622哈哈哈
研二 哭了
现在真的很迷茫
未毕业的，好好珍惜这段时光，过去了，就再也回不去了
笑着笑着就哭了
高三郑州领航 复读鹤壁外中  回不去了
湖南省新邵县第一中学
我怀念但我绝对不会想回去
新邵县第八中学学子
这熟悉的三维设计
2022年高考改命！拼一次！拼一次！
祝新邵县第八中学385班高考大捷
破防了
要努力了
回不去了，高三是最快乐的时光
我校牌还没丢的时候的时候也喜欢这样甩
是你吗，老马
我爱
象牙塔
我们班是戴眼镜的没有那么多，现在看他们几乎都戴眼镜
我将是他们
stay alive
像极了我看外边天
睡觉真实
Stay Alive—白日梦想家
怀念那些充满斗志的日子
我不认识他们，但我将是他们
莲中2021文特，我永远爱你
莲中永远爱你
准研一，没啥好回忆的
正常上午下午跑操可以缓解疲劳的
我不是他们，但我正在经历
回不去了啊，pity
好可爱
我曾经也是他们
高要一中高三15班
不怀念，也不想再来
刚考完的我太怀念了
看来，大家都一样
曾经我也是像他们一样呀
早知道那时候多拍点照片了
曾经的我们
经典追逐战
我甩校服。。
这个英文歌是啥，好熟悉却又想不起
好熟悉的场景
此时此刻，恰如彼时彼刻
三维设计！！！！！
羡慕有这样的氛围
wobuhuainian pa
369
跑操除外
好怀念那段没有太多娱乐设施但却无比纯粹投入的时光
我不知道是我不愿意想那段不太美好的时间还是我真的忘记了那段时间
好怀念
府谷人啊……离我好近
好想哭
21年毕业生来瞅两眼
王语嫣
高一小白报到！
连宿舍都这么像
高一的时候我错过一个人，我不以为然，没有去珍惜，可是到了现在却再也找不到了
好多戴眼镜
啊  我想我大南中了啊啊
那个表那个镜头瞬间破防
已经害怕了
准大二
没有人永远十八岁，但永远有人十八岁
加油
刚刚从府中毕业
闽侯一中
梧州一中
天利38！
和我们高中太像了
你不要过来啊
最怀念的是高中
钦哥！
还在加班的我
是真的，真的会好起来，虽然还是很累
午夜梦回高中，常被成堆的卷子吓醒
4000个在看的兄弟们好
真的好像刘闻钦
好想念这样的时光…
有些人可能一辈子都不会再见了
准研一，但我还想再来一次
宝贵的经历
那曾是我
那就是我
准高一 会期待
也许是不甘心，也许是天意
陕西省府谷中学，不是其他的学校
大冬天早上洗过头晨跑，头发都结冰了，哈哈
同研二了，岁月如梭，还栩栩如生
文案很棒
4000＋
准大一生，这就是我的曾经
永远不会想再来一次，人际关系太恶心了
上次甩一瓶水，甩着甩着瓶盖掉了
高考是什么东西？
哽咽了
梧州一中
怀念2021的初三
每天早上的宣誓
21级16班的伙伴们报道啦！
压迫感
不怀恋
害怕
准大二了
我也曾是他们
背三千五加一
三维设计哈哈哈
太熟悉了
那本绿色资料跟我们当时用的好像哦⊙∀⊙！
同款激情小跑步
卧槽？？刘文钦
宣誓呜呜
！3500 是噩梦了
哭了
太真实啦
太像了
回不去了，再也没有一起热血沸腾的人了
有桂林十八中的校友们吗
大学快毕业，怀念一下
这才是高中生活，青春剧编剧看看哪来的甜甜的恋爱
；IHNI和你好
我记不清了，但永远记得。
回不去了
很遗憾我的高中没有这么美好
准高一哭
愿我的高中三年也能遇到像他们这样的人
准大一
文案泪目
安达高级中学
是的
白日梦想家
宁职18数媒3+4你们还好吗
怀念，但不想回去
我现在就是他们
果然还是女孩子
同款转笔
这才是最好的时光啊
可能最遗憾的是三千五没背完吧
别说甩校牌，我现在走路还甩工牌
这下课氛围
完全不怀念谢谢
我不认识他们，但又却似曾相识
加油
再来一遍
好感动
羡慕
不知道为什么看着他笑 怪想哭的
准研二  看到视频头皮发麻
bgm  stay alive超喜欢的一首
挺真实的，就是没这么多男生
真的想哭
2005年高考的飘过
maybe我蚌埠猪了
BGM:在我成为井井有条的大人之前
这高中也太轻松了吧
