可人
不环保啊
小米的吧
不得送个皮套啊
6999
没有特别惊艳啊，跟原来差不多
塑料壳
可变光圈～
这黑色比银色的好看多了
容易粘指纹
你和杜文泽都说首发 谁才是首发
不敢苟同，红米也是橙色
4G
手持30pro 感觉没区别
这都好看那12SU简直就是神品
1000
不如40
说好看的你会买吗
拉了
是不是想说其他厂商的旗舰机
双扬声器啦。。。
高级感
正面就是mate20
不是双扬。。
抽我
超级对称
曲面屏省流
10000000
100
黑的100，白的-100
苏坡法斯特插枝
旗舰就送清水壳？
还好没把摄像头搞很大
清水壳？？
很商务啊
这么多人在看嘛
哈哈没词夸了
帅
78786
小米 12S ultra （幻视
0
比白色好看些，但还是不如上一代
我我我
文艺复兴吗
mate40不就是双扬声器 弹幕都跟这说啥呢
冰墩墩哈哈哈哈哈哈
前面说12u的笑死我了
橙武
mate30Pro：你能模仿我的脸，不能模仿我的芯，我有5G
我要直屏，直屏 直屏
真好看
我太爱了，m d
这次黑色最好看
95分，100分是40系列的
真快
可以
80
好重
不环保
2022年，还刘海呢
我我我
大刘海
可爱的华为mate 50Pro
开个只因
普普通通
三送note10既视感
这么看，确实比余总发布会上那么拿着好看些
可惜了没有5G
这不算微曲了比其他家弯很多
2.5万人+
●    一    ●
真快啊！！
没抢到 秒空 害 就想要这款
跟两三年前有啥区别？
曲面屏用全面屏手势巨舒服
抽我
好看
好有高级感
有请黑子登场
扬声器在刘海那
抄三星的曲面，三星都不用大曲面了这还在这瀑布呢
不对称的双扬，一边大一边小
是双扬声器
我极其先进的3.5毫米耳机接口呢
真不如40好看
够轻
xsm
污哦
8848
以前就有
"wow,awesome,man!"
还是4g嘛？
微曲屏yyds
100
身上全是头皮屑
身上全是头皮屑
黑色的比白色的好看
不环保
电源键的红，是点绛唇，她居然不红了
确实有商务感
awesome
60
标准版只有90hz
75
80
太不环保了@苹果
真没40系列好看
真的高级感拉满
苹果从x开始正面外观设计就没咋变过
对称美
变多了哈哈
mate20手感最佳的手机没有之一，50再轻点就好了
100
听筒双扬
标准版是直屏
这个色比银色高级，看起来
(●_●)
mate40的手势操控呢
好看!(^O^)y
和我mate30pro一样啊
100
99
不好贴膜硬伤
好看！！！！
不管我贫穷还是富有，苹果手机我这辈子都不买
很漂亮
3
，终于不再是坂田街道
质感？看起来很廉价...
极其不环保
mate30Promax
真没有40p好看
双11见
极不环保
100
8.8
80
好看啊
0
单扬声器？？
Redmi k30Pro不能说非常相似，只能说是一模一样
2.6w你们好！
100
Redmi同色[doge]
这个撕膜很优雅！！！
80
80
红米k30pro
刘海?
好看？
一加2
还是手里的 Mate30 Pro5G香
80
黑色最好看
这个色儿高级
开机带声音吗还
0--0   0--0   0--0  0--0
o — o
70分
两年多了 还是这清水壳
太重了200以上机型不能考虑
70
变low了
100
黑粉气哭
70
不环保
太帅了
真的可以
100
八分，那么多水军？
我的13pro和我的4s也差不多
60
内方外圆吧。
松山湖捞的
祖传红外好评
90
咋跟我的mate10长得一样
瞬间廉价了不少
除了银色，其余100
没有耳机
mate40外观配晓龙8+将是绝杀
定价有点贵，个人观点，勿cut。
没我13pro Max裸机重
好看啊我趣
冰墩墩
四筒
帅
4
真不如mate40好看
4
他是钠盐
太好看了
曲面屏质感真的要好些
高亮：简称塑料
像素皮材质
2.6万人同时观看666
60
高级
不都是 昆仑好像贵200
没有耳机
120
100
60
4700电池
好看啊
华为的标志，内心不应该是紫色吗？
本来就好看啊，我觉得比水果好看
0
全网通4g版
不环保 dog
比苹果好看，秒杀小米
63
四方边框三星味不轻啊
经典代购
满分
100
好看啊
祖传66w
90
身为p50pro用户感觉极其不环保
美！！！
遥遥领先
这不是瀑布屏，这是微曲，比40pro小太多了
-100
小米？？？
40好看
高级感没谁了
98
59
0
0
害，都只能接受了
曲面片打扰了
1000
100
还是40好看
说正面比苹果好看的真是狗
50系列不都是昆仑玻璃？
70
一打开直接把我送走
2.6w人正在观看
感觉还是M40后面好看
2.6万人
50
圆周率后十五位
250
是8+，比火龙好不少了
99
不环保哈哈哈哈哈
梦回20
充电C口插耳机
水军太多
华为的充电一直没进步啊
2.6万
10
梦回mate20
感觉没我的40peo夏日胡杨好啊
我靠，这重量第一梯队
带上壳变千元机质感了
真好看
敢不敢开个机……
100分
111
100
双扬
有点帅
66W居然还能用A口
昆仑版很难拿到？？？
6.23妈耶没货了
真快
我的40pro还带耳机呢
华为样子还可以期待一下，苹果就不用想，铁定老样子
最大赢家mt40
8848
90
这里为啥挡住全网通4G
帅，主要没有日本人签名
一戴壳，瞬间掉价
华为k50Pro是吧
快
非常商务高端
已预订
12su 完胜
59
牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面牌面
50
冰墩墩风格
真机好看
被华为坑了之后还是觉得它很美好。。。我好爱国
2.5万人
刘海里面不是有扬声器吗？不至于看不见吧各位
10
2点5万
90
后面很多杂牌机用
对待苹果怎么不说是四年前的呢？
安卓机皇还得看华为
用过小米11微曲面，下一部手机绝对不买曲面屏了
不是都说了扬声器在听筒了吗
商业高级内味
4999美元
这个素皮还挺好看的
正宗四筒~~~~~
这个曲面还行，没有以前夸张
感觉不如我的白色40Pro好看
100
黑色挺好看
梦回mate30
这个黑色好看啊
卧槽高级
这好看？
100
老年机
右下角40瞩目
哈哈哈
99
原厂膜也不错
黑色还行
老年机
老板，来一个
有一说一这风格确实不太适合年轻人
拉满
一真三假
mate20pro    感觉到了
开个机吧
30没有
黑色真的好看
90
好像冰墩墩
90
人家提早就拿到机器了 签的有保密协议
80
20pro  yyds
yyds
全是水军
小米送塑料壳被喷了好久
60
红米note9pro
114514
这很苹果
这华为旗舰不也是清水壳吗
直屏党劝退
90
0
曲面是最反智的设计
手持mate20PRO观看
曲面爽，我mt40p
算了，这壳扔了吧
68
40也有
蜂窝煤
这难道是个单扬声器？？？
刘海屏差评
排面
就从这后盖的辨识度，这不比mate40好看
快，抽我
2.3万
不环保！
70
极不先进的C口耳机
再也不会买素皮了，找不到手机壳
60
单？扬声器
真好看草
这纹理不均匀啊，质检需要再加强
98
好看，但是还是我手里的40pro更好看哈哈
我的17年发布的mate10还能再战几年
冰墩墩
帅
素皮？
96
好看！
你怎么还12su即视感呢，说反了吧
劝退
80
有点好看
还得是黑色
50
打扰了
不如白m40
70
好看
加油
可以  好看，应该是目前前置屏幕最佳设计了
快快快
还是黑色好看
120
怎么这么快就可以开箱啦
土
浴霸
素皮就是有质感
还是黑色好看
有点像30
清水套到手就扔
我媳妇儿说要换手机，说换苹果，我直接就给她捶了一顿！
就这
好看个p啊这弹幕
100
不如aochua好看
不环保“doge”
就我觉得一般吗
很有辨识度
帅帅帅
右下角的夏日胡杨能送我吗 我是学生～
大弧度不好
真不行
96
一片黑有啥好说的，上来就高级，哪看得出来
这比宣传图好看啊
真的很喜欢
90
​mate5​0 pro很好，所以我选择小米12s ultra
85
不如小米？可笑
这么快
？
刘海屏就离谱
海外便宜？
弹幕这一群都是啥情况？
我20Pro感觉一模一样
我怎么音画不同步
开个只因
那岩带的Oppo watch 吗
充电器回归了
不喜欢曲面
90
这不和20Pro一样啊
圆周率后十五位
比药丸强
好帅卧槽
高情商：很顺滑，低情商：没有阻尼
米泰：不过如此
90
100分，太优秀了
皮皱了
2分
是清水套
卧槽，好看啊
买苹果泄露国家信息
厉害厉害
外观比不上自家40
不如40好看
快
不环保
不重个屁
还是比星环差点
这还行啊
不环保
小米吗
10
标准版在哪里？
明明没有上一代好看
学谁不好，学什么刘海屏
高级？
为啥听筒不隐藏起来
这大刘海哈哈哈
可以呀我靠
99
单扬声器？
塑料
还是好看
100
这刘海？
好廉价哈哈哈哈哈哈
相对mate20的扬声器就不太熟悉了
〇   ——   〇
好看
这边框没质感啊
为什么商标那里有点鼓
快点开售吧
背面好看
85
100
这边框可ui
单扬声器
真的好看诶
排面
三星s7既视感 大曲面被三星淘汰掉多久了
100+
苏坡掐颈
商务范拉满
不会省美疲劳吗
祖传66W
漂亮
祖传大圆环
还得是老那
到现在都还没解决下巴吗？？？
标准一那米
劝退
刘海加曲面简直难以接受！！
比小米12su克制好多呀
没人?
有充电器，不够环保！
我不要那个卡可以优惠500吗
8
这设计还不如30
12su既视感
左轮形镜头
哪里好看？
华为松山湖总部啊
说清水壳这个槽点的就只能是蓝厂用户了，黑完小米黑华为
这刘海你说2019年新品我都信，苹果扔了你又捡回来
笑死，小米12u和这台差不多外观都说华为好看
梦回mate20
np
卧槽，好看
黑屏都很好看
0
抽2
这辈子都不想买曲面的了
100
标准版直屏
60
不好贴膜
曲面误触很厉害
好看
好看
是双羊
5000美元
不环保。。。
不要曲面屏
大嘴还得去昆仑山上挖玻璃
21
1
商务风拉满
powered by Harmony OS
不环保，不买（狗头保命）
10
标准的99厘米，听着想笑
插错又如何
好看吗
羊生气
。＿   。
苹果用户有个疑问 为什么安卓厂商都会送手机壳呢？
浴霸
带充电器，好评！！！
像山寨机的包装档次
牛逼
？？？啥时候的发布会？
这个好看
60
50
还是黑色好看
为什么不是祖传的一米
刘海？
好看
啊啊啊啊啊啊啊
哈哈，都是水军在喷
100
很好，很不环保
没办法40赢太多
80
75
水军来这么早
旗舰肯定双扬
40卖不出去返厂重新打造？改成50再卖？
弹幕是刷的？
黑色最好看
排面
瓢虫设计感
好看，还是素皮有质感
50
单扬声器？
主体不是刚才介绍完了吗？
100
我劝你别买，我买你别劝
好看啊
用到8+已经符合预期了
看看
100
我的红色电源键呢？
(O▁O)
95
90，不如我40pro好看
太有质感了
越看越好看了，完了
100
没3.5
每个up颜色都不一样
外观着实是退步了
这个壳拉低了整个手机的质感
最喜欢的一集
苹果就这样，咋不说，是4年前的
不相信我们，防君子
65
不要刘海
啥都不让说
瑶瑶领先
等降价就买
O  ===  O
100
漂亮
40
小米过来学学什么叫高级感
100
90
复古造型
100
70
i12pm:能假装自己是m50啦
1.8万人
不环保
号商务
100
100
半斤
刘海
100
4两
高级
浴霸设计
没有立体双扬声器？
蛮好看啊的
没双扬？
黑的是最帅的
爵士卡
越看越好看
70
没有我mate40 pro好看
100
对称扬声器没了
年入100万以下，镇不住这商务气质
不带壳镜头玻璃就等着被划吧
贴膜的累死
真漂亮
没创新精神呢
颇有回味的大刘海（滑稽）
mate 20pro 加大版
没区别
95
90
手持mate 30，看着差不多呀
及其对称
不制裁了？
等深度测试了
99
单扬声器？
这边框塑料感也太明显了
感觉拿来打游戏有些许突兀
快
不要洗锅
冰墩墩
没耳机了
竟然有充电器了？
像极了magic 4
极不环保
好看
iPhone x
50
不错了
确实好看
没有红色电源键了嘛
mate30pro是巅峰
40的摄像头模组yyds
四桶
85
至少比我我的祖传苹果20w强两倍多
商务高端感
都没说运存
100
老板快乐机
好轻
1.8万人
高级感还得是华为
四筒
感觉银色好看，年轻
。—。
真快
窒息刘海
华为不让说
讲个笑话，雷军清水壳都开始不送了
《熟悉的充电器》
20Pro还可以再战
好看
1500元爱国费
●  ——  ●
啥也没看到呢就这么多水军，这得花多少钱啊
六安可还行
快啊
红米note9既视感
100
这一集很严肃。
好看啊
好帅的背面
像18年的产品
好漂亮啊
我还以为没充电器
祖传红外好评
没40好看
是你吗 冰墩墩？
90
浴霸。。
100
k30pro！！！
100
我知道了，是华米。
66666
我觉得华为Mate 30的质感就很好
报看
单扬声器啊
苏珊
厉害了
●    一    ●
很轻了
梦回苹果？
竟然取消了竟然取消红色电源键竟然取消红色电源键
100
荣耀都100w了 你这有点拉啊
这刘海
70
没有40好看
k30pro？？
带壳的mate40
一那米
100
0
66都祖传？
跟荣耀一模一样的线跟充电头
还没有小米12u好看
90
哇哦
黑色的好看，其他的算了
宝你真快
充标准版的40，不带pro的那款，相信我
双扬???
看着真高级啊设计
好看啊
96
圆的就是抄，笑死了
土了吧唧的
100
企业文化
高级感
荣耀也是橙色哈哈
三万人同时观看这么多人
清水套
100
见外了
有点重
这刘海怎么没人喷？
卧槽，一股子千元机的味道
95
90分
重量还好.
8848
100
这也能成高端的卖点了
高级
哇，太漂亮了
85
梦回mate30
红米k30
素皮比玻璃的好看
就这一个，年底买了
80吧，我还是觉得我手里的40更好看
100
8848钛金手机
哎，耳机孔没了
黑色真的好看
不喜欢这么大曲面的
快
怎么感觉就脏了
O — O
谷歌可以用的，小红书上有教程
40分
肯定是提前送来评测了
单扬声
没有双扬么呜呜
好看
d
你从哪看见的星环
商务风拉满
20
1
不如星环
不错挺好看的
未来科技
耳机呢
不如40
瀑布屏配大刘海，简直了
40秒了
75
莱卡没了
3
C8813
100
这个设计有点儿复古啊
好对称，强迫症爱了。
这个权益哪代都有
好看好看
握草有充电器
比白色更高级
黑色好看
感觉黑的比白的好看
清水套 赶紧开喷
100
200倍变焦
做高端质感，国产还得是华为
0
海外用户用不了
好看
没我的k40好看
有颗镜头有点特别
100
？
0
看来是我的审美跟不上时代了，满屏弹幕全是好看
漂亮
可以
·-·
不是双扬声器
你们都整点发的？
苹果58分
还是挺漂亮的
巴黎纹路
莱卡标呢
这个是金边
正面bucuo
屏幕看着挺对称，对于习惯刘海屏的我感觉还行
排面
非黑色78
白不环保 不买
顶部听筒和扬声器二合一啊，没见过么
感觉黑色挺好的，白色应该摄像头位置也是黑的
这弹幕什么情况
。。。这弹幕
肯定双扬声器啊  和苹果方案一样放听筒
才66w
单扬声器？
经典K30
哈哈比我XS2轻点，好评
不环保
7
2万+人
华为审美是真无敌
满分！！！！
70
95
001
4年前的很宽。。。。
这个好像一直有吧？nova系列里面也有吧
这个好看
红米K30u
是挺好看的，对称
就我觉得没有12su好看嘛
有总比没有好
一直就是红线
红米K30U
不环保
祖传66
哇哦
80
100
红米K30U
看着和mate30pro没太大区别哈哈
标就够了
没人说话呢
吹设计的我实在绷不住了
logo那儿是不是凸出来了点，我天没看错吧我
双十一，准备下手
90
怎么弹幕全刷新了
弃手机，食卡
这个看起来比发布会好看
0-0
瞬间掉价
土豪男
60
10
卧槽，这高级感
k30PRO
没有mate40pro惊艳
耳机没了，你们有没有注意到
还没oppo ace2好看
可惜全面屏
○ ― ○
抽我
40PRO永远的神
99
抽我
比mate40差太多了
○ ―― ○
98
好看呀
极其不环保
99
100
和40系边框一毛一样
抽我
2W
奥特曼吗
华为13proMax
没有mate4o
50
小米？？？
100分
都没见过听筒双扬是吗？
不环保了？
那岩帅雅
没人说清水套了？
漂亮
这刘海又没人喷了？？？
黑色还不错
半斤啊
木有耳机孔了吗
90分
送清水套咋没人说了
坤仑玻璃
开始骂清水壳吧
默默的看了下手里的M40P 真香
后背没惊喜，给90
500卡上一代40也有，但是没去用，个人觉得没啥用。
这保护壳不如不送，太捞了
90
80
100
^{ↀ▃ↀ}^
90
来宽边框
不错
不环保！
梦回mate20pro
一般吧
不环保
101
堵什么，这不就生分了吗
100
荣耀姿态
这么见外?
摄像头有点接受不了。
少了双扬声器啊？
不愧是营销家（doge）
大家好，他是那岩
1
说40好看我支持，50这哪儿好看啦？
60分，只能算勉强及格
mate20也是这个设计但是没有天线分隔
遥遥领先
学小米的不是高级黑?
这有什么好吹的？和隔壁友商不是差不多么
100
哈哈哈  本来都笑小米12su
高情商：很有年代感，低情商：不就四年前的样子
山寨机的感觉
90
四饼
和荣耀30p40pro差不多嘛
12ultra
12su
什么mate20pro
没有外星科技
红外及其先进
100分，华为真机永远比渲染图好看
千元机
套了壳好廉价，还是不套好
和荣耀30pro区别不大
好多评测都是15:30分统一发动态嘛
见外了
5g还是有用的
上方没有扬声器开孔？
后背120，前脸80
祖传一那米
●―●
没30，40好看，不买了
这有什么好看？
60
除了摄像模组挺好看的
不如华为
不愧是秒男
爱了
高级感
换个标跟小米没什么区别
瀑布屏？？？？？？？？？？不会吧，等了2年，还是瀑布屏
刘海屏劝退
o—o
单扬声器？
不如40好看
高级
黑色素皮应该是最好看的了吧？
最重要的是 镜头不是很突出
一般般相比40略有后退
苹果这些年有变化？
跨越山海，终见曙光
mate20Pro
听筒双扬声器，梦回2018
66w差点意思
看着咋这么厚大
黑色90
你们有审美吗？  还真好看
手持22u都觉得华为yongxin
牛逼
哪来这么多水军
99我的40才是100
85
真的帅
帅
好看
高级
便宜点我好换机啊
跟30好像
背面没渲染图好看
哇偶哇偶
评测熬夜出吗
苹果没创新，没抄的方向了
100
快男
给充电器了
为什么要这么大刘海。。。这不是退步？
真磕碜
88
100
有一说一，不如mate40系列好看
这质感
极不环保
mate20pro既视感
目测有不等宽的下巴
90
不环保！！
iPhone
mate30升级版
苹果改华为，华为改苹果？？？
100
150
0-0
是双扬声器不要再问了
101
小黑子
“坤”仑
不如30
要是买3千我打满分，卖7千我打60分
快送了
好看？？有特点吗？看个正面就刷
带上这壳，跟山寨华为手机一样
快
可以
lumia1520!!
双扬声器，继承在听筒里
这么高端的机器就送一个清水壳啊？
摄像头单独开孔一般，一体感不强
黑色比银色好看
微曲面了
友情提示：看清洞洞，别捅错了！［.jpg］
。—    。
害挺好看
不环保
质感拉满了
怕散热不好
质感绝了呀
还没亮屏就好看，刷早点了吧
啥用没有卡
擦 充电器
这也太不环保了阿（doge
好看
000
90
没有极为先进的3.5mm接口
镜头大了好多
太不环保了，要多学iPhone坚持环保
做低调越好
500？
黑色真好看
不如40一根毛
人傻；额
见外了
不环保啊哈哈哈哈哈哈哈哈哈哈哈哈好
不环保
清水壳不行
还得是你啊
99
50
不环保
又是曲面屏
75
0
不环保
松山湖底还有多少麒麟？
果然不是亲儿子，没有纯红色电源键
不环保
o     ⊂⊃     o
80
我的评价是：不环保
这么多人摸鱼吗
不明白为什么不上双杨啊。。好气人
不环保
78
快快快
曲面屏好评
曲面屏扣分
双扬都不给。。制裁了？
曲面屏好评
40更好看
等我三十多了我肯定喜欢
没有双扬声器
请问是否支持5G
早就收到了，也早就拍好了，华为没公布他们不让发，签了协议的
那还不是仿天然纹理，难道自然界存在这种材料？
这。。。感觉没12su好看
1.9w＋
华为把颜值这块拿捏的死死地
吧？
熟悉的手势
来卡呢
太不环保了
90
汗手表示 这个素皮不套壳都不敢用
不是我说背面还是打不过mate40。
0
终于等到了为啥没有保时捷版的开箱呢
这素皮好好看
苏坡茶几
对味了！
0
90
mate30PRO MAX
还不错
mate40p真的是颜值巅峰
还是黑色的好看
不如12u
单扬声器嘛？？？？？？？
100
四筒 要不起
这还没点亮呢就好看
开头我以为是XMAGE
支持5G吗
正面小米note2
快男
？？？？刘海？
为半今
浴霸
其他品牌4
大部分仅限新用户领取
"woc,牛逼"
背面一亮过来
单一硬件不影响用户体验
黑色的好看啊
他眼里有光！
诶，我的红按钮呢
99
6
卧槽，黑色这两个好看，其他三个颜色镜头跟背面太不和谐了
50
顶部扬声器开口没了，集成听筒了（悲）
00
好看
快
爵士人生
离学校几公里
8848
不信任我们啊
666
黑色比白的好看50
一下子就变得劣质了
背面真爽
主要是这个大圆盘
我愿称你为b站快男
质感好但没40好看
想要
后壳质感真差
80
79
没有12su好看
1
1
老年机即视感
屏幕还抽奖吗？我的40到现在还绿的难受。
把手给我拿开
非常普通
还得是华为 高级感拉满哈哈哈
把手给我拿来
外观不如40 Pro
这么高端的手机怎么就一清水壳啊
O --- O
高情商复古设计
黑色超出我的想象
没点亮咋看出好看的，有啥区别
劝退
有呼吸灯么？
90
你TM没地方黑了吗，华为500元权益礼包一直都是这样啊
不要这个卡便宜五百行不行
好久可以买到机器
可我还是喜欢瀑布屏。，，
太不环保了
啊钱啊啊啊啊啊这质感还得看华为
银色感觉是颜值垫底
这重量很不错啊
好好看
噗，山寨机
这版黑色最好看。
不环保
就这？
这手机买4999我觉得可以
好廉价的感觉…
50系列也就黑色还可以了
这太可以了
黑色该赢
双扬声器没了吗？
有没有有线耳机孔啊
是120赫兹。只是不支持可变刷新率。
好看
纳言多久没洗头了 肩膀都是头皮屑
山寨机的味道
不是双扬声器？
隐私通话咋样
99米
99，爷的瀑布屏没了
溢价2000
不环保呀（狗头）
还有数据线和充电器我真的哭死
99
60
橙色不是小米？
什么冰墩墩2333
搞这个干嘛呀
好看是真好看
没5g在好看也不买
真机比渲染图好看太多了。
应该是听筒双扬声器
有点可爱
战损风格6
今年是什么年份？什么？2022？
好看的
好看赶紧换
性能咋样
黑色的还可以，银色的是真的比不了40的白色。
背板好看，镜头一般
红色电源键呢？
再贴个膜半斤
真像20por啊
充电器卧槽
红外线，太先进了
钟文泽是银的你是黑的
拉夸了
莱卡没了
瀑布屏真爱粉的眼泪
〇   ——   〇
0
是四年前
听筒双扬声器？
6666666
缝隙太大了
玩不了游戏
好多头屑
99
太商务了
立减500！
又是弧面屏
200
好看
80，因为40p太好看了
笑话苹果刘海屏 结果自己用了好几年
70
11
这个黑色真好看，比银色好看。
扬声器上面也有
背面不如40 
漂亮
刘海？
我套，这质感拉满了，好看
清水壳还是取消吧
100
100
习惯了88度的30P了、如果以后能继续出88度曲面的、加上音量实体键、买爆！
刀不错
高级
你买我推荐我买我不买
0
想看看霞光什么样
梦回mate20 pro
梦回2018
好轻
比40p轻
实机好看哎
海外用户并不想用
《昆仑玻璃》
防谁呢？
还是这款好看，紫色太拉了
比银色好看多了
曲面屏不都是这样 
黑色好看
小米12SU说谁呢
惊艳啊
没有耳机了呀
果然 黑色永远比白色好太多 高端沉稳
我靠真机比渲染图好看这么多吗
90
四个超大摄像头
开个机吧
牛蛙这么快
苏坡掐颈
单扬声器
nb
安卓手机厂商，好好看看，这才叫旗舰设计！！！！
快充也被制裁了么。。。
2万+ 正在观看！！！
真好看
都昆仑玻璃了还什么贴膜
高级
这不环保
帅啊
快男
没有40系列好看
这壳太拉了
帅啊
这速度，快！
80
刘海太长了
不如星环啊
同侧劝退
我就问你为什么，我的P50PRO没有充电器！！！！
90
100
都有
你们看发布会没就在这喷单扬声器，刘海里有个扬声器，所以是双扬声器​
有点惊艳
两万兄弟一起看
好看，可是是4g
很有年代感
求生者匕首｜大马士革钢
哈哈哈哈哈哈哈
很有质感，感觉像商务大佬
是不是没有红外了
tm，王巨龙就是自己作的怪谁？
不应该送保护壳的
环保
高端腕表的感觉耶
还是瀑布屏吗
华果
40分
8848
买爆
这个我不要能不能直接便宜500doge
mate30
出厂自带贴膜
刘海
高情商顺滑低情商没阻尼
刘海明显可以再窄一些
视频早就录好了，发布会已结束就可以发了
好看啊
卧槽，这么快
四镜头大圆环的设计好看？眼睛可以捐了，明显不如上代吧
正面50好看，背面40好看
这个6799起步啊，不是4999
100
指纹收集器
曲面劝退
两W人在看
30的前脸40的背后
半斤
先把康宁干了？
100
100
99
0
0
10分
真不错
冰墩墩！
RYYB回归
那岩，可爱捏
顶部没喇叭吗？
95
为啥华为老是不喜欢用菊花标
刚看完发布会
