刚刚  热乎
你的塞壬太文静啦
不像。。。
像啊，很像啊
修复版4k吉巴罗
为什么我想笑
差了点  还不够脏
觉得一毛一样哎！
其实有金面具
这个像
开掉san 值了
瞳孔地震
真的有这么大的眼睛吗
真的太不错了，不过她好像有点红色眼睛
我趣好像
小菲额！
手好巧啊！
哇
姐姐你真的像
放不开
不像啊
不聪明的样子
金角大王？
甚至感觉更美
整洁导致呆气
样子最像，气质十万八千里，总结朋友说的对
可怕可怕
不够像
不像 很呆
已经开始像了
一模一样诶！
我感觉颧骨其实可以再突出一点
汗毛竖起来了
姐姐眼睛比原来的大
拿捏
点右上角三个点可以投币
皮肤好好
皮肤好好
好可怕啊卧槽 不过好像啊
像啊
全网最像
厉害
up好稳啊
哇塞
up的眼睛好看
眼睛是真的像
沿虚线剪开
喔喔喔喔
太想了太像了
差个美瞳
太帅了
你不要过来！！！
太好看了 超还原！！！
突然想笑
现在美妆区都这么卷了吗
我靠真的像
别蹭了好吗？
爱死机！
我一键三连了
说像的...
再狰狞点就更还原了
我已经开始掉san值了
嘴唇亮片有点大
已经开始像了
？？？
真的好像！！
代入感很强，我已经拿着剑开始砍人了
太像了
可怜，黑眼圈都出来了
最像的一个
一个晚上不睡觉。
哇塞
好像
凹陷的脸呢？
很棒！
真的很棒，UP！
差个鼻环
。。。。。笑死了
好吓人
你这表情光顾美了有点可惜
其实她的脸就是这种银色很多仿妆化的都很金
相差十万八千里，完全不像
一键三连！
这大眼睛
可以用糖果代替
眼球的血丝咋搞出来的？熬夜。。。？
好像杨蓉！
这样的女友你几点回家（狗头）
有金属感了
“粗糙”
好厉害！！！
甘道夫之路
吓人是不对地
卧槽我死了
牛逼。。。
僵尸新娘？
好像僵尸新娘
这个是真的像
不太像
我做了个听力测试，就被推荐到这来了，耳朵不好但眼睛不瞎好吗，我喜欢第一季。
今晚来陪我，让你爱个够
一模一样
.........
非常对
已经像了哈哈哈
回到人间了我，感谢自动重新播放功能
为什么都拿那幕夜里反光的场景来仿妆。。。。
口红可以改一改
太美了
卧槽red virgin soil
全身的呢？
好搞笑
眼神不一样
没有那种疯狂的感觉
好像蔡依林啊
调个色会更像
这塞壬被吉巴罗玩坏了吧？
吓到我了
牛！
有点像张天爱
因为只有那张是清晰正脸
太像了！！！
好牛哇
太绝了
太像了吧
简直神还原
嗯...痛失网名
眼白太白
好呆滞
不像
怕哈哈哈哈
有点憨憨的样子咋回事
好强
几拔
不像啊
手好稳！
看了其他博主的视频，我最后还是觉得这个博主最像
几什么？？？
好像！
额....
不是残破，是手绘笔刷的笔触感，所以不能吧轮廓描的太细致
？？
不像
好像真的好像！！！
这皮肤也太好了
不是很像
一个比一个。。
已经开始像了！
不用瞪眼睛
这下眼白像绝了
妹妹加油好棒
拜拜塞壬，祝我中考过过过
这不是簪娘小礼包铜片吗
并不
天赋
死为啥不用汉字呢用si
惊悚
都给我卷起来！
你是抄了动画制作人的手稿吧（doge）
哇 是真的像
好吓人
你不要过来啊！！
眼神不像
什么幸存者偏差(爆笑
有点吓人
。。
什么巴？
一般般 说实话
有点
拉夸
怎么眼神傻傻的
离像差了十万八千里 宝儿眼神再努力努力吧
原版的眼神充满野性，而up主的眼神像是为了睁眼而睁眼。不过妆容和造型已经很棒了
卧槽
道具制作牛逼啊
不张大嘴没灵魂
牙不像啊
为什么不火
最像的
假发假了点
不像
爱 死亡和机器人
眼神完全不像
粗糙了些
他们只会夸你快更，而我只关心你又没有好好休息，答应我累不死就请继续好吗？
瞪眼反而不像了说实话感觉怪怪的
好美 
特惊悚
这个眼神就不像
前面的，是塞壬，吉巴罗是男主
很像
吓人捏
目前仿妆最有灵魂
寒王
感觉像是山寨的，不过已经很不错啦
三连啦
亲，鼻环呢
你不要过来啊
这个嘴啊啊啊啊
不带美瞳？
这个眼神确实
我好怕
感觉妆容差一点金属感
感觉放不开
要不要戴个黑色美瞳
赞赞赞
服造很还原，但是但是表情还是太呆了((
很用心了，不过还是差点味
哈哈哈好痴呆我都不怕了
真的很像
天呐
我趣本尊
感觉妆面笔触粗糙一点，更有原片那种手绘又真实的感觉
杨蓉?
太强了我敲
up是不是忘了打腮红了
退，退退
噢No，为什么要我大晚上刷到…
牛批
好像
羡慕吧，晚上刷到的
《没有技巧》
已经像了
在加点闪！
好用心啊
喷漆再怎么样也要买个n95口罩吧
那是塞壬啊我服了 吉巴罗是男主的名字 到底看过没啊
很像但是眼神一点呆
牛
卧槽真的像
这绝对很像了，尤其是眼睛
好吓人啊
并不像..
很用心，但是感觉不太对
看起来好脏
很用心，但感觉不太对
眼睛不像
像第一季被枪杀循环的那个女主
好用心啊
已经香了
好像阿！！
感觉开了吉巴罗的男友滤镜
我宣布全网最像就是up主了！
wc
好像蔡依林
长相想，眼神像，but这个皮肤质感真的很难还原
爱死机好好看真的
疯狂肝到半夜，所以给自己画个黑眼圈
蔡依林
李老三
李老四
哦豁
噢哟哟
李老四
好像蔡依林
带个美瞳更像
吉普赛人的感觉
很用心，妆容也很像，就是神情不太像
我啊草
刘海可以再短一点
不像
掉san了 对味儿了
奈飞打钱
我认为是最还原的了
就硬吹是吧
闲的蛋疼
太辛苦了up
好呆啊
所以说她就是你演的吧
有点儿吓人呀
已经吓尿
金子还是少了点
《宁静》
眼神不像，造型像
就只是纯粹的好看，没有灵魂
吓人
好看不像了
感觉和原版差点意思没那么吓人
？
最像的了！
卧槽
笑死，吉巴罗是男主聋人骑士的名字啊救命！女妖叫塞壬
牛B，我想爱你
要是眼睛再弄个美瞳就好了
神态不像
有那味确实吓到我了
这个是最像的
不像是因为你刘海太长了
吃个香蕉压压惊
这样打光就像啦
装清纯脸版
恐怖片
装那个什么，A与C之间
爱死机，第三季？？？
不像
妈耶
你怎么不叫？
我再说一遍，吉巴罗是爱死机里面的战士，塞壬才是那个女妖
好美啊。。
真的好像啊啊啊啊啊
厄运走开
真的c
太像了，牛
怎么就不像了，你定义的像是克隆出来的那种像吗，杠精哪都有真是
吓死我了
不行不行
更美了
吉……什么罗？
额
贴了怎么拆下来穿啊，衣服的首饰
感觉就是原版吧，太像了
是你去演的吧
服装和妆真的完全不行，是因为防的少吗？这么多赞
《毫无功底》
我在另一个视频里也听过这个文案
…额…
好吓人
神态完全不像
不能硬夸，这个确实很厉害，但还是差点火候
好厉害啊啊啊啊啊
！？本妖吧
眼神好像
吉巴罗本罗
缺个鼻环
脸上的环
眼睛都红了
先穿服装啊
真的很像吗？
很像第一季的目击者
因为她泡在水里吧 妆面就比较脏
缺个大直径美瞳哈哈哈
无感
wc
我记得女妖不是带了个面具吗？
觉醒了，是开篇见到那位
wc
好恐怖
大半夜吓到我了
妆容最像结合其他手工区up制作的头冠和服式应该就是吉巴罗本罗了
【   给  我  肾】
摄像头要是没有那么清晰就更像了哈哈
赢在起跑线了属于是，这眼睛就够像了
觉得这是最用心的！！！！好漂亮！！！
不像
皮肤很好
差个美瞳
这个嘴开始掉san
眼神不够野，
《毫无功底》
确实像！
你不要过来啊!
为啥我看着想笑
应该打暖光
应该打暖光
因为那里最亮能看清
由于太高清了吗
同款窗帘！哈哈哈哈哈
我也觉得差点意思
和其他po猪比起来还差点
！这里像
确实很像第一季的目击者，可以出个联动
超像的啊
这张最像！！！
卧槽
太像了
就这里好看点
欣赏不了
像啊！很像啊！！（赞赏）
这个嘴唇让我恐惧
你们有谁发现到后面加了个
差点金属感
女妖叫塞壬
哪来的这么多金银财宝 
应该是“但l
这妆还舍得卸吗
有那样了
不像
你什么意思？
眼神有点呆傻
好像啊
这个好好，有些就把眼睛弄成俩白圈脸是铜色贼像熊猫反色……
有点不像的原因大概是眼白不脏？
嘴唇这个可太还原了
你比较像鬼
什么罗
缺少腮红，还应该再脏一点
san值狂掉
这是最像的了
这个装好难看。
感觉没有另一个up主那么像
姐姐好用心！！！！
莫名像红皇后（笑）
其他的都好，就是头发不像。
哈哈哈哈哈
好像！！！就是少了个鼻环（狗头）
奇怪
奇奇怪怪
嘴巴不像。
我觉得像宁静
其实应该是戴面具
好牛逼啊
这个像吴谨言的最像
《不要太精致》
原版就是诡异的那种
哇哦(・◇・)好像
吉巴罗本罗了
其实是脸上应该有一个金面具
""
