飛踢需要紅色燃火特效！
哇
好大的胸
你tm劈我瓜是吧
哇！好大的坤坤嗄
帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅帅
6 !
脖子好短阿 不够长阿
贺，雷欧～！
放屁不顾报吧DOG
好家伙，真能踢
我去，好帅啊
熊，它为什么这么大……！
太帅了
麻麻滴，幸亏劳资身上没长什么奇怪的东西
中二病
太帅了这飞踢
太帅了
我曹
卧槽，练过的？
牛啊，摄像角度也可以
完全一致
卧槽，好大，好喜欢那坨肉
帅！！！！！
拉链破防了
卧槽
帅啊
帅
这里感觉裆有点紧
令郎胸肌为何如此雄壮？我
谢谢你泰罗
好帅气啊！！！！！！
通用电气
有那味了
迷之突起
雷欧~
令郎的胸肌为何如此发达
所以毕业照呢？
这夜太帅了
好大一张饼脸
雷欧？经典
bcbccbcbbc
永远爱雷欧
确实帅
哎呀
感觉头的质感一般
真帅
你在这里站着，我去开辆吉普车
特效呢？？？
四川大学
退！退！退！
卧槽 这个也会 帅的啊
剪辑专业啊
有没有可能披风里红色的才是漏在外面的???
真帅呀！
太帅啦！
他的脸好苍白
飞踢帅啊
据说穿皮套和在岸上穿泳衣一样。要是太阳大一点的话会很热。
咿呀！！！！！！！！！！！！！！！！！！！！！！！！
帅
杀了叛徒阿斯特拉
女生？
宇宙拳法的祖师爷！泽塔的祖师爷！
帅飞了
帅帅帅
太帅了！！！！
很难不苟同
咿呀
这个飞踢！！！
有东西的啊
《衣服》
可以啊练家子
为啥雷欧脸有点金刚狼的感觉
帅啊
相当可以
皮裤上身
怎么有个黑龙江卫视的台标？
这胸肌过分了啊
中二行为大型鉴赏现场
牛牛牛
雷欧飞踢！！你币有啦！！
帅啊！
这不来个雷欧飞踢过过场？
确实帅
雷欧真帅
我的个乖乖，你不热嘛？
棒棒
雷欧雷欧
好
这个飞踢。。
弹跳力惊人
你好蜘蛛侠！
你劈我干啥
帅啊
坏了，让这小子买到真的了
这不露脸就不会社死
动作真的好标准啊，赞了赞了
不知道放屁会不会鼓包
坏了我成兽了
骑士踢
谢谢你，雷击
我来接这一脚
帅！！！！！
飞！！
帅呆了，少年
皮套有点新。。。不太像雷欧
哈哈哈哈哈哈哈哈哈哈哈
武力值飙到10000
狮子！！
帅炸了
有东西的呀
牛逼
皮套质量好高
脸咋有点黑哈哈哈
雷欧酷帅啦
这得有多大的勇气啊
真帅
雷欧披风是奥王给的，和奥王一个色，没错
您就是二家本辰巳老师本人？
？？？
谢谢你，戴拿
好帅！
乍眼一看还以为肚子上的是肥字…
色差
nb
壮
超
我就说奥特曼是真的吧
卧槽好专业！
这个雷欧的胸肌是不是过大了
就是说有没有一天你突然发现你当初应该留一张在地球上召唤人的照片的
经典红床单
赛罗：技术操作20
这身材可以啊
666
吔
帅
日系男孩
哈哈哈
dbq我好像知道这是在哪了
放屁会不会散不出来
这皮套也太逼真了
帅啊!
这也打码?
只能参加两分钟四十秒毕业典礼的毕业生
皮皱了
皮裤放屁鼓包
孔
狮子
Leo！！！
雷欧不能太干净哈哈哈缺了点质感
加特效
胸肌怎么发达
lion！
丰源
味儿太冲了
哈哈哈哈哈哈哈哈哈
太tm帅了
雷欧飞踢
你关掉镜头后捡披风的样子真的很狼狈
你好帅！！！！
皮套好干净
危 险 的 起 手 式
谢谢你，泰罗
雷欧
得亏我是社恐
是个狼火
成就梦想
成就梦想
你和酸梨大王什么关系
啊啊啊啊啊啊啊帅啊！！！
666
太帅了！银角大王
6
哥哥们现在情况紧急，把叛徒阿斯特拉杀了吧
这个脸有点黑啊。
买到真的了？ 求链接
牛
劈我摄像头？你等会，我去开个吉普车
室外裸奔
卧槽，帅！
雷欧尼桑！！！！！！！！！！！
"So big, brother."
狮子！！！！！
我哭了呀，原来世界上真的有光
专业
一一一一一一一一一一一一一雷欧一一一一一一一一
帅啊啊啊啊啊
毕业典礼上最靓的仔
危险的起手式
毕业了直接就疯了是吧
令郎的胸肌实在浮夸
专业！！
？？
这是真的！！！！！
哇
还好脸蒙住了，没人知道你是谁，否则社死吧
帅
卧槽
焯
鞋子上的拉链太出戏了
帅
雷欧！
差点没把我李宁干开线了
卧槽
有内味了
卧槽，有技术含量啊
我超，有点帅啊
帅炸了啊
是雷欧是雷欧
谢谢你盖亚
很好很精神
打破1999惨案
帅炸了！
毕业季就是穿着有点热
放屁会鼓包吗
臂环细节
大狮子！
up胸肌好大啊
差点忘了是up！
我超全场焦点
n
每周必看
想和雷欧做
卧槽哪里买的
我也想要！！！！！！！！！111
欧内的手
跳早呢操
这是个小姐姐吧
海底针
有内味
凤源，我和队长开着吉普来找你玩了!
现在情况紧急
五倍楷模
黑龙江卫视
雷欧！
卧槽
帅呀宝贝
别秀了，你已经湿透了，不要捂出痱子
令郎的胸肌为何如此浮夸？
手脚颜色不一样
有那味了
帅爆了
帅
昭和男儿威武！！
别踢老子！
币有！
太帅了
LEO！！！
嚯
为什么没有红光特效！！！
皮皱了
成都成就梦想
最帅的狮子 雷欧
成都成就梦想
了te
雷欧直接三连
视频都打水印
好帅的巴巴尔
让你买到真的了
令郎的胸肌为何如此浮夸
确实帅
这也太帅了
“衣服”
帅
迪迦
我错！专业的帅！
雷欧！
好肥
确实帅，可为什么你们能拍毕业照
雷欧就是帅啊
卧槽
我超 帅
确实帅！
奥特鼓包
牛
雷欧雷欧雷欧
叫啊
快叫啊
这个胸
.
成都成就梦想
自立为王是吧
666
帅的人都变成了光
卧槽 也太帅了吧
雷欧大魔王~~~~
《成都成就梦想》
有钱人
好恐怖看着
成都的学校哦
这胸肌
会鼓包吗
帅的
帅的一笔
谢谢不吃
热不热
好活
看雷欧进
狮子座的雷欧
冲这个雷欧飞踢也得给你投个币
可以啊
666
帅哭了
路上的无线梦高兴的给你投怀送抱
这身材比例可以啊
皮套太干净了不是很认可
雷欧！
男的女的
雷欧和青春哥互殴谁赢
帅啊！
帅爆！
盖亚！
每周必看
知道为什么感觉有点不对劲吗？因为太干净了建议打几个滚就很自然了
我靠那胸肌，NB
这么好的视频应该在结婚典礼上播放
好家伙，你们毕业证是奥特之王发的吧
帅呀！
谢谢你迪迦
有本事别捡回来
黑龙江电视台台标？
谢谢你泰罗
太帅了靠靠靠
确实很帅。。热吗
哈哈哈哈哈
这是母的吗，胸肌好发达
6～
l77星的狮子王
好浮夸的胸肌啊
牛逼
雷欧飞踢
这个 飞踢一模一样
雷欧粉路过
卧糟
谢谢你，雷欧
流弊
这么久了，灯怎么还没红
这个披风可太帅了
哈哈哈哈哈，有点好玩的
硬核毕业照
卧槽，这不是川大望江校区吗
卧槽好帅
帅鸭
奥特曼不吃碘盐的吗！ 这粗脖子别被拉去做鸭脖了
该不会是女生吧
出现了，出现了。雷欧飞踢
大帝！
冲这个雷欧飞踢，你币有了
libilibi
怪兽视角
练家子啊
此刻旁边应有几位穿着假面骑士皮套的骑士跃跃欲试
那世界上有光尼玛不是废话吗
放屁会鼓包吗
凤原...
牛逼
这个飞踢！！！！！
卧槽，太专业了！
雷欧就是这个体格啊我觉得很还原
这个经典的斗鸡眼，帅死了！！
6！
谢谢你，泰罗
卧槽，真的帅
小心裆～
真社牛。。。
最喜欢的奥特曼，雷欧，是真的帅
6666
好凶，不回去女生吧
女版吧
大狮子！
太帅了！
雷欧飞踢！
好帅！
令郎胸肌为何如此傲人
阿哒～
好帅
雷欧！！！！！
niubi
卧槽雷欧！！！！！
那味太正
能把皮套撑圆润的可不少见
雷欧！！！！！
太帅了太帅了
中间这一条是什么
卧槽
害怕
111
厉害啊
你三连有了
卧槽  竟有一丝丝想买的在冲动
奥王：你个外星球的奧想抢我的王位？
太帅
帅
有内味了
裤子有点卡裆
咿呀
一百混！
拍得很好啊！！！！！
大计基
有内味了
发型最帅
动作满分
就冲这一脚投币了
6
六！
卧槽！！！！！！！！！！
这要是突然开裆了，会不会很有喜感
帅
我这今天34度 佩服 热死了
羡慕啊
.
一模一样
666
hhh
音效有了，特效没开啊
币+2
优雅太优雅了
雷欧飞踢！
危险的起手式！
泰罗好帅啊！
对班主任使用雷欧飞踢
牛啊，这个动作感觉挺难的
好大的胸
好壮硕的胸肌
卧槽 这个雷欧飞踢有点帅啊！
哦，这危险的起手式
你的胳膊好短
泰罗
这一段镜头拍的很有感觉
HHHHHHHHH
破裆了
最喜欢的奥特曼，没有之一
三连了
我们穿的班服加校服裤子
第呀！
真的帅
鞋子链条
来咯
帅是帅  但是会社死
果然有雷欧飞踢！！！！
6
雷欧
谢谢你，泰罗
这不得热死
雷！欧！西！秀！
最社死的衣服
摄影师加鸡腿！！！！
感觉头要掉了哈哈哈哈
雷欧手刀
服装动作都好棒
哥哥们，现在情况紧急快把那个比我还装的雷欧杀了吧
奥特之王:你挺猖狂啊
没有蜜汁突起啊
rider kick
请这位同学从楼顶上下来！
川大？
可能不是最帅的但绝对是最亮眼的
这不是川大吗  为什么我没看到雷欧
怎么办 好担心他的皮套突然崩开
鼓起来的
卧槽！
36d
大制作呀
币有了
bgm不对
我最爱的奥特曼!!
爱了爱了
起手式
名场面视角
一模一样
好帅，如果表情再丰富点就好了(dog
身材可以
去改变世界才是要做的。
白鹤亮翅不是那样
不一定体术最强，还有的也很强
这都踢出来了NB啊
下次整个铠甲可好
这个胸肌可以……………
额滴圣剑！
。！
。！！。！。！。
！！！！！？？？？？。。。。。，，，，，
9分
帅啊
兼顾
毕业。。这是6月啊。。
热傻了= =
臂环哪来的，不是阿斯特拉的吗
牛哇牛哇
哪买的
BGM是什么啊
女人？
太帅了
让这小子装到了
有点本事啊
骑士踢
雷欧
wc太帅了
这就是最帅的！
经典脱光光
成都成就梦想
牛逼啊
狮子座雷欧
太帅啦
太帅了
6!!!!!1
咿呀～
母的？
太帅啦
难得干净的皮套
这颗大脑袋需要抛下光
帅
难道还有比这更帅的战服吗
别脱，要的就是奥特曼
你热不热啊？
这大杯
牛比
咱就说很难不赞一个
好大一坨
？
川大望江？
bb
何止最帅而且还是最贵的吧
成都成就梦想
狮子之瞳
我超真的帅
这真的太帅了
卧槽
吉普车警告
借我穿穿
光之国毕业典礼
低价？
请问一下黄桃大王是什么奥特曼？
这个up好还原哦
我爱了
我太爱了
卧槽，想要
帅的一
这个拉链有点搞了
现在情况紧急
恰
热不热？
不热吗
已投i并
已投币
成都成就梦想
咿呀
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈女奥特曼
过分了啊！！！！！！！！！！！！！！！！
阁下的胸肌为何如此夸张
我就说奥特曼是真的吧！！
厉害啊
请问有路人视角吗
拍完后：唉唉唉快快！披风很贵的！别跑！
突然就变手办了
劈怪兽啊劈我干嘛5555
真滴帅
家长：这是哪个幼儿园孩子的家长
你劈我瓜？！
有.东西
胸肌有点浮夸
拜托，雷欧皮套超帅的好吧
这需要360p拯救
360p有内味
川大 望江 
拍毕业照却对摄影师用飞踢的雷欧是屑
字太高咧
好腰
所以说，为什么人可以这么大？（doge）
好帅的艾斯奥特曼
这也太帅了8
我能想到现在丢披风有多帅，之后捡就有多狼狈
板本眼中的雷欧
什么坂本行为
woc
大狮子!
三分钟到了该变红灯了
这不是雷欧？
帅啊
牛牛牛
卧槽！！！！！！！
咿呀
谢谢你，泰罗
谢谢你 泰罗
谢谢你，太罗！
现在雷欧有灯了吗，我不是借的没有灯的吗
可以去圆古公司上班了
额滴圣剑！
雷欧飞踢！！！！！
好想笑啊
这个镜头出戏了
这个白色的线是啥？
不热吗？
不展示个雷欧飞踢
巴巴尔你好
在，飞一个？
6！
你等会把披风捡回来的动作真的很狼狈)
胸这么大，女的吗？
宁接赛文1十镖，不挨雷欧一脚
很biu准
来表演一个飞踢呗
你该怎么让人知道，照片里的这个红人是你呢？
这眼神就很智慧
臥槽
？？？
靓仔
体术流
右下式独立
帅啊！
哪儿买的
雷欧！！！
帅呀
强而有力强而有及
雷欧剧场版拍摄现场
哇擦 还真会
真不怕社死吗
我在期待什么⊙∀⊙？
怎么出现在我哔哩哔哩里，黄桃是我第一个喜欢上的女孩
嗨害嗨
我焯
你好，艾斯！
再见了，老币
这也太酷了吧
咿呀
奥特曼母校集结
我以为是学校集体毕业照
王子
人家叫雷欧不叫赛文
人家叫雷欧不叫迪迦也不叫泰罗
好嘛社死现场是吧
雷欧！
奥王的披风说扔就扔
卧槽
6～～～
大狮子！
诶
怀念望江
哎呀 劈我头上了
我特么直接三连
!!!!!!!!
大狮子
身材好棒！
每周必看
帅的帅的
请收下我的膝盖
666
衣服哪买的（doge）
这么热的天会生痱子吗
这个泰罗长的有点像雷欧
雷欧帅呀
882nggzz
热死了吧
666
一招一式有内味了
有拉链
差评，没有奥特突起（doge）
我超
帅
YI A
川大因有你而骄傲啊 哈哈哈哈
太干净了
大圣娶亲，我要买
你弟弟呢？
巴巴尔你个XXX
红刃切割
没有那声“吉呀”不是很认可
好大的胸肌哦
我来地球只办三件事
66666
哈哈哈哈雷欧啊啊啊
冲雷欧点赞了
好胖
这……
雷欧！
我是真心不想打破UP的6666粉丝
力气大到闭臂环都变形了
尝尝狮子之牙吧。
《最帅》
6！！！！
。。。
有点大啊
勒蛋吗，这个
敢不敢来个雷欧飞踢
帅不帅先不说，毕业照穿这个去拍你是不怕中暑吗
太干净了
青山不改，绿水长流，后会有期。
居然做出来了
奥特飞踢
雷欧飞踢挺难的。我21岁的时候试过一次，现在我15
doge
同学:这波不亏
这是新生代版雷欧皮套
nb！！！
可以啊
哥哥们！现在情况紧急！让我们把叛徒阿斯特拉杀了吧！
你肚子上的哈喇子咋回事，不能是标记掉漆了吧
伊呀！
《最帅》
雷欧尼桑
爷青回！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
每周必看
太干净了，没有灵魂
您这胸肌是填的吗
好帅a！！！
还有胸肌
好帅
雷欧确实帅
怎么还喘上了
好帅！！！！！
怎么那么帅啊  抄
来都闪开，我要跟他对题！
是真的！
鸡皮疙瘩掉一地
《最帅的衣服》
你这个披风 掉地上能砸死人 还乱丢
为什么胸这么大。。。
皮套有点大
这个空中踢是怎么做的？
巴巴尔星人，你这个***
巴巴尔你这个狗雑种
我大学唯一的遗憾就是没参加上毕业典礼
币有了！！！！！！！！！！！！！！！！！！！！！
好帅的赛文
有色差呀
这皮套得多少钱
太帅啦！！！！
每周必看
巴巴尔:这我熟啊
你那毕业论文是怎么回事，你那毕业证是怎么回事？[doge][doge][doge]
帅得一逼
好大
六六六
雷欧尼桑
身材比例有点像样了
帅
奥特曼大学毕业？
别拿原片骗我
雷欧！！
虽然说没有红色特效但是这一脚下去踢到超兽身上应该很疼吧，对不起我忘了超兽没有痛觉
狮子！！！
每周必看
《最帅》
格斗之王雷欧！！！！
泰罗是什么鬼？
那一年我也变成了光
那一年我也变成了光
ウルトラマンレオ
ウルトラマンレオ
梦的开始
那一年我也变成了光
太帅了
白嫖失败
那个说不是最帅的，不，没有人能帅过他了
有点专业的特摄运镜
大狮子！！！
拜托，这样超酷的
可以想象你被赛文打的时候有多狼狈
←道理我都懂！但是为什么这么大！
牛逼克拉斯
雷欧
咿呀
他把我劈了我滴妈耶
再看一遍这个危险而又帅气的起手式。
这个身材可以啊
这不是迪迦吗
川大望江？？？
882你这个gzz
《最帅》
《最帅》
马格马星人视角
把叛徒阿斯特拉杀了吧
""
