还以为我没开弹幕呢，原来我第一啊
锉刀那个笑傻我了
ohhhhhhhhhh
卧槽
桅杆
莫比迪克号？
ohhhhhhh
流弊
谢谢
看开头就猜到是白鲸号
哇
我也想知道真的船是不是这样造的…
拖鞋预订
看到胶水了502胶水
WC
莫比迪克号！！
看到这里忍不住了，必须来个三连！
能装发动机的话更好了
666666
细节
亿点点细节
我去
硬核水印
nb
不是前面那个人说蹭天官热度的想什么呢？
这么丝滑
学会了，up主在哪里买？
白胡子的
小时候要是有这个玩具，多好啊
世界之树哪买的？
老爹的大白鲸莫比迪克号
太绝了
想看黑珍珠号
牛逼
太强了
这得吃多少冰棍吖
胶水批发侠
意大利炮？
UP主，你忘记装灯了啦
没有门啊
哦！斯国一
那么怎么下船舱呢
绝了
牛哇
白胡子？
没水密隔舱
细no hi gie
硬币要保不住了
提前卧槽
左右两舷共36门炮，在风帆战舰中勉强属于五等战船
请务必让我上船
请务必让我上船
白胡子的船
老板你这船防水么（doge）
绝了
我502粘过，久了都散架了
ohhhhhh
，
梅琳号
你这么建不刷火把，会不会刷怪？
这么好的手艺，不做内构可惜了。
666
细节帝
橘子树不能少
还有草帽骷髅旗
煣以为轮
白胡子
舒克贝塔狂喜
极度舒适
海盗船
这东西能卖吗
原来这样做的
艾伦
哇哇哇哇哇哇哇哇哇哇
细节
这个细节
我要做三联有何用送给你了
极度舒适
致死量胶水
没有留一个门啊
这肯定能下水啊
标题就是老爹，还不明白
妈呀，这剪辑得疯喽
说关键能不能下水的，如果能下水，你是不是又关键能不能跑起来是吧？
天火号
大门牙
说鞋的，没看过海贼？
里面么家具
太强了
么舱门
太强了
为什么我会把“天亮”看成“头壳”？
拖孩
什么时候造个游尾郡号
歪日
一张席子够做一艘船么？
小心韩国人偷。
牛逼
新时代没有能载我的船
大拖鞋完工
强迫症必看
你这船能在宇宙飞吗
666
白胡子
我是卖手的，需要up同款手，请点赞我，两天内发货
黑鸦号
这是肝上长了个人吧
梅利号
厉害了
郑和的船
战略核潜艇密闭壳（滑稽）
一直幻想自己变小后 可以开动自己的玩具或者模型
孩子们 开船了
漏水 吗
不拿香槟开船首下水吗？
剪辑了好久吧
牛叉
杰克船长直呼内行
好厉害
白胡子!!
郑和宝船？
好牛逼
白胡子
莫比迪克号
扬帆，起航！
一看进度条，发现事情并不简单
标题难道不是白胡子的船吗
好细
我以为是炮管
为撒只能投俩币
诺亚方舟
此处有一只靓虫路过
太厉害了
为什么这样高质量的视频点赞投币这么少
白胡子旗
可以弄个带刻度的台面
海鳅大船
秀
嚯
哇，看到那个头就反应过来是白胡子的船了
真厉害啊！
这细节一出来闹洪灾
牛批
放在水里去看看呗
鞋子特大号
666
能不能个造曲境舟
不会是梅里号吧路飞的
卧槽
新世界没有能承载我的船
接林妹妹的船来了
白胡子老爹的船？
装个小灯吧
黑珍珠
老爹！
白胡子的船  郑和有这标记呢
白胡子？
满屏的666
冲这个标志币投了
我一直在等这俩字变成天黑2333
这手哪买的？
宝船建造记要
白胡子海贼团
没有门？
暴躁老哥
柔以为轮。
好大的拖鞋
UP主，给我一个面子
亿点点细节
红牛打钱
大拖孩
666666
芜湖，三连三连三连。
所以造一艘真船的难度。。。
帅
好活
舒服了
感谢你提醒我只是来充数的
船票哪里买
才浅需要你
梅利号？
只要你喜欢老爹，我们就是好兄弟
韩子奇是你吗？
白嫖失败
一看就会一做就废
币有了
莫比迪克号
强
旧时代的船
进度条告诉我事情不简单
我的手有啥用？
成本过高
什么时候造个曲境一号
亿点点细节
原来船都是用胶水粘出来的
老实交代你拆了多少凉席
牛啊
666！
您
刚看个船头应该都能猜到吧
硬帆船
nb
雷利？你看过海贼？
跳水里面的船
提前卧槽
厉害啊
白胡子！！！！！！
6
讲究
卧槽
502终结者
路飞前辈前进号  整上
优秀高质量的视频，应该让更多人看到
老爹：做我的儿子吧 doge
牛批牛批
涂装
666
有点费502啊
莫比迪克
一个令人疑惑的问题，白胡子的船要炮干嘛？？
100块要买的你可别笑死人。我感觉不只这个价啊。
刚刚有只小虫子啊哈
哇
是“輮以为轮”。。。。
我会了
这是大明时期一千料的船吗
502
旧时代的残党
强啊，霸哥
1
nb
太棒了
100块一个大炮价格
一只大鞋子
好像要
下水看一下
太强了
这船我就不要了，手卖么
很像我的拖鞋头
贝壳头
厉害
建造一个万里阳光号
前面头壳的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
牛批
太好看了
艾斯！！！
白胡子老爹！！
方舟
卧槽
这是中型旗舰吧
放样
不光海贼，火影巨人也没看过几集
Nx
啊这
梅丽
这么细吗
天亮号 水天使狂喜
好酷(✪▽✪)
机洛夫飞艇制造过程
炮力拉满
请问这是泰坦尼克号吗
好炫
我想知道up主拆了多少个凉席（doge）
这就是手办
突然想到核舟记
我出150块，不能再多了
白胡子
细节拉满啊
如果手被粘到船上。。。
6666666
白胡子海盗船
太强了
不要上色不要上色，亚蠛蝶亚蠛蝶
白嫖失败
哦呀几~
好小！
本就一模型，下水干嘛？开？那高达模型是不是还得飞？
借你吉言啦
很容易开胶
莫比迪克号，白胡子的船
ohhhhhhhhhhhhhhhhh
神tm白鲸号，你自己给取的名？那叫莫比·迪克号
太细节了
莫比迪克号
白胡子
明宝船
刘备不带你可惜了
下不了水 没配重
亿点点细节
很漂亮 但我疑惑放久了 会不会养蟑螂了
荷    兰    造    船    厂
好的
这看起来好容易散架啊
老爹的船！投了！
《天亮号》
太细节啦
Ohhhhh牛逼
下面的炮在水里了
这手稳的一批
想起核舟记
别说了，我准备插标卖手
hohohohohohohoho
太细，太还原了
ck
细节
66666
白嫖失败
太棒了
能下水吗
66666666
大明牛批
突然想起一农村爷爷为孙子做礼炮车
666
好家伙这要是让你穿越到古代我都不敢想
我要这硬币何用
没有门吗？
好了，可以放进科技馆了
牛批
进度条警告
无话可说，只能投币
光棱塔
问一下啊过久了胶水会不沾了脱落吗
鹦鹉螺号
郑和要下西洋了
牛逼……
这鞋做的不错
盖伦船？
秀
这是啥鞋啊？
离谱
66666666
nb
*；
拖鞋，哈哈哈。
莫迪比克号
曲        境        一          号
牛逼
别问，问就是自然选择
这船抗揍吗？
福船
牙齿好白
白胡子的船吗
150块的在做梦？
我们去救艾斯
买
离谱
白胡子海盗船
自然选择号，前进四！
圆润
只感觉肝疼
没有门吗
莫比迪克
牛逼哄哄的造纸船小伙
飞翔在荷兰人号
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
莫比迪克
666666
铁达尼号？
这船漏水吗？
下单了
莫比·迪克号，果然白胡子的海贼船
卧槽
黑珍珠号
细节拉满
没有传动装置啊，船舵呢？（滑稽）
细
这该死的细节
这么多炮管，直接变军舰
这里没有门？
没有门就没有细节了
无敌
基洛夫飞艇吗？
核舟记
杆太粗了。
我想看梅利号
真牛逼
这也不防水啊
高跟鞋做好了你们来穿吧
这个时代的名字是白胡子！
weigan
这炮好多
这手怎么卖
真老爹
请不要使用魔法
曲境一号？
白嫖失败，三连奉上
硬币守不住了。。。
太牛了
亿点细节
白胡子？
莫比迪克号
专家
密隔水舱好评
果然是白胡子的船
三帆船
卧槽
还有？
飞翔的荷兰人
真的有这么丝滑吗
太强了
这是拆了多少凉席
莫比迪克号
蓝色起源
希拉里！
太工整了吧
细节拉满！！！！！
手里只有两币相赠，望阁下笑纳
666
桅杆
耐性max
祝太家心想事成
这个厉害，三连了
弹幕其他人不像我，只会心疼giegie
亿点点细节
来了
精致啊
莫比迪克！！
这要做多久
白胡子海贼船？
熟练见张员
威尔士亲王
白胡子！
。。。。。。。。。。
老爹！
启航
这是复制欧洲的当时最先进的船么？
你们都不看标题的吗？
这手卖吗？
出航哒
这船会游泳么
借你吉言
502
突然觉得不涂色好看
兄弟们，这都不三连吗
今有奇巧人，阿婆主，能以径寸之木，为大船
皮薄馅大
白胡子的船？？？
给我地址，我把我的白胡子寄给你，我不配拥有他
想买
好了 可以用打火机试试这船防不防水
好家伙
剪辑得好舒服啊
好漂亮
这船很润
给你们讲个恐怖的故事！看进度条！！！
这拖鞋怎么卖？
pu越做越好了
万国来朝
真就给这造船呗。
币保不住啦！
是个狠人!
我好像没有手
硬核胶佬
卧槽
郑和下西洋
中
小虫子？？？
物理水印
卧槽流弊
wc
良心up
6666666
莫比迪克号！
莫比迪克号
666666
666
哇嘎多噶轰多噶
筲箕？
核舟记?
这细节都有？？
小心手呀
666？
逐渐离谱。
拖孩儿
鼓掌
白嫖失败
666
这个船里会不会刷怪啊
细节
6
白胡子的船
多钱一个？
牛
502呗还有啥
莫比迪克号
莫比迪克号
旧时代的船
请问这艘船一共消耗了多少根木棍
旧时代的神舟
水鞋
天亮就出发？
不拿来装寿司可惜了
我咋想到了泰拉瑞亚
66666
白胡子的船？
天亮要出发了，快乐老家
请问弹幕是打死不看标题系列的成员吗
白胡子，好兄弟
我是旧时代余孽，新时代没有承载我的船
不是黑珍珠吧
白胡子，一键三连了
我想现在打开看看内部结构
哇，这木船真好看。这一定费很多木头吧。我跟你说这船真好看，你跟我说废木头。
你的船，沉了
老爹
“我只是有点晕船”
想要！
开始离谱
“抬走，下一个”
20块包邮卖我吧！（手动狗头）
莫比迪克
我连那线都绷不直
尿布
优秀
里面看不见的地方 细节有啥用？
你币有了
6666666
66666
太厉害了
笸箩（狗头）
老爹:表示可以
为什么船头这么圆
666
注入灵魂
做移动城堡
好舒服
爷爷说孙子你还挺孝顺的
你是要当上海，贼王的男人
nb
爱德华纽盖特
你去帮路飞修船了弗兰奇就没什么事了
牛壁
66666
莫比迪克号
论柴的诞生
白胡子海贼团的莫比迪克号
鱼人汤姆
这令人惊奇的耐心
逐渐离谱
像个大鞋
才白胡子
插火把，船舱会生怪的
你这船就这几个舱壁，漏水很容易沉啊
三 次 样 条
我觉得很坚固啊
docker
你们不提醒，我都忘了三连了，看愣了都
卧槽，直接来了一个卧槽
逐渐离谱
666666
整个鹦鹉螺号
牛呀
白胡子的莫比迪克
船舶学子自愧不如，
厉害
牛批
这是海贼王里的莫比迪克号，怎么这么多人瞎说
有能在火里游的吗
先卧槽
我出1个亿
普龙骨
奈何在下没文化 一句卧槽 走天下
agito快乐号
下面五个舱隔开好一点是不是，不然一个舱漏了就完了
这甲醛不得爆表
冲心想事成，一定心想事成
莫比迪克号
没门，失败
脑子已经学会了，现在就去做
100我要了
这得卖多少钱？
下次丕定
怎么前面那么像鞋头
能开去新世界吗
停止！你的石神千空行为！
教练，我要学
说，拆了几张凉席
《核    弹     记》？？
莫比迪号
飞行鞋
我是旧时代的余党，新时代没有承载我的船。
白胡子的船
莫桑比克号
马尔科：识相点，把硬币交出来
强无敌
上色就更好了
牛逼
不就三连么！给你！
懂了，520让男朋友送这个
宝船
原来是白胡子的啊
哈哈哈哈神TMDocker
你这个船，它可以放生吗？[狗头]
细节
勇者斗恶龙456里面的船
歪日
盘它！
ohhhhhhh
您
进度条好长
卧槽
宝船
我靠
自然选择号
教练:我也想学
他真的想教会我们耶！
收藏从未停止，制作从未开始。
诺亚方
诺亚方舟。
China
亿点点细节
不做建筑师可惜了
脑:我会了
up主卖胶水的 散了吧
up主好厉害，三连安排
你们有没有发现up主里面做的小隔间没有办法进去。
封面通知书
老爹：做我儿子吧！
666666
有手就是不一样
无敌
齐柏林飞艇
我先卧槽为敬
6666
白嫖失败了！
建议背景音乐该泰坦尼克号
联盟飞船吗
航海船
我的手是残次品吗
白胡子
有手就行（不）
白胡子 爱德华·纽盖特 永远的老爹
都说了老爹，海贼王了
亿点点细节
桅杆
卧槽！
怎么着看不起手艺人呀
魁拔里的曲境一号什么时候造一个
新时代没有承载我的船
借你吉言
666666
艾裴莉雅重帆船（笑
天亮号
这是什么程度？是我看到了误以为我也可以的程度
卧槽
细节拉满
建议入馆收藏
问大家一个问题 这一共用了多少瓶502
旧时代的残党，新时代没有承载的船，，
锁具才是最恶心的
特别难装
np
这里面结构都做出来谁看得见呢？
寒鸦号
手艺真的好
6
能别犯病吗？这够装多少个核舟了？
头不够
寒鸦号
点亮
厉害
亿点细节
这个船它润吗
6666666
這可以下水嗎？
很受启发
白嫖失败
蓝鲸号
为啥后船舱没开个门呢
您
三体小鬼，这老白的船
Up主好评
想看罗杰船
天亮是什么意思？
500收
借你吉言
下次一定～
借你吉言
卧日
怎么有点像6？
郑和宝船
教练！我想…
亿点点细节
必须三连
欧亚吉!
白胡子的鲸鱼船
本以为是王师，没想到是海盗
莫比迪亚号
你搁这儿玩我的世界呢
好肝啊
这个时代叫白胡子
这个时代叫白胡子
卧槽，还真的是
多少钱出
莫比迪克——！！！我最喜欢的船
老爹，呜呜，老爹
老爹yyds
亚极陀
白胡子？
6666
桑尼号
飞翔的荷兰人
100块钱，交个朋友！！
《核舟记》？
泰坦尼克号
纵骨架式船体
盗贼之海
《      您      》
《有手也不会系列》
bgm?
把细节的家给拆
成龙~抱抱老爹
666
改个屁
我觉得可能要竖起一面替天行道的大旗
这个我都来不了
我要上船！
莫比迪克号
乍一看我还以为是白胡子的船
教练也不会
空降05:52
空降05:50
有我一个
我靠还真的是白胡子的船
细节相当不错啊
这船这么结实，应该能放生吧
好厉害！
强爆了！！！！！！！！
运输船
莫比迪号牛逼！老爹牛逼！
不可能了，但还是谢谢你
天秀
666666
牛
啥时候能拥有这样一双手
拖 鞋（gode）
如此丝滑
不懂就问，天官是什么东西
为什么你的面条弯成这样都不会断？
弹幕呢
教练说:我TM都想学
这是什么材料啊好厉害
有，让up给您做一条
阳光桑尼号？
牛逼
6666
666666
太牛了
6666666
挖槽
6666666
小学老师：行吧，暑假手工作业就是它了
卧槽..三连给你
6666666
666
我的凉席就这么没了
没门怎么进啊
看似5分钟，其实要做好几天
细节
什么船  这么多炮？
做我儿子吧
莫比迪克号
璃月稻妻船现状
这是吃了多少冰棍
一帆风顺
风帆战列舰，来啊来啊对轰跳帮嗨起来
握草
《您》
我长了一双假手
您
白胡子老爹：小的们学好了，我都没想到还有这一手
这船能放生吗？
寿司船……
真莫比迪克
真莫比迪克
有虫拍死
织席販履
路飞需要你
100块钱 我收了！
何时造个黑珍珠号？
噢呀子
叹为观止
白嫖失败
666666
拆了一张凉席？
就叫 天亮号，好了
凎所以up主是来推销她家胶水的吗
厉害，这船能下水吗
鞋子吗？
极度舒适
细节啊
每个人都有登场的时代
如果古代有502或白胶该多省心啊
66666
绝了
好漂亮
无畏号？
这可比乐高有趣多了
你币有了！
这不是白胡子的海贼船吧？！
这个面条它劲道吗?
莫比尼克号
弗兰奇直呼内行
船舵被我吃啦！(doge)
能下水吗
别破坏我的秋裤好吗
这次一定
请收下我的膝盖
近日，国外一小伙……
我的天哪，好繁琐啊
肝硬化
好好看
66666
您！
牛
牛逼
66666
鬼见条
桅杆
做了多久啊
    ohhhhhhhh 
老爹的专属座位呢
海贼迷狂喜
想起来了米老鼠哦有一集造船的
莫比迪克号
36个炮属于5级舰
可以求一个黑珍珠吗
曲境一号
宝船
莫比迪克号
牛蛙牛蛙
太厉害啦
你这船能镀上膜吗？（doge）
。
除了卧槽，我还能说什么
泪目，白胡子
手艺人
核弹记？？？
确认过眼神是我无法拥有的手
火里不足哈哈哈
欧亚吉！！！！！！
让我们加亿点点细节
肝王
白狐子啊！
郑和看哭了
飞翔的荷兰人
nuke 
我以为是小鸭子…
舒适
教练：我tm也想学
拖鞋？
为啥我看不到我发的弹幕？
借你吉言
白鲸号？
收下我的膝盖吧
好细
没币了
这船才能载得动旧时代的残党
黑珍珠号
竹筏
老爹，您的时代到底过期了吗，海贼的意志永远传承
木舟记
Ohhhhhhhhhhh
您
666
鞣以为轮
问题来了，原材料哪里买？？？
流星火山
666
郑和直呼内行
以前我们村有个老伯伯是做船的，七十多少岁还做船模型
开个价吧
666666
您
牛逼
可以这么细的吗（震惊）
扬帆起航
用牛皮纸做帆会更好看
五万买给我
天亮就是要制作一晚上
你这手艺清朝学的啊
哇
太牛了吧
细，真细
学废了
太6
哇
我已经不知道用什么词了
学废了
莫比迪克号吗
太牛了啊
6666666
哇靠………
好厉害好想要呀
投币了
ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
没门？
看到手办从upNB变成了别刀了。孩子已经哭了。
白嫖失败
海贼王白胡子的船
海贼王白胡子的船
上天入地寒鸦号
100块收了
曲境一号
拖孩！！（不是）
白鲸？
白胡子
你币有了
海贼王  白胡子   莫比迪克号
寒鸦号？
细节狂魔
投币量比粉丝还多就离谱
66666666
鞋？
6666
全靠胶水么？
ROTK 
嫖你吉言
哇怎么做到在桌子上滴胶粘粘的
哦您是想做盖伦船啊
我给娃做个这个手工老师会给我跪下吗
你要是在日本，红死你
6666666
泪目
样式雷的传人吧！
1000
你币有了
牛逼
66666
对于手工up主，我从不吝啬手中的硬币
《细节》
[]木舟记
神手就是你
强迫症
亮你真细
您
您
是不是忘了装门？
_(:3 ⌒ﾞ)_
早期盖伦大帆船（
我会了 我也把凉席拆了做一个
6666
擀面杖
就问一句能下水不
教练：你怎么什么都想学？
升降帆就更绝了
这船不卖200块就可惜
怎么固定的
提前卧槽
先翻船后潜水，五天以后捞上来，栩栩如生
Up就叫天亮
蒸笼
注入灵魂
赤犬:老子飞火流星要来了
加亿点细节
秀儿！
666666
多傻脸
多少钱
李云龙？
我看着封面我就觉得像光遇沉船图！
韩国人偷船还可行
ohhhhhhh'hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh'hhhhhhhhhhhhhhhhhhhhhhhhh
很细致，可是船头为什么那么丑？
必是白胡子的
666
nb
白胡子！！！
请务必50卖给我
白胡子！投币了！
细王
卧槽
炸弹人
路飞的船吗？
二营长把我的意大利炮端上来 
空降3:20
好家伙，反清复明
流弊
细节怪
水密隔舱
红牛打钱
天问一号
这手太巧了
您
白胡子？
三桅还是二
诺亚方舟
教练：我不会
您
666
宝船
蓝色空间号
真厉害
《箬篷覆之》
6666666
天亮号
66666
黑珍珠号
我缺的不是木条，是手
怎么没有撞角
能游吗？
雀食蟀啊！！！
666
？？？
进度条惊人
逐渐离谱
这等比例放大岂不是能在太平洋上当四皇了？
太强啦
我天
不错不错
白胡子的船
核舟记
怎么看着很容易的样子
细节
借您吉言
手好巧
ohhhhhhh
太细了
np
白嫖失败
阔以
白鲸号，白胡子的船
牛凡
牙      签。     
牛一上
教练，我想...屁吃
借你吉言
牛叉
牛牛牛
我只有同款同色生锈夹子
太细节了，三连了
你值得拥有，币
桑尼号！！！！！！
666
喷漆怎么喷呢
这要是做一半开胶了
666
厉害了
666
我去
拖鞋
这儿都有船舶人我是没想到的
郑和宝船？宝船是方头吧
牛
白老爹的宝座都准备好了
莫比迪克号
666
该天黑了吧
这是不三连看的吗
飞翔的荷兰人？
门呢？
天壳是什么意思
梅丽号？？
牛逼
尼比迪克号
手工加特兰
我有这技术不得弄个驱逐舰出来
美丽号
牛逼
666666
整流罩
nb阿，
寒鸦号
这不有手就行~狗头
好强
物理打码
您
十块钱交个朋友吧
666
666
亿点点细节
牛逼
准备冻手
祝大家不要想了（狗头）
白胡子 ？
太强了
强大的手工能力和强大的耐心
看了一眼进度条
等等，这不会拆的凉席吧/狗头
你的币有了
看船头好像鞋啊哈哈哈哈哈哈哈我回不去了
恐怖的进度条。
定积分
空降05:02
别人家的502从来不崩T T
牛，三连
66666
硬核打码
666
核舟记
完全不好意思白嫖
您
借您吉言
织席贩履的刘大耳
壮观起来了
白胡子：做我儿子吧
莫桑比克号啊铁子们
就，这双手在哪里能买到呢
白胡子的船
细节
牛壁
手里握着仅存的两个币
这个时代叫做白胡子
这个时代叫做白胡子
莫比迪亚号？
弗兰奇直呼内行
1000收
牛皮牛皮
牛哇
细节牛皮，白嫖不了了，三连
看的太舒适
谢谢
借你吉言
速度太慢，不太好弄
天壳是物理水印
666
青铜时代号不服↑
凉席被拆了
青铜时代号不服↑
太厉害了
请打码！防被偷！
1000第二次
整个鹦鹉螺号潜水艇
你这都遮起来了，里面的细节也看不到了啊
牛批！！！！
66666
这个时代名叫白胡子！！！！
666666
ohhhhhhhhhhhhhhhhhh
牛批！！！
卧槽
500收
我这张旧船票还能否登上你的破船
爷青回
这就是强者的世界吗
o h h h h h h h h h h h h h h h h h h h h h h h h h h
你也是要做海贼王的男人吗
建议船上放几个人
666
白胡子的船。莫比迪克号
牛
各位把戏打在公屏上
不多，就亿点点细节
国外一小哥警告
老手艺人了
哦 呀 季 ! ! ! !
这个船吃水是多少吨啊？
好工整啊
梅丽
502
亿点点细节
没留楼梯和门
桅杆
谢谢
是莫比迪克号
老日漫迷了
头皮发麻
仓门咧？
心灵手巧
教练：都滚 别问 老子正在学
小的们，起航了
白胡子：新时代没有能承载我的船 UP主：等我 造一条给你
996
您
卧槽
有奇巧人曰王叔远……
牙签杀手。
666
6666
手艺人
这船造好了拿去哪里？
牛
你币有了
！！！！我就知道！
36门弦炮
杨
红红火火恍恍惚惚
生桐油
666
牛逼
老爹的莫比迪克号
666
凉席:他没材料时我害怕极了
飞翔的荷兰人号
厉害
我币没了～～
不错，就是有点费手
不是莫桑比克号吗
让细节溢出来
细细细细
鸡眼
tds呢（滑稽）
帆和船体的比例有点奇怪啊，帆大船小
66666
老爹的船
天亮了，我护球像亨利
这个有点厉害了
想看飞翔的荷兰人号
谢谢up猪
我快不认识“亮”字了
借你吉言
up主真细
这不是以前的吗
做什么呀？
请问你是啥时候秃的
厉害厉害，坐的是船吗？
100的那个，我出1000
风帆战列舰？
厉害
up好厉害啊
牛蛙
坑爹啊，还上   颜色牙呀！
太厉害了
船舵没装
666
果然是白胡子
莫比迪克号
这拖鞋挺精致啊
天壳那个别跑！
北斗姐你的船吗
您
很舒服
大佬曰：有手就行
夭寿啦，郑和宝船复活了。。。。
郑和宝船
牛B！
nb nb
高手在民间
这就很牛逼了
牛
太厉害了
刷怪那个mc党吗
666666
50包邮解君愁
6666666
牛壁，克拉斯
列克星敦
列克星敦
船首好喜感啊
一双贝壳头就做好了
教练我想学 教练：我想学
能让桃之助死吗？
船身比例看着不得劲啊
您
666
666
老爹
不放个手办可惜了
对不起，我把天亮看成了大壳
tql！
多空米的路哟，扣几哒哟
666666
卧槽
拖鞋
亿点点细节
搭积木
老mc了
这就是老爹的船，真云
想我的板鞋头
这船头
您
这拖鞋真好看
《核舟记》
船帆升起来会好看些
借你吉言
我是旧时代的残党
两吨多胶水
666
您
3000
有手也不一定行，问题是你要有木头和502
平底船就不是远洋船
要是造个木航母 一定会上人名日报
政和宝船啊
进度条过半
这不有手……卧槽我手呢
柱子是不是太粗了
docker笑死我了
6 6 6 6 6
牛逼
胶水怎么卖？
想要
船鞋
细致
吃灰去吧
细节满满
大壳号战列舰
没人发现一只虫子吗
66666！
我以为成龙历险记的老爹
这船是出了名的快
这大鞋子
docker笑死
卧槽
增加亿点细节
三连了
熊孩子很快到你家门口
这船高大，又有天亮两字，我们叫他高天亮号吧
收
江南造船厂
细鸭
注入灵魂
别人只是做出来给我们这些这群手残看而已，并不想教我们
能开吗
郑和宝船
借您吉言
谢谢
怎么进去？
阿婆主编筐一定是把好手
卧槽！不对劲
我只能做到这一步
离谱
卧槽！
没门
细节
China
莫比迪克号啊
6666
卧槽卧槽卧槽6666
666
旧时代的余党-白胡子
太精致了
nb
买不起的赶脚
没门让我很难受
亿点点细节
关注了关注了，这白嫖不了啊
就离谱！
空降05:03
空降05:03
船舵呢
太帅了！
俺也可以
ohhhhhhhhhhhhhhhhh
