不愧是我
心疼啊
热血沸腾
他的历史原型郭钦光真的是个很刚烈的人
赵贞吉枯了
1919
哭了哭了
在大哭了
太难了，弱国无外交
天呐，一夜白头
等了一天了
泪目
完美同步
胡适之:打牌
3分钟
心刚是真的心疼
一切都会实现的
王师北定中原日，家祭无忘告乃翁
来了
来了 来了 来了
我出息了！
ohhhhh
来了来了
来了来了 他来了
太难了
Up主有心了
致敬！
来了！
好耶
五分钟！
4分钟
来了来了
好前！
来了
赶上了！
有有有
不浮夸，就是这样才能展现人民的爱国之情
木鱼有心了！
第一时间
心刚怎么了！？
热乎
有
5分钟我来了
他也太有家国情怀了
5分钟，出息了
心刚真的太刀了啊，爆哭
值此特别的日子，能不能走一波中国红！
说夸张的你不懂就别说话了
疯狂甩锅
一夜白头
热乎
5分钟！！！我来了
真就鸡皮疙瘩起来了
来啦来啦
痛心
实现了
好
热乎
都演的好好
来了来了来了
永远不输
怎么不至于
胡适之太多，郭心刚太少
还热乎着呢
出息了~~~~~
心疼
这样说我偏要三连了
六分钟
2分钟！
19：23分
热乎的呀呀呀呀等一天了
不点赞三连了
终于来啦！！！！！！
血压上来了
我出息了
一夜白发，打击太大了
抛弃幻想，准备斗争
蹲到了
6分钟热热还能食用
刚好 5.4
放弃幻想，起来斗争
5分钟！
来了
111
最早的一次，木鱼劳动节太肝了
奈斯
6min
六分钟。
热乎的
那个时代啊
木鱼有心了
没签过的纸就是厕所的纸
热乎
此后如竟没有炬火，我便是唯一的光​
来了来了
终于更新了！！
来了
来了
七分钟
这句诗一出直接泪目
来了
一夜白头啊
先生yyds
他是青岛人诶
刷浮夸是被保护的太好了
七分钟
青年节快乐
来了来了
有必要这么怕么？
？
永远不能寄希望于别人
烫手
热乎的
热乎！
终于！！！！
这和他家里教育有关啊
这里别放原片
刷了两遍觉醒年代 非常好的剧
实现了
19190504
7分钟
又背锅
实现了
看这段的时候真的好心疼心刚啊
心疼
现在的中国足够强大，从今往后再也不会有这样屈辱的时刻
七分钟
七分钟
现在的中国，如先生们所愿
来了
烫手
我偏要投币，埃，就是玩
我辈当自强
妈呀
实现了！！！
泪目
这就是历史
四季冬
实现了
19:19
有你们在，不会输的！我们会把属于我们的拿回来的！
来了
那时候的中国积贫积弱  没办法。
来了来了
要有红
五十四万点赞，冲啊兄弟们！
天呐
还我青岛
“我想听听你的意见”“我听你的”
八分钟！！！
冲冲冲
9分钟，热乎
牛X
推荐原片
王师北定中原日，家祭无忘告乃翁
心疼
这是真的不知道怎么办了
虽然有这个典故但不代表是事实。从科学角度黑色的头发在不经化学漂染的前提下，是不可能由于机体自身的生理性调控而转变成为白色的。
双更不易～哦，有一部更完了，那不说了（doge）
呜呜呜
现在实现了
正如片中提到，为何那时候那么多仁人志士自杀，无能为力呀
来张糖盖儿
都实现了
ohhhhhhhhhh！！等来了！！！！木鱼我爱你！！！
一夜白头
满腔热血啊
热乎
只有自己强大起来
您父亲的愿望已经实现了
前面的兄弟，建议了解拒签的含义，以及传达的意思，后续影响
来了来了
等一天了
落后只能挨打
来了
虽然明白导演的意思，但科学上是绝对不可能发生的。大家理性看待
关上9分钟的大门
今天54！
投笔从戎
太难了
哭了
9分见
这tm的
赵贞吉大人何出此言
实际北洋军阀控制者应该还是段祺瑞
七分钟
摔得一手好锅
燃起来了，泪目！
要抗争，要努力！
实现了
来了来了
来了来了
我等你好久了
振奋人心
甩得一手好锅
正片这段真的把我看哭了，尤其是心刚念示儿的时候
终于！
前排前排
实现了
越软弱，越可欺
我爱木鱼！！
10分钟！！
haiyou
哭了
哭了
热乎
啊啊啊啊
独占屏幕
听领导的
5月4日19:19好评
前排前排
我们当时对美国太抱有希望了，事实是美国一直是那个利益至上的美国，从没变过
故乡都不属于自己的国家了，能不绝望吗
来了来了等了一天了
十分钟
太好了
泪目
10分钟热乎
这部非常推荐大家去看原片！！！
谁都不想当历史的罪人。但是他们没有像站出来，拉这个岌岌可危，受尽屈辱的国家一把
现在的人来看简直不可思议的事 结合时代才能理解
我哭了
山东挺住
弹幕呢
热乎的热乎的！！！！
早
家国情怀，吾辈铭记
想帅锅？
(┯_┯)
烫嘴烫嘴！！
我们要拒签！
山东没了
终于！！！
赶上了
陆征祥太难了
我又哭了
太难了
!!!!!!!!!!
家祭无忘告乃翁
说邪乎的太年轻了，一夜白头的真实案例数不胜数
终于来了
?
疯狂甩锅
11分钟
在有30年就实现了
今天正好是5.4！
 真理只在大炮射程之内，弱国无外交
已经实现了
太难了
心系家国天下，大爱啊
12分钟还热乎 
来啦
我的弹幕呢
今天好早
头皮发麻
胡适之太多，郭心刚太少
踢皮球
承包空屏
都给我先三连
5/4/19:29:52
诶
5分钟这么多人？
唉
青岛回来了
来了来了
一夜白头不是没有啊，很多呢
冲冲冲
《绍宋》
辛苦了
1919太有心
祝各位青年节快乐！
13分钟1.2万赞
哪里浮夸了
有原型不浮夸
泪目
真的快
忍不住呜
以青春之我，创造青春之国家
那是他的故土，祖祖辈辈埋葬的地方，一下变成了外国的
国破家亡
我直接来！
冲个54w点赞怎么样
胡适之太多，郭心刚太少！
青岛是他的家乡啊
心肝儿
终于等到了
来了来了来了
陆先生，您受了太苦了
如您所愿
我们不会一直是输家
看了正片，我记得这里好像是段祺瑞在甩锅
13分钟
这叫浮夸吗？历史上因为国仇家恨，一夜白头的人真的不少。医学生表示这很正常。不要在这里刷浮夸来表现你的肤浅。
感谢前辈
啊咧咧
踢皮球
实现了
这期不是今天都不行！
一夜白头啊  伍子胥啊
历史上一夜白头是存在的
王师北定中原日，家祭无忘告乃翁。
以青春之我，创造青春之国家
19.19
义愤填膺
整军备战啊，没有武力一切都是空谈
郭心刚一夜白头
伍子胥
我也要哭了
救命啊 好心疼
三连了
真不是东西
当时输了，输一时，卧薪尝胆，败不馁胜不骄
以青春之我，创造青春之国家
势必实现伟大复兴
现实中，一夜白头不是什么罕见事，太过抑郁悲伤，一夜白头现实中很多呢
来了来了
弹幕
实现了
伍子胥
历史上郭钦光是吐血而死的，哪里夸张了，你难道无法理解这之中的悲愤吗
热乎的！
丢掉幻想，准备战斗！
早早早
15分钟
好
文人就是这样的
太沉痛了
那个说德国下水道的怕不是刚4000＋吧
走心了
我出息了！
这部戏好就好在真实！每个人的演技都很好，都像是那个时代真真实实走出来的人！
等一天了
第一吗，天哪
9922人一起观看
国心刚
等了特么一个早上
一夜白了少年头，空悲切！！
见识太少，他没见过的就觉得浮夸
关上15分钟的大门
天哪这真是捣心窝子
陆征祥惨
木鱼牛逼
来了来了等了一天了
今天这个视频太有意思了
家乡没了，人垮了
看正片这几集我基本都是哭着看完的。真的太不容易。
哭死了
我倒真的希望这个是夸张
拒签是站着死和跪着死的区别 
希望台湾早点回家
呜呜呜我的心刚啊！
好想哭啊
心刚，青岛收回来了，我们还把他建设成了一个非常美丽的城市
还甩锅，恶心人，呸
一夜白头的原因主要与应急状态下过度的情绪有关。当个人出现过度的焦虑、伤心、忧郁等情况时，体内副肾素分泌增加，进而抑制了头发毛囊上皮黑色素细胞合成制造黑色素，黑色素的减少直接导致白发。
5月4日看这个视频太有意义了
木鱼今天更了两视频！
来了来了
木鱼辛苦了。
热泪盈眶
铭记
五十四万暂
我们也跟着你们
开跑
一夜白头的原因主要与应急状态下过度的情绪有关。当个人出现过度的焦虑、伤心、忧郁等情况时，体内副肾素分泌增加，进而抑制了头发毛囊上皮黑色素细胞合成制造黑色素，黑色素的减少直接导致白发。
有！
心刚心疼死我了
刷浮夸的是脑子不行吧
等了一天
呸呸呸
塞外忽闻收冀北 初闻涕泪满衣裳
毕竟是家乡，之前还希望满满
哈耶
卡点好评
这几集真的一定要去看正片。演的太好了
突然就哭了
十七分钟 1.7w
如果恢复精神 后面的头发是会黑回来的
天，泪目
191
心疼啊
止不住了，眼泪流下来了，呜呜呜
眼睛里面掺砖头了
死去元知万事空，但悲不见九州同。王师北定中原日，家祭无忘告乃翁。
1919
其实这个责任怎么也砸不到外交官的头上
18分钟
哎
19.19
真是内忧外患
因为是段找日本借钱的，他不敢反悔
太好看了太热血了
来了
540万播放量！
久等啊啊啊啊啊啊
等了一天了
俺也一样？
来了来了来了
没币了
来了来了
终于更新了！！！
现有的科学无法解释的多了去了，脉络穴位找不到但管用啊
一夜白头 
段为了自己发展势力找日本借钱最多
屈辱的还在后面
眼泪刷的一下就下来，难受
资深小狐狸专属开场BGM
实现了
这盛世，如您所愿
屈辱啊
泪目 太让人心疼了
牛逼！
其实这里放原片的话会更有感觉
夙兴夜寐
烫手
行动起来！
19：19
伍子胥了解一下
现在看一遍讲解仍然很难过
家祭无忘告乃翁
实现了! 
放弃幻想准备斗争
心刚呀
来了来了！！
等了一天
哇偶
天啊
我去
冲54万点赞
堵在高速上看木鱼
热乎
烫手烫手！！！
肝帝
誓死力争还我青岛
19:19投稿，2021秒！
1919
5.4来了
忽然就明白了他的心
热乎的
一夜应该是夸张的 但短期内全白 确实可能
团结第三世界是很有必要的
本青岛人表示很愤怒
秒啊
一个朋友出车祸去世了，他的父亲也是一夜白头
二十二分钟两万一的赞了
就冲这句话，你你币有了
这是丧子丧父丧家丧国之痛
那是他的故乡啊……
承包空屏
实现了，两位先生
辛苦了辛苦了
丢人啊，丢人
还有台湾
23分钟
热乎的
P泪目
太喜欢了
青年节
一夜白头
山东忠义，山东人在，山东就不会丢
30分钟大门即将关闭
有
前面说一夜白头不大可能的，有一说一，这种课太有可能了
真难
刚看完8
来了来了
你要知道，一夜白头不是凭空造词
太好哭了
为之奋斗
建党伟业
强烈推荐各位看原片
23分钟 热热还能看
是可以一夜白头的
郭心刚的历史原型郭钦光就是忧愤过度吐血身亡的
我奶奶生病那年，我妈说我爸爸就是一夜之间长了好多白头发，可见这不是空话
已经在哭了
来了
一夜白头不是啥奇幻现象，医学都能解释的
一夜白头是真的
实现了
来了来了等了一天了
王师北定中原日，家祭无忘告乃翁
来了来了
一夜白头可能
真的会很短时间就白头
来了来了
一夜白头怎么不可能
来了来了
我们也跟着你们
血压上升
白头呀！心刚
我等了一天原来还卡点了
来了！！！25分钟！！
25分钟，2.5万赞
给力
他的家乡在山东，现在家乡被日本人占了
二十五分钟
先币后看
来啦
一夜可不是夸张
今天我生日！！！！
热乎
永远铭记
唉，一夜白头，心疼啊
终于等到了
历史上郭钦光就是看着国家这样忧愤而亡的，被气到牺牲了
来了来了来了！！！！！
哦豁
26分钟
来了来了
哭死列强乎
54万，冲冲冲
行动起来
热乎
回来了青岛
泪目
赤诚爱国心
等到了
但 悲 不 见 九 州 同
27分钟
三连三连
好耶
666
一夜白头可能的，机制已经几乎搞清楚了
关门
红色不能停
觉醒了
一夜白头
离谱
赶上了！！！！
一夜白头是可能的
赶上5.4了
此情此刻，这一幕应该是弱国无公义，弱国无外交的最好诠释吧
太给力了
旗帜上不应该有白色
这个时候你们的关注点不应该是山东丢了么，竟然在讨论会不会一夜白头？
杀
抛弃幻想，准备战斗
点赞再看！
抛弃幻想！准备斗争！
好 已三连
可能的，确实有
打太极
等了一天了呀
等了一天！！！！
关上30分钟大门
原片在哪能看呀
今天的青岛已经回归祖国怀抱了！
前面那个冷嘲热讽的，我真不懂你为什么要赶着这前30分钟来这阴阳怪气，是吃饱了没事做吗
历史上的今天永远被铭记
来啦
哭了
已三连
三连
真的有
来了来了
已经实现了先生
血压上来了
一夜白头
热乎
完结撒花
已经实现了先生
从来就没有什么救世主，也不靠神仙皇帝！
2w人
一夜白头，可能的
来了来了
皮球踢得好啊
百无一用是书生？你几岁啊，幼不幼稚？
木鱼加油
他没有家乡了啊
发展自主工业，掌握核心科技
我上来就是一个一键三连
前面的，这是徐世昌在甩锅
建设工业化，发展科技
我直接三连
我的天啊
心刚就是山东人，所以对他来说家都没了
卡点爱了爱了，太有心了，必须三连啊
真的～我同学离婚～一夜爆头～何况是此等大事～
无耻之尤hetui
心酸又很心疼还很心痛
比博
长度有了
等了一天
一夜白头啊
弱国无外交
终于来了
旁白君钱能训
原来徐世昌扮演者是刘文治老师
5
真理在大炮射程之内
34分钟
说夸张的不是暴露自己无知和自大么
还没实现，但是敌人已经不敢俯视我们了
ohhhhhhhhhhhh
和尚？
一些没见过一夜白头的人还在说不可能一夜白头，给我逗笑了
一夜白头存在的，自己阅历低别显摆
还有30年，大家努力奋斗
也不算全白
一夜白头不夸张
前面好像说郭心刚是青岛人
真的很焦急吧
好家伙两万人一起看
那个时代
我就知道5月4日不可能不更新这个。
终究是弱肉强食，终究是要靠拳头来实现。武不能治国，文不能救国啊！！
强大工业和科技是国防现代化的保障
一夜白头是可能的
可能，伍子胥过昭关，一夜愁白了头。
这个时间发！！！
有了枪杆子，中国才能有腰杆子
祖国必须统一
我从清末到新中国成立的历史是哭着看完的
等了一天了，现在才看到
不怪外交官，他们都尽力了。只是战场上拿不到就真的没办法了
胡适之太多，郭心刚太少
国际关系没有永远的朋友，只有永远的利益
好耶
开始互相甩锅了
消灭美国，消灭日本
央视可以看而且免费
“我们过去把你想的太好”
山东我的故乡
伍子胥一夜白头
54w赞我先点为敬！！！！
现在的中国已经可以毫不费力的拒绝在南海仲裁案上签字了！！！
致敬
和平在大炮射程之内
没知识就别不懂装懂了，指指点点影响观看体验也显得没教养
细节拉满
只有靠自己
终于更新了
从来没有救世主
谢谢你木鱼
肝帝yyds
30分钟热乎
当个人出现过度伤心等情况时，体内副肾素分泌增加等一系列反应导致黑色素减少直接导致白发。是可能发生的！
我偏要点赞
30分钟点赞过3万
这一段建议看原片，心刚的哭诉太迫切了
太心疼了
我大姨难产去世 姥姥一夜白头 
心疼啊
热乎
等了一天啦
40分钟
来了来了
有心了
40分钟！
彻底清醒吧，靠谁都靠不住，只能靠自己
人类一夜从男变女都可以 一夜白头历史上也不少
好
原片哭了
热乎热乎
bgm:Dans la maison
今天五月四日
我直接投币了
终于等到你
42分钟！
一直在等待
那时候的外交还是不错的，有兴趣大家了解下单独媾和和华盛顿会议
来了来了
抛弃幻想，准备战斗
剧情TIPS：郭心刚剧中是带着过世父亲对他表达过失地收复后要烧给他的遗愿，强烈憧憬和谈后的巨大落差感导致的。
一夜白头有可能的，我妈生了一场病，一夜白了不少头发
终于等到了
哭了
这算委婉的表达了，
等了一天了！
加油
气的
先点再看
这里看到老郭白发心都疼
现在也还未统一，希望我不在对我的后代说这一句话
给木鱼一万个赞
太心疼了啊啊啊啊
来了
王师还没成立呢，还有两年
确实有一夜白头
我现在一听这句话想到的就是：台湾！
人民万岁 中国万岁
演了
？
日本也是这样，对美开战谁也不想背锅，拖到12月7日
yyds
大家可以去看原片，没记错的话，这里最后一个镜头，地球仪是停留在苏联板块
有！
抛弃幻想！准备斗争！
是的，小时候我磕到了后脑勺，我妈就一夜白了头。幸好现在没事。
郭心刚太少，胡适之太多！
赵贞吉
且看今日
打不过，签不签都一样。签了就被接收，不签就被抢夺。弱后就要挨打。
44分钟钱前热乎
真理只在射程之内
一点都不浮夸
有！！
俺也一样
心疼
来了
还是要送上十万
泪目
泪目
五色旗啊
也不看看这部剧编剧是谁
实现了
好烫好烫
热乎！
来了来了
50分钟，热乎
读春秋，伍子胥一夜白头。。。
牢底坐穿是另一批
心刚是山东人
射程之内即真理
伍子胥过韶关，一夜白了头
浏览器也可以看觉醒年代。
抛弃幻想，准备战斗
丢掉幻想，准备战斗！
失去精神支柱了
丢掉幻想，准备战斗！
泪目，
恩师莫急
这盛世如您所愿
丢掉幻想，准备战斗！
抛弃幻想准备战斗
学到了
国亡了，同胞们站起来啊
来了来了
真的是一夜白头啊...
枪杆子
这家伙，反手一波背刺
宋朝啊
来了
OHHHHHHHHHHHH
是有的
这盛世如你所愿！！！！
中国的土地可以征服而不可以断送！中国的人民可以杀戮而不可以低头！中国的土地可以征服而不可以断送！中国的人民可以杀戮而不可以低头！
会望王师又一年
现在是大国
冲54
哎
弱国无外交
国足有他早进决赛了
弱国无外交
行动起来！
等一天了，终于
这段看哭了
还我青岛！
王师北定中原日，家祭无忘告乃翁
你们想象一下自己的家乡被强行割给别的国家你们难受吗
“恩师莫急”
真给他肝出来了
空悲切
一边流泪一边看
这球踢的
弱国无外交，太难了
点他54w！
呵
2021秒
天
真的很喜欢这部剧，特别推荐现在的年轻人
人民万岁
我听你的，哈哈哈哈哈哈
这个国旗没人认啊
国防永远是外交最坚实的后盾
57分钟！
人民万岁
我们把你们想的太好了
这次一定！
啊，这
不允许美国从实力的地位出发同中国对话
确实 孩子家家的少见多怪了，
是可能的，一夜不会完全白，但大面积转白的情况有过不少例子
早~
现在的公知不比那时候少
一夜白头心刚啊
莫大于心死
各位青年，大家好
心痛
来了终于来了
泪目
胡适之太多，郭心刚太少！
我辈当自强
热乎
这也是一部值得对外输出的好剧，就是不知道国外让不让播
清是真的怂
真理只在剑锋之上
一夜白头怎么了？现在是该纠结这？
54前后这一段看得是真的心碎
前面的，这部剧可不是一句轻飘飘的“有的没说，起码没编”
南海仲裁案就是个小丑闹剧，中国根本就没正眼看过
致敬
心刚！钦光！
好！
蒋光头：要注意国际观瞻。呵呵
热乎
来了
少年叹自己无用
哭了
来了来了
一夜白头的挺多啊...遭遇巨大打击短时间白头发多这不是很正常吗
来了
实现了
这个角色有原型的，唉
他是青岛人……真的哭了
看到一夜白头，我真的……眼泪止都止不住
来了 三连
说德国下水道那事的 知不知道排污设施只建在贵族区 而且污水全都往贫民窟里面排
如果现在不行可能还会被送
“我们不是打赢了吗？” 55555
三连再看！
我的心刚啊！！！！我哭死了
冲啊
QAQ
要创造人类的幸福，全靠我们自己
记得没错的话陆还被针对了
我的天哪！！！太恨了！！！！
地球空转，国旗委顿
一夜白头，是看不到未来的悲痛造成的
啊啊啊真的难受
2万多人你好！
我自横刀向天笑，去留肝胆两昆仑！
心刚，你放心，青岛我们拿回来了，现在建设得特别好
战场上拿不到的，外交桌上同样拿不到
等了一天了！！！！
徐世昌到处想找人背锅
真的痛心
太痛了，我只看这个片段都痛得不行
看不起谁呢
我们把他们想的太好了
！！！！！！！！
来了来了
不设置点赞目标你是不是怂了(^～^)
54万赞 冲冲冲
来了1小时
我要是木鱼我念着念着我就得哭出来 念十分钟哭半小时
更了更了
两万多人一起看
战场上拿不到的 谈判桌上更拿不到
这位徐世昌的演员好像演过很多次徐世昌了
老美从未变过
热乎
直接三连再看
太应景了
这个电话是还原的吗？
来了
泪目
今天，是中华文明觉醒的第一天
两万二千人看
白了少年头
血应该热起来
伍子胥一夜白头
22572你们好
唉
直接三连
来了
弱国无外交啊
一夜白头，心疼
有历史原型的
前面那个说德国下水道的是个英文+数字的三无小号
226115人再看
维瓦尔第四季冬
这位大哥历史上有原型的，改了名字
我辈当自强
22615正在看
来了
胡适表示不服
22637人正在看
家乡没了，怎么能没感觉
一夜白头
这演技，真的绝了，由衷的赞叹
激进青年
我们就要收复最后一片领土了!
20:30，打卡
中国红走起
节日快乐！
永远铭记
来来来
丢掉幻想，准备战斗
既然不设目标，那就一键三连
先赞再看
国钦光原型名字，且只是一个普通家庭的孩子更能体现国民的觉醒
热乎！
很真实，血压上来了
20点37打卡
染发可还行
郭心刚的原型应该就是郭钦刚
三连
来了
泪目
终于等到
赵贞吉
一小时六万！！！！！！离谱！！！！！！
原型郭钦光虽然不是山东的，但是在北大上学，也是悲愤而死，所以说这个是心刚的原型也没啥毛病
肝帝
铭记历史
一夜白头存在的，我姥爷就经历过，请不要显摆自己的阅历低 
弱国无外交，这是铁律
因为这部片子才体会到看剧看到热血沸腾
已给
徐世昌：cao
起飞
王师北定中原日，家祭无忘告乃翁
内忧外患呐
天呐
一小时我出息了
哭最多的一段
陈箓也挺拉跨的
2W3在线
赵贞吉？
历史原型！！！！1  郭钦光烈士！！！！！！
20：39
23011人正在看
您
心刚啊，现在青岛特别好
铭记历史
100 
22988人正在看
来了来了，终于来了！！！
痛心
辛苦
点起来
我偏要给
中路集合开团
誓死力争，还我青岛！
来了！！！！
这是每一个中国人的责任
既要枪杆子，也要笔杆子
现实中是真的一夜白头的 真的
来了
人民万岁
有！
郭心刚原型郭钦光，是广东人，一样就是郁郁而终，吐血身亡
终于来了
想儒雅随和，好像是不行啊
疯狂找人甩锅
血的教训啊
致敬先烈！
5·4·了，不敢不赞
《坐下》
冲54w点赞
二十一条就是这么签的
冲啊
来了来了
好耶
中华民族到了最危险的时候
一夜白头
心刚=爱国
终于等到你
放弃幻想，立即斗争
先赞后看
我偏要三连
中国人永远不会忘记这耻辱的一天
自己家没了
如果中国不签字，结果会是如何呢？
前面说假的，你是真的无知！！
这艺术加工也没问题
燃起来了
期待了一天555555
陆太惨了
先生，实现了！
这事，关乎山东几代人的一辈子
于和伟老师太厉害了 我一下被说哭了
热乎！！！
统一
不行眼睛进沙子了
还差ww
54W点赞冲
郭钦刚
还有三十天高考 明天返校 我也得把这个看完
2万多人和我一起看，激动
少年自有少年狂
来了来了
不负年少
这句出来泪目
今天入团了
热门第一
中国人永远不会忘记那一天
2w人一起看
永远铭记
心如死灰
弱国无外交，亘古不变的道理
投币已经5.4了
来了
铭记历史 吾辈自强
等了一天
先三连再看，嘻嘻
祖国尚未统一，同志仍需努力
我们有力量
泪目了
我们没签过的就是厕所里的玩意儿！！！
热乎
点赞投币再看
@乃翁
我们没签过的纸，就是厕所的纸
陆游猛得一比，曾单挑并杀死老虎
小鱼肝NB
来了来了
！！！！！！
好！
来勒来勒
真理只在射程之内
冲冲冲冲冲冲
来了来了
20：59打卡
.
等了一天了
这也是因果，当年签下的，污点
《示儿》啊
1
乖乖，两万三千人再看
心疼郭心刚啊
说太假的，在这冒什么傻气
21.01打卡
f'f'ffff
热乎的
23001人观看
过河过河过河！！！！！！
央视网
21:02打卡 ~
终于更了 一天刷新n次主页
央视网
高唱国际歌，自己救自己
中国万岁！！
央视网
终于等到了!
我来了！！
来了
山东舰警告！
中国人永远不会忘记这沉痛的一天
这里看的真心痛
弱国无外交啊
"54w,冲！"
我见到过身边的人几天白头的
郭钦安
54w，冲！
战场上拿不到的，谈判桌上也难拿到
来了
家乡没了
家没了
人如其名
木鱼肝帝
足球大师
弱国无外交
lail
郭心刚
这是计划的一部分吗
丢掉幻想，准备战斗！
心系国家
伍子胥
我凑，2W多人同时在看
原片已经全部看完了
美国人一向是这样的
杨委员：你们没有资格在中国的面前说你们从实力的地位出发同中国谈话
前面科学的那个你没见过就不要发言，我见过
段祺瑞不得好死
泪目了
收复台湾
不假，我有一个同学高考压力大最后一周回来，半数头发变白了
起来不愿意做奴隶的人们，把我们的血肉组成我们新的长城
为什么每个北洋军阀都是这样的人呢
来了来了
天无二日，我心里只有总统一个太阳
1
呜呜呜呜呜呜呜呜
太难受了
中国人永远要团结
哇，这样的木鱼我能粉一辈子
王师？蒋公大义
一夜间家都没了
少年强则国强
不说主权，想想我们十五万劳工，竟然有人说签
不是背黑锅，而是责任
有！！！！！！！！
太燃了
俩小时8万
刷完了觉醒年代
中国永远都不会忘记这沉痛的一天！
我们把你们这帮混蛋想的太好了！
现在青年人，是一心守国的
点赞！
弱国无外交
我以我血荐轩辕！
卧槽
来了
一息尚存，战斗不止！
不好
我们也是啊，要为中华之崛起而读书
哈哈哈，甩锅无处甩
怎样才一夜白了头，哭死了
屈辱历史的代入感太强烈了，演员也是真的难过
心痛啊，心痛
一键三连！！
哭死
弱国被殖民
致敬前辈先贤
当年，先辈多么的努力！！！！扳回这一局
已经实现了先生
死不瞑目啊
我养了一群饭桶
这一刻 我们都是青岛人
赵贞吉
我叫你腊鸡
靠！！我大中华，是靠所有人努力守护住的
来了
希望，祖国统一～台湾早日回到祖国怀抱
心疼
111
我是青岛人 希望祖国繁荣昌盛 祖国万岁
一夜全白很难，但大面积白并不是夸张
一小时
枪和纲领都是一步一步探索出来的～
前方高能
搞出蘑菇单听只要杆子
历史上一夜白头的很多悲愤交加国仇家恨
洪武元年七月二十七日（1368年），徐达收复大都，元亡
邪性
好气
我同学爷爷查出癌症那晚上，我同学他爸一夜白头。
等了好久
实现了
不，是因为弱肉强食的国际环境下弱国无外交↑
不至于自己老家丢了你不难受？
我的母亲和祖母都是青岛人，这种仇恨刻在血脉不能忘！！！
这是无奈的痛啊！
皮球
搞出原子弹， 挺直腰杆子
giao了个giao
不能靠外国啊！从来就没有靠他人的怜悯得来的胜利！
let it go 
