哇！我出息了！
趁嵩哥现在只有1级我要多欺负一下
哥哥阿阿阿阿阿阿啊
兄弟们多支持嵩哥
看眼睛，绝对在看提词哈哈哈
爱死哥哥了
热乎
好的
嵩哥！
音乐纯粹，爱V绝对。
黑色的鸟
想看你的演唱会！！！！！
棒！
不你是uae
牛
最喜欢这句歌词
嵩哥
老公老公
又帅了
嵩哥你好啊！
欺负一级小号！
想看你直播吃油面筋
老公  ！！！
好啊好啊！！
来了，老弟！
许公子来了
想看你做饭
期待
嵩你怎么又瘦了
bilibili- ( ゜- ゜)つロ 乾杯~
老公老公！
昨晚哭死！！！
hi~
1级号  快来欺负欺负他
内心OS：虽然我大概率不会发
好爱你呀
老公！！你好温柔！！！
哈哈哈哈哈，我带着弹幕来了
乌鸦是我的救赎
哇哇哇哇，我已语无伦次
好的
嵩哥啊啊啊啊啊啊啊啊啊啊
一米六五的高大男子路过
我攒的币都给你
涨粉太快了吧
乌鸦NB
@ 小阿小刘氓
啊啊啊啊啊啊啊啊
为嵩哥打call！
音乐纯粹，爱V绝对！
你好！！！！！！
老公
乌鸦乌鸦！！
所有币都给你备着
你若化成风 我幻化成雨
55555555想老公了
爷青结
啊啊啊啊啊啊啊
欢迎欢迎，列队欢迎
很许嵩
留下痕迹
啊啊啊啊啊
爷青回
啊啊啊啊啊啊啊，我爱你啊，甜甜
飞上枝头的都风趣 占了巢的都在窃喜
哈哈哈哈哈哈
呜呜呜呜呜呜呜
爷青回
十年嵩鼠哭晕
老公！！！
啊啊啊啊音乐纯粹，爱V绝对
哥，别用座机拍视频了，地址给我，我送你一个相机
好爱你好爱你
好的，明天六点起，看mv
啊啊啊啊啊
嵩哥！！！！
老公！
音乐博主平时谈谈琴，谈谈情也行[doge]
音乐纯粹，爱v绝对
E嵩哥又瘦了…
乌鸦越听越好听啊！！！
呜呜呜哥哥瘦了，不再是oae了
牛蛙牛蛙
这个男人怎么做到又可爱又儒雅的啊
你知不知道我昨晚差点哭死
随便发！！！常联系！
B站独家！！！这是真实存在的吗
老公！
早该来了
许嵩许嵩！
音乐纯粹，爱V绝对
哥哥钢琴弹唱乌鸦！！！
啊啊啊啊我的天哪！
好呀好呀，一起看
我直接 嗨，老公
活的嵩哥
好nun好想rua一把哈哈哈
爷青回！
瞧嵩哥这小嘴唇，想亲
乌鸦超好听
老公！！
你有账号啦！
新专辑真的好听！BGM是乌鸦-许嵩
干杯
爷青回
乌鸦
冲啊
你果然
今晚看起来！
许嵩永远滴神
老公老公o(≧v≦)o！
一键三连啊！！
大家一起熬夜
快乐说来就来
啊啊啊啊啊
想看vlog
"B站,B,第四声标准英文"
干杯
卧槽
哇哦
啊啊啊啊啊啊啊啊啊啊啊老公
哟吼
许嵩许嵩许嵩许嵩
好累我们就不发了
新歌好听呢
欢迎欢迎！
什么时候和yellow zero联动？
爷青回
人生第一条弹幕，写给我最爱的你，为你写反转剧情啊！！
哇哦奥奥
老公亲亲！
期待新专辑呼吸之野
欢迎大嵩嵩
终于看到活的嵩哥啦
干杯！
来了来了
爱你
许嵩怎么又瘦了
爷青回
帅呀
许嵩哥哥
音乐纯粹，爱V绝对 
爷青回！！！！！！
我知道你在偷瞄词hhh
为什么你这么帅！！！啊啊啊
生日直播好吗
好的宝贝
许嵩，你永远会得到回应
等你！！！！
啊啊啊啊
啊啊啊啊啊啊啊
等你等你
欢迎欢迎
此生不悔做你的信徒
此生不悔做你的信徒
下次一定
有生之年
啊啊啊啊啊啊
老公贴贴！！！！
老许你要老婆不要
啊啊啊啊啊
我的币终于有地方投了
乌鸦好好听啊
感谢最美的相遇是在音乐里
啊啊啊啊啊啊啊啊！
好哦
想看你做饭和吃饭
期待期待
啊啊啊啊啊啊啊哥
我也高兴
如约而至
呜呜呜爷青回
今晚我们都是许嵩
干杯！！
冲冲冲！！！
哈喽
我永远爱许甜甜
干杯
爷青回
啊啊啊啊啊啊啊啊啊
爷青回
直播变炒菜边唱歌变露沟[doge]
永远的神
爱你！！！
许嵩yyds
欢迎许高
啊啊啊啊老公！
卧槽  嵩！
硬币有着落了！！！！！！！！
我嵩营业了！！！
可爱
狂喜
冲了
终于不是灰色头像了
啊啊啊啊啊啊
好耶
嵩哥好！
爷青回！
欢迎
vae!
嵩哥来B站了噢噢噢噢噢噢噢噢哦哦
十一年老粉报告！
嵩哥嫁给我（虽然我是男粉）
老公啊啊啊啊
来啦来啦
你敢信他要35了么
老公炒我
希望嵩哥能经常来小破站一起玩，分享
爷青回
啊啊啊啊啊啊
我想每天看你发
陈浩南：乌鸦，你给我闭嘴
老嵩头我爱你
嵩哥我爱你啊
爷青回
老公！！
许嵩，爷青回
许甜甜！！！
从今天开始，你就正式成为B鸽了！
想每天都看你！！！！！
啊啊啊啊，好开心哦，以后可以和00一起唱歌吗。
直播做饭
终于等到你啦！！
想看你做饭hhhhh
干杯
啊啊啊啊
卧槽
注定是个年更up哈哈哈哈
可以发做菜视频
哔哩哔哩排面啊
音乐纯粹，爱V绝对！
我想看你跳舞
爷青回
期待！！！！！！！！
音乐纯粹，爱v绝对
等了一千天
好！！！
嵩：这礼拜谁也别想睡
刚听嵩哥新歌！
啊啊啊我的星星
来了来了！
！！！
花絮！！！！！！！想看工作嵩
从初一到博三，你的歌陪了我十几年，还是一如既往的很有辨识度的旋律。希望你能倔强地一直不变，我也能一直不变。
做饭
想看你
弹幕评论区告诉你有用吗？？？
想看嵩式vlog！！！
爷青回
woc
老公！！！
我靠！！！！
音乐纯粹，爱v绝对
来了
呀呀呀
音乐纯粹爱V绝对
VAE
你终于来了
来了来了
好久不见
哦～～～
许甜甜~
ohhhhhhhhhh
啊啊啊啊啊啊啊啊
好啊好啊！
男神
啊啊啊啊啊啊啊啊啊啊啊啊爱你
干嘛穿这么厚 来我给你脱
瘦了好多啊哥
欢迎！！！
有何不可
怎么又帅了
可以蹲一个清明雨上吗
可以蹲一个清明雨上吗
能不能来个清明雨上
许嵩哥哥！！！
希望下一次演唱会票，我能抢到！！！
妈耶！
这么顶尖哈哈
啊啊啊
嵩哥
嵩哥
看你
迎亲
啊啊啊啊啊啊！
老公！！！！
干杯
5.8等你
B站的小伙伴你们有没有吃过饭！
我自动变绿了
老公的眼睛肯定在看提词器哈哈哈
唱首《多余的解释》，我上学时听你得第一首歌
爱了爱了
告诉你你也不会安排的！
音乐纯粹爱v绝对
可爱死了
嵩！！！！
嵩哥越来越帅气了
啊啊啊啊啊啊啊啊啊啊啊啊啊
你咋才来捏？
新歌好听
看你就够了！！！！！
嵩哥好
来了来了！
我靠，居然梦想成真
芜湖！
秒关注
一定准时！！！！
弹幕硬币都给你！！！！
好奶啊
买的你的第一张专辑就是想象之中
干杯
爷青回
老公又帅了
嵩哥好
一时开心又激动
欢迎欢迎
一定准时！
卧槽
哇！！！
干杯
是音乐人，也是诗人，更是生活家
许嵩
想看格洛米！！！
老公
这不得支愣起来
才来小破站，我都等你好久了
爷青回
十年不变！！！爱您
倒立
来啦来啦
对不起我只会啊啊啊啊啊
卧槽，好家伙
大家好我是vae
哼
爷青回555，猛男哭泣
你永远是我的青春！
嵩哥终于来了呜呜
嵩哥，在成都上学的合肥人问你会在成都开演唱会吗？你是我最喜欢的歌手之一
我心动了
期待mv
老公！！！！
许嵩许嵩许嵩
天哪，十多年了，你还没变
啊啊啊啊新一届芳心纵火犯许嵩卖萌犯规！！！
给我冲！
救命！活久见系列
欢迎嵩哥
格洛米来了吗
啊啊啊啊啊终于来了！
好啊
爷青回
胡说，嵩哥是女粉丝的！！！
哈哈
安安安安安安安
好的哦
太好听了
啊啊啊啊啊啊啊啊啊啊
老公！！！
想看你直播唱歌啊
可爱
再来亿遍
越来越会比心了这个男人
老公！
有生之年，终于等到你
哇哦哦
排面
爷青回
许嵩啊啊啊啊
干杯！！！
欢迎
干杯？？？
3小時
您终于来了
嵩嵩！
嵩哥太帅了
嵩哥！！
哥哥哥哥
好帅啊
么么哒
太棒了
小v
爷青回
让让你唱清明雨上
第八张全创作专辑！
你笑得好甜，救命啊啊啊
想知道你录了几遍
你骗人
想看你和龄0合作！
人间清醒我嵩
瘦了vv
开心呀，嵩哥来啦
不要鸽哦
活久见
为嵩嵩增加弹幕
和浴室歌姬合作惊鸿一面
我想看你
一天破百万，记得回来刀我
想学做菜！
久等了，嵩哥
嵩哥嵩哥
嵩哥嵩哥
哥你好帅！！！
啊啊啊啊啊，嵩鼠狂喜
我直接好家伙
爷青回
爷青回
vae   ohhhhhhhhh
许爹
uae变回vae了，爷青结
老许，你要老婆不要
啊啊啊啊啊啊
爷青回
老公！
山哥的声音还是这么迷人
爱死你啦
好家伙，我说前两天黄龄姐怎么唱你歌呢
爷青回
来看看快乐
泪目了
ohhhhhhhhhh
爱你爱你
爱你
卧槽，我的青春终于来了
音乐纯粹！
只是喜欢你罢了
盲猜你全年不带更新的
啊啊啊啊啊接住哥哥的小心心
o
呜呜这个抿嘴小表情简直可爱到犯规！！
宝子多拍视频多露面!!!
老公我来啦~！！
想看你
投币上限？
乌鸦哥
66666
哥，你今年有十八岁吗？
爱了爱了
帅帅帅帅帅帅帅帅帅
好！
我的嵩！
哇，独家
一级号 可以欺负他了
yyds
和黄龄一起！！！
爷青回
爱你
老许你终于来了！
最佳鸽手的头衔，大致上有了人选doge
老公老公老公
oh！！！！
干杯
想看你和yellow zero联动
欢迎欢迎
全体起立！不用坐了
哇哇哇
起飞
期待已久，爱你
欢迎许嵩
终于。。。
老大
爷青回
有没有吃过饭
爷青回
奇迹啊
想看你和00子合唱
爷青回
爷青回
爷青回。
我想看你做饭
你值得我投所有的币!……!
见嵩进
欢迎嵩哥！
啊啊啊啊啊啊
爷青回
半城烟沙！！
干杯
来了
我靠我靠我靠
冲啊老许！！！
嵩哥我爱你！
比心
乌鸦循环中！！！
爷青回
老哥强！
有生之年！！！
终于期待
许嵩！！！！！
终于
干杯干杯！！！！
骄傲的嘞
这么多年了，还是那个少年的颜容，我酸了
我嵩最棒
涨粉速度过于离谱
(⊙o⊙)哇
嵩哥加油
我直接就是一个一键三连！！！
我准备好了我准备好了
老婆！！
有生之年
爷青回
呜呜呜嵩哥
有生之年
啊啊啊啊啊啊啊啊啊
有生之年
好可爱
长的好像我同学啊
愿望发新歌
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
7小时80w好家伙
音乐纯粹，爱V绝对
喜欢听你的歌，喜欢听你说话，
嵩嵩，妈妈爱你！！
爸爸多吃点 瘦了
卧槽卧槽卧槽！我踏马看到了谁
          爱在清明雨上悲
嵩哥教我语文
多发就行！
yyds
爷青回
aileaile
啊啊啊啊
许嵩的歌是青春的回忆
嵩哥还是辣么帅
欢迎！！！
我心目中的书生模样
老板好
爷青回
uae你好帅我好喜欢你！！！！
哥！！！
欢迎嵩哥啊
最佳鸽手
欢迎
卧槽！！！！嵩哥来了，感谢b站把我嵩哥拉来
有生之年
爱你嵩哥
嵩哥排面
啊？？？？？？？
有生之年
我的嵩啊啊啊啊啊
你可算来了
鬼知道我看了多少遍
突然颜粉了
强烈要求翻唱一下老葛《半城烟雪》
哈哈哈哈
嵩哥好！
嵩哥嵩哥
vae!!!!!!!!!!!
卧槽，爷青回
Bilibili牛逼！
哥哥
还是这么年轻帅气
老公！！！
hxnlf 许嵩我爱你
妙啊
晚上见
被黄龄姐姐拉过来了吗哈哈哈哈
卧槽。活的
爷青回
来了
卧槽！嵩！
来了来了
哥哥哥请录个vlog吧！
我吹爆
啊啊啊啊啊
音乐纯粹，爱v绝对！
青春
嵩哥！
你终于来了
嵩哥！！
！！！
哇哇哇
格洛米
期待零点的MV！
啊啊啊啊，哥哥！！！
他来了他来了，他带着好歌过来了
来啦～
！！
十年许嵩
我想看你直播吃饭
来了
爷青回
回忆青春，当然以后也会一直支持
爷青回
卧槽
关注了
预言成功
爷青回
爷青回
活的
嵩哥
天哪！！！
音乐纯粹，爱v绝对
哈哈哈哈哈哈lv1的嵩哥
他太温柔了
你终于发作品了
是不是00子引你来的
百万了
被00子骗来了
！！！！！我就一天卸载的b站，又下回来就看见了！！！！
这里绝对有一个姓夏的姑娘
好滴
对不起 全程看嘴巴   感觉很好亲
小破站是真的NB啊！！！
wdqc
旭凯为你而来
许嵩的演唱会太可了，我一个黄牛都抢不上票
想看你
嵩哥北京等我!
音乐纯粹爱V绝对
爱了爱了
你为什么逆生长!heng
你最好真的在等我哦
啊啊啊啊嵩哥等你好久了
嵩哥终于来B站了！欢迎嵩哥！期待小八！
好帅！！！！
直接关注
我的嵩哥啊啊啊啊啊啊啊啊啊
欢迎欢迎
嵩哥～～～～～～～
欢迎欢迎欢迎欢迎
nb！
好听
爷青回
还有一小时
嗷嗷
嵩哥，嵩哥
这件衣服和头像穿的是同一件诶
许甜甜
我想看格洛米，看你训狗 遛狗
子定当不负卿
再来亿遍
啊啊啊啊啊啊
你来了我的宝贝
哦豁
想看你演唱会！！！
许嵩！！！
嵩！！！
青春
哭了哭了
傲娇的小表情好可爱呀
终于等到你
还有半个小时
爷青回
啊啊啊啊啊啊啊啊
还有不到半小时啦！
越长越嫩了
好啊我们一起看！！！
匆忙下载了，赶紧答题
终于来啦
嵩哥看着好甜啊
趁他还是一级号，快快快
感觉第一次看真人
放学别走
啊啊啊啊啊好帅
干杯  老铁  今晚不醉不归
你怎么没变化还这么年轻
还有五分钟
还有两分钟
困的手机砸脸了已经qwq
我要嫁给你！！！
最后一分钟！
？？？？零点了
三连了
嵩哥你在对着提示词吧哈哈哈
咱俩也太没默契了吧。我刚举起杯子，你给我比颗心。[滑稽]
好家伙！
老笔芯了
老公老公老公！
666
这一抿唇，真的可爱爆了
我的梦
来辣老哥
啊啊啊啊啊啊啊啊啊啊啊啊啊
啊啊啊啊啊啊啊啊啊啊，俺爱你!
还是好青春的样子呀
“我们一起来看MV吧”表情好可爱哈哈哈
永远的神
就哈哈哈哈
我就知道有一天你会来的！
ohhhhhhhhh!献给嵩哥的第一条弹幕!
好乖巧的咬字啊啊啊
可谓千呼万唤始出来
啊啊啊啊老公！！！！！
哇！我的嵩嵩终于来啦！！！
永远爱嵩哥！
Uae又变回vae了。爷青回！
爱死
哇(⊙o⊙)哇
接收到了大嵩嵩
许嵩我爱你！！！
啊啊啊啊，有生之年
好耶！
爷青回
哇
给许嵩排面！！！！！
看了看了
666
V越来越好看了
什么都想看
对不起，我刚知道B站可以看，之前在酷狗那听歌了
爷青回！！！！！
好的老公
要看格洛
爱了
好耶！
音乐鬼才
姐姐叫你来的吗？
哇哇哇哥哥哥！！！
啊啊啊啊啊啊啊啊啊老公
V!A!E!
阿阿阿阿阿
老婆老婆老婆prprprpr呜呜呜呜呜呜呜呜呜呜
帅
想看抽一个幸运观众送演唱会门票
太好了太好了太好了！
好的！！
这个表情哈哈哈哈好可爱被迫营业
开演唱会！！！！
嵩哥你不会是被黄龄拉进来的吧
许嵩
干杯！
太可爱了哥哥
没龄龄子，嵩哥也想不到来B站，毕竟自己有vae+，感谢龄龄子
没龄龄子，嵩哥也想不到来B站，毕竟自己有vae+，感谢龄龄子
ohhhhhhh
开直播啊哥哥！！
老公好帅
老公
可以经常直播吗？
终于来啦!!!
我嵩要常营业啊
好帅
帅啊
嗨老公
哔哩哔哩干杯
小八小八！
欢迎我嵩哥！！！
卧槽我发现了谁
欢迎欢迎！许甜甜！
欢迎
好耶！
老公我来了
干杯(   ･᷅ὢ･᷄ )
给我燃起来
耶耶耶！！！
好好看
嵩哥！
这句有龄龄那味儿了
当代老年人试图融入年轻人的生活
呜呜呜你终于来了
第一次看清许嵩的脸
啊啊啊啊啊啊啊啊，嵩哥
为我嵩三连！！
啊啊啊啊啊啊啊啊啊啊啊!
嵩鼠集合
啊啊啊啊啊
爷青回
萌新小嵩嵩
许嵩都来了估计过两天汪苏泷也来吧。。。
转眼就谈不上年轻
爷青回
论唱歌，论年纪我叫你嵩哥，论等级我叫你嵩子
吃油面筋吃油面筋
啊啊啊啊啊
！！！
爱V绝对！
真是我老公
永远的神 
好温柔啊
想看我嵩哥
我爱你！！！！
我是不会说只想看你的
VAE
起飞
爷青回啊
啊啊啊啊啊，我来晚了
嵩哥
为你唱这首歌
是嵩哥！！！
爱你爱你
老许我对不起你，你入住b站我都不知道
爷青回
想看你
啊啊啊啊啊啊啊啊
嵩哥！啊啊啊啊啊
这是个二级号，快来欺负他
来了！
嵩哥带着他的新专辑洗粉来了……
来杭州开演唱会啊
vae棒
我都两个娃了，你咋还没变化
嵩哥，生日快乐。
爷青回
大家好
嵩嵩爱你哟
B站做饭？
徐甜甜！
演唱会，演唱会
爱你嵩嵩
0
老公老公
lyj发来贺电祝李狗蛋与贪玩ly早生贵子*⸜( •ᴗ• )⸝*
嵩嵩
啊！！！嵩哥！！！！！
啊啊啊啊啊啊
好耶！！！！梦想成真！！！！！
嵩哥，来了？！
反正你又不做视频
鸽子王
许嵩yyds
你终于来了哈哈
嵩哥你终于来啦！
想看你演唱会！！！
老公！！！
老婆你好温柔
许嵩我爱你呀
啊啊啊啊啊啊嵩哥
欢迎uae！
帅哥！
许嵩
好帅！我的童年男神！
好听
许嵩许嵩
直接，嗨，老公
嵩哥
我靠许嵩来了，D
全体起立全体起立全体起立
好滴！
知道啦 嵩嵩
好耶！
欢迎欢迎
想看你！！！！
哈哈哈哈哈哈哈
有生之年
许嵩排面！！！！
嵩嵩好甜啊啊啊啊啊
说什么啦谢谢你的歌出现在我耳朵里不早也不晚
鬼畜区【有何不可】你看了吗
想看你劈叉
爷想听你若成风
欢迎欢迎
faker
啊啊啊啊啊啊
文化人
啊啊啊啊啊啊啊啊
好哇 我们一起来干杯吧
见嵩进
许嵩哥哥~
你好，午高
大家随便说，反正他不会发视频的。。。
许嵩这么多年都没见不像某个胖子
反手就是一个关注
惊讶(づ ●─● )づ常年失踪人口竟然出来了
乌鸦太好听了单曲循环
大帅哥你好
哈哈哈好温柔呀
我的青春回来了!
太好啦
告诉你了你也不会发
初五鸽鸽该出小九啦！！
初五早，动起来
小九呢？？？
想看格洛米
""
