看的我都忘记发弹幕……
蒙古人表示，超级激动，原来我的内蒙古的星口那么美！
江山如画啊
这种相机多少钱啊
这是快放，你实地看不到的
同上
新年快乐，梦想成真
好美
肉眼看得到，只是城市污染看不见而己
好美
要去北极，或者大草原
星河欲转
星河欲转
太美了
星星伴着太阳
现在多光污染太严重了，哪怕晚上无云也看不到星星了
感谢up
这些拍的肉眼看不见的，只能相机拍出来才能看见
太美了
美术生赶紧来这里进来参考
awsl
预测阿伟乱葬岗
我们看的都是假星空
一眨眼就2020了，早知道就不眨了
美得像假的
虽知宇宙很大 但地球依然有梦
非战斗人员请撤离
斤斤计较
nb
xsddddss
跑去高原看过银河的，只能说，比照片看起来更加震撼
我币没了
流星
是成都蒲江。
像海浪一般
愿自己身体健康就好，。
新年第一个
真  云海翻腾
上头了，怎么办
万界  诸天文明  我们在看着谁   又是谁在看着我们
大美青海，我美丽的故乡
斗转星移 物是人非 我内心的追求 不会消失
地球是圓的！
大美青海
唯有人間煙火，溫柔整個世界
银河落九天
成都诶
鸡皮疙瘩
新年第一个视频
我也是现在看到的都是黑色的。
语言无法表达的震撼
前面的同被bgm炸出来！！！
美到窒息
仙到窒息
头皮发麻
好美呀！
斗转星移
看UFO
不假，一般拍摄都要踩好点，选着最佳时间
哇…
(⊙o⊙)哇
说P的笑死我！
星移斗转
天接云涛连晓雾，星河欲转千帆舞。
斗转星移
众星是上帝创造的
河山大好
感觉地球失去了大气
出现了贴图云
出现了！贴图云
怎么拍出来的
新年行大远
西安的要哭了
好
期末免挂
祝愿这样美好的景色永留人间
愿考试顺利
哇
哇哇哇
斯巴拉西
火钳刘明
社会
新年第一个视频
好看
好看
我是云南昭通的，大山包真的很美
我是云南昭通的，大山包真的很美
中间
吴天昊
刘明
中间那条是银河吗
妙不可言
我的学问不能支持我的心情，只能送上三个字，太特么美了
小时候在粤北还能看得到满天星星和银河，现在回去天气再好也只有零星点点的亮点，污染太严重
我我大中华美如画
斗转星移，天圆地方
黑暗森林法则
绝美星辰，唯美星空，愿这一年同星空一样美好
新年快乐新年快乐
你好2020
哇撒紫色天空真的存在啊
看到流星了
那个长满头屑的，哈哈哈哈哈！你给我站住
求BGM
星空照祥，不负青春。
仙女座星系
梦幻啊
哇塞
明天考试不挂科！！
woc
猎户座星云
新西兰小镇特卡波吧这是
美极了
下次一定
太美啦啊啊啊
看来有些不是我们看不到，而是被盖住了。
太美了！
啊啊啊啊美死我了
有人可曾注意到了十分微弱的极光
好美
水开了
也只有小时候才看到过这样的星空了，
锅开了
ohhhhhhhhh
银河系
开饭了
考试考好
新的一年高考顺利贾璇能成我的
每当看到星空的时候，我都会感慨人类的渺小
绝美
火钳刘明
闪过收个UFO
祝家人身体健康  
宇宙的浩瀚无垠这样确然地展现在眼前，深感渺小地球上的兴衰荣辱何值一提
awsl
我币没了
太美了吧
每一帧都可以做壁纸了
不是这头屑也太多了吧
啊
是天空本来的颜色吗？还是摄像机的技术调整？
太美了
有种想流泪的感觉
太美了
这次一定
爱了爱了
好美
2020考古
2020前来考古
2020一月一日前来考2019的古
绝了
望合格考全过
不会挂科
祝自己心想事成。
朕的江山
真的只是时间
最可怕
肉眼能看到这样的？
猪叶仙
期末考试过
期末考试过
每一张都能做壁纸啊！
期末考试过
每一张做壁纸都绝美
新年快乐
太美了！！！
想象一下，我们是跟着地球在转，星空不动，我们动
此视频不火  天理难容!
来咯
纪录片级别
竟然看到我大三亚
啧啧目测要火
你币有了
我没看见过啊??
想自己亲自去看看
靠，我的硬币怎么不见了...
只要没灯光的地方就可以看到吗？
这才是真正的唯美星空啊，太赞了
希望家人平安，希望学业有成
内存都装不下了
这次考试全过!
随便一帧都是壁纸
美丽动人
银河太美了
美哭
美哭
好看
考试加油哦！！！
美翻了！！！！！！
千帆舞
这啥级别的相机
千帆舞
真好看
look at the star
look how they shine for you
地球在转。
流星，，，！！！
太美了
太美了
哇塞！
说实话 像P的
哈哈我在亚龙湾
漂亮
2020变瘦变美变好看
终于知道为什么我们的征途是星辰大海了
星辰变
终于知道为什么我们的征途是星辰大海了
终于知道为什么我们的征途是星辰大海了
长满头屑的你回来！
太美了
没人？
新年快乐
下面是云海，上面是星海
新年快乐
新的一年身体健康啊
好漂亮
三连献上！！
新年快乐
新年快乐
白嫖使我快乐
小心歌者二向箔
美炸了
一开始以为是p的，太美了，结果是真的
你币有了
感动，谢谢up主
以前肉眼应该能看到大部分的
我也想去这些地方
天狼星看到了
云海翻腾
这是在哪。想亲眼看
四川的好美
新年快乐！
这块是射手座和天蝎座，右边比较亮的是心宿二，左边那个好像是木星
群星隐耀'商旅潜行
看到仙女座星系了！
宇宙尘世间
太美了
真好
延时摄影是个好东西
好多流星
希望新的一年能够全家都身体健康。
期末
期末考试不挂科
哇哇哇
新年第一个弹幕
考研成功
(≧▽≦)
优秀的活下去吧！！加油
很震撼
每晚看到的星星也就一两百个
优秀的活下去吧！！！！加油啊！
甘肃人在这！
新年快乐
云南人路过
去北极
哇塞好漂亮
美
2020，愿不负所期
物换星移几度秋
前面的，能，很久以前可以在很多地方看到，现在不能了
期末成绩出乎意料的好
世界一切应该都是圆的，圆为最自然的一种状态
考试加油！祝自己不挂科！
已三连
保佑不挂科！
愿能和喜欢的人在一起
昭通离我们那很近，我宜宾的
有好多流星
将这浩瀚的星辰撒满人间的天空
幸福成功
新年快乐
新年快乐
这我来过，离木格措很近
其实我国庆放假回家看到了银河，大概只有在人造光源少的地方才能看到吧，之前我一直以为我的童年是假的。
美丽
大家新年快乐啊
只要在人烟稀少的地方晴夜就能看见，比如乡村。
设备不好反而不如肉眼清晰
看的我鸡皮疙瘩都起来了
我感受到了孤独感
那一颗这么亮
太棒了这个星空
我们在运转啊
好好看哦
好恨没开大会员不能开顶级画质
期末不挂科
愿一家人健健康康，阖家幸福
愿一家人健健康康，阖家幸福
愿
许愿
愿新年能瘦
愿一家人健健康康，阖家幸福。
愿一家人健健康康。
愿一家人健健康康。
666
好美，太强了
愿一家人健健康康。
＊666
望课设成功！！！
太喜欢了
许愿
一家人平安健康
震撼
我要这币有何用
宇宙，梦的地方，感恩，好想哭
新年快乐
学业有成
物换星移几度秋
太美了
期末不挂，逢考必过
新年快乐大家
太美了
肉眼也能，但感觉不到这么快的变化
星辰大海
新年快乐
愿家人平安健康！万事如意。也愿自己2020金榜题名。
太美了
龙泉山都有？！
太美了
尤奈酱，没有我你的生活或许会更好
艺考250！
愿家人平安健康。万事如意。也愿自己2020金榜题名！
不三连天理不容
愿家人平安健康，万事如意。也愿自己2020金榜题名！
愿万事如意。
新年快乐噢
星星控的满足
娃娃娃娃哇哇哇
谢谢你
哇
镇站之宝
2020平安喜乐
山岳潜行。。
我梦到过
太太太美了
考试顺利
家人健康平安，完事如意，2020让我脱单吧
世界上的最美，从来不是人造的
好的，进我收藏夹吃灰去吧
学业有成 新年快乐
暴富暴瘦，家人健康。防秃，天天开心
以前大气污染没那么严重，晚上抬头看见星河 现在抬头一片乌蒙蒙
空中瞬间飞过的光束是飞机还是流星啊，，
醉后不知天在水，满床清梦压星河
好美呀！
。。
这真的是星星吗？
新年快乐
在城市里肯定肉眼看不见，要光污染少而且海拔足够没有大气影响最好
希望我和汪朵朵在一起好好的
变帅，中考考上一中
欧气满满，新年快乐
愿一家人健健康康
星河滚烫是这样吧，谢谢
无垠星空
祝我期末考试全过！
肉眼能看到，不过要去能看到的地方才行
不为所动，极致白嫖，从未失败的我，这次，给你三连！
开头就是我大青海，青海青海青海
我从来不许愿的，这次我许愿家人身体安康，我能心想事成，一帆风顺！
Lwj我想你了
看着看着能感觉地球在转～
不gua科
希望心想事成
＜－卡兹
新年快乐
愿新的一年能运气好一点
希望能有女朋友
许愿期末考试除物理化学全部及格！！！！
赞啊
真   云海
新年快乐吖米娜
念起一词：云海
新年快乐
太美了
祝2020年一切顺利
这是真的能看见的吗
新年快乐
家人健康，一切顺利，天天开心
祝我2020诸事顺利，心想事成
唯愿我能成为自己。
许愿高考考上理想大学
这种一般都是多图层叠加
所以跟漂亮了
家人健康，一切顺利，天天开心，考试顺利
祝自己2020中考考上重点高中！
愿一家人平安喜乐
祝自己2020中考考上重点高中
倒影！
愿一切安好
愿一切安好
防秃的笑死我了
愿我这一年如星空璀璨
希望新年一切顺利
是天在转，还是地在转
望身体快快好起来啊
希望期末可以考好，2020一切顺利!
这是画吧
太美了
近视眼只能在这里拥有星空
许愿！
我愿飞上天去，与这星河永存
新年快乐
愿一家人健健康康一辈子
愿2021高考胜利
2020平安喜乐
梦之所向，星之所往
新年快乐哦
无知的孩子们啊
我是世界之王，世界围绕我转动
新年快乐，终有一天我会见到你的
星星排列好了
Yuan
太强了
星星排列好了
太美了
美得让人产生了无限遐想
太美了
愿一切安好
24小时全是夜晚，必须是极地拍摄的
工作顺利，家人女友平安，早日娶她
期末考试冲冲冲
祝福家人身体安康
康定留名
1080
泸沽湖是属于凉山和云南共同拥有的
好看
祝我2020年高考必胜
一定要努力
一定要努力去看这些最接近宇宙的地方！
新年快乐
愿万事顺利，一切安好，心随所愿
一定要努力，才能去看这些最接近宇宙的地方！
太美了
好美没见过这么多星星
被美哭了
新年快乐(✪▽✪)
将注意力放在地球自转上 你会感到微微失重
卧槽
求bgm
卧槽
在城市晚上根本看不到，哎
我的天那
去青海湖那天阴天
卧槽
wq
斗转星移，非人力穷也
每一帧都是壁纸
不是大气污染 而是光污染太严重 拯救黑夜吧
学业有成
万事如意 
家人身体健康
好看
这种场面，一辈子看一次真的值了
新年第一个三连
我一定要去亲眼目睹
同新年第一个视频
2020能考上理想的大学
我们的征途是星辰大海
2020家人身体健康
爱了爱了
爱你三千连
好美啊！
要和你一起去吖
666
有看到流星的吗
期末高分过
新年快樂，希望新年順順利利，發財
新年快樂，希望新年發財，順順利利
新年快樂
發財
希望新年順順利利，發財
等我学业有成定看星辰
家人身体健康，我学业有成
这个世界它好美
三连啦！谢谢up让我看到这么好看的星星
一切顺利
万事顺意，一切安好
希望2020，减肥，脱单
爱死了
联考进步
逢考必过
左下角是地方喔
接下来都过过
希望合格考三aA
已三连
内蒙在这里
地球仿佛大飞船遨游太空
甘肃的这儿啊啊啊啊，谢谢up主
准备折跃！
神tm失重真感受到了!!
醉后不知天在水，满船清梦压星河!
愿一九年所有的遗憾，都是新一年惊喜的铺垫
好美的星辰
新年快乐
说实话像p那个p你妈呢
他一直在
画面看起来好精致啊
本科
期末必过
今年第一个三连给你了
愿世界多一点美好，少一点苦恼
不知道为啥感到好怕
看哭了_(._.)_　
真的看哭了
看哭了
感到害怕是因为自己太渺小了吧
许愿家人平安健康，事事如意喜乐
满船谢谢
希望今天1.1的编导考试稳210以上
祝我好运暴富！
转运
希望能有女朋友
大美青海
嘿，一切都会更好
大美青海
天接云涛连晓雾，星河欲转千帆舞
地球转的我眼晕
远离喧嚣
浩瀚宇宙
没钱还真不能这么浪
手机延时摄影可以，但没那么震撼
镇B之宝
这个好美！
哇 我的家乡！
真美
新年快乐
愿父母身体健康，我2020年脱单
期末考试不挂
一切安好
好看好看
青海最美
努力的活下去加油奥利给
奥利给加油
拍的好清晰啊，我戴眼镜都没看到这么清楚
愿万事如意
顺利就好
好美
愿明年一帆风顺
星辰都在努力的发着光，你又有什么理由不努力
美
我就是從那顆星來地球的！！！
以前的满天繁星  在我们这已经看不到了
每一帧都是壁纸！
6666666
祝家人身体健康，万事如意！！
原价人身体健康，万事如意
默默的取消了点赞改成了三连
默默的取消了点赞改成了三连
太美了～
希望2020年，家人平安，老婆开心，自己工作顺利，压力小一点。
新年，要快乐
一切顺利
如果有一些介绍就好了QwQ。毕竟有些我真的不认识。。。应该大部分都是银河吧
2020第一条弹幕奉上
新的一年加油啊
2020暴富
政哥哥来我迦吧！
好看
啊啊啊
星星唉
现在一般城市很难看到的…不要没见过就说p好吗
我青海的，还真不知道这么漂亮的怕
3连有了
家人身体健康
我们都是被璀璨星辰包裹的人
NB
开幕已三连，回来二刷
大气
驴大爷太强了
诸事顺利，逢考必过
今天终于知道何谓银河
愿家人平安健健康康
希望一家人平安健康
新年快乐健康
为什么这么亮还能拍到星星
新年快乐
未来会越来越强
祝愿每一个努力的人，都能收获快乐。
期末考加油
真棒啊
新年第一个弹幕奉上
好多闪光灯
愿家人身体健康
一切安好
没有下次一定 这次就给
你看不到是因为海拔低
许愿高考上理想大学
新疆！？？
现在城市里已经看不到满天繁星了
这是随身背着一套房在拍啊
星辰如海，云如河。
希望找到对象
看哭了
愿身体健康平安
希望我的愿望可以实现
爱你南南。
愿我爱的人健健康康，开开心心！
愿我爱的人健健康康，开开心心！
期末免挂
美炸了
梦想是亲眼看到一片真正的星空
三亚市区真的看不到星星，只有偏一点的郊区才能看见
漂亮
寄蜉蝣于天地，渺沧海之一粟
老家夏天的晚上，我能准确的看到北斗七星
海南的市区真的也没什么星星
丽江。。青鱼！！！
希望考取全校第一
太牛批了
真的好厉害
牛壁啊
我刚好在丽江
这不就是我梦里的银河吗
新年家人安康，事业顺利，早日脱单
太美了
要优秀！
up主辛苦了
全面屏调成填充
愿好事事成，愿家人平安健康。
这是真的吗？满天星河。
新年快乐
好看到词穷。
期末胜利
云海之上 繁星点点
为什么币只能投一次啊
新年快乐
愿妈妈身体健康
有生之年要去逛一逛
希望今年考研能一次过
满船清梦压星河
今年一切如意
水当当
辛苦了
火钳刘明
愿一家人健健康康，和谐幸福
新年的第一个三连
南京！！
三连了，干的漂亮
四川这么好看的吗
必须三连
哇居然有大山包，大山包真的真的很美
看到我家了
2020年遇到更好的自己，也遇到良人。
星辰
星空物语
还记得小时候夏天躺在屋顶上看星星
在新的一年祝阿婆主越来越火视频越来越棒
愿家人幸福美满
厉害了
你知道吗我愿意穿过亿万光年穿过亿万星空来找你
我在这遥远的星空上看着你
想哭
平安喜乐，万事胜意
希望复合
白昼流星！
对不起，我要关弹幕了
2020家人平安
2020年一切顺利
真的好美啊
新年快乐，学业有成
币先给你
处理好感情问题，2020冲鸭
四连了
去我收藏夹里的吃灰吧
白嫖失败
哇
我的妈
看起来。好。震撼
考试加油
延迟曝光，人眼是看不到这么美的。
如懿便是最好
愿家人能够健康快乐过一辈子
美
奈何本人没文化，一句握草行天下
繁星璀璨，奈何在天！只能望之，奈何取之！
繁星璀璨，奈何在天！只能望之，奈何取之！
繁星璀璨，奈何在天！只能望之，奈何取之！
一想到这是一个一个星球，地球也在这些不断的转动当中，就一阵震撼
2020改变自己
这风大的，摄像机都挪了好远。
美
所有所期望的都能考过
2020一好好学习
会考全过 2050 冲冲冲
愿一家人健健康康，平平安安。
愿家人一生平安
怎么拍的
这让我想起了一个梗，卧槽真漂亮，       落霞与孤鹜齐飞，秋水共长天一色。唉，我还是卧槽吧。
不干嘛超赞！ 是Africa!
令我感到震撼的：一是头顶上的星空
期末免挂
愿一家人快快乐乐，健健康康。
新年快乐
去内蒙看过星汉灿烂
城市里从我6岁开始就再没看过这样的星空了
不知道为什么突然感受到自己的渺小
愿丹丹平平安安，快快乐乐
星辰大海
有机会陪丹丹去旅游鸭
愿家人健康平安！
我想去太空看一看 
星星啊，宇宙啊，卡兹啊，让我新的一年有个对象吧
卧槽，这不是我在的城市吗
弹幕护体
都是时臣的错
我想去西藏了
愿一切平安顺遂
愿2020一切安好，愿小胡可以喜欢一下我，原期末不挂科
新年快樂，希望新年順順利利，發財
新年快乐啊。
从六岁那年 他便独自一人照看着历代星辰
这个最亮的是脉冲星吗？两边突然有光线射出来
每一帧都是世界名画
祝学业有成
家人身体健康
也是大佬啊牛批
成功上岸
我家的别墅好像在下面
羡慕up主，亲眼看过这么美的星辰
许愿启明星
我小时候在市中心某小区的晚上见过这样漂亮的夜空，那一次印象很深刻，后来再也没见过
相机帧率高，有耐心，赞一个
为什么我有一种畏惧感
愿我考试顺利
小时候老家的天空也能看到银河
一切顺利，拜托啦
我就在雅安
俺也一样
保佑一生平安富裕
逢考必过
开心
库特给你点了个赞
最直观的感受到地球在转动
我们的征途是星辰大海!!! 
硬币  妈妈要离你远去了
愿家人平平安安
我一定要亲眼看到这些
新年快乐
云海映星河
真美
新年快乐
星空p的吧
希望身体快快好起来
期末考进前四百五
新年快乐
惟江上之清风，与山间之明月，耳得之而为声，目遇之而成色，取之无禁，用之不竭，是造物者之无尽藏也，而吾与子之所共适
身体健康，工作顺利
wc是我三亚，爱了爱了
哇，好漂亮
地球再转
万事胜意
三连
这是真的吗。。
愿家人平安健康，万事胜意
星河欲转千帆舞
哇
高考！
希望2020年越来越优秀，取得更好的成绩，和家人们健康平安快乐！
爱的人，家人身体健康
希望今年能够考上大学保佑保佑
穷其一生，都不能达到天空的一个小点点。
新年快乐
希望新年我爱的人和我都能心想事成
这个让我感觉到我原来是身处在宇宙中的啊
为什么最近大家都在弹幕许愿啊
骑驴到西藏
新年快乐万事如意心想事成福如东来家庭顺利前程似锦2020一切都好!
考试必过
2020一切都好!愿家人平平安安一帆风顺一切都好
银河
愿我在多活一年
这段有流星诶
这段有流星诶
有流星
愿一家人平安喜乐，健健康康。
谁是造物主，我们为何存在
我在广州，没见过星星
大山包
梦想成真
朋友的朋友拍的，哈哈
太好看了
就是因为现在环境污染太严重，很难再看到这样的星空了。
祝我家人朋友和我新的一年多福多财，平平安安
2020高考必胜
新年第一
许愿
新年快乐，诸事顺遂啊
2020一切安好
说像p的那个同学你p一个一样的给我看看
求bgm
大自然的美
奈何本人没文化 一句握草行天下
全部人都要幸福
我好想去青海啊！！！！
宇宙真大啊
青海，我的家
我小时候回老家见过，然后就一直梦到。
彩虹星海
全程起鸡皮疙瘩
云海真美丽啊
大美星光
头屑的那个还我意境！
愿我能有女朋友。。。
牛啤啊
所以的恒星都有熄灭的一天，宇宙最终还是走向死寂
平安喜乐，万事胜意
迟迟钟鼓初长夜，耿耿星河欲曙天
许愿学业有成，家人幸福安康
太好看了！！！！！！
早上的星星！
啊啊啊啊啊啊
爱了！
2020事业有成！！！
我想为你的夜空升起一片星海，悬挂着银河，守着孤独的日落！
我记得小时候在秋天和冬天能看到银河，不过在上了初中以后就没有看到过了！雾霾太大了
此生无憾
壮哉我大云南
太美了
好美
愿和自己喜欢的人共赏这片美景
龙泉！！！山上有一个观星台
哦豁
好美
星河梦幻
好好活着
许愿我和她能到永远
妈妈！我看到流星啦！
好厉害
我依然记得大柴旦的夜
三连给了
祝新年顺利
2020年一切安好
希望考试顺利
家人安康
愿一切安好，家人身体健康！
那不一定是流星，可能是灰机
点赞必投币系列
都看不到⭐了
哇，有银河
太美了吧
太美了
考试必过
确实好美
暴富！！！！
以前小时乡下能隐约看到星辰
现在都看不到星尘了就连星星都很少有
太没了吧
祝我们一直一直在一起，祝我的家人身体健康，祝我早日出道!!
quanj身体健康
期末不挂
希望2020年，该种的果实都种下。
我愿意与你携手到老  星空美不胜收
新年大吉！！！
好看
我爱星空
好看
我肉眼都看不到的东西是怎么拍出来的
美炸了
好美
青海青海青海
愿我和爱的人在一起。
好美
我爱你我爱你我爱你
考研上岸
辛苦了
拜托了物理别再挂了
新年快乐
愿一家人平安健康。快快乐乐
美哭了，加上这个bgm
amazing
新年好运，平安健康！学业有成
泸沽湖
好看
我记得小时候在姥爷家的院子里看到过满天繁星，后来再也没见过那么多的星星，后来都以为是做梦看到的，就是这种铺满夜空的亚子
银河
一切安好
你币有了
真的好漂亮啊
令人窒息的美
醉后不知天在水，满船清梦压星河
2020找到喜欢做的事！
心想事成
希望全家人身体健康，万事如意
2020一切顺利 家人爱人朋友平安健康快乐
新的一年，学业有成
青海这么漂亮
人眼是永远看不到的
应该是飞机吧
新的一年 学习进步 家人健康
人眼是看不到这样的画面的哦
好美
把钱还上睡个好觉
考试必过
希望新的一年 万事如我意 
许愿2020一切顺利 烦恼烟消云散
希望新的一年里可以万事如我意
祝愿自己考试科科都高分，全部都及格！
上岸
万事如意
可以看到的，要在农村的山上
太美了！
又又快看 
我愿把思念刻成罗盘寻遍这星空
太厉害了
每一篇都是壁纸
新的一年，加油
太漂亮了 没有字的话我就把这个做我电脑的动态壁纸了
期末考试顺利
今年的第一个三连
卧槽
地球把我转晕了
LOL他
星辰奇缘
万事胜意
好美
好好好好看
为什么我会头晕。。
啊啊啊啊啊
家人身体健康 暴富
每一帧都是壁纸
此处应有天文学大佬科普
世界美好 值得热爱
这个太美了
我愿所有家人平安喜乐
1
真好
祝自己学业有成
诗和远方
逢考必过
祖国的大好河山
愿我期末考上五百二十分！！
卧槽
自己努力努力更努力。
新年快乐
好看到爆炸
太美了
我想抬起头，本应是这样的风彩
新年快乐呀，大吉大利
没有
没见过
太帅了
从六岁那年 他便独自一人照看着历代星辰
实习顺利想，毕业顺利！
2020 新的开始
感觉自己渺小 会害怕吧（＃－.－）
只要有了钱烦恼就能少了一大半
先三连
awsl
我币没了
新年新气象~家人和和美美~
许愿家人平平安安，身体健康！！！！！！
愿我们一切都好
就喜欢这样的水天一线全是星空地方
学习顺利呀 一切都会好的
希望今年我可以身体健康 
希望父母身体也健康
2020心想事成顺心顺意！身体健康，开心每一天。
新年快乐
我的征途是星辰大海
我三连没了你呢？
愿世界变得更美好。
希望有一把自己的古琴(7000左右)，身体健康万事如意！！心想事成
好久都没有看到星星了
愿家人身体健健康康
前方高能
爱了爱了
新年快乐
阔以
平安喜乐 万事胜意
少拿游戏骗我！
这就是斗转星移吧
我家门前也有
一切顺利，找个对象
找到对象！
祝我考试成功
新年快乐！
直接三连
好运!
太美了
觉醒
所以，谁说白天看不到星星的？
万事如意
丽江排面
现在不得不说我们人类有多么的娇小
2020年自我希望我有个女朋友！！！！！找到一条属于自己的路！！
世间男女皆星辰！
愿一家人健健康康一辈子
良辰美景奈何天
世间男女皆星辰
平安喜乐
与家人平安
我看到卡兹了
刚考完英语
新年快乐
许愿考公上岸顺利毕业
美
好久没看见星空了
春节，肉眼看到了这种星河，老家
天上星星这么多，哪一颗属于我
我们的目标是什么？
星辰大海～～～
肉眼看不见这样的啦，还拍到星云了。
太美了~
人人都是星空的孩子  
太美了，我这辈子也想去看一次星星
新年暴富
一切安好
美
新年快乐，个我
新年快乐
卧槽
真的好美
赞
天呐，好震撼！
希望每个人都好好的
每一帧都可以当壁纸
大学不挂科
新年快乐
许愿研一这一年所有考试不挂科！下星期考试周考的论文主题我都会！！！
看着夜空心情真好
为什么只能投两个币
2020，考上淮南二中
我突然有点晕车
祝2020学习更好，期末优秀
谢谢您。
学业有成，顺利考上自己理想的学校
星辰伴我余生 孤寂世言悔恨
2020祝学业有成
希望未来有一天可以在城市看到这样的星星
我们的征途，是星辰大海！！！
许愿万事如意
新年快乐
原来地球真的在转动啊
希望父母身体健康，我能找到那个过一辈子的人
……
2020一切顺利
小时候，我问哥哥，为什么这颗星星在动啊，为什么这颗星星是红色的，那颗是蓝色的？他不知道，现在，我长大了，疑惑都解决了，但我再也看不见了
那些红绿光是什么
那些红绿光是什么
那些红绿光是什么
那些红绿光是什么
新年快乐
希望期末不挂科，一定加油好好考
许愿今年生活美好健康
这也许不是星辰，是太空垃圾
想要壁纸
水印给我搞大点！！！
斗转星移
我的目标是重庆师范大学特殊教育系
愿一家人平安喜乐，健健康康！
愿家中一切安好，自己可以实现梦想
新年快乐
This is our univers
上一年的作品了都
火钳刘明
许愿那些许愿的人愿望成真
卧槽
终有一天，我要踏破这片星空。
新年快乐
太美了震撼
漂亮
希望2020年一家人平平安安，健康快乐
辛苦了
我们在其中
调色了
愿天下盛世再无疾苦
2020我的转折点，改变自己
学业有成
希望和我喜欢的人在一起
美死了啊
新年快乐哦
中卫人冒个泡
今天没考好，明天希望能有个好成绩
每一颗都亮，即使不亮，也会有太阳照亮你
喜欢看星星
新年快乐呀
家人健康
2020元旦快乐
希望我爱的人和爱我的人一切健康
学业有成
新年健健康康 阖家欢乐
阖家欢乐 健健康康
青海人来了！
前面小时候看得见的 那是我见过最美的东西
已经忘记头顶有星空了
星垂平野阔
新年快乐！
期末考加油！中考加油！
！！沙坡头
英语不挂科
愿你们都能实现自己的愿望❤️
up你有了，要啥俺给啥
願願我學業有成
家人健康
中考胜利前程似锦
我们翻滚在星辰中
太厉害了，大毅力之人啊
太美了，太美了！
祝考研上岸
希望一家人平平安安，我金榜题名！
新年快乐
斗转星移
希望跟男朋友好好的
争取做到点赞和投币一样多
醉后不知天在水，满船清梦压星河。
高考加油
让我想起了曹操的日月之行，若出其中，星汉灿烂，若出其里
银河右边那颗星星是什么呢？
卧槽  猎户座！！！！
高考成功
祝大家每一天，健康，快乐，平安
希望一家人，健健康康
震撼
希望越来越好
Xis
斗转星移
希望在有生之年，能见证星际航海时代的开端
一抹星尘
星星控一脸满足
新年快乐
愿家人健康
怕不是
希望考个好成绩
都是徒步去的？太厉害了
wwww，这也太美了了吧！！！
人类太渺小了
顺顺利利，脱单！！！
愿家人健康快乐
理解了璀璨这个词
一切顺利！
我们的征途是星辰大海！
我们的征途！星辰大海！
上岸！
草  好看的离谱
人类真的好渺小啊
愿今后如漫天繁星般璀璨
望自己恢复如初    加油 努力
人类真的太渺小了
星空浩美
望自己恢复如初
好美
一模别拉跨
快许愿鸭！
新年快乐呀
我有点晕球
