刚刚发布，还没有弹幕
从天亮做到天黑
新年快落
元旦快乐
大早上没吃早饭看饿了
黄山烧饼
元旦快乐
元旦的光棍苦逼值班中
我不敢杀鸡
新年快乐
兔兔那么可爱
摆盘我爱了
元旦快乐
2020希望人际关系越来越好
2020年第一条弹幕  新年快乐～
梅干菜烧饼！
新年快乐
元旦快乐
新年快乐！愿你想的都能实现！
水城羊肉粉
新年第一币投给你
2020祝子柒姐姐新年快乐
新年快乐，心想事成。
新年快乐！
元旦快乐
扭头就走
8:23
为王献上这血与泪编织的王冠
这鸡真肥
哇！！！！！
缙云!
大户人家
兔子这么吃会撑死的。
这道菜是母子相会？
梅菜扣肉好吃
这两个那个都没吃过
新年快乐
2020-01-01留言
熬夜党早起报到
南方东天还是有蔬菜的。
啊啊啊烙锅，我爱吃
大新年清早你们都是魔鬼吧
新年快乐
新年快乐
好好看
意境美
来了来了
什么时候吃兔兔！
总觉得冬天很冰手，希望姐姐用热水吧
油管上的老外来b站吧
好精致，好看
新年快乐
奶奶真幸福
奶奶真幸福
好多肉。。真想吃
我来啦
新年快乐！
李子柒妹妹新年快乐
南方冬天是有蔬菜的
哇哇哇太精致了哇
是烙锅不是火锅
新年快乐
新年，快乐！
母子团圆可笑死我了
这不是梅菜扣肉，前面的你想多了
新年快乐，新年伊始终于等到你
元旦快乐
经常干活的人都很麻利的
新年快乐子柒小姐姐
哇缙云烧饼我老家的哈哈哈哈
新的一年子柒要越来越好哦
2020早上好啊
新年快乐
不知道是不是，干活的时候感觉视频加速过了
羡慕摄影师，我们吃不上他可不一定啊
元旦快乐
好想看下雪
香疯了
元旦快乐
元旦快乐
元旦快乐
新年快乐
好美
新年快乐！
许愿上岸
哇，太好看了！！！
刨根问底
新年快乐|˛˙꒳​˙)♡
快乐！
好可爱的黑兔兔
元旦快乐
2020一切顺利！
考教资那个一起呀
都是肉肉
学业有成！
2020快乐，小李子
对啊，我从昨晚睡觉开始没吃饭，好饿啊
第一次见梅菜
四人份
一个人跨年，一个人迎20新年，早上看到子柒的视频，添了一缕人间烟火的暖
留个脚印
元旦快乐！
弯刀剁肉
元旦快乐
新年快乐
新年快乐
空
我以为是火锅
汪叽
过来人告诉你，多练两次你也会
我也希望哈哈哈
我也是!!
赞
真～海棠朵朵
梅干菜扣肉饼
讨厌吃葱
愿你和婆婆新年快乐，身体健康
兔兔原来也吃胡萝卜叶子
这个白白的瓜是啥啊
元旦快乐
子柒不是只有一个人吗
元旦快乐
我爱鸡皮
元旦快乐
梅菜丸子吗
流口水了
好快的刀
好大一只鸡
新年快乐
没人说话
子柒，新年快乐
为什么这么好看，糟了是心动的感觉
种草这个锅
元旦快乐
元旦快乐
不熟，李子柒啥视频你能都能许愿是吗？
许愿傻狗
我不行了
红烧兔兔
软的糯的婆婆 
元旦快乐
我给你挑软的
口水流了，天啊
新年快乐！
这刀不错啊！
新年快乐
新年快乐
但是我不给你弄辣椒 给你蘸点醋哈
元旦快乐
看馋了
真是干净利落啊
新年快乐
动作好利索啊 赏心悦目
哈哈 可爱
哇，黑色的 兔子
宝贝元旦快乐！
这是什么锅？？？？？
兔叽
城堡空瓶
元旦快乐！新的一年子柒也要好好哒
考教资一起阿，大后天
沙刀
新年快乐
吃顿好的
2020旧疾当愈 万事胜意 加油！
福建人表示听得懂
我在B站发的第一个弹幕
团队负责拍照，子柒负责做饭，哈哈哈
婆婆已经饿的不行了
元旦快乐！终于等到更新了！
新年快乐新年快乐
好美
天又黑了
好饿呀
人好少啊
元旦快乐
新年快乐！
新年快乐
我已经开始期待年夜饭视频了
元旦快乐！！！
蛋黄？
新年快乐！
做作的摆盘  哈哈哈
冬天怎么会没蔬菜？？？
生津止渴
元旦快乐
新的一年，祝大家红红火火，身体健康
声音很对٩(๑^o^๑)۶
烙锅，贵州特产
2020/01/01
新年快乐
前面毕节的加一
新年快乐！
华氏老方
我想到的是炮烙之刑，我是不是不正常哈哈哈
蛋蛋
新年第一个视频
元旦快乐
子柒那里好有冬天的感觉
元旦快乐！
新的一年要做个温暖的人呀
新年快乐
2020的第一币给你了
新年快乐欢迎来到小学作文里的未来
啊啊啊啊啊啊啊想吃
水城烙锅
这是公鸡啊喂
榜上有名
新年快乐！
元旦快乐
新年快乐爱你❤
元旦快乐
元旦快乐
新年快乐
榜上有名
榜上有名
新年快乐
子柒，元旦快乐
好！
弯刀切菜啊
肉馅子
这啥锅
新年快乐
助理和摄影吧
元旦快乐
烙锅是贵州的
小兔几~
贵州烙锅
元旦快乐
啊啊啊在长沙时候扣肉饼，一年没吃家乡的烧饼了
这妹子敢嫁老外，我就宣战！
新年好
大户人家成本太高
新年快乐
凉拌牛肉那位是真的生猛
下午就回家啦，开心
星爆气流斩
梅干菜嘛？
元旦快乐
烙锅炒鸡好吃的
元旦快乐
新年快乐
摄影师是女的
新年快乐
妈呀好多菜
新年第一个留言
新年快乐
你真的很棒
柒柒 我馋哭了555
元旦快乐
佛手瓜
哇！这鸡好土哦！流口水了！
宰骨头还得用柴刀
这是新年最好的礼物
2020-1-1
大鸡腿儿
民国你来辣
过年好
新的一年，2020又是爱子柒的一年
2020的第一条弹幕献给子柒姑娘
锅好看
真的厉害
教资顺利，期末顺利
梅干菜
动作干净利索 真好
这生活真羡慕
摆盘爱了
这么秀气的姑娘用这么粗狂的柴刀剁肉！孙二娘啊？
母子团圆是魔鬼吗哈哈哈哈哈
终于更新了
老婆终于发视频了！！！
时长表明，单身11.11
真幸福，一起床我就有吃的………………看
娶妻当如子柒
元旦快乐
好香aqaaa
可怜的鸡被判炮烙之刑
还有我
新年快乐
啊小老太太真的太可爱了好像我奶奶！！！
新年快乐   心想事成
佛手瓜
元旦快乐
摄影绝了！光影、色彩、画面构图棒棒的！
新年快乐
元旦快乐！！
新年快乐！
新年快乐
Hao
那个锅淘宝有卖的吗？可以烧炭吗？
awsl
全是肉，你俩咋吃的完嘛，下回把我也捎上
新年快乐
这刀工啧啧啧
youtuber订阅量804万了
要快乐
新年快乐
2020年看的第一个视频惹
哈!
承包空屏哈哈哈
母子团圆那个，哈哈哈哈
油管上订阅量804万了
元旦快乐
柒酱，想死你惹
时间是1111，天使数字
这集节奏好快
元旦快乐～
别许愿好吗
日落太好看了吧！
这个天气做这个视频好冷啊
更啦
元旦快乐～
"这把刀不轻,没点实力.真玩不转!"
我就在缙云山脚下
新年头一天，来看老婆真好！
新年快乐
新年快乐
土耳瓜
元旦快乐
2020加油
没有一只兔子能活着离开四川
元旦快乐！
炸出贵阳人，烙锅真的好吃，推荐给大家
食神阿
双刀火鸡
葵瓜
烙烤!!
哦豁，大户人家
终于等到你你，在2020第一天看到你的视频希望我在这一年，心平气和容光焕发好运连连
子柒爱你
有钱人        肉
华农老方
华农老方
元旦快乐
姐姐刀挺好使吖
元旦快乐
锅998买的
做到的女人最美丽
因为这鸡不美所以...
元旦快乐
白色的应该是佛手瓜。
啊啊啊啊啊太好看了吧！啊我死了
终于更新啦
新年快乐
新年快乐，2020大家都要加油～
新年快乐
新年快乐
新的一年依旧爱柒柒！！！！！
2020希望b站小伙伴跟家人都健健康康平平安安
好可爱
原来柒爷在给我们准备新年礼物
新年快乐
2020加油！
子柒新年快乐
2020一切都好起来！
子柒新年快乐
天啊
柒柒新年快乐！！！！！！！婆婆长命几百岁！！！！新年快乐！！！！！！！！！！
小伙伴们，新年快乐
姐姐的视频真好看
超喜欢这切菜声，轻脆爽利
五颜六色的食物太馋人了
冬天注意保暖啊！！
新年快乐
awsl
元旦快乐
来辣来辣
哇塞
这是花菜
给我吃一口
小姐姐加油，新年快乐身体健康
摄影师是她自己
啊那么小的西蓝花就辣手摧花了吗嘤嘤嘤
想吃
元旦快乐！
新年快乐！
新年快乐！
大户人家呀
手脚真麻利
冬天还有这么多种蔬菜也是厉害
留名
现在还有菜
第一次见这个东西诶
只有我的注意点在她的刀上吗哈哈 感觉很锋利
元旦快乐
新年快乐
家养土鸡才会有黄油，市场上养的速成鸡因为出栏时间快所以没有
以前只有一个人，现在有两个朋友一起做吧
新年快乐！
眼花缭乱
时长亮了
元旦快乐
原来是这么用的
柒柒元旦快乐
哈哈婆婆好可爱
wow
失踪人口回来了
2020年希望毕业顺利~
哇啊啊啊
新年快乐
哈哈哈哈民国迫不及待的搬着小板凳来了哈哈哈
好饿
刀哪买的
超爱缙云烧饼 
让婆婆在屋里去烤火吧
新年
让婆婆去屋里烤火吧
这期没配乐诶
让婆婆去屋里烤火吧
新年快乐鸭！！
幸福安康
元旦快乐～～～
新年快乐
婆婆太可爱了吧
元旦快乐
加油啊
为什么没弹幕？
加油啊
冻不冻手
我给你弄一个啊
新年快乐
植物大战僵尸里的倭瓜
新年快乐
"鸡皮吃多了不好,,Ծ^Ծ,,啊"
好酷
元旦快乐
弹幕全清了？？
这太酷了吧
干活好利落
han菜
新年快乐
20-20-01留言
二刀流
辣椒肯定很好吃
新年快乐
哈哈哈，你把缸都砸了。。。。。。
这么多排骨都是钱啊
新年快乐！
元旦快乐 新年快乐
这看起来也太好吃了啊
前面广西的朋友是桂北的吧
李子柒有个助理和摄影，不过大部分都是自己做的
老婆新年快乐
西蓝花？我喜欢
新年快乐
冷吃兔 麻辣兔头 红前兔
这个太有创意了
新年快乐
别瞎说，摄影师是男的，助理是女的
新年快乐
哎哟，创意
新年快乐
新年快乐
新年快乐啊
兔叽
xianniNKL
新年快乐
前期只有她自己，后来出视频太慢了请了摄影师和助理两个人
姐姐我爱你
子柒终于回来了
小姐姐每天都要开心哦
元旦快乐
元旦快乐
老婆新年快乐
牛
2020年快乐鸭
新年快乐呀
新年快乐
面粉发发发～
元旦快乐
新年快乐！子柒
城里人让我来告诉你们这叫窝瓜
我还没吃早餐(ಥ_ಥ)太香了
我也希望
好想过这样的生活
我老实人来了
子柒新年快乐，70后祝你开开心心
新年快乐
好刀
新年快乐！！！
当然冻手了
新年快乐呀！
新年快乐
这么快天黑了
新年快乐
有没有丽水的，丽水人报道
为什么我看是803万
子柒姐姐新年快乐
把你头拧掉
✨✨
四人份
元旦快乐各位
元旦快乐
烫到手了
bgm：柔香
2020新年快乐
新年快乐
我最喜欢李子柒姐姐了，新的一年祝你一切都顺利，祝婆婆身体健康。
蒙多 想去哪就去哪
早哇
教资加油！
这事那拍的
第一个弹幕
佛手瓜
冬天下雪了还有青菜？
补药汤！
倍速了？
yuan dan kuai le
子柒
太会吃了吧！
麻辣兔头的是魔鬼嘛hhhhh
新年快乐~愿自己和家人身体健康~自己学业顺利！
元旦快乐！
新年快乐，万事如意，教资过
神仙姐姐啊啊啊啊啊啊 爱你爱你爱你
子柒，新年，快乐！
古剑联动笑死我了
这锅帅气
麻辣兔头
双刀火鸡臂力惊人
我要把这个女人娶回家
新年快乐
祝大家新年快乐
新年快乐
元旦快乐！
新年快乐
不明觉厉
有时间许愿 没时间看书？
啊啊啊啊啊啊喜欢奶奶 喜欢柒姐姐！！
新年快乐
祝大家心想事成！
2020新年气象，祝自己家人平安！
庖丁解鸡
元旦快乐
新年快乐
元旦快乐
还有摄影师啥的啊
今年一定要过CPA
子柒2020平安喜乐
很多柚子啊
火锅？
这树上的柚子真好看
新年快乐
来婆婆，给你拿一个放到火面上去烧
鸡你太美
肉
鸡油
买勒个牛肉可以婆婆
自家种的胡萝卜一般比较小，但是味道特别好
happy new year
好棒
元旦快乐
新年快乐
2020高考必胜！
哇塞塞
这兔子好可爱啊，准备什么时候杀了红烧？
元旦快乐
双刀老太婆
我靠是遭不住老哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
我想娶她
元旦快乐
是要做梅干菜包子吗，嘻嘻
馋你们家柚子
元旦快乐！
鸡你太美
是要做梅干菜包子吗？嘻嘻
我饿了
新的一年快乐呀！！！！！！！！！！！
元旦快乐！
这两把像柴刀
新年快乐
新年快乐
婆婆，等会儿就可以吃了
来自华农的魔鬼
新年快乐，考上大学！
新年快乐
AWSL
 做事太利索了吧
新年快乐~！
新年快乐
曹园园我想你
居然是烤肉。。
好可爱！！！
元旦快乐！
第一次见哈哈哈哈哈
(没听清)有些晚上还是要上学
公鸡，有蛋蛋
教资面试加油，一定可以的
马上就可以吃了
这个鸡太漂亮了
这个鸡看起来好好吃
2020大家顺顺利利
绝了
新年快乐
新年快乐！
下期食材
这是啥锅？好神奇
应有尽有
都说了是烙锅，不看简介的嘛？
新年快乐
这个闻到   都有香味了  我得把锅弄一下
看了这个视频，决定明天和朋友去吃烙锅
贵州的烙锅
我媳妇
梅菜扣肉？
新年快乐！
下雪了
啊啊啊啊啊啊贵州
黑不溜秋的兔叽
元旦快乐！
失踪人口回归
新年快乐
浙江缙云
冻手
冻手
他还小
好可爱的黑兔，所以什么时候做麻辣兔头？
新年快乐
赶快来赶快来
我不吃
来啦
你是淑女斗嘛～
没有弹幕吗
新年第一个视频，新年快乐
今年一切顺利
9012年都过完了，竟然不知道她已经有摄影师有助理了吗
今年一切顺利
来了!
丽水的看我
很喜欢吃烤鸡皮
新年快乐鸭！
这么多吃的完吗？我可以帮忙
冬天黑的早
卧槽这种生活我真酸了
新年快乐
这土鸡好吃
大户人家
仙女辛苦啦
新年快乐
新年快乐
新年好，越来越爱你！
鸡皮
大后天教资的带我一个
鸡油是真的香
小升初加油呀。压力好大呀～
子柒美女，希望你能每天都开心，元旦快乐
很像自助烤肉
元旦快乐
新年快乐！柒姐
说炮烙的想到祥林嫂我还有救吗
好奇的，因为他是神仙姐姐
自家养的鸡就是这个颜色的
下期红烧
新年快乐呀
兔兔那么可爱，多加辣椒！
元旦快乐！！
新年快乐
新年快乐！！
就只有我糊了吗？？？
元旦快乐
一个星期过去了。婆婆还在吃
好肥的鸡
婆婆好幸福
我闻到了，好香啊！
新年快乐
贵州烙锅！！！
罗锅
新年快乐
新年快乐
真香！
元旦快乐
新年快乐
人家还未成年 就给人家弄下来了
新年快乐，子柒
馋了
铁板烧烤
元旦快乐！！！！！
看着很舒服
许愿2020四级过过过
老婆太帅气了，爱死你了
每期一会
元旦快乐
新年快乐
晕，那不是香菜，那是萝卜苗苗
新年快乐
新年快乐
元旦快乐
子柒加油
元旦快乐
一顿饭做一天 一天吃一顿
我管她是不是一个人，关键是她什么都会啊！
华农老方站住别跑
散养的的鸡就是这个颜色，我家的原来就这样～
真的什么都有
前方落日
新年快乐！
子姜兔
这是吃年夜饭吧 这么多菜 够累的
新年快乐
新年快乐
子柒小姐姐新年快乐呀！！！！
新年快乐
老人少吃柿子啊
好饿好饿好饿好饿好饿
子柒家啥都有
烙锅哇
元旦快乐
仙子新年快乐
大棚胡萝卜就比较大，毕竟拿去卖好看而且个头大
为什么
仙子新年快乐
精英荟萃
用专门的五香辣椒会更好吃
兔子可能快可以吃了
国考希望有个好成绩
新年快乐
新年快乐
新年快乐
这梅干菜不行啊
啊啊啊啊啊，好丰盛啊
新年快乐
新年快乐！教资通过❤️
又是火锅
元旦快乐
(づ￣3￣)づ新年快乐
新年快乐
屋里更冷些
水城烙锅等等我
新年快乐
贵式烤肉
2020年第一个弹幕，一切顺利
佛手瓜
新年快乐，柒柒
新年快乐
新年快乐
吃兔子的是魔鬼吗
什么时候吃兔子
姐姐，元旦快乐!
又吃火锅吗？
西蓝花还没长大呢
happy new year
下次温州麦饼也考虑一下吧
新年快乐！
菜园好棒
新年快乐呀
新年快乐！
祝自己生日快乐！
新年快乐
做这么多，应该不只有子柒和婆婆的。
新年快乐
别看了，这我女朋友
大黑兔子!我的大白兔呢。。。
考试的祝你们都有好成绩！
元旦快乐
四川真的物產豐富
排骨！！！
时长瞩目
第一次见这种锅
母子团聚
屏蔽了新*、元*，终于能看了
弯刀
新年快乐
看李子柒的时间都能多解一道题！
明天科目二科目三考试过过过
这太阳真像蛋黄
这刀功真的6
治锅
好肥
《悠哉日常大王》被兔子反关到笼子里
好多菜吃的完吗？
2020心想事成
瞬间去世
新年快乐
仙女新年快乐。
浙江丽水缙云烧饼
新年快乐
盐菜
新年快乐！
缙云烧饼我爱吃的，配上敲肉羹很完美。
新年快乐
元旦快乐
新年快乐！
我老家啊啊啊啊哇
元旦快乐
吃火锅了吧
一餐吃一扇排骨吗？？？大户人家
缙云人报到
缙云人来了啊
\
想回家了
新年快乐，哈哈哈
元旦快乐！
双刀李子柒
我真的，觉得子柒是会偶尔从山上捡一个下凡的神仙，然后两个人在山里快活一百年的那种
新年快乐
现在买得起这么多肉的都是土豪
前面的客家人别跑
煮豆燃豆萁
新年快乐
青菜什么季节都有的
新年快乐柒柒！
我卡了
加油子柒
助理馋了
柚子真好看哈哈哈哈哈
新年快乐呀
得妻如此，夫复何求
土鸡可比养殖场的鸡好吃多了
每次吃饭的时候看李子柒的视频最好了
元旦快乐
新年快乐
新年快乐哈
元旦快乐
新年快乐
元旦快乐
2020大不了二战，加油
我咋不能发弹幕
我快馋哭了
新年快乐!
新年快乐
盐菜尖尖
新年快乐，新的一年能够找到心仪的工作，一切顺利！
今天的口水格外的不错
哇这个锅好神奇
教资加油！
看标题我还以为是重庆缙云山的烧饼，我寻思我在这四年也没吃过啊
这个鸡真的好肥呀
？我要发弹慕
看起来好好吃
加油！新年快乐！
元旦快乐
2020年法考一定过
丝瓜，以前经常吃的
元旦快乐！
姐姐，我爱你
新年快乐
新年快乐，多发论文，多出科研成果
我在缙云山下读书，咋就木得见过你塞
来了来了
新年快乐
梅干菜？
哇好好看
这个锅好神奇啊
我成功的把去年的作业留到了今年
想回家吃烙锅了
这是贵州烙锅，
新年快乐
这是烙锅啊！火锅的没见过？
新年快乐
这是不是刚刚再叫的
元旦快乐
烙锅，贵州烙锅。
前面缙云的等等我
农家的鸡 就是很黄
新年快乐
新的一年
华农应该送点竹鼠来，和她做兄弟
新年快乐
案板得换了
新年快乐
婆婆偷偷沾辣椒
黑兔子
兔子笑出了鹅叫声
新年快乐！
新年快乐
华农老方的走错片场了 心生
新年新气象
新年快乐
贵州烙锅
子柒姐姐元旦快乐
新年快乐
怎么什么都种
失踪人口回归了
之前几期，团队人一起吃，热闹，最喜欢看
贵州烙锅
怎么可以摆的这么好看好棒呀
好可爱喔
这个柿子完美
元旦快乐
梅干菜你个小酥饼哦
准备宰了
新年快乐
新年快乐心想事成
华农老方
多解了那道题你还是一样的菜 渍渍
这鸡好肥
元旦快乐！
想吃排骨
真肥呀！
排骨排骨
元旦快乐
柿子吃多了可不好消化
好喜欢这个瓜
新年快乐
新年快乐
元旦快乐
元旦快乐
好饿
吃的完吗？
下期食材
新年快乐❤
来了来了
这鸡好肥
吃虫的鸡一般肉都黄
好小一骨朵
来啦
失踪人口回归
糟菜
扎西德勒
酸菜馅？没吃过啊，好馋
土二瓜
元旦快乐
单手打蛋牛逼
大户人家
元旦快乐
失踪人口回归
新年快乐
新年快乐
婆婆要身体健康呀！
有个外国粉丝做了把菜刀要送子柒的，不知道收到没有
烤兔子
婆婆身体健康！
春节食料在此
觉得梅菜又咸又酸
新年快乐
新年快乐！
手里的鸡排不香了
新年快乐axi
梅干菜扣肉饼
今年研究生上岸
子柒是我大四川绵阳的嘻嘻嘻
华农老哥应该来这里。
奥义：拟偷流
鸡蛋，淀粉，rua一下
这是佛手瓜吧
外卖怎么还没到
向往的生活  简简单单的幸福
所以用来熬汤啊
我也是广西的但不是桂北的
元旦快乐呀
元旦快乐
梅菜肉包
鸡皮好吃
新年快乐！祝子柒越来越好
元旦快乐
我就知道刚才的叫声后会有一只鸡或者鸭
鸡：我煎我自己
元旦快乐
是说晚上要下雪，不是上学
在我们东北，这叫煎牛肉
新年快乐
新年快乐！
吃烤肉？
小姐姐元旦快乐
新年快乐！
都不会结冻的嘛？
这道菜从白天做到了晚上。
2020新年快乐
倭瓜。？？？？？？？？
新年快乐一直快乐
诶嘿嘿得很
元旦快乐
元旦快乐
奶奶坐在这一天了
元旦快乐，亲爱的
新年快乐
新年快乐
新年快乐
新年快乐）
婆婆这个停顿好可爱啊
新年快乐，小七
柒宝好美(✪▽✪)
那个不是香菜，是胡萝卜的叶子
冬天这菜还这么好
来了来了
想吃柿子
新年快乐
新年快乐，元旦快乐！
新年快乐
好神奇的锅
弹幕呢
新年快乐
大户人家
新年快乐！
新年快乐
马上到天黑了啊啊啊啊
四川和浙江物产差不多嘛
新年快乐呀
啥都有
子柒，终于等到你更新了
牛肉
介四那凯？
这太阳......
新年快乐呀
火柿好吃
新年快乐
我是兔兔
全是自己种的
妈呀 太会吃了
我们那叫梨瓜？
好美呀
元旦快乐，宝贝们
好生活
好羡慕啊
兔兔那么可爱，为什么要吃兔兔？
新年快乐
元旦快乐
正宗土鸡
双刀流
新年快乐
双刀流奥义
大家新年快乐
浙江丽水缙云县
这是没加农家肥吗？长得这么小
新年快乐！
新年快乐
这是火锅吗？
我卡了。？？
会把兔子吃掉吗
新年快乐
奶奶好幸福啊能有这样的乖巧孝顺的孙女
会把兔子吃了吗
我是缙云的！！
软的糯的鸡皮，软的糯的子柒
新年快乐，鼠年大吉
梅干菜饼吗……
得柒如此，夫复何求
婆婆吃多了
新年快乐
市场上好难买到这么大的鸡了
我超级爱吃鸡皮啊啊啊
元旦快乐
元旦快乐
美
元旦快乐
元旦快乐
2020一切顺利
缙云烧饼？？？哈哈哈原谅我想到王皮鞋
新年快乐~
元旦快乐
做馅儿？
我奶奶也特别喜欢吃柿子
是浙江丽水缙云
姐姐加油
烤肉
仙女姐姐好厉害
徒手剥皮！超强绝技
新年快乐ya
新年快乐，表白子柒
新年快乐
大户人家
好喜欢看啊啊啊啊啊啊啊
？缙云山在重庆
新年快乐
双刀流
这太阳看起来好好吃
新年快乐新年快乐新年快乐新年快乐新年快乐
子柒真的 聪明 勤快 又善良可爱
新年快乐
太喜欢你了55555
新年快乐
啊啊啊，终于更啦
我卡了
兔头好吃
送终鸡
新年快乐
烤肉诶我的老天
哇好厉害
卡姿兰大眼睛
新年快乐
新年快乐
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
祖传双刀
这一顿饭我能做一天
新年快乐
缙云烧饼！！！！我缙云！！！
这叫烙锅
元旦快乐！！！
新的一年要争气
我要娶你
元旦快乐
身体健康！万事顺意！！！
我想吃子柒家树上的柚子
新年快乐，子柒
对于这种许愿有点点无语。。自己不努力在一个毫无关联的视频里许愿。你拜佛还要去庙里呢这连庙都不去
新年快乐
兔真香
