不是应该刚收到电脑吗，怎么会用了几天
我的天啊，苹果不会给你打钱了吧。。这饭恰不起啊
哇，工艺品
确实
性能很不错——指某些1650都打不过
卧槽
特别高端的才有500尼特
笔记本普遍就300尼特
哈哈哈哈哈哈哈哈
丑
那个刘海官方解释是为了展示更多的东西，扯淡
不要，50包邮
我也很想拍丫们的头，狠狠的拍
买屏幕送电脑
买
生产力工具罢了
不能同意更多
费电吗？
其实我觉得 macos 完全可以把顶部 menubar 做成纯黑背景的不就完事儿了
我也是！上班的时候我的小领导用她的指甲戳我的mac我真是想反手一个电脑飞过去
没错是这样的，这一代看起来像是加了光驱。。。
一样
买前生产力
买屏幕送电脑，，名不虚传
香
库克：不听 不听 我不听
哈哈哈哈哈哈哈哈哈
哇哇哇
已经感觉到不适了
讲真，做视频还是得看AMD处理器
扯了啊，那么大块放个网速显示不香么？非要方便后面计划报废
噗嗤
谱
这代iMac。。。
抽了吧
一年之后：只剪了一条视频
我不懂但是大受震撼？
别扔 50包邮
你又懂了
血压上来了
吹起来了
能打英雄联盟吗
能打英雄联盟吗。。。。。。。。。。。。。。。。。。。。
买来第一天看电影
是高刷吗
我不信，除非送我一台
64G运行内存！！！！
好家伙Blender
我也觉得上一代好看
笔记本90%都是1080P IPS屏幕，好点的有72%色域2K屏
你120ipad 换到60pad就难受了 
大型凡尔赛现场，6台16寸MAC BOOK PRO。
设计师都离职了，要什么设计感
不需要买昂贵的显示设备是因为这台设备已经够昂贵了
剪了6条，一条5千哈哈哈
就剪了6条视频，一条五千多~
对对对
我想问不戳屏幕怎么和甲方交流方案？
官网置换8000左右吧
竟然不是钱包
可以打lol吗，
你长得好像杨玏
加了下代升级什么？
对！！！！！！！！！！
对
对
对对对
丑
Bilibili甚至没有适配M1
其实就是内心阴暗 恨人有笑人无
拯救者就500nit
重新定义 大屏幕
??????
刘海屏真的丑炸了
高情商：上一代更有科技感一点
不好意思，我显示器是240hz的
“大屏幕”
床边放纸的时候
你有没有考虑过，下一代mac一旦把刘海改没了，你买不买新的book呢？
河南拔智齿
吊打gtx3080
卡萨，是你吗，你不打LOL了吗
牛还是牛
没有弹幕？
就是嘛，烦死了
虽然我不懂，但我还是跟风说一句 厉害
卧槽 
甲方：我们决定用第一版
库克的xp是刘海
其实想用的应该是suprise
时尚是个轮回
太有钱了
夏普的igzo面板，真的牛皮
让果粉吹两次
我的壁纸，就是别拿手指戳屏幕
iPad 120hz 手机60没有啥不适的感觉
这是什么鼠标
用苹果电脑看新苹果讲解。。。。。。
非常同意
对对对
竟然不是预算
扬声器在这两边不太喜欢
饿妹子嘤
不知道为啥 有种库克的长相 哈哈
比如关灯看片儿的时候
手机一样接受不了刘海
对对对 我就可喜欢搓屏幕了
抽了吧
对对对对对对
144hz不早就是标配了吗
甲方：你这里要这样！什么？没沟通了是吧
抽了吧
统一存储，就是内存和显存统一吧？
如果乔布斯还活着，也会被这种设计气死
贴个蓝同色胶带
+1
其他牌子的高刷都用烂了，苹果才上
被老板压着你的屏幕
苹果新一代牙膏厂
我看不懂 但我不受震撼
现在也不适配啊
丢一个两个可以理解，丢7个我不能理解，你怎么不把电脑也丢了
喜欢这一代
我舍友就喜欢干这事
好了 准备换2021了
本片在ytb可以看到8k
它本身就很昂贵
摸一下杂了么
对对对
那是送的
至少买的时候觉得会有很大作用哈哈哈哈哈
难道不是因为苹果不提供触屏功能么，连触屏都不愿意提供，就是骨头都不愿意扔出去
单管压i9
5000交个朋友
挖孔我更难受
+1
太丑了吧 
50包邮 解君愁
是！！！
好的 我买MX2最高配版
打永劫无间卡吗？
怎么老给我推送，烦死了。
我想知道怎么样屏蔽他。
300hz屏幕路过
只能拿屏幕形态说事了？完全不考虑macOS为什么能适配刘海屏？
@所有人 连队这边已经配备 沐浴露洗发水 洗衣液 吹风机 拖鞋 纸巾 ，需自带 毛巾 牙刷 牙膏 水杯
希望iPad也用上这个额头。
这叫拨乱反正
我笔记本240hz
血亏
+
背景的刘海真突兀
好轻
手持14寸mbp观看中
甲方
jiehuile ?
你是真有牌面腌
其实这个刘海边上的屏幕是赠品，这么想就舒服点了
吃老本
屏幕的巅峰
这新摄像头是把TIM变成钟文泽了吗
M1 就是一个超大号的IPAD
苹果，性能再强，也只能剪视频！工科生？
你居然问一个公司的主事者缺不缺预算？？？这还是只买一台电脑
不知道他们是怎么想的搞这么个东西
真的难受
抽了 抽了
太对了
没完全跑过去，只有刘海过去了
50包邮解君愁
2000+正在观看~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
对，想给他手指撅折！
对，我也感觉
哈哈哈哈
有一说一买苹果不如买外星人
sdr最高是500nt
刘海
太强了
大刘海
得了吧，连散热孔都没有的电脑性能能好到哪去
还是不喜欢oled，费眼
50包邮
抽了吗
为什么要有刘海儿啊，太难受了，其他的都很不错。
Pro应该的样子
过于真实
上咸鱼，我收了
这么多评测，我只你吹
二手出我
对对对！
笔记本有个500就很好了
更有甚者是用水性笔戳我的屏幕！！
我超
买过高对比显示器没它贵
blender？
同感 同感 同感
好尬
这一期好丝滑
这刘海
在那一刻我希望电脑屏幕通电！让他手欠戳屏幕！
之前过分可是说高刷无用的，现在咋都变真香了？
我尽然觉得之前的拍照好看
马得，那次遇到一个客户，直接拿笔往我屏幕上画
不能装cuda，有些小模型跑不了吧。
下代ipad表示也要刘海，一家人整整齐齐
星球大战里的跃迁
一家人嘛 连发型也要一样
不是内存吗
存储？？？
儿子戳，不敢说话
不错啊吧啊
很多专业软件依然不支持，学生慎入
竟然还用blender
对，强迫症气哭了
可以了，豆用了两年了你
可是这和我gis地理信息系统软件有什么关系呢？！
草
真实
OHHHHHHHHHHHHHHHHHHHHHHHHH
没有刘海就更加强大了
你要想正常是16寸，0.2寸是苹果送的，这样是不是有种白嫖到的快乐了？
缺你批准
送我吧
做不了。ab面太薄了。边框又只有3.5mm只能做刘海。
不觉得。PRO一直很重。做薄了重量却下不来。其实还不如做圆
Tim给Tim喊哥
已经气死了
感觉速度有点快
感谢AMD，感谢苹果，让我用上了更便宜的英特尔
贵是你的缺点，不是它的缺点
你们用logic pro做什么呀
可能刘海是库克的特殊XP
但是明年3月会出专业的工作电脑啊
64G内存，我直接好家伙
大家都不想见到这个东西
蚌埠住了
刘海实在难看
52000
移动工作站
我用120的ipad之后再用所有60全部不习惯了
中文泽只说好的能信？刘海太不行了
用matebook x就可以天天戳屏幕了，毕竟是触摸屏
我感觉，你还是剪不了几条片子
+1
tim：公司每人发一台
功耗爆炸
笑死了，给小鱼用啊
surface：？
涝的涝死，旱的旱死真的是，有钱人
同样价格买其他品牌性能不是秒杀？
对对对！！！！
所以我贴了膜
鹅妹子
哈哈哈哈哈哈哈哈hhh
鹅妹子
这个刘海就特么的很灵性了
看看华为V75电视可以达到7000就知道了
4k高刷
晚上关掉灯可以当灯使用。
牛逼
抽了吧
" And, yes."
我也是
为啥我用ipad pro感知也不明显啊
中年脱发电脑
对对对
苹果给钱
对对对
刘海屏我才是最服苹果
是的，还非常的用力！！！
blender！
啥币刘海
太对了，我每次都直接开骂
不然下一代更新什么？
刚刚戳过别人电脑屏幕感到尴尬。。。
理性消费切勿创造需求
对！！！！！！！！！！！！
《迷人的留海》
45999？
我还以为他要说还差一块钱
我哭了 上一个刚用了几个月
更离谱的是我同事用钢尺敲我屏幕
我的笔记本是触屏的
因为那一代cpu和gpu都很拉。。。
逼死强迫症
特别的真实，像我用屋面屏还好，光面屏被碰一下就是一个指纹
养刁这锅Apple不背 国产太多90/120hz 我习惯了高刷想换Apple ，13也回不去了 只能13pro了
你们居然还用logic
好好看啊
因为他们不知道会坏
我现在就是全pro，所以不敢买电脑，air不喜欢，pro用不着
对，满屏幕指纹
只剩一个：钱
度数加深指日可待
面容太大了，厚度。。。
你这浓眉大眼的怎么也做评测了，不过我喜欢
哈哈哈哈哈
有频闪问题吗
刘海全家桶
这个MacBook已经够昂贵了
在刷m1芯片强的时候，怎么没人提它是几纳米的工艺，这性能还不是靠工艺提升的，制造厂才是关键
苹果性能赶上3080，这mbp重量也赶上3080游戏本了，apple silicon发奖金，macbook团队扣绩效！
发型没刘海都不好意思说自己是果粉
好家伙，留海也开始出现机传机现象了
3Dmax不能用
传感刺
我就姓刁 我感觉你在说我
我觉得还行
我也是
哈哈哈哈，要缩小窗口
苹果要不要考虑出无反相机（狗头）
卧槽
1
统一内存
太厚了
我 学生 懂我意思吧
刘海不能接受 不买
要是microled就更好了
我也是
逼死强迫症
这刘海真的难受
生产力=剪视频
这就是创造需求么、
这个本来就很昂贵
iPad Pro:逃过一劫
？？？？？多少tb
不喜欢就抽了，我想你可以
其实还薄了
这一代太丑了
专业人士专用
何同学同款配乐哈哈哈哈
没错
触控板这么大的吗
哈哈哈哈哈哈哈哈
吃藕
空降 8:40
下一代有升级的内容了，就是去掉刘海（确信
对对对
买显示器送超强电脑
换个方法想，你买了，你就赚了刘海两边的屏幕
哈哈哈哈哈哈哈哈哈哈哈哈哈
你们的，各位不要对号入座
哈哈哈哈哈哈
李斌再出来挨打！！！！！！！！！！！！！！
这个不会挡住任何东西！钟文泽测评过
说的挺严谨了，做视频的用得到，在座的各位八成是用不到，或者没必要用这么好的
这打csgo吃个闪眼都瞎了
用的就是这套设备
打卡
哈哈哈哈哈哈哈
接受他
全是油哇！！！
李斌出来挨打！！！！！！！！！！！！！！！！！！
刘海可是苹果印记呢
哈哈哈哈哈哈哈
我又不用摄像头
老早以前就有这种感觉了！
对  草前的坟头多少个我已经数不清了
我相信他是对普通人说的，不是对影视飓风说的，普通人确实没必要创造需求
我165hz
我也没想到这个刘海的传言也是真的
同感！
之前说没关系的人出来！
4K
和oled那个强
非常有次世代的感觉
第一次在mbp上用上了刘海
不剪视频的人不要激动
设计倒退
是的完全认同
我的妈啊！比较恐怖了这个刘海用户体验直线下降
确实上一代更好看
确实不如以前好看
刘海丑爆了
没感觉 全局144hz 笔记本看mac也就那样
不建视频没很大必要买 兄弟们
下一代才有！
刘海丑到爆炸，不知道水果怎么想的
每条视频五千块！
阿道比
2077当然能玩
电脑礼貌：你吗
+1
达芬ci
加了3d结构光，那明年升级什么？
钱完全不是问题！给我冲！
我朋友戳我屏幕我真的是想拿刀砍他
太tm真实了
刘海
强得很
对
真能买起这台的兄弟都是高端商务人士了哈哈哈
对对对
有需求就要被满足，切勿让过时地产品拖慢你的进度
确实！！！受不了
抽了把
50包邮
确实
挺好，最没用的俩东西都不见了。
买买买
？？？？？？
泻药，我ROG240hz
+1
说的太对了，很讨厌戳屏幕的人
戳屏幕缺大德
最重要在MacOS的下的AE对Cpu的调用率远比PC高
一方面苹果对原生格式优化比较好
50包邮解君愁
同款设备 整体感觉用来做AE还是很不错的
抽了抽了
这tm还不够昂贵么
金钱的香气
刘海
同款
送给我用用我就信了
求一下这个保护壳啊
那个显示面积是送你的
土豪
真实……
快买
对对对
IPAD PRO 120HZ yyds
极为先进的刘海
达分磁
拍他
有钱就是好
没错
所以我给屏幕贴了膜，最过分的是有人拿圆珠笔过来点
正常人谁受得了啊喂
50包邮
surface用户日常
等等党的胜利
有了MI MAX加持，你一天不投两个视频都没法给粉丝交待
赶超时代
键盘好丑啊
pr？
哈哈哈哈哈哈哈哈哈哈哈
插件还是不能用
哈哈哈哈哈
哈哈哈哈哈哈
就这
刘海太难看
mbp16的膜链接有吗
为什么不买华为笔记本？
旧的抽了吧
低价回收感情破裂MacBook
哈哈哈哈哈哈哈
对
对！！
直接强迫症患者
苹果最佳开发者：微软
只有oled可以实现没有光晕
光晕
真的
留到下次去掉
戳你cmos
刘海丑爆
你再扔
我用180HZ都一年了
没错没错没错
就像打游戏用240hz屏幕一样，觉得60hz像个30hz
别买了，你买回来也不过刷贴吧爱奇艺
处理次试啥？
不会真的摔了
原因只有一个：Qiong—“穷”
对没错
观看毕导哥哥视频
什么手机壳
刘海不会影响到显示内容
64G？？？？
回不去?用几天就适应了
牙膏：请打开麦克风交流
确实
奢侈品
叫那个Tim 应该叫老哥！哈哈哈
好厚
哈哈哈哈哈哈哈
对对对对
基本上是返祖了
还有屏幕
还有人嫌亮度高的，不会调低吗？
50包邮解君愁
顶配接近49000
马德这种烦死
我真特别怕把我心爱的电脑拿别人面前演示，不晓得那些人怎么想的戳你妹
黑色背景白色字幕，miniLED死尸级测试
黑背景白色字幕，miniLEDsishiji
有钱人
唯快不破~
大受震撼  听着咋像苹果发布会里面的词，哈哈哈哈
高刷看习惯了
现在的手机也是
too gay
字幕就挺普遍的吧
像刘力菲
苹果性价比产品
什么叫统一，16GB插四块放一起叫统一？
还有同事用笔戳
9块9包邮解君愁
额没ze
剪多少视频能赚回来
又换了，壕无人性
16-19款用户都懵了
戳完还要说你这电脑那么贵还没有触屏
焦点转换是吧
我从闪电过来的
16寸出来的时候也有人吹，现在被背刺感觉如何？
iPhone什么时候上
边框缩短了啊，总要有取舍
有钱真好
刘海屏，我靠
内容不错，但是说话就说话作个啥
买买买
上一代
恰了饭，有没完全恰
对！
对对对
我朋友也经常说不要用手指碰到我的屏幕
50包邮解君愁
nb
我屏幕触屏
实在受不了就只能换成黑色背景。
50包邮
完全赞同！！！！！！！！
刘海把我整笑了
前方高能
剪辑可以买，其他都别买
屏幕更便宜
对
up主的衣服有链接吗
你还是只减了6个片子
就是
那就是还是比RED便宜 不买（doge）
过于真实
抽了
这边框
hhhhhh
明年去掉刘海可以再卖一波
请问up主 性能能=剪辑？ 说来说去都是剪辑
真是太黑科技了，种草了
10bit已经很多年了
有钱就上
2016款pro颜值高，比Air好看
大刘海太醒目了
不是，都2021了，办公本都120了
LCD永不为奴！
刘海就是我不换电脑的原因
???
确实变丑了
我简直要把他指头掰断
人家花钱买的，你凭什么叫他抽了？
返祖现象
blender适配了？
我一直认为苹果的流海很好看
别扔呀，roll了roll了～
买个电脑而已 tim不缺这点钱
其实还好，今天用了一天完全没感觉到有刘海
上一代好看太多了
爆肝影视你来了
机身太丑了
已经买了开始吃灰了
不，手机上其实你只是忍了
真正10bit的4k屏幕价格至少5k
5000收
3990x（）
好家伙，能不能搞搞丐版啊
苹果：不满意你别买啊，就喜欢看你们犯贱的样子哈哈哈
哈哈哈
我显示器都360hz了
哈哈哈哈哈哈哈
《传 统 不 能 丢》
九章二号！YYDS
哈哈哈这刘海 魔性了
太有钱了
钱
再说一遍，我的电脑没有触屏！
建议学习没啥用科技
人均剪视频
这个是免费送你的
1
Mac Pro：……
开了写轮眼
20小时
方向對了
照样玩不了游戏
我不信
咚
拍死
不是更多的钱么？
哈哈哈哈哈
出吗
哈哈哈哈
同款！！！！！！
金钱的味道
库克：我听不见
性价比？跟专业用户讨论什么性价比。
这个刘海真的无法理解
哈哈哈
我擦
太丑了
surface表示有被冒犯
你确定快速适配了？
对对对 特别不喜欢
真实
门牙屏
门牙
刘海儿
这真的很苹果
这个刘海2333333
甲方正在观看视频
哈哈哈哈哈
真实
乔布斯哭晕在厕所
对对对！！！
买来看电影肯定很好
梦回2015啊
blender !!!
《环保》
适配PR？说的好像PR无可替代一样，final cut用着比pr好用的多
+、
梦幻单热管hhh
有了刘海就更会戳 哈哈 因为变成了大号的iPhone
好家伙 我以为你要拆机
呱
理性种草
生态统一嘛？
对！！！！！！！！！！！！！！！
blender现在能用了！
我是来看你炫富的
和高端台式机比呢？
没错啊我的屏幕都很贵的麻烦你不要把手放上去谢谢！！！！
来B站看这些视频就得搞清楚一点，大部分的需求是剪辑，这很正常，不剪辑你怎么看到这些视频
有钱人
经典先踩后吹 
我用165hz已经回不去了
不用监视器？？
3k 120hz Retina mini LED显示屏，这个就不便宜
用颜值换了性能
我觉得厚重感很适合这种工作站，感觉很踏实
人均剪视频
优质工作环境
啊对对对
但是你用这套项目，报价可以更高~~~~~
说收了苹果多少钱
同！理性消费！
继承手机的优点
确实！！！！！
安卓用户早就看不了60hz了。。
没有人是完美的，东西有
丑是
这刘海啊
同款屏保
抽了吧
这段视频谁有片源么
好吧受不了
调色师：我谢谢你啊
对对对！！
真的  戳一下血压上升一点点
对对对！
刘海人生
目前来说买来只能剪视频
可以戳我但是不能戳我的屏幕
歇逼了 现在的显示是 60HZ 外接岂不是不得劲了
手持iPhone13pro512GB路过！！！！！！！！！！
手持iPhone13Promax512G远峰蓝观看！！！
对！
屏幕？？？
能不能别吹了
I9?
王炸
卧槽，是我！！！很想剁了戳我屏幕的人手
卧槽，是我！！！很想剁了戳我屏幕的人手
卧槽，是我！！！很想剁了戳我屏幕的人手
尤其是Mac的屏幕太难擦了
对对对
上一代观感更好，这种圆角设计爱不来
更热更费电
原生10bit？？？
苹果鸡贼啊
正在使用同款最新mbp16观看，剪视频爽到要起飞了
手机低电量，暗示充电！
真好
23333
挺好
这刘海劝退我了
but我感觉新款好丑
blender yyds
真强
我也忍受不了
对
艾维的设计最好
同感
真实
太秀了
清脆
慢慢挤牙膏  下一次再给你
价格
居然阻止你的不是加个（狗头）
完全可以做成挖空或者水滴
问题还没有结构光
说爱奇艺的，爱奇艺的画质都拉不满这个屏幕
非常细腻？2k以上这个距离毫无区别
下一代再给你
对对对
手机上也不能接受。。只是被苹果养习惯了
明年给你加
不 你要
啊啊啊啊，是的啊，我的4k台式显示器老有人戳
利好京东方
16年的PRO还能再战
价格让我大受震撼
台词烫嘴
专门剪视频的笔记本
对！
对
这刘海就离谱
买
看完回头，确实厉害
同事直接用笔在我屏幕上画
想不到tim会和我一样
专业本的144基本还没普及呢
我的外星人X15 240hz
看见这破刘海我血压就拉满了，绝对差评
厚的一批
就是太厚了点
厚的不行
blender
666
60hz也能说正常屏幕的吗。。。。。
确实确实
amz
好贵好贵好贵
哈哈哈哈我也
杰哥，你不要过来了。阿伟死了
刘海PTSD
牛哇
此处字幕有点溢出
我Mac外接144屏幕，舒服，终于适配高刷了
11
对对对
qsqsqsqsqsqsqsqsqsqs
钱
太真实了
tim这么快的吗！
这台买了也一样
对对对
我用的都是240hz
用久了就会香
哈哈哈哈哈哈
1600就刺眼了
cao我馋了
何止挤爆牙膏，都快把牙膏厂拆了
amazing
太厚了
zhens真实
《全新的设计》
钱！
文艺复兴
如果厚边框的话  宁愿接受刘海屏
对
对
做视频好赚钱啊
太贵了
自适应刷新率真的科技 还能省电
对于你们不存在了
对!!!
特么的我也是！
行业刘海带动先锋~~~~！
丢过七个扩展坞
痛苦面具↓
以及家族式祖传刘海屏
啊好难受
总所周知，生产力=剪视频
我听不懂，但我大受震撼
只要给得多，问题就不存在
可能surface 用多了
比如iphone 12
我要这摄像头何用
taetar很鸡肋
我去，我拖一下时间轴等半天！哎
员工开心的飞起来
这代真丑
抽了
inter暖手宝
直接上顶配！！！！！牛b
真实
我去
牛啊
？？？？？
我也是！！！
它还不够昂贵吗
这就有点尬吹了吧？高刷出了几年了，怎么就苹果的野心了
所以是不是可以加更
144用了一两年了，真没那么夸张。。。
集大成的实验品
确实有点丑
买前生产力买后爱奇异
没那么夸张，我在家用240HZ的显示器，在办公室用60HZ的，感觉也就那样，都能适应
大部分游戏本都有高刷吧
120HZ也值得说嘛
amusing
我的天
人家剪辑视频 ，办公的会差钱？
优秀的机身 yue
这刘海
3
离谱
PC高刷都了好多年了
统一60hz就不会感到不爽了（狗头
对对对
祖传刘海得以延续
CJB
真的膈应
哈啊哈哈啊哈
不要抽了吧
收了多少钱啊，话说的这么满
贵
我就知道狂暴影视肯定会换
8000+在看
说实话 并没感觉到 换回60hz 有任何不适应
哈哈哈，我也是，特别是苹果笔记本，一戳全是指纹，烦死了
iPad Pro上是自适应刷新率吗
无感的升级
能打pubg吗？
有得必有失
还是不如I9
我有数
就是价格
先赞再看
49进国军 哈哈哈
俺也一样
对对对对对对对
去了就是 留边呗
霸气的配置
？？
确实
就是一定要让你难受
贵啊
现在这一幕我好像已经经历过了，好神奇，包括画面，弹幕都完全一样
哈哈哈，真实，看到别人戳屏幕我都想一巴掌
这个太难受了。
所以 我Mac贴膜 家里iMac 没有贴。。。。
联盟手游！
古人云：由奢入俭难
对于一般用过户，能用就可以！我还是喜欢台式！！实在，不花里胡哨！
这实在太对了！
同感
啊，那个刘海真的会影响软件UI啊
啊
有钱才能买啊！
苹果：给你做进去了，我2022款还怎么卖？？
究竟是谁敢戳你的屏幕，我很感兴趣
"用了几天,KOL无疑"
无论如何都能找一个吹点
真实
以前吹的那么狠，麻了
确实
对对对哈哈哈
瞎眼
家族灵魂
确实
卧槽 同感
甲方爸爸：你再说一遍
不剪视频＝没用
其他行业就不好说了
普通用户就得看适配了
真的了别人只会好奇
你很苹果？
我觉得在手机上还好
维修…
过了吧
厚了
打游戏的去隔壁家索尼买PS5
+1
666
五十包邮
好帅啊
放下边框不就行了。受不了
我也觉得
50包邮
本身就很昂贵了
对对！！！
鸿蒙有寂霸生态，连开发者都没有
哈哈哈哈
对
amzaing
哈哈哈哈哈哈
真实
9.9包邮吧
可以体验闪光弹的效果了
我也是，很难受，一戳一个印子
对对对！我也是！
歪个楼啊，这两个缺点尽管我们没买但是我们都知道
+1
他们不懂珍惜屏幕，以为他们的指纹真的好容易擦掉，其实真的好难擦
我还是喜欢上一代的造型
好厚
钱
拍电脑会心疼电脑
air400哭了
哈哈哈哈哈哈哈哈哈
最强的爱奇艺
古老的外观又回来了.仿佛到了2008年
360hz屏幕路过
而且戳的我屏幕都晃！
燕双鹰
俺也是因为穷
丑
这么亮的黑色
给MacBook加刘海真的nt
送掉
送吧
确实我用了ipad pro之后看我之前的ipad2020还怀疑是不是坏了
视频渲染都比不了
最强笔记本屏幕当之无愧
买屏幕送电脑
哈哈哈，对对对
是我，没错了
怀念以前的touch bar
明显上一代好看啊
我144hz的电脑屏幕回到60hz得手机屏幕没有任何感觉
太想要了 可惜我不需要...
?
还不如搞个弹出式摄像头
血压高
50包邮解君忧
什么鬼？？？
我 学生 200
确实
对
总结两个字，垃圾
被坑了吧
别过于惊讶，他只是剪辑视频强
那是调色盘吗
那你tm骗我买
赠送面积
付个首付不香吗
我觉得无所谓
一家人就要丑的整整齐齐
他说话为什么不张嘴，好难受
阿这
真实
是真的
500解忧愁
壕无人性
二手出吗？
专业软件很多没有，学生谨慎购买
抽奖
哈哈哈
那新机器 也肯定对你的工作没啥用处
哈哈哈哈哈哈
丑，这个刘海让我想起成龙电影里的一个蘑菇头打手，同款刘海，doge
《你 不 要 过 来 啊》
这设计把我整不会了，这是多喜欢刘海
急需高刷iMac
希望几年后你能剪超过10个片子
现在是震撼，维修的时候是震惊
这个声音一定是特效，嗯，一定是
现在pc不都是高刷
太亮不刺眼吗
这货已经是iPhone屏幕的水准了啊，离谱啊
对对对
对不对
密码正确
预算也拉满
外形倒退十年
华为用户吧
50包邮解君愁
哈哈哈
下次升级
49999啊！
